input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,tech_,tls_wildcard_certificate,tls_self_signed,tls_mismatched,tls_subject_org_,cdn_name,webserver,cdn,final_url
helm.tyk.io,tyk-helm-chart/README.md at master · TykTechnologies/tyk-helm-chart · GitHub,200,151990,github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,"CN=github.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",github.com,www.github.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d7f89274a26995baaf99c5aac4ebe7d2,92a37fbd5e21a53a95c716e1144f442f582b94d0fafc673eb6717a4eb51a88a7,ctls,github.com,443,https://helm.tyk.io:443,https,text/html,GET,99.86.4.50,/,-135127351,2600:9000:2057:c200:3:a0d7:5300:93a1,1557,False,opengraph.githubassets.com,HSTS,,,,"GitHub, Inc.",cloudfront,GitHub.com,True,https://github.com/TykTechnologies/tyk-helm-chart/blob/master/README.md
hkust.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,hkust.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,hkust.cloud.tyk.io,443,https://hkust.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,34.230.129.238,223,False,,HSTS,True,,,,,,,
http-m-jobstreet-com-ph9-5.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,http-m-jobstreet-com-ph9-5.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,http-m-jobstreet-com-ph9-5.cloud.tyk.io,443,https://http-m-jobstreet-com-ph9-5.cloud.tyk.io:443,https,text/html,GET,34.230.129.238,/,-138391155,100.25.172.191,223,False,,HSTS,True,,,,,,,
https-universal-teachme-com7-6.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,https-universal-teachme-com7-6.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,https-universal-teachme-com7-6.cloud.tyk.io,443,https://https-universal-teachme-com7-6.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,34.193.72.234,223,False,,HSTS,True,,,,,,,
https://api.stripe.com,,404,361,api.stripe.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-28T00:00:00Z,2023-09-30T23:59:59Z,"CN=api.stripe.com, O=Stripe\, Inc, L=South San Francisco, ST=California, C=US, serialNumber=4675506, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",api.stripe.com,api.stripe.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,914de4d3a6dd2c515965b4dac6d60935,eae9a9c06d882889526eb741fe8ee5300862fc4ab0b2602a4511cc0d28601cb9,ctls,api.stripe.com,443,https://api.stripe.com:443,https,application/json,GET,34.241.59.225,/,-2122229022,34.250.29.31,7,False,,Nginx,,,,"Stripe, Inc",,nginx,,
https://connect.facebook.net,Facebook - log in or sign up,200,59269,m.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2023-07-12T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,1d320592b371094256cdac90e72331b8,e08556e9d79231223cde77d70944d93d1406401041025a58dddd614e35f6de29,ctls,m.facebook.com,443,https://connect.facebook.net:443,https,text/html,GET,157.240.253.1,/,142313513,2a03:2880:f083:100:face:b00c:0:3,19,False,*.carriersignal.info,HTTP/3,True,,,"Meta Platforms, Inc.",,,,https://m.facebook.com/?wtsid=rdr_0mGQHj3W47RCkSnd4
https://edge.fullstory.com,,403,111,edge.fullstory.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-27T20:30:42Z,2023-08-25T21:21:55Z,CN=edge.fullstory.com,edge.fullstory.com,edge.fullstory.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,0568f48c938b35c4dcb28ffb97027a2c,9d6667ab1447ee95ca4b79732a50b7863125c9322ee9070c7f3c14d84e961261,ctls,edge.fullstory.com,443,https://edge.fullstory.com:443,https,application/xml,GET,35.201.112.186,/,2028370544,35.201.112.186,1,False,,HTTP/3,,,,,google,UploadServer,True,
https://fonts.googleapis.com,Error 404 (Not Found)!!1,404,1607,fonts.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:20:47Z,2023-09-11T08:20:46Z,CN=upload.video.google.com,upload.video.google.com,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,7f788b7c7e4fd6cca34ea1266e90216c,34ce8d965483353d15d17e6813cc68da1fb1b8344b5fe78e48b33f6bde169573,ctls,fonts.googleapis.com,443,https://fonts.googleapis.com:443,https,text/html,GET,142.250.186.74,/,-606046040,2a00:1450:4001:828::200a,1,False,,HTTP/3,True,,,,,ESF,,
https://hcaptcha.com,hCaptcha - Stop more bots. Start protecting privacy.,200,82890,www.hcaptcha.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T00:00:00Z,2024-04-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",76f1a09a9fc70f20b972707426b775ee,9218de85ef236a86c9984357602141f0e40794e8a07f4ccf91f1d229e7c828fc,ctls,www.hcaptcha.com,443,https://hcaptcha.com:443,https,text/html,GET,104.16.169.131,/,-29876689,104.16.168.131,328,False,newassets.hcaptcha.com,hCaptcha,True,,,"Cloudflare, Inc.",cloudflare,cloudflare,True,https://www.hcaptcha.com/
https://hooks.stripe.com,Stripe: Page not found,404,129,hooks.stripe.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.stripe.com, O=Stripe\, Inc, L=South San Francisco, ST=California, C=US",*.stripe.com,stripe.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,04d371f9bd83b05798a28793c8f81555,dd4ba587439eff71ab2362887b94519206aef53b21ef8cc9c73461d05e5275a2,ctls,hooks.stripe.com,443,https://hooks.stripe.com:443,https,text/html,GET,52.210.46.219,/,-53539204,54.170.183.1,1,False,url=https://stripe.com/404,Nginx,True,,,"Stripe, Inc",,nginx,,
https://js.stripe.com,,404,56,js.stripe.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-12T00:00:00Z,2023-08-13T23:59:59Z,"CN=a.stripecdn.com, O=Stripe\, Inc, L=South San Francisco, ST=California, C=US, serialNumber=4675506, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",a.stripecdn.com,buy.stripe.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,4847f7c9065466a22f3357a84129e1f5,622f5ea9749dbd139aed865260e6acab8fbf2cc55fc04ec68bbb59c3b6d5fd8f,ctls,js.stripe.com,443,https://js.stripe.com:443,https,text/html,GET,151.101.0.176,/,-2142583789,151.101.192.176,1,False,,Varnish,,,,"Stripe, Inc",fastly,Varnish,True,
https://rs.fullstory.com,Build a More Perfect Digital Experience | FullStory,200,430951,www.fullstory.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-03T14:30:24Z,2023-10-01T14:30:23Z,CN=bionic.fullstory.com,bionic.fullstory.com,www.thefullstory.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3e378a269c117c37b64de46c47138468,438939da455217221e0ff2733f153a53b01f7c4ff7e475cf1c3a8f943f7aa7e4,ctls,www.fullstory.com,443,https://rs.fullstory.com:443,https,text/html,GET,35.186.194.58,/,2020182538,35.186.194.58,51,False,,webpack,,,,,google,Netlify,True,https://www.fullstory.com
https://snap.licdn.com,,200,43,px.ads.linkedin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-02T00:00:00Z,2023-12-02T23:59:59Z,"CN=www.linkedin.com, O=LinkedIn Corporation, L=Sunnyvale, ST=California, C=US",www.linkedin.com,status.linkedin.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3eecc485294fa557592f1b66319d6a07,378677dc26b2a8d65824456b343479bc77ef498352c21f77d13995b70014b9ad,ctls,px.ads.linkedin.com,443,https://snap.licdn.com:443,https,image/gif,GET,2.16.241.19,/,1882172304,2a02:26f0:ce::215:e479,1,False,,,,,,LinkedIn Corporation,,,,https://px.ads.linkedin.com/
https://www.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118545,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:16:09Z,2023-09-11T08:16:08Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,77fce969f6da9c23b46a4179eeece1a8,cd9aec87aa4ae96416bd900a0b81fba5a0f3f8e3b5fd4b2ea159059797f70790,ctls,marketingplatform.google.com,443,https://www.google-analytics.com:443,https,text/html,GET,216.239.32.178,/,302920777,2001:4860:4802:34::178,1833,False,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,HTTP/3,True,,,,,sffe,,https://marketingplatform.google.com/about/analytics/
https://www.googletagmanager.com,Error 400 (Bad Request)!!1,400,1555,www.googletagmanager.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:16:09Z,2023-09-11T08:16:08Z,CN=*.google-analytics.com,*.google-analytics.com,www.googleoptimize.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,a70a503bfcd507236a0630c327963b39,f1e109477d076ab7412e70816a90acdcd1fff2d3ab53cc2429c27acccfe6cc5a,ctls,www.googletagmanager.com,443,https://www.googletagmanager.com:443,https,text/html,GET,142.250.186.40,/,302920777,2a00:1450:4001:829::2008,12,False,,HTTP/3,True,,True,,,Google Tag Manager,,
https://www.gstatic.com,Error 404 (Not Found)!!1,404,1561,www.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:20:47Z,2023-09-11T08:20:46Z,CN=*.gstatic.com,*.gstatic.com,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,c7c819cf4dd7eaac32596a27df440c3a,4232a61304d4799519d0c90e6c12f5aa385c549d99242ed0f0565857dbe97608,ctls,www.gstatic.com,443,https://www.gstatic.com:443,https,text/html,GET,142.250.186.163,/,302920777,2a00:1450:4001:831::2003,12,False,,HTTP/3,True,,,,,sffe,,
huawei.cloud.tyk.io,404 Not Found,404,169,huawei.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,huawei.cloud.tyk.io,443,https://huawei.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,160714160,100.25.172.191,8,False,,Nginx:1.14.2,True,,,,,nginx/1.14.2,,
iad2s1-api.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,iad2s1-api.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,iad2s1-api.cloud.tyk.io,443,https://iad2s1-api.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,34.193.72.234,223,False,,HSTS,True,,,,,,,
imagescanner.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,imagescanner.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,imagescanner.cloud.tyk.io,443,https://imagescanner.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,34.193.72.234,223,False,,HSTS,True,,,,,,,
immediate-wallet-dev.aws-euc1.cloud-ara.tyk.io,Tyk.io Login,200,1854,immediate-wallet-dev.aws-euc1.cloud-ara.tyk.io,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-20T02:46:33Z,2023-08-18T02:46:32Z,CN=*.aws-euc1.cloud-ara.tyk.io,*.aws-euc1.cloud-ara.tyk.io,*.aws-euc1.cloud-ara.tyk.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0fd4d1006125b16951763e3af6901afb,1780660f58bbed0b004abee3742fa1801417b4a70a713f0f5547bb8be9572c74,ctls,immediate-wallet-dev.aws-euc1.cloud-ara.tyk.io,443,https://immediate-wallet-dev.aws-euc1.cloud-ara.tyk.io:443,https,text/html,GET,52.29.15.152,/,1549924842,3.122.31.51,55,False,ws://immediate-wallet-dev.aws-euc1.cloud-ara.tyk.io:5000,HSTS,True,,,,,,,
in-gc-tools.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,in-gc-tools.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,in-gc-tools.cloud.tyk.io,443,https://in-gc-tools.cloud.tyk.io:443,https,text/html,GET,100.25.172.191,/,-138391155,34.230.129.238,223,False,,HSTS,True,,,,,,,
info-ssa.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,info-ssa.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,info-ssa.cloud.tyk.io,443,https://info-ssa.cloud.tyk.io:443,https,text/html,GET,34.230.129.238,/,-138391155,100.25.172.191,223,False,,HSTS,True,,,,,,,
innotrail-llc.cloud.tyk.io,404 Not Found,404,169,innotrail-llc.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,innotrail-llc.cloud.tyk.io,443,https://innotrail-llc.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,160714160,34.193.72.234,8,False,,Nginx:1.14.2,True,,,,,nginx/1.14.2,,
international-sos-uat.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,international-sos-uat.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,international-sos-uat.cloud.tyk.io,443,https://international-sos-uat.cloud.tyk.io:443,https,text/html,GET,100.25.172.191,/,-138391155,34.193.72.234,223,False,,HSTS,True,,,,,,,
ipv4-c017-lhr003-bt-isp.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,ipv4-c017-lhr003-bt-isp.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,ipv4-c017-lhr003-bt-isp.cloud.tyk.io,443,https://ipv4-c017-lhr003-bt-isp.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,100.25.172.191,223,False,,HSTS,True,,,,,,,
ipv4-c047-sjc002-dev-ix.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,ipv4-c047-sjc002-dev-ix.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,ipv4-c047-sjc002-dev-ix.cloud.tyk.io,443,https://ipv4-c047-sjc002-dev-ix.cloud.tyk.io:443,https,text/html,GET,34.193.72.234,/,-138391155,34.238.224.143,223,False,,HSTS,True,,,,,,,
itaa-integ.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,itaa-integ.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,itaa-integ.cloud.tyk.io,443,https://itaa-integ.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,100.25.172.191,223,False,,HSTS,True,,,,,,,
jett.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,jett.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,jett.cloud.tyk.io,443,https://jett.cloud.tyk.io:443,https,text/html,GET,100.25.172.191,/,-138391155,34.193.72.234,223,False,,HSTS,True,,,,,,,
joule-inc.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,joule-inc.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,joule-inc.cloud.tyk.io,443,https://joule-inc.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,100.25.172.191,223,False,,HSTS,True,,,,,,,
juanp0.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,juanp0.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,juanp0.cloud.tyk.io,443,https://juanp0.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,100.25.172.191,223,False,,HSTS,True,,,,,,,
juantax.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,juantax.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,juantax.cloud.tyk.io,443,https://juantax.cloud.tyk.io:443,https,text/html,GET,100.25.172.191,/,-138391155,34.230.129.238,223,False,,HSTS,True,,,,,,,
ker.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,ker.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,ker.cloud.tyk.io,443,https://ker.cloud.tyk.io:443,https,text/html,GET,34.193.72.234,/,-138391155,34.238.224.143,223,False,,HSTS,True,,,,,,,
keyserver.tyk.io,,403,243,keyserver.tyk.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.tyk.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",eeef8d5db4313c4b553f7946e5bff79a,92aed799947706675784d6e61b564509c40c339e1163f416d4ecc96fec0e3042,ctls,keyserver.tyk.io,443,https://keyserver.tyk.io:443,https,application/xml,GET,104.22.64.179,/,-113786190,2606:4700:10::ac43:865,2,False,,Cloudflare,True,,,"Cloudflare, Inc.",cloudflare,cloudflare,True,
magic.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,magic.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,magic.cloud.tyk.io,443,https://magic.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,34.193.72.234,223,False,,HSTS,True,,,,,,,
mdev.cloud.tyk.io,404 Not Found,404,169,mdev.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,mdev.cloud.tyk.io,443,https://mdev.cloud.tyk.io:443,https,text/html,GET,100.25.172.191,/,160714160,34.230.129.238,8,False,,Nginx:1.14.2,True,,,,,nginx/1.14.2,,
mediaengage.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,mediaengage.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,mediaengage.cloud.tyk.io,443,https://mediaengage.cloud.tyk.io:443,https,text/html,GET,34.230.129.238,/,-138391155,100.25.172.191,223,False,,HSTS,True,,,,,,,
