input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,tls_wildcard_certificate,webserver,tls_mismatched,tls_subject_org_
testapp.ca.redoxengine.com,Redox Customer Dashboard,200,2481,10x.redoxengine.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.redoxengine.com,*.redoxengine.com,*.redoxengine.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,02738e95dff65eed71e2850bd08fa056,c87a392db74c1fecbbf8606de2d950db39948b5c9729693271669e397911a31f,ctls,10x.redoxengine.com,,443,https://testapp.ca.redoxengine.com:443,https,text/html,GET,107.20.11.166,/,-1840324437,3.219.14.15,Node.js,1,False,,https://10x.redoxengine.com,True,,,
testapp.redoxengine.com,Redox Customer Dashboard,200,2481,10x.redoxengine.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.redoxengine.com,*.redoxengine.com,*.redoxengine.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,02738e95dff65eed71e2850bd08fa056,c87a392db74c1fecbbf8606de2d950db39948b5c9729693271669e397911a31f,ctls,10x.redoxengine.com,,443,https://testapp.redoxengine.com:443,https,text/html,GET,107.20.11.166,/,-1840324437,100.25.100.211,Node.js,1,False,,https://10x.redoxengine.com,True,,,
testblob.redoxengine.com,Redox Customer Dashboard,200,2481,10x.redoxengine.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.redoxengine.com,*.redoxengine.com,*.redoxengine.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,02738e95dff65eed71e2850bd08fa056,c87a392db74c1fecbbf8606de2d950db39948b5c9729693271669e397911a31f,ctls,10x.redoxengine.com,,443,https://testblob.redoxengine.com:443,https,text/html,GET,52.21.162.99,/,-1840324437,35.168.245.158,Node.js,1,False,,https://10x.redoxengine.com,True,,,
testclientcert.redoxengine.com,Redox Customer Dashboard,200,2481,10x.redoxengine.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.redoxengine.com,*.redoxengine.com,*.redoxengine.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,02738e95dff65eed71e2850bd08fa056,c87a392db74c1fecbbf8606de2d950db39948b5c9729693271669e397911a31f,ctls,10x.redoxengine.com,,443,https://testclientcert.redoxengine.com:443,https,text/html,GET,3.220.165.236,/,-1840324437,107.23.142.61,Node.js,1,False,,https://10x.redoxengine.com,True,,,
testlaunch.redoxengine.com,Error,404,139,testlaunch.redoxengine.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.redoxengine.com,*.redoxengine.com,*.redoxengine.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,02738e95dff65eed71e2850bd08fa056,c87a392db74c1fecbbf8606de2d950db39948b5c9729693271669e397911a31f,ctls,testlaunch.redoxengine.com,,443,https://testlaunch.redoxengine.com:443,https,text/html,GET,52.21.162.99,/,1593207841,35.153.172.209,Node.js,11,False,,,True,,,
webhooks.ca.redoxengine.com,Error,404,139,webhooks.ca.redoxengine.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-18T23:59:59Z,CN=*.ca.redoxengine.com,*.ca.redoxengine.com,*.ca.redoxengine.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bef812691ef87ac49757af4d16ce2510,193f32d1f23e3b92bb88606e403283ac3718dc403d4dba5f934da1a7c5bc1f4f,ctls,webhooks.ca.redoxengine.com,,443,https://webhooks.ca.redoxengine.com:443,https,text/html,GET,54.82.134.48,/,1593207841,54.224.53.224,HSTS,11,False,,,True,,,
webhooks.gamma.redoxengine.com,Error,404,139,webhooks.gamma.redoxengine.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-07T15:09:17Z,2023-10-05T15:51:23Z,CN=webhooks.gamma.redoxengine.com,webhooks.gamma.redoxengine.com,webhooks.gamma.redoxengine.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,bdeaf96e67d9648c1110c4927272dc3e,546a8624eaa5d19abe8f931ada2d01b7826989e872d1a8c944c62555e8a1afea,ctls,webhooks.gamma.redoxengine.com,google,443,https://webhooks.gamma.redoxengine.com:443,https,text/html,GET,34.107.204.9,/,1593207841,34.107.204.9,HTTP/3,11,False,True,,,,,
webhooks.redoxengine.com,Error,404,139,webhooks.redoxengine.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-04-17T23:59:59Z,CN=*.redoxengine.com,*.redoxengine.com,*.redoxengine.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,84e9570abe5080fccc3d42f601647fcc,a7acb370080ae44866c76e5ac477f31f758dd9a7a5ffeef955650fc1a5a769e1,ctls,webhooks.redoxengine.com,,443,https://webhooks.redoxengine.com:443,https,text/html,GET,54.224.53.224,/,1593207841,52.202.205.253,HSTS,11,False,,,True,,,
webhooks10x.redoxengine.com,Error,404,139,webhooks10x.redoxengine.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.redoxengine.com,*.redoxengine.com,*.redoxengine.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,02738e95dff65eed71e2850bd08fa056,c87a392db74c1fecbbf8606de2d950db39948b5c9729693271669e397911a31f,ctls,webhooks10x.redoxengine.com,,443,https://webhooks10x.redoxengine.com:443,https,text/html,GET,35.153.172.209,/,1593207841,52.21.162.99,HSTS,11,False,,,True,,,
www.redoxengine.com,EHR Integration and Healthcare Interoperability with Redox,200,105316,www.redoxengine.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-15T00:00:00Z,2024-06-13T23:59:59Z,"CN=www.redoxengine.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.redoxengine.com,www.redoxengine.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",cc3d8d2da8341e165462dfe8e3352b04,aa015a41a4e0afdc3d4e31ce46e5e81be3008dba5f16124eaff7075687384e8b,ctls,www.redoxengine.com,,443,https://www.redoxengine.com:443,https,text/html,GET,141.193.213.20,/,-1840324437,141.193.213.21,Yoast SEO:20.8,987,False,,,,cloudflare,,"Cloudflare, Inc."
