input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,favicon_path,a_,tech_,lines,failed,cdn,knowledgebase_PageType,knowledgebase_pHash,final_url,tls_expired,csp_domains_,tls_subject_org_,tls_mismatched,tls_self_signed
42-5.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://42-5.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
425a.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://425a.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
42cc.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://42cc.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
45-9-72-5.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://45-9-72-5.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
452-2-6.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://452-2-6.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
457-4-4.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://457-4-4.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
458-81-8.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://458-81-8.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
459-4-3.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://459-4-3.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
45e6.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://45e6.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
48-0-4.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://48-0-4.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
48-70-0.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://48-70-0.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
481e.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://481e.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
48f7.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://48f7.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
49-5-2.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://49-5-2.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
498d.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://498d.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
4b50.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://4b50.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
4c02.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://4c02.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
4d12.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://4d12.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
4d90.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://4d90.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
4dbd.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://4dbd.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
4e62.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://4e62.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
4ea1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://4ea1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
4fc6.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://4fc6.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
5-071-5.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://5-071-5.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
5-09-97.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://5-09-97.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
5-60-5.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://5-60-5.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
5-7-4-2.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://5-7-4-2.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
5-74-55.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://5-74-55.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
515-3-8.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://515-3-8.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
517-9-1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://517-9-1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
53-73.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://53-73.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
530-3.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://530-3.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
54-0-3-5.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://54-0-3-5.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
54-4-5.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://54-4-5.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
54qjgk816kgk.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://54qjgk816kgk.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
55-3-63.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://55-3-63.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
55-98-7.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://55-98-7.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
568-9-0.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://568-9-0.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
570-0.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://570-0.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
58-0.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://58-0.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
59-70.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://59-70.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
5a.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://5a.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
5f-2.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://5f-2.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
5fwww09.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://5fwww09.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
5ipi5w.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://5ipi5w.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
6-0-3.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://6-0-3.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
6-7-3-7.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://6-7-3-7.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
61-3-2ww3-stagi.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://61-3-2ww3-stagi.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
62-210-124-11.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://62-210-124-11.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
65-7-3-8.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://65-7-3-8.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
65-71-31.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://65-71-31.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
652-2-1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://652-2-1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
658-28.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://658-28.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
66-0.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://66-0.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
66-220-157-95.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://66-220-157-95.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
66-7-64.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://66-7-64.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
663-6-7.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://663-6-7.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
667-2.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://667-2.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
6fwww5-8.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://6fwww5-8.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
6yxw39w.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://6yxw39w.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
7-9-6-8-4.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://7-9-6-8-4.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
71-8-72.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://71-8-72.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
731-13.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://731-13.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
74-0-2-0.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://74-0-2-0.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
749e.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://749e.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
74f76fc.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://74f76fc.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
75-8-1-4.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://75-8-1-4.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
757-9-3-9.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://757-9-3-9.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
78-22-23-69.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://78-22-23-69.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
78-2cess.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://78-2cess.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
7dc13e.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://7dc13e.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
7tdwww10.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://7tdwww10.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
7wkag.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://7wkag.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
7xbyr22.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://7xbyr22.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
8-9-2.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://8-9-2.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
8-chef.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://8-chef.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
801facebookappervata.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://801facebookappervata.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
839-4-8.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://839-4-8.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
85-0-9-7.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://85-0-9-7.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
85-1-83.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://85-1-83.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
85.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://85.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
850-8-7.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://850-8-7.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
852-1-0.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://852-1-0.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
86-57-5.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://86-57-5.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
86-6-0.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://86-6-0.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
86-8-26.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://86-8-26.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
88.mazaltov.walla.co.il,"88 גן אירועים | גן אירועים בעמק חפר, טלפון: 072-3308414",200,63726,mazaltov.walla.co.il,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2025-02-08T00:00:00Z,2026-03-10T23:59:59Z,CN=*.mazaltov.walla.co.il,*.mazaltov.walla.co.il,mazaltov.walla.co.il,"CN=SSL2BUY EMEA RSA Domain Validation Secure Server CA, O=SSL2BUY EMEA LLC, C=AE",SSL2BUY EMEA RSA Domain Validation Secure Server CA,SSL2BUY EMEA LLC,88dbc5f08c6a0946f226d5b2e8d07072,2bfd09114205aabd3b43507dac54303e8fa7d80265fcb03ebf7a5e643f851a16,True,ctls,mazaltov.walla.co.il,,443,https://88.mazaltov.walla.co.il,https,Microsoft-IIS/8.5,text/html,GET,213.8.166.57,/,1619261635,/images/favicon.ico,213.8.166.57,YouTube,244,False,,nonerror,0,https://mazaltov.walla.co.il/event-place/eventsgardens/88/,,,,,
89bb.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://89bb.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
8rt-o1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://8rt-o1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
9-6-3.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://9-6-3.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
