input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,method,host,path,favicon,a_,tech_,lines,failed,cdn,content_type,webserver,csp_domains_,tls_mismatched,final_url,tls_expired,tls_wildcard_certificate
australia.db.com,Home,200,71404,country.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-21T00:00:00Z,2024-02-21T23:59:59Z,"CN=country.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",country.db.com,Deutsche Bank AG,taiwan.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,1cd474ede3459b10c4e57ce683b93bd5,9a20aed456ae3e97917b6bd73f6689420d0dfcd9ea24e31ca264d902a1b94a47,ctls,country.db.com,,443,https://australia.db.com:443,https,GET,202.21.225.16,/,-468694704,202.21.225.16,Java,1150,False,,text/html,Apache,,,https://country.db.com/australia/,,
austria.db.com,Home,200,51332,country.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-21T00:00:00Z,2024-02-21T23:59:59Z,"CN=country.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",country.db.com,Deutsche Bank AG,taiwan.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,1cd474ede3459b10c4e57ce683b93bd5,9a20aed456ae3e97917b6bd73f6689420d0dfcd9ea24e31ca264d902a1b94a47,ctls,country.db.com,,443,https://austria.db.com:443,https,GET,160.83.8.40,/,1150241757,160.83.8.40,Java,634,False,,text/html,Apache,,,https://country.db.com/austria/?language_id=1&kid=austria.redirect-en.shortcut,,
auth.expedition150.db.com,Default page,200,366,auth.expedition150.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-14T00:00:00Z,2024-03-13T23:59:59Z,"CN=auth.expedition150.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",auth.expedition150.db.com,Deutsche Bank AG,auth.expedition150.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,96a14ff423eb8980fee721f57a2464cb,96de4cc848f88ccc87ea7a26756fa8a2bed6b4fb343a2d1f02edc504384b5ada,ctls,auth.expedition150.db.com,,443,https://auth.expedition150.db.com:443,https,GET,160.83.8.198,/,-780928015,160.83.8.198,HSTS,19,False,,text/html,Apache,,,,,
authorisationplatform.db.com,Default page,200,230,authorisationplatform.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-14T00:00:00Z,2024-02-13T23:59:59Z,"CN=authorisationplatform.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",authorisationplatform.db.com,Deutsche Bank AG,authorisationplatform.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,7326e4680d3c383471ebdacb20cc3cf9,875a9a5a15f599078c2930195eb06d8d6a1b7f99c9193a7ef0c7fe4026dfd2c9,ctls,authorisationplatform.db.com,,443,https://authorisationplatform.db.com:443,https,GET,160.83.8.46,/,-780928015,160.83.8.46,HSTS,17,False,,text/html,Apache,,,,,
auto-b.dbras.db.com,Login,200,4570,auto-b.dbras.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-24T00:00:00Z,2024-05-23T23:59:59Z,"CN=uk.dbrasweb.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",uk.dbrasweb.db.com,Deutsche Bank AG,uk.dbras.extranet.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,35a2f4f374afcea65cc2e8d6ef0675d2,19e1c1b55c8c42e4a558eb40deb0de536cd98d3d0dd2d0f7639dc4dba727c05a,ctls,auto-b.dbras.db.com,,443,https://auto-b.dbras.db.com:443,https,GET,160.83.60.21,/,1820856063,160.83.60.21,HSTS,127,False,,text/html,,,,https://auto-b.dbras.db.com/dana-na/auth/url_default/welcome.cgi,,
auto.dbrasweb.db.com,Login,200,4627,auto.dbrasweb.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-24T00:00:00Z,2024-05-23T23:59:59Z,"CN=uk.dbrasweb.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",uk.dbrasweb.db.com,Deutsche Bank AG,uk.dbras.extranet.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,35a2f4f374afcea65cc2e8d6ef0675d2,19e1c1b55c8c42e4a558eb40deb0de536cd98d3d0dd2d0f7639dc4dba727c05a,ctls,auto.dbrasweb.db.com,,443,https://auto.dbrasweb.db.com:443,https,GET,160.83.42.90,/,1820856063,160.83.42.90,HSTS,118,False,,text/html,,,,https://auto.dbrasweb.db.com/dana-na/auth/url_default/welcome.cgi,,
autobahn-trade-finance.db.com,Deutsche Bank Authentication Gateway,200,12762,login.isso.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-14T00:00:00Z,2024-07-16T23:59:59Z,"CN=login-sg.isso.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",login-sg.isso.db.com,Deutsche Bank AG,login.isso.deutsche-bank.com.cn,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,e39fc90c31312c3598b675db0551832a,ba0aa0557b3521f2746836e64a46791729879c1431eb8a3092d47a623612ea29,ctls,login.isso.db.com,,80,http://autobahn-trade-finance.db.com:80,http,GET,160.83.59.38,/,1125308378,160.83.59.38,JavaServer Pages:2.3,590,False,,text/html,Apache,,,https://login.isso.db.com/websso/sso_Logon.sso?ct_orig_uri=https%3A%2F%2Flogin.isso.db.com%3A443%2Fwebsso%2Fsso_FallThrough.sso&requesting_slave=https%3A%2F%2Fautobahn-trade-finance.db.com%2F&viaFT=false,,
autobahn.db.com,Welcome ⋄ Deutsche Bank Autobahn,200,42550,autobahn.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-05T00:00:00Z,2024-02-06T23:59:59Z,"CN=www.toolbar.autobahn.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",www.toolbar.autobahn.db.com,Deutsche Bank AG,staging.ext.toolbar.autobahn.intranet.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,bcb3f232d7bf2279b752c6d4196e677b,e39ed1d2b67837f786e534b63fd561a3f1e292f22e896ae559b20f9ba3b587dc,ctls,autobahn.db.com,,443,https://autobahn.db.com:443,https,GET,160.83.43.133,/,1921723569,2a00:c00:f060:1::203,Java,3,False,,text/html,,http://*.isso.deutsche-bank.com.cn,,https://autobahn.db.com/autobahn/index.html,,
autopush.preprod-toolbar-autobahn.egslb.db.com,,200,110,autopush.preprod-toolbar-autobahn.egslb.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-25T00:00:00Z,2023-10-25T23:59:59Z,"CN=autopush.uat.toolbar-uk.autobahn.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",autopush.uat.toolbar-uk.autobahn.db.com,Deutsche Bank AG,autopush.preprod-toolbar-autobahn.egslb.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,2acf20db8481d0005fc0c2c9171ae990,3e6793abd3a357b71af7a47cf11df8d0f8d7947f556ca668183f010c114b505c,ctls,autopush.preprod-toolbar-autobahn.egslb.db.com,,443,https://autopush.preprod-toolbar-autobahn.egslb.db.com:443,https,GET,160.83.59.34,/,-780928015,160.83.59.34,HSTS,1,False,,text/html,Apache,url=https://uat.toolbar-uk.autobahn.db.com/,,,,
autopush.toolbar-autobahn.egslb.db.com,,200,103,autopush.toolbar-autobahn.egslb.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-25T00:00:00Z,2023-10-25T23:59:59Z,"CN=autopush.www.toolbar.autobahn.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",autopush.www.toolbar.autobahn.db.com,Deutsche Bank AG,staging.autopush.www.toolbar.autobahn.intranet.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,89dcaa28dfdae1f51bd2da058cdef6cf,da6409fef0efd35b6a406bbaccc12061f1dc81b97cb7e677ea1081422826065a,ctls,autopush.toolbar-autobahn.egslb.db.com,,443,https://autopush.toolbar-autobahn.egslb.db.com:443,https,GET,160.83.59.105,/,-780928015,160.83.59.105,HSTS,1,False,,text/html,Apache,url=https://toolbar.autobahn.db.com/,,,,
autopush.toolbar.autobahn.db.com,,200,103,autopush.toolbar.autobahn.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-25T00:00:00Z,2023-10-25T23:59:59Z,"CN=autopush.www.toolbar.autobahn.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",autopush.www.toolbar.autobahn.db.com,Deutsche Bank AG,staging.autopush.www.toolbar.autobahn.intranet.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,89dcaa28dfdae1f51bd2da058cdef6cf,da6409fef0efd35b6a406bbaccc12061f1dc81b97cb7e677ea1081422826065a,ctls,autopush.toolbar.autobahn.db.com,,443,https://autopush.toolbar.autobahn.db.com:443,https,GET,160.83.59.105,/,-780928015,160.83.59.105,HSTS,1,False,,text/html,Apache,url=https://toolbar.autobahn.db.com/,,,,
autopush.uat.toolbar-uk.autobahn.db.com,,200,110,autopush.uat.toolbar-uk.autobahn.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-25T00:00:00Z,2023-10-25T23:59:59Z,"CN=autopush.uat.toolbar-uk.autobahn.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",autopush.uat.toolbar-uk.autobahn.db.com,Deutsche Bank AG,autopush.preprod-toolbar-autobahn.egslb.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,2acf20db8481d0005fc0c2c9171ae990,3e6793abd3a357b71af7a47cf11df8d0f8d7947f556ca668183f010c114b505c,ctls,autopush.uat.toolbar-uk.autobahn.db.com,,443,https://autopush.uat.toolbar-uk.autobahn.db.com:443,https,GET,160.83.59.34,/,-780928015,160.83.59.34,HSTS,1,False,,text/html,Apache,url=https://uat.toolbar-uk.autobahn.db.com/,,,,
autopush.www.toolbar-sg.autobahn.db.com,,200,103,autopush.www.toolbar-sg.autobahn.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-25T00:00:00Z,2023-10-25T23:59:59Z,"CN=autopush.www.toolbar-sg.autobahn.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",autopush.www.toolbar-sg.autobahn.db.com,Deutsche Bank AG,staging.autopush.www.toolbar-sg.autobahn.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,d2944a363df4cd848e56a06b3cb445ba,c1ae149c099cc907d46189751f10feb99f12aba5056dbc120024ebf6963a76fb,ctls,autopush.www.toolbar-sg.autobahn.db.com,,443,https://autopush.www.toolbar-sg.autobahn.db.com:443,https,GET,202.21.225.9,/,-780928015,202.21.225.9,HSTS,1,False,,text/html,Apache,url=https://toolbar.autobahn.db.com/,,,,
autopush.www.toolbar-us.autobahn.db.com,,200,103,autopush.www.toolbar-us.autobahn.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-25T00:00:00Z,2023-10-25T23:59:59Z,"CN=autopush.www.toolbar-us.autobahn.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",autopush.www.toolbar-us.autobahn.db.com,Deutsche Bank AG,staging.autopush.www.toolbar-us.autobahn.intranet.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,d6e0f9b8cca9b7dbb514fe3e3231524b,047fafd467d315052d760da95ed20cc5442d18bb179c3d41ebadabc1721debcf,ctls,autopush.www.toolbar-us.autobahn.db.com,,443,https://autopush.www.toolbar-us.autobahn.db.com:443,https,GET,160.83.69.32,/,-780928015,160.83.69.32,HSTS,1,False,,text/html,Apache,url=https://toolbar.autobahn.db.com/,,,,
autopush.www.toolbar.autobahn.db.com,,200,103,autopush.www.toolbar.autobahn.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-25T00:00:00Z,2023-10-25T23:59:59Z,"CN=autopush.www.toolbar.autobahn.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",autopush.www.toolbar.autobahn.db.com,Deutsche Bank AG,staging.autopush.www.toolbar.autobahn.intranet.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,89dcaa28dfdae1f51bd2da058cdef6cf,da6409fef0efd35b6a406bbaccc12061f1dc81b97cb7e677ea1081422826065a,ctls,autopush.www.toolbar.autobahn.db.com,,443,https://autopush.www.toolbar.autobahn.db.com:443,https,GET,160.83.59.105,/,-780928015,160.83.59.105,HSTS,1,False,,text/html,Apache,url=https://toolbar.autobahn.db.com/,,,,
be.mybank.pbc.db.com,Default page,200,366,be.mybank.pbc.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-06T00:00:00Z,2024-02-05T23:59:59Z,"CN=be.mybank.pbc.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",be.mybank.pbc.db.com,Deutsche Bank AG,staging.be.mybank.pbc.intranet.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,473604e7123d0e178d16fed324f7468a,183e7edec4ad48d38c431b195f7758d0837695c62c40408332a339c15e262333,ctls,be.mybank.pbc.db.com,,443,https://be.mybank.pbc.db.com:443,https,GET,160.83.8.211,/,-780928015,160.83.8.211,HSTS,19,False,,text/html,Apache,,,,,
belgium.db.com,ERROR: The request could not be satisfied,403,919,www.deutschebank.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-08T00:00:00Z,2023-09-09T23:59:59Z,"CN=www.deutschebank.be, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",www.deutschebank.be,Deutsche Bank AG,deutschebank.be,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,1b239324e007bb092c90fa2fc43302f1,f8ecccbf56c79b0045eadde7610b4be1e6557352f1d79dcf9ccf64f25e3702af,ctls,www.deutschebank.be,,443,https://belgium.db.com:443,https,GET,160.83.8.40,/,1150241757,160.83.8.40,Amazon Web Services,20,False,,text/html,CloudFront,,,https://www.deutschebank.be?kid=belgium.redirect-en.shortcut,,
blueport.db.com,,200,3500,blueport.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-29T00:00:00Z,2024-01-30T23:59:59Z,"CN=blueport.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",blueport.db.com,Deutsche Bank AG,blueport.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,f7e3743f665b0517709dc3aca5ce876e,661b987d80ef35f8291e5aaa5059e10a942c74f4bc9ccd4a100c7bb1c2291659,ctls,blueport.db.com,,443,https://blueport.db.com:443,https,GET,160.83.8.30,/,1207226447,160.83.8.30,HSTS,86,False,,text/html,Apache,,,https://blueport.db.com/portal/v0001/,,
brand-portal.db.com,Invalid URL,400,208,,,,,,,,,,,,,,,,,,,,80,http://brand-portal.db.com:80,http,GET,2.17.100.194,/,-286362487,2a02:26f0:ab00::5c7a:d728,,8,False,,text/html,AkamaiGHost,,,,,
brand.db.com,welcome – Deutsche Bank – Brand Portal,200,42232,brand.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=brand.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",brand.db.com,Deutsche Bank AG,brandspace.de,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,7e75832080acde603dace6f3dbd49d81,8ab6671e1119c0feaca4bebfc3ac46b94c46e47d0d5dad70ce3cf550996937d1,ctls,brand.db.com,,443,https://brand.db.com:443,https,GET,2.17.100.194,/,-2130966496,2a02:26f0:ab00::5c7a:d728,Java,518,False,,text/html,Apache,,,https://brand.db.com/public/welcome,,
brandspace.db.com,welcome – Deutsche Bank – Brand Portal,200,42232,brand.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=brand.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",brand.db.com,Deutsche Bank AG,brandspace.de,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,7e75832080acde603dace6f3dbd49d81,8ab6671e1119c0feaca4bebfc3ac46b94c46e47d0d5dad70ce3cf550996937d1,ctls,brand.db.com,,443,https://brandspace.db.com:443,https,GET,160.83.8.11,/,1958134100,160.83.8.11,Java,518,False,,text/html,Apache,,,https://brand.db.com/public/welcome,,
canada.db.com,Home,200,48333,country.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-21T00:00:00Z,2024-02-21T23:59:59Z,"CN=country.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",country.db.com,Deutsche Bank AG,taiwan.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,1cd474ede3459b10c4e57ce683b93bd5,9a20aed456ae3e97917b6bd73f6689420d0dfcd9ea24e31ca264d902a1b94a47,ctls,country.db.com,,443,https://canada.db.com:443,https,GET,160.83.8.40,/,1150241757,160.83.8.40,Java,585,False,,text/html,Apache,,,https://country.db.com/canada/?language_id=1&kid=canada.redirect-en.shortcut,,
careers.db.com,Home – Deutsche Bank Careers,200,101182,careers.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-21T00:00:00Z,2024-02-21T23:59:59Z,"CN=careers.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",careers.db.com,Deutsche Bank AG,ausbildung.deutsche-bank.de,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,87dbf763fa76e153aa930cc16e11367e,5d564103e13f7a0793ee762410ae71df28aad44d0659ef06091e11fce758a145,ctls,careers.db.com,,443,https://careers.db.com:443,https,GET,2.17.100.243,/,1390048073,2a02:26f0:ab00::5c7a:d710,Java,1319,False,,text/html,Apache,,,,,
cbs.db.com,Deutsche Bank – Home,200,13334,,,,,,,,,,,,,,,,,,,,80,http://cbs.db.com:80,http,GET,160.83.59.78,/,-780928015,160.83.59.78,Apache,359,False,,text/html,Apache,,,,,
