input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,method,host,path,favicon,a_,tech_,lines,failed,cdn,content_type,webserver,csp_domains_,tls_mismatched,final_url,tls_expired,tls_wildcard_certificate
uat.xs2a.db.com,,401,193,uat.xs2a.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-16T14:23:19Z,2023-09-14T14:23:18Z,"CN=uat.xs2a.db.com, O=Deutsche Bank AG",uat.xs2a.db.com,Deutsche Bank AG,uat.xs2a.db.com,"CN=Deutsche Bank GCP CA 13 5, OU=PKI UAT, L=europe-west1, O=Deutsche Bank AG, DC=db, DC=com, DC=db, DC=com",Deutsche Bank GCP CA 13 5,Deutsche Bank AG,03b2860d9970e65a5a5c9ecb97ced47e,e90ac9f723f6ceb675b2387c1abc4333090def202b2a60d359c1dbac21eb8844,ctls,uat.xs2a.db.com,google,443,https://uat.xs2a.db.com:443,https,GET,34.111.33.140,/,-1744737873,34.111.33.140,Nginx,1,False,True,application/json,nginx,,,,,
uat1.account.db.com,Self Service Portal,200,1524,uat1.account.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-18T00:00:00Z,2024-07-17T23:59:59Z,"CN=uat1.account.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",uat1.account.db.com,Deutsche Bank AG,uat1.account.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,bd855aef0b2208c5150c93572b0439df,63ea8a8292002e9a19b2299b3bb267014bf0a47c21fc3a9a7bd00f9652c425fd,ctls,uat1.account.db.com,,443,https://uat1.account.db.com:443,https,GET,2.17.100.153,/,-230353730,2a02:26f0:ab00::214:8e6a,HSTS,8,False,,text/html,Apache,,,https://uat1.account.db.com/ssp/,,
uat1.ais.db.com,Default page,200,366,uat1.ais.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-06T00:00:00Z,2024-06-05T23:59:59Z,"CN=uat1.ais.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",uat1.ais.db.com,Deutsche Bank AG,uat1.ais.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,2eedcd6a84f1dc3c3fa4f097ef1e7ab9,0b090bebf0862faca031f993787f153a501c3ef8ab7b15b733071e1702b2d3d4,ctls,uat1.ais.db.com,,443,https://uat1.ais.db.com:443,https,GET,95.101.111.142,/,-780928015,2a02:26f0:480:23::1726:629e,HSTS,19,False,,text/html,Apache,,,,,
uat1.api.db.com,Deutsche Bank dbAPI,200,6405,uat1.api.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-07T00:00:00Z,2024-04-09T23:59:59Z,"CN=uat1.api.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",uat1.api.db.com,Deutsche Bank AG,uat1.api.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,716c03a86208e3730fffa090dacf654e,b815dedc6fd317887e83248db6f9884aa6813033c13ab90004fd08141c537aca,ctls,uat1.api.db.com,,443,https://uat1.api.db.com:443,https,GET,2.16.187.107,/,-780928015,2a02:26f0:ab00::214:8e72,HSTS,175,False,,text/html,Apache,,,,,
uat1.dbsurface.db.com,Default page,200,366,uat1.dbsurface.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-18T00:00:00Z,2024-02-20T23:59:59Z,"CN=uat1.dbsurface.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",uat1.dbsurface.db.com,Deutsche Bank AG,uat1.dbsurface.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,bcb336fad7b19b1bce29933245073238,b02ce6fa50f565af755adb66f8dc2a1efed79310b42f844f837f972b147d1451,ctls,uat1.dbsurface.db.com,,443,https://uat1.dbsurface.db.com:443,https,GET,160.83.7.20,/,-780928015,160.83.7.20,HSTS,19,False,,text/html,Apache,,,,,
uat1.developer.corpapi.db.com,Error,503,176,uat.brand.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-18T00:00:00Z,2024-07-17T23:59:59Z,"CN=uat.brand.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",uat.brand.db.com,Deutsche Bank AG,uat.brand.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,190271fef79cca01efe140e4b0036a1b,5fca14f95f03410774339ddbc90fad623e722efb261087f7d42d19ca2dca017e,ctls,uat.brand.db.com,,443,https://uat1.developer.corpapi.db.com:443,https,GET,160.83.7.67,/,-1493954721,160.83.7.67,,5,False,,text/html,AkamaiGHost,,,https://uat.brand.db.com/public/welcome,,
uat1.external.authorisationplatform.db.com,Default page,200,366,,,,,,,,,,,,,,,,,,,,80,http://uat1.external.authorisationplatform.db.com:80,http,GET,160.83.7.200,/,-1812417198,160.83.7.200,Apache,19,False,,text/html,Apache,,,,,
uat1.external.master.dwebcms.db.com,dotCMS: Page not found (404 error),404,52037,uat1.external.master.dwebcms.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-25T00:00:00Z,2024-01-24T23:59:59Z,"CN=uat1.external.master.dwebcms.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",uat1.external.master.dwebcms.db.com,Deutsche Bank AG,uat1.external.master.dwebcms.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,b61824819fbd29ef9a9dc7260017e658,eaa24d3a7633bbb16c6005e0379c86b4b33be02377c17ce72754c9f8bfcfad7e,ctls,uat1.external.master.dwebcms.db.com,,443,https://uat1.external.master.dwebcms.db.com:443,https,GET,2.17.100.216,/,1619866875,2a02:26f0:ab00::5c7a:d731,Java,54,False,,text/html,Apache,,,,,
uat1.identity.db.com,Default page,200,366,uat1.identity.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-25T00:00:00Z,2023-08-24T23:59:59Z,"CN=eidpex-uat-app.de.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",eidpex-uat-app.de.db.com,Deutsche Bank AG,uat1.identity.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,659329bef1b48144f24759d0a72f98d9,fdbdad6afb6198f5f66663a3fb52964c8d7da4db5f6c55800a462f6e3e5820f6,ctls,uat1.identity.db.com,,443,https://uat1.identity.db.com:443,https,GET,2.17.100.251,/,-878071116,2a02:26f0:ab00::214:8e49,HSTS,19,False,,text/html,Apache,,,,,
uat1.in.mybank.pbc.db.com,Default page,200,366,uat1.in.mybank.pbc.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=uat1.in.mybank.pbc.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",uat1.in.mybank.pbc.db.com,Deutsche Bank AG,uat1.in.mybank.pbc.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,52144a911b835c50664cbe42ead2b862,3d576e1a0b71c189dcd35ef7b72ad94e4577205ed050aa868e7b0b100e9dbb43,ctls,uat1.in.mybank.pbc.db.com,,443,https://uat1.in.mybank.pbc.db.com:443,https,GET,2.17.100.145,/,-780928015,2a02:26f0:ab00::214:8e78,HSTS,19,False,,text/html,Apache,,,,,
uat1.integration.internet.portalbrazil.cib.db.com,Default page,200,366,uat1.integration.internet.portalbrazil.cib.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-11T00:00:00Z,2024-02-13T23:59:59Z,"CN=uat1.integration.internet.portalbrazil.cib.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",uat1.integration.internet.portalbrazil.cib.db.com,Deutsche Bank AG,uat1.integration.internet.portalbrazil.cib.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,48362796c1ab07ea782937b24877ecdf,83238b65c2d17a445aca4876ff284d5ad564a1d46b42fdc102a77ea8cbcae93d,ctls,uat1.integration.internet.portalbrazil.cib.db.com,,443,https://uat1.integration.internet.portalbrazil.cib.db.com:443,https,GET,160.83.7.21,/,-780928015,160.83.7.21,HSTS,19,False,,text/html,Apache,,,,,
uat1.isp2p1p.db.com,Default page,200,366,uat1.isp2p1p.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-21T00:00:00Z,2024-04-23T23:59:59Z,"CN=uat1.isp2p1p.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",uat1.isp2p1p.db.com,Deutsche Bank AG,staging.b2b-uat.gtb.internet.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,203e256111d96ed25e4d97b8b6258920,dd6f16209e4ad45c973d0fad380b4f6fd25390aee756efa180bdae2f2826b1f7,ctls,uat1.isp2p1p.db.com,,443,https://uat1.isp2p1p.db.com:443,https,GET,160.83.7.77,/,-780928015,160.83.7.77,HSTS,19,False,,text/html,Apache,,,,,
uat1.nfapp.pwm.db.com,Deutsche Bank dbAPI,200,6395,uat1.nfapp.pwm.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-03T00:00:00Z,2024-06-04T23:59:59Z,"CN=uat.api.postbank.de, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",uat.api.postbank.de,Deutsche Bank AG,uat.api.postbank.de,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,9bc6c49a22d0313339337d37242590a6,9e1768cf878ac1f2cb5d46ae61715391f45d935ad6bc5e732f375bb05a5a1cba,ctls,uat1.nfapp.pwm.db.com,,443,https://uat1.nfapp.pwm.db.com:443,https,GET,160.83.7.53,/,-780928015,160.83.7.53,HSTS,175,False,,text/html,Apache,,True,,,
uat1.simulator-api.db.com,404 Not Found,404,196,uat1.simulator-api.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-07T00:00:00Z,2024-04-10T23:59:59Z,"CN=uat1.simulator-api.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",uat1.simulator-api.db.com,Deutsche Bank AG,uat1.simulator-api.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,65ee12cd9391bad2825e2f6f15de5dd2,ebffcbe00aca49c6359b94b69467559e49dcd2b6ba8295012f26e080a77399c9,ctls,uat1.simulator-api.db.com,,443,https://uat1.simulator-api.db.com:443,https,GET,2.17.100.209,/,-780928015,2a02:26f0:ab00::214:8e63,HSTS,8,False,,text/html,Apache,,,,,
uat1.videoupload.db.com,403 Forbidden,403,199,uat1.videoupload.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-06T00:00:00Z,2024-06-05T23:59:59Z,"CN=uat1.videoupload.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",uat1.videoupload.db.com,Deutsche Bank AG,uat1.videoupload.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,d52993e78f5c0967551b2dfd541fe4a8,e359ec1293cb829c9ee978cd861048b23479e82c21b2316926a47f3e03f32790,ctls,uat1.videoupload.db.com,,443,https://uat1.videoupload.db.com:443,https,GET,2.17.100.240,/,-780928015,2a02:26f0:ab00::214:8e62,HSTS,8,False,,text/html,Apache,,,,,
uat1.xs2a.gluex.db.com,ExpeditionFinance – Corporates and Institutions,200,124440,corporates.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-21T00:00:00Z,2024-02-21T23:59:59Z,"CN=corporates.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",corporates.db.com,Deutsche Bank AG,www.gtb.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,2d8843e618db15262621d28da8c23522,cd6e1cf6da6c15f6a6f54f5bdfb3c2ee5b570ee9e56169329ff004b7b0f83ae5,ctls,corporates.db.com,,443,https://uat1.xs2a.gluex.db.com:443,https,GET,160.83.7.42,/,-2006635102,160.83.7.42,Java,1342,False,,text/html,Apache,,,https://corporates.db.com/multimedia/expeditionfinance/?language_id=1,,
uat11.mywealthasia.db.com,Default page,200,366,uat11.mywealthasia.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-06T00:00:00Z,2024-06-05T23:59:59Z,"CN=uat11.mywealthasia.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",uat11.mywealthasia.db.com,Deutsche Bank AG,uat11.mywealthasia.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,44de437a5007183de9967e71ad4ce2f5,d2af72beb52ab296e42ba8cc44dd35857c3128af44a1c2508b54a246bb8bdda6,ctls,uat11.mywealthasia.db.com,,443,https://uat11.mywealthasia.db.com:443,https,GET,2.17.100.201,/,-780928015,2a02:26f0:ab00::5c7a:d711,HSTS,19,False,,text/html,Apache,,,,,
uat12.mywealthasia.db.com,Default page,200,366,uat12.mywealthasia.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-06T00:00:00Z,2024-06-05T23:59:59Z,"CN=uat12.mywealthasia.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",uat12.mywealthasia.db.com,Deutsche Bank AG,uat12.mywealthasia.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,81d3358684495fcc85b6f647abbebe79,48071b23185a627f23db55bfabb54fe6e9be9a3eb968381dc6707b9b7e7f66d4,ctls,uat12.mywealthasia.db.com,,443,https://uat12.mywealthasia.db.com:443,https,GET,95.101.111.145,/,-780928015,2a02:26f0:480:23::1726:62af,HSTS,19,False,,text/html,Apache,,,,,
uat13.mywealthasia.db.com,Default page,200,366,uat13.mywealthasia.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-06T00:00:00Z,2024-06-05T23:59:59Z,"CN=uat13.mywealthasia.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",uat13.mywealthasia.db.com,Deutsche Bank AG,uat13.mywealthasia.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,fe0be29dfb6a7178f25f8470db0ad772,59cd9a30ca9c4c4d57741524fd623166ad7b86a2f0a1f6ae70a60e080f48e439,ctls,uat13.mywealthasia.db.com,,443,https://uat13.mywealthasia.db.com:443,https,GET,2.17.100.192,/,-780928015,2a02:26f0:ab00::214:8e61,HSTS,19,False,,text/html,Apache,,,,,
uat15.mywealthasia.db.com,Default page,200,366,uat15.mywealthasia.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-06T00:00:00Z,2024-06-05T23:59:59Z,"CN=uat15.mywealthasia.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",uat15.mywealthasia.db.com,Deutsche Bank AG,uat15.mywealthasia.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,a6e8750e473b9670b3b08fb7529cf049,79d9d598f842b877e923b032b8b82ff1802894c2edacae193adc44b07942e946,ctls,uat15.mywealthasia.db.com,,443,https://uat15.mywealthasia.db.com:443,https,GET,95.101.111.187,/,-780928015,2a02:26f0:480:23::1726:6293,HSTS,19,False,,text/html,Apache,,,,,
uat2.external.authorisationplatform.db.com,403 Forbidden,403,199,uat2.external.authorisationplatform.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-11T00:00:00Z,2024-07-10T23:59:59Z,"CN=uat2.external.authorisationplatform.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",uat2.external.authorisationplatform.db.com,Deutsche Bank AG,uat.mydevices.morgenfund.de,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,99acba7029515aab839f2cc8b9f53949,af02146a13764a651f519d407e60e04d4a2f6258c411d0dbd61a757896e5a3cf,ctls,uat2.external.authorisationplatform.db.com,,443,https://uat2.external.authorisationplatform.db.com:443,https,GET,160.83.7.127,/,-780928015,160.83.7.127,HSTS,8,False,,text/html,Apache,,,,,
uat2.ofat.pbc.db.com,FinanzCheck 2.0,200,168,uat2.ofat.pbc.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-07T00:00:00Z,2024-03-06T23:59:59Z,"CN=uat2.ofat.pbc.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",uat2.ofat.pbc.db.com,Deutsche Bank AG,uat2.ofat.pbc.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,fb81bcd5f76d7bbe4ff4d8f1584c64b5,fa69741c0b38c9c21682926f28082c518c8e5620277bb01dce3fcf3c25cf6025,ctls,uat2.ofat.pbc.db.com,,443,https://uat2.ofat.pbc.db.com:443,https,GET,2.20.142.33,/,-780928015,2a02:26f0:ab00::214:8e73,HSTS,8,False,,text/html,Apache,,,,,
uat2.xmarkets.db.com,404 - Website not found,404,3377,uat2.xmarkets.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-03T00:00:00Z,2024-05-02T23:59:59Z,"CN=www.xmarkets.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",www.xmarkets.db.com,Deutsche Bank AG,www.xmarkets.at,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,52880d57264453cd1e8454e89b91dd5d,2ea1560ec8855218c0f221a57b394e40ff74de6ee646771ed051a35e6233f42a,ctls,uat2.xmarkets.db.com,,443,https://uat2.xmarkets.db.com:443,https,GET,82.98.96.70,/,1273090038,82.98.96.70,,122,False,,text/html,,,,,,
uat3.deutschewealthonline.db.com,Default page,200,366,uat3.deutschewealthonline.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-18T00:00:00Z,2024-07-17T23:59:59Z,"CN=uat3.deutschewealthonline.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",uat3.deutschewealthonline.db.com,Deutsche Bank AG,uat3.deutschewealthonline.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,90f4ce71aa3fba6664d174fcd4d90196,4f07f48c9a39f8bf90b5857b853c04337a1dc0df32a8499b73f26d8e0cddade4,ctls,uat3.deutschewealthonline.db.com,,443,https://uat3.deutschewealthonline.db.com:443,https,GET,2.17.100.243,/,-780928015,2a02:26f0:ab00::5c7a:d710,HSTS,19,False,,text/html,Apache,,,,,
uatbancsdigital.db.com,Loader,200,273,uatbancsdigital.db.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2022-08-03T00:00:00Z,2023-09-03T23:59:59Z,"CN=uatbancsdigital.db.com, OU=PWM, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",uatbancsdigital.db.com,Deutsche Bank AG,uatbancsdigital.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,9fa3f0457618b5cd1fe1ac89e49da691,9c3b20826aa6998c8ed2d89488176196496f6095c9e22a3166a52400ba7b3980,ctls,uatbancsdigital.db.com,,443,https://uatbancsdigital.db.com:443,https,GET,38.134.96.122,/,-1471119824,38.134.96.122,HSTS,15,False,,text/html,Apache,URL=./digital,,,,
