input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_self_signed,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,tls_subject_org_,tls_issuer_org_,tech_,csp_domains_,final_url,webserver,tls_wildcard_certificate
wk-148-4.preview.fidentity.ch,,404,19,wk-148-4.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,119e5c1df04c3a2406edce3beef2890f.e2fa17dd837cfad1a4cd7d1784c739d2.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,784c77fcb65749bcc6578c1816c146ff,78cbfe200c93ff4f0a93ecdcf1e599c6534e12b51427d4a9187564e30b57e919,ctls,wk-148-4.preview.fidentity.ch,443,https://wk-148-4.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
wmlserverdemo3.preview.fidentity.ch,,404,19,wmlserverdemo3.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,01a0d4654e989215424f5d1be8ed7c2f.41d42fee7e77c9f4dc43b8bedce49c7b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e51d0834e786b5a895b47f78df2d30a2,ef6826a80d3e50a22a3d8764c98e1236d5393afcec04e0bd399f274f36d621cf,ctls,wmlserverdemo3.preview.fidentity.ch,443,https://wmlserverdemo3.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
wordchums.preview.fidentity.ch,,404,19,wordchums.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,119e5c1df04c3a2406edce3beef2890f.e2fa17dd837cfad1a4cd7d1784c739d2.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,784c77fcb65749bcc6578c1816c146ff,78cbfe200c93ff4f0a93ecdcf1e599c6534e12b51427d4a9187564e30b57e919,ctls,wordchums.preview.fidentity.ch,443,https://wordchums.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
world.preview.fidentity.ch,,404,19,world.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,119e5c1df04c3a2406edce3beef2890f.e2fa17dd837cfad1a4cd7d1784c739d2.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,784c77fcb65749bcc6578c1816c146ff,78cbfe200c93ff4f0a93ecdcf1e599c6534e12b51427d4a9187564e30b57e919,ctls,world.preview.fidentity.ch,443,https://world.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
wp-stage.preview.fidentity.ch,,404,19,wp-stage.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,745d0b847f3516986d750f411d8c983a.a029d392d782e4bd326b50dd8d672935.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,f64c3daea477153f95dbeef67ce5c04b,62ec4cd4aa2fd942849ab03b3f17906f11ac2197c8283f722f3a11b8c1dc40d0,ctls,wp-stage.preview.fidentity.ch,443,https://wp-stage.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
wpc.preview.fidentity.ch,,404,19,wpc.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,119e5c1df04c3a2406edce3beef2890f.e2fa17dd837cfad1a4cd7d1784c739d2.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,784c77fcb65749bcc6578c1816c146ff,78cbfe200c93ff4f0a93ecdcf1e599c6534e12b51427d4a9187564e30b57e919,ctls,wpc.preview.fidentity.ch,443,https://wpc.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
wpe.preview.fidentity.ch,,404,19,wpe.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,745d0b847f3516986d750f411d8c983a.a029d392d782e4bd326b50dd8d672935.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,f64c3daea477153f95dbeef67ce5c04b,62ec4cd4aa2fd942849ab03b3f17906f11ac2197c8283f722f3a11b8c1dc40d0,ctls,wpe.preview.fidentity.ch,443,https://wpe.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
wpengine.preview.fidentity.ch,,404,19,wpengine.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,745d0b847f3516986d750f411d8c983a.a029d392d782e4bd326b50dd8d672935.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,f64c3daea477153f95dbeef67ce5c04b,62ec4cd4aa2fd942849ab03b3f17906f11ac2197c8283f722f3a11b8c1dc40d0,ctls,wpengine.preview.fidentity.ch,443,https://wpengine.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
wpv.preview.fidentity.ch,,404,19,wpv.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e5f897a64c8136346f5e6bd548508690.0cf10590141c3b32b0ef244d4a10659b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,3dd52794a34e4e8eb5ebd7344bb281f5,6f4ab3a92f92d065737a4c4c79004069f20582a4e2596a154dd953ff5d9f0f8c,ctls,wpv.preview.fidentity.ch,443,https://wpv.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
wrair-141-236-245-51.preview.fidentity.ch,,404,19,wrair-141-236-245-51.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e5f897a64c8136346f5e6bd548508690.0cf10590141c3b32b0ef244d4a10659b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,3dd52794a34e4e8eb5ebd7344bb281f5,6f4ab3a92f92d065737a4c4c79004069f20582a4e2596a154dd953ff5d9f0f8c,ctls,wrair-141-236-245-51.preview.fidentity.ch,443,https://wrair-141-236-245-51.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
ws-gw.preview.fidentity.ch,,404,19,ws-gw.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,01a0d4654e989215424f5d1be8ed7c2f.41d42fee7e77c9f4dc43b8bedce49c7b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e51d0834e786b5a895b47f78df2d30a2,ef6826a80d3e50a22a3d8764c98e1236d5393afcec04e0bd399f274f36d621cf,ctls,ws-gw.preview.fidentity.ch,443,https://ws-gw.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
wspringaccount-176-webproxy.preview.fidentity.ch,,404,19,wspringaccount-176-webproxy.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e5f897a64c8136346f5e6bd548508690.0cf10590141c3b32b0ef244d4a10659b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,3dd52794a34e4e8eb5ebd7344bb281f5,6f4ab3a92f92d065737a4c4c79004069f20582a4e2596a154dd953ff5d9f0f8c,ctls,wspringaccount-176-webproxy.preview.fidentity.ch,443,https://wspringaccount-176-webproxy.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
wssummit.preview.fidentity.ch,,404,19,wssummit.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,119e5c1df04c3a2406edce3beef2890f.e2fa17dd837cfad1a4cd7d1784c739d2.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,784c77fcb65749bcc6578c1816c146ff,78cbfe200c93ff4f0a93ecdcf1e599c6534e12b51427d4a9187564e30b57e919,ctls,wssummit.preview.fidentity.ch,443,https://wssummit.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
wttedel01.preview.fidentity.ch,,404,19,wttedel01.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,119e5c1df04c3a2406edce3beef2890f.e2fa17dd837cfad1a4cd7d1784c739d2.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,784c77fcb65749bcc6578c1816c146ff,78cbfe200c93ff4f0a93ecdcf1e599c6534e12b51427d4a9187564e30b57e919,ctls,wttedel01.preview.fidentity.ch,443,https://wttedel01.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
wujiu.preview.fidentity.ch,,404,19,wujiu.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,01a0d4654e989215424f5d1be8ed7c2f.41d42fee7e77c9f4dc43b8bedce49c7b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e51d0834e786b5a895b47f78df2d30a2,ef6826a80d3e50a22a3d8764c98e1236d5393afcec04e0bd399f274f36d621cf,ctls,wujiu.preview.fidentity.ch,443,https://wujiu.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
wv.preview.fidentity.ch,,404,19,wv.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e5f897a64c8136346f5e6bd548508690.0cf10590141c3b32b0ef244d4a10659b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,3dd52794a34e4e8eb5ebd7344bb281f5,6f4ab3a92f92d065737a4c4c79004069f20582a4e2596a154dd953ff5d9f0f8c,ctls,wv.preview.fidentity.ch,443,https://wv.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
ww-netscaler-a12-snip-v26.preview.fidentity.ch,,404,19,ww-netscaler-a12-snip-v26.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,119e5c1df04c3a2406edce3beef2890f.e2fa17dd837cfad1a4cd7d1784c739d2.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,784c77fcb65749bcc6578c1816c146ff,78cbfe200c93ff4f0a93ecdcf1e599c6534e12b51427d4a9187564e30b57e919,ctls,ww-netscaler-a12-snip-v26.preview.fidentity.ch,443,https://ww-netscaler-a12-snip-v26.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
ww1-p.preview.fidentity.ch,,404,19,ww1-p.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,01a0d4654e989215424f5d1be8ed7c2f.41d42fee7e77c9f4dc43b8bedce49c7b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e51d0834e786b5a895b47f78df2d30a2,ef6826a80d3e50a22a3d8764c98e1236d5393afcec04e0bd399f274f36d621cf,ctls,ww1-p.preview.fidentity.ch,443,https://ww1-p.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
ww1auth-mirror-my-oceania.preview.fidentity.ch,,404,19,ww1auth-mirror-my-oceania.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,119e5c1df04c3a2406edce3beef2890f.e2fa17dd837cfad1a4cd7d1784c739d2.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,784c77fcb65749bcc6578c1816c146ff,78cbfe200c93ff4f0a93ecdcf1e599c6534e12b51427d4a9187564e30b57e919,ctls,ww1auth-mirror-my-oceania.preview.fidentity.ch,443,https://ww1auth-mirror-my-oceania.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
ww38.preview.fidentity.ch,,404,19,ww38.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e5f897a64c8136346f5e6bd548508690.0cf10590141c3b32b0ef244d4a10659b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,3dd52794a34e4e8eb5ebd7344bb281f5,6f4ab3a92f92d065737a4c4c79004069f20582a4e2596a154dd953ff5d9f0f8c,ctls,ww38.preview.fidentity.ch,443,https://ww38.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
www-0-5-5.preview.fidentity.ch,,404,19,www-0-5-5.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,01a0d4654e989215424f5d1be8ed7c2f.41d42fee7e77c9f4dc43b8bedce49c7b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e51d0834e786b5a895b47f78df2d30a2,ef6826a80d3e50a22a3d8764c98e1236d5393afcec04e0bd399f274f36d621cf,ctls,www-0-5-5.preview.fidentity.ch,443,https://www-0-5-5.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
www-2-38.preview.fidentity.ch,,404,19,www-2-38.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,01a0d4654e989215424f5d1be8ed7c2f.41d42fee7e77c9f4dc43b8bedce49c7b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e51d0834e786b5a895b47f78df2d30a2,ef6826a80d3e50a22a3d8764c98e1236d5393afcec04e0bd399f274f36d621cf,ctls,www-2-38.preview.fidentity.ch,443,https://www-2-38.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
www-2-9-7.preview.fidentity.ch,,404,19,www-2-9-7.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,745d0b847f3516986d750f411d8c983a.a029d392d782e4bd326b50dd8d672935.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,f64c3daea477153f95dbeef67ce5c04b,62ec4cd4aa2fd942849ab03b3f17906f11ac2197c8283f722f3a11b8c1dc40d0,ctls,www-2-9-7.preview.fidentity.ch,443,https://www-2-9-7.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
www-cache.preview.fidentity.ch,,404,19,www-cache.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e5f897a64c8136346f5e6bd548508690.0cf10590141c3b32b0ef244d4a10659b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,3dd52794a34e4e8eb5ebd7344bb281f5,6f4ab3a92f92d065737a4c4c79004069f20582a4e2596a154dd953ff5d9f0f8c,ctls,www-cache.preview.fidentity.ch,443,https://www-cache.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
www-higashi.preview.fidentity.ch,,404,19,www-higashi.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,01a0d4654e989215424f5d1be8ed7c2f.41d42fee7e77c9f4dc43b8bedce49c7b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e51d0834e786b5a895b47f78df2d30a2,ef6826a80d3e50a22a3d8764c98e1236d5393afcec04e0bd399f274f36d621cf,ctls,www-higashi.preview.fidentity.ch,443,https://www-higashi.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
www-intl.preview.fidentity.ch,,404,19,www-intl.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e5f897a64c8136346f5e6bd548508690.0cf10590141c3b32b0ef244d4a10659b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,3dd52794a34e4e8eb5ebd7344bb281f5,6f4ab3a92f92d065737a4c4c79004069f20582a4e2596a154dd953ff5d9f0f8c,ctls,www-intl.preview.fidentity.ch,443,https://www-intl.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
www-naij-com8-3.preview.fidentity.ch,,404,19,www-naij-com8-3.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,01a0d4654e989215424f5d1be8ed7c2f.41d42fee7e77c9f4dc43b8bedce49c7b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e51d0834e786b5a895b47f78df2d30a2,ef6826a80d3e50a22a3d8764c98e1236d5393afcec04e0bd399f274f36d621cf,ctls,www-naij-com8-3.preview.fidentity.ch,443,https://www-naij-com8-3.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
www-test-china.preview.fidentity.ch,,404,19,www-test-china.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,745d0b847f3516986d750f411d8c983a.a029d392d782e4bd326b50dd8d672935.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,f64c3daea477153f95dbeef67ce5c04b,62ec4cd4aa2fd942849ab03b3f17906f11ac2197c8283f722f3a11b8c1dc40d0,ctls,www-test-china.preview.fidentity.ch,443,https://www-test-china.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
www-test-out-13-lawsons.preview.fidentity.ch,,404,19,www-test-out-13-lawsons.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e5f897a64c8136346f5e6bd548508690.0cf10590141c3b32b0ef244d4a10659b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,3dd52794a34e4e8eb5ebd7344bb281f5,6f4ab3a92f92d065737a4c4c79004069f20582a4e2596a154dd953ff5d9f0f8c,ctls,www-test-out-13-lawsons.preview.fidentity.ch,443,https://www-test-out-13-lawsons.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
www-test-static-clients-stats-corp.preview.fidentity.ch,,404,19,www-test-static-clients-stats-corp.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,119e5c1df04c3a2406edce3beef2890f.e2fa17dd837cfad1a4cd7d1784c739d2.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,784c77fcb65749bcc6578c1816c146ff,78cbfe200c93ff4f0a93ecdcf1e599c6534e12b51427d4a9187564e30b57e919,ctls,www-test-static-clients-stats-corp.preview.fidentity.ch,443,https://www-test-static-clients-stats-corp.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
www.fidentity.ch,Identity verification and digital signing. – Simple. Secure. Flexible.,200,87609,fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-13T19:16:31Z,2023-07-12T19:16:30Z,CN=fidentity.ch,fidentity.ch,www.fidentity.ch,"CN=R3, O=Let's Encrypt, C=US",R3,d0ab4262f62aaffedd6dbba189a3c8e1,4dfab002e9027d0b6ddbb6e3bfd236cb09591321056de36af31b9fa8b36fe070,ctls,fidentity.ch,443,https://www.fidentity.ch:443,https,text/html,GET,149.126.4.17,/,-1662667795,2a01:ab20:0:4::17,1011,False,,Let's Encrypt,wpBakery,,https://fidentity.ch/,,
wwwa.preview.fidentity.ch,,404,19,wwwa.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,01a0d4654e989215424f5d1be8ed7c2f.41d42fee7e77c9f4dc43b8bedce49c7b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e51d0834e786b5a895b47f78df2d30a2,ef6826a80d3e50a22a3d8764c98e1236d5393afcec04e0bd399f274f36d621cf,ctls,wwwa.preview.fidentity.ch,443,https://wwwa.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
wwwoldsalesbetatemp-exchangedns.preview.fidentity.ch,,404,19,wwwoldsalesbetatemp-exchangedns.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,119e5c1df04c3a2406edce3beef2890f.e2fa17dd837cfad1a4cd7d1784c739d2.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,784c77fcb65749bcc6578c1816c146ff,78cbfe200c93ff4f0a93ecdcf1e599c6534e12b51427d4a9187564e30b57e919,ctls,wwwoldsalesbetatemp-exchangedns.preview.fidentity.ch,443,https://wwwoldsalesbetatemp-exchangedns.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
wwwsec.preview.fidentity.ch,,404,19,wwwsec.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,745d0b847f3516986d750f411d8c983a.a029d392d782e4bd326b50dd8d672935.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,f64c3daea477153f95dbeef67ce5c04b,62ec4cd4aa2fd942849ab03b3f17906f11ac2197c8283f722f3a11b8c1dc40d0,ctls,wwwsec.preview.fidentity.ch,443,https://wwwsec.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
wwwsecure2.preview.fidentity.ch,,404,19,wwwsecure2.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e5f897a64c8136346f5e6bd548508690.0cf10590141c3b32b0ef244d4a10659b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,3dd52794a34e4e8eb5ebd7344bb281f5,6f4ab3a92f92d065737a4c4c79004069f20582a4e2596a154dd953ff5d9f0f8c,ctls,wwwsecure2.preview.fidentity.ch,443,https://wwwsecure2.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
