new,host,ttl,a,soa,status_code,cname,has_internal_ips,internal_ips,ns,mx,aaaa,txt
[x],journalism1.adc.rmit.edu.au,28800.0,131.170.77.16,"{'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,,,,,,,
[x],knotset-4.adc.rmit.edu.au,3600.0,131.170.224.207,"{'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,,,,,,,
[x],knotset-6.adc.rmit.edu.au,640.0,,"{'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,,,,,,,
[x],lacie.bf.rmit.edu.au,28800.0,131.170.198.47,"{'name': 'bf.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081617, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'bf.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081617, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'bf.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081617, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'bf.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081617, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'bf.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081617, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'bf.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081617, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,,,,"ns1-external.rmit.edu.au, ns2-external.rmit.edu.au, ns3.aarnet.net.au, ns2.aarnet.net.au, ns1.aarnet.net.au",,,
[x],ldap.bf.rmit.edu.au,28662.0,131.170.40.15,"{'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,"ldap.rmit.edu.au, ldapvip.its.rmit.edu.au",,,,,,
[x],ldap.cs.rmit.edu.au,28800.0,131.170.18.118,"{'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,"ldap.set.rmit.edu.au, its-gn-ndsi.its.rmit.edu.au",,,,,,
[x],ldap.dsc.rmit.edu.au,28649.0,131.170.150.8,"{'name': 'dsc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013124224, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'dsc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013124224, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'dsc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013124224, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'dsc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013124224, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,dsc-gn-online.dsc.rmit.edu.au,,,,,,
[x],ldap.its.rmit.edu.au,28800.0,131.170.40.15,"{'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,"ldap.rmit.edu.au, ldapvip.its.rmit.edu.au",,,,,,
[x],ldap.lib.rmit.edu.au,28800.0,131.170.56.250,"{'name': 'lib.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081620, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'lib.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081620, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'lib.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081620, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'lib.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081620, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'lib.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081620, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'lib.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081620, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,library.lib.rmit.edu.au,,,"ns2-external.rmit.edu.au, ns3.aarnet.net.au, ns1-external.rmit.edu.au, ns2.aarnet.net.au, ns1.aarnet.net.au",,,
[x],ldap2.cs.rmit.edu.au,27749.0,131.170.18.119,"{'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,"ldap2.set.rmit.edu.au, its-gn-ndsj.its.rmit.edu.au",,,,,,
[x],learna-dev.its.rmit.edu.au,28799.0,,"{'name': 'vips.its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 165, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'vips.its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 165, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'vips.its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 165, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'vips.its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 165, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'vips.its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 165, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,learna-dev-rp.vips.its.rmit.edu.au,,,,,,
[x],learna.its.rmit.edu.au,28277.0,131.170.0.228,"{'name': 'vips.its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 165, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'vips.its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 165, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'vips.its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 165, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'vips.its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 165, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,learna-prd-rp.vips.its.rmit.edu.au,,,,,,
[x],libb94-lrc.lib.rmit.edu.au,3600.0,"131.170.59.252, 131.170.222.240","{'name': 'lib.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081620, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'lib.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081620, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'lib.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081620, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'lib.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081620, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'lib.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081620, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'lib.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081620, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'lib.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081620, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,,,,,,,
[x],libcen-lrc.lib.rmit.edu.au,3600.0,131.170.58.251,"{'name': 'lib.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081620, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'lib.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081620, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'lib.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081620, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'lib.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081620, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'lib.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081620, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'lib.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081620, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,,,,,,,
[x],libraryrib.lib.rmit.edu.au,28800.0,131.170.56.244,"{'name': 'lib.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081620, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'lib.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081620, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'lib.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081620, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'lib.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081620, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,,,,,,,
[x],linux-ranger58.adc.rmit.edu.au,28800.0,131.170.173.222,"{'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,,,,,,,
[x],livesim.bf.rmit.edu.au,28800.0,131.170.198.46,"{'name': 'bf.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081617, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'bf.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081617, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'bf.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081617, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'bf.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081617, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'bf.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081617, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'bf.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081617, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'bf.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081617, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,,,,,,,
[x],lms-dev.its.rmit.edu.au,28800.0,,"{'name': 'blackboard.com', 'ns': 'infoblox-master01.us-east-1.bbstack.net', 'mailbox': 'internic.blackboard.com', 'serial': 2023062134, 'refresh': 7200, 'retry': 600, 'expire': 2419200, 'minttl': 3600}, {'name': 'blackboard.com', 'ns': 'infoblox-master01.us-east-1.bbstack.net', 'mailbox': 'internic.blackboard.com', 'serial': 2023062134, 'refresh': 7200, 'retry': 600, 'expire': 2419200, 'minttl': 3600}, {'name': 'blackboard.com', 'ns': 'infoblox-master01.us-east-1.bbstack.net', 'mailbox': 'internic.blackboard.com', 'serial': 2023062134, 'refresh': 7200, 'retry': 600, 'expire': 2419200, 'minttl': 3600}, {'name': 'blackboard.com', 'ns': 'infoblox-master01.us-east-1.bbstack.net', 'mailbox': 'internic.blackboard.com', 'serial': 2023062134, 'refresh': 7200, 'retry': 600, 'expire': 2419200, 'minttl': 3600}, {'name': 'blackboard.com', 'ns': 'infoblox-master01.us-east-1.bbstack.net', 'mailbox': 'internic.blackboard.com', 'serial': 2023062134, 'refresh': 7200, 'retry': 600, 'expire': 2419200, 'minttl': 3600}",NOERROR,rmitdev.blackboard.com,,,,,,
[x],lms-staging.its.rmit.edu.au,300.0,,"{'name': 'blackboard.com', 'ns': 'infoblox-master01.us-east-1.bbstack.net', 'mailbox': 'internic.blackboard.com', 'serial': 2023062134, 'refresh': 7200, 'retry': 600, 'expire': 2419200, 'minttl': 3600}, {'name': 'blackboard.com', 'ns': 'infoblox-master01.us-east-1.bbstack.net', 'mailbox': 'internic.blackboard.com', 'serial': 2023062134, 'refresh': 7200, 'retry': 600, 'expire': 2419200, 'minttl': 3600}, {'name': 'blackboard.com', 'ns': 'infoblox-master01.us-east-1.bbstack.net', 'mailbox': 'internic.blackboard.com', 'serial': 2023062134, 'refresh': 7200, 'retry': 600, 'expire': 2419200, 'minttl': 3600}, {'name': 'blackboard.com', 'ns': 'infoblox-master01.us-east-1.bbstack.net', 'mailbox': 'internic.blackboard.com', 'serial': 2023062134, 'refresh': 7200, 'retry': 600, 'expire': 2419200, 'minttl': 3600}",NOERROR,rmit-staging.blackboard.com,,,,,,
[x],localhost.adc.rmit.edu.au,28800.0,127.0.0.1,"{'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,,True,127.0.0.1,,,,
[x],localhost.architecture.rmit.edu.au,28800.0,127.0.0.1,"{'name': 'architecture.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2008092736, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'architecture.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2008092736, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'architecture.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2008092736, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'architecture.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2008092736, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'architecture.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2008092736, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,,True,127.0.0.1,,,,
