input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,tls_subject_org_,cdn_name,webserver,tech_,cdn,tls_wildcard_certificate,csp_domains_,final_url,tls_mismatched
ipme.make.com,,400,59,ipme.make.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-11T00:00:00Z,2023-10-10T23:59:59Z,"CN=make.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",make.com,make.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",68abe8ce771746119e3792ef28deac92,c35dcedcc8dbc2f5e5054c7d51cf9ce2a090901e175e04e86754595527ab2921,ctls,ipme.make.com,443,https://ipme.make.com:443,https,text/html,GET,104.18.19.60,/,-559913888,104.18.18.60,1,False,"Cloudflare, Inc.",cloudflare,cloudflare,Cloudflare Bot Management,True,True,,,
js.getuserflow.com,,403,111,js.getuserflow.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T11:51:06Z,2023-07-28T11:51:05Z,CN=getuserflow.com,getuserflow.com,*.getuserflow.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,78e398854f32ca517995816bc559399b,8bfb701dc8923701b107a363d2ee5b00f01aeeb17a3f9e4cd4d7796469a103d1,ctls,js.getuserflow.com,443,https://js.getuserflow.com:443,https,application/xml,GET,172.67.70.6,/,2028370544,2606:4700:20::ac43:4606,1,False,,cloudflare,cloudflare,HSTS,True,True,,,
js.stripe.com,,404,56,js.stripe.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-12T00:00:00Z,2023-08-13T23:59:59Z,"CN=a.stripecdn.com, O=Stripe\, Inc, L=South San Francisco, ST=California, C=US, serialNumber=4675506, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",a.stripecdn.com,buy.stripe.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,4847f7c9065466a22f3357a84129e1f5,622f5ea9749dbd139aed865260e6acab8fbf2cc55fc04ec68bbb59c3b6d5fd8f,ctls,js.stripe.com,443,https://js.stripe.com:443,https,text/html,GET,151.101.0.176,/,-2142583789,151.101.192.176,1,False,"Stripe, Inc",fastly,Varnish,Varnish,True,,,,
js.userflow.com,,403,111,js.userflow.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,userflow.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",6168e4c1244f5df014f4802cfdbc27ef,4eb64a7b079b409955f760ecddef8a99332d6055492ce873a4c94e4cb5df1aaf,ctls,js.userflow.com,443,https://js.userflow.com:443,https,application/xml,GET,104.26.12.177,/,2028370544,2606:4700:20::681a:cb1,1,False,"Cloudflare, Inc.",cloudflare,cloudflare,HSTS,True,True,,,
l.make.com,Just a moment...,403,7123,www.make.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-11T00:00:00Z,2023-10-10T23:59:59Z,"CN=make.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",make.com,make.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",68abe8ce771746119e3792ef28deac92,c35dcedcc8dbc2f5e5054c7d51cf9ce2a090901e175e04e86754595527ab2921,ctls,www.make.com,443,https://l.make.com:443,https,text/html,GET,18.184.197.212,/,-251469641,52.59.165.42,88,False,"Cloudflare, Inc.",,cloudflare,Cloudflare Bot Management,,True,,https://www.make.com/en/,
learn.make.com,Make Academy,200,340114,academy.make.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-11T09:28:11Z,2023-09-09T09:28:10Z,CN=academy.make.com,academy.make.com,academy.make.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,39566ef0da638e241146c1316fa1d178,18a1f91499a30786102992f73f04f7fd6451d6d57e6078015961a6c80ed13db7,ctls,academy.make.com,443,https://learn.make.com:443,https,text/html,GET,35.169.200.225,/,-1840324437,3.223.131.137,1297,False,,,openresty,Thinkific,,,,https://academy.make.com/,
license.make.com,Welcome to nginx!,200,615,license.make.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-11T00:00:00Z,2023-10-10T23:59:59Z,"CN=make.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",make.com,make.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",68abe8ce771746119e3792ef28deac92,c35dcedcc8dbc2f5e5054c7d51cf9ce2a090901e175e04e86754595527ab2921,ctls,license.make.com,443,https://license.make.com:443,https,text/html,GET,104.18.19.60,/,1494302000,104.18.18.60,24,False,"Cloudflare, Inc.",cloudflare,cloudflare,Cloudflare Bot Management,True,True,,,
make.com,Just a moment...,403,7101,www.make.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-11T00:00:00Z,2023-10-10T23:59:59Z,"CN=make.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",make.com,make.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",68abe8ce771746119e3792ef28deac92,c35dcedcc8dbc2f5e5054c7d51cf9ce2a090901e175e04e86754595527ab2921,ctls,www.make.com,443,https://make.com:443,https,text/html,GET,104.18.18.60,/,-1415299295,104.18.19.60,88,False,"Cloudflare, Inc.",cloudflare,cloudflare,Cloudflare Bot Management,True,True,,https://www.make.com/en/,
media.candu.ai,,403,255,media.candulabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-16T03:23:08Z,2023-09-14T03:23:07Z,CN=candulabs.com,candulabs.com,*.candulabs.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a1bfbbf51162e84f68335278941f2b7c,3341d257983773fe4a0623e343e9566b314d9ffae90a1a8c32a1c53639d1457f,ctls,media.candulabs.com,443,https://media.candu.ai:443,https,application/xml,GET,104.18.7.221,/,-863551479,2606:4700::6812:6dd,2,False,,cloudflare,cloudflare,Cloudflare,True,True,,https://media.candulabs.com/,
media.candulabs.com,,403,255,media.candulabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-16T03:23:08Z,2023-09-14T03:23:07Z,CN=candulabs.com,candulabs.com,*.candulabs.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a1bfbbf51162e84f68335278941f2b7c,3341d257983773fe4a0623e343e9566b314d9ffae90a1a8c32a1c53639d1457f,ctls,media.candulabs.com,443,https://media.candulabs.com:443,https,application/xml,GET,104.18.21.190,/,-176286033,2606:4700::6812:15be,2,False,,cloudflare,cloudflare,Cloudflare,True,True,,,
migrate.make.com,Make Migration tool,200,16925,migrate.make.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-11T00:00:00Z,2023-10-10T23:59:59Z,"CN=make.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",make.com,make.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",68abe8ce771746119e3792ef28deac92,c35dcedcc8dbc2f5e5054c7d51cf9ce2a090901e175e04e86754595527ab2921,ctls,migrate.make.com,443,https://migrate.make.com:443,https,text/html,GET,104.18.19.60,/,1483272615,104.18.18.60,13,False,"Cloudflare, Inc.",cloudflare,cloudflare,Typekit,True,True,https://cdn.rudderlabs.com/v1.1/rudder-analytics.min.js,,
p.typekit.net,Adobe Fonts | Explore unlimited fonts,200,154480,fonts.adobe.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-15T00:00:00Z,2023-12-16T23:59:59Z,"CN=*.typekit.com, O=Adobe Inc., L=San Jose, ST=California, C=US",*.typekit.com,typekit.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,dd40db78b9c73dbbb2ae84cef44634b4,cd14431f1c8f86d706d6c7df12191ddac4b741e930a5849abc7d39f262d0621e,ctls,fonts.adobe.com,443,https://p.typekit.net:443,https,text/html,GET,2.16.186.105,/,1494302000,2a02:26f0:3100::1735:28b8,1812,False,Adobe Inc.,,nginx,Ruby on Rails,,True,,https://fonts.adobe.com/?ref=tk.com,True
partnerportal.make.com,Public Partner Program | Make Partners,200,13053,partnerportal.make.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-04T16:01:05Z,2023-09-02T16:01:04Z,CN=partnerportal.make.com,partnerportal.make.com,partnerportal.make.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8b3c6a2f227a040c3f3fd2dab19f8594,5f9eeb18ee93ba02717dfbdf9d9c31ec212972b81e929ff4bf5073862a2bb663,ctls,partnerportal.make.com,443,https://partnerportal.make.com:443,https,text/html,GET,68.68.5.16,/,1631801191,68.68.5.16,62,False,,,,Microsoft ASP.NET,,,,https://partnerportal.make.com/aspx/PublicPartnerProgram,
partnertraining.make.com,Make Partners,200,331149,partnertraining.make.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-04T00:07:01Z,2023-09-02T00:07:00Z,CN=partnertraining.make.com,partnertraining.make.com,partnertraining.make.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,33a085a7b7ce35ab96d3d2aa9c133999,f8ea7ac307c675d90970ccb3d9b4b0edeff8359e46a689ab0ffd201460116905,ctls,partnertraining.make.com,443,https://partnertraining.make.com:443,https,text/html,GET,3.223.131.137,/,-1840324437,54.243.250.147,979,False,,,openresty,Thinkific,,,,,
secure.gravatar.com,Gravatar - Globally Recognized Avatars,200,84397,secure.gravatar.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-23T00:00:00Z,2023-12-24T23:59:59Z,CN=*.gravatar.com,*.gravatar.com,gravatar.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,eab84d628994346ce07e523bf9941866,3707397f4d5cdabfe11c2949663fff5dfe2ca29ec27dadbc6232ceb38f5738af,ctls,secure.gravatar.com,443,https://secure.gravatar.com:443,https,text/html,GET,192.0.73.2,/,73337656,2a04:fa87:fffe::c000:4902,752,False,,,nginx,WordPress,,True,*.wp.com,,
shield.make.com,,404,9,shield.make.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-11T00:00:00Z,2023-10-10T23:59:59Z,"CN=make.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",make.com,make.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",68abe8ce771746119e3792ef28deac92,c35dcedcc8dbc2f5e5054c7d51cf9ce2a090901e175e04e86754595527ab2921,ctls,shield.make.com,443,https://shield.make.com:443,https,text/plain,GET,104.18.18.60,/,1257725933,104.18.19.60,1,False,"Cloudflare, Inc.",cloudflare,cloudflare,Cloudflare Bot Management,True,True,,,
slap.make.com,,404,9,slap.make.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-11T00:00:00Z,2023-10-10T23:59:59Z,"CN=make.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",make.com,make.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",68abe8ce771746119e3792ef28deac92,c35dcedcc8dbc2f5e5054c7d51cf9ce2a090901e175e04e86754595527ab2921,ctls,slap.make.com,443,https://slap.make.com:443,https,text/plain,GET,104.18.18.60,/,1257725933,104.18.19.60,1,False,"Cloudflare, Inc.",cloudflare,cloudflare,Cloudflare Bot Management,True,True,,,
snap.licdn.com,,200,43,px.ads.linkedin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-02T00:00:00Z,2023-12-02T23:59:59Z,"CN=www.linkedin.com, O=LinkedIn Corporation, L=Sunnyvale, ST=California, C=US",www.linkedin.com,status.linkedin.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3eecc485294fa557592f1b66319d6a07,378677dc26b2a8d65824456b343479bc77ef498352c21f77d13995b70014b9ad,ctls,px.ads.linkedin.com,443,https://snap.licdn.com:443,https,image/gif,GET,23.55.161.151,/,1882172304,2a02:26f0:3100::1735:28a8,1,False,LinkedIn Corporation,,,,,,,https://px.ads.linkedin.com/,
static.make.com,Error,404,139,static.make.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-11T00:00:00Z,2023-10-10T23:59:59Z,"CN=make.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",make.com,make.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",68abe8ce771746119e3792ef28deac92,c35dcedcc8dbc2f5e5054c7d51cf9ce2a090901e175e04e86754595527ab2921,ctls,static.make.com,443,https://static.make.com:443,https,text/html,GET,104.18.18.60,/,1593207841,104.18.19.60,11,False,"Cloudflare, Inc.",cloudflare,cloudflare,Cloudflare Bot Management,True,True,,,
stats.g.doubleclick.net,Analytics Tools & Solutions for Your Business - Google Analytics,200,118545,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T08:16:17Z,2023-08-21T08:16:16Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,5c86a077182cd855f21b8d80b363100f,2aa97ca45c98e14d3cd12af65b396f1a51731b94ec4b5f705a8920116775adc2,ctls,marketingplatform.google.com,443,https://stats.g.doubleclick.net:443,https,text/html,GET,142.250.13.154,/,302920777,2a00:1450:400c:c00::9b,1833,False,,,sffe,HTTP/3,,True,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,https://marketingplatform.google.com/about/analytics/,
status.make.com,Make Status,200,446197,status.make.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-15T14:38:17Z,2023-08-13T14:38:16Z,CN=es.issquareup.com,es.issquareup.com,www.soundstackstatus.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e3b273c2b53dbee9e230fca6bb5cd1a1,6a09bb11855627a8c276f6bd9d3c5003d75f9d02a9d477baab408994174d1627,ctls,status.make.com,443,https://status.make.com:443,https,text/html,GET,52.215.192.133,/,-1840324437,52.215.192.133,7075,False,,,,HSTS,,,,,
storage.googleapis.com,,400,181,storage.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T08:24:20Z,2023-08-21T08:24:19Z,CN=storage.googleapis.com,storage.googleapis.com,storage.googleapis.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ff40a5a30701da2996168518a00832ac,02232a524fd40f35bd778452aa5294f1c939062161817a60cb14f85801106a03,ctls,storage.googleapis.com,443,https://storage.googleapis.com:443,https,application/xml,GET,142.250.185.144,/,1932894636,2a00:1450:4001:809::2010,1,False,,,UploadServer,HTTP/3,,,,,
us1.make.com,,200,2124,us1.make.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-04T00:00:00Z,2023-10-03T23:59:59Z,"CN=us1.make.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",us1.make.com,us1.make.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",6ea063fd29161c6509300b54aa63b41c,b6fc7295b6c5fd2f22f48072a031cfdb619a9fd08b1322795c14affd97c43f1e,ctls,us1.make.com,443,https://us1.make.com:443,https,text/html,GET,172.65.208.202,/,-1415299295,172.65.208.202,54,False,"Cloudflare, Inc.",cloudflare,cloudflare,HSTS,True,,https://www.youtube.com,,
usage.trackjs.com,Welcome to nginx!,200,612,usage.trackjs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-08-11T23:59:59Z,CN=*.trackjs.com,*.trackjs.com,trackjs.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",fd188ff72d794738616ec4537cf9e191,c28899d626728debfd266c7f0a40d9ace728992140aaff4007eb414f4eaad1da,ctls,usage.trackjs.com,443,https://usage.trackjs.com:443,https,text/html,GET,138.197.155.84,/,190856733,167.114.119.127,26,False,,,nginx,Nginx,,True,,,
use.typekit.net,Adobe Fonts | Explore unlimited fonts,200,154480,fonts.adobe.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-15T00:00:00Z,2023-12-16T23:59:59Z,"CN=*.typekit.com, O=Adobe Inc., L=San Jose, ST=California, C=US",*.typekit.com,typekit.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,dd40db78b9c73dbbb2ae84cef44634b4,cd14431f1c8f86d706d6c7df12191ddac4b741e930a5849abc7d39f262d0621e,ctls,fonts.adobe.com,443,https://use.typekit.net:443,https,text/html,GET,2.16.186.49,/,-236991280,2a02:26f0:3100::1735:28f0,1812,False,Adobe Inc.,,nginx,Ruby on Rails,,True,,https://fonts.adobe.com/,True
www.google.com,Google,200,246452,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T08:22:10Z,2023-08-21T08:22:09Z,CN=www.google.com,www.google.com,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,f2bd4ee4f253f14a043bfb763b9bb802,eb5a312bc993b8f3d4a0157d94b96de55cd045397026970d42984b9ae6930ac6,ctls,www.google.com,443,https://www.google.com:443,https,text/html,GET,142.250.184.196,/,708578229,2a00:1450:4001:830::2004,153,False,,,gws,HTTP/3,,,https://csp.withgoogle.com/csp/gws/other-hp,,
www.googletagmanager.com,Error 400 (Bad Request)!!1,400,1555,www.googletagmanager.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T08:16:16Z,2023-08-21T08:16:15Z,CN=*.google-analytics.com,*.google-analytics.com,www.googleoptimize.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,e20166dfb9b49e85fa7472762d5f249f,42f0db40ff6122a0b837526586d132cf7bceafb0f608de6f54f132949d87ed0e,ctls,www.googletagmanager.com,443,https://www.googletagmanager.com:443,https,text/html,GET,142.250.186.72,/,302920777,2a00:1450:4001:828::2008,12,False,,,Google Tag Manager,HTTP/3,,True,,,True
www.gstatic.com,Error 404 (Not Found)!!1,404,1561,www.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T08:21:36Z,2023-08-21T08:21:35Z,CN=*.gstatic.com,*.gstatic.com,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,d3c6d877158e986041e67ea61715ac95,406b96cf48d5fd63d08df732c86ca70aed167ff661c04b07663ff21a022fb117,ctls,www.gstatic.com,443,https://www.gstatic.com:443,https,text/html,GET,142.250.181.227,/,302920777,2a00:1450:4001:829::2003,12,False,,,sffe,HTTP/3,,True,,,
www.make.com,Just a moment...,403,7080,www.make.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-11T00:00:00Z,2023-10-10T23:59:59Z,"CN=make.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",make.com,make.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",68abe8ce771746119e3792ef28deac92,c35dcedcc8dbc2f5e5054c7d51cf9ce2a090901e175e04e86754595527ab2921,ctls,www.make.com,443,https://www.make.com:443,https,text/html,GET,104.18.18.60,/,-1415299295,104.18.19.60,88,False,"Cloudflare, Inc.",cloudflare,cloudflare,Cloudflare Bot Management,True,True,,https://www.make.com/en/,
www.youtube.com,YouTube,200,281295,m.youtube.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T08:16:17Z,2023-08-21T08:16:16Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,5c86a077182cd855f21b8d80b363100f,2aa97ca45c98e14d3cd12af65b396f1a51731b94ec4b5f705a8920116775adc2,ctls,m.youtube.com,443,https://www.youtube.com:443,https,text/html,GET,142.250.185.110,/,1179099333,2a00:1450:4001:806::200e,13,False,,,ESF,HTTP/3,,True,,https://m.youtube.com/,True
www2.make.com,,200,,,,,,,,,,,,,,,,,,,80,http://www2.make.com:80,http,text/html,GET,52.54.96.194,/,-1840324437,3.215.172.219,1,False,,,PardotServer,Pardot,,,,,
