new,host,soa,status_code,a,aaaa,cdn,cdn-name,cname,has_internal_ips,internal_ips,ns,txt,mx,caa
[x],frontends-staging.contentsquare.com,,NOERROR,,"2600:9000:2046:c600:0:6f08:f580:93a1, 2600:9000:2046:7600:0:6f08:f580:93a1, 2600:9000:2046:e200:0:6f08:f580:93a1, 2600:9000:2046:a400:0:6f08:f580:93a1, 2600:9000:2046:6e00:0:6f08:f580:93a1, 2600:9000:2046:a000:0:6f08:f580:93a1, 2600:9000:2046:600:0:6f08:f580:93a1, 2600:9000:2046:ac00:0:6f08:f580:93a1",True,cloudfront,d1ifh79nzk21g6.cloudfront.net,,,"ns-121.awsdns-15.com, ns-1380.awsdns-44.org, ns-1850.awsdns-39.co.uk, ns-934.awsdns-52.net",,,
[x],gateway-staging-public.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,,
[x],get.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"172.67.152.29, 104.21.56.135","2606:4700:3034::ac43:981d, 2606:4700:3031::6815:3887",True,cloudflare,,,,,,,
[x],go.contentsquare.com,"jerry.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"199.60.103.227, 199.60.103.29","2606:2c40::c73c:671d, 2606:2c40::c73c:67e3",,,"2640385.group35.sites.hubspot.net, group35.sites.hscoscdn30.net",,,,,,
[x],gslink.contentsquare.com,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,"167.89.123.54, 167.89.118.83, 167.89.118.52, 167.89.123.124",,,,sendgrid.net,,,"ns14.dnsmadeeasy.com, ns15.dnsmadeeasy.com, ns10.dnsmadeeasy.com, ns12.dnsmadeeasy.com, ns13.dnsmadeeasy.com, ns11.dnsmadeeasy.com","v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all, p8bnb2lp424dkl3c4io1aemiei, mailru-verification: 2e3995fa8a7d00e0, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE","mx.sendgrid.net, mx2.sendgrid.net","godaddy.com, amazonaws.com"
[x],gslinkn.contentsquare.com,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"52.222.214.93, 52.222.214.22, 52.222.214.122, 52.222.214.16","2600:9000:223d:4400:1:e04a:f800:93a1, 2600:9000:223d:e00:1:e04a:f800:93a1, 2600:9000:223d:8200:1:e04a:f800:93a1, 2600:9000:223d:d200:1:e04a:f800:93a1, 2600:9000:223d:1e00:1:e04a:f800:93a1, 2600:9000:223d:ce00:1:e04a:f800:93a1, 2600:9000:223d:6800:1:e04a:f800:93a1, 2600:9000:223d:d600:1:e04a:f800:93a1",True,cloudfront,dlnag6ebufaao.cloudfront.net,,,"ns-1471.awsdns-55.org, ns-1761.awsdns-28.co.uk, ns-200.awsdns-25.com, ns-645.awsdns-16.net",,,
[x],guidelines.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,,
[x],hackathon.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"172.67.152.29, 104.21.56.135","2606:4700:3034::ac43:981d, 2606:4700:3031::6815:3887",True,cloudflare,,,,,,,
[x],howlong.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,,
[x],i18n-staging.contentsquare.com,"ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"10.65.50.214, 10.65.155.88, 10.65.119.176",,,,traefik-v3-zidane-staging-dbb6679d5d861fed.elb.eu-west-1.amazonaws.com,True,"10.65.50.214, 10.65.155.88, 10.65.119.176",,,,
[x],i18n.contentsquare.com,"ns-1147.awsdns-15.org, awsdns-hostmaster.amazon.com",NOERROR,"18.66.112.12, 18.66.112.89, 18.66.112.114, 18.66.112.117","2600:9000:223f:7c00:14:b919:8340:93a1, 2600:9000:223f:1400:14:b919:8340:93a1, 2600:9000:223f:fa00:14:b919:8340:93a1, 2600:9000:223f:7e00:14:b919:8340:93a1, 2600:9000:223f:d800:14:b919:8340:93a1, 2600:9000:223f:ae00:14:b919:8340:93a1, 2600:9000:223f:8200:14:b919:8340:93a1, 2600:9000:223f:c200:14:b919:8340:93a1",True,cloudfront,dk9bx4094xvkd.cloudfront.net,,,"ns-965.awsdns-56.net, ns-1147.awsdns-15.org, ns-1807.awsdns-33.co.uk, ns-248.awsdns-31.com",,,
[x],ibm-speed-analysis-debug.app.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,,
[x],ibm-speed-analysis.app.contentsquare.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"34.246.22.220, 54.194.8.161, 108.128.144.58",,,,k8s-appdbtui-appdbtui-bf2e6c6c2c-1352689763.eu-west-1.elb.amazonaws.com,,,,"heritage=external-dns,external-dns/owner=external-dns-cloudflare-zidane-production-eu-west-1,external-dns/resource=ingress/app-dbt-ui/app-dbt-ui-apache",,
[x],ibm-speed-analysis.staging-app.contentsquare.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"10.65.154.41, 10.65.50.65, 10.65.117.90",,,,internal-k8s-appdbtui-appdbtui-f1b9907256-1084636768.eu-west-1.elb.amazonaws.com,True,"10.65.154.41, 10.65.50.65, 10.65.117.90",,"heritage=external-dns,external-dns/owner=external-dns-cloudflare-zidane-staging-eu-west-1,external-dns/resource=ingress/app-dbt-ui/app-dbt-ui-apache",,
[x],image.test.contentsquare.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"10.66.178.250, 10.66.46.129, 10.66.74.107",,,,internal-k8s-albv2apprproxysde-95fb3b1706-1463892782.eu-west-1.elb.amazonaws.com,True,"10.66.178.250, 10.66.46.129, 10.66.74.107",,,,
[x],integrations.contentsquare.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"52.55.17.150, 34.226.59.28",,,,autorecorder-contentsquare-https-1157673143.us-east-1.elb.amazonaws.com,,,,,,
[x],labellersapi-staging.contentsquare.com,"ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,traefik-v3-zidane-staging-dbb6679d5d861fed.elb.eu-west-1.amazonaws.com,,,,,,
[x],labellersapi.aws-eu.production.contentsquare.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"52.214.196.108, 52.16.180.112, 54.72.3.2",,,,k8s-albv2appservicesp-1c41a3fbb7-1739393164.eu-west-1.elb.amazonaws.com,,,,,,
[x],labellersapi.az-eu.production.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,20.191.43.109,,True,azure,,,,,"heritage=external-dns,external-dns/owner=external-dns-cloudflare-aks-papin-production-northeurope,external-dns/resource=ingress/app-services/gateway-labellers-external",,
[x],labellersapi.az-us.staging.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,10.138.68.193,,,,,True,10.138.68.193,,"heritage=external-dns,external-dns/owner=external-dns-cloudflare-aks-papin-staging-eastus2,external-dns/resource=ingress/app-services/gateway-labellers",,
[x],labellersapi.contentsquare.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"52.214.196.108, 54.72.3.2, 52.16.180.112",,,,k8s-albv2appservicesp-1c41a3fbb7-1739393164.eu-west-1.elb.amazonaws.com,,,,,,
[x],labellersapi.eu-west-1.production.contentsquare.com,,NOERROR,"52.214.196.108, 54.72.3.2, 52.16.180.112",,,,k8s-albv2appservicesp-1c41a3fbb7-1739393164.eu-west-1.elb.amazonaws.com,,,"ns-1053.awsdns-03.org, ns-2023.awsdns-60.co.uk, ns-341.awsdns-42.com, ns-739.awsdns-28.net",,,
[x],labellersapi.eu-west-1.staging.contentsquare.com,"ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"10.65.50.214, 10.65.119.176, 10.65.155.88",,,,traefik-v3-zidane-staging-dbb6679d5d861fed.elb.eu-west-1.amazonaws.com,True,"10.65.50.214, 10.65.119.176, 10.65.155.88",,,,
[x],labellersapi.northeurope.production.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,20.191.43.109,,True,azure,,,,,,,
[x],ldap.test.contentsquare.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"10.66.74.107, 10.66.178.250, 10.66.46.129",,,,internal-k8s-albv2apprproxysde-95fb3b1706-1463892782.eu-west-1.elb.amazonaws.com,True,"10.66.74.107, 10.66.178.250, 10.66.46.129",,,,
[x],learn2.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"172.67.152.29, 104.21.56.135","2606:4700:3034::ac43:981d, 2606:4700:3031::6815:3887",True,cloudflare,,,,,,,
[x],liveapi-production.contentsquare.com,"ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"10.64.90.102, 10.64.175.189, 10.64.29.247",,,,traefik-v3-zidane-production-7f05c4acc738e142.elb.eu-west-1.amazonaws.com,True,"10.64.90.102, 10.64.175.189, 10.64.29.247",,,,
[x],liveapi-staging.contentsquare.com,"ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"10.65.50.214, 10.65.119.176, 10.65.155.88",,,,traefik-v3-zidane-staging-dbb6679d5d861fed.elb.eu-west-1.amazonaws.com,True,"10.65.50.214, 10.65.119.176, 10.65.155.88",,"heritage=external-dns,external-dns/owner=external-dns-cloudflare-zidane-staging-eu-west-1,external-dns/resource=ingress/app-services/gateway-live",,
[x],liveapi.aws-eu.production.contentsquare.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"63.34.168.148, 52.49.187.33, 54.77.186.219",,,,k8s-albv2appservicess-3658c5e6c3-1369268436.eu-west-1.elb.amazonaws.com,,,,,,
[x],liveapi.aws-eu.staging.contentsquare.com,"ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"10.65.155.88, 10.65.119.176, 10.65.50.214",,,,traefik-v3-zidane-staging-dbb6679d5d861fed.elb.eu-west-1.amazonaws.com,True,"10.65.155.88, 10.65.119.176, 10.65.50.214",,,,
[x],liveapi.az-eu.production.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,20.191.43.109,,True,azure,,,,,"heritage=external-dns,external-dns/owner=external-dns-cloudflare-aks-papin-production-northeurope,external-dns/resource=ingress/app-services/gateway-live-external",,
[x],liveapi.az-us.staging.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,10.138.68.193,,,,,True,10.138.68.193,,,,
[x],liveapi.contentsquare.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"54.77.186.219, 63.34.168.148, 52.49.187.33",,,,k8s-albv2appservicess-3658c5e6c3-1369268436.eu-west-1.elb.amazonaws.com,,,,,,
[x],liveapi.eastus2.staging.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,10.138.68.193,,,,,True,10.138.68.193,,"heritage=external-dns,external-dns/owner=external-dns-cloudflare-aks-papin-staging-eastus2,external-dns/resource=ingress/app-services/gateway-live-external",,
[x],liveapi.eu-west-1.production.contentsquare.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"52.49.187.33, 63.34.168.148, 54.77.186.219",,,,k8s-albv2appservicess-3658c5e6c3-1369268436.eu-west-1.elb.amazonaws.com,,,,,,
[x],liveapi.northeurope.production.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,20.191.43.109,,True,azure,,,,,"heritage=external-dns,external-dns/owner=external-dns-cloudflare-aks-papin-production-northeurope,external-dns/resource=ingress/app-services/gateway-live-external",,
[x],login.contentsquare.com,"ns-1430.awsdns-50.org, awsdns-hostmaster.amazon.com",NOERROR,"18.164.52.15, 18.164.52.69, 18.164.52.24, 18.164.52.12","2600:9000:2554:1e00:19:eda0:340:93a1, 2600:9000:2554:ae00:19:eda0:340:93a1, 2600:9000:2554:7800:19:eda0:340:93a1, 2600:9000:2554:7e00:19:eda0:340:93a1, 2600:9000:2554:9000:19:eda0:340:93a1, 2600:9000:2554:5800:19:eda0:340:93a1, 2600:9000:2554:3e00:19:eda0:340:93a1, 2600:9000:2554:d600:19:eda0:340:93a1",True,cloudfront,d17o82fmnexhcd.cloudfront.net,,,"ns-172.awsdns-21.com, ns-1430.awsdns-50.org, ns-2030.awsdns-61.co.uk, ns-981.awsdns-58.net",,,
[x],ms-marketplace-saas.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,20.72.122.61,,,,,,,,"heritage=external-dns,external-dns/owner=external-dns-cloudflare-aks-papin-production-eastus2,external-dns/resource=ingress/ms-marketplace-saas/ms-marketplace-saas",,
[x],my.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,,
[x],my.test.contentsquare.com,,NOERROR,"10.66.46.129, 10.66.178.250, 10.66.74.107",,,,internal-k8s-albv2apprproxysde-95fb3b1706-1463892782.eu-west-1.elb.amazonaws.com,True,"10.66.46.129, 10.66.178.250, 10.66.74.107",,,,
[x],naltm.test.contentsquare.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"10.66.46.129, 10.66.74.107, 10.66.178.250",,,,internal-k8s-albv2apprproxysde-95fb3b1706-1463892782.eu-west-1.elb.amazonaws.com,True,"10.66.46.129, 10.66.74.107, 10.66.178.250",,,,
[x],player-dev.contentsquare.com,,NOERROR,,,,,,,,,"heritage=external-dns,external-dns/owner=external-dns-cloudflare-zidane-dev-eu-west-1,external-dns/resource=ingress/app-session-player/app-session-player",,
[x],reportings.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,,
[x],sales.contentsquare.com,,NOERROR,,,,,custom-tracking.salesloft.com,,,,,,"letsencrypt.org, comodoca.com, pki.goog, digicert.com"
[x],send-dev.contentsquare.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,internal-k8s-send-nginxsen-0c7530fca2-1491490897.eu-west-1.elb.amazonaws.com,,,,,,
[x],send.contentsquare.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,k8s-send-nginxsen-6c3c7f7761-1763740847.eu-west-1.elb.amazonaws.com,,,,,,
[x],session-replay-eu.contentsquare.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,session-replay-prod-elb-1918546482.eu-west-1.elb.amazonaws.com,,,,,,
[x],session-replay-stage.contentsquare.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,d1adeioxm39wr6.cloudfront.net,,,,,,
[x],session-replay-us.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,,
[x],session-replay.contentsquare.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,session-replay-prod-elb-1918546482.eu-west-1.elb.amazonaws.com,,,,,,
[x],sr.aws-eu.staging.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,,
[x],sr.az-eu.production.contentsquare.com,,NOERROR,,,True,azure,,,,,"heritage=external-dns,external-dns/owner=external-dns-cloudflare-aks-papin-production-northeurope,external-dns/resource=ingress/session-replay-sharing/session-replay-sharing",,
[x],sr.az-us.staging.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,,
[x],sr.contentsquare.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,k8s-sessionr-sessionr-7bbcc9624b-1512857658.eu-west-1.elb.amazonaws.com,,,,,,
[x],srcps.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,True,cloudflare,,,,,,,
[x],staging-app.contentsquare.com,"ns-1952.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,dgtjey1zj5o6m.cloudfront.net,,,,,,
[x],staging-console.contentsquare.com,"ns-294.awsdns-36.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,d2da7wr9h8a1h9.cloudfront.net,,,,,,
[x],staging-login.contentsquare.com,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,d3ct6m7yoslrcp.cloudfront.net,,,,,,
[x],staging-public-api.contentsquare.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,k8s-albv2appservicess-d4876cc169-107739549.eu-west-1.elb.amazonaws.com,,,,,,
[x],staging-public-labellersapi.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,,
[x],staging-public-liveapi.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,,
[x],staging-public-proxy.contentsquare.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,k8s-albv2appservicess-d4876cc169-107739549.eu-west-1.elb.amazonaws.com,,,,,,
[x],staging-public-webapi.contentsquare.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,k8s-albv2appservicess-d4876cc169-107739549.eu-west-1.elb.amazonaws.com,,,,,,
[x],staging-retailmedia.contentsquare.com,"ns-562.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,d3gm3t8y3ik3gr.cloudfront.net,,,,,,
[x],staging-snapshot.contentsquare.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,internal-9809394b-appsnapshotpublic-b427-1996865700.eu-west-1.elb.amazonaws.com,,,,,,
[x],staging.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,True,cloudflare,,,,,,,
[x],staging2.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,,
[x],support-api.contentsquare.com,"ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,support-api-classic-alb-1642828303.us-west-1.elb.amazonaws.com,,,,,,
[x],symbol-server-staging.af.contentsquare.com,"ns1-04.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,,,
[x],symbol-server-staging.ba.contentsquare.com,"ns-687.awsdns-21.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],symbol-server.af.contentsquare.com,"ns1-04.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,,,
[x],symbol-server.ba.contentsquare.com,"ns-687.awsdns-21.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],taxonomy.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,,
[x],test-acm.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,,
[x],test-console.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,,
[x],test.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,,
[x],test2-console.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,,
[x],test2-cs-login.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,,
[x],tools.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,True,cloudflare,,,,,,,
[x],training.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,True,cloudflare,,,,,,,
[x],translations.contentsquare.com,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,d1qybhnp9apc7d.cloudfront.net,,,"ns-137.awsdns-17.com, ns-582.awsdns-08.net, ns-1350.awsdns-40.org, ns-2024.awsdns-61.co.uk",,,
[x],trust.contentsquare.com,,NOERROR,,,,,"proxy-ssl.safebase.io, safebase-proxy.fly.dev",,,,,,
[x],us-east-2.test.contentsquare.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,internal-k8s-albv2apprproxysde-95fb3b1706-1463892782.eu-west-1.elb.amazonaws.com,,,,,,
[x],us-west-2.test.contentsquare.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,internal-k8s-albv2apprproxysde-95fb3b1706-1463892782.eu-west-1.elb.amazonaws.com,,,,,,
[x],uxindex.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,,
[x],uxreport.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,,
[x],vertica-eu.beta.contentsquare.com,"ns-1028.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,d-fn9jmxvag2.execute-api.eu-west-1.amazonaws.com,,,,,,
[x],vertica-us.beta.contentsquare.com,"ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,d-yodxsey6p4.execute-api.us-east-1.amazonaws.com,,,,,,
[x],webapi-staging.contentsquare.com,"ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,traefik-v3-zidane-staging-dbb6679d5d861fed.elb.eu-west-1.amazonaws.com,,,,"heritage=external-dns,external-dns/owner=external-dns-cloudflare-zidane-staging-eu-west-1,external-dns/resource=ingress/app-services/gateway-web",,
[x],webapi.aws-eu.production.contentsquare.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,k8s-albv2appservicesp-1c41a3fbb7-1739393164.eu-west-1.elb.amazonaws.com,,,,"heritage=external-dns,external-dns/owner=external-dns-cloudflare-zidane-production-eu-west-1,external-dns/resource=ingress/app-services/gateway-web-external",,
[x],webapi.az-eu.production.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,True,azure,,,,,"heritage=external-dns,external-dns/owner=external-dns-cloudflare-aks-papin-production-northeurope,external-dns/resource=ingress/app-services/gateway-web-external",,
[x],webapi.az-us.staging.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,"heritage=external-dns,external-dns/owner=external-dns-cloudflare-aks-papin-staging-eastus2,external-dns/resource=ingress/app-services/gateway-web",,
[x],webapi.eu-west-1.production.contentsquare.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"52.16.180.112, 52.214.196.108, 54.72.3.2",,,,k8s-albv2appservicesp-1c41a3fbb7-1739393164.eu-west-1.elb.amazonaws.com,,,,,,
[x],webapi.eu-west-1.staging.contentsquare.com,"ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"10.65.119.176, 10.65.50.214, 10.65.155.88",,,,traefik-v3-zidane-staging-dbb6679d5d861fed.elb.eu-west-1.amazonaws.com,True,"10.65.119.176, 10.65.50.214, 10.65.155.88",,,,
[x],webapi.northeurope.production.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,20.191.43.109,,True,azure,,,,,"heritage=external-dns,external-dns/owner=external-dns-cloudflare-aks-papin-production-northeurope,external-dns/resource=ingress/app-services/gateway-web-external",,
[x],welcome-to-implementation.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,,
[x],wwko2023.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,,
[x],www.contentsquare.com,"darwin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"141.193.213.11, 141.193.213.10",,,,wp.wpenginepowered.com,,,,,,
[x],www2.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"172.67.152.29, 104.21.56.135","2606:4700:3034::ac43:981d, 2606:4700:3031::6815:3887",True,cloudflare,,,,,,,
[x],xstudio-stage.contentsquare.com,"aiden.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,,
[x],xstudio.contentsquare.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,44.209.203.207,,,,xstudio-prod-70030339.us-east-1.elb.amazonaws.com,,,,,,
[x],zendesk1.contentsquare.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,"162.159.138.6, 162.159.128.7",,True,cloudflare,mail1.zendesk.com,,,,v=spf1 include:_netblocks.zdsys.com ~all,mail.zendesk.com,
[x],zendesk2.contentsquare.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,"162.159.128.7, 162.159.138.6",,True,cloudflare,mail2.zendesk.com,,,,v=spf1 include:_netblocks.zdsys.com ~all,mail.zendesk.com,
[x],zendesk4.contentsquare.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,"162.159.128.7, 162.159.138.6",,True,cloudflare,mail4.zendesk.com,,,,v=spf1 include:_netblocks.zdsys.com ~all,mail.zendesk.com,
