new,host,ttl,a,ns,txt,caa,status_code,mx,has_internal_ips,internal_ips
[x],ns50.grafana.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns50.hhdj13z8830h6bf.picsart.studio,600,"76.223.21.9, 13.248.158.159","ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns50.mirrorcom.picsart.studio,600,76.223.21.9,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns50.team-sales.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],ns50.videoinframe11picsartioscom.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns5confluence.switchtower-sjc-br-1.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns6.1photography1com.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns6.2103-56picsartphotostudiocom.picsart.studio,600,76.223.21.9,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns6.app.picsart.studio,600,76.223.21.9,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns6.cms1.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns6.dmz.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns6.evaluation.picsart.studio,600,76.223.21.9,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns6.feature08.picsart.studio,600,76.223.21.9,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns6.fewr1-1.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],ns6.newsbreak37874161016222com.picsart.studio,600,76.223.21.9,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns6.pubmmr-zrdlfvsc5qflxzxy.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],ns6.pubsky.picsart.studio,383,76.223.21.9,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns6.ro.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns6.studio.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns6.tpe-f5gtm2.picsart.studio,482,76.223.21.9,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns6.videoinframe11picsartioscom.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns7.0132com.picsart.studio,600,13.248.158.159,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns7.1photography1com.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns7.2103-56picsartphotostudiocom.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns7.99com.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns7.admin.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns7.avs-alexa-13-fe.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns7.com.picsart.studio,600,13.248.158.159,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns7.content.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],ns7.dmz.picsart.studio,600,13.248.158.159,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],ns7.evaluation.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns7.fewr1-1.picsart.studio,600,13.248.158.159,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns7.fgraph0-1.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns7.grafana.picsart.studio,600,13.248.158.159,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns7.hhdj13z8830h6bf.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns7.million12com.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns7.mirrorcom.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns7.police.picsart.studio,600,"13.248.158.159, 76.223.21.9","ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns7.tpe-f5gtm2.picsart.studio,334,"13.248.158.159, 76.223.21.9","ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns7.videoinframe11picsartioscom.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns7.walk231677720207xx77017com.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],ns71.0132com.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns71.cms1.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns71.evaluation.picsart.studio,600,"13.248.158.159, 76.223.21.9","ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns71.feature08.picsart.studio,468,13.248.158.159,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns71.hhdj13z8830h6bf.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns71.million12com.picsart.studio,600,13.248.158.159,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns71.ro.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns79.picsart.studio,3600,,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns8.0132com.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,,,
[x],ns8.17-121-121-76.picsart.studio,487,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns8.1picsartcom.picsart.studio,600,76.223.21.9,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns8.2103-56picsartphotostudiocom.picsart.studio,600,76.223.21.9,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns8.9444com.picsart.studio,600,76.223.21.9,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns8.99com.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns8.admin.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns8.app-com.picsart.studio,600,76.223.21.9,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns8.app.picsart.studio,3600,,,,,NOERROR,mail.h-email.net,,
[x],ns8.com.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns8.docs.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns8.feature08.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns8.fewr1-1.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns8.fgraph0-1.picsart.studio,600,76.223.21.9,"ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns8.grafana.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],ns8.million12com.picsart.studio,3051,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns8.police.picsart.studio,600,76.223.21.9,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns8.pubmmr-zrdlfvsc5qflxzxy.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns8.pubsky.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns8.team-sales.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,,,
[x],ns8.videoinframe11picsartioscom.picsart.studio,600,76.223.21.9,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns83.picsart.studio,483,13.248.158.159,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns9.0132com.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],ns9.17-121-121-76.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns9.2103-56picsartphotostudiocom.picsart.studio,357,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns9.9444com.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],ns9.99com.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,,,
[x],ns9.admin.picsart.studio,572,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],ns9.app-com.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns9.app.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns9.avs-alexa-13-fe.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns9.com.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns9.content.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns9.dmz.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns9.docs.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns9.evaluation.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns9.feature08.picsart.studio,553,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns9.fewr1-1.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns9.fgraph0-1.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns9.hhdj13z8830h6bf.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns9.million12com.picsart.studio,3600,,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,,,
[x],ns9.pubmmr-zrdlfvsc5qflxzxy.picsart.studio,600,"13.248.158.159, 76.223.21.9","ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns9.pubsky.picsart.studio,3600,"13.248.158.159, 76.223.21.9","ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns9.ro.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns9.team-sales.picsart.studio,600,13.248.158.159,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns9.tpe-f5gtm2.picsart.studio,600,13.248.158.159,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns9.walk231677720207xx77017com.picsart.studio,600,13.248.158.159,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ns944.picsart.studio,600,76.223.21.9,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],o2506.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],oauth.dmz.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,,,
[x],oauth.dmz.picsart.studio.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],occ-0-1933-3934.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],officialrequests.picsart.studio,3600,,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ogd-app-use.content.picsart.studio,600,"185.53.177.12, 13.248.158.159, 76.223.21.9","ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],oo-dev.9444com.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,,,
[x],oos-e2e-ppd.1photography1com.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],origin-api-b2b.99com.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,,,
[x],origin-presearch-api.fewr1-1.picsart.studio,600,104.247.81.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],origin-secure.studio.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],origin.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],origin.picsart.studio.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,,,
[x],ournewsmagazinflipboard.app1.8.4105x51angrybirdsspacecom.rovio.angrybirdsspace.ads1.2.11210x182453googletranslatecom.google.android.apps.translate2.4.2103-56picsartphotostudiocom.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],outbound-mail-210-252.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",,,NOERROR,,,
[x],p02-iwmb5-ic2.com.picsart.studio,3600,,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],p04-ckdatabasews.9444com.picsart.studio,3600,"13.248.158.159, 76.223.21.9","ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],p56-fmfweb.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],p76-iwres.pubmmr-zrdlfvsc5qflxzxy.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],packagecom.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],packagecom.picsart.studio.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],papi.grafana.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],parallel-cerebro-deploy.pubmmr-zrdlfvsc5qflxzxy.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,,,
[x],parallelswift.picsart.studio,3600,,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],parkside-ds2-preprod-fra52.walk231677720207xx77017com.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],parkside-ds2-prod-nrt12.ro.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],pavedroadlabs.tpe-f5gtm2.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],pay.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],pay.picsart.studio.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],payment-153-extraopssimplycomputermerchants.ro.picsart.studio,3600,,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],pcfrances.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],photography1com.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],photographycom.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],photostudiocom.picsart.studio,318,"185.53.177.12, 13.248.158.159, 76.223.21.9","ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],piclabioscom.apperto.piclab11picniicioscom.picniic.picniicapp11picplaypostioscom.flambestudios.videoinframe11picsartioscom.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],picniic.picniicapp11picplaypostioscom.flambestudios.videoinframe11picsartioscom.picsart.studio,463,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],picniicioscom.picniic.picniicapp11picplaypostioscom.flambestudios.videoinframe11picsartioscom.picsart.studio,600,"185.53.177.12, 13.248.158.159, 76.223.21.9","ns2.parkingcrew.net, ns1.parkingcrew.net",,,NOERROR,,,
[x],picplaypostioscom.flambestudios.videoinframe11picsartioscom.picsart.studio,600,104.247.81.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
