new,host,ttl,a,aaaa,cname,soa,ns,status_code,cdn,cdn-name,caa,txt,mx,has_internal_ips,internal_ips
,sinalbr.production.curve.app,30,"13.32.99.67, 13.32.99.9, 13.32.99.48, 13.32.99.33","2600:9000:262a:e600:0:d856:9bc0:93a1, 2600:9000:262a:d200:0:d856:9bc0:93a1, 2600:9000:262a:1200:0:d856:9bc0:93a1, 2600:9000:262a:1400:0:d856:9bc0:93a1, 2600:9000:262a:b000:0:d856:9bc0:93a1, 2600:9000:262a:4400:0:d856:9bc0:93a1, 2600:9000:262a:ec00:0:d856:9bc0:93a1, 2600:9000:262a:5600:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
,site1node1-zwl5aq2nautgzyss.production.curve.app,30,"13.32.99.67, 13.32.99.9, 13.32.99.33, 13.32.99.48","2600:9000:262a:ac00:0:d856:9bc0:93a1, 2600:9000:262a:da00:0:d856:9bc0:93a1, 2600:9000:262a:ce00:0:d856:9bc0:93a1, 2600:9000:262a:ea00:0:d856:9bc0:93a1, 2600:9000:262a:8400:0:d856:9bc0:93a1, 2600:9000:262a:1c00:0:d856:9bc0:93a1, 2600:9000:262a:4e00:0:d856:9bc0:93a1, 2600:9000:262a:b200:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","ns-1123.awsdns-12.org, ns-688.awsdns-22.net, ns-80.awsdns-10.com, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
,sites-googlegroups-qa01.production.curve.app,23,"13.32.99.48, 13.32.99.9, 13.32.99.67, 13.32.99.33",,d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com, ns-1123.awsdns-12.org",NOERROR,True,cloudfront,,,,,
,sizuasa.production.curve.app,30,"3.162.38.108, 3.162.38.110, 3.162.38.80, 3.162.38.87","2600:9000:2251:8e00:0:d856:9bc0:93a1, 2600:9000:2251:3400:0:d856:9bc0:93a1, 2600:9000:2251:ac00:0:d856:9bc0:93a1, 2600:9000:2251:5200:0:d856:9bc0:93a1, 2600:9000:2251:3c00:0:d856:9bc0:93a1, 2600:9000:2251:ce00:0:d856:9bc0:93a1, 2600:9000:2251:5c00:0:d856:9bc0:93a1, 2600:9000:2251:8a00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","ns-688.awsdns-22.net, ns-80.awsdns-10.com, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
,sjc01.production.curve.app,15,"52.85.243.51, 52.85.243.79, 52.85.243.56, 52.85.243.69","2600:9000:2251:200:0:d856:9bc0:93a1, 2600:9000:2251:3400:0:d856:9bc0:93a1, 2600:9000:2251:f600:0:d856:9bc0:93a1, 2600:9000:2251:6600:0:d856:9bc0:93a1, 2600:9000:2251:7000:0:d856:9bc0:93a1, 2600:9000:2251:7400:0:d856:9bc0:93a1, 2600:9000:2251:5a00:0:d856:9bc0:93a1, 2600:9000:2251:8600:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","ns-80.awsdns-10.com, ns-1123.awsdns-12.org, ns-688.awsdns-22.net, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
,sjc1-accesspoint-a89.production.curve.app,30,,"2600:9000:2479:6400:0:d856:9bc0:93a1, 2600:9000:2479:6c00:0:d856:9bc0:93a1, 2600:9000:2479:b200:0:d856:9bc0:93a1, 2600:9000:2479:4a00:0:d856:9bc0:93a1, 2600:9000:2479:5400:0:d856:9bc0:93a1, 2600:9000:2479:3800:0:d856:9bc0:93a1, 2600:9000:2479:7000:0:d856:9bc0:93a1, 2600:9000:2479:7e00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",,NOERROR,True,cloudfront,,,,,
,sjc1-accesspoint-a96.production.curve.app,30,"13.32.99.33, 13.32.99.67, 13.32.99.9, 13.32.99.48","2600:9000:2251:400:0:d856:9bc0:93a1, 2600:9000:2251:5800:0:d856:9bc0:93a1, 2600:9000:2251:9e00:0:d856:9bc0:93a1, 2600:9000:2251:d600:0:d856:9bc0:93a1, 2600:9000:2251:5600:0:d856:9bc0:93a1, 2600:9000:2251:4400:0:d856:9bc0:93a1, 2600:9000:2251:6a00:0:d856:9bc0:93a1, 2600:9000:2251:ca00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","ns-80.awsdns-10.com, ns-1123.awsdns-12.org, ns-688.awsdns-22.net, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
,sjc1-enapiworker-a12.production.curve.app,180,"13.32.99.67, 13.32.99.33, 13.32.99.9, 13.32.99.48","2600:9000:262a:c400:0:d856:9bc0:93a1, 2600:9000:262a:2600:0:d856:9bc0:93a1, 2600:9000:262a:aa00:0:d856:9bc0:93a1, 2600:9000:262a:f000:0:d856:9bc0:93a1, 2600:9000:262a:7c00:0:d856:9bc0:93a1, 2600:9000:262a:b400:0:d856:9bc0:93a1, 2600:9000:262a:2e00:0:d856:9bc0:93a1, 2600:9000:262a:bc00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","ns-1123.awsdns-12.org, ns-688.awsdns-22.net, ns-1846.awsdns-38.co.uk, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
,sjc1-enperfsessions-a1.production.curve.app,30,"13.32.99.33, 13.32.99.48, 13.32.99.67, 13.32.99.9","2600:9000:262a:1c00:0:d856:9bc0:93a1, 2600:9000:262a:4e00:0:d856:9bc0:93a1, 2600:9000:262a:b200:0:d856:9bc0:93a1, 2600:9000:262a:ac00:0:d856:9bc0:93a1, 2600:9000:262a:da00:0:d856:9bc0:93a1, 2600:9000:262a:ce00:0:d856:9bc0:93a1, 2600:9000:262a:ea00:0:d856:9bc0:93a1, 2600:9000:262a:8400:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",,NOERROR,True,cloudfront,,,,,
,sjc1-monitoringzookeepertest-a1.production.curve.app,30,"3.162.125.123, 3.162.125.60, 3.162.125.27, 3.162.125.128","2600:9000:2251:4a00:0:d856:9bc0:93a1, 2600:9000:2251:e200:0:d856:9bc0:93a1, 2600:9000:2251:dc00:0:d856:9bc0:93a1, 2600:9000:2251:bc00:0:d856:9bc0:93a1, 2600:9000:2251:fe00:0:d856:9bc0:93a1, 2600:9000:2251:2c00:0:d856:9bc0:93a1, 2600:9000:2251:f800:0:d856:9bc0:93a1, 2600:9000:2251:9200:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com, ns-1123.awsdns-12.org",NOERROR,True,cloudfront,,,,,
,sjc1-popcount2-a2.production.curve.app,30,"3.162.38.110, 3.162.38.108, 3.162.38.80, 3.162.38.87","2600:9000:25e8:5600:0:d856:9bc0:93a1, 2600:9000:25e8:e000:0:d856:9bc0:93a1, 2600:9000:25e8:a400:0:d856:9bc0:93a1, 2600:9000:25e8:8e00:0:d856:9bc0:93a1, 2600:9000:25e8:d600:0:d856:9bc0:93a1, 2600:9000:25e8:e600:0:d856:9bc0:93a1, 2600:9000:25e8:ee00:0:d856:9bc0:93a1, 2600:9000:25e8:d800:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
,sjc1-pushnotifscassandra-a2.production.curve.app,30,"3.162.38.110, 3.162.38.80, 3.162.38.87, 3.162.38.108","2600:9000:262a:b000:0:d856:9bc0:93a1, 2600:9000:262a:e600:0:d856:9bc0:93a1, 2600:9000:262a:4400:0:d856:9bc0:93a1, 2600:9000:262a:ec00:0:d856:9bc0:93a1, 2600:9000:262a:1400:0:d856:9bc0:93a1, 2600:9000:262a:d200:0:d856:9bc0:93a1, 2600:9000:262a:1200:0:d856:9bc0:93a1, 2600:9000:262a:5600:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",,NOERROR,True,cloudfront,,,,,
,sjc1-searchrank-a1.production.curve.app,30,,"2600:9000:2251:ea00:0:d856:9bc0:93a1, 2600:9000:2251:400:0:d856:9bc0:93a1, 2600:9000:2251:e00:0:d856:9bc0:93a1, 2600:9000:2251:3c00:0:d856:9bc0:93a1, 2600:9000:2251:4000:0:d856:9bc0:93a1, 2600:9000:2251:4600:0:d856:9bc0:93a1, 2600:9000:2251:9000:0:d856:9bc0:93a1, 2600:9000:2251:dc00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",,NOERROR,True,cloudfront,,,,,
,sjc1-user3-a2.production.curve.app,30,"3.162.125.60, 3.162.125.123, 3.162.125.128, 3.162.125.27","2600:9000:2181:9000:0:d856:9bc0:93a1, 2600:9000:2181:7200:0:d856:9bc0:93a1, 2600:9000:2181:1c00:0:d856:9bc0:93a1, 2600:9000:2181:d200:0:d856:9bc0:93a1, 2600:9000:2181:a800:0:d856:9bc0:93a1, 2600:9000:2181:aa00:0:d856:9bc0:93a1, 2600:9000:2181:6400:0:d856:9bc0:93a1, 2600:9000:2181:9600:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","ns-1123.awsdns-12.org, ns-80.awsdns-10.com, ns-688.awsdns-22.net, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
,skcbcmsx01.production.curve.app,30,"3.160.212.7, 3.160.212.50, 3.160.212.63, 3.160.212.80, 205.251.192.80, 205.251.194.176, 205.251.196.99, 205.251.199.54","2600:9000:21c3:3200:0:d856:9bc0:93a1, 2600:9000:21c3:3800:0:d856:9bc0:93a1, 2600:9000:21c3:9a00:0:d856:9bc0:93a1, 2600:9000:21c3:6400:0:d856:9bc0:93a1, 2600:9000:21c3:3600:0:d856:9bc0:93a1, 2600:9000:21c3:7600:0:d856:9bc0:93a1, 2600:9000:21c3:4a00:0:d856:9bc0:93a1, 2600:9000:21c3:8c00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-80.awsdns-10.com, ns-688.awsdns-22.net",NOERROR,True,cloudfront,,,,,
,skylovers.production.curve.app,30,"13.32.99.33, 13.32.99.9, 13.32.99.67, 13.32.99.48, 205.251.192.80, 205.251.194.176, 205.251.196.99, 205.251.199.54","2600:9000:2251:5e00:0:d856:9bc0:93a1, 2600:9000:2251:6c00:0:d856:9bc0:93a1, 2600:9000:2251:9600:0:d856:9bc0:93a1, 2600:9000:2251:a600:0:d856:9bc0:93a1, 2600:9000:2251:ce00:0:d856:9bc0:93a1, 2600:9000:2251:f400:0:d856:9bc0:93a1, 2600:9000:2251:f600:0:d856:9bc0:93a1, 2600:9000:2251:fe00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com, ns-1123.awsdns-12.org",NOERROR,True,cloudfront,,,,,
,sl.production.curve.app,30,,,d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","ns-107.awsdns-13.com, ns-1086.awsdns-07.org, ns-2035.awsdns-62.co.uk, ns-887.awsdns-46.net, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
,slack-4-2-2.production.curve.app,30,"13.32.99.33, 13.32.99.48, 13.32.99.67, 13.32.99.9","2600:9000:262a:1200:0:d856:9bc0:93a1, 2600:9000:262a:5600:0:d856:9bc0:93a1, 2600:9000:262a:ec00:0:d856:9bc0:93a1, 2600:9000:262a:4400:0:d856:9bc0:93a1, 2600:9000:262a:e600:0:d856:9bc0:93a1, 2600:9000:262a:b000:0:d856:9bc0:93a1, 2600:9000:262a:d200:0:d856:9bc0:93a1, 2600:9000:262a:1400:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","ns-80.awsdns-10.com, ns-688.awsdns-22.net, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
