input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,final_url,tech_,tls_subject_org_,tls_wildcard_certificate,webserver,csp_domains_,cdn_name,cdn,location,tls_expired
host-225-50.dpgmedia.be,DPG Media Privacy Gate,200,8907,myprivacy.dpgmediagroup.net,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-20T01:49:26Z,2023-07-19T01:49:25Z,CN=myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e10b0afa04de64802e70a9eb970cd205,4e0985e4753ae6844b49ee4b8461b92429f0f905493e8c6d440454948e66e6a3,ctls,myprivacy.dpgmediagroup.net,80,http://host-225-50.dpgmedia.be:80,http,text/html,GET,99.83.132.111,/,1551672886,75.2.104.177,278,False,https://myprivacy.dpgmediagroup.net/consent?siteKey=tafjdbp1v2jwo1ff&callbackUrl=https%3A%2F%2Fwww.dpgmediagroup.com%2Fprivacygate-confirm%3FredirectUri%3D%252F,Google Tag Manager,,,,,,,,
hosted-cdn-backend-00.dpgmedia.be,DPG Media Privacy Gate,200,8907,myprivacy.dpgmediagroup.net,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-20T01:49:26Z,2023-07-19T01:49:25Z,CN=myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e10b0afa04de64802e70a9eb970cd205,4e0985e4753ae6844b49ee4b8461b92429f0f905493e8c6d440454948e66e6a3,ctls,myprivacy.dpgmediagroup.net,80,http://hosted-cdn-backend-00.dpgmedia.be:80,http,text/html,GET,75.2.104.177,/,518625799,99.83.132.111,278,False,https://myprivacy.dpgmediagroup.net/consent?siteKey=tafjdbp1v2jwo1ff&callbackUrl=https%3A%2F%2Fwww.dpgmediagroup.com%2Fprivacygate-confirm%3FredirectUri%3D%252F,Google Tag Manager,,,,,,,,
hosted-cdn-backend3-7.dpgmedia.be,DPG Media Privacy Gate,200,8907,myprivacy.dpgmediagroup.net,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-20T01:49:26Z,2023-07-19T01:49:25Z,CN=myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e10b0afa04de64802e70a9eb970cd205,4e0985e4753ae6844b49ee4b8461b92429f0f905493e8c6d440454948e66e6a3,ctls,myprivacy.dpgmediagroup.net,443,https://hosted-cdn-backend3-7.dpgmedia.be:443,https,text/html,GET,75.2.104.177,/,-759775110,99.83.132.111,278,False,https://myprivacy.dpgmediagroup.net/consent?siteKey=tafjdbp1v2jwo1ff&callbackUrl=https%3A%2F%2Fwww.dpgmediagroup.com%2Fprivacygate-confirm%3FredirectUri%3D%252F,Google Tag Manager,,,,,,,,
hppylin.tickets.dpgmedia.be,Tickoweb,200,239,hppylin.tickets.dpgmedia.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,hppylin.tickets.dpgmedia.be,443,https://hppylin.tickets.dpgmedia.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,,
hqda-107-27.dpgmedia.be,DPG Media Privacy Gate,200,8907,myprivacy.dpgmediagroup.net,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-20T01:49:26Z,2023-07-19T01:49:25Z,CN=myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e10b0afa04de64802e70a9eb970cd205,4e0985e4753ae6844b49ee4b8461b92429f0f905493e8c6d440454948e66e6a3,ctls,myprivacy.dpgmediagroup.net,443,https://hqda-107-27.dpgmedia.be:443,https,text/html,GET,75.2.104.177,/,1055158965,99.83.132.111,278,False,https://myprivacy.dpgmediagroup.net/consent?siteKey=tafjdbp1v2jwo1ff&callbackUrl=https%3A%2F%2Fwww.dpgmediagroup.com%2Fprivacygate-confirm%3FredirectUri%3D%252F,Google Tag Manager,,,,,,,,
http-dictionary-reference-com-5-6.dpgmedia.be,DPG Media Privacy Gate,200,8907,myprivacy.dpgmediagroup.net,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-20T01:49:26Z,2023-07-19T01:49:25Z,CN=myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e10b0afa04de64802e70a9eb970cd205,4e0985e4753ae6844b49ee4b8461b92429f0f905493e8c6d440454948e66e6a3,ctls,myprivacy.dpgmediagroup.net,443,https://http-dictionary-reference-com-5-6.dpgmedia.be:443,https,text/html,GET,75.2.104.177,/,70588659,99.83.132.111,278,False,https://myprivacy.dpgmediagroup.net/consent?siteKey=tafjdbp1v2jwo1ff&callbackUrl=https%3A%2F%2Fwww.dpgmediagroup.com%2Fprivacygate-confirm%3FredirectUri%3D%252F,Google Tag Manager,,,,,,,,
http-m-jobstreet-com-ph-4-8.dpgmedia.be,DPG Media Privacy Gate,200,8907,myprivacy.dpgmediagroup.net,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-20T01:49:26Z,2023-07-19T01:49:25Z,CN=myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e10b0afa04de64802e70a9eb970cd205,4e0985e4753ae6844b49ee4b8461b92429f0f905493e8c6d440454948e66e6a3,ctls,myprivacy.dpgmediagroup.net,443,https://http-m-jobstreet-com-ph-4-8.dpgmedia.be:443,https,text/html,GET,99.83.132.111,/,-1679381515,75.2.104.177,278,False,https://myprivacy.dpgmediagroup.net/consent?siteKey=tafjdbp1v2jwo1ff&callbackUrl=https%3A%2F%2Fwww.dpgmediagroup.com%2Fprivacygate-confirm%3FredirectUri%3D%252F,Google Tag Manager,,,,,,,,
http-uk-ask-com-1-1.dpgmedia.be,DPG Media Privacy Gate,200,8907,myprivacy.dpgmediagroup.net,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-20T01:49:26Z,2023-07-19T01:49:25Z,CN=myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e10b0afa04de64802e70a9eb970cd205,4e0985e4753ae6844b49ee4b8461b92429f0f905493e8c6d440454948e66e6a3,ctls,myprivacy.dpgmediagroup.net,80,http://http-uk-ask-com-1-1.dpgmedia.be:80,http,text/html,GET,75.2.104.177,/,1632771874,99.83.132.111,278,False,https://myprivacy.dpgmediagroup.net/consent?siteKey=tafjdbp1v2jwo1ff&callbackUrl=https%3A%2F%2Fwww.dpgmediagroup.com%2Fprivacygate-confirm%3FredirectUri%3D%252F,Google Tag Manager,,,,,,,,
http-www-bing-com0-7.dpgmedia.be,DPG Media Privacy Gate,200,8907,myprivacy.dpgmediagroup.net,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-20T01:49:26Z,2023-07-19T01:49:25Z,CN=myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e10b0afa04de64802e70a9eb970cd205,4e0985e4753ae6844b49ee4b8461b92429f0f905493e8c6d440454948e66e6a3,ctls,myprivacy.dpgmediagroup.net,443,https://http-www-bing-com0-7.dpgmedia.be:443,https,text/html,GET,75.2.104.177,/,315324715,99.83.132.111,278,False,https://myprivacy.dpgmediagroup.net/consent?siteKey=tafjdbp1v2jwo1ff&callbackUrl=https%3A%2F%2Fwww.dpgmediagroup.com%2Fprivacygate-confirm%3FredirectUri%3D%252F,Google Tag Manager,,,,,,,,
http-www-olx-co-za2-3.dpgmedia.be,DPG Media Privacy Gate,200,8907,myprivacy.dpgmediagroup.net,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-20T01:49:26Z,2023-07-19T01:49:25Z,CN=myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e10b0afa04de64802e70a9eb970cd205,4e0985e4753ae6844b49ee4b8461b92429f0f905493e8c6d440454948e66e6a3,ctls,myprivacy.dpgmediagroup.net,443,https://http-www-olx-co-za2-3.dpgmedia.be:443,https,text/html,GET,75.2.104.177,/,1716926698,99.83.132.111,278,False,https://myprivacy.dpgmediagroup.net/consent?siteKey=tafjdbp1v2jwo1ff&callbackUrl=https%3A%2F%2Fwww.dpgmediagroup.com%2Fprivacygate-confirm%3FredirectUri%3D%252F,Google Tag Manager,,,,,,,,
http8-2.dpgmedia.be,DPG Media Privacy Gate,200,8907,myprivacy.dpgmediagroup.net,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-20T01:49:26Z,2023-07-19T01:49:25Z,CN=myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e10b0afa04de64802e70a9eb970cd205,4e0985e4753ae6844b49ee4b8461b92429f0f905493e8c6d440454948e66e6a3,ctls,myprivacy.dpgmediagroup.net,80,http://http8-2.dpgmedia.be:80,http,text/html,GET,75.2.104.177,/,-1639674248,99.83.132.111,278,False,https://myprivacy.dpgmediagroup.net/consent?siteKey=tafjdbp1v2jwo1ff&callbackUrl=https%3A%2F%2Fwww.dpgmediagroup.com%2Fprivacygate-confirm%3FredirectUri%3D%252F,Google Tag Manager,,,,,,,,
https-ar-m-wikipedia-org04.dpgmedia.be,DPG Media Privacy Gate,200,8907,myprivacy.dpgmediagroup.net,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-20T01:49:26Z,2023-07-19T01:49:25Z,CN=myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e10b0afa04de64802e70a9eb970cd205,4e0985e4753ae6844b49ee4b8461b92429f0f905493e8c6d440454948e66e6a3,ctls,myprivacy.dpgmediagroup.net,443,https://https-ar-m-wikipedia-org04.dpgmedia.be:443,https,text/html,GET,75.2.104.177,/,-1154352108,99.83.132.111,278,False,https://myprivacy.dpgmediagroup.net/consent?siteKey=tafjdbp1v2jwo1ff&callbackUrl=https%3A%2F%2Fwww.dpgmediagroup.com%2Fprivacygate-confirm%3FredirectUri%3D%252F,Google Tag Manager,,,,,,,,
https-www-buzzfeed-com-4-2.dpgmedia.be,DPG Media Privacy Gate,200,8907,myprivacy.dpgmediagroup.net,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-20T01:49:26Z,2023-07-19T01:49:25Z,CN=myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e10b0afa04de64802e70a9eb970cd205,4e0985e4753ae6844b49ee4b8461b92429f0f905493e8c6d440454948e66e6a3,ctls,myprivacy.dpgmediagroup.net,443,https://https-www-buzzfeed-com-4-2.dpgmedia.be:443,https,text/html,GET,99.83.132.111,/,-1424966578,75.2.104.177,278,False,https://myprivacy.dpgmediagroup.net/consent?siteKey=tafjdbp1v2jwo1ff&callbackUrl=https%3A%2F%2Fwww.dpgmediagroup.com%2Fprivacygate-confirm%3FredirectUri%3D%252F,Google Tag Manager,,,,,,,,
https://advertising-module.api.dpgmedia.cloud,,403,42,advertising-module.api.dpgmedia.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-21T00:00:00Z,2023-11-24T23:59:59Z,CN=*.dpgmedia.cloud,*.dpgmedia.cloud,*.api.dpgmedia.cloud,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,4ce3a20a5b42105d4b03232a613908ac,731deefd1ecba55b7904f7af8df05a2f55361da076a1eaf3f2418a55ef8ccd21,ctls,advertising-module.api.dpgmedia.cloud,443,https://advertising-module.api.dpgmedia.cloud:443,https,application/json,GET,143.204.215.51,/,768769774,143.204.215.102,1,False,,Amazon Web Services,,True,,,cloudfront,True,,
https://anchor.fm,Spotify for Podcasters,200,129610,podcasters.spotify.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-07T00:00:00Z,2024-03-06T23:59:59Z,"CN=*.spotify.com, O=Spotify AB, L=Stockholm, C=SE",*.spotify.com,spotify.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,407477849156b74bc4383303bf5f2d9b,f690655a7c851436041122809b0386cf0ab8157f4eac3ed632a05e4af60d38f6,ctls,podcasters.spotify.com,443,https://anchor.fm:443,https,text/html,GET,151.101.2.133,/,1791758063,151.101.130.133,349,False,https://podcasters.spotify.com,webpack,Spotify AB,True,envoy,,fastly,True,,
https://be.dpgmediagroup.com,DPG Media Privacy Gate,200,8895,myprivacy.dpgmediagroup.net,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-20T01:49:26Z,2023-07-19T01:49:25Z,CN=myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e10b0afa04de64802e70a9eb970cd205,4e0985e4753ae6844b49ee4b8461b92429f0f905493e8c6d440454948e66e6a3,ctls,myprivacy.dpgmediagroup.net,443,https://be.dpgmediagroup.com:443,https,text/html,GET,3.92.120.28,/,-1840324437,3.215.172.219,278,False,https://myprivacy.dpgmediagroup.net/consent?siteKey=tafjdbp1v2jwo1ff&callbackUrl=https%3A%2F%2Fwww.dpgmediagroup.com%2Fprivacygate-confirm%3FredirectUri%3D%252F,Google Tag Manager,,,,,,,,
https://cmp.dpgmediagroup.com,,403,243,cmp.dpgmediagroup.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-01T17:04:46Z,2023-06-30T17:04:45Z,CN=cmp.30jaarfamiliefeest.be,cmp.30jaarfamiliefeest.be,cmp.zeppezikki.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e3b16aa715d2f69ac412507754946c58,000a2652550051b0149d0a85915e605cf6faff3f1360b04e1c0818497e308a20,ctls,cmp.dpgmediagroup.com,443,https://cmp.dpgmediagroup.com:443,https,application/xml,GET,18.66.112.37,/,-954916949,18.66.112.60,2,False,,Amazon Web Services,,,AmazonS3,,cloudfront,True,,
https://go.advertising.dpgmedia.be,"Connecting by touching, surprising & inspiring | DPG Media Group",200,228649,www.dpgmediagroup.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-02T07:58:11Z,2023-07-31T07:58:10Z,CN=dpgmsancert.dpgmedia.be,dpgmsancert.dpgmedia.be,www.watgajijdoenbijdpg.media,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,407f4ca9a1f098e6a408d24cec83ca3c,89d3fd5f4468f591a6a292616bb6d5cab530258e60afa077db0da66e82d7916e,ctls,www.dpgmediagroup.com,443,https://go.advertising.dpgmedia.be:443,https,text/html,GET,52.54.96.194,/,-1840324437,34.237.219.119,12,False,https://www.dpgmediagroup.com/,React,,,,https://ls.hit.gemius.pl,,,,
https://go.dpgmedia.nl,DPG Media Privacy Gate,200,8910,myprivacy.dpgmediagroup.net,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-20T01:49:26Z,2023-07-19T01:49:25Z,CN=myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e10b0afa04de64802e70a9eb970cd205,4e0985e4753ae6844b49ee4b8461b92429f0f905493e8c6d440454948e66e6a3,ctls,myprivacy.dpgmediagroup.net,80,http://go.dpgmedia.nl:80,http,text/html,GET,3.215.172.219,/,-1840324437,3.92.120.28,278,False,https://myprivacy.dpgmediagroup.net/consent?siteKey=tafjdbp1v2jwo1ff&callbackUrl=https%3A%2F%2Fwww.dpgmediagroup.com%2Fprivacygate-confirm%3FredirectUri%3D%252Fnl-NL,Google Tag Manager,,,,,,,,
https://go.dpgmediagroup.com,DPG Media Privacy Gate,200,8910,myprivacy.dpgmediagroup.net,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-20T01:49:26Z,2023-07-19T01:49:25Z,CN=myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e10b0afa04de64802e70a9eb970cd205,4e0985e4753ae6844b49ee4b8461b92429f0f905493e8c6d440454948e66e6a3,ctls,myprivacy.dpgmediagroup.net,80,http://go.dpgmediagroup.com:80,http,text/html,GET,3.92.120.28,/,-1840324437,34.237.219.119,278,False,https://myprivacy.dpgmediagroup.net/consent?siteKey=tafjdbp1v2jwo1ff&callbackUrl=https%3A%2F%2Fwww.dpgmediagroup.com%2Fprivacygate-confirm%3FredirectUri%3D%252Fnl-NL,Google Tag Manager,,,,,,,,
https://ls.hit.gemius.pl,,200,55,ls.hit.gemius.pl,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2022-09-13T00:00:00Z,2023-09-25T23:59:59Z,CN=*.hit.gemius.pl,*.hit.gemius.pl,hit.gemius.pl,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,16ae87e89cc534bb76d642a9b77377a3,0687ba309f8b90fe5b1b06a4322140b57983271815b9777135825b558eddac41,ctls,ls.hit.gemius.pl,443,https://ls.hit.gemius.pl:443,https,text/html,GET,146.59.30.104,/,1844346924,146.59.30.100,2,False,,,,True,GHC,,,,,
https://player.vimeo.com,Features and Tools | Vimeo,200,139438,vimeo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-09-21T00:00:00Z,2023-09-20T23:59:59Z,"CN=vimeo.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",vimeo.com,vimeo.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",abfbe98ee21ae761e7c907a2c2b11739,194c25b1c83430e1b8571f3a61c8671e0c371c345f741e485c2458d8b9e2a85b,ctls,vimeo.com,80,http://player.vimeo.com:80,http,text/html,GET,162.159.138.60,/,1154390870,162.159.128.61,1058,False,https://vimeo.com/features,Varnish,"Cloudflare, Inc.",True,cloudflare,https:,cloudflare,True,,
https://vars.hotjar.com,Hotjar: Website Heatmaps & Behavior Analytics Tools,200,241347,www.hotjar.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-28T00:00:00Z,2023-11-23T23:59:59Z,CN=*.hotjar.com,*.hotjar.com,hotjar.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,54638f1f3a40f685a2b7e2152ab03579,a25dec72ea3e5a283b6a53a564ea2ef61d08e33d461848a68334173dbe669213,ctls,www.hotjar.com,443,https://vars.hotjar.com:443,https,text/html,GET,18.66.147.116,/,-689488153,18.66.147.29,525,False,https://www.hotjar.com,webpack,,True,,,cloudfront,True,,
https://www.google.com,Google,200,207371,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:01:16Z,2023-07-17T12:01:15Z,CN=www.google.com,www.google.com,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,fc50d80049333ccb03bb8013bb58334a,b436c71033b81c75b14d32fbb808165bdab213d2a978246e6bfe5ecaa1f15eeb,ctls,www.google.com,443,https://www.google.com:443,https,text/html,GET,142.250.186.132,/,708578229,2a00:1450:4001:806::2004,169,False,,HTTP/3,,,gws,https://csp.withgoogle.com/csp/gws/other-hp,,,,
https://www.youtube.com,YouTube,200,814781,www.youtube.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,ctls,www.youtube.com,443,https://www.youtube.com:443,https,text/html,GET,142.250.186.142,/,1179099333,2a00:1450:4001:80b::200e,23,False,,HTTP/3,,True,ESF,,,,,
hwy.dpgmedia.be,DPG Media Privacy Gate,200,8907,myprivacy.dpgmediagroup.net,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-20T01:49:26Z,2023-07-19T01:49:25Z,CN=myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e10b0afa04de64802e70a9eb970cd205,4e0985e4753ae6844b49ee4b8461b92429f0f905493e8c6d440454948e66e6a3,ctls,myprivacy.dpgmediagroup.net,443,https://hwy.dpgmedia.be:443,https,text/html,GET,99.83.132.111,/,1637539581,75.2.104.177,278,False,https://myprivacy.dpgmediagroup.net/consent?siteKey=tafjdbp1v2jwo1ff&callbackUrl=https%3A%2F%2Fwww.dpgmediagroup.com%2Fprivacygate-confirm%3FredirectUri%3D%252F,Google Tag Manager,,,,,,,,
hyper5-vm13.dpgmedia.be,DPG Media Privacy Gate,200,8907,myprivacy.dpgmediagroup.net,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-20T01:49:26Z,2023-07-19T01:49:25Z,CN=myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e10b0afa04de64802e70a9eb970cd205,4e0985e4753ae6844b49ee4b8461b92429f0f905493e8c6d440454948e66e6a3,ctls,myprivacy.dpgmediagroup.net,443,https://hyper5-vm13.dpgmedia.be:443,https,text/html,GET,75.2.104.177,/,720691816,99.83.132.111,278,False,https://myprivacy.dpgmediagroup.net/consent?siteKey=tafjdbp1v2jwo1ff&callbackUrl=https%3A%2F%2Fwww.dpgmediagroup.com%2Fprivacygate-confirm%3FredirectUri%3D%252F,Google Tag Manager,,,,,,,,
iad2s3-chalkboard.dpgmedia.be,DPG Media Privacy Gate,200,8907,myprivacy.dpgmediagroup.net,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-20T01:49:26Z,2023-07-19T01:49:25Z,CN=myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e10b0afa04de64802e70a9eb970cd205,4e0985e4753ae6844b49ee4b8461b92429f0f905493e8c6d440454948e66e6a3,ctls,myprivacy.dpgmediagroup.net,443,https://iad2s3-chalkboard.dpgmedia.be:443,https,text/html,GET,99.83.132.111,/,1712586658,75.2.104.177,278,False,https://myprivacy.dpgmediagroup.net/consent?siteKey=tafjdbp1v2jwo1ff&callbackUrl=https%3A%2F%2Fwww.dpgmediagroup.com%2Fprivacygate-confirm%3FredirectUri%3D%252F,Google Tag Manager,,,,,,,,
iad2s3-iadsdk.dpgmedia.be,DPG Media Privacy Gate,200,8907,myprivacy.dpgmediagroup.net,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-20T01:49:26Z,2023-07-19T01:49:25Z,CN=myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e10b0afa04de64802e70a9eb970cd205,4e0985e4753ae6844b49ee4b8461b92429f0f905493e8c6d440454948e66e6a3,ctls,myprivacy.dpgmediagroup.net,80,http://iad2s3-iadsdk.dpgmedia.be:80,http,text/html,GET,99.83.132.111,/,1540320206,75.2.104.177,278,False,https://myprivacy.dpgmediagroup.net/consent?siteKey=tafjdbp1v2jwo1ff&callbackUrl=https%3A%2F%2Fwww.dpgmediagroup.com%2Fprivacygate-confirm%3FredirectUri%3D%252F,Google Tag Manager,,,,,,,,
ibm-cloud.dpgmedia.be,DPG Media Privacy Gate,200,8907,myprivacy.dpgmediagroup.net,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-20T01:49:26Z,2023-07-19T01:49:25Z,CN=myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e10b0afa04de64802e70a9eb970cd205,4e0985e4753ae6844b49ee4b8461b92429f0f905493e8c6d440454948e66e6a3,ctls,myprivacy.dpgmediagroup.net,443,https://ibm-cloud.dpgmedia.be:443,https,text/html,GET,75.2.104.177,/,550849087,99.83.132.111,278,False,https://myprivacy.dpgmediagroup.net/consent?siteKey=tafjdbp1v2jwo1ff&callbackUrl=https%3A%2F%2Fwww.dpgmediagroup.com%2Fprivacygate-confirm%3FredirectUri%3D%252F,Google Tag Manager,,,,,,,,
icc-4-47-3211.dpgmedia.be,DPG Media Privacy Gate,200,8907,myprivacy.dpgmediagroup.net,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-20T01:49:26Z,2023-07-19T01:49:25Z,CN=myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,myprivacy.dpgmediagroup.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e10b0afa04de64802e70a9eb970cd205,4e0985e4753ae6844b49ee4b8461b92429f0f905493e8c6d440454948e66e6a3,ctls,myprivacy.dpgmediagroup.net,80,http://icc-4-47-3211.dpgmedia.be:80,http,text/html,GET,75.2.104.177,/,26951640,99.83.132.111,278,False,https://myprivacy.dpgmediagroup.net/consent?siteKey=tafjdbp1v2jwo1ff&callbackUrl=https%3A%2F%2Fwww.dpgmediagroup.com%2Fprivacygate-confirm%3FredirectUri%3D%252F,Google Tag Manager,,,,,,,,
