new,host,ttl,a,soa,status_code,cdn,cdn-name,cname,mx,ns,txt
,o16.ptr7471.discord.com,300,149.72.251.68,"{'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,o17.ptr8588.discord.com,300,192.254.120.211,"{'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,o18.ptr2300.discord.com,300,149.72.170.116,"{'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,o19.ptr4192.discord.com,300,149.72.170.132,"{'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,o20.ptr1353.discord.com,300,149.72.138.241,"{'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,o21.ptr6759.discord.com,300,149.72.170.220,"{'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,o22.ptr2763.discord.com,300,149.72.228.79,"{'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,o23.ptr1336.discord.com,300,149.72.240.113,"{'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,o24.ptr4166.discord.com,300,149.72.245.239,"{'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,pax.discord.com,300,"162.159.138.232, 162.159.137.232, 162.159.135.232, 162.159.128.233, 162.159.136.232","{'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,printer.discord.com,300,"162.159.138.232, 162.159.136.232, 162.159.135.232, 162.159.137.232, 162.159.128.233","{'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,prod-wf1.discord.com,300,"63.35.51.142, 52.17.119.105, 34.249.200.254","{'name': 'webflow.com', 'ns': 'ns-1078.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'webflow.com', 'ns': 'ns-1078.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'webflow.com', 'ns': 'ns-1078.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'webflow.com', 'ns': 'ns-1078.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'webflow.com', 'ns': 'ns-1078.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,"proxy-ssl.webflow.com, proxy-ssl-geo.webflow.com",,,
,prod-wf2.discord.com,300,"34.249.200.254, 52.17.119.105, 63.35.51.142","{'name': 'webflow.com', 'ns': 'ns-1078.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'webflow.com', 'ns': 'ns-1078.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'webflow.com', 'ns': 'ns-1078.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,"proxy-ssl.webflow.com, proxy-ssl-geo.webflow.com",,,
,prod-wf3.discord.com,154,"34.249.200.254, 52.17.119.105, 63.35.51.142","{'name': 'webflow.com', 'ns': 'ns-1078.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'webflow.com', 'ns': 'ns-1078.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'webflow.com', 'ns': 'ns-1078.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'webflow.com', 'ns': 'ns-1078.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'webflow.com', 'ns': 'ns-1078.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'webflow.com', 'ns': 'ns-1078.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,"proxy-ssl.webflow.com, proxy-ssl-geo.webflow.com",,,
,ptb.discord.com,1800,,"{'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,purochile.discord.com,1800,,"{'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,v=spf1 -all
,safety.discord.com,1800,,"{'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,seo.discord.com,300,"162.159.137.232, 162.159.136.232, 162.159.128.233, 162.159.135.232, 162.159.138.232","{'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,snowgiving-2022.discord.com,1800,,"{'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,v=spf1 -all
,snowsgiving-tale-2022-da.discord.com,300,"162.159.128.233, 162.159.135.232, 162.159.136.232, 162.159.137.232, 162.159.138.232","{'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,snowsgiving-tale-2022-de.discord.com,300,"162.159.135.232, 162.159.128.233, 162.159.137.232, 162.159.136.232, 162.159.138.232","{'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,snowsgiving-tale-2022-en.discord.com,300,"162.159.138.232, 162.159.136.232, 162.159.128.233, 162.159.135.232, 162.159.137.232","{'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'discord.com', 'ns': 'gabe.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348375106, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
