new,host,a,aaaa,cname,soa,status_code,cdn,cdn-name,txt,mx,caa,ns
[x],r102.email.arket.com,172.82.238.102,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-1527.awsdns-62.org, ns-1856.awsdns-40.co.uk, ns-261.awsdns-32.com, ns-653.awsdns-17.net"
[x],r102.mail.arket.com,172.82.238.102,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r103.email.hm.com,172.82.232.103,,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r103.email.monki.com,172.82.238.103,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r103.mail.monki.com,172.82.238.103,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r104.email.monki.com,172.82.238.104,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r104.mail.monki.com,172.82.238.104,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r105.email.monki.com,,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r106.mail.weekday.com,,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r107.email.weekday.com,172.82.238.107,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-1527.awsdns-62.org, ns-1856.awsdns-40.co.uk, ns-261.awsdns-32.com, ns-653.awsdns-17.net"
[x],r107.mail.weekday.com,172.82.238.107,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r108.email.weekday.com,172.82.238.108,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r108.mail.weekday.com,172.82.238.108,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r130.email.hm.com,,,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r131.email.hm.com,172.82.232.131,,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r137.newsletters.weekday.com,172.82.232.137,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r138.newsletters.weekday.com,172.82.232.138,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r140.email.hm.com,172.82.232.140,,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r141.email.hm.com,172.82.232.141,,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r142.email.hm.com,172.82.232.142,,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r150.email.hm.com,172.82.230.150,,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r152.email.hm.com,172.82.230.152,,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r187.email.arket.com,172.82.226.187,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r188.email.monki.com,172.82.226.188,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r188.mail.monki.com,172.82.226.188,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r189.email.monki.com,172.82.226.189,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r189.mail.monki.com,172.82.226.189,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r190.email.weekday.com,172.82.226.190,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r191.email.hm.com,172.82.227.191,,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r194.email.stories.com,172.82.226.194,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r194.mail.stories.com,172.82.226.194,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r195.email.stories.com,172.82.226.195,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r196.email.stories.com,172.82.226.196,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r196.mail.stories.com,172.82.226.196,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r200.email.hm.com,172.82.227.200,,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r201.email.hm.com,,,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r202.email.hm.com,172.82.227.202,,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r203.email.hm.com,172.82.227.203,,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r210.email.hm.com,172.82.227.210,,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r211.email.hm.com,,,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r212.email.hm.com,,,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r213.email.hm.com,172.82.227.213,,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],rds-tn1-se.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],rds-tn1-us.hm.com,67.133.196.20,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],rds-tn2-hk.hm.com,193.183.144.156,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],rds-tn2-se.hm.com,194.103.63.189,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],rds-tn2-us.hm.com,67.133.196.21,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],rental.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],res.email.arket.com,"52.31.197.73, 52.214.192.194",,"handm-mid-prod13-t.adobe-campaign.com, handm-mid-prod13-cus.campaign.adobe.com, handm-mid-customer-9wnwx23fyl9q-1834606844.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],rewear.hm.com,"108.157.4.97, 108.157.4.28, 108.157.4.57, 108.157.4.85",,production5371.hm-rewear.com,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"amazonaws.com, amazontrust.com, awstrust.com, amazon.com",
[x],rowelltrans.hm.com,194.103.63.136,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],rsvp.weekday.com,79.99.0.3,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],rt2-t.autoemail.cos.com,"52.51.130.243, 52.211.53.18",,"handm-rt-prod11-t.adobe-campaign.com, handm-rt-prod11-cus.campaign.adobe.com, handm-rt-customer-zhvohg75ajy1-758459008.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],rt2-t.email.hm.com,"52.51.130.243, 52.211.53.18",,"hetm-rt2-t.neolane.net, handm-rt-prod11-t.adobe-campaign.com, handm-rt-prod11-cus.campaign.adobe.com, handm-rt-customer-zhvohg75ajy1-758459008.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],s.hm.com,"63.140.62.135, 63.140.62.160, 63.140.62.164",,hm.com.sc.omtrdc.net,"ns201.adobe.net, hostmaster.adobe.com",NOERROR,,,,,,
[x],sbc.hm.com,194.103.63.27,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],sc.hm.com,"63.140.62.160, 63.140.62.164, 63.140.62.135",,hm.com.ssl.sc.omtrdc.net,"ns201.adobe.net, hostmaster.adobe.com",NOERROR,,,,,,
[x],scheduler.afound.com,"13.107.237.45, 13.107.238.45","2620:1ec:4e:1::45, 2620:1ec:4f:1::45","prod-global-afd-afound-onlinestore.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,
[x],sellercenter.afound.com,20.50.64.20,,"prod-ne-webapp-sellerkyc.azurewebsites.net, waws-prod-db3-203.sip.azurewebsites.windows.net, waws-prod-db3-203-2e6d.northeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,
[x],seo-editor.weekday.com,23.222.49.110,"2a02:26f0:c900:29f::2ef0, 2a02:26f0:c900:289::2ef0","seo-editor.weekday.com.edgekey.net, e12016.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],shop.hm.com,"2.16.238.22, 2.16.238.7",,"shop.hm.com.edgesuite.net, a1075.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],shop.monki.com,23.208.149.244,,monki.com,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,"MS=ms70181905, v=spf1 include:spf.protection.outlook.com include:_spf.anpdm.com include:spf.qb-feedback.com include:_spf.questback.net ip4:212.16.165.71 ip4:212.16.165.72 ip4:193.234.233.154 ip4:193.234.233.155 -all, miro-verification=a768d89c4db6833b7b5132bc405f2c4a4faa4c78, google-site-verification=bW-Lu6Tq_fnLjNcLb9KGiqdRAB6NRFBn01d7KPuH83c, facebook-domain-verification=6m15tff05c9mln3d49xfpfzr5qkjim, google-site-verification=cPahG89ppG8tmNRPYNdcuo0vDBXauhdbyQst7mfP96Q, f+Xbk2/SL9TWhfv9QT9r3R4NdzrCNov/TTaLAHVveq4IYHtEdWoTK2CV4FBKMBHysEc9Y9iN4OGkOpVIjywa0w==, atlassian-domain-verification=rXgVxegDgh2fm4nQaoSlS90nXn0F6BYiJPHz4hjMlzVu2I0+kSuZP0TnhjyUSZGp, adobe-idp-site-verification=e1bdf701-0377-46b4-8765-58ba91ab27e5, google-site-verification=pFD0tlrnwxlI1cOqRFlMKcsyzJ6zSI_hU2TN0sxobhM, bLGr85rNIhl4oLCGUpYMbjbqFup3ArrInF6RsJK7p/246Ux3rRN5zl+Dod2UMsCmHXdRZqCoHBDJQTdoZHg0BA==",monki-com.mail.protection.outlook.com,,"a5-65.akam.net, a11-66.akam.net, a1-139.akam.net, a28-64.akam.net, a8-66.akam.net, a12-67.akam.net"
[x],shop.weekday.com,23.42.205.70,,"shop.weekday.com.edgekey.net, e987.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],showroom.hm.com,40.68.83.182,,"productsearchtool.hmgroup.com, 52388999-3887-4fcf-b8aa-91f4b7a1aa38.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,
[x],sip.afound.com,52.112.192.139,2603:1027:0:48::20,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,,
[x],sip.arket.com,52.112.192.11,2603:1027:0:48::20,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,,
[x],sip.hm.com,52.112.192.139,2603:1027:0:48::20,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,,
[x],sip.monki.com,52.112.70.75,"2603:1037:0:7::b, 2603:1037::b, 2603:1037:0:a::b, 2603:1037:0:2::b, 2603:1037:0:15::c, 2603:1037:0:5::b, 2603:1037:0:c::f, 2603:1037:0:6::b",sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,,
[x],sip.stories.com,52.112.192.139,2603:1027:0:48::20,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,,
[x],sip.weekday.com,52.112.193.13,2603:1027:0:48::20,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,,
[x],sit-assets.stories.com,152.199.21.175,2606:2800:233:1cb7:261b:1f9c:2074:3c,"asset-dreamcatcher-stories-sit.azureedge.net, asset-dreamcatcher-stories-sit.ec.azureedge.net, scdn1aeb9.wpc.b6766.iotacdn.net, sni1gl.wpc.iotacdn.net","ns1.iotacdn.net, noc.edgecast.com",NOERROR,,,,,,
[x],sit-assets.weekday.com,152.195.19.97,2606:2800:233:1cb7:261b:1f9c:2074:3c,"asset-dreamcatcher-weekday-sit.azureedge.net, asset-dreamcatcher-weekday-sit.ec.azureedge.net, scdn1aeb3.wpc.b6766.iotacdn.net, sni1gl.wpc.iotacdn.net","ns1.iotacdn.net, noc.edgecast.com",NOERROR,,,,,,
[x],sit-m.hm.com,92.123.234.110,"2a02:26f0:c900:290::6ae, 2a02:26f0:c900:292::6ae","sit-m.hm.com.edgekey.net, e1710.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],sit-staging-m.hm.com,104.103.165.149,"2a02:26f0:3100:680::6ae, 2a02:26f0:3100:684::6ae","sit-m.hm.com.edgekey-staging.net, e1710.dscb.akamaiedge-staging.net","n0dscb.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],sit-staging-tablet.hm.com,104.103.165.149,"2a02:26f0:3100:684::6ae, 2a02:26f0:3100:680::6ae","sit-tablet.hm.com.edgekey-staging.net, e1710.dscb.akamaiedge-staging.net","n0dscb.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],sit-staging-www.hm.com,104.103.165.149,"2a02:26f0:3100:680::6ae, 2a02:26f0:3100:684::6ae","sit-www.hm.com.edgekey-staging.net, e1710.dscb.akamaiedge-staging.net","n0dscb.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],sit-tablet.hm.com,23.218.146.30,"2600:1408:7400:199::6ae, 2600:1408:7400:191::6ae","sit-tablet.hm.com.edgekey.net, e1710.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],sit-www.cos.com,"95.101.111.179, 95.101.111.153","2a02:26f0:480:d::210:f148, 2a02:26f0:480:d::210:f152","sit-www.cos.com.edgekey.net, e93166.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],sit-www.hm.com,23.48.15.238,"2a02:26f0:1700:180::6ae, 2a02:26f0:1700:1b8::6ae","sit-www.hm.com.edgekey.net, e1710.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],sit.aemcomm.hm.com,,,"syt-aemcomm.hm.com, syt-aemcomm.hm.com.edgesuite.net, a279.dscr.akamai.net","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],sit.supplierprofile.hm.com,20.50.2.64,,"app-selfadmin-sit-eu-wgyjxb.azurewebsites.net, waws-prod-am2-455.sip.azurewebsites.windows.net, waws-prod-am2-455-d0d2.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,
[x],smetrics.hm.com,"63.140.62.164, 63.140.62.160, 63.140.62.135",,"hm.com.102.112.2o7.net, data.102.112.2o7.net","ns201.adobe.net, dnsadmin.omniture.com",NOERROR,,,,,,
[x],social.afound.com,23.222.56.166,"2a02:26f0:c900:28f::2abf, 2a02:26f0:c900:29e::2abf","social.hm.com.edgekey.net, e10943.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],social.arket.com,23.222.56.166,"2a02:26f0:c900:29e::2abf, 2a02:26f0:c900:28f::2abf","social.hm.com.edgekey.net, e10943.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],social.hm.com,104.105.36.146,"2600:1408:7400:199::2abf, 2600:1408:7400:1aa::2abf","social.hm.com.edgekey.net, e10943.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],social.monki.com,23.218.126.104,"2600:1408:7400:1aa::2abf, 2600:1408:7400:199::2abf","social.hm.com.edgekey.net, e10943.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],social.stories.com,104.102.39.46,"2a02:26f0:1700:19e::2abf, 2a02:26f0:1700:1b8::2abf","social.hm.com.edgekey.net, e10943.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],social.weekday.com,104.102.39.46,"2a02:26f0:1700:19e::2abf, 2a02:26f0:1700:1b8::2abf","social.hm.com.edgekey.net, e10943.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],socialtest.stories.com,,,,,NOERROR,,,,,,
[x],sorted.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],spc.hm.com,194.103.63.96,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],spc.supplierportal.hm.com,194.103.63.29,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],splashpage.hm.com,40.68.214.185,,"splashpage.trafficmanager.net, splashpage-eu.azurewebsites.net, waws-prod-am2-067.vip.azurewebsites.windows.net, waws-prod-am2-067.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,
[x],ssgamf.stories.com,178.250.7.13,2a02:2638:d::d,"dnsdelegation.io, gum.criteo.com, gum.fr3.vip.prod.criteo.com, gum.nl3.vip.prod.criteo.com","ns23.criteo.com, dns.criteo.com",NOERROR,,,,,digicert.com,
[x],stage-about.hm.com,,,"stage-about.hm.com.edgekey.net, e1710.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],stage-career.hm.com,104.81.103.221,"2a02:26f0:d8:1086::6ae, 2a02:26f0:d8:108b::6ae","stage-career.hm.com.edgekey.net, e1710.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],stage-press.arket.com,23.57.19.56,"2a02:26f0:b80:29f::119f, 2a02:26f0:b80:288::119f","stage-press.arket.com-1.edgekey.net, e4511.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],stage-press.stories.com,23.197.13.187,,"stage-press.stories.com.edgekey.net, e1814.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],stage-staging-m.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],stage-staging-tablet.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],stage-staging-www.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],stage-tablet.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],stage-www.cos.com,72.246.174.74,"2a02:26f0:c900:288::119f, 2a02:26f0:c900:290::119f","stage-www.cos.com.edgekey.net, e4511.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],stage-www.hm.com,23.222.32.199,"2a02:26f0:7100:8ba::6ae, 2a02:26f0:7100:886::6ae","stage-www.hm.com-bg.edgekey.net, e1710.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],stage.hm.com,194.103.63.125,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],staging-about.hm.com,,"2a02:26f0:3100:684::6ae, 2a02:26f0:3100:680::6ae","about.hm.com.edgekey-staging.net, e1710.dscb.akamaiedge-staging.net","n0dscb.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],staging-android.hm.com,2.17.180.99,"2a02:26f0:3500:896::6ae, 2a02:26f0:3500:88a::6ae","quarantined.hm.com.edgekey.net, e1710.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],staging-api.hm.com,,"2a02:26f0:3100:680::6ae, 2a02:26f0:3100:684::6ae","staging-api.hm.com.edgekey-staging.net, e1710.dscb.akamaiedge-staging.net",,NOERROR,,,,,,
[x],staging-career.cos.com,95.101.176.49,"2a02:26f0:480:384::716, 2a02:26f0:480:38f::716","staging-career.cos.com.edgekey.net, e1814.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],staging-files.hm.com,,,"files.hm.com.edgekey.net, e1710.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],staging-ios.hm.com,23.48.15.238,"2a02:26f0:3500:896::6ae, 2a02:26f0:3500:88a::6ae","quarantined.hm.com.edgekey.net, e1710.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],staging-m.hm.com,104.103.165.149,"2a02:26f0:3100:684::6ae, 2a02:26f0:3100:680::6ae","staging-m.hm.com.edgekey-staging.net, e1710.dscb.akamaiedge-staging.net","n0dscb.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],staging-press.cos.com,95.101.176.49,"2a02:26f0:ab00:4ae::716, 2a02:26f0:ab00:4a6::716","staging-press.cos.com.edgekey.net, e1814.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],staging-tablet.hm.com,104.103.165.149,"2a02:26f0:3100:680::6ae, 2a02:26f0:3100:684::6ae","staging-tablet.hm.com.edgekey-staging.net, e1710.dscb.akamaiedge-staging.net","n0dscb.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],step.hm.com,83.231.160.179,,hmstep-sso.credit360.com,"ns-345.awsdns-43.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],stories.com,"2.18.12.200, 95.100.168.65, 2.16.40.66, 84.53.139.66, 184.26.160.67, 95.100.173.64","2600:1403:a::42, 2600:1480:d800::40",,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,"facebook-domain-verification=m66zdrz9nmv1w4mg272755uj1quwnx, google-site-verification=nt9HIond-DRKoj_SwU38kRm-AQGCcX2FDky2_qPwUGY, GASwJYNyaGSjrkHTg3eVBg8DzuiAVXB/Pmc6lXoCKZQGe+REPPnldxv6rU96UkFttqcmMoywhLO5mNMImAIy+Q==, v=spf1 include:spf.protection.outlook.com include:_spf.anpdm.com include:spf.qb-feedback.com include:_spf.questback.net ip4:193.234.233.154 ip4:193.234.233.155 ip4:88.131.62.128/25 ip4:208.185.235.44 ip4:123.111.139.1, 13 ip4:123.111.139.129 ip4:123.111.139.91 ip4:123.111.139.92 ip4:123.111.138.223 ip4:123.111.176.92 -all, MS=ms86739643, adobe-idp-site-verification=7b7b2033-8661-429b-abd2-4710e5223f8c, j4013hht62qdkqk7r53qfzvw9f3ys9z2, google-site-verification=Dhh2_Qg6QFQK7uq2INC8lsaLhcG9yEOZGHgPJGc0yVg, miro-verification=ac0fb18d94f134f021d2bcbe151593bbbe3d9e1f, wTMZWiVjSatroTQYjwLAvEXQfLe/WUfSbUpMckwApY5TPJltBVWl6Ee5XpzTkoas2KkeHaQh/9fgwR0E+SLGcw==, atlassian-domain-verification=rXgVxegDgh2fm4nQaoSlS90nXn0F6BYiJPHz4hjMlzVu2I0+kSuZP0TnhjyUSZGp",stories-com.mail.protection.outlook.com,,"a8-66.akam.net, a12-67.akam.net, a11-66.akam.net, a5-65.akam.net, a28-64.akam.net, a1-139.akam.net"
[x],streaming.backstage.hm.com,,,"san-ion.noicp.scene7.com.edgekey.net, e2740.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],sts1.hm.com,,,sts1.gslb.hm.com,,NOERROR,,,,,,
[x],stspreprod1.gslb.hm.com,193.183.144.74,,,,NOERROR,,,,,,
[x],stspreprod1.hm.com,185.134.16.74,,stspreprod1.gslb.hm.com,,NOERROR,,,,,,
[x],supplierportalmaintenance.hm.com,104.102.19.185,"2a02:26f0:1700:186::716, 2a02:26f0:1700:1b0::716","supplierportalmaintenance.hm.com.edgekey.net, e1814.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],supplierportalpublic.hm.com,92.123.234.110,"2a02:26f0:c900:292::6ae, 2a02:26f0:c900:290::6ae","supplierportalpublic.hm.com.edgekey.net, e1710.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],supplierportalstage.hm.com,104.78.191.47,"2600:1408:7400:191::6ae, 2600:1408:7400:199::6ae","supplierportalstage.hm.com.edgekey.net, e1710.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],supplierprofile.hm.com,20.212.64.7,,"app-selfadmin-prod-v2-sg-gjd1gn.azurewebsites.net, waws-prod-sg1-079.sip.azurewebsites.windows.net, waws-prod-sg1-079-1a07.southeastasia.cloudapp.azure.com","ns1-01.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,
[x],syt-images.cos.com,23.222.37.176,"2a02:26f0:c900:288::119f, 2a02:26f0:c900:290::119f","syt-images.cos.com.edgekey.net, e4511.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],syt-images.stories.com,23.52.159.36,"2600:1408:9000:799::3db, 2600:1408:9000:79c::3db","syt-images.stories.com.edgekey.net, e987.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],sytt-asm.arket.com,23.6.75.142,,"sytt-www.arket.com, sytt-www.arket.com.edgekey.net, e4511.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],sytt-asm.monki.com,23.215.21.246,,"sytt-www.monki.com, sytt-www.monki.com.edgekey.net, e4511.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],sytt-asm.stories.com,72.246.174.74,,"sytt-www.stories.com, sytt-www.stories.com.edgekey.net, e4511.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],sytt-cll.arket.com,23.196.245.78,,"sytt-cll.arket.com.edgekey.net, e6367.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],sytt-cll.monki.com,104.78.190.242,,"sytt-cll.monki.com.edgekey.net, e6367.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
