new,host,a,aaaa,cname,soa,status_code,cdn,cdn-name,txt,mx,caa,ns
[x],clickandmeet.hm.com,"13.107.237.44, 13.107.238.44","2620:1ec:4e:1::44, 2620:1ec:4f:1::44","clickandmeet.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,
[x],clickandmeet.stories.com,"13.107.238.44, 13.107.237.44",,"clickandmeet.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net",,NOERROR,,,,,,
[x],clickandmeet.weekday.com,"13.107.238.67, 13.107.237.67","2620:1ec:4f:1::67, 2620:1ec:4e:1::67","clickandmeet.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0039.t-0009.fdv2-t-msedge.net, part-0039.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,
[x],cll.arket.com,23.218.130.226,,"cll.arket.com.edgekey.net, e987.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],cll.monki.com,23.208.149.244,,"cll.monki.com.edgekey.net, e987.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],cll.stories.com,23.42.205.70,,"cll.stories.com.edgekey.net, e987.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],co.hm.com,"179.191.189.65, 179.191.181.65, 212.102.54.14",,"co.hm.com.cdn.vtex.com, rh5orzqadn.map.azionedge.net","ns1.azionedge.net, admin.azion.com",NOERROR,,,,,,
[x],community.monki.com,"23.53.41.242, 23.53.42.35",,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],compliance.arket.com,20.50.2.3,,"prod-complianceweb.azurewebsites.net, waws-prod-am2-333.sip.azurewebsites.windows.net, waws-prod-am2-333-kale.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,
[x],compliance.hm.com,20.50.2.3,,"prod-complianceweb.azurewebsites.net, waws-prod-am2-333.sip.azurewebsites.windows.net, waws-prod-am2-333-kale.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,
[x],compliance.monki.com,20.50.2.3,,"prod-complianceweb.azurewebsites.net, waws-prod-am2-333.sip.azurewebsites.windows.net, waws-prod-am2-333-kale.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,
[x],compliance.stories.com,20.50.2.3,,"prod-complianceweb.azurewebsites.net, waws-prod-am2-333.sip.azurewebsites.windows.net, waws-prod-am2-333-kale.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,
[x],console.stories.com,"54.241.158.69, 52.52.5.33",,app7.creatoriq.com,"ns-991.awsdns-59.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],customerservice.co.hm.com,"52.7.59.58, 3.228.246.160, 54.161.216.17, 3.221.114.227, 54.211.181.155",,"fdus-lb78-d78.freshdesk.com, fwfd-use1-lb214.freshdesk.com","ns-350.awsdns-43.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],customerservice.pe.hm.com,"3.228.246.160, 54.161.216.17, 52.7.59.58, 54.211.181.155, 3.221.114.227",,"fdus-lb78-d77.freshdesk.com, fwfd-use1-lb214.freshdesk.com","ns-350.awsdns-43.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],customerservice.uy.hm.com,"3.221.114.227, 3.228.246.160, 52.7.59.58, 54.211.181.155, 54.161.216.17",,"fdus-lb78-d79.freshdesk.com, fwfd-use1-lb214.freshdesk.com",,NOERROR,,,,,,
[x],cutie.hm.com,51.105.100.169,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,True,azure,,,,
[x],dam.hm.com,52.157.77.70,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,True,azure,,,,
[x],damint.hm.com,51.124.163.196,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,True,azure,,,,
[x],damper.hm.com,104.40.245.69,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,True,azure,,,,
[x],damsearch.hm.com,51.145.241.205,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,True,azure,,,,
[x],data.eg.hm.com,"216.239.32.21, 216.239.34.21, 216.239.36.21, 216.239.38.21","2001:4860:4802:34::15, 2001:4860:4802:38::15, 2001:4860:4802:36::15, 2001:4860:4802:32::15",,,NOERROR,,,,,,
[x],data.qa.hm.com,"216.239.32.21, 216.239.34.21, 216.239.36.21, 216.239.38.21","2001:4860:4802:38::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:32::15",,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,google-site-verification=NaabPmgWxf1z3tIJHrGGyHAZFcVgPKVlX-UPzLuFyA0,,,
[x],de2-asm.hm.com,104.102.23.153,"2a02:26f0:3500:294::b54, 2a02:26f0:3500:29d::b54","de2-www2.hm.com, de2-www2.hm.com.edgekey.net, e2900.dscb.akamaiedge.net",,NOERROR,,,,,,
[x],de2-m2.hm.com,104.102.23.153,"2a02:26f0:480:b8f::b54, 2a02:26f0:480:ba7::b54","de2-m2.hm.com.edgekey.net, e2900.dscb.akamaiedge.net",,NOERROR,,,,,,
[x],demdex.hm.com,"2.16.106.162, 2.16.106.225","2a02:26f0:fe00::5c7a:6531, 2a02:26f0:fe00::5c7a:650a","demdex.hm.com.edgesuite.net, a664.dscr.akamai.net","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],dev-api.hm.com,2.17.180.99,"2a02:26f0:b80:29b::6ae, 2a02:26f0:b80:28b::6ae","dev-api.hm.com.edgekey.net, e1710.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],dev-www.cos.com,"62.115.252.67, 62.115.252.26",,"dev-www.cos.com.edgekey.net, e64543.dsca.akamaiedge.net",,NOERROR,,,,,,
[x],dev-www2.hm.com,23.48.15.238,"2a02:26f0:1700:180::6ae, 2a02:26f0:1700:1b8::6ae","dev-www2.hm.com.edgekey.net, e1710.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],dev1-cll.arket.com,104.81.214.180,,"dev1-cll.arket.com.edgekey.net, e6367.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],dev1-cll.stories.com,104.81.214.180,,"dev1-cll.stories.com.edgekey.net, e6367.b.akamaiedge.net",,NOERROR,,,,,,
[x],dev1-cll.weekday.com,23.222.40.232,,"dev1-cll.weekday.com.edgekey.net, e6367.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],dev1-www.arket.com,23.215.21.246,,"dev1-www.arket.com.edgekey.net, e4511.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],dev1-www.cos.com,72.246.174.74,,"dev1-www.cosstores.com, dev1-www.cosstores.com.edgekey.net, e4511.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],dev1-www.monki.com,23.215.21.246,,"dev1-www.monki.com.edgekey.net, e4511.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],dev2-cll.arket.com,104.88.24.24,,"dev2-cll.arket.com.edgekey.net, e6367.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],dev2-cll.stories.com,23.201.245.74,,"dev2-cll.stories.com.edgekey.net, e6367.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],dev2-cll.weekday.com,23.196.245.78,,"dev2-cll.weekday.com.edgekey.net, e6367.b.akamaiedge.net",,NOERROR,,,,,,
[x],dev2-www.monki.com,23.215.21.246,,"dev2-www.monki.com.edgekey.net, e4511.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],dev2-www.weekday.com,104.81.213.48,,"dev2-www.weekday.com.edgekey.net, e4511.b.akamaiedge.net",,NOERROR,,,,,,
[x],dev3-asm.arket.com,23.53.61.124,,"dev3-www.arket.com, dev3-www.arket.com.edgekey.net, e4511.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],dev3-asm.monki.com,104.81.213.48,,"dev3-www.monki.com, dev3-www.monki.com.edgekey.net, e4511.b.akamaiedge.net",,NOERROR,,,,,,
[x],dev3-asm.stories.com,23.53.61.124,,"dev3-www.stories.com, dev3-www.stories.com.edgekey.net, e4511.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],dev3-asm.weekday.com,23.6.75.142,,"dev3-www.weekday.com, dev3-www.weekday.com.edgekey.net, e4511.b.akamaiedge.net",,NOERROR,,,,,,
[x],dev3-cll.arket.com,23.42.195.166,,"dev3-cll.arket.com.edgekey.net, e6367.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],dev3-cll.monki.com,23.196.245.78,,"dev3-cll.monki.com.edgekey.net, e6367.b.akamaiedge.net",,NOERROR,,,,,,
[x],dev3-cll.stories.com,23.196.245.78,,"dev3-cll.stories.com.edgekey.net, e6367.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],dev3-cll.weekday.com,23.218.119.223,,"dev3-cll.weekday.com.edgekey.net, e6367.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],dev3-www.arket.com,23.206.108.169,,"dev3-www.arket.com.edgekey.net, e4511.b.akamaiedge.net",,NOERROR,,,,,,
[x],dev3-www.cos.com,"2.20.142.90, 2.20.142.107",,"dev3-www.cos.com.edgekey.net, e93166.dsca.akamaiedge.net",,NOERROR,,,,,,
[x],dev3-www.stories.com,23.206.108.169,,"dev3-www.stories.com.edgekey.net, e4511.b.akamaiedge.net",,NOERROR,,,,,,
[x],dev3-www.weekday.com,72.246.174.74,,"dev3-www.weekday.com.edgekey.net, e4511.b.akamaiedge.net",,NOERROR,,,,,,
[x],devoluciones.cl.hm.com,"34.196.25.50, 52.22.102.72",,domains.reversso.com,"ns-1575.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],emarketing.stories.com,23.210.123.55,,"emarketing.stories.com.edgekey.net, e12016.dsca.akamaiedge.net",,NOERROR,,,,,,
[x],ews.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],files.arket.com,,,"files.arket.com.edgekey.net, e987.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],files.hm.com,,,"files.hm.com.edgekey.net, e1710.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],files.weekday.com,,,"files.weekday.com.edgekey.net, e987.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],files3.hm.com,,,"files.hm.com, files.hm.com.edgekey.net, e1710.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],files4.hm.com,,,"files.hm.com, files.hm.com.edgekey.net, e1710.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],fwdkim1.hm.com,,,spfmx1.domainkey.freshemail.io,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,v=spf1 include:sendgrid.net include:fdspfus.freshemail.io include:fdspfeuc.freshemail.io include:fdspfind.freshemail.io include:fdspfaus.freshemail.io ~all,"mxb.freshdesk.com, mx.sendgrid.net, mxa.freshdesk.com",,
[x],gdt.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],git.mcs.hm.com,,,"prod16.aws.hm.com, ec2-54-217-131-45.eu-west-1.compute.amazonaws.com","dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,
[x],global1.afound.com,,,,"a1-139.akam.net, hostmaster.hm.com",NOERROR,,,v=spf1 include:spf.sendinblue.com mx ~all,global1.afound.com,,
[x],global2.afound.com,,,,"a1-139.akam.net, hostmaster.hm.com",NOERROR,,,v=spf1 include:spf.sendinblue.com mx ~all,global2.afound.com,,
[x],global3.afound.com,,,,"a1-139.akam.net, hostmaster.hm.com",NOERROR,,,v=spf1 include:spf.sendinblue.com mx ~all,global3.afound.com,,
[x],global4.afound.com,,,,"a1-139.akam.net, hostmaster.hm.com",NOERROR,,,v=spf1 include:spf.sendinblue.com mx ~all,global4.afound.com,,
[x],gtm-goep-link1.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],gtm-prd-link1.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],hm.com,,,,,NOERROR,,,"atlassian-domain-verification=rXgVxegDgh2fm4nQaoSlS90nXn0F6BYiJPHz4hjMlzVu2I0+kSuZP0TnhjyUSZGp, google-site-verification=oYrxRuXwpqE5Q8z9N-JWNRptC8JsZKOul92phlJaMAQ, google-site-verification=3yuYIJ0JglKgU5MrUl1pEz_szYTXQn_65JLdsn4_mhA, v=spf1 include:spf.protection.outlook.com include:_spf.anpdm.com include:spf.qb-feedback.com include:_shortspf.launchmetrics.com include:_spf-dc12.successfactors.com ip4:185.34.84.0/24 ip4:93.94.32.0/22 ip4:93.94.37.0/24 ip4:93.94.38.0/24,  ip4:124.74.245.194 ip4:88.131.62.128/25 ip4:208.185.229.0/24 ip4:208.185.235.0/24 ip4:81.134.195.88 ip4:212.247.0.219 ip4:212.247.0.223 ip4:212.247.0.242 ip4:212.247.0.243 ip4:209.11.206.190 ip4:149.72.137.124 ~all, MS=ms15393788, google-site-verification=o1Jp_A7nyaqyVx2iVsGeOE5AxYVVGuHHujPKgvGsACQ, onetrust-domain-verification=1ff189c74ebf4c888372e3bb707a4308, google-site-verification=1PG9sMvbbZpYR18r3jy1VeCvvn45EU_iLkMlVcqNdQc, onetrust-domain-verification=098f288143b740adb8f1b3222b1ced18, google-site-verification=boXPvNIfucnoZ_KaB4LlCxTBJ9WQFY4okNXggfxCCEE, facebook-domain-verification=qxfyzws0ptcxs8pbyl4k14jy4vsldi, adobe-idp-site-verification=6e80038b-44f6-419e-ae11-6ee6850aa026, google-site-verification=dR2q1jG9JAbxDT3yUBICWZU9dhQYhivHoyjIRhAVXRc, google-site-verification=UxSEyCRFug0oSQxH7k5JQRShc2r1ifQCMODJWxffdUs, nn2s2xlxwhyv1m6l7shys76393qh9800, google-site-verification=2OPt_a_jPijzWyhRBCUIvw7H4w2FU-BCJvBqwte0esA, aliyun-site-verification=e1c3e9df-a922-4e59-b137-bf160c374096, google-site-verification=hK6uvC3tJlvSUbtLpj5S3uiGchRLkKtadAkWcu2vhxE, G2bZpqGwWu85NIZJY33pbpdfJxTP/QLFV9n+x8RZjGP1SWkdErh7nAZnByGdIkqwVSKm/6isgl5TcIOxmIEnNA==, MS=ms57654797, apple-domain-verification=5QKtbSvIP6R1eKDM, google-site-verification=JDyauPZukgW5gK4zlhzTvoHS3XcpXcV0lgRhjKlLH3s, mX3c0tVJ24VTEcT8oMA5MhdhqRFZ7MvHdI3CwPfqDonreHEnz0A3t9kw2oOfgkaWiZJmXJJU82zTLG/g8Ra4cQ==, miro-verification=e4059dff7f2d29aec9f55eeae3914fa0ef366d54, wip.hm.com. 3600 IN DS 30096 10 2 d3bbf2a81ea8e1c5f829c3e5a823b9c03034ae5367eeb16c303daaada0215015, MS=ms87116262",hm-com.mail.protection.outlook.com,"awstrust.com, amazonaws.com, letsencrypt.org, amazontrust.com, globalsign.com, amazon.com, comodoca.com, digicert.com","a12-67.akam.net, a1-139.akam.net, a8-66.akam.net, a28-64.akam.net, a11-66.akam.net, a5-65.akam.net"
[x],hm.storelocator.hm.com,,,"storelocator.hm.com.edgekey.net, e7810.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],hr.tw.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,True,azure,,,,
[x],hrm.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],hrmsystemadmintest.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],hrmtest.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],hrmutb.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],iam.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],iccb2b.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],id.hm.com,,,"id.hm.com.edgekey.net, e1814.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],idservice.arket.com,,,"arketprodidservice.azurewebsites.net, waws-prod-am2-361.sip.azurewebsites.windows.net, waws-prod-am2-361-3d79.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,
[x],idservice.cos.com,,,"cosstoresprodidservice.azurewebsites.net, waws-prod-am2-395.sip.azurewebsites.windows.net, waws-prod-am2-395-8999.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,
[x],il.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,v=spf1 include:_netblocks.eloqua.com -all,s141717539.m.en25.com,,
[x],image.backstage.hm.com,,,"san-ion.noicp.scene7.com.edgekey.net, e2740.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],images-dev.afound.com,,,"dev-neurope-afound-cdn.azureedge.net, dev-neurope-afound-cdn.afd.azureedge.net, star-azureedge-prod.trafficmanager.net, shed.dual-low.part-0039.t-0009.fdv2-t-msedge.net, part-0039.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,
[x],images.afound.com,,,"prod-neurope-afound-cdn.azureedge.net, prod-neurope-afound-cdn.afd.azureedge.net, star-azureedge-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,
[x],images.cos.com,,,"images.cos.com.edgekey.net, e11993.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],img.global2.afound.com,,,img.mailin.fr,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,"globalsign.com, digicert.com, letsencrypt.org, comodoca.com, entrust.net",
[x],img.global3.afound.com,,,img.mailin.fr,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,"entrust.net, globalsign.com, letsencrypt.org, comodoca.com, digicert.com",
[x],img.global4.afound.com,,,img.mailin.fr,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,"letsencrypt.org, comodoca.com, digicert.com, entrust.net, globalsign.com",
[x],influencers.stories.com,,,app7.creatoriq.com,"ns-991.awsdns-59.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],int-app2.hm.com,,,"int-app2.hm.com.edgekey.net, e2900.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],int-images.cos.com,,,"int-images.cos.com.edgekey.net, e4511.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],int-images.stories.com,,,"int-images.stories.com.edgekey.net, e987.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],int-m2.hm.com,,,"int-m2.hm.com.edgekey.net, e2900.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],int-public.assets.hm.com,,,"int-pas.azureedge.net, int-pas.ec.azureedge.net, scdn100bf.wpc.a9349.omegacdn.net, sni1gl.wpc.omegacdn.net","ns1.omegacdn.net, noc.edgecast.com",NOERROR,,,,,,
[x],ionpoc-www2.hm.com,,,"ionpoc-www2.hm.com.edgekey.net, e2900.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],ios.hm.com,,"2a02:26f0:c900:290::6ae, 2a02:26f0:c900:292::6ae","quarantined.hm.com.edgekey.net, e1710.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],ipkisha2.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],jiraauth.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],jobs.arket.com,23.208.149.244,,"p11.com.edgekey.net, e987.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],kw.hm.com,,,kw.hm.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,
[x],launch.stories.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],letsremake.hm.com,,,hm-remake.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,
[x],link.weekday.com,,,"link-weekday-com.emarsys.net, suite57.emarsys.net","ns10.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,
[x],link2.weekday.com,,,"link2-weekday-com.emarsys.net, suite57.emarsys.net","ns10.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,
[x],login.au.cos.com,,,"cos-au.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,
[x],login.au.qa-www.cos.com,,,"test-cos-au.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,
[x],login.au.uat-www.cos.com,,,"preprod-cos-au.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, dual.part-0017.t-0009.t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.t-msedge.net",NOERROR,,,,,,
[x],login.eu.dev.weekday.com,,,"hm-il-dev-hpdzbcc0f7c6gaht.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,
[x],login.eu.qa.weekday.com,,,"hm-il-test-ebe3fxemd3g8anba.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, dual.part-0017.t-0009.t-msedge.net, part-0017.t-0009.t-msedge.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,,,,,,
[x],login.il.qa.hm.com,,,"hm-il-test-ebe3fxemd3g8anba.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, dual.part-0017.t-0009.t-msedge.net, part-0017.t-0009.t-msedge.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,,,,,,
[x],lp.arket.com,,,"lp.p11.com.edgekey.net, e987.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],lp.hm.com,,,"lp.hm.com.edgekey.net, e1710.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],lp.monki.com,,,"lp.monki.com.edgekey.net, e987.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],lp.stories.com,,,"lp.stories.com.edgekey.net, e987.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],lp2.hm.com,,,"lp2.hm.com.edgekey.net, e2712.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],lpe.hm.com,,,e1710.b.akamaiedge.net,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],lpp.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],lpp.supplierportal.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],lyncdiscover.afound.com,,,webdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,,
[x],lyncdiscover.arket.com,,,webdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,,
[x],lyncdiscover.monki.com,,2603:1027:0:48::21,webdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,,
[x],lyncdiscover.stories.com,,,webdir.online.lync.com,,NOERROR,,,,,,
[x],lyncdiscover.weekday.com,,,webdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,,
[x],m.email.arket.com,,,"handm-mid-prod13-m.adobe-campaign.com, handm-mid-prod13-cus.campaign.adobe.com, handm-mid-customer-9wnwx23fyl9q-1834606844.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],m.mail.arket.com,,,"appeaser-mid1-m.neolane.net, webproxy1-ukb1.neolane.net","ns-1439.awsdns-51.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],m.mail.monki.com,,,"appeaser-mid1-m.neolane.net, webproxy1-ukb1.neolane.net","ns-1439.awsdns-51.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],m2.hm.com,,,"m2.hm.com.edgekey.net, e2712.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],m4.email.hm.com,,,"handm-mid-prod9-m.adobe-campaign.com, handm-mid-prod9-cus.campaign.adobe.com, handm-mid-customer-kd6y93p65rw4-2087031615.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],mail.cos.com,,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"a.mx.p31.neolane.net, b.mx.p31.neolane.net",,"ns-1527.awsdns-62.org, ns-1856.awsdns-40.co.uk, ns-261.awsdns-32.com, ns-653.awsdns-17.net"
[x],mail1.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],mail89.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
