input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_wildcard_certificate,tls_mismatched,tls_expired,tls_self_signed,cdn_name,cdn,csp_domains_,final_url
autodiscover.stories.com,Outlook,200,58718,autodiscover.stories.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,2023-06-22T23:59:59Z,"CN=hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",hm.com,H & M Hennes & Mauritz AB,legacy.hm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5cfdd0b0bf3efa651a9efb7172895606,bb201ef70000359be637f136ba8e4d97b0b8195ef53ebcb40fc82058137655fa,ctls,autodiscover.stories.com,443,https://autodiscover.stories.com:443,https,Microsoft-IIS/10.0,text/html,GET,185.134.16.45,/,-1060578719,185.134.16.45,Windows Server,1404,False,,,,,,,,https://autodiscover.stories.com/owa/auth/logon.aspx?url=https%3a%2f%2fautodiscover.stories.com%2fowa%2f&reason=0
autodiscover.weekday.com,Outlook,200,58718,autodiscover.weekday.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,2023-06-22T23:59:59Z,"CN=hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",hm.com,H & M Hennes & Mauritz AB,legacy.hm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5cfdd0b0bf3efa651a9efb7172895606,bb201ef70000359be637f136ba8e4d97b0b8195ef53ebcb40fc82058137655fa,ctls,autodiscover.weekday.com,443,https://autodiscover.weekday.com:443,https,Microsoft-IIS/10.0,text/html,GET,185.134.16.45,/,-1255863270,185.134.16.45,Windows Server,1404,False,,,,,,,,https://autodiscover.weekday.com/owa/auth/logon.aspx?url=https%3a%2f%2fautodiscover.weekday.com%2fowa%2f&reason=0
beta.monki.com,Invalid URL,400,208,beta.monki.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-08T00:00:00Z,2024-02-24T23:59:59Z,"CN=www.cosstores.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",www.cosstores.com,H & M Hennes & Mauritz AB,www.weekday.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,74b6a50ef8fd6ce356b1d87326b52b41,41aa8c4d852cc719f0e304a5dbeeefc9fd83425d6342b20a509f6789d0bb39ec,ctls,beta.monki.com,443,https://beta.monki.com:443,https,AkamaiGHost,text/html,GET,23.208.149.244,/,-1317904379,23.208.149.244,,8,False,,,,,,,,
beta.stories.com,Invalid URL,400,208,beta.stories.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-08T00:00:00Z,2024-02-24T23:59:59Z,"CN=www.cosstores.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",www.cosstores.com,H & M Hennes & Mauritz AB,www.weekday.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,74b6a50ef8fd6ce356b1d87326b52b41,41aa8c4d852cc719f0e304a5dbeeefc9fd83425d6342b20a509f6789d0bb39ec,ctls,beta.stories.com,443,https://beta.stories.com:443,https,AkamaiGHost,text/html,GET,23.208.149.244,/,-1889067545,23.208.149.244,,8,False,,,,,,,,
beyondtherainbow.hm.com,Ashley’s Pride & his story of going beyond  | H&M DE,200,224321,www2.hm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=www2.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",www2.hm.com,H & M Hennes & Mauritz AB,www.stories.cn,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71003176293f3418ba484d52878aefe,8cb0fb9d2ba652b6e43f47094ffaf21ea05d62096032f7d2bcec828479e122a3,ctls,www2.hm.com,443,https://beyondtherainbow.hm.com:443,https,,text/html,GET,2.17.180.99,/,-50942357,2a02:26f0:3500:88a::6ae,Java,3381,False,,,,,,,,https://www2.hm.com/de_de/life/culture/inside-h-m/beyond-the-rainbow-ashleys-pride.html
career.cos.com,COS X CAREERS,200,14587,career.cos.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-31T00:00:00Z,2024-02-24T23:59:59Z,"CN=hm-akamai-san1.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",hm-akamai-san1.hm.com,H & M Hennes & Mauritz AB,www.th.hm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,79f58bf4300a829c909243437827e93f,cd39d0b83d67ecf77d7d6ff3849e0c5f4786c43644a5ab06dbfb0f437708e462,ctls,career.cos.com,443,https://career.cos.com:443,https,Apache,text/html,GET,2.17.180.204,/,-1317776139,2a02:26f0:3500:881::716,Linkedin Ads,299,False,,,,,,,,https://career.cos.com/coscareer/de_de.html
careers.arket.com,Access Denied,403,222,careers.arket.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-08T00:00:00Z,2024-02-24T23:59:59Z,"CN=www.cosstores.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",www.cosstores.com,H & M Hennes & Mauritz AB,www.weekday.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,74b6a50ef8fd6ce356b1d87326b52b41,41aa8c4d852cc719f0e304a5dbeeefc9fd83425d6342b20a509f6789d0bb39ec,ctls,careers.arket.com,443,https://careers.arket.com:443,https,AkamaiGHost,text/html,GET,23.208.149.244,/,1477512519,23.208.149.244,,10,False,,True,,,,,,
cdn.monki.com,Invalid URL,400,208,cdn.monki.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-17T00:00:00Z,2024-02-16T23:59:59Z,"CN=*.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",*.hm.com,H & M Hennes & Mauritz AB,hm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,690a70242adce7a45c412c9eee507d7c,5f5c6896729958b1d00ae8336fcc66a033b980393625ea48efd82003282a9033,ctls,cdn.monki.com,443,https://cdn.monki.com:443,https,AkamaiGHost,text/html,GET,23.48.15.238,/,-1046840189,23.48.15.238,,8,False,True,True,,,,,,
centric.hm.com,,200,1421,centric.hm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-16T00:00:00Z,2023-08-17T23:59:59Z,"CN=centric.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",centric.hm.com,H & M Hennes & Mauritz AB,www.centric.hm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,19aed87b6eeb6df6042df47b45e1944c,b52c030a2eb6148ce675a5444a87f57db5acf6ca83c3e5d8ad0d0169cb06ff6e,ctls,centric.hm.com,443,https://centric.hm.com:443,https,,text/html,GET,35.241.44.2,/,-1463124301,35.241.44.2,HTTP/3,48,False,,,,,google,True,https://s3.walkmeusercontent.com,https://centric.hm.com/WebAccess/home.html
checkout.afound.com,Checkout | Afound.com,200,688,checkout.afound.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=www.afound.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",www.afound.com,H & M Hennes & Mauritz AB,checkout.afound.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cb7ee9f6711ac08015bf3a5fef3ad2c9,fd5f2e18e1ad6eced5b94fea3c333cc4dda37b28cec331546e557e07c0124505,ctls,checkout.afound.com,443,https://checkout.afound.com:443,https,,text/html,GET,13.107.237.45,/,1923730578,2620:1ec:4f:1::45,HSTS,1,False,,,,,,,,
cicd-asm.arket.com,Error,403,176,cicd-asm.arket.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-23T00:00:00Z,2024-02-23T23:59:59Z,"CN=aemcomm.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",aemcomm.hm.com,H & M Hennes & Mauritz AB,acc.blob.social.hmgroup.tech,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,015cfa37b25108e7bbf549f07ac28a6c,39aaba068487e652b3ab9830cf185fa2faeb694dc86eaf4760a3024f53dd5f49,ctls,cicd-asm.arket.com,443,https://cicd-asm.arket.com:443,https,AkamaiGHost,text/html,GET,23.215.21.246,/,2073801832,2a02:26f0:480:5ac::119f,,5,False,,,,,,,,
cicd-asm.monki.com,Error,403,176,cicd-asm.monki.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-23T00:00:00Z,2024-02-23T23:59:59Z,"CN=aemcomm.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",aemcomm.hm.com,H & M Hennes & Mauritz AB,acc.blob.social.hmgroup.tech,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,015cfa37b25108e7bbf549f07ac28a6c,39aaba068487e652b3ab9830cf185fa2faeb694dc86eaf4760a3024f53dd5f49,ctls,cicd-asm.monki.com,443,https://cicd-asm.monki.com:443,https,AkamaiGHost,text/html,GET,23.215.21.246,/,-1526721480,2a02:26f0:480:5ac::119f,,5,False,,,,,,,,
cicd-asm.stories.com,Error,403,177,cicd-asm.stories.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-23T00:00:00Z,2024-02-23T23:59:59Z,"CN=aemcomm.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",aemcomm.hm.com,H & M Hennes & Mauritz AB,acc.blob.social.hmgroup.tech,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,015cfa37b25108e7bbf549f07ac28a6c,39aaba068487e652b3ab9830cf185fa2faeb694dc86eaf4760a3024f53dd5f49,ctls,cicd-asm.stories.com,443,https://cicd-asm.stories.com:443,https,AkamaiGHost,text/html,GET,23.36.232.152,/,-1720736016,2a02:26f0:3500:88f::119f,,5,False,,,,,,,,
cicd-asm.weekday.com,Error,403,177,cicd-asm.weekday.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-23T00:00:00Z,2024-02-23T23:59:59Z,"CN=aemcomm.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",aemcomm.hm.com,H & M Hennes & Mauritz AB,acc.blob.social.hmgroup.tech,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,015cfa37b25108e7bbf549f07ac28a6c,39aaba068487e652b3ab9830cf185fa2faeb694dc86eaf4760a3024f53dd5f49,ctls,cicd-asm.weekday.com,443,https://cicd-asm.weekday.com:443,https,AkamaiGHost,text/html,GET,23.36.232.152,/,-559682075,2a02:26f0:3500:88f::119f,,5,False,,,,,,,,
cicd-www.stories.com,Error,403,177,cicd-www.stories.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-23T00:00:00Z,2024-02-23T23:59:59Z,"CN=aemcomm.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",aemcomm.hm.com,H & M Hennes & Mauritz AB,acc.blob.social.hmgroup.tech,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,015cfa37b25108e7bbf549f07ac28a6c,39aaba068487e652b3ab9830cf185fa2faeb694dc86eaf4760a3024f53dd5f49,ctls,cicd-www.stories.com,443,https://cicd-www.stories.com:443,https,AkamaiGHost,text/html,GET,23.36.232.152,/,-86300011,2a02:26f0:3500:887::119f,,5,False,,,,,,,,
cicd-www.weekday.com,Error,403,176,cicd-www.weekday.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-23T00:00:00Z,2024-02-23T23:59:59Z,"CN=aemcomm.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",aemcomm.hm.com,H & M Hennes & Mauritz AB,acc.blob.social.hmgroup.tech,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,015cfa37b25108e7bbf549f07ac28a6c,39aaba068487e652b3ab9830cf185fa2faeb694dc86eaf4760a3024f53dd5f49,ctls,cicd-www.weekday.com,443,https://cicd-www.weekday.com:443,https,AkamaiGHost,text/html,GET,23.215.21.246,/,-412546889,2a02:26f0:480:5ac::119f,,5,False,,,,,,,,
cinfprxnprci01.hm.com,ERROR: The requested URL could not be retrieved,400,3502,cinfprxnprci01.hm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T00:00:00Z,2024-04-16T23:59:59Z,"CN=cINFPRXNPRCI.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",cINFPRXNPRCI.hm.com,H & M Hennes & Mauritz AB,cINFPRXNPRCI02.hm.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,93775f943a4f76f27ac8618aace990db,a59dbb17d92d049e42520c2f9dfbeeb80e934063da8810547b378561baa09156,ctls,cinfprxnprci01.hm.com,443,https://cinfprxnprci01.hm.com:443,https,squid/4.4,text/html,GET,20.86.114.16,/,-1499622331,20.86.114.16,,151,False,,,,,,,,
clickandmeet-eu.hm.com,Click and Meet,200,68834,clickandmeet-eu.hm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-10T00:00:00Z,2024-04-10T23:59:59Z,"CN=clickandmeet-eu.hm.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",clickandmeet-eu.hm.com,Microsoft Corporation,clickandmeet-eu.hm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7c15b2f03075e1138f6ab367960cd734,9c8018091d99d2a4043ba7866e0086e947b3b2341301857af492b71857b5618b,ctls,clickandmeet-eu.hm.com,443,https://clickandmeet-eu.hm.com:443,https,,text/html,GET,13.107.237.45,/,268341443,2620:1ec:4f:1::45,Microsoft ASP.NET,1651,False,,,,,,,,https://clickandmeet-eu.hm.com/en-US/clickandmeet/
clickandmeet.arket.com,,400,194,clickandmeet.arket.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-05T00:00:00Z,2023-09-05T23:59:59Z,"CN=clickandmeet.arket.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",clickandmeet.arket.com,Microsoft Corporation,clickandmeet.arket.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4aa69d96da6c5b6d26c2446000847f5a,228fc5dd8ccafdb13d4e24fefe5358497fb5be5dbe4ec1d223492035b32cff2d,ctls,clickandmeet.arket.com,443,https://clickandmeet.arket.com:443,https,,,GET,13.107.237.45,/,1909510779,2620:1ec:4f:1::45,,1,False,,,,,,,,
clickandmeet.hm.com,,400,194,clickandmeet.hm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-03T00:00:00Z,2023-09-03T23:59:59Z,"CN=clickandmeet.hm.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",clickandmeet.hm.com,Microsoft Corporation,clickandmeet.hm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,39f49c5c2ade157fea9dda41789c3f41,9cfdc0a8654534c0dcb2a83bc20ad8ca63b331ef8cacc43c7554adbcd4921afa,ctls,clickandmeet.hm.com,443,https://clickandmeet.hm.com:443,https,,,GET,13.107.238.45,/,-1697954223,2620:1ec:4e:1::45,,1,False,,,,,,,,
clickandmeet.stories.com,,400,194,clickandmeet.stories.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-05T00:00:00Z,2023-09-05T23:59:59Z,"CN=clickandmeet.stories.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",clickandmeet.stories.com,Microsoft Corporation,clickandmeet.stories.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,89d40867907ca2a9d69cc73fccd4c459,f265271c4381656e3d2535f264724256afaa9e79a5aeb14afbcb06101eddaeca,ctls,clickandmeet.stories.com,443,https://clickandmeet.stories.com:443,https,,,GET,13.107.237.45,/,1796024707,2620:1ec:4f:1::45,,1,False,,,,,,,,
clickandmeet.weekday.com,,400,194,clickandmeet.weekday.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-05T00:00:00Z,2023-09-05T23:59:59Z,"CN=clickandmeet.weekday.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",clickandmeet.weekday.com,Microsoft Corporation,clickandmeet.weekday.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b828c6ad86cb9dedec8a719fdd7a327c,9a5227bfd08fc01911cd0ba1f055f5dc6ea4f4b05b617d84a355e39f08c07af9,ctls,clickandmeet.weekday.com,443,https://clickandmeet.weekday.com:443,https,,,GET,13.107.237.45,/,-1965862276,2620:1ec:4f:1::45,,1,False,,,,,,,,
cll.arket.com,Access Denied,403,262,cll.arket.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-08T00:00:00Z,2024-02-24T23:59:59Z,"CN=www.cosstores.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",www.cosstores.com,H & M Hennes & Mauritz AB,www.weekday.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,74b6a50ef8fd6ce356b1d87326b52b41,41aa8c4d852cc719f0e304a5dbeeefc9fd83425d6342b20a509f6789d0bb39ec,ctls,cll.arket.com,443,https://cll.arket.com:443,https,AkamaiGHost,text/html,GET,23.208.149.244,/,269671107,23.208.149.244,Akamai Bot Manager,10,False,,,,,,,,
cll.monki.com,Access Denied,403,262,cll.monki.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-08T00:00:00Z,2024-02-24T23:59:59Z,"CN=www.cosstores.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",www.cosstores.com,H & M Hennes & Mauritz AB,www.weekday.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,74b6a50ef8fd6ce356b1d87326b52b41,41aa8c4d852cc719f0e304a5dbeeefc9fd83425d6342b20a509f6789d0bb39ec,ctls,cll.monki.com,443,https://cll.monki.com:443,https,AkamaiGHost,text/html,GET,23.208.149.244,/,-346168605,23.208.149.244,Akamai Bot Manager,10,False,,,,,,,,
cll.stories.com,Access Denied,403,264,cll.stories.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-08T00:00:00Z,2024-02-24T23:59:59Z,"CN=www.cosstores.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",www.cosstores.com,H & M Hennes & Mauritz AB,www.weekday.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,74b6a50ef8fd6ce356b1d87326b52b41,41aa8c4d852cc719f0e304a5dbeeefc9fd83425d6342b20a509f6789d0bb39ec,ctls,cll.stories.com,443,https://cll.stories.com:443,https,AkamaiGHost,text/html,GET,23.208.149.244,/,498811782,23.208.149.244,Akamai Bot Manager,10,False,,,,,,,,
co.hm.com,"H&M Colombia | Moda online, ropa de Mujer, Hombre, Bebé y  Niños | H&M CO",200,2123907,co.hm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-19T09:31:20Z,2023-06-17T09:31:19Z,CN=co.hm.com,co.hm.com,,co.hm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,210f5f08302ea89932ae751472f866cc,6738494166aabca8d505f085d1e4ac87667c0d33139656fa6d390e90498e37ed,ctls,co.hm.com,443,https://co.hm.com:443,https,,text/html,GET,179.191.181.65,/,1910563659,179.191.189.65,React,291,False,,,,,,,,
compliance.arket.com,Regulatory and Compliance Information,200,1949,compliance.arket.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-08T00:00:00Z,2023-12-08T23:59:59Z,"CN=compliance.hmgroup.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",compliance.hmgroup.com,H & M Hennes & Mauritz AB,compliance.weekday.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d238a6360b55933cfd0c9a5aa41d9a44,451d534f875c22cb8451ea5eacc095375b09d7de3aafc62af39d41dae475491a,ctls,compliance.arket.com,443,https://compliance.arket.com:443,https,Microsoft-IIS/10.0,text/html,GET,20.50.2.3,/,220991166,20.50.2.3,Windows Server,20,False,,,,,azure,True,,
compliance.hm.com,Regulatory and Compliance Information,200,1949,compliance.hm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-26T00:00:00Z,2023-07-26T23:59:59Z,CN=compliance.hm.com,compliance.hm.com,,compliance.hm.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",54c915e6e93c4d2d6277bce1fb1f8424,85581c7d260214d68e9de251a2586d890e2e21e2d40eab8f18cd7c120203854c,ctls,compliance.hm.com,443,https://compliance.hm.com:443,https,Microsoft-IIS/10.0,text/html,GET,20.50.2.3,/,220991166,20.50.2.3,Windows Server,20,False,,,,,azure,True,,
compliance.monki.com,Regulatory and Compliance Information,200,1949,compliance.monki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-08T00:00:00Z,2023-12-08T23:59:59Z,"CN=compliance.hmgroup.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",compliance.hmgroup.com,H & M Hennes & Mauritz AB,compliance.weekday.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d238a6360b55933cfd0c9a5aa41d9a44,451d534f875c22cb8451ea5eacc095375b09d7de3aafc62af39d41dae475491a,ctls,compliance.monki.com,443,https://compliance.monki.com:443,https,Microsoft-IIS/10.0,text/html,GET,20.50.2.3,/,220991166,20.50.2.3,Windows Server,20,False,,,,,azure,True,,
compliance.stories.com,Regulatory and Compliance Information,200,1949,compliance.stories.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-08T00:00:00Z,2023-12-08T23:59:59Z,"CN=compliance.hmgroup.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",compliance.hmgroup.com,H & M Hennes & Mauritz AB,compliance.weekday.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d238a6360b55933cfd0c9a5aa41d9a44,451d534f875c22cb8451ea5eacc095375b09d7de3aafc62af39d41dae475491a,ctls,compliance.stories.com,443,https://compliance.stories.com:443,https,Microsoft-IIS/10.0,text/html,GET,20.50.2.3,/,220991166,20.50.2.3,Windows Server,20,False,,,,,azure,True,,
console.stories.com,& Other Stories Influencer Network,200,13830,console.stories.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-26T00:00:00Z,2023-11-24T23:59:59Z,CN=console.stories.com,console.stories.com,,ciqreports.stories.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,247960b446dc94213b77de2deeb03f86,f04467ee831d77c9374943745662012c6fc5e52e6ebbf7e6f15914aaa789d4ad,ctls,console.stories.com,443,https://console.stories.com:443,https,nginx,text/html,GET,54.241.158.69,/,-531112152,52.52.5.33,Nginx,281,False,,,,,,,Pinterest.,
customerservice.co.hm.com,Soporte : Servicio al Cliente H&M Colombia Tienda Online,200,13177,customerservice.co.hm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-03T10:42:04Z,2023-08-01T10:42:03Z,CN=customerservice.co.hm.com,customerservice.co.hm.com,,customerservice.co.hm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,833f50d314f72c775a0fca07de4976c9,19d8f87030f636a63096b605567207f7fc1c6b22fb0c4931b1755b302a35eefd,ctls,customerservice.co.hm.com,443,https://customerservice.co.hm.com:443,https,fwe,text/html,GET,54.211.181.155,/,-1611011004,52.7.59.58,Ruby on Rails,235,False,,,,,,,,https://customerservice.co.hm.com/support/home
customerservice.pe.hm.com,Soporte : Servicio al Cliente H&M Peru Tienda Online,200,13162,customerservice.pe.hm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-03T16:40:35Z,2023-08-01T16:40:34Z,CN=customerservice.pe.hm.com,customerservice.pe.hm.com,,customerservice.pe.hm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,12f080f5aa90918b67dfaebe56abd7cb,40c47a98bb020fe5007bc4e8be4f134d60c80d5b83357f9dff696c467fc996d9,ctls,customerservice.pe.hm.com,443,https://customerservice.pe.hm.com:443,https,fwe,text/html,GET,54.211.181.155,/,-1611011004,3.228.246.160,Ruby on Rails,235,False,,,,,,,,https://customerservice.pe.hm.com/support/home
