new,host,ttl,a,mx,soa,txt,status_code,cname,ns
[x],update.reveantivirus.com,900,188.138.75.208,,"{'name': 'reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2024081002, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2016040224, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2024081002, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2024081002, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2024081002, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2024081002, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2024081002, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}",,NOERROR,,
[x],webdisk.endpointcloud.reveantivirus.com,300,,,"{'name': 'endpointcloud.reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2021012510, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'endpointcloud.reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2021012510, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'endpointcloud.reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2021012510, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2024081002, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'endpointcloud.reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2021012510, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'endpointcloud.reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2021012510, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'endpointcloud.reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2021012510, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}",,NOERROR,,
[x],webdisk.info.reveantivirus.com,14400,72.21.26.167,,"{'name': 'info.reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2021012505, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'info.reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2021031100, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'info.reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2021012505, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'info.reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2021012505, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'info.reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2021012505, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'info.reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2021031100, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'info.reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2021031100, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}",,NOERROR,,
[x],webdisk.reveantivirus.com,58,208.74.72.247,,"{'name': 'reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2024081002, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2016040224, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2024081002, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2016040224, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2024081002, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2016040224, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2024081002, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}",,NOERROR,,
[x],webmail.info.reveantivirus.com,3600,72.21.26.167,,"{'name': 'info.reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2021031100, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'info.reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2021012505, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'info.reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2021012505, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'info.reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2021031100, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'info.reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2021031100, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'info.reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2021012505, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}",,NOERROR,,
[x],webmail.reveantivirus.com,900,208.74.72.247,,"{'name': 'reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2016040224, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2016040224, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2016040224, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2024081002, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}",,NOERROR,,
[x],whm.info.reveantivirus.com,14400,72.21.26.167,,"{'name': 'info.reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2021012505, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'info.reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2021012505, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'info.reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2021012505, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'info.reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2021012505, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'info.reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2021031100, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'info.reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2021012505, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}",,NOERROR,,
[x],whm.reveantivirus.com,900,208.74.72.247,,"{'name': 'reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2024081002, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2016040224, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2024081002, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2024081002, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2016040224, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}",,NOERROR,,
[x],www.endpointcloud.reveantivirus.com,900,,mail.endpointcloud.reveantivirus.com,"{'name': 'reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2024081002, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'endpointcloud.reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2021012510, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2024081002, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}",v=spf1 +mx +a +ip4:72.21.26.168 ~all,NOERROR,endpointcloud.reveantivirus.com,"dns1.revehosting.com, dns2.revehosting.com"
[x],www.info.reveantivirus.com,14400,72.21.26.167,mail.info.reveantivirus.com,"{'name': 'info.reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2021012505, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'info.reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2021012505, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'info.reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2021012505, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}",v=spf1 +mx +a +ip4:72.21.26.167 -all,NOERROR,info.reveantivirus.com,"dns2.revehosting.com, dns1.revehosting.com"
[x],www.reveantivirus.com,173,185.106.241.55,,"{'name': 'reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2016040224, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2024081002, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'reveantivirus.com', 'ns': 'dns1.revehosting.com', 'mailbox': 'nirmal.revesoft.com', 'serial': 2016040224, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}",v=spf1 +mx +a +ip4:72.21.26.166 -all,NOERROR,reveantivirus.com,"dns1.revehosting.com, dns2.revehosting.com"
