new,host,a,aaaa,cname,soa,ns,status_code,has_internal_ips,internal_ips,cdn,cdn-name
,carson.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com",,NOERROR,,,,
,cartes.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns104.comcast.net, dns105.comcast.net, dns102.comcast.net, dns103.comcast.net, dns101.comcast.net",NOERROR,,,,
,cb.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net",NOERROR,,,,
,cc-analytics.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net",NOERROR,,,,
,cc-analytics.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net",NOERROR,,,,
,cc-dep-auto2.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net",NOERROR,,,,
,cdesignprod.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns105.comcast.net, dns101.comcast.net, dns103.comcast.net, dns102.comcast.net, dns104.comcast.net",NOERROR,,,,
,cdmfifa.qa.xfinityhome.com,"69.252.250.103, 68.87.85.132, 68.87.76.228, 68.87.68.244, 68.87.72.244","2001:558:fe23:8:69:252:250:103, 2001:558:1004:7:68:87:85:132, 2001:558:1014:c:68:87:76:228, 2001:558:100a:5:68:87:68:244, 2001:558:100e:5:68:87:72:244",qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns104.comcast.net, dns105.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net",NOERROR,,,,
,cela.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com",,NOERROR,,,,
,ceramahagamaislamterkini.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net",NOERROR,,,,
,cfw-b-lab-dip15.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns104.comcast.net, dns105.comcast.net",NOERROR,,,,
,cfw-b-lab-dip17.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net",NOERROR,,,,
,cfw-b-lab-dip17.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net",NOERROR,,,,
,cge-1-1-2.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net",NOERROR,,,,
,chase-richardson.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net",NOERROR,,,,
,chat2.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net",NOERROR,,,,
,chef-admingcpmy.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net",NOERROR,,,,
,chef-apps.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net",NOERROR,,,,
,chef-cachedatabasehelporigin.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net",NOERROR,,,,
,chef-jenkinsbucketexampledockerintra-backups-www-test.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns102.comcast.net, dns105.comcast.net, dns101.comcast.net, dns103.comcast.net, dns104.comcast.net",NOERROR,,,,
,chef-p2-clickhouse-bulk.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net",NOERROR,,,,
,chef-privateupload-node-docs.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com",,NOERROR,,,,
,chef-web01-erpalt.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns105.comcast.net, dns102.comcast.net, dns104.comcast.net, dns103.comcast.net",NOERROR,,,,
,chefaccess-inspectntrack.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net",NOERROR,,,,
,chefapibeta.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns104.comcast.net, dns105.comcast.net",NOERROR,,,,
,chefarchive.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns105.comcast.net, dns103.comcast.net, dns102.comcast.net, dns104.comcast.net",NOERROR,,,,
,chefauthsslvpnhelpdesk.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns102.comcast.net, dns105.comcast.net, dns104.comcast.net, dns103.comcast.net, dns101.comcast.net",NOERROR,,,,
,chefdbmsbackupssso-miembros.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net",NOERROR,,,,
,chefengineering-internal-account-customers-mobile.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net",NOERROR,,,,
,chefengineeringuploadstemp-exchangedns.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net",NOERROR,,,,
,chefgcp.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns104.comcast.net, dns105.comcast.net",NOERROR,,,,
,cheflive.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com",,NOERROR,,,,
,chefpreferences-bucketpartner.qa.xfinityhome.com,"69.252.250.103, 68.87.85.132, 68.87.76.228, 68.87.68.244, 68.87.72.244","2001:558:fe23:8:69:252:250:103, 2001:558:1004:7:68:87:85:132, 2001:558:1014:c:68:87:76:228, 2001:558:100a:5:68:87:68:244, 2001:558:100e:5:68:87:72:244",qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns105.comcast.net, dns104.comcast.net, dns103.comcast.net, dns102.comcast.net, dns101.comcast.net",NOERROR,,,,
,chefpreferencesstagingcmsdb-postgresgit.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net",NOERROR,,,,
,chefpreferencesstagingcmsdb-postgresgit.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net",NOERROR,,,,
,cheftempintra.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns104.comcast.net, dns105.comcast.net, dns103.comcast.net",NOERROR,,,,
,cherrytv.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net",NOERROR,,,,
,chinchiko.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns102.comcast.net, dns104.comcast.net, dns103.comcast.net, dns105.comcast.net, dns101.comcast.net",NOERROR,,,,
,christof.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net",NOERROR,,,,
,chuvashia.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns104.comcast.net, dns105.comcast.net",NOERROR,,,,
,ci-my-external-domain.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net",NOERROR,,,,
,ciinsurint.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net",NOERROR,,,,
,cilogsauth-mirror-my-oceania.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns103.comcast.net, dns105.comcast.net, dns101.comcast.net, dns102.comcast.net, dns104.comcast.net",NOERROR,,,,
,cilogsauth.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net",NOERROR,,,,
,citigateway-ext.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns104.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net",NOERROR,,,,
,cityfit-chorzowaks.tps.xfinityhome.com,"69.252.250.103, 68.87.85.132, 68.87.76.228, 68.87.68.244, 68.87.72.244","2001:558:fe23:8:69:252:250:103, 2001:558:1004:7:68:87:85:132, 2001:558:1014:c:68:87:76:228, 2001:558:100a:5:68:87:68:244, 2001:558:100e:5:68:87:72:244",tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns102.comcast.net, dns104.comcast.net, dns105.comcast.net, dns101.comcast.net, dns103.comcast.net",NOERROR,,,,
,cizgipornosu.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns104.comcast.net, dns105.comcast.net",NOERROR,,,,
,cl86.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns104.comcast.net, dns105.comcast.net",NOERROR,,,,
,clamp-e2e-s1.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net",NOERROR,,,,
,clients-docs.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net",NOERROR,,,,
,cloud-wbs-int.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net",NOERROR,,,,
,cloudfrontmail.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net",NOERROR,,,,
,clouduser-wdc1.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net",NOERROR,,,,
,cloverstudioceo.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net",NOERROR,,,,
,clr2-a-gdc.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net",NOERROR,,,,
,cls-ash-mgmt.tps.xfinityhome.com,96.114.29.140,,,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com",,NOERROR,,,,
,cls-ash.tps.xfinityhome.com,96.114.29.139,,,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com",,NOERROR,,,,
,cls-mgmt.xfinityhome.com,"54.184.64.177, 35.155.12.58",,main.cls.xh2-prod.aws.xfinityhome.com,"ns-1926.awsdns-48.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,
,cls-po.tps.xfinityhome.com,96.114.15.11,,,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com",,NOERROR,,,,
,cls-qa.xfinityhome.com,"34.196.99.215, 34.196.254.159",,main.cls.xh2-qa.aws.xfinityhome.com,"ns-2027.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,
,cls.dev01.aws.xfinityhome.com,,,,"ns-2027.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,
,cls.xh2-prod.aws.xfinityhome.com,44.232.166.150,,,"ns-1926.awsdns-48.co.uk, awsdns-hostmaster.amazon.com","ns-1157.awsdns-16.org, ns-176.awsdns-22.com, ns-1926.awsdns-48.co.uk, ns-638.awsdns-15.net",NOERROR,,,,
,cls.xh2-qa.aws.xfinityhome.com,,,,"ns-2027.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,
,clsproxy.xfinityhome.com,96.115.132.140,,,"ns.xfinityhome.com, dnsmaster.comcastonline.com",,NOERROR,,,,
,cm-api-v4-staging.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net",NOERROR,,,,
,cm2-eze1.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net",NOERROR,,,,
,cm2-lhr1.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net",NOERROR,,,,
,cm3-lax1.tps.xfinityhome.com,"69.252.250.103, 68.87.85.132, 68.87.76.228, 68.87.68.244, 68.87.72.244","2001:558:fe23:8:69:252:250:103, 2001:558:1004:7:68:87:85:132, 2001:558:1014:c:68:87:76:228, 2001:558:100a:5:68:87:68:244, 2001:558:100e:5:68:87:72:244",tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns103.comcast.net, dns102.comcast.net, dns105.comcast.net, dns104.comcast.net",NOERROR,,,,
,cm3-sto1.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns103.comcast.net, dns101.comcast.net, dns102.comcast.net, dns105.comcast.net, dns104.comcast.net",NOERROR,,,,
,cmhsce-hazelwood.qa.xfinityhome.com,"69.252.250.103, 68.87.85.132, 68.87.76.228, 68.87.68.244, 68.87.72.244","2001:558:fe23:8:69:252:250:103, 2001:558:1004:7:68:87:85:132, 2001:558:1014:c:68:87:76:228, 2001:558:100a:5:68:87:68:244, 2001:558:100e:5:68:87:72:244",qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns105.comcast.net, dns102.comcast.net, dns103.comcast.net, dns104.comcast.net, dns101.comcast.net",NOERROR,,,,
,cms-alt-acc-backupsauth-antiviruspre.tps.xfinityhome.com,"69.252.250.103, 68.87.85.132, 68.87.76.228, 68.87.68.244, 68.87.72.244","2001:558:fe23:8:69:252:250:103, 2001:558:1004:7:68:87:85:132, 2001:558:1014:c:68:87:76:228, 2001:558:100a:5:68:87:68:244, 2001:558:100e:5:68:87:72:244",tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns103.comcast.net, dns105.comcast.net, dns102.comcast.net, dns104.comcast.net",NOERROR,,,,
,cms-authdev-miembros.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns104.comcast.net, dns105.comcast.net",NOERROR,,,,
,cms-int-mx-corporate.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns102.comcast.net, dns101.comcast.net",NOERROR,,,,
,cms-my.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns105.comcast.net, dns102.comcast.net, dns103.comcast.net, dns104.comcast.net, dns101.comcast.net",NOERROR,,,,
,cms-teamsales-doc-corporate.tps.xfinityhome.com,"69.252.250.103, 68.87.85.132, 68.87.76.228, 68.87.68.244, 68.87.72.244","2001:558:fe23:8:69:252:250:103, 2001:558:1004:7:68:87:85:132, 2001:558:1014:c:68:87:76:228, 2001:558:100a:5:68:87:68:244, 2001:558:100e:5:68:87:72:244",tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns105.comcast.net, dns104.comcast.net, dns103.comcast.net, dns102.comcast.net, dns101.comcast.net",NOERROR,,,,
,cms.xfinityhome.com,"69.252.250.103, 68.87.85.132, 68.87.76.228, 68.87.68.244, 68.87.72.244","2001:558:fe23:8:69:252:250:103, 2001:558:1004:7:68:87:85:132, 2001:558:1014:c:68:87:76:228, 2001:558:100a:5:68:87:68:244, 2001:558:100e:5:68:87:72:244",,"ns.cms.xfinityhome.com, dnsmaster.comcastonline.com","dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns102.comcast.net, dns101.comcast.net",NOERROR,,,,
,cms1search.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns104.comcast.net, dns105.comcast.net",NOERROR,,,,
,cms7.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns104.comcast.net, dns105.comcast.net",NOERROR,,,,
,cmsconnect.qa.xfinityhome.com,"69.252.250.103, 68.87.85.132, 68.87.76.228, 68.87.68.244, 68.87.72.244","2001:558:fe23:8:69:252:250:103, 2001:558:1004:7:68:87:85:132, 2001:558:1014:c:68:87:76:228, 2001:558:100a:5:68:87:68:244, 2001:558:100e:5:68:87:72:244",qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns104.comcast.net, dns103.comcast.net, dns102.comcast.net, dns105.comcast.net",NOERROR,,,,
,cmsecmt.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com",,NOERROR,,,,
,cmselasticbeanstalk-pracc.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net",NOERROR,,,,
,cmserrorusers.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com",,NOERROR,,,,
,cmspc-jrss-215-70-148-47.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net",NOERROR,,,,
,cmss3internalgateway.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net",NOERROR,,,,
,cn-mg61.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net",NOERROR,,,,
,cn-mg61.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns104.comcast.net, dns105.comcast.net",NOERROR,,,,
,cn-staging-phx2.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net",NOERROR,,,,
,coke.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns102.comcast.net, dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net",NOERROR,,,,
,comet.qa.xfinityhome.com,"69.252.250.103, 68.87.85.132, 68.87.76.228, 68.87.68.244, 68.87.72.244","2001:558:fe23:8:69:252:250:103, 2001:558:1004:7:68:87:85:132, 2001:558:1014:c:68:87:76:228, 2001:558:100a:5:68:87:68:244, 2001:558:100e:5:68:87:72:244",qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns102.comcast.net, dns101.comcast.net, dns105.comcast.net, dns104.comcast.net, dns103.comcast.net",NOERROR,,,,
,commerce.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns105.comcast.net, dns104.comcast.net, dns103.comcast.net",NOERROR,,,,
,compensationcentral.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns103.comcast.net, dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net",NOERROR,,,,
,compunlimited.tps.xfinityhome.com,"69.252.250.103, 68.87.85.132, 68.87.76.228, 68.87.68.244, 68.87.72.244","2001:558:fe23:8:69:252:250:103, 2001:558:1004:7:68:87:85:132, 2001:558:1014:c:68:87:76:228, 2001:558:100a:5:68:87:68:244, 2001:558:100e:5:68:87:72:244",tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns103.comcast.net, dns102.comcast.net, dns104.comcast.net, dns101.comcast.net, dns105.comcast.net",NOERROR,,,,
,config-abuse-report.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com",,NOERROR,,,,
,config-configvip-db-postgresgit.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns105.comcast.net",NOERROR,,,,
,config-configvip-db-postgresgit.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns104.comcast.net, dns105.comcast.net",NOERROR,,,,
,config-cvr.g.xfinityhome.com,,,config-cvr-1p.gslb4.xfinity.com,,,NOERROR,,,,
,config-doc-acc.qa.xfinityhome.com,,,qa.xfinityhome.com,"ns.qa.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns104.comcast.net, dns105.comcast.net",NOERROR,,,,
,config-error-team-nsbeta-clients-git.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns101.comcast.net, dns102.comcast.net, dns103.comcast.net, dns104.comcast.net, dns105.comcast.net",NOERROR,,,,
,config-intraintranetpostgresmx.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns104.comcast.net, dns101.comcast.net, dns103.comcast.net, dns105.comcast.net, dns102.comcast.net",NOERROR,,,,
,config-iobin.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com","dns105.comcast.net, dns104.comcast.net, dns101.comcast.net, dns102.comcast.net, dns103.comcast.net",NOERROR,,,,
,config-lb-140-82-113-24-iad.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com",,NOERROR,,,,
,config-qa-cvr.g.xfinityhome.com,3.83.196.52,,config-cvr-q.gslb4.comcast.com,"gslb01.westchester.pa.bo.comcast.net, hostmaster.gslb01.westchester.pa.bo.comcast.net",,NOERROR,,,,
,config-stg-cvr.g.xfinityhome.com,3.94.243.166,,config-cvr-s.gslb4.comcast.com,"gtd04-d.northlake.il.ndcchgo.comcast.net, hostmaster.gtd04-d.northlake.il.ndcchgo.comcast.net",,NOERROR,,,,
,config-users-intranet-csdockerintra-backups-www-test.tps.xfinityhome.com,,,tps.xfinityhome.com,"ns.tps.xfinityhome.com, dnsmaster.comcastonline.com",,NOERROR,,,,
