new,host,ttl,a,soa,status_code,cdn,cdn-name,cname,caa,aaaa,mx,ns,txt
,autogen-shadow-valuation-green.engelvoelkers.com,300,,"{'name': 'vercel-dns.com', 'ns': 'dns1.p07.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1657560354, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'vercel-dns.com', 'ns': 'dns1.p07.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1657560354, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'vercel-dns.com', 'ns': 'dns1.p07.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1657560354, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'vercel-dns.com', 'ns': 'dns1.p07.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1657560354, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'vercel-dns.com', 'ns': 'dns1.p07.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1657560354, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}",NOERROR,,,cname.vercel-dns.com,"letsencrypt.org, globalsign.com, sectigo.com",,,,
,autogen-valuation.engelvoelkers.com,300,"172.67.23.104, 104.22.22.187, 104.22.23.187","{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,"2606:4700:10::6816:17bb, 2606:4700:10::ac43:1768, 2606:4700:10::6816:16bb",,,
,brandportal.engelvoelkers.com,300,"52.85.49.24, 52.85.49.9, 52.85.49.34, 52.85.49.96","{'name': 'd22gu9qxv929n1.cloudfront.net', 'ns': 'ns-340.awsdns-42.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd22gu9qxv929n1.cloudfront.net', 'ns': 'ns-340.awsdns-42.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd22gu9qxv929n1.cloudfront.net', 'ns': 'ns-340.awsdns-42.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd22gu9qxv929n1.cloudfront.net', 'ns': 'ns-340.awsdns-42.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,True,cloudfront,"brandportal_engelvoelkers_com.prod.brandmaster.cloud, d22gu9qxv929n1.cloudfront.net",,,,,
,cdn-images.engelvoelkers.com,300,35.186.255.236,"{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,True,google,,,,,,
,delivery-stage.engelvoelkers.com,300,35.190.43.115,"{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,True,google,,,,,,
,delivery.engelvoelkers.com,300,35.186.199.237,"{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,True,google,,,,,,
,drive.engelvoelkers.com,300,,"{'name': 'googlehosted.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 663243926, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'googlehosted.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 662450801, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'googlehosted.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 662450801, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,ghs.googlehosted.com,,2a00:1450:4001:82b::2013,,,
,edeals.engelvoelkers.com,300,35.186.199.237,"{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,True,google,,,,,,
,em.engelvoelkers.com,300,,"{'name': 'wl007.sendgrid.net', 'ns': 'aisha.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349224132, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'wl007.sendgrid.net', 'ns': 'aisha.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349224132, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'wl007.sendgrid.net', 'ns': 'aisha.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349224132, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'wl007.sendgrid.net', 'ns': 'aisha.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349224132, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'wl007.sendgrid.net', 'ns': 'aisha.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349224132, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,u2687756.wl007.sendgrid.net,,,mx.sendgrid.net,,
,email.mail-leadhub.engelvoelkers.com,300,34.111.99.212,"{'name': 'eu.mailgun.org', 'ns': 'ns-508.awsdns-63.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 2, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'eu.mailgun.org', 'ns': 'ns-508.awsdns-63.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 2, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,True,google,eu.mailgun.org,"digicert.com, letsencrypt.org, ;",,"mxa.eu.mailgun.org, mxb.eu.mailgun.org","ns-508.awsdns-63.com, ns-619.awsdns-13.net, ns-1452.awsdns-53.org, ns-2026.awsdns-61.co.uk","yahoo-verification-key=PcloW6iwURmIi0STlYXkAaHwcxLDeAzVreCM+CPCAeU=, v=spf1 include:_spf.eu.mailgun.org ~all, 95jjgg5fltg8lypmhs7vt85ntc6349p1, _khfu9yi87mecnkfvd0agoi6mnibmj6l"
,email.search.engelvoelkers.com,300,34.111.99.212,"{'name': 'eu.mailgun.org', 'ns': 'ns-508.awsdns-63.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 2, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'eu.mailgun.org', 'ns': 'ns-508.awsdns-63.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 2, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,True,google,eu.mailgun.org,";, digicert.com, letsencrypt.org",,"mxb.eu.mailgun.org, mxa.eu.mailgun.org",,"_khfu9yi87mecnkfvd0agoi6mnibmj6l, v=spf1 include:_spf.eu.mailgun.org ~all, yahoo-verification-key=PcloW6iwURmIi0STlYXkAaHwcxLDeAzVreCM+CPCAeU=, 95jjgg5fltg8lypmhs7vt85ntc6349p1"
,email.t-box.engelvoelkers.com,300,35.186.199.237,"{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,True,google,t-box-assets.engelvoelkers.com,,,,,
,empleo.engelvoelkers.com,171,54.229.99.237,"{'name': 'kbp.bizneo.cloud', 'ns': 'ns-433.awsdns-54.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kbp.bizneo.cloud', 'ns': 'ns-433.awsdns-54.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kbp.bizneo.cloud', 'ns': 'ns-433.awsdns-54.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kbp.bizneo.cloud', 'ns': 'ns-433.awsdns-54.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kbp.bizneo.cloud', 'ns': 'ns-433.awsdns-54.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,"ext.bizneo.com, ext.kbp.bizneo.cloud",,,,,
,emprego.engelvoelkers.com,300,54.229.99.237,"{'name': 'kbp.bizneo.cloud', 'ns': 'ns-433.awsdns-54.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kbp.bizneo.cloud', 'ns': 'ns-433.awsdns-54.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kbp.bizneo.cloud', 'ns': 'ns-433.awsdns-54.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kbp.bizneo.cloud', 'ns': 'ns-433.awsdns-54.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kbp.bizneo.cloud', 'ns': 'ns-433.awsdns-54.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,"ext.bizneo.com, ext.kbp.bizneo.cloud",,,,"ns-1331.awsdns-38.org, ns-1555.awsdns-02.co.uk, ns-433.awsdns-54.com, ns-854.awsdns-42.net",
,enterpriseregistration.engelvoelkers.com,300,"40.126.53.23, 20.190.181.19, 40.126.53.5, 40.126.53.2, 40.126.53.4, 20.190.181.21, 40.126.53.0, 40.126.53.1","{'name': 'akadns.net', 'ns': 'internal.akadns.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1712104200, 'refresh': 90000, 'retry': 90000, 'expire': 90000, 'minttl': 180}, {'name': 'akadns.net', 'ns': 'internal.akadns.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1712104200, 'refresh': 90000, 'retry': 90000, 'expire': 90000, 'minttl': 180}, {'name': 'akadns.net', 'ns': 'internal.akadns.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1712104200, 'refresh': 90000, 'retry': 90000, 'expire': 90000, 'minttl': 180}",NOERROR,,,"enterpriseregistration.windows.net, na.privatelink.msidentity.com, prdf.aadg.msidentity.com, www.tm.f.prd.aadg.akadns.net",,,,,
,evaluation-tool.engelvoelkers.com,300,34.95.111.165,"{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,True,google,,,,,,
,events.engelvoelkers.com,300,34.65.78.110,"{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,True,google,,,,,,
,exporeal.events.engelvoelkers.com,1800,,"{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,True,google,,,,,,
,export-data-provider.engelvoelkers.com,300,"104.22.22.187, 104.22.23.187, 172.67.23.104","{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,"2606:4700:10::6816:16bb, 2606:4700:10::ac43:1768, 2606:4700:10::6816:17bb",,,
,export-orchestrator.engelvoelkers.com,300,"104.22.23.187, 172.67.23.104, 104.22.22.187","{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,"2606:4700:10::ac43:1768, 2606:4700:10::6816:17bb, 2606:4700:10::6816:16bb",,,
,export-property-status.engelvoelkers.com,300,,"{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,"2606:4700:10::6816:17bb, 2606:4700:10::6816:16bb, 2606:4700:10::ac43:1768",,,
,fabric.engelvoelkers.com,300,,"{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,True,google,vpn.engelvoelkers.com,,,,,
,filewave.engelvoelkers.com,300,35.241.132.128,"{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,True,google,,,,,,
