new,host,a,soa,has_internal_ips,internal_ips,status_code,ns,cdn,cdn-name,cname,aaaa,caa,mx,txt
,23779neocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.49.99, 10.20.86.80, 10.20.72.68","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.49.99, 10.20.86.80, 10.20.72.68",NOERROR,,,,,,,,
,248-33-neocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.86.80, 10.20.49.99, 10.20.72.68","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.86.80, 10.20.49.99, 10.20.72.68",NOERROR,,,,,,,,
,248.xn3neocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.72.68, 10.20.86.80, 10.20.49.99","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.72.68, 10.20.86.80, 10.20.49.99",NOERROR,,,,,,,,
,255fwevidepolaris.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,2629neocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.49.99, 10.20.86.80, 10.20.72.68","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.49.99, 10.20.86.80, 10.20.72.68",NOERROR,,,,,,,,
,26d2-mag.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,26ddownload2.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,28.us-east-1.shipt.com,"10.20.72.68, 10.20.49.99, 10.20.86.80","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.72.68, 10.20.49.99, 10.20.86.80",NOERROR,"ns-1128.awsdns-13.org, ns-1651.awsdns-14.co.uk, ns-372.awsdns-46.com, ns-706.awsdns-24.net",,,,,,,
,2908b-neocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.86.80, 10.20.49.99, 10.20.72.68","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.86.80, 10.20.49.99, 10.20.72.68",NOERROR,"ns-1128.awsdns-13.org, ns-1651.awsdns-14.co.uk, ns-372.awsdns-46.com, ns-706.awsdns-24.net",,,,,,,
,2cab2id.us-west-2.shipt.com,"172.16.49.143, 172.16.64.171, 172.16.80.201","ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,"172.16.49.143, 172.16.64.171, 172.16.80.201",NOERROR,,,,,,,,
,2cust113neocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.86.80, 10.20.72.68, 10.20.49.99","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.86.80, 10.20.72.68, 10.20.49.99",NOERROR,,,,,,,,
,2fb50eocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,,"ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,2qd.neocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.72.68, 10.20.49.99, 10.20.86.80","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.72.68, 10.20.49.99, 10.20.86.80",NOERROR,"ns-1128.awsdns-13.org, ns-1651.awsdns-14.co.uk, ns-372.awsdns-46.com, ns-706.awsdns-24.net",,,,,,,
,3036d.neocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.49.99, 10.20.72.68, 10.20.86.80","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.49.99, 10.20.72.68, 10.20.86.80",NOERROR,,,,,,,,
,310-2-8.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,354-8-1.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,357-9-5-7.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,35756.neocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.49.99, 10.20.86.80, 10.20.72.68","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.49.99, 10.20.86.80, 10.20.72.68",NOERROR,,,,,,,,
,35nm0f.neocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.49.99, 10.20.86.80, 10.20.72.68","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.49.99, 10.20.86.80, 10.20.72.68",NOERROR,,,,,,,,
,3640-v03-02.rzneocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.72.68, 10.20.49.99, 10.20.86.80","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.72.68, 10.20.49.99, 10.20.86.80",NOERROR,,,,,,,,
,37d2feocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.49.99, 10.20.72.68, 10.20.86.80","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.49.99, 10.20.72.68, 10.20.86.80",NOERROR,,,,,,,,
,3a3e.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,3cg.neocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.49.99, 10.20.72.68, 10.20.86.80","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.49.99, 10.20.72.68, 10.20.86.80",NOERROR,,,,,,,,
,3iyeocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.72.68, 10.20.86.80, 10.20.49.99","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.72.68, 10.20.86.80, 10.20.49.99",NOERROR,,,,,,,,
,3kbeocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.49.99, 10.20.86.80, 10.20.72.68","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.49.99, 10.20.86.80, 10.20.72.68",NOERROR,,,,,,,,
,3lewi.us-west-2.shipt.com,"172.16.49.143, 172.16.64.171, 172.16.80.201","ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,"172.16.49.143, 172.16.64.171, 172.16.80.201",NOERROR,,,,,,,,
,403-neocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.49.99, 10.20.72.68, 10.20.86.80","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.49.99, 10.20.72.68, 10.20.86.80",NOERROR,,,,,,,,
,441-6.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,44b2.us-west-2.shipt.com,"172.16.80.201, 172.16.64.171, 172.16.49.143","ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,"172.16.80.201, 172.16.64.171, 172.16.49.143",NOERROR,,,,,,,,
,44eeocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.49.99, 10.20.86.80, 10.20.72.68","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.49.99, 10.20.86.80, 10.20.72.68",NOERROR,,,,,,,,
,44yneocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.72.68, 10.20.49.99, 10.20.86.80","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.72.68, 10.20.49.99, 10.20.86.80",NOERROR,,,,,,,,
,458-90-5.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,4ae1.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,4e35.us-west-2.shipt.com,,"ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,4em.us-west-2.shipt.com,"172.16.80.201, 172.16.64.171, 172.16.49.143","ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,"172.16.80.201, 172.16.64.171, 172.16.49.143",NOERROR,,,,,,,,
,5-63-9.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,"ns-1262.awsdns-29.org, ns-1800.awsdns-33.co.uk, ns-333.awsdns-41.com, ns-758.awsdns-30.net",,,,,,,
,5fgraph23.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,64u-neocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.86.80, 10.20.72.68, 10.20.49.99","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.86.80, 10.20.72.68, 10.20.49.99",NOERROR,,,,,,,,
,650-8-2-1.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,66-220-157-79.us-west-2.shipt.com,"172.16.80.201, 172.16.49.143, 172.16.64.171","ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,"172.16.80.201, 172.16.49.143, 172.16.64.171",NOERROR,,,,,,,,
,669-6.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,6e0neocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.72.68, 10.20.49.99, 10.20.86.80","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.72.68, 10.20.49.99, 10.20.86.80",NOERROR,,,,,,,,
,6gin4.com718zyxwv.service.now.comsiva-neocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.86.80, 10.20.49.99, 10.20.72.68","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.86.80, 10.20.49.99, 10.20.72.68",NOERROR,,,,,,,,
,6m1-neocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.72.68, 10.20.86.80, 10.20.49.99","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.72.68, 10.20.86.80, 10.20.49.99",NOERROR,,,,,,,,
,6t6.neocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.86.80, 10.20.49.99, 10.20.72.68","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.86.80, 10.20.49.99, 10.20.72.68",NOERROR,,,,,,,,
,721-5.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,749eocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.72.68, 10.20.86.80, 10.20.49.99","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.72.68, 10.20.86.80, 10.20.49.99",NOERROR,,,,,,,,
,7rwneocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.72.68, 10.20.86.80, 10.20.49.99","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.72.68, 10.20.86.80, 10.20.49.99",NOERROR,,,,,,,,
,7vl-neocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.72.68, 10.20.49.99, 10.20.86.80","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.72.68, 10.20.49.99, 10.20.86.80",NOERROR,,,,,,,,
,7wkam.us-west-2.shipt.com,,"ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,7wkf9.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,7y6-neocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,,"ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,7zpzj02.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,8-7-5.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,84sxr22.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,857-98-1.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,86-4-3-0.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,89-36.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,8a35.us-west-2.shipt.com,"172.16.80.201, 172.16.49.143, 172.16.64.171","ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,"172.16.80.201, 172.16.49.143, 172.16.64.171",NOERROR,,,,,,,,
,8aweocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.72.68, 10.20.86.80, 10.20.49.99","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.72.68, 10.20.86.80, 10.20.49.99",NOERROR,,,,,,,,
,8dv.neocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,,"ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,8kqztgrd458c.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,8q6vneocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.72.68, 10.20.49.99, 10.20.86.80","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.72.68, 10.20.49.99, 10.20.86.80",NOERROR,"ns-1128.awsdns-13.org, ns-1651.awsdns-14.co.uk, ns-372.awsdns-46.com, ns-706.awsdns-24.net",,,,,,,
,95-74-3-0.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,999neocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.49.99, 10.20.86.80, 10.20.72.68","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.49.99, 10.20.86.80, 10.20.72.68",NOERROR,,,,,,,,
,99e7.us-west-2.shipt.com,"172.16.49.143, 172.16.64.171, 172.16.80.201","ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,"172.16.49.143, 172.16.64.171, 172.16.80.201",NOERROR,,,,,,,,
,9d35.us-west-2.shipt.com,,"ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,9ik-neocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.72.68, 10.20.86.80, 10.20.49.99","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.72.68, 10.20.86.80, 10.20.49.99",NOERROR,,,,,,,,
,9t8-neocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.49.99, 10.20.72.68, 10.20.86.80","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.49.99, 10.20.72.68, 10.20.86.80",NOERROR,,,,,,,,
,9yseocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.72.68, 10.20.86.80, 10.20.49.99","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.72.68, 10.20.86.80, 10.20.49.99",NOERROR,,,,,,,,
,a-96-118-31-46.us-west-2.shipt.com,"172.16.80.201, 172.16.64.171, 172.16.49.143","ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,"172.16.80.201, 172.16.64.171, 172.16.49.143",NOERROR,,,,,,,,
,a-96-118-35-84.us-west-2.shipt.com,"172.16.64.171, 172.16.80.201, 172.16.49.143","ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,"172.16.64.171, 172.16.80.201, 172.16.49.143",NOERROR,,,,,,,,
,a-96-119-15-80.us-west-2.shipt.com,"172.16.80.201, 172.16.49.143, 172.16.64.171","ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,"172.16.80.201, 172.16.49.143, 172.16.64.171",NOERROR,,,,,,,,
,a-96-119-170-19.us-west-2.shipt.com,"172.16.80.201, 172.16.49.143, 172.16.64.171","ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,"172.16.80.201, 172.16.49.143, 172.16.64.171",NOERROR,,,,,,,,
,a06-sfiqplatform.neocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.86.80, 10.20.72.68, 10.20.49.99","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.86.80, 10.20.72.68, 10.20.49.99",NOERROR,,,,,,,,
,a1l.neocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.72.68, 10.20.86.80, 10.20.49.99","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.72.68, 10.20.86.80, 10.20.49.99",NOERROR,,,,,,,,
,a1l.us-west-2.shipt.com,"172.16.49.143, 172.16.64.171, 172.16.80.201","ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,"172.16.49.143, 172.16.64.171, 172.16.80.201",NOERROR,,,,,,,,
,a3c.us-west-2.shipt.com,"172.16.49.143, 172.16.80.201, 172.16.64.171","ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,"172.16.49.143, 172.16.80.201, 172.16.64.171",NOERROR,,,,,,,,
,a5-neocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.72.68, 10.20.86.80, 10.20.49.99","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.72.68, 10.20.86.80, 10.20.49.99",NOERROR,,,,,,,,
,a65.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,a85cc52b.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,a8yulechengkaihuneocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.86.80, 10.20.49.99, 10.20.72.68","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.86.80, 10.20.49.99, 10.20.72.68",NOERROR,,,,,,,,
,aak0642.my-qa.neocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.72.68, 10.20.49.99, 10.20.86.80","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.72.68, 10.20.49.99, 10.20.86.80",NOERROR,,,,,,,,
,aber-neocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.86.80, 10.20.72.68, 10.20.49.99","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.86.80, 10.20.72.68, 10.20.49.99",NOERROR,,,,,,,,
,abs03.us-west-2.shipt.com,"172.16.80.201, 172.16.49.143, 172.16.64.171","ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,"172.16.80.201, 172.16.49.143, 172.16.64.171",NOERROR,"ns-1002.awsdns-61.net, ns-1435.awsdns-51.org, ns-1665.awsdns-16.co.uk, ns-291.awsdns-36.com",,,,,,,
,abumedia-aws-partner.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,acc-ash2-dc10-902-1.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,acc-development.us-west-2.shipt.com,,"ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,acc-image-service-cdn.us-west-2.shipt.com,"172.16.80.201, 172.16.49.143, 172.16.64.171","ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,"172.16.80.201, 172.16.49.143, 172.16.64.171",NOERROR,,,,,,,,
,acc-lon6-cs5b10-1.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,acc-lon6-ms4h16-1.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,acc-sjc1-r908-1.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,"ns-1262.awsdns-29.org, ns-1800.awsdns-33.co.uk, ns-333.awsdns-41.com, ns-758.awsdns-30.net",,,,,,,
,accaccessuk.us-west-2.shipt.com,"172.16.49.143, 172.16.64.171, 172.16.80.201","ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,"172.16.49.143, 172.16.64.171, 172.16.80.201",NOERROR,,,,,,,,
,acceptatie-streaming.us-west-2.shipt.com,"172.16.80.201, 172.16.49.143, 172.16.64.171","ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,"172.16.80.201, 172.16.49.143, 172.16.64.171",NOERROR,,,,,,,,
,acceptatie515g15.us-west-2.shipt.com,"172.16.64.171, 172.16.80.201, 172.16.49.143","ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,"172.16.64.171, 172.16.80.201, 172.16.49.143",NOERROR,,,,,,,,
,acceptatieequipment-reports-paint.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,acceptdns.us-central1.shipt.com,,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,acceptidaten.us-central1.shipt.com,,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,accesoriosadmin.neocovidev.sayncdiscover.ad.shoppingcart.us-east-1.shipt.com,"10.20.49.99, 10.20.72.68, 10.20.86.80","ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",True,"10.20.49.99, 10.20.72.68, 10.20.86.80",NOERROR,,,,,,,,
,access-configclients.us-west-2.shipt.com,"172.16.80.201, 172.16.64.171, 172.16.49.143","ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,"172.16.80.201, 172.16.64.171, 172.16.49.143",NOERROR,,,,,,,,
,access-ministerio-c-adolescentes.us-west-2.shipt.com,"172.16.80.201, 172.16.64.171, 172.16.49.143","ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,"172.16.80.201, 172.16.64.171, 172.16.49.143",NOERROR,,,,,,,,
,access-stage-start-clients.us-west-2.shipt.com,"172.16.64.171, 172.16.49.143, 172.16.80.201","ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,"172.16.64.171, 172.16.49.143, 172.16.80.201",NOERROR,,,,,,,,
,accessadmin-redirect.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,accessalpha-intranetpostgresmx.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,accesspoint.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,accesspreferenceslivelogsauth.us-west-2.shipt.com,"172.16.49.143, 172.16.80.201, 172.16.64.171","ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,"172.16.49.143, 172.16.80.201, 172.16.64.171",NOERROR,,,,,,,,
,accessredirectdoc-corporate.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,"ns-1262.awsdns-29.org, ns-1800.awsdns-33.co.uk, ns-333.awsdns-41.com, ns-758.awsdns-30.net",,,,,,,
,accessstaging-masterrings.us-west-2.shipt.com,"172.16.49.143, 172.16.64.171, 172.16.80.201","ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,"172.16.49.143, 172.16.64.171, 172.16.80.201",NOERROR,,,,,,,,
,account-chefhelpdesk-demo.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,account-ciexamplesbackup-meet-git.us-west-2.shipt.com,"172.16.49.143, 172.16.64.171, 172.16.80.201","ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,"172.16.49.143, 172.16.64.171, 172.16.80.201",NOERROR,,,,,,,,
,account-enlargeyourparis.us-west-2.shipt.com,"172.16.80.201, 172.16.49.143, 172.16.64.171","ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,"172.16.80.201, 172.16.49.143, 172.16.64.171",NOERROR,,,,,,,,
,account-mybackups-www-test.us-west-2.shipt.com,"172.16.80.201, 172.16.64.171, 172.16.49.143","ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,"172.16.80.201, 172.16.64.171, 172.16.49.143",NOERROR,,,,,,,,
,accountart-of-falco.us-central1.shipt.com,10.90.0.22,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",True,10.90.0.22,NOERROR,,,,,,,,
,accountauth.us-west-2.shipt.com,"172.16.64.171, 172.16.49.143, 172.16.80.201","ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,"172.16.64.171, 172.16.49.143, 172.16.80.201",NOERROR,,,,,,,,
,accountconfigmijn.us-west-2.shipt.com,"172.16.64.171, 172.16.80.201, 172.16.49.143","ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,"172.16.64.171, 172.16.80.201, 172.16.49.143",NOERROR,,,,,,,,
,accountinternalvpnpreferences.us-west-2.shipt.com,"172.16.49.143, 172.16.64.171, 172.16.80.201","ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,"172.16.49.143, 172.16.64.171, 172.16.80.201",NOERROR,,,,,,,,
,accountjira.us-west-2.shipt.com,,"ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
