input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tls_wildcard_certificate,cdn_name,tech_,cdn,tls_mismatched,final_url,csp_domains_,tls_expired
t.mail.betfair.com,404 Not Found,404,196,t.mail.betfair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-18T10:33:05Z,2024-05-17T10:32:05Z,"C=IE, ST=Leinster, L=DUBLIN, O=Paddy Power Betfair Limited, CN=mail.betfair.com",mail.betfair.com,Paddy Power Betfair Limited,m1.mail.betfair.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,31f17c38f707ee586828dfa94488b195,1354082593d7f7effb181f7fdaf6b9dde676252c6f913fc37b2a23d5dc702f1d,ctls,t.mail.betfair.com,443,https://t.mail.betfair.com:443,https,Apache,text/html,GET,99.80.46.98,/,-780928015,18.203.240.50,8,False,,,Apache,,,,,
t.mail.betfair.ro,404 Not Found,404,196,t.mail.betfair.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2021-09-10T12:22:45Z,2022-09-10T12:32:00Z,"CN=*.mails.paddypower.com, O=Paddy Power Betfair Limited, L=Dublin, ST=Leinster, C=IE",*.mails.paddypower.com,Paddy Power Betfair Limited,m.mails.paddypower.it,"CN=HydrantID SSL CA G3, O=HydrantID (Avalanche Cloud Corporation), C=US",HydrantID SSL CA G3,HydrantID (Avalanche Cloud Corporation),02f862ed9cc564682697076dc8051e0f,c537aaa147c5717e93e36b8d7c51fd3b7d8104e2a9ce50714e228bf168d48bb2,ctls,t.mail.betfair.ro,443,https://t.mail.betfair.ro:443,https,Apache,text/html,GET,18.203.240.50,/,-780928015,99.80.46.98,8,False,True,,Apache,,True,,,True
t.mail.betfair.se,404 Not Found,404,196,t.mail.betfair.se,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2021-09-10T12:22:45Z,2022-09-10T12:32:00Z,"CN=*.mails.paddypower.com, O=Paddy Power Betfair Limited, L=Dublin, ST=Leinster, C=IE",*.mails.paddypower.com,Paddy Power Betfair Limited,m.mails.paddypower.it,"CN=HydrantID SSL CA G3, O=HydrantID (Avalanche Cloud Corporation), C=US",HydrantID SSL CA G3,HydrantID (Avalanche Cloud Corporation),02f862ed9cc564682697076dc8051e0f,c537aaa147c5717e93e36b8d7c51fd3b7d8104e2a9ce50714e228bf168d48bb2,ctls,t.mail.betfair.se,443,https://t.mail.betfair.se:443,https,Apache,text/html,GET,99.80.46.98,/,-780928015,18.203.240.50,8,False,True,,Apache,,True,,,True
t.mails.betfair.it,404 Not Found,404,196,t.mails.betfair.it,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2021-09-10T12:22:45Z,2022-09-10T12:32:00Z,"CN=*.mails.paddypower.com, O=Paddy Power Betfair Limited, L=Dublin, ST=Leinster, C=IE",*.mails.paddypower.com,Paddy Power Betfair Limited,m.mails.paddypower.it,"CN=HydrantID SSL CA G3, O=HydrantID (Avalanche Cloud Corporation), C=US",HydrantID SSL CA G3,HydrantID (Avalanche Cloud Corporation),02f862ed9cc564682697076dc8051e0f,c537aaa147c5717e93e36b8d7c51fd3b7d8104e2a9ce50714e228bf168d48bb2,ctls,t.mails.betfair.it,443,https://t.mails.betfair.it:443,https,Apache,text/html,GET,18.203.240.50,/,-780928015,99.80.46.98,8,False,True,,Apache,,True,,,True
t.mails.paddypower.com,404 Not Found,404,196,t.mails.paddypower.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-23T14:25:53Z,2023-08-23T14:35:00Z,"CN=rt7-m.auto.paddypower.com, O=Paddy Power Betfair Limited, L=Clonskeagh, ST=Leinster, C=IE",rt7-m.auto.paddypower.com,Paddy Power Betfair Limited,t.mails.paddypower.it,"CN=HydrantID SSL CA G3, O=HydrantID (Avalanche Cloud Corporation), C=US",HydrantID SSL CA G3,HydrantID (Avalanche Cloud Corporation),f70169cf13cc08900b3edd0450ccdd86,9356a66118af8ae828c3010659f2cc513ad51de01efbfe0b9461b35ab7998405,ctls,t.mails.paddypower.com,443,https://t.mails.paddypower.com:443,https,Apache,text/html,GET,99.80.46.98,/,-780928015,18.203.240.50,8,False,,,Apache,,,,,
t.mails.paddypower.it,404 Not Found,404,196,t.mails.paddypower.it,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-23T14:25:53Z,2023-08-23T14:35:00Z,"CN=rt7-m.auto.paddypower.com, O=Paddy Power Betfair Limited, L=Clonskeagh, ST=Leinster, C=IE",rt7-m.auto.paddypower.com,Paddy Power Betfair Limited,t.mails.paddypower.it,"CN=HydrantID SSL CA G3, O=HydrantID (Avalanche Cloud Corporation), C=US",HydrantID SSL CA G3,HydrantID (Avalanche Cloud Corporation),f70169cf13cc08900b3edd0450ccdd86,9356a66118af8ae828c3010659f2cc513ad51de01efbfe0b9461b35ab7998405,ctls,t.mails.paddypower.it,443,https://t.mails.paddypower.it:443,https,Apache,text/html,GET,99.80.46.98,/,-780928015,18.203.240.50,8,False,,,Apache,,,,,
technology.skybettingandgaming.com,Sky Betting & Gaming Technology,200,42828,sbg.technology,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-17T21:29:27Z,2023-06-15T21:29:26Z,CN=sbg.technology,sbg.technology,,sbg.technology,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,89ea4272fd2249ec9c6ba29f6682402f,4fbc2be687b26134d61d9c863bfc8e36f5776cb7dc0380cd346f454248d75935,ctls,sbg.technology,443,https://technology.skybettingandgaming.com:443,https,GitHub.com,text/html,GET,18.66.97.116,/,1864157641,18.66.97.119,1673,False,,cloudfront,Varnish,True,,https://sbg.technology/,,
tehrantm.betfair.ro,Just a moment...,403,7148,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://tehrantm.betfair.ro:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
templating-lib.betfair.ro,Just a moment...,403,7109,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://templating-lib.betfair.ro:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
test-abelson-feed-api.awsdev.feeds.skybet.com,,403,42,test-abelson-feed-api.awsdev.feeds.skybet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-03T23:59:59Z,CN=test-abelson-feed-api.awsdev.feeds.skybet.com,test-abelson-feed-api.awsdev.feeds.skybet.com,,test-abelson-feed-api.awsdev.feeds.skybet.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4491d1dd7d1bad18107e3a7444a78b16,e3dc213ae0839b38dfab4086dafdc6fff9cf37f5c87093ab122b4010de255cb0,ctls,test-abelson-feed-api.awsdev.feeds.skybet.com,443,https://test-abelson-feed-api.awsdev.feeds.skybet.com:443,https,,application/json,GET,52.49.3.224,/,768769774,63.35.92.116,1,False,,,,,,,,
test-certificate.betfair.com,Just a moment...,403,6880,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://test-certificate.betfair.com:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
test-football-api.awsdev.feeds.skybet.com,,403,42,test-football-api.awsdev.feeds.skybet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=test-football-api.awsdev.feeds.skybet.com,test-football-api.awsdev.feeds.skybet.com,,test-football-api.awsdev.feeds.skybet.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8e85808d3ec2e893328f7ef72699d977,959126f3199527181edc6ef88fdbe14c2b42df93f0c2a5e3f1df9f5a242ae9b8,ctls,test-football-api.awsdev.feeds.skybet.com,443,https://test-football-api.awsdev.feeds.skybet.com:443,https,,application/json,GET,34.248.132.242,/,768769774,52.209.189.100,1,False,,,,,,,,
test.betfair.com,Just a moment...,403,6937,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://test.betfair.com:443,https,cloudflare,text/html,GET,84.20.208.107,/,1099596916,84.20.208.107,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
test.feedback.s6.sbgservices.com,,403,42,test.feedback.s6.sbgservices.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-18T23:59:59Z,CN=test.feedback.s6.sbgservices.com,test.feedback.s6.sbgservices.com,,test.feedback.s6.sbgservices.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a7cade4df1cd1abf8c6c7d1690d81abb,6a0d0d902e3ee8804141abc63da5a2c84514c257100a686d939e9c99aa4d6072,ctls,test.feedback.s6.sbgservices.com,443,https://test.feedback.s6.sbgservices.com:443,https,,application/json,GET,18.66.122.98,/,768769774,2600:9000:2070:800:12:828a:aa80:93a1,1,False,,cloudfront,Amazon Web Services,True,,,,
test.msgsvc.io,,403,23,test.msgsvc.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2023-09-11T23:59:59Z,CN=test.msgsvc.io,test.msgsvc.io,,*.test.msgsvc.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8d59e8ce61baee0579fb3aac1e868351,122333806c92d7eea9554b5672604e7b6142bf3db83a5ba86f223f17b200fa2b,ctls,test.msgsvc.io,443,https://test.msgsvc.io:443,https,,application/json,GET,18.200.42.216,/,968070783,54.72.191.253,1,False,True,,,,,,,
test.parco.betfair.es,Just a moment...,403,7106,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://test.parco.betfair.es:443,https,cloudflare,text/html,GET,84.20.208.107,/,1099596916,84.20.208.107,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
test.skybet.net,Invalid URL,400,209,test.skybet.net,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-05T00:00:00Z,2024-06-04T23:59:59Z,"CN=*.staging.sbgservices.com, O=Hestview Limited, ST=West Yorkshire, C=GB",*.staging.sbgservices.com,Hestview Limited,test-adfs.sbgpeople.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ea6e0d6d5a3a3b1546f54495f9a7433a,e71f7ee1d1db7eed19d7daca6cbe8af6503ae9232ed5b3c5f999601632f15bf1,ctls,test.skybet.net,443,https://test.skybet.net:443,https,AkamaiGHost,text/html,GET,23.201.243.247,/,1191420961,23.201.243.247,8,False,True,,,,True,,,
test4.test.popularbets.betviewapi.com,,403,23,test4.test.popularbets.betviewapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-08-15T23:59:59Z,CN=staging.test.popularbets.betviewapi.com,staging.test.popularbets.betviewapi.com,,test4.test.popularbets.betviewapi.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,461909900356b893a72214da59201945,7f09b371c568a61031b8ab23c7724c5f10cbc1ea4cdead8b14a7e01033bc7d05,ctls,test4.test.popularbets.betviewapi.com,443,https://test4.test.popularbets.betviewapi.com:443,https,,application/json,GET,52.222.236.46,/,968070783,52.222.236.4,1,False,,cloudfront,Amazon Web Services,True,,,,
test4.trending.test.popularbets.betviewapi.com,,403,243,test4.trending.test.popularbets.betviewapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-08-15T23:59:59Z,CN=staging.trending.test.popularbets.betviewapi.com,staging.trending.test.popularbets.betviewapi.com,,test4.trending.test.popularbets.betviewapi.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6015e37ec8f7333da5ac61347a201b0e,ce6f257ce212f7ff931a32979711f651d9d42b31fcaff909a21a7b2916a66069,ctls,test4.trending.test.popularbets.betviewapi.com,443,https://test4.trending.test.popularbets.betviewapi.com:443,https,AmazonS3,application/xml,GET,18.66.97.45,/,-472558284,18.66.97.95,2,False,,cloudfront,HTTP/3,True,,,,
test6414.betfair.ro,Just a moment...,403,7114,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://test6414.betfair.ro:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
th.betfair.ro,Just a moment...,403,7092,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://th.betfair.ro:443,https,cloudflare,text/html,GET,84.20.208.107,/,1099596916,84.20.208.107,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
thekafkapandemic.betfair.ro,Just a moment...,403,7164,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://thekafkapandemic.betfair.ro:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
thevaccines.betfair.ro,Just a moment...,403,7205,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://thevaccines.betfair.ro:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
thevaccinesuk.betfair.ro,Just a moment...,403,7152,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://thevaccinesuk.betfair.ro:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
thevirus.betfair.ro,Just a moment...,403,7148,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://thevirus.betfair.ro:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
thevisionaire-ec-official.betfair.es,Just a moment...,403,7164,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://thevisionaire-ec-official.betfair.es:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
to0622.betfair.ro,Just a moment...,403,7130,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://to0622.betfair.ro:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
tolakviruss.betfair.ro,Just a moment...,403,7193,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://tolakviruss.betfair.ro:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
tooling.app-guea.live.skybet.com,,404,,tooling.app-guea.live.skybet.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-04T13:33:16Z,2023-11-04T13:32:16Z,"CN=skybetgroups.skybet.com, O=Hestview Limited, L=Leeds, ST=West Yorkshire, C=GB, businessCategory=Private Organization, jurisdictionCountry=GB, serialNumber=01100741, businessCategory=Private Organization, jurisdictionCountry=GB",skybetgroups.skybet.com,Hestview Limited,transactions.green-1-aws.live.skybet.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,43e1598325691950afcdb0d9228f8a2a,22554043bb489eccbc7fb3c27e1c6c6ec7cebf674357c93d688389871fda7bf5,ctls,tooling.app-guea.live.skybet.com,443,https://tooling.app-guea.live.skybet.com:443,https,(REDACTED),,GET,2.20.142.25,/,-1840324437,2.20.142.34,1,False,,,,,,,,
tooling.app-nps.live.skybet.com,,404,,tooling.app-nps.live.skybet.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-04T13:33:16Z,2023-11-04T13:32:16Z,"CN=skybetgroups.skybet.com, O=Hestview Limited, L=Leeds, ST=West Yorkshire, C=GB, businessCategory=Private Organization, jurisdictionCountry=GB, serialNumber=01100741, businessCategory=Private Organization, jurisdictionCountry=GB",skybetgroups.skybet.com,Hestview Limited,transactions.green-1-aws.live.skybet.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,43e1598325691950afcdb0d9228f8a2a,22554043bb489eccbc7fb3c27e1c6c6ec7cebf674357c93d688389871fda7bf5,ctls,tooling.app-nps.live.skybet.com,443,https://tooling.app-nps.live.skybet.com:443,https,(REDACTED),,GET,95.101.111.140,/,-1840324437,95.101.111.154,1,False,,,,,,,,
tooling.green-1-aws.live.skybet.com,,404,,tooling.green-1-aws.live.skybet.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-04T13:33:16Z,2023-11-04T13:32:16Z,"CN=skybetgroups.skybet.com, O=Hestview Limited, L=Leeds, ST=West Yorkshire, C=GB, businessCategory=Private Organization, jurisdictionCountry=GB, serialNumber=01100741, businessCategory=Private Organization, jurisdictionCountry=GB",skybetgroups.skybet.com,Hestview Limited,transactions.green-1-aws.live.skybet.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,43e1598325691950afcdb0d9228f8a2a,22554043bb489eccbc7fb3c27e1c6c6ec7cebf674357c93d688389871fda7bf5,ctls,tooling.green-1-aws.live.skybet.com,443,https://tooling.green-1-aws.live.skybet.com:443,https,(REDACTED),,GET,95.101.111.140,/,-1840324437,95.101.111.154,1,False,,,,,,,,
totalav-essential-antivirus.fr.betfair.ro,Just a moment...,403,7164,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://totalav-essential-antivirus.fr.betfair.ro:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
touch.betfair.es,Just a moment...,403,6990,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://touch.betfair.es:443,https,cloudflare,text/html,GET,84.20.208.107,/,1099596916,84.20.208.107,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
trading.app-guea.live.skybet.com,,404,,trading.app-guea.live.skybet.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-04T13:33:16Z,2023-11-04T13:32:16Z,"CN=skybetgroups.skybet.com, O=Hestview Limited, L=Leeds, ST=West Yorkshire, C=GB, businessCategory=Private Organization, jurisdictionCountry=GB, serialNumber=01100741, businessCategory=Private Organization, jurisdictionCountry=GB",skybetgroups.skybet.com,Hestview Limited,transactions.green-1-aws.live.skybet.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,43e1598325691950afcdb0d9228f8a2a,22554043bb489eccbc7fb3c27e1c6c6ec7cebf674357c93d688389871fda7bf5,ctls,trading.app-guea.live.skybet.com,443,https://trading.app-guea.live.skybet.com:443,https,(REDACTED),,GET,2.20.142.25,/,-1840324437,2.20.142.34,1,False,,,,,,,,
