new,host,a,cname,soa,status_code,cdn,cdn-name,txt,aaaa,ns,mx,has_internal_ips,internal_ips,ptr,caa
[x],etx.betfair.es,"104.18.29.77, 104.18.28.77",etx.betfair.es.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],etx.betfair.it,"104.18.29.43, 104.18.28.43",etx.betfair.it.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],etx.betfair.ro,"104.18.28.235, 104.18.29.235",etx.betfair.ro.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],etx.betfair.se,"104.18.6.15, 104.18.7.15",etx.betfair.se.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],etx.lb.betfair.com,84.20.210.108,ie2-etx.betfair.com,"udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],eunpal01123.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],euro2004.skybet.com,194.145.126.130,,"edns3.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],euw.datops.io,"205.251.193.189, 205.251.195.117, 205.251.196.141, 205.251.199.118",,"ns-885.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1165.awsdns-17.org, ns-445.awsdns-55.com, ns-885.awsdns-46.net, ns-1910.awsdns-46.co.uk",,,,,
[x],euw.platformservices.io,,,"ns-1142.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],events.green-1-aws.live.skybet.com,"2.17.100.201, 2.17.100.129","events.green-1-aws.live.skybet.com.edgekey.net, e34110.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],events.ppmail3.paddypower.com,81.92.115.138,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all",,,"smtp1.emv2.com, smtp2.emv2.com",,,,
[x],events.test-aws.staging.skybet.com,104.81.216.178,"events.test-aws.staging.skybet.com-v1.edgekey.net, e6032.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],events.test-aws.test4.skybet.com,23.196.243.251,"events.test-aws.test4.skybet.com-v1.edgekey.net, e6032.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],everfi.ppmail4.paddypower.com,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all, v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all",,,"smtp1.emv2.com, smtp2.emv2.com",,,,
[x],ew53680r970lly.betfair.es,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],ew54391r96vvye.betfair.ro,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],ew5wallet.betfair.com,,,"udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],exchangegaming.betfair.se,"104.18.6.15, 104.18.7.15",exchangegaming.betfair.se.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],ext.paddypower.com,,,"a1-221.akam.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],external-earlyprices.paddypower.com,217.112.150.19,,"a1-221.akam.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],extras.betfair.es,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],f.email1.skybet.com,"2.16.186.187, 2.16.186.201","f.email1.skybet.com.edgekey.net, e95372.f.akamaiedge.net","n0f.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],f.ns.sbagmail.skybettingandgaming.com,207.251.96.134,,"a.ns.sbagmail.skybettingandgaming.com, hostmaster.sbagmail.skybettingandgaming.com",NOERROR,,,,,,,,,,
[x],f.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all",,,"smtp2.emv2.com, smtp1.emv2.com",,,,
[x],f.sbagmail.skybettingandgaming.com,"23.58.157.134, 23.58.157.140","f.sbagmail.skybettingandgaming.com.edgekey.net, e95372.f.akamaiedge.net","n0f.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],facility.betfair.ro,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,"pdns5.ultradns.info, pdns6.ultradns.co.uk, pdns4.ultradns.org, pdns3.ultradns.org, pdns1.ultradns.net, pdns2.ultradns.net",,,,,
[x],factory.afs.betfair.es,,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],fad.betfair.com,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],fairprice.betfair.es,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],fantasy.paddypower.com,"104.18.14.73, 104.18.15.73",fantasy.paddypower.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],fbdp.lb.betfair.com,84.20.210.88,ie2-fbdp.betfair.com,"udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,"pdns5.ultradns.info, pdns6.ultradns.co.uk, pdns4.ultradns.org, pdns3.ultradns.org, pdns1.ultradns.net, pdns2.ultradns.net",,,,,
[x],fcbarcelona.betfair.com,"104.18.156.64, 104.18.157.64",fcbarcelona.betfair.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],fcbarcelona.betfair.es,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],fcq-service.betfair.es,"104.18.28.77, 104.18.29.77",fcq-service.betfair.es.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],fcq-service.betfair.it,"104.18.28.43, 104.18.29.43",fcq-service.betfair.it.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],fcq-service.betfair.ro,,fcq-service.betfair.ro.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],fcq-service.betfair.se,"104.18.7.15, 104.18.6.15",fcq-service.betfair.se.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],fcq-service.lb.betfair.com,84.20.210.34,ie2-fcq-service.betfair.com,"udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],fcq.betfair.se,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,"pdns5.ultradns.info, pdns6.ultradns.co.uk, pdns4.ultradns.org, pdns3.ultradns.org, pdns1.ultradns.net, pdns2.ultradns.net",,,,,
[x],fcq.paddypower.com,"104.18.14.73, 104.18.15.73",fcq.paddypower.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],fcq.test.bft.aws.skybet.net,,,"ns-735.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fdc.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],fedo.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],feedback.prod.sbftp.sbgservices.com,"13.32.121.97, 13.32.121.102, 13.32.121.5, 13.32.121.45",d3pz5670lzkf5i.cloudfront.net,"ns-1517.awsdns-61.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"2600:9000:236e:9c00:1e:3f30:2d80:93a1, 2600:9000:236e:5800:1e:3f30:2d80:93a1, 2600:9000:236e:a000:1e:3f30:2d80:93a1, 2600:9000:2240:f000:1e:3f30:2d80:93a1, 2600:9000:2240:3400:1e:3f30:2d80:93a1, 2600:9000:236e:d600:1e:3f30:2d80:93a1, 2600:9000:236e:fe00:1e:3f30:2d80:93a1, 2600:9000:236e:8e00:1e:3f30:2d80:93a1","ns-1517.awsdns-61.org, ns-1588.awsdns-06.co.uk, ns-45.awsdns-05.com, ns-581.awsdns-08.net",,,,,
[x],feedback.s6.sbgservices.com,"18.66.97.60, 18.66.97.3, 18.66.97.103, 18.66.97.106",d35getldnr9fo2.cloudfront.net,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"2600:9000:223c:c400:4:88df:a480:93a1, 2600:9000:223c:5400:4:88df:a480:93a1, 2600:9000:223c:1000:4:88df:a480:93a1, 2600:9000:223c:9400:4:88df:a480:93a1, 2600:9000:223c:1200:4:88df:a480:93a1, 2600:9000:223c:da00:4:88df:a480:93a1, 2600:9000:223c:f600:4:88df:a480:93a1, 2600:9000:223c:6e00:4:88df:a480:93a1","ns-1133.awsdns-13.org, ns-1537.awsdns-00.co.uk, ns-338.awsdns-42.com, ns-621.awsdns-13.net",,,,,
[x],fenchurch.betfair.ro,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],ff.betfair.es,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],ff.sbgservices.com,,,"ns-170.awsdns-21.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1116.awsdns-11.org, ns-170.awsdns-21.com, ns-1860.awsdns-40.co.uk, ns-619.awsdns-13.net",,,,,
[x],files.giochi.b2b.h.m.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all, v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all",,,"smtp2.emv2.com, smtp1.emv2.com",,,,
[x],financeprodapp.betfair.com,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],financesupprodapp.betfair.com,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],financials.betfair.es,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],flanagana-1.rc.dev.ges.aws.sbgorigin.com,"52.17.42.40, 54.220.20.238, 63.34.97.84",,"ns-503.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],flashutil.betfair.es,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],football-rab-pricing-dev-dev.test.k8s.test.betsharedservices.io,52.17.251.64,,"ns-931.awsdns-52.net, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=service/football-rab-pricing/dev-football-rab-pricing-pricer-lb",,,,,,,
[x],football-rab-pricing-dev-test4.test.k8s.test.betsharedservices.io,"52.209.82.180, 52.213.233.72",,"ns-931.awsdns-52.net, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=service/football-rab-pricing/test4-football-rab-pricing-pricer-lb",,,,,,,
[x],forum.bdp.betfair.com,"104.18.157.64, 104.18.156.64",forum.bdp.betfair.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],forum.betfair.es,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],fr.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],frc.lb.betfair.com,,ie2-frc.betfair.com,"udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],frc.lb.paddypower.com,84.20.202.57,"ie2-frc.paddypower.com, ie1-frc.paddypower.com","a1-221.akam.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],frontend.stg1.skycasino.com,23.201.243.247,"frontend.stg1.skycasino.com.edgekey.net, e6032.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],frontend.test.bft.aws.sbgorigin.com,"52.208.131.3, 54.171.59.166, 34.253.77.44",,"ns-1500.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ftp.m.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all",,,"smtp1.emv2.com, smtp2.emv2.com",,,,
[x],funds.betfair.es,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],g-virus.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all, v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all",,,"smtp2.emv2.com, smtp1.emv2.com",,,,
[x],ga.betfair.es,,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],gaelicgames.betfair.es,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],gamelauncher.paddypower.it,151.8.254.11,content.paddypower.it,"a1-221.akam.net, jon\.stock.safenames.co.uk",NOERROR,,,,,,,,,,
[x],games.betfair.com,,games.betfair.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],games.betfair.ro,"104.18.28.235, 104.18.29.235",games.betfair.ro.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],games.betviewapi.com,,,"ns-1427.awsdns-50.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-938.awsdns-53.net, ns-1427.awsdns-50.org, ns-1652.awsdns-14.co.uk, ns-350.awsdns-43.com",,,,,
[x],games.casinogames.skyvegas.com,"104.126.36.42, 104.126.36.114","games.casinogames.skyvegas.com.ptcdn4.com, games.casinogames.skyvegas.com.edgekey.net, e110553.dscd.akamaiedge.net","n0dscd.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"2a02:26f0:1700:7::17d5:a1d9, 2a02:26f0:1700:7::17d5:a1d0",,,,,,
[x],games.mobilecasino.betfair.com,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],games.nxt.dev.betfair.es,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],games.paddypower.com,"104.18.14.73, 104.18.15.73",games.paddypower.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],gamesapi.betfair.com,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],gamesportal-staging.betfair.es,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],gamesportal.betfair.es,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],gamesportalreslife.betfair.es,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],gameswidgets.betfair.es,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,"udns1.ultradns.net, udns2.ultradns.net",,,,,
[x],gap.paddypower.com,"84.20.202.13, 84.20.192.13",gap.paddypower.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],gareth.test.popularbets.betviewapi.com,"18.173.233.120, 18.173.233.114, 18.173.233.78, 18.173.233.110",,"ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],gate.nps.sbgservices.com,193.104.140.94,,"edns3.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],gate.sbgservices.com,194.145.126.241,gate.guea.sbgservices.com,"edns3.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],gateway.bingo.aws.skybet.net,"10.252.167.6, 10.252.165.213, 10.252.163.130",,"ns-857.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.252.167.6, 10.252.165.213, 10.252.163.130",,
[x],gateway.staging.bingo.aws.sbgorigin.com,"3.251.46.132, 52.17.192.84, 54.72.159.49",,"ns-131.awsdns-16.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gateway.staging.bingo.aws.skybet.net,"10.252.170.207, 10.252.172.48, 10.252.175.63",,"ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.252.170.207, 10.252.172.48, 10.252.175.63",,
[x],gateway.staging.vegas.aws.sbgorigin.com,"54.72.34.142, 52.213.242.235, 34.251.132.191",,"ns-830.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gateway.staging.vegas.aws.skybet.net,"10.252.244.127, 10.252.243.210, 10.252.247.89",,"ns-428.awsdns-53.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.252.244.127, 10.252.243.210, 10.252.247.89",,
[x],gateway.test.bft.aws.sbgorigin.com,"52.212.242.2, 54.246.86.114, 34.255.163.223",,"ns-1500.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gateway.test.bft.aws.skybet.net,"10.252.183.62, 10.252.183.159, 10.252.183.107",,"ns-735.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.252.183.62, 10.252.183.159, 10.252.183.107",,
[x],gateway.test.bingo.aws.sbgorigin.com,,,"ns-885.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gateway.test.bingo.aws.skybet.net,"10.252.173.0, 10.252.175.153, 10.252.170.77",,"ns-39.awsdns-04.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.252.173.0, 10.252.175.153, 10.252.170.77",,
[x],gateway.test.casino.aws.sbgorigin.com,,,"ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gateway.test.casino.aws.skybet.net,"10.229.70.210, 10.229.66.237, 10.229.69.173",,"ns-419.awsdns-52.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1156.awsdns-16.org, ns-1759.awsdns-27.co.uk, ns-419.awsdns-52.com, ns-739.awsdns-28.net",,True,"10.229.70.210, 10.229.66.237, 10.229.69.173",,
[x],gateway.test.gamingservices.sbgservices.com,"34.248.38.210, 52.51.251.64, 34.248.190.224",,"ns-380.awsdns-47.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gateway.test.vegas.aws.sbgorigin.com,"34.250.249.222, 108.128.16.160, 34.253.99.47",,"ns-365.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gateway.test.vegas.aws.skybet.net,"10.252.247.177, 10.252.242.61, 10.252.244.218",,"ns-1621.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.252.247.177, 10.252.242.61, 10.252.244.218",,
[x],gateway.vegas.aws.sbgorigin.com,"52.49.209.86, 108.128.124.61, 54.72.200.98",,"ns-557.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1099.awsdns-09.org, ns-1895.awsdns-44.co.uk, ns-284.awsdns-35.com, ns-557.awsdns-05.net",,,,,
[x],gateway.vegas.aws.skybet.net,"10.252.252.145, 10.252.251.239, 10.252.254.154",,"ns-1022.awsdns-63.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.252.252.145, 10.252.251.239, 10.252.254.154",,
[x],gbsc.paddypower.com,"104.18.15.73, 104.18.14.73",gbsc.paddypower.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],gcpliveconfig.w-con.betfair.com,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],gcs.gamingservices.aws.skybet.net,"54.171.93.91, 54.194.60.87, 52.211.255.204",,"ns-89.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gcs.test.gamingservices.aws.skybet.net,"52.212.150.49, 34.254.148.30, 54.77.240.160",,"ns-1240.awsdns-27.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1240.awsdns-27.org, ns-1818.awsdns-35.co.uk, ns-269.awsdns-33.com, ns-862.awsdns-43.net",,,,,
[x],geosungnc4.betfair.es,,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],getavirus-com.betfair.ro,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],gev.betfair.es,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],gfe.betfair.es,"104.18.29.77, 104.18.28.77",gfe.betfair.es.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],gfe.betfair.ro,"104.18.28.235, 104.18.29.235",gfe.betfair.ro.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],gfe.betfair.se,"104.18.6.15, 104.18.7.15",gfe.betfair.se.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],ghf.betfair.com,"104.18.156.64, 104.18.157.64",ghf.betfair.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],giochi-6.b.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all",,,"smtp2.emv2.com, smtp1.emv2.com",,,,
[x],giochi-6.b2b-virus.m.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,,,,,,,,
[x],giocoresponsabile.betfair.it,"104.18.29.43, 104.18.28.43",giocoresponsabile.betfair.it.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],git.betfair.ro,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],git.k.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all",,,"smtp2.emv2.com, smtp1.emv2.com",,,,
[x],glencove.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
