input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_wildcard_certificate,content_type,csp_domains_,tls_mismatched,final_url
covideo-isusblog.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://covideo-isusblog.pingone.com:443,https,,GET,3.17.229.99,/,-780928015,52.11.201.206,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
cp.console-staging.pingone.com,403 Forbidden,403,199,cp.console-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,cp.console-staging.pingone.com,,443,https://cp.console-staging.pingone.com:443,https,Apache,GET,44.241.84.41,/,,44.240.2.215,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
cpanel.console-staging.pingone.com,403 Forbidden,403,199,cpanel.console-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,cpanel.console-staging.pingone.com,,443,https://cpanel.console-staging.pingone.com:443,https,Apache,GET,3.130.152.31,/,-780928015,44.241.84.41,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
crawl-54-236-1-180.pinterest.coantivirus2.pingone.com,403 Forbidden,403,199,crawl-54-236-1-180.pinterest.coantivirus2.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,crawl-54-236-1-180.pinterest.coantivirus2.pingone.com,,443,https://crawl-54-236-1-180.pinterest.coantivirus2.pingone.com:443,https,Apache,GET,44.240.2.215,/,-780928015,44.241.84.41,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
cveapi.api-staging.pingone.com,403 Forbidden,403,199,cveapi.api-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,cveapi.api-staging.pingone.com,,443,https://cveapi.api-staging.pingone.com:443,https,Apache,GET,3.17.229.99,/,-780928015,44.240.2.215,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
d9c3a116-7726-4ef1-82ec-d92d66f0920e.edge1.pingone.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,cloudfront,80,http://d9c3a116-7726-4ef1-82ec-d92d66f0920e.edge1.pingone.com:80,http,CloudFront,GET,52.222.139.129,/,-1876590998,2600:9000:2490:5800:11:5205:4f00:93a1,Amazon Web Services,20,False,True,,,text/html,,,
db.console-staging.pingone.com,403 Forbidden,403,199,db.console-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,db.console-staging.pingone.com,,443,https://db.console-staging.pingone.com:443,https,Apache,GET,44.240.2.215,/,,44.241.84.41,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
dc.api-staging.pingone.com,403 Forbidden,403,199,dc.api-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,dc.api-staging.pingone.com,,443,https://dc.api-staging.pingone.com:443,https,Apache,GET,3.130.152.31,/,-780928015,44.240.2.215,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
desktop.pingone.com,PingOne - Signed Off,401,2718,desktop.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-05T00:00:00Z,2024-01-05T23:59:59Z,"CN=desktop.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",desktop.pingone.com,desktop.connect.pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b17cf0eb08435608e82c1310f7874b7d,bc9e0ba981ffe6600f574f0d9aef3419521c8be577a3de45701a825dea5adc28,ctls,desktop.pingone.com,,443,https://desktop.pingone.com:443,https,,GET,52.13.168.201,/,1151693766,52.13.168.201,Java,110,False,,Ping Identity Corporation,,text/html,,,
directory-api.pingone.com,Page Not Found,403,11120,directory-api.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-03T00:00:00Z,2024-01-03T23:59:59Z,"CN=directory-api.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",directory-api.pingone.com,directory-api.pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6ffe69f1813082bd3182c4bbdaa39ecf,e32cdcc64a41b5e235dc16a70358ac7137186bde1927164b6f351bb0cbcb807d,ctls,directory-api.pingone.com,,443,https://directory-api.pingone.com:443,https,Apache,GET,3.133.0.185,/,-337240043,3.133.0.185,Typekit,374,False,,Ping Identity Corporation,,text/html,,,
dl.vaccine.pingone.com,403 Forbidden,403,199,dl.vaccine.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,dl.vaccine.pingone.com,,443,https://dl.vaccine.pingone.com:443,https,Apache,GET,3.130.152.31,/,-780928015,3.129.185.94,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
dns2.api-staging.pingone.com,403 Forbidden,403,199,dns2.api-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,dns2.api-staging.pingone.com,,443,https://dns2.api-staging.pingone.com:443,https,Apache,GET,3.129.185.94,/,-780928015,44.241.84.41,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
docker.api-staging.pingone.com,403 Forbidden,403,199,docker.api-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,docker.api-staging.pingone.com,,443,https://docker.api-staging.pingone.com:443,https,Apache,GET,3.130.152.31,/,-780928015,3.17.229.99,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
docs.mapbox.com,Documentation | Mapbox,200,113758,docs.mapbox.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-05T23:59:59Z,CN=*.mapbox.com,*.mapbox.com,mapbox.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b09cc4fe753ed7684dd38ddfa901b584,5bb4b8d92ffc3c8d3bde96dbdb6b43a38d1827d47ac97293ad34eeb2c3d3e4c7,ctls,docs.mapbox.com,cloudfront,443,https://docs.mapbox.com:443,https,AmazonS3,GET,18.239.94.126,/,-1818282787,18.239.94.63,React,12,False,True,,True,text/html,,,
dogfood-dev.console-staging.pingone.com,403 Forbidden,403,199,dogfood-dev.console-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,dogfood-dev.console-staging.pingone.com,,443,https://dogfood-dev.console-staging.pingone.com:443,https,Apache,GET,44.240.2.215,/,,44.241.84.41,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
downloads.pingone.com,,403,243,downloads.pingone.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T00:00:00Z,2024-05-03T23:59:59Z,CN=*.pingone.com,*.pingone.com,*.pingone.ca,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,39825cd16d8c83bac21f6aae9be207e9,af6aefbbd1456a4a8effeb03bf1a7ca9b960a532c4eb1bac1871fe3bf35a4635,ctls,downloads.pingone.com,cloudfront,443,https://downloads.pingone.com:443,https,AmazonS3,GET,52.222.236.38,/,-1636045365,2600:9000:223e:1a00:2:31e5:fa40:93a1,Amazon Web Services,2,False,True,,True,application/xml,,,
e40c83d1-51f8-4486-9fc4-40e7488774db.edge1.pingone.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,cloudfront,80,http://e40c83d1-51f8-4486-9fc4-40e7488774db.edge1.pingone.com:80,http,CloudFront,GET,18.239.94.75,/,-200956618,2600:9000:25e8:7a00:16:c4a0:d000:93a1,Amazon Web Services,20,False,True,,,text/html,,,
e6ae4596-60ed-4263-99d5-e2cd4b8bb67b.edge1.pingone.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,cloudfront,80,http://e6ae4596-60ed-4263-99d5-e2cd4b8bb67b.edge1.pingone.com:80,http,CloudFront,GET,18.66.147.16,/,-442944704,2600:9000:225e:800:14:3487:9c0:93a1,Amazon Web Services,20,False,True,,,text/html,,,
ed48f0ac-e82f-43dd-97d3-55634a1cc441.edge1.pingone.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,cloudfront,80,http://ed48f0ac-e82f-43dd-97d3-55634a1cc441.edge1.pingone.com:80,http,CloudFront,GET,18.66.147.99,/,-1946507413,2600:9000:225e:dc00:1e:ee59:40c0:93a1,Amazon Web Services,20,False,True,,,text/html,,,
edef7628-e091-419d-9be2-10121c9e79e2.edge1.pingone.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,cloudfront,80,http://edef7628-e091-419d-9be2-10121c9e79e2.edge1.pingone.com:80,http,CloudFront,GET,13.32.99.57,/,-751915217,2600:9000:2251:e000:10:9913:6a40:93a1,Amazon Web Services,20,False,True,,,text/html,,,
email.apps-staging.pingone.com,403 Forbidden,403,199,email.apps-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,email.apps-staging.pingone.com,,443,https://email.apps-staging.pingone.com:443,https,Apache,GET,3.17.229.99,/,,3.130.152.31,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
events.mapbox.com,,200,11,events.mapbox.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-03-19T23:59:59Z,"CN=events.mapbox.com, O=Mapbox Inc., L=Washington, ST=District of Columbia, C=US",events.mapbox.com,events.mapbox.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,7b87d7f43fa0a24d5677a400f230ddce,fe7bf9fbb9f5662063f0483df8fdee7df8a10eecc7ef93a8bd011cdac9749a1e,ctls,events.mapbox.com,,443,https://events.mapbox.com:443,https,,GET,34.243.221.239,/,631524574,52.51.15.247,Node.js,1,False,,Mapbox Inc.,,application/json,,,
f273b646-2a74-43c2-9de4-325aee4a4be5.edge1.pingone.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,cloudfront,80,http://f273b646-2a74-43c2-9de4-325aee4a4be5.edge1.pingone.com:80,http,CloudFront,GET,108.139.243.90,/,1007524804,2600:9000:2248:5400:12:c85d:55c0:93a1,Amazon Web Services,20,False,True,,,text/html,,,
fad.localization.pingone.com,403 Forbidden,403,199,fad.localization.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,fad.localization.pingone.com,,443,https://fad.localization.pingone.com:443,https,Apache,GET,3.129.185.94,/,,44.240.2.215,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
ftp.api-staging.pingone.com,403 Forbidden,403,199,ftp.api-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,ftp.api-staging.pingone.com,,443,https://ftp.api-staging.pingone.com:443,https,Apache,GET,44.241.84.41,/,,3.129.185.94,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
gateways.pingone.com,,426,,gateways.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-09T00:00:00Z,2024-07-07T23:59:59Z,CN=*.pingone.com,*.pingone.com,pingone.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,cb34660978b0e70010a7bc13695e8b09,3ad386467c9dd471e1feba26fdfc9f93b1b39a073308236881b43136b88645c1,ctls,gateways.pingone.com,,443,https://gateways.pingone.com:443,https,,GET,3.16.61.58,/,-1840324437,3.128.219.41,,1,False,,,True,,,,
gui.apps-staging.pingone.com,403 Forbidden,403,199,gui.apps-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,gui.apps-staging.pingone.com,,443,https://gui.apps-staging.pingone.com:443,https,Apache,GET,44.240.2.215,/,,52.11.201.206,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
gw.console-staging.pingone.com,403 Forbidden,403,199,gw.console-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,gw.console-staging.pingone.com,,443,https://gw.console-staging.pingone.com:443,https,Apache,GET,52.11.201.206,/,,44.241.84.41,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
host.console-staging.pingone.com,403 Forbidden,403,199,host.console-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,host.console-staging.pingone.com,,443,https://host.console-staging.pingone.com:443,https,Apache,GET,52.11.201.206,/,,3.129.185.94,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
hrs-qa2.ps.pingone.com,403 Forbidden,403,199,hrs-qa2.ps.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,hrs-qa2.ps.pingone.com,,443,https://hrs-qa2.ps.pingone.com:443,https,Apache,GET,3.17.229.99,/,,3.130.152.31,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
https://csp.ping-security.com/csp-reports,,403,42,csp.ping-security.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-02-15T23:59:59Z,CN=*.ping-security.com,*.ping-security.com,*.ping-security.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16f2e6f34b5630064e1fcf4cdf7cb746,127b5fda2c6f4a32d33e75be97053d186276ae3948093595ab3d3981592d3d1a,ctls,csp.ping-security.com,cloudfront,443,https://csp.ping-security.com:443/csp-reports,https,,GET,65.9.86.47,/csp-reports,768769774,65.9.86.62,Amazon Web Services,1,False,True,,True,application/json,,,
info.api-staging.pingone.com,403 Forbidden,403,199,info.api-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,info.api-staging.pingone.com,,443,https://info.api-staging.pingone.com:443,https,Apache,GET,3.130.152.31,/,-780928015,44.241.84.41,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
info.apps-staging.pingone.com,403 Forbidden,403,199,info.apps-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,info.apps-staging.pingone.com,,443,https://info.apps-staging.pingone.com:443,https,Apache,GET,44.241.84.41,/,,3.17.229.99,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
k8s.api-staging.pingone.com,403 Forbidden,403,199,k8s.api-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,k8s.api-staging.pingone.com,,443,https://k8s.api-staging.pingone.com:443,https,Apache,GET,44.241.84.41,/,-780928015,3.129.185.94,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
knowledgemanagement.console-staging.pingone.com,403 Forbidden,403,199,knowledgemanagement.console-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,knowledgemanagement.console-staging.pingone.com,,443,https://knowledgemanagement.console-staging.pingone.com:443,https,Apache,GET,3.130.152.31,/,-780928015,44.240.2.215,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
ks-vendingtransactions-mq1.console-staging.pingone.com,403 Forbidden,403,199,ks-vendingtransactions-mq1.console-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,ks-vendingtransactions-mq1.console-staging.pingone.com,,443,https://ks-vendingtransactions-mq1.console-staging.pingone.com:443,https,Apache,GET,3.17.229.99,/,-780928015,52.11.201.206,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
login.api-staging.pingone.com,403 Forbidden,403,199,login.api-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,login.api-staging.pingone.com,,80,http://login.api-staging.pingone.com:80,http,Apache,GET,3.129.185.94,/,,44.241.84.41,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,https://login.api-staging.pingone.com/
