input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,cdn_name,cdn,final_url
eun-abrown1.duckduckgo.com,Sign in to your account,200,38801,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,443,https://eun-abrown1.duckduckgo.com:443,https,,text/html,GET,20.67.208.67,/,,20.67.208.67,HSTS,95,False,,,,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVPRjpswEHy%2Fr0C8EzAOhFhJpDRR1UjXXpTk%2BtCXarGXnFWwqW16178%2FQ3JNTmpTJIS0npmdHS8zC03dsmXnntQOf3Zo3V0QvDS1smw4moedUUyDlZYpaNAyx9l%2B%2BfmepaOEtUY7zXUdviPd5oC1aJzUqidt1vNw%2FfjwnU6nNKcAohgnCaWY5TQXSCAHSklGRTUlFc%2BSoiwmVV5gngsoqzwryQQpJ3naa31FY73sPPRdBm1rO9wo60A5X0xSGiWTKM0OCWVjwtL0W49a%2B5GlAjcwn5xrLYvjWh%2BlGjWSG2115bSqpcIR1008SYtimkISjQVMozEh46jMCImytJpkiLTkVMR9CIOl7TmfD1IJqY63gylPIMs%2BHQ7baPuwP%2FQSy7e4VlrZrkGzR%2FNLcnzc3V%2F8Yqeik2fR8R%2F9e9SDXeA2DhdeJghmvSs2hGIW%2FyU26ECAg3gWX%2FMuSi374ifYrLe6lvz3UO%2Bfj9o04P49KBmRoSJFVA1Q1inbIpeVRBH%2BkVnWtX5eGQSH89CZDsMgftf8vKwohtX12Th8ccFKNy0Yafu7xBfg7jz7Zf5r%2BKr2u7jDanFzXTnjPc6Xt%2F7zrI3obxW5730w4M1r484h%2FVX85Dq%2BYXtx93Z8%2FR8uXgE%3D&RelayState=3VJUYD3BPMeholGeL3NyOBenOoRnyQjdi0tsN8dA
eun-amallon1.duckduckgo.com,Sign in to your account,200,38644,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,,ctls,login.microsoftonline.com,443,https://eun-amallon1.duckduckgo.com:443,https,,text/html,GET,20.67.208.67,/,,20.67.208.67,HSTS,95,False,,,,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVPRjtowEHy%2Fr4jyHpI4QMACJAqqinTtIeD60JdqY685q4md2k7v%2BvdnB65wUksjRZHWM7Oz483MQlO3dNm5J7XDnx1adxdFL02tLO2P5nFnFNVgpaUKGrTUMbpffr6nZJDR1minma7jd6TbHLAWjZNaBdJmPY%2FXjw%2FfgVUFK0VZEqyqjI9ykRUTjlOYEsZLmAxRkKIqRCFIBeOpyMl4UhHBsgLHyDEPWl%2FRWC87j32XXtvaDjfKOlDOFzNSJFmZkNEhK%2Bgwp4R8C6i1H1kqcD3zybnW0jSt9VGqQSOZ0VYLp1UtFQ6YbtKSTCZTAlky5DBNhnk%2BTKpRnicjIsoRYlGxgqchBBLEt%2Bd8PkjFpTreDqY6gSz9dDhsk%2B3D%2FhAklm9xrbSyXYNmj%2BaXZPi4u7%2F4xU4lJ8%2B8Yz%2FCe9S9XWA2jRdeJopmwRXtQzGL%2FxIbdMDBQTpLr3kXpZZ%2B8RNs1ltdS%2Fa7r4fnozYNuH8Pmg%2FyviJ5Inoo7ZRtkUkhkcd%2FZJZ1rZ9XBsHhPHamwzhK3zU%2FLyvyfnV9Ng5fXLTSTQtG2nCX%2BALMnWe%2FzH8NX9V%2BF3coFjfXlVEWcL689Z9nbXi4VWS%2B98GAN6%2BNO4f0V%2FGT6%2FSG7cXd2%2FH1f7h4BQ%3D%3D&RelayState=lmEYhloNW2upZeWkmf15ErCGxOFhqXQancN1kvKg
eun-dbernal1.duckduckgo.com,Sign in to your account,200,38653,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,443,https://eun-dbernal1.duckduckgo.com:443,https,,text/html,GET,20.67.208.67,/,-2130776174,20.67.208.67,HSTS,95,False,,,,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVNdj5swEHy%2FX4F4J2DzEbCSSGmiqpGuvSjJ9aEvlTHrnFWwqW16139%2FNsk1OalNkRDSemZ2drzMDO3aniwH%2ByR38HMAY%2B%2BC4KVrpSHj0TwctCSKGmGIpB0YYhnZLz%2FfEzxJSK%2BVVUy14TvSbQ41BrQVSnrSZj0P148P33HBEE844xXPqmnCs2mNWJbyGjW0xDjPi6KkBUdVgaFOocGUVaxgRVkmOeQF8lpfQRsnOw9dl1HbmAE20lgqrSsmOI2SaYTzQ5KSDBGMv3nU2o0sJLUj88na3pA4btVRyEknmFZGcatkKyRMmOriKS7LCtMkyhpaRRlCWVTnCEU55tMcIK1Z2sQ%2BBOzFt%2Bd8PgjZCHm8HUx9Ahny6XDYRtuH%2FcFLLN%2FiWilphg70HvQvweBxd3%2FxC4OMTp6bgf3w71GNdikzcbhwMkEw867IGIpe%2FJfYgaUNtTSexde8i1JPvrgJNuutagX7Pdb981Hpjtp%2FD4omaKyIJuIjlAzS9MAEF9CEf2SWbaueVxqohXlo9QBhEL9rfl5WaMbVddlYeLHBSnU91cL4u4QXyux59sv81%2FBV63ZxB3xxc10ZYR7nylv3eVa68bcKzPU%2BaOrMK23PIf1V%2FOQ6vmF7cfd2fP0fLl4B&RelayState=apj9UFjQLFDdz7oD8akFPtsISw8HMGi83mYap1OZ
eun-dng1.duckduckgo.com,Not Found,404,1101,,eun-dng1.duckduckgo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=*.duckduckgo.com, O=Duck Duck Go\, Inc., L=Paoli, ST=Pennsylvania, C=US",*.duckduckgo.com,"Duck Duck Go, Inc.",duckduckgo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c4a51898e2996a7297c91742d235334d,1f4c02c361b63be016749da639b50c19eb09d8848b02a9df5ca7374e414f7840,True,ctls,eun-dng1.duckduckgo.com,443,https://eun-dng1.duckduckgo.com:443,https,Duo/1.0,text/html,GET,20.67.208.67,/,-986201618,20.67.208.67,,38,False,,,,
eun-jkingston1.duckduckgo.com,Sign in to your account,200,38597,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,443,https://eun-jkingston1.duckduckgo.com:443,https,,text/html,GET,20.67.208.67,/,1512491499,20.67.208.67,HSTS,95,False,,,,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVPRbpswFH3vVyDeCdhAIFaClCWaFqlboyTtw14mx76k1sBmtlmzv69N0iWV1gwJIV2fc%2B65x5epoW3TkXlvn%2BUGfvVg7F0QHNtGGjIczcJeS6KoEYZI2oIhlpHt%2FOs9waOEdFpZxVQTviPd5lBjQFuhpCetlrNw%2Bfjwg%2BWTfYIp5JiNa15QlCX7JC1TXBRpPc4mKGcYITQuEg9ENUdljjKcsZRPKEOl13oCbZzsLHRdBm1jelhJY6m0rpjgNEqKCOe7JCUZIhh%2F96ilG1lIagfms7WdIXHcqIOQo1YwrYyqrZKNkDBiqo0LXJYTTJMo43QSZQhl0T5HKMpxXeQA6d45in0I2Iuvz%2Fl8EpILebgdzP4EMuTLbreO1g%2FbnZeYv8W1UNL0Legt6N%2BCwePm%2FuIXehmdPPOe%2FfTvQQ12KTNxWDmZIJh6V2QIRVf%2FJbZgKaeWxtP4mndR6sg3N8FquVaNYH%2BGun8%2BK91S%2B%2FGgaISGiuBRPUBJL00HTNQCePhXZt406mWhgVqYhVb3EAbxu%2BbnZQU%2BrK7LxsLRBgvVdlQL4%2B8SjpTZ8%2ByX%2Ba%2Fhi8bt4gbq6ua6MsI8zpXX7vOiNPe3Csz13mnqzCttzyH9U%2FzkOr5hu7p7O77%2BD6tX&RelayState=ZAETnqSbOyXPeG96pTLBzA69hNWuIAN8pTrbD1mH
eun-smacbeth1.duckduckgo.com,Sign in to your account,200,38676,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,,ctls,login.microsoftonline.com,443,https://eun-smacbeth1.duckduckgo.com:443,https,,text/html,GET,20.67.208.67,/,,20.67.208.67,HSTS,95,False,,,,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVPRjpswEHy%2Fr0C8E8BAuFhJpDRR1UjXXpTk%2BtCXarGXnFWwqW166d%2BfTXJNTmpTJIS0npmdHS9TA23T0UVvn%2BUWf%2FZo7F0QHNtGGjoczcJeS6rACEMltGioZXS3%2BPxAySihnVZWMdWE70i3OWAMaiuU9KT1ahaunh6%2FQzpOMU%2BrrGR1nRFS8CLjhLBxlXMySXjFWF4TqCckH0PBkmyCJdZQJiyZEOD3XusrauNkZ6HrMmgb0%2BNaGgvSumJCsigpI1Lsk4zmKSXkm0et3MhCgh2Yz9Z2hsZxow5CjlrBtDKqtko2QuKIqTYuyf2965hEOYdJlKdpHlVFmkYFqcsCMatYxmMfAvHim3M%2BH4TkQh5uB1OdQIZ%2B2u830eZxt%2FcSi7e4lkqavkW9Q%2F1LMHzaPlz8Yi%2Bjk2fesx%2F%2BPajBLjATh3MnEwRT74oOoej5f4ktWuBgIZ7G17yLUke%2FuAnWq41qBPs91P3zUekW7L8HTUfpUBE8qgco7aXpkIlaIA%2F%2FyCyaRr0sNYLFWWh1j2EQv2t%2BXlbkw%2Bq6bCwebbBUbQdaGH%2BXeARmz7Nf5r%2BGLxu3i1us5zfXlVHmca68cZ8Xpbm%2FVWSu916DM6%2B0PYf0V%2FGT6%2FiG7fnd2%2FH1fzh%2FBQ%3D%3D&RelayState=tqQtPNXQnXeinOO6sYI8VCwMKi5UztBOvH7FUSNj
euw-adewes1.duckduckgo.com,Sign in to your account,200,38657,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,,ctls,login.microsoftonline.com,443,https://euw-adewes1.duckduckgo.com:443,https,,text/html,GET,20.67.208.67,/,-1598155021,20.67.208.67,HSTS,95,False,,,,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVPRbpswFH3vVyDeCdhACFYSKUs0LVK3Rknah71Mxr6k1sBmtlmzv69N0iWV1gwJIV2fc%2B65x5epoW3TkUVvn%2BUWfvVg7F0QHNtGGjIczcJeS6KoEYZI2oIhlpHd4us9waOEdFpZxVQTviPd5lBjQFuhpCetV7Nw9fjwg9OCZeUYZ%2BNxVSOKc1qyijLOkoLTJENpzYvxmKdlWVaorMoJq5IcZxOUV7jkE%2By1nkAbJzsLXZdB25ge1tJYKq0rJjiNkiLC%2BT5JSYYIxt89auVGFpLagflsbWdIHDfqIOSoFUwro2qrZCMkjJhq4wJPJiWmSZRxWkYZQllU5QhFOa6LHCCtWMpjH8JgaXPO55OQXMjD7WCqE8iQL%2Fv9Jto87PZeYvEW11JJ07egd6B%2FCwaP2%2FuLX%2BhldPLMe%2FbTvwc12KXMxOHcyQTB1LsiQyh6%2Fl9iC5Zyamk8ja95F6WOfHMTrFcb1Qj2Z6j757PSLbUfD4pGaKgIHtUDlPTSdMBELYCHf2UWTaNelhqohVlodQ9hEL9rfl5W4MPqumwsHG2wVG1HtTD%2BLuFImT3Pfpn%2FGr5s3C5uoZ7fXFdGmMe58sZ9XpTm%2FlaBud57TZ15pe05pH%2BKn1zHN2zP796Or%2F%2FD%2BSs%3D&RelayState=2cMVDBIgkkrrt2T8h0t3EwMjeyGWjy4jQRx6G57b
euw-jlyp1.duckduckgo.com,Sign in to your account,200,38783,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,443,https://euw-jlyp1.duckduckgo.com:443,https,,text/html,GET,20.67.208.67,/,,20.67.208.67,HSTS,95,False,,,,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVPBjtowEL3vV0S5h9hJIIkFSBRUFWnbjYDtoZfKsSes1cRObadL%2F752YAUrtdSSFWk8782bN5O5oV3bk9VgX%2BQOfg5g7EMQnLpWGjI%2BLcJBS6KoEYZI2oEhlpH96vMjSSaI9FpZxVQbvgPdx1BjQFuhpAdtN4tw8%2Fz0PU0zOssaRLOCzdIUUVZkKEtK3FBMywZjVvAyn5Yc4bIuUJY3Na7LFOWzWZlwxj3XV9DG0S5CV2XkNmaArTSWSuuCKEkjlEfJ9IBSkmGSJN981sa1LCS1I%2FLF2t6QOG7VUchJJ5hWRjVWyVZImDDVxXlSFGVCUZRxWkYZxllUTzGOpkmTTwHSmqU89iYknry6%2BPNBSC7k8b4x9TnJkE%2BHQxVVT%2FuDp1i92bVW0gwd6D3oX4LB8%2B7xqhcGGZ0184H98PeoRrmUmThcOpogmHtVZDRFL%2F8L7MBSTi2N5%2FEt7srUky%2Bug%2B2mUq1gv8e4Px%2BV7qj9d6N4gseI4FEzppJBmh6YaASMUzyfVduq17UGamERWj1AGMTvil%2BWFfi4us4bCycbrFXXUy2MnyWcKLOX3q%2F936avW7eLO2iWd9eVEebzXLhyn1eluZ8qMFf7oKkTr7S9mPRX8rPq%2BI7s5cPb8%2B1%2FuPwD&RelayState=l3NhuUkEltXTEk1QmrUh1SSC2BI8N1UQtEGZrtm0
euw-konrad1.duckduckgo.com,Sign in to your account,200,38723,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,443,https://euw-konrad1.duckduckgo.com:443,https,,text/html,GET,20.67.208.67,/,,20.67.208.67,HSTS,95,False,,,,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVNdb5swFH3vr0C8E8CQAFYSKUs0LVK3Rknah71M%2Frik1sBmtlmzf1%2BbpEsqrRkSQro%2B59xzjy9TQ9qmw4vePsst%2FOrB2LsgOLaNNHg4moW9llgRIwyWpAWDLcO7xdd7jEYJ7rSyiqkmfEe6zSHGgLZCSU9ar2bh6vHhR8qzsmJllSBgOc2gymha0IrlHNCYlrTIaoYIKidFSiYMUcpYTVFeE87LZJITr%2FUE2jjZWei6DNrG9LCWxhJpXTFBWZQUERrvkwznKUbou0et3MhCEjswn63tDI7jRh2EHLWCaWVUbZVshIQRU21coLKsEEminJMqytM0j%2Bg4TaMxqosxQEZZxmMfAvLim3M%2Bn4TkQh5uB0NPIIO%2F7PebaPOw23uJxVtcSyVN34Legf4tGDxu7y9%2BoZfRyTPv2U%2F%2FHtRglzATh3MnEwRT7woPoej5f4ktWMKJJfE0vuZdlDr8zU2wXm1UI9ifoe6fz0q3xH48aDpKh4rgUT1AcS9NB0zUAnj4V2bRNOplqYFYmIVW9xAG8bvm52UFPqyuy8bC0QZL1XZEC%2BPvEo6E2fPsl%2Fmv4cvG7eIW6vnNdWWYeZwrb9znRWnubxWY673XxJlX2p5D%2Bqf4yXV8w%2Fb87u34%2Bj%2BcvwI%3D&RelayState=nFqhAyAJgHqUOmUnEk9qKCvOTFgYFaQ9lue4uYOr
euw-ngoossens1.duckduckgo.com,Sign in to your account,200,38691,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,,ctls,login.microsoftonline.com,443,https://euw-ngoossens1.duckduckgo.com:443,https,,text/html,GET,20.67.208.67,/,-1243308361,20.67.208.67,HSTS,95,False,,,,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVPBjtowEL3vV0S5hySOE8ACJAqqirTtImB76KVy7DFrNbFT2%2Blu%2F37twBZWaqmlONJ43ps3z%2BOZpW3TkWXvntQOfvZg3V0UvbSNsmQ4mse9UURTKy1RtAVLHCP75ed7gkYZ6Yx2mukmfge6jaHWgnFSqwDarOfx%2BvHhO8cYZaLIiopxQUs8FmVFOc5FVYkqm3Kgfs%2BrSQFTjisQFGeinNRZXeCynqA8cH0FYz3tPPZVBm5re9go66hyPpihIsnGCSoPWUFwThD6FrLWvmWpqBuQT851lqRpo49SjVrJjLZaOK0aqWDEdJuO0WQyRTRLMKfTBOc5Tuoyz5MSiXEJUNSs4GkwAQXy7dmfD1JxqY63jalPSZZ8Ohy2yfZhfwgUyze7VlrZvgWzB%2FNLMnjc3V%2F0Qq%2BSk2besx%2FhO%2BpBLmU2jReeJopmQRUZTDGL%2FwJbcJRTR9NZeo27MHXki%2B9gs97qRrLfQzysj9q01P270XyUDxHJEzGkkl7ZDpgUEnj8h2bZNPp5ZYA6mMfO9BBH6bvi52EFPoyu98bBi4tWuu2okTbcJbxQ5s69X%2Fq%2FTl81fhZ3IBY3x5URFvJ8eOt%2Fz9rwcKvAfO2DoV68Nu5s0l%2FJT6rTG7IXd2%2FH1%2B9w8Qo%3D&RelayState=CzTBg2saR5zRwn1rK0EWtLEYSEze7NsKDuL8p3Nq
euw-sbonora1.duckduckgo.com,Sign in to your account,200,38814,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,443,https://euw-sbonora1.duckduckgo.com:443,https,,text/html,GET,20.67.208.67,/,,20.67.208.67,HSTS,95,False,,,,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVNdb5swFH3vr0C8E74hWAlSlmhapG5FCe3DXiZjX1JrYDPbrNm%2Fr03SJZXWzBIyur7n3HOPrxcK992AVqN%2B5jv4NYLSd45z7Duu0HS0dEfJkcCKKcRxDwppgvarr%2FcomgVokEILIjr3Heg2BisFUjPBLWi7Wbqbx4cfaRiQBmdtQ5NinoV5NE%2FMX5hDStMiiSlN4iTLCMQ0C9qWpE2StvOMFAZG0yDPLNcTSGVol66pMnErNcKWK425NsEgir0g96K0DmKUhCiKvtusjWmZcawn5LPWg0K%2B34kD47OeESmUaLXgHeMwI6L3jbJ5EeHASyguvCQME69Jw9BLozZPAeKGxNS3JkSWvDr784lxyvjhtjHNKUmhL3VdedXDvrYUqze71oKrsQe5B%2FmbEXjc3V%2F0wsi9k2Y6kp%2F2O4hJLibKd0tD4zgLqwpNpsjyv8AeNKZYY3%2FhX%2BMuTAP6ZjrYbirRMfJnitv1Wcge648bDWfhFGHUa6dUNHI1AGEtA%2Br%2BpVl1nXhZS8Aalq6WI7iO%2F674eViBTqNrvNFw1M5a9AOWTNm7hCMm%2Btz7pf%2Fr9HVnZnEHbXlzXAkiNs%2BEK7O9CEntrQIxtWuJjXgh9dmkf5KfVPs3ZJd3b8fX77B8BQ%3D%3D&RelayState=0QUf6VleprKfkyKGPxS7egoFrV0MTRbgenJtC2re
euw-viktor1.duckduckgo.com,Sign in to your account,200,38699,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,443,https://euw-viktor1.duckduckgo.com:443,https,,text/html,GET,20.67.208.67,/,,20.67.208.67,HSTS,95,False,,,,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVNdb5swFH3vr0C8E8B8BStByhJNi9StUZL2YS%2BTsS%2BpNbCZbdbs39cm6ZJKa4aEkK7POffc48tMk67t8WIwz2ILvwbQ5s7zjl0rNB6P5v6gBJZEc40F6UBjQ%2FFu8fUeo0mEeyWNpLL135Fuc4jWoAyXwpHWq7m%2Fenz4EVHWpFmaZBSSsmSoRHlDijqmCBEW5WmKWJ4n06aIWJLmWRGnDSundVI0OStIXjitJ1Days5922XU1nqAtdCGCGOLEUqCqAhQto8SnMYYoe8OtbIjc0HMyHw2ptc4DFt54GLScaqklo2RouUCJlR2YYGm0xKRKEgZKYM0jtOgzuI4yFBTZABJTRMWuhCQE9%2Bc8%2FnEBePicDuY%2BgTS%2BMt%2Bvwk2D7u9k1i8xbWUQg8dqB2o35zC4%2Fb%2B4hcGEZw8s4H%2BdO9BjnYJ1aFfWRnPmzlXeAxFVf8ldmAII4aEs%2FCad1Hq8Tc7wXq1kS2nf8a6ez5L1RHz8aDxJB4rnAXNCMWD0D1Q3nBg%2Fl%2BZRdvKl6UCYmDuGzWA74Xvmp%2BXFdi4ujYbA0fjLWXXE8W1u0s4EmrOs1%2Fmv4YvW7uLW2iqm%2BtKMXU4W97Yz4tUzN0qUNt7r4g1L5U5h%2FRP8ZPr8Ibt6u7t%2BPo%2FrF4B&RelayState=SNhyqbs09BnhQGOdFOPfhymRDfeTr4WdYE411HUM
facebook.duckduckgo.com,"DuckDuckGo — Privacy, simplified.",200,67263,https://duckduckgogg42xjoc72x3sjasowoarfbgcmvfimaftt6twagswzczad.onion/,facebook.duckduckgo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=*.duckduckgo.com, O=Duck Duck Go\, Inc., L=Paoli, ST=Pennsylvania, C=US",*.duckduckgo.com,"Duck Duck Go, Inc.",duckduckgo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c4a51898e2996a7297c91742d235334d,1f4c02c361b63be016749da639b50c19eb09d8848b02a9df5ca7374e414f7840,True,ctls,facebook.duckduckgo.com,443,https://facebook.duckduckgo.com:443,https,nginx,text/html,GET,40.114.177.156,/,-1750099437,40.114.177.156,React,95,False,,azure,True,
