input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,cdn_name,cdn,final_url
use-devtesting14.duckduckgo.com,Sign in to your account,200,38667,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,80,http://use-devtesting14.duckduckgo.com:80,http,,text/html,GET,40.88.50.215,/,-583070695,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVNdb9owFH3vr4jyHpI43xZEYqBpSN2KgPZhL5Oxb6i1xM5sZ2X%2Fvnagg0orixRFuj7n3HOPb6aadG2P54N5Fhv4NYA2d5537Fqh8Xg08wclsCSaayxIBxobirfzr%2FcYTSLcK2kkla3%2FjnSbQ7QGZbgUjrRazvzl48MPlOdJ1gBNUZNkKYryuMyaKmpoVJQxVAXJCsIQS6s4zUlTJSQvU5qVJaWQFID2TusJlLayM992GbW1HmAltCHC2GKEkiAqApTtogSnCEfRd4da2pG5IGZkPhvTaxyGrTxwMek4VVLLxkjRcgETKruwQGVZIRIFKSNVkMZxGuyzOA4y1BQZQLKnCQtdCMiJr8%2F5fOKCcXG4Hcz%2BBNL4y263DtYP252TmL%2FFtZBCDx2oLajfnMLj5v7id9AQnDyzgf5070GOdgnVoV9bGc%2BbOld4DEXV%2FyV2YAgjhoTT8Jp3UerxNzvBarmWLad%2Fxrp7PkvVEfPxoPEkHiucBc0IxYPQPVDecGD%2BX5l528qXhQJiYOYbNYDvhe%2Ban5cV2Li6NhsDR%2BMtZNcTxbW7SzgSas6zX%2Ba%2Fhi9au4sbaOqb60oxdThbXtvPi1TM3SpQ23uniDUvlTmH9E%2Fxk%2Bvwhu367u34%2Bj%2BsXwE%3D&RelayState=XdaGuWV9X1w6VyNFCf13mlvBpw2E16oeNdQl4bGB
use-devtesting8.duckduckgo.com,Sign in to your account,200,38687,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,80,http://use-devtesting8.duckduckgo.com:80,http,,text/html,GET,40.88.50.215,/,-1270753946,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVNdb9owFH3vr4jyHhKbfBALkBhoGlK3IqB92Mvk2DfUWmJntrOyf1870EGllUWKIl2fc%2B65xzdTQ9umI4vePsst%2FOrB2LsgOLaNNGQ4moW9lkRRIwyRtAVDLCO7xdd7gkcJ6bSyiqkmfEe6zaHGgLZCSU9ar2bh6vHhR5LnSZ1NEKNQZlVelTnjKONlQlFV4wyXRY4L4A6F83I8oWmaoprlFGqGaVZMvNYTaONkZ6HrMmgb08NaGkuldcUEj6OkiHC2T8YkxSRB3z1q5UYWktqB%2BWxtZ0gcN%2Bog5KgVTCujaqtkIySMmGrjAk8mJaZJlHJaRilCaVRlCEUZrosMYFyxMY99CNiLb875fBKSC3m4HUx1AhnyZb%2FfRJuH3d5LLN7iWipp%2Bhb0DvRvweBxe3%2Fx2xuITp55z37696AGu5SZOJw7mSCYeldkCEXP%2F0tswVJOLY2n8TXvotSRb26C9WqjGsH%2BDHX%2FfFa6pfbjQdEIDRXBo3qAkl6aDpioBfDwr8yiadTLUgO1MAut7iEM4nfNz8sKfFhdl42Fow2Wqu2oFsbfJRwps%2BfZL%2FNfw5eN28Ut1POb68oI8zhX3rjPi9Lc3yow13uvqTOvtD2H9E%2Fxk%2Bv4hu353dvx9X84fwU%3D&RelayState=mh46Om0qCyci7OnELuWOD0qVb9R2dfGM5Cey3SWM
use-dng1.duckduckgo.com,Not Found,404,1101,,use-dng1.duckduckgo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=*.duckduckgo.com, O=Duck Duck Go\, Inc., L=Paoli, ST=Pennsylvania, C=US",*.duckduckgo.com,"Duck Duck Go, Inc.",duckduckgo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c4a51898e2996a7297c91742d235334d,1f4c02c361b63be016749da639b50c19eb09d8848b02a9df5ca7374e414f7840,True,ctls,use-dng1.duckduckgo.com,443,https://use-dng1.duckduckgo.com:443,https,Duo/1.0,text/html,GET,40.88.50.215,/,-986201618,40.88.50.215,,38,False,,azure,True,
use-mattermost1.duckduckgo.com,Mattermost,200,3132,js.stripe.com/v3,use-mattermost1.duckduckgo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=*.duckduckgo.com, O=Duck Duck Go\, Inc., L=Paoli, ST=Pennsylvania, C=US",*.duckduckgo.com,"Duck Duck Go, Inc.",duckduckgo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c4a51898e2996a7297c91742d235334d,1f4c02c361b63be016749da639b50c19eb09d8848b02a9df5ca7374e414f7840,True,ctls,use-mattermost1.duckduckgo.com,443,https://use-mattermost1.duckduckgo.com:443,https,,text/html,GET,20.81.5.168,/,1950479670,20.81.5.168,,1,False,,,,
use-moollaza1.duckduckgo.com,Sign in to your account,200,38673,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,80,http://use-moollaza1.duckduckgo.com:80,http,,text/html,GET,40.88.50.215,/,1897381577,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVPbjtowEH3fr4jyHpI4DhcLkCioKtK2i4Ddh75UvkxYq4md2k6X%2Fv3agS2s1KWWIkszc86cOZ5MLW3qliw696y28KsD6%2B6i6NjUypI%2BNYs7o4imVlqiaAOWOE52i6%2F3BA0y0hrtNNd1%2FA50G0OtBeOkVgG0Xs3i1ePDDyg5wlXJeV6JIaLFmLIJKyrMJnmO6UjQEcZDXDIG1OdBYCZKhDNWQjnMMCsC1xMY62lnse%2FSc1vbwVpZR5XzwQwVSTZKULnPCoIRyfLvoWrlR5aKuh757FxrSZrW%2BiDVoJHcaKsrp1UtFQy4btIRGo8niGYJFnSSYK8uYWWeJyWqRiVAwXgh0mACCuSbsz%2BfpBJSHW4bw05FlnzZ7zfJ5mG3DxSLN7uWWtmuAbMD81tyeNzeX%2FR2FpKTZtHxn%2BE76F4u5TaN554miqZBFelNMfP%2FAhtwVFBH02l6jbswteSbn2C92uha8j99PJzP2jTUfTxoPsj7iBRJ1ZeSTtkWuKwkiPgvzaKu9cvSAHUwi53pII7Sd83PywqiX13vjYOji5a6aamRNrwlHCl359kv81%2BXL2u%2Fi1uo5jfXlRMe6nx4468XbUR4VeC%2B995QL14bdzbpn%2BQn1ekN2fO7t%2FT1fzh%2FBQ%3D%3D&RelayState=ynosydrK7O9fIPEvMQ3MqGKTqBTbnCxT479GtYXt
use-searchtests1.duckduckgo.com,Sign in to your account,200,38693,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,80,http://use-searchtests1.duckduckgo.com:80,http,,text/html,GET,40.88.50.215,/,1906137723,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVPRjpswEHy%2Fr0C8E7AhAqwkUpqoaqRrL0pyfehLZex1zirY1Da969%2FXJrlLTmpTJIS0npmdHS8zS7u2J8vBPakd%2FBzAursoeulaZcl4NI8Ho4imVlqiaAeWOEb2y8%2F3BE8y0hvtNNNt%2FI50m0OtBeOkVoG0Wc%2Fj9ePD97KuSo7rshBZU9UIF6gEAWWDOWRFLlBZA68yxko%2BbZBABYOCC6hrkeOKFQIFra9grJedx77LqG3tABtlHVXOFzOcJ1mZ4Okhy0mBSYa%2BBdTajywVdSPzybnekjRt9VGqSSeZ0VYLp1UrFUyY7tISV1WNaZYUnNZJgVCRNFOEkikW5RQgb1jO0xACDuLbcz4fpOJSHW8H05xAlnw6HLbJ9mF%2FCBLL17hWWtmhA7MH80syeNzdX%2FwOFpKTZz6wH%2BE96tEuZTaNF14mimbBFRlDMYv%2FEjtwlFNH01l6zbso9eSLn2Cz3upWst9jPTwftemo%2B%2FegaILGiuSJGKFkULYHJoUEHr%2FJLNtWP68MUAfz2JkB4ih91%2Fy8rMDH1fXZOHhx0Up3PTXShruEF8rcefbL%2FNfwVet3cQdicXNdGWEB58tb%2F3nWhodbBeZ7Hwz15rVx55D%2BKn5ynd6wvbh7Pb7%2BDxd%2FAA%3D%3D&RelayState=lzEKDOmCglTQM6KrD7eBz4GFVHdf9BhsWVPhjqB3
use-searchtests4.duckduckgo.com,Sign in to your account,200,38614,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,80,http://use-searchtests4.duckduckgo.com:80,http,,text/html,GET,40.88.50.215,/,-430214113,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVNdj5swEHy%2FX4F4J2C%2BsZJIaaKqka49lOT60JfK2EvOKtjUNr3039cmOSUntaklBFrvzM7OLnNN%2Bm7Aq9G8iB38HEGbB8879Z3QeLpa%2BKMSWBLNNRakB40NxfvV50cczyI8KGkklZ3%2FDnQfQ7QGZbgUDrTdLPzN89N3WrYFYQ1JUYPKtkohYkVLSmirrEQVollc5SXYzyZt07JoyiiP07xhNKE0zxlzXF9BaUu78G2ViVvrEbZCGyKMDUZxEkRFEGeHKMFpjCP0zWVtbMtcEDMhX4wZNA7DTh65mPWcKqlla6TouIAZlX1YxGVZxSQKUkaqIEUoDZoMoSCL2yIDSBqasNCZEDvy%2BuLPBy4YF8f7xjTnJI0%2FHQ51UD%2FtD45i9WbXWgo99qD2oH5xCs%2B7x6veUUNw1sxG%2BsM9RznJJVSH%2FtLSeN7cqcKTKWr5X2APhjBiSDgPb3FXpgF%2FsR1sN7XsOP09xd35KFVPzL8bRTM0RTgL2ikVj0IPQHnLYZri%2Bay6Tr6uFRADC9%2BoEXwvfFf8sqzAptW13hg4GW8t%2B4Eort0s4USoufR%2B7f82fd3ZXdxBu7y7rhRTl2fDtX29SsXcVIHa2gdFrHipzMWkv5KfVYd3ZC8f3q5v%2F8PlHw%3D%3D&RelayState=2NPfzqPgIWPKjvMRnpCle2V30C82TBWB3Vi2sPWc
use-searchtests5.duckduckgo.com,Sign in to your account,200,38595,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,80,http://use-searchtests5.duckduckgo.com:80,http,,text/html,GET,40.88.50.215,/,1581909358,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVNdj9owEHy%2FXxHlPeSbBAuQKKgq0rWHgLuHvlQbe8NZTezUdnr0358duMJJPRopirSemZ0db6Ya2qYji948iy3%2B6lGbO887to3QZDia%2Bb0SRILmmghoURNDyW7x9Z4ko4h0ShpJZeO%2FI93mgNaoDJfCkdarmb96fPhRsRIqVlEsIY3qAid5maS0KMZQM1pmUYRxHUV5PWExHY%2FZGBHLtKqgyhPICjpxWk%2BotJWd%2BbbLoK11j2uhDQhji1GSBlERJPk%2BSkmWkCj%2B7lArOzIXYAbmszGdJmHYyAMXo5ZTJbWsjRQNFziisg2LpCwnCURBxmASZHGcBVUex0Ge1EWOmFY0ZaELIXHim3M%2Bn7hgXBxuB1OdQJp82e83weZht3cSi7e4llLovkW1Q%2FWbU3zc3l%2F89hqDk2fW05%2FuPcjBLlAd%2BnMr43lT54oMoaj5f4ktGmBgIJyG17yLUke%2B2QnWq41sOP0z1N3zWaoWzMeDxqN4qHAW1AOU9EJ3SHnNkfl%2FZRZNI1%2BWCsHgzDeqR98L3zU%2FLyuyYXVtNgaPxlvKtgPFtbtLPAI159kv81%2FDl43dxS3W85vrSgl1OFve2M%2BLVMzdKlLbe6%2FAmpfKnEP6p%2FjJdXjD9vzu7fj6P5y%2FAg%3D%3D&RelayState=0Fa0QyEvsqyNFwrrpkwPMx9s3pD5lhmCFUT6ECYs
use-senglehardt1.duckduckgo.com,Sign in to your account,200,38691,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,80,http://use-senglehardt1.duckduckgo.com:80,http,,text/html,GET,40.88.50.215,/,-788661643,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVPBjtowEL3vV0S5hziJQxILkCioKtK2i4DtoZfKccas1cRObadL%2F752YAUrtdSSFWk8782bN5OZoV3bk%2BVgX%2BQOfg5g7EMQnLpWGjI%2BzcNBS6KoEYZI2oEhlpH98vMjSSeI9FpZxVQbvgPdx1BjQFuhpAdt1vNw%2Ffz0vUg5Z9Npgae84jVOK8RRQbN6inFZlAVGCce4yliKs5oWOU9RhaDkZY6qaU7zxnN9BW0c7Tx0VUZuYwbYSGOptC6I0ixCRZTmB5QRnBKUfPNZa9eykNSOyBdre0PiuFVHISedYFoZxa2SrZAwYaqLi7Qsq5SiCDe0inCS4KjOkyTKU17kAFnNsib2JqSefHvx54OQjZDH%2B8bU5yRDPh0O22j7tD94iuWbXSslzdCB3oP%2BJRg87x6vegcD0VlzM7Af%2Fh7VKJcyE4cLRxMEM6%2BKjKboxX%2BBHVjaUEvjWXyLuzL15IvrYLPeqlaw32Pcn49Kd9T%2Bu9FkkowR0UR8TCWDND0wwQWMUzyfZduq15UGamEeWj1AGMTvil%2BWFZpxdZ03Fk42WKmup1oYP0s4UWYvvV%2F7v01ftW4Xd8AXd9eVEebzXHjrPq9KN36qwFztg6ZOvNL2YtJfyc%2Bq4zuyFw9vz7f%2F4eIP&RelayState=s9ul1mSQRTqbzJx2JFm4oXUkDaZsoFNGARV5PoZa
use-tim1.duckduckgo.com,Sign in to your account,200,38672,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,80,http://use-tim1.duckduckgo.com:80,http,,text/html,GET,40.88.50.215,/,-1273912640,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVNdb5swFH3vr0C8EzAfAawkUpZoWqRuRUnah71Mxr6k1sBmtlmzf1%2BbpEsqrRkSQro%2B59xzjy8zTbq2x8vBPIst%2FBpAmzvPO3at0Hg8mvuDElgSzTUWpAONDcW75dd7HE8i3CtpJJWt%2F450m0O0BmW4FI60Wc%2F99ePDj6acAi2KKEckbvIS8jQtgDKS1jUClEGZI4AyI%2FW0KfK8qWvIyylL6iJNmjhnmdN6AqWt7Ny3XUZtrQfYCG2IMLYYxUkQ5UGc7aMEpzGO0HeHWtuRuSBmZD4b02schq08cDHpOFVSy8ZI0XIBEyq7MI%2BLooxJFKSMlEGKUBrUGUJBZm1nAElNExa6EGInXp3z%2BcQF4%2BJwO5j6BNL4y35fBdXDbu8klm9xraTQQwdqB%2Bo3p%2FC4vb%2F4HTQEJ89soD%2Fde5CjXUJ16C%2BsjOfNnCs8hqIW%2FyV2YAgjhoSz8Jp3UerxNzvBZl3JltM%2FY909n6XqiPl4UDRBY4WzoBmheBC6B8obDsz%2FK7NsW%2FmyUkAMzH2jBvC98F3z87ICG1fXZmPgaLyV7HqiuHZ3CUdCzXn2y%2FzX8FVrd3ELzeLmulJMHc6WK%2Ft5kYq5WwVqe%2B8VsealMueQ%2Fil%2Bch3esL24ezu%2B%2Fg8Xrw%3D%3D&RelayState=CiZz8v4CCOW0POrZTZrVKVsWXTxAVSjWcrMTendd
use-tstorey1.duckduckgo.com,Sign in to your account,200,38660,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,80,http://use-tstorey1.duckduckgo.com:80,http,,text/html,GET,40.88.50.215,/,63173863,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVNRb9owEH7vr4jyHhI7yQwWIDHQNKRuRUD30JfJsS%2FUWmJntrOyf187UEGljVqyIp3v%2B%2B677y5Ty9qmo4vePast%2FO7BursoOraNsnR4msW9UVQzKy1VrAVLHae7xbd7ikcZ7Yx2musmfge6jWHWgnFSqwBar2bx6vHh5xgDJiLnpERFDoLwosjyGkFF6rIWgtekBDxmE4IxIoRUCHFUI0Q%2BZbyCeiIC1w8w1tPOYl9l4La2h7WyjinngxnOk4wkuNxnOS0wzdBTyFr5lqVibkA%2BO9dZmqaNPkg1aiU32uraadVIBSOu25Tg8XiCWZYUgk2SAqEiqUqEkhIHiZBXPBdpMAEH8s3Zn89SCakOt42pTkmWft3vN8nmYbcPFIs3u5Za2b4FswPzR3J43N5f9PYWkpNm0fNf4R70IJdxm8ZzTxNF06CKDqaY%2BYfAFhwTzLF0ml7jLkwd%2Fe47WK82upH87xAP54s2LXP%2FbxSN0BCRIqmHVNor2wGXtYRhiqezaBr9sjTAHMxiZ3qIo%2FRd8fOyghhW13vj4OiipW47ZqQNs4Qj4%2B7c%2B6X%2F6%2FRl43dxC%2FX85rpyykOeD2%2F850UbEaYK3NfeG%2BbFa%2BPOJv2T%2FKQ6vSF7fvf2fP0fzl8B&RelayState=7rqwAFYck3E3L9TXhLtw1hYLagrRvdlXwvVkyMC7
use-vera1.duckduckgo.com,Sign in to your account,200,38688,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,80,http://use-vera1.duckduckgo.com:80,http,,text/html,GET,40.88.50.215,/,1772127536,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVPRbpswFH3vVyDeCQZDKVYSKUs0LVK3oiTtw14mY19Sa2Az26zZ39cm6ZJKa2ZhIV3fc%2B65x9dTQ7u2J4vBPssN%2FBrA2JsgOHStNGQ8moWDlkRRIwyRtANDLCPbxdd7kk4Q6bWyiqk2fAe6jqHGgLZCSQ9ar2bh6vHhR5PggtHstmYI3%2BYZrVEJdVoyAE6hLsoix2WCcY1yKDKE6yRDDGdFyTijqfs81xNo42hnoasychszwFoaS6V1QZTiCBVRmu8QJllKUPLdZ61cy0JSOyKfre0NieNW7YWcdIJpZVRjlWyFhAlTXVykd3dlSlGUcVpGWZJkUZ0nSZSnTZED4JphHnsTRknVyZ9PQnIh99eNqY9JhnzZ7aqoetjuPMXiza6lkmboQG9B%2FxYMHjf3Z72DgeiomQ%2Fsp997NcqlzMTh3NEEwdSrIqMpev5fYAeWcmppPI0vcWemnnxzHaxXlWoF%2BzPG%2FfqsdEftx40mk2SMCB41YyoZpOmBiUYAD%2F%2FSLNpWvSw1UAuz0OoBwiB%2BV%2Fw0rMDH0XXeWDjYYKm6nmph%2FF3CgTJ76v3c%2F2X6snWzuIFmfnVcGWE%2Bz4Ur93tRmvtbBeZq7zR14pW2J5P%2BSX5UHV%2BRPb95O758h%2FNX&RelayState=iPMjhlY6IzwTlENHVzPP4vB98h4fKNRxoBKZfn8K
use-yegg1.duckduckgo.com,Sign in to your account,200,38617,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,80,http://use-yegg1.duckduckgo.com:80,http,,text/html,GET,40.88.50.215,/,-1692402406,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVNRb9owEH7vr4jyHmInZkksQGKgaUjdioDuoS%2BTsS%2FUWmJntrOyf187UEGljVqyIp3v%2B%2B677y4Ty9qmo%2FPePasN%2FO7BursoOraNsnR4msa9UVQzKy1VrAVLHafb%2Bbd7mo0Q7Yx2musmfge6jWHWgnFSqwBaLafx8vHhJ2cY4U9CoKISgFCZY8AZIRWq64pk2R7zOocyz6EoSiC4RKQuSrJnVSVIPc5F4PoBxnraaeyrDNzW9rBS1jHlfBBleYKKJBvvUE5JRhF%2BCllL37JUzA3IZ%2Bc6S9O00QepRq3kRltdO60aqWDEdZsWWVlWGUMJEaxKCMYk2Y8xTsZZXYwB8j3PRRpMyAL5%2BuzPZ6mEVIfbxuxPSZZ%2B3e3WyfphuwsU8ze7FlrZvgWzBfNHcnjc3F%2F09haSk2bR81%2FhHvQgl3GbxjNPE0WToIoOppjZh8AWHBPMsXSSXuMuTB397jtYLde6kfzvEA%2FnizYtc%2F9vFI%2FwEJEiqYdU2ivbAZe1hGGKpzNvGv2yMMAcTGNneoij9F3x87KCGFbXe%2BPg6KKFbjtmpA2zhCPj7tz7pf%2Fr9EXjd3ED9ezmunLKQ54Pr%2F3nRRsRpgrc194Z5sVr484m%2FZP8pDq9IXt29%2FZ8%2FR%2FOXgE%3D&RelayState=tXGKJzMYJR85gBGsYsGr7g4IBQH55A8py194nvww
