input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,content_type,final_url,cdn_name,cdn,tls_subject_org_,csp_domains_,tls_expired
155-9-208-48.stage.superbet.ro,,403,93,155-9-208-48.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,155-9-208-48.stage.superbet.ro,443,https://155-9-208-48.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,True,text/html,,,,,,
155-9-211-8.stage.superbet.ro,,403,93,155-9-211-8.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,155-9-211-8.stage.superbet.ro,443,https://155-9-211-8.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,True,text/html,,,,,,
155-9-52-58-afdpnt5.stage.superbet.ro,,403,93,155-9-52-58-afdpnt5.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,155-9-52-58-afdpnt5.stage.superbet.ro,443,https://155-9-52-58-afdpnt5.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,True,text/html,,,,,,
155-9-61-86.stage.superbet.ro,,403,93,155-9-61-86.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,155-9-61-86.stage.superbet.ro,443,https://155-9-61-86.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,True,text/html,,,,,,
155-9-76-32.betting.superbet.ro,,404,,155-9-76-32.betting.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-14T00:00:00Z,2023-07-14T23:59:59Z,CN=*.betting.superbet.ro,*.betting.superbet.ro,betting.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,5a4c8201731140649e0b9ca12caeec2f,a1458c5c853b8ba79c4a7a5356f989c05682c2271e36399481d100e5633d6cdc,True,ctls,155-9-76-32.betting.superbet.ro,443,https://155-9-76-32.betting.superbet.ro:443,https,,GET,92.87.107.27,/,-1840324437,92.87.107.27,HSTS,1,False,,,,,,,,
158-7-251-13.stage.superbet.ro,,403,93,158-7-251-13.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,158-7-251-13.stage.superbet.ro,443,https://158-7-251-13.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,True,text/html,,,,,,
16-courier2.stage.superbet.ro,,403,93,16-courier2.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,16-courier2.stage.superbet.ro,443,https://16-courier2.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,True,text/html,,,,,,
17-121-113-38.stage.superbet.ro,,403,93,17-121-113-38.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,17-121-113-38.stage.superbet.ro,443,https://17-121-113-38.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,True,text/html,,,,,,
17-121-113-40.stage.superbet.ro,,403,93,17-121-113-40.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,17-121-113-40.stage.superbet.ro,443,https://17-121-113-40.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,True,text/html,,,,,,
17-121-113-43.betting.superbet.ro,,404,,17-121-113-43.betting.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-14T00:00:00Z,2023-07-14T23:59:59Z,CN=*.betting.superbet.ro,*.betting.superbet.ro,betting.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,5a4c8201731140649e0b9ca12caeec2f,a1458c5c853b8ba79c4a7a5356f989c05682c2271e36399481d100e5633d6cdc,True,ctls,17-121-113-43.betting.superbet.ro,443,https://17-121-113-43.betting.superbet.ro:443,https,,GET,92.87.107.27,/,-1840324437,92.87.107.27,HSTS,1,False,,,,,,,,
17-121-114-86.stage.superbet.ro,,403,93,17-121-114-86.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,17-121-114-86.stage.superbet.ro,443,https://17-121-114-86.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,True,text/html,,,,,,
17-121-115-20.stage.superbet.ro,,403,93,17-121-115-20.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,17-121-115-20.stage.superbet.ro,443,https://17-121-115-20.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,True,text/html,,,,,,
17-121-115-31.stage.superbet.ro,,403,93,17-121-115-31.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,17-121-115-31.stage.superbet.ro,443,https://17-121-115-31.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,True,text/html,,,,,,
17-121-115-56.stage.superbet.ro,,403,93,17-121-115-56.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,17-121-115-56.stage.superbet.ro,443,https://17-121-115-56.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,True,text/html,,,,,,
17-121-118-15.betting.superbet.ro,,404,,17-121-118-15.betting.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-14T00:00:00Z,2023-07-14T23:59:59Z,CN=*.betting.superbet.ro,*.betting.superbet.ro,betting.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,5a4c8201731140649e0b9ca12caeec2f,a1458c5c853b8ba79c4a7a5356f989c05682c2271e36399481d100e5633d6cdc,True,ctls,17-121-118-15.betting.superbet.ro,443,https://17-121-118-15.betting.superbet.ro:443,https,,GET,92.87.107.27,/,-1840324437,92.87.107.27,HSTS,1,False,,,,,,,,
17-121-119-22.betting.superbet.ro,,404,,17-121-119-22.betting.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-14T00:00:00Z,2023-07-14T23:59:59Z,CN=*.betting.superbet.ro,*.betting.superbet.ro,betting.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,5a4c8201731140649e0b9ca12caeec2f,a1458c5c853b8ba79c4a7a5356f989c05682c2271e36399481d100e5633d6cdc,True,ctls,17-121-119-22.betting.superbet.ro,443,https://17-121-119-22.betting.superbet.ro:443,https,,GET,92.87.107.27,/,-1840324437,92.87.107.27,HSTS,1,False,,,,,,,,
17-121-119-59.stage.superbet.ro,,403,93,17-121-119-59.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,17-121-119-59.stage.superbet.ro,443,https://17-121-119-59.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,True,text/html,,,,,,
17-121-120-74.stage.superbet.ro,,403,93,17-121-120-74.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,17-121-120-74.stage.superbet.ro,443,https://17-121-120-74.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,True,text/html,,,,,,
17-121-120-85.betting.superbet.ro,,404,,17-121-120-85.betting.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-14T00:00:00Z,2023-07-14T23:59:59Z,CN=*.betting.superbet.ro,*.betting.superbet.ro,betting.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,5a4c8201731140649e0b9ca12caeec2f,a1458c5c853b8ba79c4a7a5356f989c05682c2271e36399481d100e5633d6cdc,True,ctls,17-121-120-85.betting.superbet.ro,443,https://17-121-120-85.betting.superbet.ro:443,https,,GET,92.87.107.27,/,-1840324437,92.87.107.27,HSTS,1,False,,,,,,,,
17-121-120-90.stage.superbet.ro,,403,93,17-121-120-90.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,17-121-120-90.stage.superbet.ro,443,https://17-121-120-90.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,True,text/html,,,,,,
17-121-122-3.stage.superbet.ro,,403,93,17-121-122-3.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,17-121-122-3.stage.superbet.ro,443,https://17-121-122-3.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,True,text/html,,,,,,
17-121-123-3.stage.superbet.ro,,403,93,17-121-123-3.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,17-121-123-3.stage.superbet.ro,443,https://17-121-123-3.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,True,text/html,,,,,,
17-121-123-77.stage.superbet.ro,,403,93,17-121-123-77.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,17-121-123-77.stage.superbet.ro,443,https://17-121-123-77.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,True,text/html,,,,,,
17-121-123-78.stage.superbet.ro,,403,93,17-121-123-78.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,17-121-123-78.stage.superbet.ro,443,https://17-121-123-78.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,True,text/html,,,,,,
17-121-124-14.stage.superbet.ro,,403,93,17-121-124-14.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,17-121-124-14.stage.superbet.ro,443,https://17-121-124-14.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,True,text/html,,,,,,
17-121-124-24.stage.superbet.ro,,403,93,17-121-124-24.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,17-121-124-24.stage.superbet.ro,443,https://17-121-124-24.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,True,text/html,,,,,,
17-121-124-28.betting.superbet.ro,,404,,17-121-124-28.betting.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-14T00:00:00Z,2023-07-14T23:59:59Z,CN=*.betting.superbet.ro,*.betting.superbet.ro,betting.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,5a4c8201731140649e0b9ca12caeec2f,a1458c5c853b8ba79c4a7a5356f989c05682c2271e36399481d100e5633d6cdc,True,ctls,17-121-124-28.betting.superbet.ro,443,https://17-121-124-28.betting.superbet.ro:443,https,,GET,92.87.107.27,/,-1840324437,92.87.107.27,HSTS,1,False,,,,,,,,
17-121-125-58.stage.superbet.ro,,403,93,17-121-125-58.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,17-121-125-58.stage.superbet.ro,443,https://17-121-125-58.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,True,text/html,,,,,,
17-121-125-68.betting.superbet.ro,,404,,17-121-125-68.betting.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-14T00:00:00Z,2023-07-14T23:59:59Z,CN=*.betting.superbet.ro,*.betting.superbet.ro,betting.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,5a4c8201731140649e0b9ca12caeec2f,a1458c5c853b8ba79c4a7a5356f989c05682c2271e36399481d100e5633d6cdc,True,ctls,17-121-125-68.betting.superbet.ro,443,https://17-121-125-68.betting.superbet.ro:443,https,,GET,92.87.107.27,/,-1840324437,92.87.107.27,HSTS,1,False,,,,,,,,
17-121-126-46.stage.superbet.ro,,403,93,17-121-126-46.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,17-121-126-46.stage.superbet.ro,443,https://17-121-126-46.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,True,text/html,,,,,,
17-121-126-72.stage.superbet.ro,,403,93,17-121-126-72.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,17-121-126-72.stage.superbet.ro,443,https://17-121-126-72.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,True,text/html,,,,,,
17-121-127-88.stage.superbet.ro,,403,93,17-121-127-88.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,17-121-127-88.stage.superbet.ro,443,https://17-121-127-88.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,True,text/html,,,,,,
17-121-127-91.stage.superbet.ro,,403,93,17-121-127-91.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,17-121-127-91.stage.superbet.ro,443,https://17-121-127-91.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,True,text/html,,,,,,
