input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon_path,a_,tech_,lines,failed,cdn,knowledgebase_PageType,knowledgebase_pHash,favicon,final_url,csp_domains_,tls_subject_org_,tls_mismatched
web.facebook.com,Facebook – Anmelden oder Registrieren,200,270707,m.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-23T00:00:00Z,2025-02-21T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,702d2b0932fd5ebea31c76206978f179,f2c8f008ba1906ce652abb157d56d10ba23475770baf3d844bcdc48f37b15766,True,ctls,m.facebook.com,,443,https://web.facebook.com,https,,text/html,GET,157.240.252.10,/,/favicon.ico,2a03:2880:f084:a:face:b00c:0:2,HTTP/3,30,False,,nonerror,0,-560962771,https://m.facebook.com/?wtsid=rdr_0E2l32kuXbdWLdAsm,www.instagram.com,"Meta Platforms, Inc.",
widget.getgist.com,,200,194629,gist-widget.b-cdn.net,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-11-05T00:00:00Z,2025-11-11T23:59:59Z,CN=*.b-cdn.net,*.b-cdn.net,b-cdn.net,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,08aad018bc6163b5675587156877b5fc,569eb94986bf155da7490e1684e6d2ee805d1bc836bc1e07e092756a868b0c81,True,ctls,gist-widget.b-cdn.net,,443,https://widget.getgist.com,https,BunnyCDN-DE1-1079,application/javascript,GET,169.150.247.37,/,/favicon.ico,2400:52e0:1e00::1080:1,Bunny,1,False,,other,0,,https://gist-widget.b-cdn.net/gist-294eb24e0d.min.js,,,
widget.intercom.io,,200,6697,widget.intercom.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-14T00:00:00Z,2026-01-11T23:59:59Z,CN=*.intercom.com,*.intercom.com,*.intercom.io,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,0a108c536ff80826a255e0394df26d63,b0c5d58b4134a03c41210fe0a4e1c3f76624a325e9e667d540ea68fbd3707374,True,ctls,widget.intercom.io,cloudfront,443,https://widget.intercom.io,https,AmazonS3,application/javascript,GET,108.138.26.50,/,/favicon.ico,108.138.26.116,HTTP/3,1,False,True,nonerror,0,,,,,
wss://*.firebaseio.com,,403,49,*.firebaseio.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-12T23:51:26Z,2025-04-12T23:51:25Z,CN=*.us-central1.firebasedatabase.app,*.us-central1.firebasedatabase.app,*.firebaseio.com,"CN=WR1, O=Google Trust Services, C=US",WR1,Google Trust Services,00602a679f6a2fbb7bb950dc14837634,55f7e5006baaf2ff9d375d3ff94dcb70aafc6d4e42f23fe6877ddb75c1c33a75,True,ctls,*.firebaseio.com,google,443,https://*.firebaseio.com,https,nginx,application/json,GET,35.201.97.85,/,/favicon.ico,2600:1901:0:4d00::,Nginx,4,False,True,error,0,-129982727,,,,
wss://companyhub-dev.firebaseio.com,Sign in - Google Accounts,200,1032867,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-20T08:37:56Z,2025-04-14T08:37:55Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,fe4190724caf7a9b3c1e41bac199d14c,65b35005a7d8e965979ab168a5db395b6acdf0e70201fdbac458175f0a32b005,True,ctls,accounts.google.com,google,443,https://companyhub-dev.firebaseio.com,https,ESF,text/html,GET,34.120.206.254,/,/favicon.ico,2600:1901:0:4d00::,HTTP/3,199,False,True,nonerror,0,-129982727,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fconsole.firebase.google.com%2Fproject%2Fcompanyhub-dev%2Fdatabase%2Fcompanyhub-dev%2Fdata%2F&followup=https%3A%2F%2Fconsole.firebase.google.com%2Fproject%2Fcompanyhub-dev%2Fdatabase%2Fcompanyhub-dev%2Fdata%2F&ifkv=ASSHykp6Z6GnaZhx9mBMhCn3vzd9qpldofoge2FXE7TK0RzKFTlnw2JrW3bzuju4IeM2_NuV7T3RRA&osid=1&passive=1209600&flowName=GlifWebSignIn&flowEntry=ServiceLogin&dsh=S-1861379555%3A1739470652442145&ddm=1,,,
wss://nexus-websocket-a.intercom.io,,404,19,nexus-websocket-a.intercom.io,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-12T00:00:00Z,2026-01-12T23:59:59Z,"CN=*.intercom.io, O=Intercom\, Inc, L=San Francisco, ST=California, C=US",*.intercom.io,intercom.io,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,c24cfffb0807f3d6978954b6c3796d74,593d087c0994b91270a685254460d1a410017f0165049222ae97785eb1117223,True,ctls,nexus-websocket-a.intercom.io,,443,https://nexus-websocket-a.intercom.io,https,nginx,text/plain,GET,35.174.127.31,/,/favicon.ico,34.237.73.95,Nginx,2,False,,error,0,,,,"Intercom, Inc",
www.companyhub.com,A Sales Automation CRM for Sales Teams | CompanyHub,200,72303,companyhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-15T07:02:32Z,2025-04-15T08:02:07Z,CN=companyhub.com,companyhub.com,*.companyhub.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,e38e0149b0a374d9231091900d5878df,88272771f15e4b66560e75077e3207701f09c1d3a1a6e224c9d2828e12b276e3,True,ctls,companyhub.com,cloudflare,443,https://www.companyhub.com,https,cloudflare,text/html,GET,104.26.11.212,/,/wp-content/themes/flat/assets/img/website-2018/fav/apple-touch-icon.png,2606:4700:20::ac43:44d5,Yoast SEO:21.3,981,False,True,other,0,1499684205,https://companyhub.com/,,,
www.facebook.com,Facebook – Anmelden oder Registrieren,200,270695,m.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-23T00:00:00Z,2025-02-21T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,702d2b0932fd5ebea31c76206978f179,f2c8f008ba1906ce652abb157d56d10ba23475770baf3d844bcdc48f37b15766,True,ctls,m.facebook.com,,443,https://www.facebook.com,https,,text/html,GET,157.240.0.35,/,/favicon.ico,2a03:2880:f177:83:face:b00c:0:25de,HTTP/3,30,False,,nonerror,0,-560962771,https://m.facebook.com/?wtsid=rdr_0xTN0uCHIl8KN6Kwn,https://*.paywithmybank.com/,"Meta Platforms, Inc.",
www.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118404,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:36Z,2025-04-21T08:35:35Z,CN=*.google.com,*.google.com,*.developers.google.cn,"CN=WE2, O=Google Trust Services, C=US",WE2,Google Trust Services,2d4be8c378e3011e2e4d07392b9dc2d9,e5f128dd590140b99c51dd70fc6eab89dce8b60d54f1a0c273694c890035982b,True,ctls,marketingplatform.google.com,google,443,https://www.google-analytics.com,https,sffe,text/html,GET,142.250.186.110,/,/images/branding/product/ico/googleg_standard_32dp.ico,2a00:1450:4001:80f::200e,HTTP/3,1820,False,True,other,0,873962860,https://marketingplatform.google.com/about/analytics/,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,,
www.google.co.in,Google,200,253427,www.google.co.in,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:37:43Z,2025-04-21T08:37:42Z,CN=*.google.co.in,*.google.co.in,google.in,"CN=WE2, O=Google Trust Services, C=US",WE2,Google Trust Services,f40649352954b62927c31d86d8a4f712,f976874ee4602581209b7dffe686bfb34a2d3b63c59723068a41412e193d84eb,True,ctls,www.google.co.in,google,443,https://www.google.co.in,https,gws,text/html,GET,172.217.16.195,/,/images/branding/product_ios/3x/gsa_ios_60dp.png,2a00:1450:4001:806::2003,HTTP/3,137,False,True,other,0,2089967249,,http:,,
www.google.com,Google,200,260758,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:37:23Z,2025-04-21T08:37:22Z,CN=www.google.com,www.google.com,www.google.com,"CN=WE2, O=Google Trust Services, C=US",WE2,Google Trust Services,63f15ff9f2f55a05b138cb99273c3b11,5991b59e9a9d39dbaa87cdd0426f5057bf81f7c19f09d75eabb9729cb4098082,,ctls,www.google.com,google,443,https://www.google.com,https,gws,text/html,GET,172.217.18.100,/,/images/branding/product_ios/3x/gsa_ios_60dp.png,2a00:1450:4001:80f::2004,HTTP/3,145,False,True,other,0,2089967249,,https://csp.withgoogle.com/csp/gws/other-hp,,
www.googleadservices.com,Error 404 (Not Found)!!1,404,1561,www.googleadservices.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:36:56Z,2025-04-21T08:36:55Z,CN=www.googleadservices.com,www.googleadservices.com,www.googleadservices.com,"CN=WE2, O=Google Trust Services, C=US",WE2,Google Trust Services,2bce3af2afc4e660d593727c84def90a,de669f34bfa0f1c667165f0240451b9aa01cd200bd90ee462421411b31ebfd21,,ctls,www.googleadservices.com,google,443,https://www.googleadservices.com,https,sffe,text/html,GET,142.250.185.162,/,/favicon.ico,142.250.185.162,HTTP/3,12,False,True,error,0,,,,,
www.googletagmanager.com,Error 404 (Not Found)!!1,404,1561,www.googletagmanager.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:34Z,2025-04-21T08:35:33Z,CN=*.google-analytics.com,*.google-analytics.com,www.googleoptimize.com,"CN=WE2, O=Google Trust Services, C=US",WE2,Google Trust Services,6087bf6157d576bba4c26f9fc0671c4d,2da8cf164d2d416f2bb6a4d971dbf8464e6da47fcd99485f02bedb6717d18706,True,ctls,www.googletagmanager.com,google,443,https://www.googletagmanager.com,https,Google Tag Manager,text/html,GET,142.250.186.72,/,/favicon.ico,2a00:1450:4001:82b::2008,HTTP/3,12,False,True,error,0,,,https://csp.withgoogle.com/csp/scaffolding/ascgcycc:1452:0,,
www.gstatic.com,Error 404 (Not Found)!!1,404,1561,www.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:36:37Z,2025-04-21T08:36:36Z,CN=*.gstatic.com,*.gstatic.com,*.metric.gstatic.com,"CN=WE2, O=Google Trust Services, C=US",WE2,Google Trust Services,e7757995d20fcf44a07227e036565729,1d2e177034df0e1b874458708a26a949299cea48477f4b0ec942e790459a1b1e,True,ctls,www.gstatic.com,google,443,https://www.gstatic.com,https,sffe,text/html,GET,142.250.186.131,/,/favicon.ico,2a00:1450:4001:811::2003,HTTP/3,12,False,True,error,0,,,,,
www.linkedin.com,LinkedIn: Log In or Sign Up,200,136701,www.linkedin.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-09-11T00:00:00Z,2025-03-11T23:59:59Z,"CN=www.linkedin.com, O=LinkedIn Corporation, L=Sunnyvale, ST=California, C=US",www.linkedin.com,linkedin.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,2c5979d310ae9848f00e87d4a07ad352,36a94c340e7c01b5e1dbe56003642992de1c6e0572596548edb9fb7aec98e032,,ctls,www.linkedin.com,cloudflare,443,https://www.linkedin.com,https,cloudflare,text/html,GET,104.18.41.41,/,/aero-v1/sc/h/al2o9zrvru7aqj8e1x2rzsrca,2606:4700:4400::ac40:92d7,Java,2344,False,True,other,0,1882172304,,*.licdn.com,LinkedIn Corporation,
zapier-images.imgix.net,"imgix - Image Processing On-Demand, Served By CDN",200,3797,zapier-images.imgix.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-10-09T12:48:10Z,2025-11-10T12:48:09Z,CN=*.imgix.com,*.imgix.com,imgix.net,"CN=GlobalSign Atlas R3 DV TLS CA 2024 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2024 Q4,GlobalSign nv-sa,8d82447fa053b374d556d2d9ce43c658,34ad95a99d143b7364972ca7c8749e1783f043048e36061de5022cb460465c71,True,ctls,zapier-images.imgix.net,fastly,443,https://zapier-images.imgix.net,https,Varnish,text/html,GET,151.101.2.208,/,/favicon.ico,2a04:4e42:200::720,,53,False,True,nonerror,0,,,,,
zapier.com,Automate without limits | Zapier,200,1359228,zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-03-29T00:00:00Z,2025-04-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e0ea50bdb0d0ecf15aae61f27c20b2ee,0a5ece108fd597d65c3d7918035ab083ae4a5474676114a2c95eb657616feba1,True,ctls,zapier.com,cloudfront,443,https://zapier.com,https,Vercel,text/html,GET,13.33.187.121,/,/zapier/images/logo_zapier_black.svg,13.33.187.25,Vercel,369,False,True,other,0,,,,,
