new,host,a,soa,status_code,ns,aaaa,txt,cname,cdn,cdn-name,has_internal_ips,internal_ips,mx,ptr,caa
[x],unagi.amazon.co.jp,52.94.176.243,"ns-122.awsdns-15.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-122.awsdns-15.com, ns-1431.awsdns-50.org, ns-1573.awsdns-04.co.uk, ns-575.awsdns-07.net",,"52.94.180.226c33e1 54.240.253.31c33e1 54.240.249.126c0e0 52.94.176.243c33e1 52.94.176.11c33e1 52.94.176.88c0e0 52.94.210.112c33, e1 52.94.184.56c33e1 n1",unagi-fe.amazon.com,,,,,,,
[x],unagi.amazon.co.uk,52.95.122.51,"ns-1504.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-432.awsdns-54.com, ns-921.awsdns-51.net, ns-1504.awsdns-60.org, ns-1796.awsdns-32.co.uk",,"52.95.126.192c33e1 52.95.124.221c33e1 67.220.226.171c33e1 52.95.114.175c0e0 52.95.119.153c33e1 52.95.118.176c33e1 67.220.226.18, 7c33e1 67.220.224.106c33e1 67.220.228.97c33e1 54.239.35.235c33e1 67.220.226.139c33e1 67.220.224.105c33e1 67.220.228.177c33e1 67, .220.226.156c33e1 52.94.222.151c33e1 52.95.122.51c33e1 67.220.228.178c33e1 54.239.37.226c33e1 52.94.222.19c33e1 67.220.228.134c, 33e1 54.239.35.232c33e1 52.95.121.232c33e1 52.94.218.5c33e1 52.95.123.241c33e1 52.94.223.212c33e1 67.220.226.172c33e1 52.95.122, .73c33e1 67.220.226.184c33e1 52.94.216.5c33e1 67.220.224.104c33e1 52.95.127.127c33e1 52.95.118.136c0e0 67.220.228.135c33e1 52.9, 5.127.144c33e1 54.239.32.228c33e1 52.95.120.177c33e1 52.95.127.145c33e1 67.220.224.107c33e1 n1",unagi-eu.amazon.com,,,,,,,
[x],unagi.amazon.com,"52.94.242.237, 52.46.145.112, 52.94.235.74","ns-923.amazon.com, root.amazon.com",NOERROR,"ns-911.amazon.com, ns-912.amazon.com, ns-921.amazon.com, ns-923.amazon.com, ns-931.amazon.com, ns-932.amazon.com",,"52.46.137.70c33e1 52.46.137.137c33e1 52.46.143.12c33e1 52.46.136.110c33e1 209.54.180.48c33e1 52.94.236.45c33e1 52.46.129.152c33, e1 209.54.179.248c33e1 209.54.183.243c0e0 67.220.240.183c33e1 52.94.224.4c33e1 52.46.155.106c33e1 52.94.232.195c33e1 52.46.149, 28c0e0 52.46.132.114c33e1 209.54.180.49c33e1 67.220.240.113c33e1 209.54.183.246c0e0 52.46.143.155c33e1 54.239.29.0c33e1 52.46.1, 45.150c0e0 52.46.145.112c33e1 209.54.181.79c33e1 209.54.181.12c33e1 52.94.235.74c33e1 52.46.144.253c33e1 52.46.155.182c33e1 52, 46.137.248c33e1 52.46.143.58c33e1 52.46.138.21c33e1 209.54.180.46c33e1 209.54.180.209c33e1 52.94.238.249c33e1 52.94.242.237c33e, 1 209.54.180.134c0e0 52.46.153.141c33e1 209.54.183.240c33e1 52.46.136.68c33e1 54.239.27.88c33e1 67.220.240.30c33e1 67.220.241.5, c33e1 52.46.137.209c33e1 54.239.26.255c33e1 209.54.180.63c33e1 52.46.131.210c33e1 52.94.233.61c33e1 52.46.155.15c33e1 52.46.153, .177c33e1 52.46.137.106c33e1 52.94.225.56c33e1 52.94.239.40c33e1 52.46.149.60c33e1 67.220.240.31c33e1 n3",unagi-na.amazon.com,,,,,,,
[x],unagi.amazon.com.au,54.240.253.31,"ns-122.awsdns-15.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-122.awsdns-15.com, ns-1431.awsdns-50.org, ns-1573.awsdns-04.co.uk, ns-575.awsdns-07.net",,"52.94.180.226c33e1 54.240.253.31c33e1 54.240.249.126c0e0 52.94.176.243c33e1 52.94.176.11c33e1 52.94.176.88c0e0 52.94.210.112c33, e1 52.94.184.56c33e1 n1",unagi-fe.amazon.com,,,,,,,
[x],unagi.amazon.com.mx,"209.54.181.79, 52.46.137.209, 52.46.155.15","ns-932.amazon.com, root.amazon.com, ns-923.amazon.com, ns-931.amazon.com",NOERROR,ns-932.amazon.com,,"52.46.137.70c33e1 52.46.137.137c33e1 52.46.143.12c33e1 52.46.136.110c33e1 209.54.180.48c33e1 52.94.236.45c33e1 52.46.129.152c33, e1 209.54.179.248c33e1 209.54.183.243c0e0 67.220.240.183c33e1 52.94.224.4c33e1 52.46.155.106c33e1 52.94.232.195c33e1 52.46.149, 28c0e0 52.46.132.114c33e1 209.54.180.49c33e1 67.220.240.113c33e1 209.54.183.246c0e0 52.46.143.155c33e1 54.239.29.0c33e1 52.46.1, 45.150c0e0 52.46.145.112c33e1 209.54.181.79c33e1 209.54.181.12c33e1 52.94.235.74c33e1 52.46.144.253c33e1 52.46.155.182c33e1 52, 46.137.248c33e1 52.46.143.58c33e1 52.46.138.21c33e1 209.54.180.46c33e1 209.54.180.209c33e1 52.94.238.249c33e1 52.94.242.237c33e, 1 209.54.180.134c0e0 52.46.153.141c33e1 209.54.183.240c33e1 52.46.136.68c33e1 54.239.27.88c33e1 67.220.240.30c33e1 67.220.241.5, c33e1 52.46.137.209c33e1 54.239.26.255c33e1 209.54.180.63c33e1 52.46.131.210c33e1 52.94.233.61c33e1 52.46.155.15c33e1 52.46.153, .177c33e1 52.46.137.106c33e1 52.94.225.56c33e1 52.94.239.40c33e1 52.46.149.60c33e1 67.220.240.31c33e1 n3",unagi-na.amazon.com,,,,,,,
[x],unagi.amazon.com.tr,"52.95.118.176, 205.251.193.176, 205.251.195.153, 205.251.197.224, 205.251.199.4","ns-1504.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-432.awsdns-54.com, ns-921.awsdns-51.net, ns-1504.awsdns-60.org, ns-1796.awsdns-32.co.uk",,"52.95.126.192c33e1 52.95.124.221c33e1 67.220.226.171c33e1 52.95.114.175c0e0 52.95.119.153c33e1 52.95.118.176c33e1 67.220.226.18, 7c33e1 67.220.224.106c33e1 67.220.228.97c33e1 54.239.35.235c33e1 67.220.226.139c33e1 67.220.224.105c33e1 67.220.228.177c33e1 67, .220.226.156c33e1 52.94.222.151c33e1 52.95.122.51c33e1 67.220.228.178c33e1 54.239.37.226c33e1 52.94.222.19c33e1 67.220.228.134c, 33e1 54.239.35.232c33e1 52.95.121.232c33e1 52.94.218.5c33e1 52.95.123.241c33e1 52.94.223.212c33e1 67.220.226.172c33e1 52.95.122, .73c33e1 67.220.226.184c33e1 52.94.216.5c33e1 67.220.224.104c33e1 52.95.127.127c33e1 52.95.118.136c0e0 67.220.228.135c33e1 52.9, 5.127.144c33e1 54.239.32.228c33e1 52.95.120.177c33e1 52.95.127.145c33e1 67.220.224.107c33e1 n1",unagi-eu.amazon.com,,,,,,,
[x],unagi.amazon.de,"67.220.228.177, 205.251.193.176, 205.251.195.153","ns-1504.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1796.awsdns-32.co.uk, ns-432.awsdns-54.com, ns-921.awsdns-51.net, ns-1504.awsdns-60.org",,"52.95.126.192c33e1 52.95.124.221c33e1 67.220.226.171c33e1 52.95.114.175c0e0 52.95.119.153c33e1 52.95.118.176c33e1 67.220.226.18, 7c33e1 67.220.224.106c33e1 67.220.228.97c33e1 54.239.35.235c33e1 67.220.226.139c33e1 67.220.224.105c33e1 67.220.228.177c33e1 67, .220.226.156c33e1 52.94.222.151c33e1 52.95.122.51c33e1 67.220.228.178c33e1 54.239.37.226c33e1 52.94.222.19c33e1 67.220.228.134c, 33e1 54.239.35.232c33e1 52.95.121.232c33e1 52.94.218.5c33e1 52.95.123.241c33e1 52.94.223.212c33e1 67.220.226.172c33e1 52.95.122, .73c33e1 67.220.226.184c33e1 52.94.216.5c33e1 67.220.224.104c33e1 52.95.127.127c33e1 52.95.118.136c0e0 67.220.228.135c33e1 52.9, 5.127.144c33e1 54.239.32.228c33e1 52.95.120.177c33e1 52.95.127.145c33e1 67.220.224.107c33e1 n1",unagi-eu.amazon.com,,,,,,,
[x],unagi.amazon.es,52.95.122.73,"ns-1504.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1504.awsdns-60.org, ns-1796.awsdns-32.co.uk, ns-432.awsdns-54.com, ns-921.awsdns-51.net",,"52.95.126.192c33e1 52.95.124.221c33e1 67.220.226.171c33e1 52.95.114.175c0e0 52.95.119.153c33e1 52.95.118.176c33e1 67.220.226.18, 7c33e1 67.220.224.106c33e1 67.220.228.97c33e1 54.239.35.235c33e1 67.220.226.139c33e1 67.220.224.105c33e1 67.220.228.177c33e1 67, .220.226.156c33e1 52.94.222.151c33e1 52.95.122.51c33e1 67.220.228.178c33e1 54.239.37.226c33e1 52.94.222.19c33e1 67.220.228.134c, 33e1 54.239.35.232c33e1 52.95.121.232c33e1 52.94.218.5c33e1 52.95.123.241c33e1 52.94.223.212c33e1 67.220.226.172c33e1 52.95.122, .73c33e1 67.220.226.184c33e1 52.94.216.5c33e1 67.220.224.104c33e1 52.95.127.127c33e1 52.95.118.136c0e0 67.220.228.135c33e1 52.9, 5.127.144c33e1 54.239.32.228c33e1 52.95.120.177c33e1 52.95.127.145c33e1 67.220.224.107c33e1 n1",unagi-eu.amazon.com,,,,,,,
[x],unagi.amazon.fr,52.94.216.5,"ns-1504.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1504.awsdns-60.org, ns-1796.awsdns-32.co.uk, ns-432.awsdns-54.com, ns-921.awsdns-51.net",,"52.95.126.192c33e1 52.95.124.221c33e1 67.220.226.171c33e1 52.95.114.175c0e0 52.95.119.153c33e1 52.95.118.176c33e1 67.220.226.18, 7c33e1 67.220.224.106c33e1 67.220.228.97c33e1 54.239.35.235c33e1 67.220.226.139c33e1 67.220.224.105c33e1 67.220.228.177c33e1 67, .220.226.156c33e1 52.94.222.151c33e1 52.95.122.51c33e1 67.220.228.178c33e1 54.239.37.226c33e1 52.94.222.19c33e1 67.220.228.134c, 33e1 54.239.35.232c33e1 52.95.121.232c33e1 52.94.218.5c33e1 52.95.123.241c33e1 52.94.223.212c33e1 67.220.226.172c33e1 52.95.122, .73c33e1 67.220.226.184c33e1 52.94.216.5c33e1 67.220.224.104c33e1 52.95.127.127c33e1 52.95.118.136c0e0 67.220.228.135c33e1 52.9, 5.127.144c33e1 54.239.32.228c33e1 52.95.120.177c33e1 52.95.127.145c33e1 67.220.224.107c33e1 n1",unagi-eu.amazon.com,,,,,,,
[x],unagi.amazon.in,52.95.127.127,"ns-1504.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1504.awsdns-60.org, ns-1796.awsdns-32.co.uk, ns-432.awsdns-54.com, ns-921.awsdns-51.net",,"52.95.126.192c33e1 52.95.124.221c33e1 67.220.226.171c33e1 52.95.114.175c0e0 52.95.119.153c33e1 52.95.118.176c33e1 67.220.226.18, 7c33e1 67.220.224.106c33e1 67.220.228.97c33e1 54.239.35.235c33e1 67.220.226.139c33e1 67.220.224.105c33e1 67.220.228.177c33e1 67, .220.226.156c33e1 52.94.222.151c33e1 52.95.122.51c33e1 67.220.228.178c33e1 54.239.37.226c33e1 52.94.222.19c33e1 67.220.228.134c, 33e1 54.239.35.232c33e1 52.95.121.232c33e1 52.94.218.5c33e1 52.95.123.241c33e1 52.94.223.212c33e1 67.220.226.172c33e1 52.95.122, .73c33e1 67.220.226.184c33e1 52.94.216.5c33e1 67.220.224.104c33e1 52.95.127.127c33e1 52.95.118.136c0e0 67.220.228.135c33e1 52.9, 5.127.144c33e1 54.239.32.228c33e1 52.95.120.177c33e1 52.95.127.145c33e1 67.220.224.107c33e1 n1",unagi-eu.amazon.com,,,,,,,
[x],unagi.amazon.nl,52.95.122.51,"ns-1504.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1796.awsdns-32.co.uk, ns-1504.awsdns-60.org, ns-432.awsdns-54.com, ns-921.awsdns-51.net",,"52.95.126.192c33e1 52.95.124.221c33e1 67.220.226.171c33e1 52.95.114.175c0e0 52.95.119.153c33e1 52.95.118.176c33e1 67.220.226.18, 7c33e1 67.220.224.106c33e1 67.220.228.97c33e1 54.239.35.235c33e1 67.220.226.139c33e1 67.220.224.105c33e1 67.220.228.177c33e1 67, .220.226.156c33e1 52.94.222.151c33e1 52.95.122.51c33e1 67.220.228.178c33e1 54.239.37.226c33e1 52.94.222.19c33e1 67.220.228.134c, 33e1 54.239.35.232c33e1 52.95.121.232c33e1 52.94.218.5c33e1 52.95.123.241c33e1 52.94.223.212c33e1 67.220.226.172c33e1 52.95.122, .73c33e1 67.220.226.184c33e1 52.94.216.5c33e1 67.220.224.104c33e1 52.95.127.127c33e1 52.95.118.136c0e0 67.220.228.135c33e1 52.9, 5.127.144c33e1 54.239.32.228c33e1 52.95.120.177c33e1 52.95.127.145c33e1 67.220.224.107c33e1 n1",unagi-eu.amazon.com,,,,,,,
[x],unagi.amazon.se,67.220.228.134,"ns-1504.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1504.awsdns-60.org, ns-1796.awsdns-32.co.uk, ns-432.awsdns-54.com, ns-921.awsdns-51.net",,"52.95.126.192c33e1 52.95.124.221c33e1 67.220.226.171c33e1 52.95.114.175c0e0 52.95.119.153c33e1 52.95.118.176c33e1 67.220.226.18, 7c33e1 67.220.224.106c33e1 67.220.228.97c33e1 54.239.35.235c33e1 67.220.226.139c33e1 67.220.224.105c33e1 67.220.228.177c33e1 67, .220.226.156c33e1 52.94.222.151c33e1 52.95.122.51c33e1 67.220.228.178c33e1 54.239.37.226c33e1 52.94.222.19c33e1 67.220.228.134c, 33e1 54.239.35.232c33e1 52.95.121.232c33e1 52.94.218.5c33e1 52.95.123.241c33e1 52.94.223.212c33e1 67.220.226.172c33e1 52.95.122, .73c33e1 67.220.226.184c33e1 52.94.216.5c33e1 67.220.224.104c33e1 52.95.127.127c33e1 52.95.118.136c0e0 67.220.228.135c33e1 52.9, 5.127.144c33e1 54.239.32.228c33e1 52.95.120.177c33e1 52.95.127.145c33e1 67.220.224.107c33e1 n1",unagi-eu.amazon.com,,,,,,,
[x],unicorn-dashboard-fe.amazon.com,"54.72.158.92, 52.210.243.190, 54.170.50.164","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-3.aea.amazon.com, midway-gateway-3-eu-west-1.aea.amazon.com",,,,,,,
[x],unicorn-dashboard-fe.integ.amazon.com,"54.72.158.92, 52.210.243.190, 54.170.50.164","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-3.aea.amazon.com, midway-gateway-3-eu-west-1.aea.amazon.com",,,,,,,
[x],unicorn-dashboard-na.amazon.com,"54.72.158.92, 54.170.50.164, 52.210.243.190","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-3.aea.amazon.com, midway-gateway-3-eu-west-1.aea.amazon.com",,,,,,,
[x],unicorn-dashboard-na.integ.amazon.com,"54.170.50.164, 54.72.158.92, 52.210.243.190","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-3.aea.amazon.com, midway-gateway-3-eu-west-1.aea.amazon.com",,,,,,,
[x],unicorn-precogs-dashboard-na.amazon.com,,"ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"ns2.p31.dynect.net, ns3.p31.dynect.net, ns4.p31.dynect.net, pdns1.ultradns.net, pdns6.ultradns.co.uk, ns1.p31.dynect.net",,,"midway-gateway-4.aea.amazon.com, midway-gateway-4-eu-west-1.aea.amazon.com",,,,,,,
[x],unicorn-precogs-dashboard-na.integ.amazon.com,"54.155.241.202, 54.76.220.127, 54.229.97.76","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-4.aea.amazon.com, midway-gateway-4-eu-west-1.aea.amazon.com",,,,,,,
[x],unicorn-rds-na-dev.integ.amazon.com,"54.155.241.202, 54.76.220.127, 54.229.97.76","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-4.aea.amazon.com, midway-gateway-4-eu-west-1.aea.amazon.com",,,,,,,
[x],unicorn-rds-na.integ.amazon.com,"54.229.97.76, 54.155.241.202, 54.76.220.127","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-4.aea.amazon.com, midway-gateway-4-eu-west-1.aea.amazon.com",,,,,,,
[x],unicorn-sentinel-eu.amazon.com,"54.76.220.127, 54.155.241.202, 54.229.97.76","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1117.awsdns-11.org, ns-1859.awsdns-40.co.uk, ns-445.awsdns-55.com, ns-882.awsdns-46.net",,,"midway-gateway-4.aea.amazon.com, midway-gateway-4-eu-west-1.aea.amazon.com",,,,,,,
[x],unicorn-sentinel-eu.integ.amazon.com,"18.215.87.132, 52.21.131.57, 34.234.51.219","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-4.aea.amazon.com, midway-gateway-4-us-east-1.aea.amazon.com",,,,,,,
[x],unicorn-sentinel-fe.amazon.com,"54.76.220.127, 54.229.97.76, 54.155.241.202","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-4.aea.amazon.com, midway-gateway-4-eu-west-1.aea.amazon.com",,,,,,,
[x],unified-portal-cn.corp.amazon.com,"52.16.89.24, 52.50.92.77, 108.128.156.70","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-1.aea.amazon.com, midway-gateway-1-eu-west-1.aea.amazon.com",,,,,,,
[x],unified-portal-eu.corp.amazon.com,"52.50.92.77, 108.128.156.70, 52.16.89.24","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-1.aea.amazon.com, midway-gateway-1-eu-west-1.aea.amazon.com",,,,,,,
[x],unified-portal-fe.corp.amazon.com,"108.128.156.70, 52.16.89.24, 52.50.92.77","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-1.aea.amazon.com, midway-gateway-1-eu-west-1.aea.amazon.com",,,,,,,
[x],unified-portal-na-jlb.integ.amazon.com,"52.70.114.222, 3.226.141.54, 44.210.175.192","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-2.aea.amazon.com, midway-gateway-2-us-east-1.aea.amazon.com",,,,,,,
[x],unified-portal-na.corp.amazon.com,"108.128.156.70, 52.16.89.24, 52.50.92.77","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-1.aea.amazon.com, midway-gateway-1-eu-west-1.aea.amazon.com",,,,,,,
[x],unified-portal-na.integ.amazon.com,"54.76.220.127, 54.229.97.76, 54.155.241.202","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-4.aea.amazon.com, midway-gateway-4-eu-west-1.aea.amazon.com",,,,,,,
[x],unspun-admin.aka.amazon.com,"54.229.97.76, 54.76.220.127, 54.155.241.202","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-4.aea.amazon.com, midway-gateway-4-eu-west-1.aea.amazon.com",,,,,,,
[x],up-na-jlb.integ.amazon.com,"54.72.98.207, 63.32.225.136, 52.212.41.214","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-2.aea.amazon.com, midway-gateway-2-eu-west-1.aea.amazon.com",,,,,,,
[x],updates-preprod.amazon.com,44.215.129.124,"ns-776.awsdns-33.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1718.awsdns-22.co.uk, ns-776.awsdns-33.net, ns-1102.awsdns-09.org, ns-395.awsdns-49.com",,44.215.132.98c33e1 44.215.134.194c33e1 176.32.101.186c0e0 176.32.102.9c0e0 72.21.202.156c0e0 44.215.129.124c33e1 n1,,,,,,,,
[x],updates.amazon.com,176.32.99.246,"ns-331.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1232.awsdns-26.org, ns-1917.awsdns-47.co.uk, ns-907.awsdns-49.net, ns-331.awsdns-41.com",,176.32.101.122c33e1 52.46.155.120c33e1 176.32.99.246c33e1 n1,,,,,,,,
[x],updates.amazon.in,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"ns1.amzndns.net, ns1.amzndns.co.uk, ns2.amzndns.org, ns2.amzndns.com, ns2.amzndns.net, ns2.amzndns.co.uk, ns1.amzndns.com, ns1.amzndns.org",,,,,,,,inbound-smtp.us-west-2.amazonaws.com,,
[x],upenn.amazon.com,207.171.166.22,"ns-219.awsdns-27.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1166.awsdns-17.org, ns-2015.awsdns-59.co.uk, ns-707.awsdns-24.net, ns-219.awsdns-27.com",,72.21.206.80c33e1 54.239.20.10c0e0 54.239.24.51c0e0 54.239.16.151c0e0 207.171.166.22c33e1 72.21.210.29c33e1 n1,rewrite.amazon.com,,,,,,,
[x],upload.aws.amazon.com,"108.138.233.81, 108.138.233.24, 108.138.233.12, 108.138.233.114","ns-487.awsdns-60.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-487.awsdns-60.com, ns-846.awsdns-41.net, ns-1094.awsdns-08.org, ns-1874.awsdns-42.co.uk","2600:9000:2360:7400:f:eef0:fe80:93a1, 2600:9000:2360:e000:f:eef0:fe80:93a1, 2600:9000:2360:4200:f:eef0:fe80:93a1, 2600:9000:2360:5600:f:eef0:fe80:93a1, 2600:9000:2360:3200:f:eef0:fe80:93a1, 2600:9000:2360:dc00:f:eef0:fe80:93a1, 2600:9000:2360:4a00:f:eef0:fe80:93a1, 2600:9000:2360:4e00:f:eef0:fe80:93a1",,upload.us-east-1.amazonaws.com,True,cloudfront,,,,,
[x],urmp-1-prod.amazon.com,52.94.241.58,"ns-176.awsdns-22.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1241.awsdns-27.org, ns-176.awsdns-22.com, ns-1942.awsdns-50.co.uk, ns-570.awsdns-07.net",,54.239.16.137c33e1 54.239.18.166c33e1 52.94.241.58c33e1 n1,urmp-prod.amazon.com,,,,,,,
[x],urmp-2-prod.amazon.com,52.94.241.58,"ns-176.awsdns-22.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1241.awsdns-27.org, ns-176.awsdns-22.com, ns-1942.awsdns-50.co.uk, ns-570.awsdns-07.net",,,urmp-prod.amazon.com,,,,,,,
[x],urmp-3-prod.amazon.com,52.94.241.58,"ns-176.awsdns-22.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1942.awsdns-50.co.uk, ns-570.awsdns-07.net, ns-1241.awsdns-27.org, ns-176.awsdns-22.com",,54.239.16.137c33e1 54.239.18.166c33e1 52.94.241.58c33e1 n1,urmp-prod.amazon.com,,,,,,,
[x],urmp-4-prod.amazon.com,54.239.18.166,"ns-176.awsdns-22.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1942.awsdns-50.co.uk, ns-570.awsdns-07.net, ns-1241.awsdns-27.org, ns-176.awsdns-22.com",,54.239.16.137c33e1 54.239.18.166c33e1 52.94.241.58c33e1 n1,urmp-prod.amazon.com,,,,,,,
[x],urmp-5-prod.amazon.com,52.94.241.58,"ns-176.awsdns-22.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-176.awsdns-22.com, ns-570.awsdns-07.net, ns-1241.awsdns-27.org, ns-1942.awsdns-50.co.uk",,54.239.16.137c33e1 54.239.18.166c33e1 52.94.241.58c33e1 n1,urmp-prod.amazon.com,,,,,,,
[x],urmp-7-prod.amazon.com,54.239.16.137,"ns-176.awsdns-22.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-176.awsdns-22.com, ns-570.awsdns-07.net, ns-1241.awsdns-27.org, ns-1942.awsdns-50.co.uk",,54.239.16.137c33e1 54.239.18.166c33e1 52.94.241.58c33e1 n1,urmp-prod.amazon.com,,,,,,,
[x],us-acd-gamma-jlb-l-iad.iad.proxy.amazon.com,"54.72.158.92, 54.170.50.164, 52.210.243.190","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-3.aea.amazon.com, midway-gateway-3-eu-west-1.aea.amazon.com",,,,,,,
[x],us-acd.amazon.com,"54.170.50.164, 54.72.158.92, 52.210.243.190","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-3.aea.amazon.com, midway-gateway-3-eu-west-1.aea.amazon.com",,,,,,,
[x],us-assoc-master.amazon.com,"3.226.141.54, 44.210.175.192, 52.70.114.222","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-2.aea.amazon.com, midway-gateway-2-us-east-1.aea.amazon.com, midway-gateway-2-eu-west-1.aea.amazon.com",,,,,,,
[x],us-east-1-onebox.quicksight.aws.amazon.com,209.54.176.112,"ns-365.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-365.awsdns-45.com, ns-650.awsdns-17.net, ns-1193.awsdns-21.org, ns-1653.awsdns-14.co.uk",,52.94.227.113c0e0 209.54.176.112c100e1 n1,web-onebox-quicksight.us-east-1.amazonaws.com,,,,,,,
[x],us-east-1-preview.quicksight.aws.amazon.com,,"ns-1804.awsdns-33.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-84.awsdns-10.com, ns-1241.awsdns-27.org, ns-1804.awsdns-33.co.uk, ns-524.awsdns-01.net",,,web-quicksight-preview.us-east-1.amazonaws.com,,,,,,,
[x],us-east-1.beta.acm-certificates.amazon.com,"44.205.95.77, 52.44.102.54, 34.239.222.245","ns-224.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],us-east-1.beta.secure-attach.amazon.com,"52.222.214.41, 52.222.214.76, 52.222.214.47, 52.222.214.88","ns-2029.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-925.awsdns-51.net, ns-2029.awsdns-61.co.uk, ns-1095.awsdns-08.org, ns-54.awsdns-06.com",,,,True,cloudfront,,,,,
[x],us-east-1.console.aws.amazon.com,"3.3.9.1, 3.3.8.1","ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"gr.console-geo.us-east-1.amazonaws.com, a508c136b61c3cfc2.awsglobalaccelerator.com",,,,,,,
[x],us-east-1.gamma.secure-attach.amazon.com,"18.65.39.105, 18.65.39.49, 18.65.39.34, 18.65.39.68","ns-810.awsdns-37.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1519.awsdns-61.org, ns-1833.awsdns-37.co.uk, ns-57.awsdns-07.com, ns-810.awsdns-37.net",,,,True,cloudfront,,,,,
[x],us-east-1.lightsail.aws.amazon.com,"3.3.9.1, 3.3.8.1","ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"us-east-1.console.aws.amazon.com, gr.console-geo.us-east-1.amazonaws.com, a508c136b61c3cfc2.awsglobalaccelerator.com",,,,,,,
[x],us-east-1.macie.aws.amazon.com,176.32.97.69,"ns-826.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1533.awsdns-63.org, ns-1541.awsdns-00.co.uk, ns-245.awsdns-30.com, ns-826.awsdns-39.net",,52.94.228.239c33e1 72.21.206.33c33e1 176.32.97.69c33e1 n1,web-macie.us-east-1.amazonaws.com,,,,,,,
