new,host,a,soa,status_code,ns,aaaa,txt,cname,cdn,cdn-name,has_internal_ips,internal_ips,mx,ptr,caa
[x],207-171-183-138.amazon.com,207.171.183.138,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-139.amazon.com,207.171.183.139,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-14.amazon.com,207.171.183.14,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-140.amazon.com,207.171.183.140,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"ns2.p31.dynect.net, ns1.p31.dynect.net, pdns6.ultradns.co.uk, pdns1.ultradns.net, ns3.p31.dynect.net, ns4.p31.dynect.net",,,,,,,,,,
[x],207-171-183-141.amazon.com,207.171.183.141,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-143.amazon.com,207.171.183.143,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-144.amazon.com,207.171.183.144,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-145.amazon.com,207.171.183.145,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-147.amazon.com,207.171.183.147,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-15.amazon.com,207.171.183.15,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"ns3.p31.dynect.net, ns4.p31.dynect.net, ns1.p31.dynect.net, pdns6.ultradns.co.uk, pdns1.ultradns.net, ns2.p31.dynect.net",,,,,,,,,,
[x],207-171-183-152.amazon.com,207.171.183.152,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-153.amazon.com,207.171.183.153,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-154.amazon.com,207.171.183.154,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-155.amazon.com,207.171.183.155,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-156.amazon.com,207.171.183.156,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-159.amazon.com,207.171.183.159,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-16.amazon.com,207.171.183.16,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-160.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-161.amazon.com,207.171.183.161,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-162.amazon.com,207.171.183.162,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-163.amazon.com,207.171.183.163,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-165.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-166.amazon.com,207.171.183.166,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-168.amazon.com,207.171.183.168,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-169.amazon.com,207.171.183.169,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-17.amazon.com,207.171.183.17,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-172.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-173.amazon.com,207.171.183.173,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-174.amazon.com,207.171.183.174,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-175.amazon.com,207.171.183.175,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-176.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-177.amazon.com,207.171.183.177,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-178.amazon.com,207.171.183.178,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-179.amazon.com,207.171.183.179,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-18.amazon.com,207.171.183.18,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-180.amazon.com,207.171.183.180,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-181.amazon.com,207.171.183.181,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-182.amazon.com,207.171.183.182,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-183.amazon.com,207.171.183.183,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-184.amazon.com,207.171.183.184,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-185.amazon.com,207.171.183.185,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-186.amazon.com,207.171.183.186,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-187.amazon.com,207.171.183.187,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-188.amazon.com,207.171.183.188,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-189.amazon.com,207.171.183.189,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"ns2.p31.dynect.net, ns4.p31.dynect.net, ns1.p31.dynect.net, pdns6.ultradns.co.uk, ns3.p31.dynect.net, pdns1.ultradns.net",,,,,,,,,,
[x],207-171-183-19.amazon.com,207.171.183.19,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-190.amazon.com,207.171.183.190,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-191.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-192.amazon.com,207.171.183.192,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-193.amazon.com,207.171.183.193,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-194.amazon.com,207.171.183.194,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-195.amazon.com,207.171.183.195,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-196.amazon.com,207.171.183.196,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-197.amazon.com,207.171.183.197,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-198.amazon.com,207.171.183.198,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-2.amazon.com,207.171.183.2,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-20.amazon.com,207.171.183.20,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-200.amazon.com,207.171.183.200,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-201.amazon.com,207.171.183.201,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-202.amazon.com,207.171.183.202,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-203.amazon.com,207.171.183.203,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-204.amazon.com,207.171.183.204,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"pdns6.ultradns.co.uk, ns2.p31.dynect.net, ns4.p31.dynect.net, ns1.p31.dynect.net, ns3.p31.dynect.net, pdns1.ultradns.net",,,,,,,,,,
[x],207-171-183-205.amazon.com,207.171.183.205,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"pdns1.ultradns.net, ns4.p31.dynect.net, ns1.p31.dynect.net, ns3.p31.dynect.net, ns2.p31.dynect.net, pdns6.ultradns.co.uk",,,,,,,,,,
[x],207-171-183-206.amazon.com,207.171.183.206,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-207.amazon.com,207.171.183.207,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-208.amazon.com,207.171.183.208,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-209.amazon.com,207.171.183.209,,NOERROR,"pdns6.ultradns.co.uk, ns3.p31.dynect.net, ns4.p31.dynect.net, ns1.p31.dynect.net, ns2.p31.dynect.net, pdns1.ultradns.net",,,,,,,,,,
[x],207-171-183-21.amazon.com,207.171.183.21,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-211.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-214.amazon.com,207.171.183.214,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-215.amazon.com,207.171.183.215,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-216.amazon.com,207.171.183.216,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-217.amazon.com,207.171.183.217,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-218.amazon.com,207.171.183.218,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-219.amazon.com,207.171.183.219,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-22.amazon.com,207.171.183.22,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-220.amazon.com,207.171.183.220,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-221.amazon.com,207.171.183.221,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-222.amazon.com,207.171.183.222,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-223.amazon.com,207.171.183.223,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-225.amazon.com,207.171.183.225,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-226.amazon.com,207.171.183.226,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-228.amazon.com,207.171.183.228,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-229.amazon.com,207.171.183.229,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-23.amazon.com,207.171.183.23,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-230.amazon.com,207.171.183.230,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-231.amazon.com,207.171.183.231,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"ns1.p31.dynect.net, pdns6.ultradns.co.uk, ns3.p31.dynect.net, ns4.p31.dynect.net, pdns1.ultradns.net, ns2.p31.dynect.net",,,,,,,,,,
[x],207-171-183-232.amazon.com,207.171.183.232,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-233.amazon.com,207.171.183.233,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-234.amazon.com,207.171.183.234,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-235.amazon.com,207.171.183.235,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-236.amazon.com,207.171.183.236,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-237.amazon.com,207.171.183.237,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-238.amazon.com,207.171.183.238,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-24.amazon.com,207.171.183.24,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"ns2.p31.dynect.net, ns1.p31.dynect.net, ns4.p31.dynect.net, pdns1.ultradns.net, pdns6.ultradns.co.uk, ns3.p31.dynect.net",,,,,,,,,,
[x],207-171-183-240.amazon.com,207.171.183.240,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-241.amazon.com,207.171.183.241,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-242.amazon.com,207.171.183.242,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-245.amazon.com,207.171.183.245,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-247.amazon.com,207.171.183.247,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-248.amazon.com,207.171.183.248,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-249.amazon.com,207.171.183.249,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"ns2.p31.dynect.net, ns3.p31.dynect.net, pdns6.ultradns.co.uk, pdns1.ultradns.net, ns1.p31.dynect.net, ns4.p31.dynect.net",,,,,,,,,,
[x],207-171-183-25.amazon.com,207.171.183.25,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-250.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-251.amazon.com,207.171.183.251,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-255.amazon.com,207.171.183.255,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-26.amazon.com,207.171.183.26,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-27.amazon.com,207.171.183.27,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-28.amazon.com,207.171.183.28,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-29.amazon.com,207.171.183.29,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-3.amazon.com,207.171.183.3,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-30.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-31.amazon.com,207.171.183.31,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-32.amazon.com,207.171.183.32,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-33.amazon.com,207.171.183.33,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-34.amazon.com,207.171.183.34,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-35.amazon.com,207.171.183.35,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-36.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-37.amazon.com,207.171.183.37,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-38.amazon.com,207.171.183.38,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-39.amazon.com,207.171.183.39,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-4.amazon.com,207.171.183.4,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-40.amazon.com,207.171.183.40,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-41.amazon.com,207.171.183.41,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"pdns6.ultradns.co.uk, ns4.p31.dynect.net, ns1.p31.dynect.net, ns3.p31.dynect.net, ns2.p31.dynect.net, pdns1.ultradns.net",,,,,,,,,,
[x],207-171-183-43.amazon.com,207.171.183.43,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-44.amazon.com,207.171.183.44,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-45.amazon.com,207.171.183.45,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-47.amazon.com,207.171.183.47,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"ns1.p31.dynect.net, ns4.p31.dynect.net, pdns1.ultradns.net, ns2.p31.dynect.net, ns3.p31.dynect.net, pdns6.ultradns.co.uk",,,,,,,,,,
[x],207-171-183-48.amazon.com,207.171.183.48,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-49.amazon.com,207.171.183.49,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-5.amazon.com,207.171.183.5,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-51.amazon.com,207.171.183.51,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-52.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-53.amazon.com,207.171.183.53,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-56.amazon.com,207.171.183.56,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-58.amazon.com,207.171.183.58,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-59.amazon.com,207.171.183.59,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-6.amazon.com,207.171.183.6,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-60.amazon.com,207.171.183.60,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-61.amazon.com,207.171.183.61,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-62.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-63.amazon.com,207.171.183.63,,NOERROR,"ns2.p31.dynect.net, ns4.p31.dynect.net, ns1.p31.dynect.net, pdns6.ultradns.co.uk, ns3.p31.dynect.net, pdns1.ultradns.net",,,,,,,,,,
[x],207-171-183-64.amazon.com,207.171.183.64,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-65.amazon.com,207.171.183.65,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-66.amazon.com,207.171.183.66,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-67.amazon.com,207.171.183.67,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-68.amazon.com,207.171.183.68,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-7.amazon.com,207.171.183.7,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-70.amazon.com,207.171.183.70,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-71.amazon.com,207.171.183.71,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"ns3.p31.dynect.net, pdns6.ultradns.co.uk, ns1.p31.dynect.net, ns2.p31.dynect.net, pdns1.ultradns.net, ns4.p31.dynect.net",,,,,,,,,,
[x],207-171-183-72.amazon.com,207.171.183.72,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-73.amazon.com,207.171.183.73,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"ns1.p31.dynect.net, ns2.p31.dynect.net, ns3.p31.dynect.net, ns4.p31.dynect.net, pdns1.ultradns.net, pdns6.ultradns.co.uk",,,,,,,,,,
[x],207-171-183-74.amazon.com,207.171.183.74,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-75.amazon.com,207.171.183.75,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-76.amazon.com,207.171.183.76,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-78.amazon.com,207.171.183.78,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-8.amazon.com,207.171.183.8,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-80.amazon.com,207.171.183.80,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-81.amazon.com,207.171.183.81,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-82.amazon.com,207.171.183.82,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"ns2.p31.dynect.net, ns4.p31.dynect.net, ns1.p31.dynect.net, pdns6.ultradns.co.uk, ns3.p31.dynect.net, pdns1.ultradns.net",,,,,,,,,,
[x],207-171-183-83.amazon.com,207.171.183.83,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-84.amazon.com,207.171.183.84,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-85.amazon.com,207.171.183.85,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-87.amazon.com,207.171.183.87,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-88.amazon.com,207.171.183.88,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-89.amazon.com,207.171.183.89,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-9.amazon.com,207.171.183.9,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-90.amazon.com,207.171.183.90,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-91.amazon.com,207.171.183.91,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-93.amazon.com,207.171.183.93,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-94.amazon.com,207.171.183.94,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"pdns1.ultradns.net, ns2.p31.dynect.net, ns3.p31.dynect.net, ns1.p31.dynect.net, ns4.p31.dynect.net, pdns6.ultradns.co.uk",,,,,,,,,,
[x],207-171-183-95.amazon.com,207.171.183.95,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-96.amazon.com,207.171.183.96,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-97.amazon.com,207.171.183.97,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-98.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-183-99.amazon.com,207.171.183.99,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-1.amazon.com,207.171.184.1,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-10.amazon.com,207.171.184.10,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-100.amazon.com,207.171.184.100,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-101.amazon.com,207.171.184.101,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-102.amazon.com,207.171.184.102,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-103.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-105.amazon.com,207.171.184.105,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-107.amazon.com,207.171.184.107,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-109.amazon.com,207.171.184.109,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-11.amazon.com,207.171.184.11,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-111.amazon.com,207.171.184.111,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-112.amazon.com,207.171.184.112,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-113.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-114.amazon.com,207.171.184.114,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-116.amazon.com,207.171.184.116,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-117.amazon.com,207.171.184.117,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-118.amazon.com,207.171.184.118,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-12.amazon.com,207.171.184.12,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-120.amazon.com,207.171.184.120,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"ns2.p31.dynect.net, ns4.p31.dynect.net, ns1.p31.dynect.net, pdns6.ultradns.co.uk, ns3.p31.dynect.net, pdns1.ultradns.net",,,,,,,,,,
[x],207-171-184-121.amazon.com,207.171.184.121,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-122.amazon.com,207.171.184.122,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-123.amazon.com,207.171.184.123,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-124.amazon.com,207.171.184.124,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
