new,host,ttl,soa,status_code,a,aaaa,cname,cdn,cdn-name,txt,mx,ns,has_internal_ips,internal_ips
,nw2.booztlet.com,300,"{'name': 'booztlet.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352379580, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'booztlet.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352379580, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'booztlet.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352379580, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'booztlet.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352379580, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'booztlet.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352379580, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"104.16.248.66, 104.16.246.66, 104.16.250.66, 104.16.247.66, 104.16.249.66","2606:4700::6810:f942, 2606:4700::6810:f642, 2606:4700::6810:fa42, 2606:4700::6810:f742, 2606:4700::6810:f842",,,,,,,,
,o2.ptr4956.boozt.com,300,"{'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,149.72.189.164,,,,,,,,,
,pages.email.booztlet.com,3600,"{'name': 'virt.s7.exacttarget.com', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1680281115, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'virt.s7.exacttarget.com', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1680281115, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'virt.s7.exacttarget.com', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1680281115, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'virt.s7.exacttarget.com', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1680281115, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 300}",NOERROR,136.147.129.25,,pages.virt.s7.exacttarget.com,,,,,,,
,parcel-api.boozt.com,1800,"{'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,,
,parcel.api.boozt.com,1800,"{'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,,
,pub.email.boozt.com,3600,"{'name': 's7.exacttarget.com', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1680014287, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 's7.exacttarget.com', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1680014287, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 's7.exacttarget.com', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1680014287, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 's7.exacttarget.com', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1680014287, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}",NOERROR,136.147.129.35,,pub.s7.exacttarget.com,,,,,,,
,pub.email.booztlet.com,2962,"{'name': 's7.exacttarget.com', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1680014287, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 's7.exacttarget.com', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1680014287, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 's7.exacttarget.com', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1680014287, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 's7.exacttarget.com', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1680014287, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}",NOERROR,136.147.129.35,,pub.s7.exacttarget.com,,,,,,,
,rel.boozt.com,300,"{'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"104.17.226.122, 104.17.223.122, 104.17.222.122, 104.17.224.122, 104.17.225.122",,,,,,,,,
,sendgrid.boozt.com,300,"{'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"104.17.223.122, 104.17.226.122, 104.17.224.122, 104.17.225.122, 104.17.222.122",,,,,,,,,
,sp-dev.boozt.com,300,"{'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,"2606:4700::6811:e07a, 2606:4700::6811:e17a, 2606:4700::6811:de7a, 2606:4700::6811:e27a, 2606:4700::6811:df7a",,,,,,,,
,sp.boozt.com,300,"{'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"104.17.222.122, 104.17.223.122, 104.17.224.122, 104.17.225.122, 104.17.226.122","2606:4700::6811:e07a, 2606:4700::6811:de7a, 2606:4700::6811:df7a, 2606:4700::6811:e27a, 2606:4700::6811:e17a",,,,,,,,
,sp.booztlet.com,300,"{'name': 'booztlet.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352379580, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'booztlet.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352379580, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'booztlet.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352379580, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'booztlet.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352379580, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'booztlet.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352379580, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'booztlet.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352379580, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"104.16.248.66, 104.16.249.66, 104.16.247.66, 104.16.246.66, 104.16.250.66","2606:4700::6810:f742, 2606:4700::6810:f642, 2606:4700::6810:fa42, 2606:4700::6810:f942, 2606:4700::6810:f842",,,,,,,,
,sp1.boozt.com,300,"{'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,,
,spk.boozt.com,300,"{'name': 'adzerk.net', 'ns': 'ns-1272.awsdns-31.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'adzerk.net', 'ns': 'ns-1272.awsdns-31.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'adzerk.net', 'ns': 'ns-1272.awsdns-31.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'adzerk.net', 'ns': 'ns-1272.awsdns-31.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"18.157.153.70, 3.125.10.24",,"e-11364.adzerk.net, e-11364-eu-central-1.adzerk.net, e-prod-alb-s102-eu-central-1-dfl.adzerk.net",,,,,,,
,t-dev.booztlet.com,300,"{'name': 'booztlet.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352379580, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'booztlet.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352379580, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'booztlet.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352379580, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"104.16.246.66, 104.16.249.66, 104.16.250.66, 104.16.248.66, 104.16.247.66","2606:4700::6810:fa42, 2606:4700::6810:f642, 2606:4700::6810:f742, 2606:4700::6810:f842, 2606:4700::6810:f942",,,,google-site-verification=e6aqOzCrzTwMlhg-yzB1hMMCLFIz8YJtG_q5eKTv_cg,,,,
,t.boozt.com,300,"{'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"104.17.222.122, 104.17.224.122, 104.17.225.122, 104.17.226.122, 104.17.223.122","2606:4700::6811:df7a, 2606:4700::6811:e07a, 2606:4700::6811:e27a, 2606:4700::6811:de7a, 2606:4700::6811:e17a",,,,,,,,
,t.booztlet.com,300,"{'name': 'booztlet.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352379580, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'booztlet.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352379580, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'booztlet.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352379580, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'booztlet.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352379580, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'booztlet.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352379580, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"104.16.249.66, 104.16.250.66, 104.16.246.66, 104.16.247.66, 104.16.248.66","2606:4700::6810:f942, 2606:4700::6810:f642, 2606:4700::6810:f842, 2606:4700::6810:fa42, 2606:4700::6810:f742",,,,google-site-verification=g0XBlJeVzIzjEKRSkm-iB3KMIpmdrBBGeu7wVt77js4,,,,
,transactional.booztlet.com,300,"{'name': 'wl093.sendgrid.net', 'ns': 'aisha.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352593057, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'wl093.sendgrid.net', 'ns': 'aisha.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352593057, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'wl093.sendgrid.net', 'ns': 'aisha.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352593057, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'wl093.sendgrid.net', 'ns': 'aisha.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352593057, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,u49592.wl093.sendgrid.net,,,v=spf1 ip4:149.72.163.190 ip4:149.72.189.164 ip4:50.31.61.173 -all,,,,
,view.email.boozt.com,2481,"{'name': 'email.boozt.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2020061800, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'email.boozt.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2020061800, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'email.boozt.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2020061800, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'email.boozt.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2020061800, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'email.boozt.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2020061800, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}",NOERROR,13.111.46.146,,,,,,,,,
,view.email.booztlet.com,3600,"{'name': 'email.booztlet.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2019052300, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'email.booztlet.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2019052300, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'email.booztlet.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2019052300, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'email.booztlet.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2019052300, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'email.booztlet.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2019052300, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}",NOERROR,,,,,,,,,,
,www.boozt.com,300,"{'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,"2606:4700::6811:e07a, 2606:4700::6811:e17a, 2606:4700::6811:e27a, 2606:4700::6811:de7a, 2606:4700::6811:df7a",,,,,,,,
,www.booztlet.com,300,"{'name': 'booztlet.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352379580, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'booztlet.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352379580, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'booztlet.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352379580, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'booztlet.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352379580, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'booztlet.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352379580, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,"2606:4700::6810:f742, 2606:4700::6810:f642, 2606:4700::6810:f942, 2606:4700::6810:fa42, 2606:4700::6810:f842",,,,,,,,
,www.parcel-api.boozt.com,1800,"{'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'boozt.com', 'ns': 'adel.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352210312, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,,
