input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_subject_org_,tls_wildcard_certificate,final_url
ks-vendingtransactions-mq2.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://ks-vendingtransactions-mq2.staging-airtableblocks.com:443,https,nginx,text/html,GET,44.209.5.109,/,-304007040,3.214.44.127,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
ks-vendingtransactions-mq3.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://ks-vendingtransactions-mq3.staging-airtableblocks.com:443,https,nginx,text/html,GET,44.209.101.193,/,-304007040,54.224.111.89,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
ks-vendingtransactions-mq4.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://ks-vendingtransactions-mq4.staging-airtableblocks.com:443,https,nginx,text/html,GET,44.209.5.109,/,-304007040,3.214.44.127,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
ksinstapaperapi.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://ksinstapaperapi.staging-airtableblocks.com:443,https,nginx,text/html,GET,3.214.44.127,/,-304007040,44.209.5.109,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
kubernetes.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://kubernetes.staging-airtableblocks.com:443,https,nginx,text/html,GET,3.214.44.127,/,-304007040,44.209.5.109,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
kz.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://kz.staging-airtableblocks.com:443,https,nginx,text/html,GET,44.209.5.109,/,-304007040,54.224.111.89,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
la.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://la.staging-airtableblocks.com:443,https,nginx,text/html,GET,44.209.101.193,/,-304007040,44.209.5.109,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
laptop.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://laptop.staging-airtableblocks.com:443,https,nginx,text/html,GET,54.224.111.89,/,-304007040,44.209.5.109,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
lib.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://lib.staging-airtableblocks.com:443,https,nginx,text/html,GET,44.209.101.193,/,-304007040,3.214.44.127,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
links.airtable.com,The platform to build next‒gen apps | Airtable,200,400356,https://airtable.com/.csp/report,www.airtable.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-06T23:38:40Z,2023-07-05T23:38:39Z,CN=www.airtable.com,www.airtable.com,www.airtable.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d203b5b91e97a038fae58dcbedf79a19,ad0e53e0194db698d6d0a4075de58aa68eac820a8c7a3549379be17ed23992e9,ctls,www.airtable.com,cloudfront,443,https://links.airtable.com:443,https,Cowboy,text/html,GET,13.32.121.117,/,-1795918173,13.32.121.127,Heroku,183,False,True,,,,https://www.airtable.com/
links1.airtable.com,404 Not Found,404,150,,links1.airtable.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-11-23T23:59:59Z,CN=spgo.io,spgo.io,spgo1.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b48d2faa8da96be2c64964e60e5b333f,24aec451a732f9ce5cc82cdefd7dd980c9959bcba2bbe70c2fb5803680f2528b,ctls,links1.airtable.com,,443,https://links1.airtable.com:443,https,msys-http,text/plain,GET,54.186.246.84,/,-1840324437,35.164.134.177,,8,False,,True,,True,
linqreview.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://linqreview.staging-airtableblocks.com:443,https,nginx,text/html,GET,44.209.5.109,/,-304007040,54.224.111.89,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
linux.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://linux.staging-airtableblocks.com:443,https,nginx,text/html,GET,54.224.111.89,/,-304007040,44.209.101.193,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
lists.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://lists.staging-airtableblocks.com:443,https,nginx,text/html,GET,3.214.44.127,/,-304007040,44.209.5.109,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
live.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://live.staging-airtableblocks.com:443,https,nginx,text/html,GET,44.209.5.109,/,-304007040,44.209.101.193,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
liveupdate.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://liveupdate.staging-airtableblocks.com:443,https,nginx,text/html,GET,3.214.44.127,/,-304007040,54.224.111.89,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
localhost.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://localhost.staging-airtableblocks.com:443,https,nginx,text/html,GET,44.209.5.109,/,-304007040,3.214.44.127,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
login.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://login.staging-airtableblocks.com:443,https,nginx,text/html,GET,54.224.111.89,/,-304007040,3.214.44.127,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
m.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://m.staging-airtableblocks.com:443,https,nginx,text/html,GET,44.209.5.109,/,-304007040,3.214.44.127,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
mac5.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://mac5.staging-airtableblocks.com:443,https,nginx,text/html,GET,3.214.44.127,/,-304007040,44.209.101.193,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
mail.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://mail.staging-airtableblocks.com:443,https,nginx,text/html,GET,3.214.44.127,/,-304007040,44.209.5.109,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
mail1.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://mail1.staging-airtableblocks.com:443,https,nginx,text/html,GET,3.214.44.127,/,-304007040,44.209.101.193,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
mail2.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://mail2.staging-airtableblocks.com:443,https,nginx,text/html,GET,3.214.44.127,/,-304007040,44.209.101.193,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
mailserver.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://mailserver.staging-airtableblocks.com:443,https,nginx,text/html,GET,44.209.101.193,/,-304007040,44.209.5.109,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
manncat.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://manncat.staging-airtableblocks.com:443,https,nginx,text/html,GET,3.214.44.127,/,-304007040,44.209.101.193,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
mapcachefile.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://mapcachefile.staging-airtableblocks.com:443,https,nginx,text/html,GET,44.209.101.193,/,-304007040,54.224.111.89,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
maroonwhitefund.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://maroonwhitefund.staging-airtableblocks.com:443,https,nginx,text/html,GET,54.224.111.89,/,-304007040,44.209.101.193,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
mcn.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://mcn.staging-airtableblocks.com:443,https,nginx,text/html,GET,44.209.101.193,/,-304007040,3.214.44.127,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
mdm.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://mdm.staging-airtableblocks.com:443,https,nginx,text/html,GET,54.224.111.89,/,-304007040,44.209.101.193,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
media.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://media.staging-airtableblocks.com:443,https,nginx,text/html,GET,44.209.5.109,/,-304007040,3.214.44.127,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
meet.airtable.com,,204,,,meet.airtable.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-06T00:59:44Z,2023-07-05T00:59:43Z,CN=meet.airtable.com,meet.airtable.com,meet.airtable.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,22372145098245b29b27a62690ff2d06,5c460fb83aeedc879f38c747fe4a06db50141c6c901fca5694a42e65d2e19067,ctls,meet.airtable.com,,443,https://meet.airtable.com:443,https,,,GET,54.69.225.157,/,-1840324437,44.229.61.123,HSTS,1,False,,,,,
members.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://members.staging-airtableblocks.com:443,https,nginx,text/html,GET,3.214.44.127,/,-304007040,44.209.101.193,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
mergedictionaries.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://mergedictionaries.staging-airtableblocks.com:443,https,nginx,text/html,GET,44.209.101.193,/,-304007040,44.209.5.109,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
meteocons-webfont.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://meteocons-webfont.staging-airtableblocks.com:443,https,nginx,text/html,GET,44.209.5.109,/,-304007040,54.224.111.89,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
metrics.staging-airtableblocks.com,Airtable,406,1265,,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,ctls,alt.staging-airtableblocks.com,,443,https://metrics.staging-airtableblocks.com:443,https,nginx,text/html,GET,3.214.44.127,/,-304007040,44.209.101.193,Nginx,29,False,,True,,True,https://alt.staging-airtableblocks.com:443/
