input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,csp_domains_,tls_subject_org_,final_url,tls_self_signed,tls_expired
welcome.checkpoint.com,Check Point Getting Started,200,2021,welcome.checkpoint.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-11T06:56:36Z,2023-08-09T06:56:35Z,CN=welcome.checkpoint.com,welcome.checkpoint.com,welcome.checkpoint.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a452eddfe8c0e9b3af9e0cd039b39986,87ebd0800bf035b7d085d916a3ce9e8d2b5e383c6b1f992a2619a0417f881c67,,ctls,welcome.checkpoint.com,,443,https://welcome.checkpoint.com:443,https,GitHub.com,text/html,GET,185.199.111.153,/,-1700323260,2606:50c0:8002::153,Varnish,4,False,,,,,,,
wp.eucpm.checkpoint.com,Check Point Mobile - Page not found. The specified page could not be found. (404),404,1464,wp.eucpm.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-05T15:32:18Z,2024-03-08T15:32:17Z,CN=*.eucpm.checkpoint.com,*.eucpm.checkpoint.com,eucpm.checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,f7f10866a03a1690ab74756720406b12,1ff5347d9933a67b40023a4738a975e7a5220389c8793ff02b204827a3f3d3af,True,ctls,wp.eucpm.checkpoint.com,,443,https://wp.eucpm.checkpoint.com:443,https,CPWS,text/html,GET,178.162.128.130,/,-993165615,178.162.128.130,HSTS,54,False,,,,,,,
www-stg.checkpoint.com,ERROR: The request could not be satisfied,403,919,www-stg.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,www-stg.checkpoint.com,cloudfront,443,https://www-stg.checkpoint.com:443,https,CloudFront,text/html,GET,52.222.214.92,/,1427633984,52.222.214.23,Amazon Web Services,20,False,True,,,,,,
www.casb-dev-smartview.kube1.iaas.checkpoint.com,,404,21,www.casb-dev-smartview.kube1.iaas.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2023-10-29T23:59:59Z,CN=kube1.iaas.checkpoint.com,kube1.iaas.checkpoint.com,*.kube1.iaas.checkpoint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3b007e6dd3151628c86e766c0964880b,64b919853f5eb33a2351c502aee8f0376a5b914e8e71a0be3cdf9b7330ebd0ef,True,ctls,www.casb-dev-smartview.kube1.iaas.checkpoint.com,,443,https://www.casb-dev-smartview.kube1.iaas.checkpoint.com:443,https,,text/plain,GET,34.254.206.54,/,-1669793162,52.18.161.153,HSTS,1,False,,True,,,,,
www.checkpoint.com,,202,,www.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,www.checkpoint.com,cloudfront,443,https://www.checkpoint.com:443,https,CloudFront,text/html,GET,18.66.147.63,/,-1840324437,18.66.147.106,Amazon Web Services,1,False,True,,,,,,
www.cloudinfra-smartview-dev-2.kube1.iaas.checkpoint.com,,404,21,www.cloudinfra-smartview-dev-2.kube1.iaas.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2023-10-29T23:59:59Z,CN=kube1.iaas.checkpoint.com,kube1.iaas.checkpoint.com,*.kube1.iaas.checkpoint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3b007e6dd3151628c86e766c0964880b,64b919853f5eb33a2351c502aee8f0376a5b914e8e71a0be3cdf9b7330ebd0ef,True,ctls,www.cloudinfra-smartview-dev-2.kube1.iaas.checkpoint.com,,443,https://www.cloudinfra-smartview-dev-2.kube1.iaas.checkpoint.com:443,https,,text/plain,GET,34.254.206.54,/,-1669793162,3.248.136.62,HSTS,1,False,,True,,,,,
www.cloudinfra-smartview-dev-3.kube1.iaas.checkpoint.com,,404,21,www.cloudinfra-smartview-dev-3.kube1.iaas.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2023-10-29T23:59:59Z,CN=kube1.iaas.checkpoint.com,kube1.iaas.checkpoint.com,*.kube1.iaas.checkpoint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3b007e6dd3151628c86e766c0964880b,64b919853f5eb33a2351c502aee8f0376a5b914e8e71a0be3cdf9b7330ebd0ef,True,ctls,www.cloudinfra-smartview-dev-3.kube1.iaas.checkpoint.com,,443,https://www.cloudinfra-smartview-dev-3.kube1.iaas.checkpoint.com:443,https,,text/plain,GET,3.248.136.62,/,-1669793162,34.254.206.54,HSTS,1,False,,True,,,,,
www.maas.checkpoint.com,,506,,www.maas.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-04T14:40:34Z,2024-01-05T14:40:33Z,CN=*.maas.checkpoint.com,*.maas.checkpoint.com,maas.checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,9a8cf729552d9b82fc9e0963ae2017f5,e1c7ecd86d65623d060d1a3f81ee93f3e315d6dd7c2e0c4dce945a08614d40a6,True,ctls,www.maas.checkpoint.com,,443,https://www.maas.checkpoint.com:443,https,,,GET,52.203.93.87,/,-1840324437,52.203.229.73,,1,False,,,,,,,
www.mailing.checkpoint.com,Sign in to your account,200,200290,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,,ctls,login.microsoftonline.com,,443,https://www.mailing.checkpoint.com:443,https,,text/html,GET,104.160.73.63,/,-896608700,104.160.73.63,HSTS,174,False,,,,Microsoft Corporation,https://login.microsoftonline.com/612a5289-89a8-45c2-a40d-f36fadb6d37c/saml2?SAMLRequest=jZJRb9sgFIXf%2Byss3m0MtomNHFdZo2mR2i1qsj3sZSIYJ6g2uFzcbP9%2BxF3VvrSaxAM6Ovee716or38PffSkHGhrlogkKbpururV5E%2FmXj1OCnwUHAaWaHKGWwEauBGDAu4l363ubjlNUj466620PYo26yX6JYmiVSWKglak7FiVkyzvaMEEaXN5WKSsZDIYmKIo%2BvGSHfqEcoBJbQx4YXyQUprFKYtTuicLHg7NfqJoHaC0EX6uOnk%2FAse4t0dtkkFLZ8F23ppeG5VIO2BGqChoWcVlJco4LySNRZ62cZexTrQH1mYLiUEMfYDZ%2FpvjkzatNsePhz48m4B%2F2e%2B38fbbbo%2BiFYByF7Iba2AalNsp96Sl%2Bn5%2F%2B8p6Pp%2BTQehAeEzkScmH0WrjZ9gLBxYSMGrqy53PC3HPb8AvysdM4iUfNf%2BbBiOu8Zuspv4a2m7WW9tr%2BSf6bN0g%2FPupJCGzosNGZyufDIxK6k6rFuGmxm8%2FU3P1Fw%3D%3D&RelayState=https%3A%2F%2Fwww.mailing.checkpoint.com%2Fsaml%2Facs%2F,,
www.smartview-box.kube1.iaas.checkpoint.com,,404,21,www.smartview-box.kube1.iaas.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2023-10-29T23:59:59Z,CN=kube1.iaas.checkpoint.com,kube1.iaas.checkpoint.com,*.kube1.iaas.checkpoint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3b007e6dd3151628c86e766c0964880b,64b919853f5eb33a2351c502aee8f0376a5b914e8e71a0be3cdf9b7330ebd0ef,True,ctls,www.smartview-box.kube1.iaas.checkpoint.com,,443,https://www.smartview-box.kube1.iaas.checkpoint.com:443,https,,text/plain,GET,3.248.136.62,/,-1669793162,52.18.161.153,HSTS,1,False,,True,,,,,
www.smartview-dev.kube1.iaas.checkpoint.com,,404,21,www.smartview-dev.kube1.iaas.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2023-10-29T23:59:59Z,CN=kube1.iaas.checkpoint.com,kube1.iaas.checkpoint.com,*.kube1.iaas.checkpoint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3b007e6dd3151628c86e766c0964880b,64b919853f5eb33a2351c502aee8f0376a5b914e8e71a0be3cdf9b7330ebd0ef,True,ctls,www.smartview-dev.kube1.iaas.checkpoint.com,,443,https://www.smartview-dev.kube1.iaas.checkpoint.com:443,https,,text/plain,GET,3.248.136.62,/,-1669793162,34.254.206.54,HSTS,1,False,,True,,,,,
www.smartview.kube1.iaas.checkpoint.com,,404,21,www.smartview.kube1.iaas.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2023-10-29T23:59:59Z,CN=kube1.iaas.checkpoint.com,kube1.iaas.checkpoint.com,*.kube1.iaas.checkpoint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3b007e6dd3151628c86e766c0964880b,64b919853f5eb33a2351c502aee8f0376a5b914e8e71a0be3cdf9b7330ebd0ef,True,ctls,www.smartview.kube1.iaas.checkpoint.com,,443,https://www.smartview.kube1.iaas.checkpoint.com:443,https,,text/plain,GET,34.254.206.54,/,-1669793162,3.248.136.62,HSTS,1,False,,True,,,,,
www.virtual-russia.checkpoint.com,Please renew your subscription,403,355,www.virtual-russia.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-30T06:23:12Z,2023-08-28T06:23:11Z,CN=virtual-russia.checkpoint.com,virtual-russia.checkpoint.com,www.virtual-russia.checkpoint.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c1057f6e1ff35962efa372c7fd2c388,a97890ce9ac429963963a696ab693a711662270e27136a0b3b95e286993deb06,,ctls,www.virtual-russia.checkpoint.com,,443,https://www.virtual-russia.checkpoint.com:443,https,ddos-guard,text/html,GET,185.215.4.18,/,-355531085,185.215.4.18,DDoS-Guard,1,False,,,,,,,
www2.checkpoint.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://www2.checkpoint.com:80,http,CloudFront,text/html,GET,108.156.60.103,/,-988254151,108.156.60.102,Amazon Web Services,20,False,True,,,,,,
www3.checkpoint.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://www3.checkpoint.com:80,http,CloudFront,text/html,GET,18.66.147.63,/,370407740,18.66.147.96,Amazon Web Services,20,False,True,,,,,,
zerotouch-demo.checkpoint.com,Check Point Zero Touch,200,900,zerotouch-demo.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,zerotouch-demo.checkpoint.com,,443,https://zerotouch-demo.checkpoint.com:443,https,Apache/2.4.46 (IUS) OpenSSL/1.0.2k-fips,text/html,GET,209.87.212.236,/,-1221458784,209.87.212.236,OpenSSL:1.0.2k,47,False,,,,,https://zerotouch-demo.checkpoint.com/ZeroTouch/login.jsp,,
zerotouch.checkpoint.com,Check Point Zero Touch,200,900,zerotouch.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,zerotouch.checkpoint.com,,443,https://zerotouch.checkpoint.com:443,https,Apache/2.4.46 (IUS) OpenSSL/1.0.2k-fips,text/html,GET,209.87.212.225,/,-1221458784,209.87.212.225,OpenSSL:1.0.2k,47,False,,,,,https://zerotouch.checkpoint.com/ZeroTouch/login.jsp,,
