new,host,a,soa,status_code,aaaa,cname,txt,has_internal_ips,internal_ips,mx,ns,cdn,cdn-name,caa
[x],dev.pds.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,v=spf1 include:spf.protection.outlook.com -all,,,dev-pds-fisglobal-com.mail.protection.outlook.com,,,,
[x],dev.wra.fisglobal.com,147.249.160.166,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],dev2-ally.fisglobal.com,156.55.117.234,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],dev3-ally.fisglobal.com,156.55.117.233,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],developer.fisglobal.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"fisglobal.com.edgekey.net, e15209.a.akamaiedge.net",,,,,,,,
[x],developerengine.fisglobal.com,104.104.123.191,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2600:141b:e800:148d::3b69, 2600:141b:e800:1487::3b69","developerengine.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net",,,,,,,,
[x],dfa-fis.fisglobal.com,204.130.41.15,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],digital-integration-hub-oat.fisglobal.com,"96.16.54.162, 96.16.54.177","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:d8::685e:64ab, 2a02:26f0:d8::685e:64a9","digital-integration-hub-oat.fisglobal.com.edgekey.net, e98338.dsca.akamaiedge.net",,,,,,,,
[x],dir-dsa.fisglobal.com,156.55.84.155,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],dir-mas.fisglobal.com,156.55.85.21,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],dirdre-dsa.fisglobal.com,156.55.51.88,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],dirdre-mas.fisglobal.com,156.55.51.74,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],direct-dr.fisglobal.com,156.55.115.60,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],direct2-readiness.fisglobal.com,156.55.114.199,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],direct2.fisglobal.com,156.55.114.197,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],direct3-dr.fisglobal.com,156.55.115.64,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],discover.fisglobal.com,"104.17.71.206, 104.17.72.206, 104.17.73.206, 104.17.70.206, 104.17.74.206","bart.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,"fisoneprod.mktoweb.com, ab53.mktossl.com",,,,,,True,cloudflare,
[x],djt.fisglobal.com,104.102.53.67,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3500:88e::3b69, 2a02:26f0:3500:88d::3b69","djt.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net",,,,,,,,
[x],dlmlr11.fisglobal.com,23.221.250.203,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:c900:28a::3b69, 2a02:26f0:c900:286::3b69","dlmlr11.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net",,,,,,,,
[x],dlmlr5int.fisglobal.com,156.55.117.168,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],dlmlr7.fisglobal.com,23.67.129.166,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:480:5ad::3b69, 2a02:26f0:480:59f::3b69","dlmlr7.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net",,,,,,,,
[x],dlmlr7int.fisglobal.com,156.55.116.202,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],dlmlr8.fisglobal.com,104.102.53.67,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3500:88e::3b69, 2a02:26f0:3500:88d::3b69","dlmlr8.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net",,,,,,,,
[x],dlmlr8int.fisglobal.com,156.55.117.36,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],dlmuat.fisglobal.com,12.195.6.184,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],dlmuatint.fisglobal.com,12.195.6.183,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],dr-ambitcapitalmanager.fisglobal.com,147.249.56.132,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],dr-clx01.lending.fisglobal.com,69.36.31.114,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],dr-eracer.fisglobal.com,156.55.204.71,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],dr-flo.lending.fisglobal.com,69.36.31.55,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],dr-nalesxi-53.lending.fisglobal.com,,,NOERROR,,,,,,,,,,
[x],dr-ubs-fiscd-margin-advisor.fisglobal.com,147.249.131.24,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],dr.aps2.avantgard.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],drdwbo01.fisglobal.com,156.55.52.158,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],drdwbo10.fisglobal.com,156.55.52.167,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],drdwbo11.fisglobal.com,156.55.52.169,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],drdwbo20.fisglobal.com,156.55.52.176,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],drdwbo21.fisglobal.com,156.55.52.146,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],drdwbo31.fisglobal.com,156.55.52.177,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],drdwbo60.fisglobal.com,156.55.52.148,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],dre-sainsburysbank.fisglobal.com,185.41.235.73,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],dssftp.fisglobal.com,84.53.164.191,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"dssftp.fisglobal.com.edgekey.net, e15209.a.akamaiedge.net",,,,,,,,
[x],dvwebtest.fisglobal.com,204.130.36.132,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],eas-images.fisglobal.com,104.102.53.67,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:480:5ad::3b69, 2a02:26f0:480:59f::3b69","eas-images.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net",,,,,,,,
[x],easternbank-bancware.fisglobal.com,156.55.50.117,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ebt.fisglobal.com,168.162.190.73,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ecap-nbc-xsp.fisglobal.com,"96.16.54.200, 96.16.54.139","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"ecap-nbc-xsp.fisglobal.com.edgekey.net, e70395.a.akamaiedge.net",,,,,,,,
[x],edeliverysso-excust.fisglobal.com,156.55.114.149,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],eds-r-qm1.fisglobal.com,156.55.119.71,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],efdplex.fisglobal.com,156.55.159.130,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],efficiency.fisglobal.com,69.192.79.127,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:b200:384::3b69, 2a02:26f0:b200:3b3::3b69","efficiency.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net",,,,,,,,
[x],efpplex.fisglobal.com,156.55.159.129,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],eftransfer-b2b-out.fisglobal.com,156.55.116.10,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],efttsptkmprd.au.fisglobal.com,"23.213.161.196, 23.213.161.222","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:c900:9::5f65:4a85, 2a02:26f0:c900:9::5f65:4a84","efttsptkmprd.au.fisglobal.com.edgekey.net, e102061.dsca.akamaiedge.net",,,,,,,,
[x],eia.fisglobal.com,168.162.190.47,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],emarquettebank-akamai.olb.fisglobal.com,156.55.202.136,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],emeasftp.fisglobal.com,213.86.77.194,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],empower1.fisglobal.com,"104.17.72.206, 104.17.74.206, 104.17.73.206, 104.17.71.206, 104.17.70.206","bart.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,"fisoneprod.mktoweb.com, ab53.mktossl.com",,,,,,True,cloudflare,
[x],empower2.fisglobal.com,"104.17.73.206, 104.17.72.206, 104.17.71.206, 104.17.70.206, 104.17.74.206","bart.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,"nasa.mktoweb.com, ab44.mktossl.com",,,,,,True,cloudflare,
[x],empoweremail.fisglobal.com,192.28.147.171,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,v=spf1 ip4:192.28.147.171 -all,,,empoweremail.fisglobal.com,,,,
[x],empowerinfo1.fisglobal.com,"104.17.72.206, 104.17.73.206, 104.17.70.206, 104.17.71.206, 104.17.74.206","ns1.marketo.com, ops.localhost",NOERROR,,mkto-sj160098.com,,,,,"ns1.marketo.com, ns2.mktdns.com",True,cloudflare,
[x],energy.fisglobal.com,198.63.100.41,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],energyftp-fame.fisglobal.com,147.249.198.22,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],enroll.fisglobal.com,52.236.189.96,"ns1-201.azure-dns.com, msnhst.microsoft.com, ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,"enterpriseenrollment-s.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu02.westeurope.cloudapp.azure.com, pexsucpeu01.northeurope.cloudapp.azure.com, pexsucpeu03.swedencentral.cloudapp.azure.com",,,,,,True,azure,
[x],enterprise.fisglobal.com,199.200.26.170,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],enterpriseenrollment.fisglobal.com,13.74.111.192,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,"enterpriseenrollment-s.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu01.northeurope.cloudapp.azure.com, pexsucpeu02.westeurope.cloudapp.azure.com",,,,,,True,azure,
[x],eoriginal.lending.fisglobal.com,156.55.196.13,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ep13-b2b-echos.fisglobal.com,168.162.190.94,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ep4-b2b-echos.fisglobal.com,168.162.190.104,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ep5-b2b-echos.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ep6-b2b-echos.fisglobal.com,168.162.190.98,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ep8-b2b-echos.fisglobal.com,168.162.190.96,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ep9-b2b-echos.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],epic.fisglobal.com,104.102.53.67,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"epic.fisglobal.com.edgekey.net, e15209.a.akamaiedge.net",,,,,,,,
[x],epsi-uat.fisglobal.com,156.55.137.48,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],epsi.fisglobal.com,"23.59.154.145, 23.59.154.106","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"epsi.fisglobal.com.edgekey.net, e89912.a.akamaiedge.net",,,,,,,,
[x],eracer-uat-akamai.fisglobal.com,156.55.166.181,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ercvpn.fisglobal.com,170.88.144.141,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ess-access.au.fisglobal.com,63.141.161.36,"internal.akadns.net, hostmaster.akamai.com, ns1.au.fisglobal.com, hostmaster.fisglobal.com",NOERROR,,ess-access.au-fisglobal.com.akadns.net,,,,,,,,
[x],ess-access1.au.fisglobal.com,63.141.160.37,"ns1.au.fisglobal.com, hostmaster.fisglobal.com",NOERROR,,,,,,,,,,
[x],ess-test-access.au.fisglobal.com,63.141.161.35,"internal.akadns.net, hostmaster.akamai.com, ns1.au.fisglobal.com, hostmaster.fisglobal.com",NOERROR,,ess-test-access.au-fisglobal.com.akadns.net,,,,,,,,
[x],ess-test-access1.au.fisglobal.com,,"ns1.au.fisglobal.com, hostmaster.fisglobal.com",NOERROR,,,,,,,,,,
[x],ess1.au.fisglobal.com,,,NOERROR,,,,,,,,,,
[x],estpeuiuat.fisglobal.com,156.55.52.105,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],estpmtsrvr.fisglobal.com,156.55.52.200,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],estsomui.fisglobal.com,156.55.52.108,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],estsomuiuat.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],estwires.fisglobal.com,156.55.52.103,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],estwiresuat.fisglobal.com,156.55.52.106,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],et10-b2b-echos.fisglobal.com,168.162.190.86,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],et5-b2b-echos.fisglobal.com,168.162.190.80,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ethos.fisglobal.com,104.102.53.67,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:480:59f::3b69, 2a02:26f0:480:5ad::3b69","ethos.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net",,,,,,,,
[x],europe.fisglobal.com,195.110.230.137,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],evueuat-amex.fisglobal.com,208.75.7.104,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ewire-dre.fisglobal.com,156.55.118.101,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ewire-readiness1.fisglobal.com,156.55.118.100,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ewire.fisglobal.com,156.55.114.228,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],experience.fisglobal.com,"185.225.250.66, 185.225.250.41","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:a600::b9e1:fa29, 2a02:26f0:a600::b9e1:fa42","v3gateway.folloze.com, custom-hostname.edgesuite.net, a1210.dscb.akamai.net",,,,,,,,
[x],ezbusinessdemouat.fisglobal.com,216.189.244.193,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,"ezcardglobalsmtp10.pnshs.com, ezcardglobalsmtp20.pnshs.com",,,,
[x],ezbusinessvalidation.fisglobal.com,216.189.251.162,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ezcardinfodemouat.fisglobal.com,216.189.244.197,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,"ezcardglobalsmtp10.pnshs.com, ezcardglobalsmtp20.pnshs.com",,,,
[x],ezcardinfouat.fisglobal.com,216.189.244.184,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ezcardppsuat-akamai.fisglobal.com,156.55.138.126,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fajira-catr.fisglobal.com,193.183.185.37,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fajiradev-catr.fisglobal.com,193.183.185.36,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fame.fisglobal.com,"147.249.38.74, 147.249.38.75, 147.249.90.24","a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fanaslmp01.fisglobal.com,203.107.165.100,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fastval.fisglobal.com,104.102.53.67,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"fastval.fisglobal.com.edgekey.net, e15209.a.akamaiedge.net",,,,,,,,
[x],fcbmd.olb.fisglobal.com,156.55.203.78,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fcd-margin-advisor.fisglobal.com,147.249.130.161,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,nat-147-249-130-161.fisglobal.com,,,,,,,,
[x],fcd-marginadviser-uat.fisglobal.com,64.94.43.31,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fcm-3x.readiness.fisglobal.com,,,NOERROR,,,,,,,,,,
[x],fcm-rk.fisglobal.com,,,NOERROR,,,,,,,,,,
[x],fcm-tz.readiness.fisglobal.com,,,NOERROR,,,,,,,,,,
[x],fcm.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fcna-fis.fisglobal.com,204.130.41.105,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],firm2uatb2b.fisglobal.com,156.55.115.212,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],firstfd.olb.fisglobal.com,156.55.203.82,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fisaffiliates.fisglobal.com,104.73.229.73,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"fisaffiliates.fisglobal.com.edgekey.net, e15209.a.akamaiedge.net",,,,,,,,
[x],fisbank.fisglobal.com,"2.23.7.19, 2.23.7.33","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:ab00::214:8e19, 2a02:26f0:ab00::214:8f42","idmt2.fisglobal.com.edgekey.net, e126355.dsca.akamaiedge.net",,,,,,,,
[x],fisc-to-mq-dr.fisglobal.com,156.55.119.62,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fisc-to-mq-readiness.fisglobal.com,156.55.119.61,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fiscd.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fiscorpcomms.fisglobal.com,,,NOERROR,,fiscorporatecommunications.fisglobal.com,,,,,,True,azure,
[x],fiscorporatecommunications.fisglobal.com,52.167.5.193,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,True,azure,
[x],fisdreint.fisglobal.com,104.102.53.67,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:1700:792::3b69, 2a02:26f0:1700:78c::3b69","fisdreint.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net",,,,,,,,
[x],fisdrepws.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fisenablement-uat.fisglobal.com,156.55.139.18,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,phxcrprp03.fisglobal.com,,,,,,,,
[x],fisenablement.fisglobal.com,156.55.139.18,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,phxcrprp03.fisglobal.com,,,,,,,,
[x],fisglobal.com,156.55.138.18,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,"flexera-domain-verification-efzpmbqjbzrzvpds, Dynatrace-site-verification=7f30f0b4-beb2-406b-9baa-aeeb4f1d6d3f__u4vvn34b2e7pvo0p9500lssf1s, _pki-validation.fisglobal.com, VISA=9BBA3DF419AB0FAC46414CB544734983, google-site-verification=HSwIqW3axWgS9ayZf8YdSE_0nZ52AfamZiJ_T-Sb0QE, flexera-domain-verification-yfgugquvfgfrdnyv, pendo-domain-verification=bd68db90-9978-4e22-b966-624659f1b365, docker-verification=8d5ea8cf-7416-4d03-9ac5-82a9d2342795, miro-verification=004b9e33268f446e084034e4d007c96e18f77148, cisco-ci-domain-verification=67827a88c1a3defea7e207519c1c18803f7dffc22b117354e25f545f9207d5de, adobe-sign-verification=6ee75f40e1170d4d769bf588c9937407, MS=ms48300075, google-site-verification=7rvgtz--Dp26dhXxUe2OTHaI7MHAEO_EpW-Jb9lW6yY, atlassian-domain-verification=lWqk2Papan9spic2SFJxjB2v34a4s73VKPOuL58Tfe46mXQHwYQ5dcDRz6HTevrt, apple-domain-verification=7G7Z8sfHEETroH0P, amazonses:CHWvu2o0qeo6L56OpAkBHfxtdBQmT2qxZqpRP7+iRCs=, ZOOM_verify_TeH6MUbRy4dqaJTKvbjNWp, 5Pd/6th5o+ohipB0pCvsCW4ofb8BEGPeadM6DE+oVF3t9eiOtk/Zx7DoBBRkCMJkzf3vUmy9M5gydFhsSzrRIg==, v=spf1 include:spf.protection.outlook.com include:spfhost.messageprovider.com include:_spf.salesforce.com a:spf.peopleclick.com a:c.spf.service-now.com include:mktomail.com ip4:204.239.0.224/27 ip4:198.207.147.224/27 ip4:195.35.91.70/31 , ip4:206.132.28.87 ip4:199.200.27.46 ip4:74.107.136.48 ip4:192.28.147.171 ip4:208.85.49.112 ip4:185.4.4.17 ip4:64.238.211.94 ip4:20.41.44.23 ip4:147.249.12.94 ip4:147.249.16.101 ip4:147.249.4.105 ip4:199.200.24.157 ip4:195.35.90.70/31 -all, DwCDv4bM/YFonPSwixN0MFChc6lwlBvb37LxoYwNjJ/Jhu0107GRevoknIaQMBw0tKkkrAJo+GeNjy8kv9zwfA==, VISA=, 119AE3710AB97D6FE7CA4CF70EB32C5E, VISA=16A5E0C46D6EBA21E68303AF0C55F338, 8BED940B308EEFFFC9595908B5CC8F45, atlassian-domain-verification=002KzJS547R82f+62ulkE4mXe5SdpLpkm9pTPe7zerwTfVa5WznPq8ESCSbfIQEu, mongodb-site-verification=k5dFVWeVZm0CGdLRwDgutEzlQLnSbj2P, infoblox-domain-mastery=88b123de318bbc896803f69e2a1cfdd6d243edb03261a5fa4bc646ae1ba69b7725, docusign=90361457-6c2b-4d2b-b9ba-fb99bf4507bd, flexera-domain-verification-bsgeggcuzeduxsil, reachdesk-verification=ycVUI50nFkItzPulsiGOkuxeAe0t5mnKLZ6Kn4YYAi6sxwnC3TTys29Jpi1Zk1cP, amazonses:URt34xWxVoGUwshAh69YYdh7kF5Bu0GJSKEHqCDoGK8=, canva-site-verification=wkxw4S-Q3Vr96EmDfPIiRA, google-site-verification=msfemOpjVRQntBrwWaj8GJShQrRaaXXwh9vxBp614eY",,,mx.emea.email.fireeyecloud.com,"a1-135.akam.net, a18-64.akam.net, a11-66.akam.net, a7-66.akam.net, a26-65.akam.net, a16-67.akam.net",,,
[x],fisglobalbam.fisglobal.com,10.237.85.115,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,True,10.237.85.115,,,,,
[x],fislicensing.fisglobal.com,"96.6.127.90, 96.6.127.120","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2600:141b:e800:3b::17ce:798b, 2600:141b:e800:3b::17ce:798c","fislicensing.fisglobal.com.edgekey.net, e88480.dsca.akamaiedge.net",,,,,,,,
[x],fislink-emea-ext-dr.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fismaint.fisglobal.com,206.71.22.31,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fisocs.fisglobal.com,199.200.24.164,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,ltcfisocsrp.fnis.com,,,,,,,,
[x],fisoutreach.fisglobal.com,"44.228.180.10, 44.242.29.179, 52.25.133.153","ns-2.awsdns-00.com, awsdns-hostmaster.amazon.com",NOERROR,,"abce75b1-d5aa-4bcf-883c-a6734f15fbeb.outrch.com, app1e.outrch.com",,,,,,,,letsencrypt.org
[x],fisprotects-fsvlr3-dr.fisglobal.com,156.55.49.213,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fisprotects-fsvlr3-dre.fisglobal.com,156.55.49.163,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fisprotects-fsvlr3-uat.fisglobal.com,156.55.49.214,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fisprotects-fsvlr3.fisglobal.com,156.55.49.212,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fisprotects-fsvlr4-uat.fisglobal.com,156.55.49.232,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fisprotects-fsvlr5.fisglobal.com,156.55.49.228,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fisprotects-fsvlruat1.fisglobal.com,156.55.116.133,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fisprotects-fsvumb-test.fisglobal.com,156.55.49.155,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fisprotects-fsvumb.fisglobal.com,156.55.49.152,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fisprotects-ipplr1.fisglobal.com,,,NOERROR,,fisprotects-ipplr1.fisglobal.com.edgekey.net,,,,,,,,
[x],fisprotects-ipplr2.fisglobal.com,104.73.229.73,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:7100:8aa::3b69, 2a02:26f0:7100:88d::3b69","fisprotects-ipplr2.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net",,,,,,,,
[x],fisprotects-ipplruat1.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fisprvdmzfwdc.fisglobal.com,124.105.232.67,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fisprvdmzfwdr.fisglobal.com,222.127.193.18,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fisr3int.fisglobal.com,185.41.233.98,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fisrap-840.fisglobal.com,156.55.115.37,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fisrap-readiness-840.fisglobal.com,156.55.118.173,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
