input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,final_url,tls_subject_org_
photos17.flickr.com,,404,,live.staticflickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-01-11T23:59:59Z,CN=static.flickr.com,static.flickr.com,*.staticflickr.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4aba5f789b6cfd592494b21b59f00f8d,43c83c07ff54efa4dbb99007de1361317d3e32e407225e299c899bf494e2ac8c,True,ctls,live.staticflickr.com,,443,https://photos17.flickr.com:443,https,nginx,text/html,GET,23.20.231.161,/,-1840324437,107.21.20.6,Nginx,1,False,,,https://live.staticflickr.com/17/,
photos18.flickr.com,,404,,live.staticflickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-01-11T23:59:59Z,CN=static.flickr.com,static.flickr.com,*.staticflickr.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4aba5f789b6cfd592494b21b59f00f8d,43c83c07ff54efa4dbb99007de1361317d3e32e407225e299c899bf494e2ac8c,True,ctls,live.staticflickr.com,,443,https://photos18.flickr.com:443,https,nginx,text/html,GET,54.87.220.233,/,-1840324437,52.2.120.77,Nginx,1,False,,,https://live.staticflickr.com/18/,
photos19.flickr.com,,404,,live.staticflickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-01-11T23:59:59Z,CN=static.flickr.com,static.flickr.com,*.staticflickr.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4aba5f789b6cfd592494b21b59f00f8d,43c83c07ff54efa4dbb99007de1361317d3e32e407225e299c899bf494e2ac8c,True,ctls,live.staticflickr.com,,443,https://photos19.flickr.com:443,https,nginx,text/html,GET,54.157.191.246,/,-1840324437,54.87.220.233,Nginx,1,False,,,https://live.staticflickr.com/19/,
photos2.flickr.com,,404,,live.staticflickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-01-11T23:59:59Z,CN=static.flickr.com,static.flickr.com,*.staticflickr.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4aba5f789b6cfd592494b21b59f00f8d,43c83c07ff54efa4dbb99007de1361317d3e32e407225e299c899bf494e2ac8c,True,ctls,live.staticflickr.com,,443,https://photos2.flickr.com:443,https,nginx,text/html,GET,18.210.79.224,/,-1840324437,3.88.125.214,Nginx,1,False,,,https://live.staticflickr.com/2/,
photos20.flickr.com,,404,,live.staticflickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-01-11T23:59:59Z,CN=static.flickr.com,static.flickr.com,*.staticflickr.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4aba5f789b6cfd592494b21b59f00f8d,43c83c07ff54efa4dbb99007de1361317d3e32e407225e299c899bf494e2ac8c,True,ctls,live.staticflickr.com,,443,https://photos20.flickr.com:443,https,nginx,text/html,GET,107.21.20.6,/,-1840324437,54.157.191.246,Nginx,1,False,,,https://live.staticflickr.com/20/,
photos21.flickr.com,,404,,live.staticflickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-01-11T23:59:59Z,CN=static.flickr.com,static.flickr.com,*.staticflickr.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4aba5f789b6cfd592494b21b59f00f8d,43c83c07ff54efa4dbb99007de1361317d3e32e407225e299c899bf494e2ac8c,True,ctls,live.staticflickr.com,,443,https://photos21.flickr.com:443,https,nginx,text/html,GET,52.2.120.77,/,-1840324437,3.88.125.214,Nginx,1,False,,,https://live.staticflickr.com/21/,
photos22.flickr.com,,404,,live.staticflickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-01-11T23:59:59Z,CN=static.flickr.com,static.flickr.com,*.staticflickr.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4aba5f789b6cfd592494b21b59f00f8d,43c83c07ff54efa4dbb99007de1361317d3e32e407225e299c899bf494e2ac8c,True,ctls,live.staticflickr.com,,443,https://photos22.flickr.com:443,https,nginx,text/html,GET,23.20.231.161,/,-1840324437,18.210.79.224,Nginx,1,False,,,https://live.staticflickr.com/22/,
photos23.flickr.com,,404,,live.staticflickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-01-11T23:59:59Z,CN=static.flickr.com,static.flickr.com,*.staticflickr.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4aba5f789b6cfd592494b21b59f00f8d,43c83c07ff54efa4dbb99007de1361317d3e32e407225e299c899bf494e2ac8c,True,ctls,live.staticflickr.com,,443,https://photos23.flickr.com:443,https,nginx,text/html,GET,52.2.120.77,/,-1840324437,3.88.125.214,Nginx,1,False,,,https://live.staticflickr.com/23/,
photos24.flickr.com,,404,,live.staticflickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-01-11T23:59:59Z,CN=static.flickr.com,static.flickr.com,*.staticflickr.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4aba5f789b6cfd592494b21b59f00f8d,43c83c07ff54efa4dbb99007de1361317d3e32e407225e299c899bf494e2ac8c,True,ctls,live.staticflickr.com,,443,https://photos24.flickr.com:443,https,nginx,text/html,GET,3.88.125.214,/,-1840324437,54.157.191.246,Nginx,1,False,,,https://live.staticflickr.com/24/,
photos25.flickr.com,,404,,live.staticflickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-01-11T23:59:59Z,CN=static.flickr.com,static.flickr.com,*.staticflickr.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4aba5f789b6cfd592494b21b59f00f8d,43c83c07ff54efa4dbb99007de1361317d3e32e407225e299c899bf494e2ac8c,True,ctls,live.staticflickr.com,,443,https://photos25.flickr.com:443,https,nginx,text/html,GET,54.157.191.246,/,-1840324437,18.204.136.109,Nginx,1,False,,,https://live.staticflickr.com/25/,
photos26.flickr.com,,404,,live.staticflickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-01-11T23:59:59Z,CN=static.flickr.com,static.flickr.com,*.staticflickr.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4aba5f789b6cfd592494b21b59f00f8d,43c83c07ff54efa4dbb99007de1361317d3e32e407225e299c899bf494e2ac8c,True,ctls,live.staticflickr.com,,443,https://photos26.flickr.com:443,https,nginx,text/html,GET,52.2.120.77,/,-1840324437,54.145.80.111,Nginx,1,False,,,https://live.staticflickr.com/26/,
photos27.flickr.com,,404,,live.staticflickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-01-11T23:59:59Z,CN=static.flickr.com,static.flickr.com,*.staticflickr.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4aba5f789b6cfd592494b21b59f00f8d,43c83c07ff54efa4dbb99007de1361317d3e32e407225e299c899bf494e2ac8c,True,ctls,live.staticflickr.com,,443,https://photos27.flickr.com:443,https,nginx,text/html,GET,107.21.20.6,/,-1840324437,54.87.220.233,Nginx,1,False,,,https://live.staticflickr.com/27/,
photos28.flickr.com,,404,,live.staticflickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-01-11T23:59:59Z,CN=static.flickr.com,static.flickr.com,*.staticflickr.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4aba5f789b6cfd592494b21b59f00f8d,43c83c07ff54efa4dbb99007de1361317d3e32e407225e299c899bf494e2ac8c,True,ctls,live.staticflickr.com,,443,https://photos28.flickr.com:443,https,nginx,text/html,GET,3.88.125.214,/,-1840324437,23.20.231.161,Nginx,1,False,,,https://live.staticflickr.com/28/,
photos29.flickr.com,,404,,live.staticflickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-01-11T23:59:59Z,CN=static.flickr.com,static.flickr.com,*.staticflickr.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4aba5f789b6cfd592494b21b59f00f8d,43c83c07ff54efa4dbb99007de1361317d3e32e407225e299c899bf494e2ac8c,True,ctls,live.staticflickr.com,,443,https://photos29.flickr.com:443,https,nginx,text/html,GET,3.88.125.214,/,-1840324437,54.145.80.111,Nginx,1,False,,,https://live.staticflickr.com/29/,
photos3.flickr.com,,404,,live.staticflickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-01-11T23:59:59Z,CN=static.flickr.com,static.flickr.com,*.staticflickr.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4aba5f789b6cfd592494b21b59f00f8d,43c83c07ff54efa4dbb99007de1361317d3e32e407225e299c899bf494e2ac8c,True,ctls,live.staticflickr.com,,443,https://photos3.flickr.com:443,https,nginx,text/html,GET,18.210.79.224,/,-1840324437,23.20.231.161,Nginx,1,False,,,https://live.staticflickr.com/3/,
photos32.flickr.com,,404,,live.staticflickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-01-11T23:59:59Z,CN=static.flickr.com,static.flickr.com,*.staticflickr.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4aba5f789b6cfd592494b21b59f00f8d,43c83c07ff54efa4dbb99007de1361317d3e32e407225e299c899bf494e2ac8c,True,ctls,live.staticflickr.com,,443,https://photos32.flickr.com:443,https,nginx,text/html,GET,18.210.79.224,/,-1840324437,52.2.120.77,Nginx,1,False,,,https://live.staticflickr.com/32/,
photos33.flickr.com,,404,,live.staticflickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-01-11T23:59:59Z,CN=static.flickr.com,static.flickr.com,*.staticflickr.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4aba5f789b6cfd592494b21b59f00f8d,43c83c07ff54efa4dbb99007de1361317d3e32e407225e299c899bf494e2ac8c,True,ctls,live.staticflickr.com,,443,https://photos33.flickr.com:443,https,nginx,text/html,GET,18.210.79.224,/,-1840324437,107.21.20.6,Nginx,1,False,,,https://live.staticflickr.com/33/,
photos4.flickr.com,,404,,live.staticflickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-01-11T23:59:59Z,CN=static.flickr.com,static.flickr.com,*.staticflickr.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4aba5f789b6cfd592494b21b59f00f8d,43c83c07ff54efa4dbb99007de1361317d3e32e407225e299c899bf494e2ac8c,True,ctls,live.staticflickr.com,,443,https://photos4.flickr.com:443,https,nginx,text/html,GET,23.20.231.161,/,-1840324437,52.2.120.77,Nginx,1,False,,,https://live.staticflickr.com/4/,
photos6.flickr.com,,404,,live.staticflickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-01-11T23:59:59Z,CN=static.flickr.com,static.flickr.com,*.staticflickr.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4aba5f789b6cfd592494b21b59f00f8d,43c83c07ff54efa4dbb99007de1361317d3e32e407225e299c899bf494e2ac8c,True,ctls,live.staticflickr.com,,443,https://photos6.flickr.com:443,https,nginx,text/html,GET,107.21.20.6,/,-1840324437,52.2.120.77,Nginx,1,False,,,https://live.staticflickr.com/6/,
photos7.flickr.com,,404,,live.staticflickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-01-11T23:59:59Z,CN=static.flickr.com,static.flickr.com,*.staticflickr.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4aba5f789b6cfd592494b21b59f00f8d,43c83c07ff54efa4dbb99007de1361317d3e32e407225e299c899bf494e2ac8c,True,ctls,live.staticflickr.com,,443,https://photos7.flickr.com:443,https,nginx,text/html,GET,52.2.120.77,/,-1840324437,54.87.220.233,Nginx,1,False,,,https://live.staticflickr.com/7/,
photos9.flickr.com,,404,,live.staticflickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-01-11T23:59:59Z,CN=static.flickr.com,static.flickr.com,*.staticflickr.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4aba5f789b6cfd592494b21b59f00f8d,43c83c07ff54efa4dbb99007de1361317d3e32e407225e299c899bf494e2ac8c,True,ctls,live.staticflickr.com,,443,https://photos9.flickr.com:443,https,nginx,text/html,GET,54.87.220.233,/,-1840324437,23.20.231.161,Nginx,1,False,,,https://live.staticflickr.com/9/,
real-embedr.flickr.com,Find your inspiration. | Flickr,200,355093,www.flickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-07T00:00:00Z,2024-04-04T23:59:59Z,CN=flickr.com,flickr.com,flic.kr,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c1efb5f0297bec7233c748f031024e7c,380728ef8096e6adea277949e77d1492b3db43745c57a3bd95461a61648ce256,True,ctls,www.flickr.com,,443,https://real-embedr.flickr.com:443,https,,text/html,GET,18.235.28.68,/,-2097823674,18.214.233.106,Amazon Web Services,929,False,,https://*.trustarc.com/,https://www.flickr.com,
stage.guce.flickr.com,ERROR: The request could not be satisfied,403,915,stage.guce.flickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-07T00:00:00Z,2024-04-04T23:59:59Z,CN=flickr.com,flickr.com,flic.kr,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c1efb5f0297bec7233c748f031024e7c,380728ef8096e6adea277949e77d1492b3db43745c57a3bd95461a61648ce256,True,ctls,stage.guce.flickr.com,cloudfront,443,https://stage.guce.flickr.com:443,https,CloudFront,text/html,GET,143.204.209.183,/,-2053917144,2600:9000:214f:c000:1b:3d3c:224a:1261,Amazon Web Services,20,False,True,,,
static.flickr.com,,200,379,static.flickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-01-11T23:59:59Z,CN=static.flickr.com,static.flickr.com,*.staticflickr.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4aba5f789b6cfd592494b21b59f00f8d,43c83c07ff54efa4dbb99007de1361317d3e32e407225e299c899bf494e2ac8c,True,ctls,static.flickr.com,cloudfront,443,https://static.flickr.com:443,https,Jubilee,text/html,GET,18.66.105.80,/,878784147,18.66.105.80,Amazon Web Services,9,False,True,,,
t.flickr.com,,404,13,t.flickr.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-03-23T23:59:59Z,CN=t.flickr.com,t.flickr.com,t.flickr.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9abef4e35561f9ce955242e47d5800e3,f39390c0748a3dadeaba09f95fd371ac00fcad2519f616038d16d853d97e7bb4,,ctls,t.flickr.com,,443,https://t.flickr.com:443,https,nginx,text/plain,GET,52.54.123.99,/,-1420358624,3.88.96.84,Nginx,1,False,,,,
test-flickr.flickr.com,ERROR: The request could not be satisfied,502,960,test-flickr.flickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-21T00:00:00Z,2024-04-18T23:59:59Z,CN=flickr.com,flickr.com,flic.kr,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bab3c0d683faa29f94b5dfc9eeae4fe3,e28b9c071d728a52c1e8ee9b621b5b6da0501713de74dbe25a360ff8ff28a712,True,ctls,test-flickr.flickr.com,cloudfront,443,https://test-flickr.flickr.com:443,https,CloudFront,text/html,GET,18.66.122.62,/,-1166934930,18.66.122.32,Amazon Web Services,20,False,True,,,
test-identity-api.flickr.com,Find your inspiration. | Flickr,200,355099,www.flickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-07T00:00:00Z,2024-04-04T23:59:59Z,CN=flickr.com,flickr.com,flic.kr,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c1efb5f0297bec7233c748f031024e7c,380728ef8096e6adea277949e77d1492b3db43745c57a3bd95461a61648ce256,True,ctls,www.flickr.com,cloudfront,443,https://test-identity-api.flickr.com:443,https,,text/html,GET,18.66.147.127,/,768769774,18.66.147.39,Amazon Web Services,929,False,True,https://eus.rubiconproject.com/,https://www.flickr.com,
test-jubilee.flickr.com,,200,379,test-jubilee.flickr.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-21T00:00:00Z,2024-04-18T23:59:59Z,CN=flickr.com,flickr.com,flic.kr,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bab3c0d683faa29f94b5dfc9eeae4fe3,e28b9c071d728a52c1e8ee9b621b5b6da0501713de74dbe25a360ff8ff28a712,True,ctls,test-jubilee.flickr.com,,443,https://test-jubilee.flickr.com:443,https,Jubilee,text/html,GET,54.167.159.224,/,878784147,54.156.103.156,,9,False,,,,
trunk.guce.flickr.com,ERROR: The request could not be satisfied,403,915,trunk.guce.flickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-07T00:00:00Z,2024-04-04T23:59:59Z,CN=flickr.com,flickr.com,flic.kr,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c1efb5f0297bec7233c748f031024e7c,380728ef8096e6adea277949e77d1492b3db43745c57a3bd95461a61648ce256,True,ctls,trunk.guce.flickr.com,cloudfront,443,https://trunk.guce.flickr.com:443,https,CloudFront,text/html,GET,143.204.209.183,/,2077810522,2600:9000:214f:1600:1b:3d3c:224a:1261,Amazon Web Services,20,False,True,,,
up.flickr.com,Flickr API: Page not found,404,2177,up.flickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-07T00:00:00Z,2024-04-04T23:59:59Z,CN=flickr.com,flickr.com,flic.kr,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c1efb5f0297bec7233c748f031024e7c,380728ef8096e6adea277949e77d1492b3db43745c57a3bd95461a61648ce256,True,ctls,up.flickr.com,cloudfront,443,https://up.flickr.com:443,https,Apache/2.4.57 (Ubuntu),text/html,GET,143.204.209.183,/,1716034974,143.204.209.183,Ubuntu,39,False,True,,,
www.flickr.com,Find your inspiration. | Flickr,200,355136,www.flickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-07T00:00:00Z,2024-04-04T23:59:59Z,CN=flickr.com,flickr.com,flic.kr,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c1efb5f0297bec7233c748f031024e7c,380728ef8096e6adea277949e77d1492b3db43745c57a3bd95461a61648ce256,True,ctls,www.flickr.com,cloudfront,443,https://www.flickr.com:443,https,,text/html,GET,143.204.209.183,/,-1366882441,2600:9000:214f:3e00:1b:3d3c:224a:1261,Amazon Web Services,929,False,True,https://btlr.sharethrough.com,,
