input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,csp_domains_,tls_mismatched,tls_wildcard_certificate,webserver,cdn_name,cdn,final_url,tls_expired
n2n.ups.com,Sign in to your account,200,42203,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,443,https://n2n.ups.com:443,https,text/html,GET,52.149.215.200,/,1631801191,52.149.215.200,HSTS,95,False,,,,,azure,True,https://login.microsoftonline.com/e7520e4d-d5a0-488d-9e9f-949faae7dce8/oauth2/v2.0/authorize?client_id=f6dc1ac5-aa5d-4b64-9f73-99963ff8ab4b&response_type=id_token&scope=openid%20profile&state=OpenIdConnect.AuthenticationProperties%3D5J6890GkSh7fsuMxKL7R1Q8kgI37rda6p0rMC78SlmO8PPkLgXl_EAPtbfcQIao9F7j0nJBSBTWSPNWfPadoFw&response_mode=form_post&nonce=638250712299771945.NTgzNzE2YTUtMTA5OC00ZjFiLWI1Y2YtMWQyMjgyZWI1MjRiZjJiNWQxZDUtYmU0ZC00ZGEyLTlmOGYtNWU2N2M4OTU5ODNj&redirect_uri=https%3A%2F%2Fn2n.ups.com%2FLandingPage.aspx%2F&x-client-SKU=ID_NET451&x-client-ver=5.3.0.0,
n2nm.ups.com,Sign in to your account,200,42419,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,443,https://n2nm.ups.com:443,https,text/html,GET,153.2.181.204,/,1631801191,153.2.181.204,HSTS,95,False,,,,,,,https://login.microsoftonline.com/e7520e4d-d5a0-488d-9e9f-949faae7dce8/oauth2/v2.0/authorize?client_id=f6dc1ac5-aa5d-4b64-9f73-99963ff8ab4b&response_type=id_token&scope=openid%20profile&state=OpenIdConnect.AuthenticationProperties%3DByK6oTeNA4otG9Uu2Tjg-JPR_4RnpYqdFhAc25qkYO2eSymm8_wGDWxPtk_uXYgsUzKf2AK3l6XsOjg4kfUIS8kf4Qi1ZqKQsg7yeOGmY24&response_mode=form_post&nonce=638250712296849027.NmEzOThhOTgtNzRmNC00MzJmLTliMzMtYmI4MmVjZjRhZTI4NTIyMDc1MDAtYmU0MS00NzZiLWIwZDMtN2M5ZTE4MGI0ZDEy&redirect_uri=https%3A%2F%2Fn2nm.ups.com&x-client-SKU=ID_NET472&x-client-ver=6.11.1.0,
ngage.ups.com,,200,16,ngage.ups.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-19T00:00:00Z,2024-06-18T23:59:59Z,"CN=upsapps.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",upsapps.ups.com,"United Parcel Service, Inc.",www.upsapps.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,33d2833964e5f76d33229cdd75e4a068,25488d7ba3bc87e9b5fcd43f9c3735eaf8df0a9902fb0a6ccc47267d4d55e858,ctls,ngage.ups.com,80,http://ngage.ups.com:80,http,text/html,GET,153.2.230.181,/,1101614703,153.2.226.181,HSTS,4,False,,True,,Apache,,,https://ngage.ups.com/,
nl-nl-row.ups.com,,200,155,nl-nl-row.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-29T23:59:59Z,"CN=es-us.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",es-us.ups.com,"United Parcel Service, Inc.",zhcn-fgv.ups-scs.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,fae341f290f8602ece8d6cf9b0100ffe,41b0c4eda80a01b79152768a4d8918b6081df7641d0e65426d8c6dab028565cf,ctls,nl-nl-row.ups.com,80,http://nl-nl-row.ups.com:80,http,text/html,GET,153.2.224.150,/,1631801191,153.2.228.150,HSTS,5,False,,,,Apache,,,https://nl-nl-row.ups.com/,
nuget.wweconomy.ups.com,,401,58,nuget.wweconomy.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-13T00:00:00Z,2024-02-13T23:59:59Z,"CN=wweconomy.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",wweconomy.ups.com,"United Parcel Service, Inc.",www.wweconomy.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,b974e47fbd7b105e0333e9e51ca35e48,879d13a1634999cf4efe799d4e7f2ed748ffff9e1b1c605d747380be9c450e1c,ctls,nuget.wweconomy.ups.com,443,https://nuget.wweconomy.ups.com:443,https,text/html,GET,13.82.175.96,/,207402057,13.82.175.96,Windows Server,1,False,,,,Microsoft-IIS/10.0,azure,True,,
odin-apis.ups.com,,404,,odin-apis.ups.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-23T00:00:00Z,2024-06-22T23:59:59Z,"CN=odin-apis.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",odin-apis.ups.com,"United Parcel Service, Inc.",www.odin-apis.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,3a6ea9f8293730aedfb4d5f85bf770fe,7c31bbc7c8fba7729d38c49aad5c3a68eb9721286dedcd53ac6dd849781658b4,ctls,odin-apis.ups.com,443,https://odin-apis.ups.com:443,https,,GET,35.190.30.169,/,-1840324437,35.190.30.169,HTTP/3,1,False,,,,,google,True,,
ofst-dev.inside.ups.com,Service unavailable,504,1379,ofst-dev.inside.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-18T00:00:00Z,2024-02-18T23:59:59Z,"CN=ofst-dev.inside.ups.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",ofst-dev.inside.ups.com,Microsoft Corporation,ofst-dev.inside.ups.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,fd491842ca94dc71eba29067fcc764ed,0339cd8d99c1143cded66c6e7a84f87f908608c9053cb1a7d2001ef0e3953d7f,ctls,ofst-dev.inside.ups.com,443,https://ofst-dev.inside.ups.com:443,https,text/html,GET,13.107.246.45,/,-528886503,2620:1ec:46::45,Azure Front Door,55,False,,,,,,,,
ofst.inside.ups.com,Service unavailable,504,1379,ofst.inside.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-02T07:48:39Z,2024-05-27T07:48:39Z,"CN=*.azureedge.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.azureedge.net,Microsoft Corporation,*.streaming.mediaservices.windows.net,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,73a637adc0c7e9657ab9ce001a0dc7bc,0dcd3a9bd4bcbb2ef37e9ed2474b1b9761a41f5d4ceb466c4952e04f2751f570,ctls,ofst.inside.ups.com,443,https://ofst.inside.ups.com:443,https,text/html,GET,13.107.246.45,/,301492454,2620:1ec:46::45,Azure Front Door,55,False,,True,True,,,,,
onlinetools.ups.com,UPS Home Page,200,199,onlinetools.ups.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-31T00:00:00Z,2023-08-31T23:59:59Z,"CN=www.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",www.ups.com,"United Parcel Service, Inc.",wwwapps.ups.com,"CN=COMODO ECC Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Organization Validation Secure Server CA,COMODO CA Limited,70b822fe71e01780cb3e954f9f3495cc,16c0367271a09bc394292c3e59d1642392f9246692ac3b847518d1dd9c1fec51,ctls,onlinetools.ups.com,443,https://onlinetools.ups.com:443,https,text/html,GET,104.75.89.177,/,1101614703,2a02:26f0:3500:88b::353a,HSTS,11,False,URL=https://www.ups.com/index.html,,,,,,,
onlinetoolsuat.ups.com,UPS Home Page,200,4632,onlinetoolsuat.ups.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-31T00:00:00Z,2023-08-31T23:59:59Z,"CN=www.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",www.ups.com,"United Parcel Service, Inc.",wwwapps.ups.com,"CN=COMODO ECC Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Organization Validation Secure Server CA,COMODO CA Limited,f6527ab7d9c157ef5ce4b6851944dd49,7be9ee49bda33c466bb59508c668aa654428b536412bed3af24f390972e73f3d,ctls,onlinetoolsuat.ups.com,443,https://onlinetoolsuat.ups.com:443,https,text/html,GET,104.102.50.134,/,1101614703,2a02:26f0:3500:884::37c9,HSTS,11,False,URL=http://www.ups.com/index.html,,,,,,,
operations.wweconomy.ups.com,Log in | UPS WWE,200,8599,operations.wweconomy.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=wweconomy.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",wweconomy.ups.com,"United Parcel Service, Inc.",www.wweconomy.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,adbd89edcf2a7c5bb3decb31392d5a50,453fa4b844886a118e5ed86ae955f6d80b5065afee71a2079893ae5d6068fd9c,ctls,operations.wweconomy.ups.com,443,https://operations.wweconomy.ups.com:443,https,text/html,GET,13.107.246.45,/,1101614703,2620:1ec:46::45,HSTS,220,False,,,,,,,https://operations.wweconomy.ups.com/Account/Account,
opswebservices-globalaccess.wweconomy.ups.com,Web API,200,3128,opswebservices-globalaccess.wweconomy.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=wweconomy.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",wweconomy.ups.com,"United Parcel Service, Inc.",www.wweconomy.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,adbd89edcf2a7c5bb3decb31392d5a50,453fa4b844886a118e5ed86ae955f6d80b5065afee71a2079893ae5d6068fd9c,ctls,opswebservices-globalaccess.wweconomy.ups.com,443,https://opswebservices-globalaccess.wweconomy.ups.com:443,https,text/html,GET,13.107.246.45,/,1101614703,2620:1ec:46::45,HSTS,79,False,,,,,,,,
opswebservices.wweconomy.ups.com,Web API,200,3128,opswebservices.wweconomy.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=wweconomy.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",wweconomy.ups.com,"United Parcel Service, Inc.",www.wweconomy.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,adbd89edcf2a7c5bb3decb31392d5a50,453fa4b844886a118e5ed86ae955f6d80b5065afee71a2079893ae5d6068fd9c,ctls,opswebservices.wweconomy.ups.com,443,https://opswebservices.wweconomy.ups.com:443,https,text/html,GET,13.107.246.45,/,1101614703,2620:1ec:46::45,HSTS,79,False,,,,,,,,
opswf.wweconomy.ups.com,Home Page,200,2999,,,,,,,,,,,,,,,,,,,80,http://opswf.wweconomy.ups.com:80,http,text/html,GET,40.76.213.129,/,1772087922,40.76.213.129,Windows Server,71,False,,,,Microsoft-IIS/8.5,azure,True,,
origin-developer.ups.com,Homepage | UPS Developer Portal,200,93578,origin-developer.ups.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-06T00:00:00Z,2024-07-06T23:59:59Z,"CN=pantheonsite.io, O=Pantheon Systems\, Inc., ST=California, C=US",pantheonsite.io,"Pantheon Systems, Inc.",gotpantheon.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0b0d3ef19af7c75a8e51fed984d66b7b,b798776b5bd7f24267ede23a0f5f91c114e77f52a15f7052a9126c31f3fd8afa,ctls,origin-developer.ups.com,443,https://origin-developer.ups.com:443,https,text/html,GET,23.185.0.253,/,-662752776,23.185.0.253,Varnish,1019,False,themes.googleusercontent.com/static/fonts/opensans/v6/uYKcPVoh6c5R0NpdEY5A-Q.woff,True,True,nginx,,,,
ourstories.ups.com,YouTube,200,244984,m.youtube.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:16:09Z,2023-09-11T08:16:08Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,77fce969f6da9c23b46a4179eeece1a8,cd9aec87aa4ae96416bd900a0b81fba5a0f3f8e3b5fd4b2ea159059797f70790,ctls,m.youtube.com,443,https://ourstories.ups.com:443,https,text/html,GET,104.102.50.134,/,1736975959,2a02:26f0:3500:898::37c9,HTTP/3,13,False,,True,True,ESF,,,https://m.youtube.com/playlist?list=PLxfC-I5NL73U5LQvixRwzEitxqM8uapLo&cbrd=1&ucbcb=1,
paps.dmz-gslb.ups.com,403 - Forbidden: Access is denied.,403,1233,paps.dmz-gslb.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-15T00:00:00Z,2024-06-14T23:59:59Z,"CN=cws-rzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",cws-rzp.ups.com,"United Parcel Service, Inc.",pars.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a7a6ac4c59adc06bbca193d6f0fd5235,d4d675bd65df593babc5bc781129300b7bc50e3b3bd128811dcd5a0c1273583d,ctls,paps.dmz-gslb.ups.com,443,https://paps.dmz-gslb.ups.com:443,https,text/html,GET,153.2.181.199,/,1631801191,153.2.181.199,HSTS,30,False,,True,,,,,,
pars.dmz-gslb.ups.com,403 - Forbidden: Access is denied.,403,1233,pars.dmz-gslb.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-15T00:00:00Z,2024-06-14T23:59:59Z,"CN=cws-rzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",cws-rzp.ups.com,"United Parcel Service, Inc.",pars.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a7a6ac4c59adc06bbca193d6f0fd5235,d4d675bd65df593babc5bc781129300b7bc50e3b3bd128811dcd5a0c1273583d,ctls,pars.dmz-gslb.ups.com,443,https://pars.dmz-gslb.ups.com:443,https,text/html,GET,153.2.181.199,/,1631801191,153.2.181.199,HSTS,30,False,,True,,,,,,
pars.ups.com,403 - Forbidden: Access is denied.,403,1233,pars.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-15T00:00:00Z,2024-06-14T23:59:59Z,"CN=cws-rzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",cws-rzp.ups.com,"United Parcel Service, Inc.",pars.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a7a6ac4c59adc06bbca193d6f0fd5235,d4d675bd65df593babc5bc781129300b7bc50e3b3bd128811dcd5a0c1273583d,ctls,pars.ups.com,443,https://pars.ups.com:443,https,text/html,GET,153.2.181.199,/,1631801191,153.2.181.199,HSTS,30,False,,,,,,,,
partnerhub.ups.com,Error Page,403,16649,partnerhub.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-04T00:00:00Z,2024-02-03T23:59:59Z,"CN=a.fra.edge.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",a.fra.edge.salesforce.com,"salesforce.com, inc.",*.b.forceusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,48ce25cebc9b4888061ca4bcaa69635c,a3222adc4afc062757b6e30d8b4bd6cbcbbb5982910049fe48d75fc67c2c0ff5,ctls,partnerhub.ups.com,443,https://partnerhub.ups.com:443,https,text/html,GET,85.222.140.6,/,-458981657,85.222.140.13,,1,False,,True,True,sfdcedge,,,,
pilot-borderready.ups.com,,200,203,pilot-borderready.ups.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-11T00:00:00Z,2024-03-10T23:59:59Z,"CN=pilot-borderready.ups.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",pilot-borderready.ups.com,"Cloudflare, Inc.",pilot-borderready.ups.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2cd318529951cbe3f36f4e2d9c03911c,3441f074bfe229b26104b81b621791d38661b9013b72a245b586c215a147c239,ctls,pilot-borderready.ups.com,443,https://pilot-borderready.ups.com:443,https,text/html,GET,104.16.158.152,/,-1072066842,2606:4700::6810:a198,HSTS,9,False,URL=https://borderready.ups.com/tnltptlgs/pfk/PfkMainServlet?pContents=/ups/upsWalkinUrl.jsp&pAction=FIRST&pPortalId=UPS,,,cloudflare,cloudflare,True,,
pl-pl-row.ups.com,,200,155,pl-pl-row.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-29T23:59:59Z,"CN=es-us.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",es-us.ups.com,"United Parcel Service, Inc.",zhcn-fgv.ups-scs.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,fae341f290f8602ece8d6cf9b0100ffe,41b0c4eda80a01b79152768a4d8918b6081df7641d0e65426d8c6dab028565cf,ctls,pl-pl-row.ups.com,80,http://pl-pl-row.ups.com:80,http,text/html,GET,153.2.224.150,/,1631801191,153.2.228.150,HSTS,5,False,,,,Apache,,,https://pl-pl-row.ups.com/,
portal.ups-tms.dmz-gslb.ups.com,UPS TMS Portal,200,15962,portal.ups-tms.dmz-gslb.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=portal-wzp.ups-tms.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",portal-wzp.ups-tms.com,"United Parcel Service, Inc.",www.portal.ups-tms.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,dc2687fa1b569bf20a7f759a0291da70,fba19222c069a0934c2ceefd3992e727c760eadeb8ed1fb155ed90e0df53cb1a,ctls,portal.ups-tms.dmz-gslb.ups.com,443,https://portal.ups-tms.dmz-gslb.ups.com:443,https,text/html,GET,153.2.183.193,/,-1069094120,153.2.183.193,Microsoft ASP.NET,300,False,,True,,,,,,
portalsearch.inside.ups.com,403 - Forbidden: Access is denied.,403,1233,portalsearch.inside.ups.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-06-23T00:00:00Z,2023-06-23T23:59:59Z,"CN=portalsearchdmz.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",portalsearchdmz.ups.com,"United Parcel Service, Inc.",portalsearchdmz-ww2.ups.com,"CN=COMODO ECC Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Organization Validation Secure Server CA,COMODO CA Limited,3e233b4cb96ef22671a878e6ff4e226d,17d18f7481f037c23819e14e7bd9420f421e521338f7432de3c421d12f7bb0c5,ctls,portalsearch.inside.ups.com,443,https://portalsearch.inside.ups.com:443,https,text/html,GET,153.2.181.140,/,1631801191,153.2.181.140,HSTS,30,False,,,,,,,,True
portalsearchdmz.dmz-gslb.ups.com,403 - Forbidden: Access is denied.,403,1233,portalsearchdmz.dmz-gslb.ups.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-06-23T00:00:00Z,2023-06-23T23:59:59Z,"CN=portalsearchdmz.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",portalsearchdmz.ups.com,"United Parcel Service, Inc.",portalsearchdmz-ww2.ups.com,"CN=COMODO ECC Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Organization Validation Secure Server CA,COMODO CA Limited,3e233b4cb96ef22671a878e6ff4e226d,17d18f7481f037c23819e14e7bd9420f421e521338f7432de3c421d12f7bb0c5,ctls,portalsearchdmz.dmz-gslb.ups.com,443,https://portalsearchdmz.dmz-gslb.ups.com:443,https,text/html,GET,153.2.183.139,/,1631801191,153.2.183.139,HSTS,30,False,,True,,,,,,True
portalsearchdmz.ups.com,403 - Forbidden: Access is denied.,403,1233,portalsearchdmz.ups.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-06-23T00:00:00Z,2023-06-23T23:59:59Z,"CN=portalsearchdmz.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",portalsearchdmz.ups.com,"United Parcel Service, Inc.",portalsearchdmz-ww2.ups.com,"CN=COMODO ECC Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Organization Validation Secure Server CA,COMODO CA Limited,3e233b4cb96ef22671a878e6ff4e226d,17d18f7481f037c23819e14e7bd9420f421e521338f7432de3c421d12f7bb0c5,ctls,portalsearchdmz.ups.com,443,https://portalsearchdmz.ups.com:443,https,text/html,GET,153.2.183.139,/,1631801191,153.2.183.139,HSTS,30,False,,,,,,,,True
qa.brand.ups.com,405 Not allowed.,405,223,qa.brand.ups.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-06T00:00:00Z,2024-02-06T23:59:59Z,"CN=dev.brand.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",dev.brand.ups.com,"United Parcel Service, Inc.",stage.brand.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,225fa3c0c3c5dbd37edd7fcf50b78243,beebe42c334da2605ca85b8ec5073959ab2b285c7b55dc96ec5dd7f00e5c8fbe,ctls,qa.brand.ups.com,443,https://qa.brand.ups.com:443,https,,GET,151.101.3.10,/,613076617,151.101.195.10,HSTS,11,False,,,,,fastly,True,,
qa1.about.ups.com,Fastly error: unknown domain qa1.about.ups.com,500,262,,,,,,,,,,,,,,,,,,,80,http://qa1.about.ups.com:80,http,text/html,GET,151.101.3.10,/,1512775355,151.101.195.10,Varnish,8,False,,,,Varnish,fastly,True,,
rapi-csaa-dev.ups.com,,404,,rapi-csaa-dev.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=rapi-csaa-dev.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",rapi-csaa-dev.ups.com,"United Parcel Service, Inc.",www.rapi-csaa-dev.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,70693a8fd75e41e27c1bab24688944bc,ffcb62e0e47c3bfbfd556cebbbfc02181ca619cdd9b9330137c827ac5764b2e2,ctls,rapi-csaa-dev.ups.com,443,https://rapi-csaa-dev.ups.com:443,https,,GET,13.107.246.45,/,-1840324437,2620:1ec:46::45,HSTS,1,False,,,,,,,,
rapi-csaa.ups.com,,404,,rapi-csaa.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=rapi-csaa.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",rapi-csaa.ups.com,"United Parcel Service, Inc.",www.rapi-csaa.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,45ee3a021782a07b7db9217811646e45,b75227deeb263fa8e84c310f134bb7a921b8cf88986a1410ccf4d5f3fe34760f,ctls,rapi-csaa.ups.com,80,http://rapi-csaa.ups.com:80,http,,GET,13.107.246.44,/,-1840324437,2620:1ec:46::45,HSTS,1,False,,,,,,,https://rapi-csaa.ups.com/,
