input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,cdn_name,tech_,cdn,tls_expired,final_url,csp_domains_
pinterest-waterloo.s3.amazonaws.com,,403,275,pinterest-waterloo.s3.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-21T00:00:00Z,2023-12-19T23:59:59Z,CN=*.s3.amazonaws.com,*.s3.amazonaws.com,,s3.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5c786d7d836f7ec7d65e625b0bca2ab2,25b0a7826fcb8f6ae0c7bc14d8e53ea2741097aac08c7243810f2a739d63f6c4,True,ctls,pinterest-waterloo.s3.amazonaws.com,443,https://pinterest-waterloo.s3.amazonaws.com:443,https,AmazonS3,application/xml,GET,3.5.27.132,/,-148588420,52.217.110.52,2,False,,Amazon Web Services,,,,
pinterest-waterloo.s3.us-east-1.amazonaws.com,,403,243,pinterest-waterloo.s3.us-east-1.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-11T00:00:00Z,2023-12-20T23:59:59Z,CN=s3.amazonaws.com,s3.amazonaws.com,,s3-deprecated.us-east-1.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3e6c74e7bcc0a301938b7a3509ca3ace,31494611b3e6659b4e9a3af805171907756aee7e37d017bcc27104768c785fbd,True,ctls,pinterest-waterloo.s3.us-east-1.amazonaws.com,443,https://pinterest-waterloo.s3.us-east-1.amazonaws.com:443,https,AmazonS3,application/xml,GET,54.231.161.34,/,-722768966,54.231.161.42,2,False,,Amazon Web Services,,,,
pl.pinterest.com,Pinterest - Polska,200,259298,pl.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,pl.pinterest.com,443,https://pl.pinterest.com:443,https,,text/html,GET,151.101.0.84,/,1528355650,151.101.192.84,39,False,fastly,React,True,,,https://*.daily.co
player.vimeo.com,Features and Tools | Vimeo,200,164539,vimeo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-09-21T00:00:00Z,2023-09-20T23:59:59Z,"CN=vimeo.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",vimeo.com,"Cloudflare, Inc.",vimeo.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",abfbe98ee21ae761e7c907a2c2b11739,194c25b1c83430e1b8571f3a61c8671e0c371c345f741e485c2458d8b9e2a85b,True,ctls,vimeo.com,443,https://player.vimeo.com:443,https,cloudflare,text/html,GET,162.159.138.60,/,1154390870,162.159.128.61,1367,False,cloudflare,Varnish,True,,https://vimeo.com/features,https:
policy.pinterest.com,Pinterest Policy,200,70872,policy.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,policy.pinterest.com,443,https://policy.pinterest.com:443,https,,text/html,GET,151.101.0.84,/,1837029550,151.101.192.84,180,False,fastly,PHP,True,,https://policy.pinterest.com/en,https://www.googletagmanager.com
post.pinterest.com,404 Not Found,404,150,post.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,post.pinterest.com,443,https://post.pinterest.com:443,https,,text/plain,GET,146.75.120.84,/,-1840324437,146.75.120.84,8,False,fastly,HSTS,True,,,*.pinterest.com
pre-global-shop.testing.pinterest.com,,404,,pre-global-shop.testing.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,pre-global-shop.testing.pinterest.com,443,https://pre-global-shop.testing.pinterest.com:443,https,,,GET,151.101.0.84,/,-1840324437,151.101.192.84,1,False,fastly,HTTP/3,True,,,
private-labbigip01.testing.pinterest.com,,404,,private-labbigip01.testing.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,private-labbigip01.testing.pinterest.com,443,https://private-labbigip01.testing.pinterest.com:443,https,,,GET,151.101.0.84,/,-1840324437,151.101.192.84,1,False,fastly,HTTP/3,True,,,
prod-brand.pinterest.com,403 Forbidden,403,425,prod-brand.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,prod-brand.pinterest.com,443,https://prod-brand.pinterest.com:443,https,,text/html,GET,151.101.0.84,/,327500944,151.101.192.84,18,False,fastly,,True,,,
prod-pinterest-global-map-fastly-net.pinterest.com,,403,,prod-pinterest-global-map-fastly-net.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,prod-pinterest-global-map-fastly-net.pinterest.com,443,https://prod-pinterest-global-map-fastly-net.pinterest.com:443,https,,,GET,146.75.116.84,/,-1840324437,146.75.116.84,1,False,fastly,HTTP/3,True,,,
pt.pinterest.com,Pinterest - Portugal,200,259979,www.pinterest.pt,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,www.pinterest.pt,443,https://pt.pinterest.com:443,https,,text/html,GET,23.206.208.183,/,1528355650,23.206.208.183,39,False,,React,,,https://www.pinterest.pt/,wss://*.wss.daily.co
publishers.pinterest.com,"Pinterest for Creators: Education, Tools, Inspiration | Pinterest Creators",200,113678,creators.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,creators.pinterest.com,443,https://publishers.pinterest.com:443,https,,text/html,GET,146.75.116.84,/,2027273067,146.75.116.84,1,False,fastly,React,True,,https://creators.pinterest.com/,*.facebook.com
r.pinterest.com,Fastly error: unknown domain r.pinterest.com,500,258,r.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,r.pinterest.com,443,https://r.pinterest.com:443,https,Varnish,text/html,GET,151.101.0.84,/,-2006399684,151.101.192.84,8,False,fastly,Varnish,True,,,
rabbitmq.testing.pinterest.com,,404,,rabbitmq.testing.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,rabbitmq.testing.pinterest.com,443,https://rabbitmq.testing.pinterest.com:443,https,,,GET,151.101.0.84,/,-1840324437,151.101.192.84,1,False,fastly,HTTP/3,True,,,
radar.cedexis.com,,200,63,radar.cedexis.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-26T00:00:00Z,2024-04-25T23:59:59Z,"CN=radar.cedexis.com, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",radar.cedexis.com,"Citrix Systems, Inc.",rpt-cdxcn.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,418c1a37946539a4b9d400e4d8dc2641,9702a3fba07de77ea18ea94507ace21da67e6a41efd3e33e2b644c34973efad3,,ctls,radar.cedexis.com,443,https://radar.cedexis.com:443,https,nginx,text/html,GET,45.54.49.5,/,190856733,45.54.49.5,1,False,,Nginx,,,,
redirectaccessv4-teambucket-remote.testing.pinterest.com,,404,,redirectaccessv4-teambucket-remote.testing.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-01T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7412efe8b13832f29f985a0e494be4f,6544c876b14faae477aa96d62e8ab53bd7170396b29588aedd208c200462244f,True,ctls,redirectaccessv4-teambucket-remote.testing.pinterest.com,443,https://redirectaccessv4-teambucket-remote.testing.pinterest.com:443,https,,,GET,104.75.88.209,/,-1840324437,104.75.88.209,1,False,,HSTS,,,,
ro.pinterest.com,Pinterest - România,200,260330,ro.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-01T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7412efe8b13832f29f985a0e494be4f,6544c876b14faae477aa96d62e8ab53bd7170396b29588aedd208c200462244f,True,ctls,ro.pinterest.com,443,https://ro.pinterest.com:443,https,,text/html,GET,2.19.224.184,/,1528355650,2.19.224.184,39,False,,React,,,,*.google-analytics.com
ru.pinterest.com,Pinterest – Пинтерест,200,258756,ru.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,ru.pinterest.com,443,https://ru.pinterest.com:443,https,,text/html,GET,151.101.192.84,/,1528355650,151.101.128.84,39,False,fastly,React,True,,,*.linkedin.com
s-pinimg-com.gslb.pinterest.com,Error,403,175,s-pinimg-com.gslb.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-01T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7412efe8b13832f29f985a0e494be4f,6544c876b14faae477aa96d62e8ab53bd7170396b29588aedd208c200462244f,True,ctls,s-pinimg-com.gslb.pinterest.com,443,https://s-pinimg-com.gslb.pinterest.com:443,https,AkamaiGHost,text/html,GET,104.75.88.209,/,999807171,2a04:4e42:8e::84,5,False,,,,,,
s.pinimg.com,,403,243,s.pinimg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,s.pinimg.com,443,https://s.pinimg.com:443,https,,application/xml,GET,146.75.120.84,/,1321306539,2a02:26f0:3500:89b::1931,2,False,fastly,HTTP/3,True,,,
scrabble.testing.pinterest.com,,404,,scrabble.testing.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,scrabble.testing.pinterest.com,443,https://scrabble.testing.pinterest.com:443,https,,,GET,146.75.116.84,/,-1840324437,146.75.116.84,1,False,fastly,HTTP/3,True,,,
se.pinterest.com,Pinterest - Sverige,200,259066,www.pinterest.se,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,www.pinterest.se,443,https://se.pinterest.com:443,https,,text/html,GET,151.101.0.84,/,1528355650,151.101.192.84,39,False,fastly,React,True,,https://www.pinterest.se/,advertising-delivery-metric-reports.s3.amazonaws.com
servedby.flashtalking.com,404,404,44,servedby.flashtalking.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-11-11T00:00:00Z,2023-11-12T23:59:59Z,"CN=servedby.flashtalking.com, O=SIMPLICITY MARKETING LIMITED, L=London, C=GB",servedby.flashtalking.com,SIMPLICITY MARKETING LIMITED,servedby.flashtalking.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,dadb61427eb0df2437c10d5e8ae92b99,99f575429042c648897f97fff462f382a782fecf18a01ca9e593c592a40ddb05,,ctls,servedby.flashtalking.com,443,https://servedby.flashtalking.com:443,https,prod-xre-app7.frk11,text/html,GET,23.215.22.232,/,-36543416,23.215.22.232,1,False,,HSTS,,,,
sk.pinterest.com,Pinterest - Slovensko,200,260262,sk.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,sk.pinterest.com,443,https://sk.pinterest.com:443,https,,text/html,GET,151.101.0.84,/,1528355650,151.101.192.84,39,False,fastly,React,True,,,pinterest-sim-toontown.s3.amazonaws.com
ssl-vpn-dub.testing.pinterest.com,,404,,ssl-vpn-dub.testing.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,ssl-vpn-dub.testing.pinterest.com,443,https://ssl-vpn-dub.testing.pinterest.com:443,https,,,GET,151.101.0.84,/,-1840324437,151.101.192.84,1,False,fastly,HTTP/3,True,,,
stage-about.pinterest.com,,403,,stage-about.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,stage-about.pinterest.com,443,https://stage-about.pinterest.com:443,https,,,GET,151.101.0.84,/,-1840324437,151.101.192.84,1,False,fastly,,True,,,
stage-brand.pinterest.com,,403,,stage-brand.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,stage-brand.pinterest.com,443,https://stage-brand.pinterest.com:443,https,,,GET,151.101.0.84,/,-1840324437,151.101.192.84,1,False,fastly,,True,,,
stage-careers.pinterest.com,Fastly error: unknown domain stage-careers.pinterest.com,500,282,stage-careers.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,stage-careers.pinterest.com,443,https://stage-careers.pinterest.com:443,https,Varnish,text/html,GET,146.75.116.84,/,176492983,146.75.116.84,8,False,fastly,Varnish,True,,,
stage-help.pinterest.com,Pinterest Help,200,56994,stage-help.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,stage-help.pinterest.com,443,https://stage-help.pinterest.com:443,https,,text/html,GET,151.101.0.84,/,-1280846966,151.101.192.84,588,False,fastly,Platform.sh,True,,https://stage-help.pinterest.com/en,https://*.ada.support
staging-commerce.pinterest.com,,410,,staging-commerce.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,staging-commerce.pinterest.com,443,https://staging-commerce.pinterest.com:443,https,,,GET,151.101.0.84,/,-1840324437,151.101.192.84,1,False,fastly,HTTP/3,True,,,
static-sandbox.dlocal.com,,403,243,static-sandbox.dlocal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-24T00:00:00Z,2024-02-23T23:59:59Z,CN=static-sandbox.dlocal.com,static-sandbox.dlocal.com,,static-sandbox.dlocal.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5981e20904067ea0bf15a76a533d4edb,4b576d831e115015d852dd30b519220bff0213a3c3115a0a0c903d47c5ccd7c3,,ctls,static-sandbox.dlocal.com,443,https://static-sandbox.dlocal.com:443,https,AmazonS3,application/xml,GET,143.204.215.13,/,1527057621,143.204.215.122,2,False,cloudfront,Amazon Web Services,True,,,
static.dlocal.com,,403,243,static.dlocal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-24T00:00:00Z,2024-02-23T23:59:59Z,CN=*.dlocal.com,*.dlocal.com,,*.dlocal.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8a5152b5e2e44c33bed9c1560010e9e6,ed9c73be9c2f4fd535192116a2cdf789f56a0aef796a5cc2c6b66e8749c9bcc9,True,ctls,static.dlocal.com,443,https://static.dlocal.com:443,https,AmazonS3,application/xml,GET,65.9.66.116,/,1949180036,65.9.66.26,2,False,cloudfront,Amazon Web Services,True,,,
status.pinterest.com,Pinterest Status,200,314609,www.pintereststatus.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-20T19:43:43Z,2023-09-18T19:43:42Z,CN=compass.status.atlassian.com,compass.status.atlassian.com,,www.pintereststatus.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2f29d2d3598a8473ac9eb08ae651bed5,634604c79813b0143b3855ae233a395c75ab587c8fc978800a6b9108725db6f1,,ctls,www.pintereststatus.com,443,https://status.pinterest.com:443,https,AtlassianEdge,text/html,GET,23.206.208.183,/,-1840324437,23.206.208.183,4614,False,,HSTS,,,https://www.pintereststatus.com/,
support.pinterest.com,Pinterest Help,200,58006,help.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,help.pinterest.com,443,https://support.pinterest.com:443,https,,text/html,GET,146.75.120.84,/,934760922,146.75.120.84,600,False,fastly,Platform.sh,True,,https://help.pinterest.com/en,https://*.doubleclick.net
