input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,cdn_name,tech_,cdn,tls_expired,final_url,csp_domains_
api-pinterest-com-eip-akadns-net.pinterest.com,Access Denied,403,316,api-pinterest-com-eip-akadns-net.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-01T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7412efe8b13832f29f985a0e494be4f,6544c876b14faae477aa96d62e8ab53bd7170396b29588aedd208c200462244f,True,ctls,api-pinterest-com-eip-akadns-net.pinterest.com,443,https://api-pinterest-com-eip-akadns-net.pinterest.com:443,https,,text/html,GET,2.18.48.37,/,2098356095,2.18.48.37,10,False,,,,,,
api-pinterest-com.gslb.pinterest.com,Fastly error: unknown domain api-pinterest-com.gslb.pinterest.com,500,300,api-pinterest-com.gslb.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2021-07-27T00:00:00Z,2022-08-05T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b9285bdd42a26d63bd1249025bcce597,90c9df462fbdb20dc3cd9c08242d0d3cba17b07d20fb8094c2eb251960173908,True,ctls,api-pinterest-com.gslb.pinterest.com,443,https://api-pinterest-com.gslb.pinterest.com:443,https,Varnish,text/html,GET,146.75.116.84,/,-1916809676,146.75.116.84,8,False,fastly,Varnish,True,True,,
api-staging.pinterest.com,,404,97,api-staging.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-01T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7412efe8b13832f29f985a0e494be4f,6544c876b14faae477aa96d62e8ab53bd7170396b29588aedd208c200462244f,True,ctls,api-staging.pinterest.com,443,https://api-staging.pinterest.com:443,https,,application/json,GET,72.246.168.198,/,-1840324437,72.246.168.198,1,False,,Envoy,,,,
api-test.pinterest.com,,404,97,api-test.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-01T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7412efe8b13832f29f985a0e494be4f,6544c876b14faae477aa96d62e8ab53bd7170396b29588aedd208c200462244f,True,ctls,api-test.pinterest.com,443,https://api-test.pinterest.com:443,https,,application/json,GET,104.75.88.209,/,-1141253314,104.75.88.209,1,False,,Envoy,,,,
api.pinterest.com.gslb.pinterest.com,Fastly error: unknown domain api.pinterest.com.gslb.pinterest.com,500,300,api.pinterest.com.gslb.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2021-07-27T00:00:00Z,2022-08-05T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b9285bdd42a26d63bd1249025bcce597,90c9df462fbdb20dc3cd9c08242d0d3cba17b07d20fb8094c2eb251960173908,True,ctls,api.pinterest.com.gslb.pinterest.com,443,https://api.pinterest.com.gslb.pinterest.com:443,https,Varnish,text/html,GET,151.101.0.84,/,738112410,151.101.192.84,8,False,fastly,Varnish,True,True,,
app.pinterest.com,Fastly error: unknown domain app.pinterest.com,500,262,app.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,app.pinterest.com,443,https://app.pinterest.com:443,https,Varnish,text/html,GET,151.101.0.84,/,-1034265374,151.101.192.84,8,False,fastly,Varnish,True,,,
ar.pinterest.com,Pinterest - Argentina,200,260028,ar.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-01T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7412efe8b13832f29f985a0e494be4f,6544c876b14faae477aa96d62e8ab53bd7170396b29588aedd208c200462244f,True,ctls,ar.pinterest.com,443,https://ar.pinterest.com:443,https,,text/html,GET,104.75.88.209,/,1528355650,104.75.88.209,39,False,,React,,,,calendly.com
ash1-embed-a5.testing.pinterest.com,,404,,ash1-embed-a5.testing.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-01T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7412efe8b13832f29f985a0e494be4f,6544c876b14faae477aa96d62e8ab53bd7170396b29588aedd208c200462244f,True,ctls,ash1-embed-a5.testing.pinterest.com,443,https://ash1-embed-a5.testing.pinterest.com:443,https,,,GET,72.246.168.198,/,-1840324437,72.246.168.198,1,False,,HSTS,,,,
asset.pinterest.com,,403,243,asset.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-01T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7412efe8b13832f29f985a0e494be4f,6544c876b14faae477aa96d62e8ab53bd7170396b29588aedd208c200462244f,True,ctls,asset.pinterest.com,443,https://asset.pinterest.com:443,https,,application/xml,GET,2.19.224.184,/,1321306539,2a02:26f0:480:59c::1931,2,False,,HTTP/3,,,,
assets.pinterest.com,,403,243,assets.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,assets.pinterest.com,443,https://assets.pinterest.com:443,https,,application/xml,GET,146.75.120.84,/,1528355650,2a04:4e42:8e::84,2,False,fastly,HTTP/3,True,,,
au.pinterest.com,Pinterest,200,261001,www.pinterest.com.au,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,www.pinterest.com.au,443,https://au.pinterest.com:443,https,,text/html,GET,151.101.0.84,/,1528355650,151.101.192.84,39,False,fastly,React,True,,https://www.pinterest.com.au/,pinterest-aberdeen.s3.amazonaws.com
backup-prod-abbyinlife.testing.pinterest.com,,404,,backup-prod-abbyinlife.testing.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-01T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7412efe8b13832f29f985a0e494be4f,6544c876b14faae477aa96d62e8ab53bd7170396b29588aedd208c200462244f,True,ctls,backup-prod-abbyinlife.testing.pinterest.com,443,https://backup-prod-abbyinlife.testing.pinterest.com:443,https,,,GET,104.75.88.209,/,-1840324437,104.75.88.209,1,False,,HSTS,,,,
bid.g.doubleclick.net,Enterprise Advertising & Analytics Solutions - Google Marketing Platform,200,128632,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-19T08:16:09Z,2023-09-11T08:16:08Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,77fce969f6da9c23b46a4179eeece1a8,cd9aec87aa4ae96416bd900a0b81fba5a0f3f8e3b5fd4b2ea159059797f70790,True,ctls,marketingplatform.google.com,443,https://bid.g.doubleclick.net:443,https,sffe,text/html,GET,173.194.76.157,/,302920777,66.102.1.155,2177,False,,HTTP/3,,,https://marketingplatform.google.com/about/enterprise/,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform
blog.pinterest.com,Pinterest Newsroom,200,87671,newsroom.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,newsroom.pinterest.com,443,https://blog.pinterest.com:443,https,,text/html,GET,151.101.0.84,/,-729705843,151.101.192.84,837,False,fastly,PHP,True,,https://newsroom.pinterest.com/en,https://d.company-target.com
br.pinterest.com,Pinterest - Brasil,200,260134,br.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-01T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7412efe8b13832f29f985a0e494be4f,6544c876b14faae477aa96d62e8ab53bd7170396b29588aedd208c200462244f,True,ctls,br.pinterest.com,443,https://br.pinterest.com:443,https,,text/html,GET,104.75.88.209,/,1528355650,104.75.88.209,39,False,,React,,,,*.googletagmanager.com
brand.pinterest.com,Pinterest Brand Guidelines,200,6210,brand.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,brand.pinterest.com,443,https://brand.pinterest.com:443,https,,text/html,GET,151.101.0.84,/,-1951704775,151.101.192.84,84,False,fastly,SEOmatic,True,,https://brand.pinterest.com/account/login,
business.pinterest.com,Pinterest For Business: How to Market Your Brand | Pinterest Business,200,110009,business.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,business.pinterest.com,443,https://business.pinterest.com:443,https,,text/html,GET,151.101.0.84,/,105929972,151.101.192.84,13,False,fastly,React,True,,https://business.pinterest.com/en-gb/,*.pinterest.com
calendly.com,Free Online Appointment Scheduling Software | Calendly,200,546948,calendly.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=calendly.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",calendly.com,"Cloudflare, Inc.",*.calendly.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",6320e783275ce464631c9541b5a333d8,2d23a13235215c49a03fe38bb20f458487ebaa68a2e5eade5b3a9a0d24b55d5c,True,ctls,calendly.com,443,https://calendly.com:443,https,cloudflare,text/html,GET,172.66.40.230,/,-1159815694,2606:4700:3108::ac42:2b1a,999,False,cloudflare,webpack,True,,,
career.pinterest.com,Careers at Pinterest,200,1214638,www.pinterestcareers.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-05T00:00:00Z,2024-07-19T23:59:59Z,"CN=traumezimmer.ch, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",traumezimmer.ch,"Pinterest, Inc.",www.unboringboardroom.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,214beaffb3bb075a18215bdcdab4961f,d98ae867bf0d9697b17730234f79bef22225a18c321440c8f0cb8400916c4d6d,,ctls,www.pinterestcareers.com,443,https://career.pinterest.com:443,https,nginx,text/html,GET,146.75.116.84,/,2051211865,146.75.116.84,738,False,fastly,Yoast SEO Premium:11.9,True,,https://www.pinterestcareers.com/,
catalogs.pinterest.com,Pinterest Login,200,261245,www.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-01T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7412efe8b13832f29f985a0e494be4f,6544c876b14faae477aa96d62e8ab53bd7170396b29588aedd208c200462244f,True,ctls,www.pinterest.com,443,https://catalogs.pinterest.com:443,https,,text/html,GET,151.101.0.84,/,-1142654612,151.101.192.84,39,False,fastly,React,True,,https://www.pinterest.com/login/?next=/product-catalogs/,wss://*.pinterdev.com
cl.pinterest.com,Pinterest - Chile,200,260466,www.pinterest.cl,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-01T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7412efe8b13832f29f985a0e494be4f,6544c876b14faae477aa96d62e8ab53bd7170396b29588aedd208c200462244f,True,ctls,www.pinterest.cl,443,https://cl.pinterest.com:443,https,,text/html,GET,72.246.168.198,/,1528355650,72.246.168.198,39,False,,React,,,https://www.pinterest.cl/,*.fls.doubleclick.net
co.pinterest.com,Pinterest - Colombia,200,259090,co.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-01T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7412efe8b13832f29f985a0e494be4f,6544c876b14faae477aa96d62e8ab53bd7170396b29588aedd208c200462244f,True,ctls,co.pinterest.com,443,https://co.pinterest.com:443,https,,text/html,GET,104.75.88.209,/,1528355650,104.75.88.209,39,False,,React,,,,calendly.com
commerce-staging.pinterest.com,,410,,commerce-staging.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-01T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7412efe8b13832f29f985a0e494be4f,6544c876b14faae477aa96d62e8ab53bd7170396b29588aedd208c200462244f,True,ctls,commerce-staging.pinterest.com,443,https://commerce-staging.pinterest.com:443,https,,,GET,2.19.224.184,/,-1840324437,2.19.224.184,1,False,,,,,,
commerce.pinterest.com,,410,,commerce.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-01T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7412efe8b13832f29f985a0e494be4f,6544c876b14faae477aa96d62e8ab53bd7170396b29588aedd208c200462244f,True,ctls,commerce.pinterest.com,443,https://commerce.pinterest.com:443,https,,,GET,2.19.224.184,/,-1840324437,2.19.224.184,1,False,,,,,,
community.pinterest.com,Pinterest Business Community | Pinterest Business Community,200,128907,community.pinterest.biz,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-13T00:00:00Z,2023-09-23T23:59:59Z,"CN=secure07.lithium.com, O=Khoros\, LLC, L=Austin, ST=Texas, C=US",secure07.lithium.com,"Khoros, LLC",community.snaplogic.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,c1cb2769f6fc5eb1aa208203423fe8c4,515e1a9b3a99efd6099a3a3c3ba7b3bced80d6dc4a5f9eb997e4428078828fa1,True,ctls,community.pinterest.biz,443,https://community.pinterest.com:443,https,Apache,text/html,GET,151.101.0.84,/,-1497788076,151.101.192.84,1962,False,fastly,PHP,True,,https://community.pinterest.biz/t5/pinterest-business-community/ct-p/en,
connect.facebook.net,Facebook - log in or sign up,200,59216,m.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-25T00:00:00Z,2023-07-24T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,"Meta Platforms, Inc.",messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,4974b52d32ef832b9014a27783d65f3c,8840c53b9fb41c8819bc83a482d3bfd1b812342af8e993ea8196a3e608615450,True,ctls,m.facebook.com,443,https://connect.facebook.net:443,https,,text/html,GET,157.240.0.6,/,142313513,2a03:2880:f080:9:face:b00c:0:3,19,False,,HTTP/3,,,https://m.facebook.com/?wtsid=rdr_0bAc4DPs7KbMkaKpJ,https://paywithmybank.com
content.googleapis.com,Error 404 (Not Found)!!1,404,1561,content.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-19T08:20:47Z,2023-09-11T08:20:46Z,CN=upload.video.google.com,upload.video.google.com,,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,7f788b7c7e4fd6cca34ea1266e90216c,34ce8d965483353d15d17e6813cc68da1fb1b8344b5fe78e48b33f6bde169573,True,ctls,content.googleapis.com,443,https://content.googleapis.com:443,https,,text/html,GET,142.250.74.202,/,302920777,2a00:1450:4001:800::200a,12,False,,HTTP/3,,,,
cookies.pinterest.com,Pinterest,200,260365,www.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-01T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7412efe8b13832f29f985a0e494be4f,6544c876b14faae477aa96d62e8ab53bd7170396b29588aedd208c200462244f,True,ctls,www.pinterest.com,443,https://cookies.pinterest.com:443,https,,text/html,GET,151.101.0.84,/,1528355650,151.101.192.84,39,False,fastly,React,True,,https://www.pinterest.com/,*.cedexis-test.com
create.pinterest.com,"Pinterest for Creators: Education, Tools, Inspiration | Pinterest Creators",200,112729,creators.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,creators.pinterest.com,443,https://create.pinterest.com:443,https,,text/html,GET,151.101.0.84,/,1781543058,151.101.192.84,1,False,fastly,React,True,,https://creators.pinterest.com/,https://*.pluot.blue
creatives.pinterest.com,"Pinterest for Creators: Education, Tools, Inspiration | Pinterest Creators",200,113742,creators.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,creators.pinterest.com,443,https://creatives.pinterest.com:443,https,,text/html,GET,151.101.0.84,/,459608276,151.101.192.84,1,False,fastly,React,True,,https://creators.pinterest.com/,*.googletagmanager.com
creator.pinterest.com,"Pinterest for Creators: Education, Tools, Inspiration | Pinterest Creators",200,113758,creators.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,creators.pinterest.com,443,https://creator.pinterest.com:443,https,,text/html,GET,146.75.120.84,/,-1660029405,146.75.120.84,1,False,fastly,React,True,,https://creators.pinterest.com/,*.doubleclick.net
creators.pinterest.com,"Pinterest for Creators: Education, Tools, Inspiration | Pinterest Creators",200,112548,creators.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,creators.pinterest.com,443,https://creators.pinterest.com:443,https,,text/html,GET,151.101.0.84,/,-921716088,151.101.192.84,1,False,fastly,React,True,,,bid.g.doubleclick.net
ct.pinterest.com,,404,,ct.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,ct.pinterest.com,443,https://ct.pinterest.com:443,https,,,GET,151.101.192.84,/,-1840324437,151.101.0.84,1,False,fastly,Envoy,True,,,
