input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_expired,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon_path,a_,tech_,lines,failed,cdn,knowledgebase_PageType,knowledgebase_pHash,tls_mismatched,tls_wildcard_certificate,csp_domains_,final_url,webserver,favicon,tls_subject_org_
links.oda.com,Oda · Matbutikk på nett. Hjemlevering av mat til lave priser.,200,329362,oda.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2024-09-09T07:01:33Z,2025-10-05T21:59:00Z,CN=oda.com,oda.com,www.oda.com,"CN=Buypass Class 2 CA 2, O=Buypass AS-983163327, C=NO",Buypass Class 2 CA 2,Buypass AS-983163327,6760cf5fba5302970cbcdb38fc9048a4,17ff938a5d80c03d74467c9deafb4e6d55d2c5587f3f651fceed7050613b06ec,ctls,oda.com,google,443,https://links.oda.com,https,text/html,GET,34.91.83.136,/,/favicons/oda/favicon.png,34.91.83.136,Varnish,1,False,True,other,0,,,browser.sentry-cdn.com,https://oda.com/no/,,,
login.oda.com,Authentication - Login portal,200,2405,login.prod.nube.tech,443,True,tls13,TLS_AES_256_GCM_SHA384,,2025-01-01T06:16:46Z,2025-04-01T06:16:45Z,CN=login.prod.nube.tech,login.prod.nube.tech,login.prod.nube.tech,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,4fd85cb025a9ed624df143989d51beb3,011ee73be35627ce0260a589fda5a831d1d35b6137fa10960163f094fc546db1,ctls,login.prod.nube.tech,google,443,https://login.oda.com,https,text/html,GET,34.91.83.136,/,/static/icon-16x16.png,34.91.83.136,HSTS,50,False,True,other,0,,,cdn.jsdelivr.net,https://login.prod.nube.tech/authentication/?rd=/,,1690802986,
logistics-auth.oda.com,Page not found!,404,887,logistics-auth.oda.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2025-01-05T19:39:32Z,2025-04-05T19:39:31Z,CN=prod.nube.tech,prod.nube.tech,prod.nube.tech,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,382886d565dfa6dbf65b7e25f5581942,0ebd7019185bab08757d7bb7aabda45b9f01ce1b7d78c23cd0e582dcb2238a02,ctls,logistics-auth.oda.com,google,443,https://logistics-auth.oda.com,https,text/html,GET,34.91.83.136,/,/favicon.ico,34.91.83.136,HSTS,49,False,True,nonerror,0,True,True,,,,,
looker.oda.com,Log in,200,644700,looker.oda.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2025-01-15T16:12:02Z,2025-04-15T17:06:35Z,CN=looker.oda.com,looker.oda.com,looker.oda.com,"CN=WR3, O=Google Trust Services, C=US",WR3,Google Trust Services,d018fd701fd779359627b6e77f9da9f0,663b2896b563aae1f7a549435b61df39acbde4405fcc6ea5a67eee072efadccd,ctls,looker.oda.com,google,443,https://looker.oda.com,https,text/html,GET,34.95.87.92,/,/images/favicon.ico,34.95.87.92,Zipkin,409,False,True,nonerror,0,,,https://csp.withgoogle.com/csp/looker/v1,https://looker.oda.com/login,istio-envoy,-1205838683,
oda.com,Oda · Matbutikk på nett. Hjemlevering av mat til lave priser.,200,329362,oda.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2024-09-09T07:01:33Z,2025-10-05T21:59:00Z,CN=oda.com,oda.com,www.oda.com,"CN=Buypass Class 2 CA 2, O=Buypass AS-983163327, C=NO",Buypass Class 2 CA 2,Buypass AS-983163327,6760cf5fba5302970cbcdb38fc9048a4,17ff938a5d80c03d74467c9deafb4e6d55d2c5587f3f651fceed7050613b06ec,ctls,oda.com,fastly,443,https://oda.com,https,text/html,GET,151.101.1.91,/,/favicons/oda/favicon.png,151.101.129.91,Varnish,1,False,True,other,0,,,log.adtraction.fail,https://oda.com/no/,,-947446848,
okta.oda.com,,200,5108,oda.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,oda.okta.com,google,443,https://okta.oda.com,https,text/html,GET,34.91.83.136,/,/favicon.ico,34.91.83.136,Nginx,165,False,True,nonerror,0,,True,pendo-static-5634101834153984.storage.googleapis.com,https://oda.okta.com/app/UserHome?iss=https%3A%2F%2Foda.okta.com&session_hint=AUTHENTICATED,nginx,,"Okta, Inc."
quip2web.oda.com,Page not found!,404,887,quip2web.oda.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2025-01-05T19:39:32Z,2025-04-05T19:39:31Z,CN=prod.nube.tech,prod.nube.tech,prod.nube.tech,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,382886d565dfa6dbf65b7e25f5581942,0ebd7019185bab08757d7bb7aabda45b9f01ce1b7d78c23cd0e582dcb2238a02,ctls,quip2web.oda.com,google,443,https://quip2web.oda.com,https,text/html,GET,34.91.83.136,/,/favicon.ico,34.91.83.136,HSTS,49,False,True,nonerror,0,True,True,,,,,
reliability.oda.com,Page not found!,404,887,reliability.oda.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2025-01-05T19:39:32Z,2025-04-05T19:39:31Z,CN=prod.nube.tech,prod.nube.tech,prod.nube.tech,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,382886d565dfa6dbf65b7e25f5581942,0ebd7019185bab08757d7bb7aabda45b9f01ce1b7d78c23cd0e582dcb2238a02,ctls,reliability.oda.com,google,443,https://reliability.oda.com,https,text/html,GET,34.91.83.136,/,/favicon.ico,34.91.83.136,HSTS,49,False,True,nonerror,0,True,True,,,,,
security.oda.com,Authentication - Login portal,200,2429,login.prod.nube.tech,443,True,tls13,TLS_AES_256_GCM_SHA384,,2025-01-01T06:16:46Z,2025-04-01T06:16:45Z,CN=login.prod.nube.tech,login.prod.nube.tech,login.prod.nube.tech,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,4fd85cb025a9ed624df143989d51beb3,011ee73be35627ce0260a589fda5a831d1d35b6137fa10960163f094fc546db1,ctls,login.prod.nube.tech,google,443,https://security.oda.com,https,text/html,GET,34.91.83.136,/,/static/icon-16x16.png,34.91.83.136,HSTS,50,False,True,other,0,,,cdn.jsdelivr.net,https://login.prod.nube.tech/authentication/?rd=https://security.oda.com%2F,,,
sftp.oda.com,,200,1129,sftp.oda.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2025-01-12T07:39:02Z,2025-04-12T07:39:01Z,CN=sftp.oda.com,sftp.oda.com,sftp.oda.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,03abccc5c5b9f88b55b12ac703f54219,4ca38f3df033a01240e715a988dfa5b660a764d826c25e56e6a9496ab074a634,ctls,sftp.oda.com,,443,https://sftp.oda.com,https,text/html,GET,35.157.164.186,/,/favicon.ico,18.196.192.6,HSTS,1,False,,other,0,,,s3-us-west-2.amazonaws.com,,files.com,-734781815,
spc.oda.com,,404,13,spc.oda.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2025-01-15T05:01:04Z,2025-04-15T05:01:03Z,CN=spc.oda.com,spc.oda.com,spc.oda.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,266a8fe37d0c90b84f5fd4fee2f24051,6a47b357f44727b7777c3604e841bc9227e1b041ec580e0e3308e36b03cfda72,ctls,spc.oda.com,google,443,https://spc.oda.com,https,text/plain,GET,34.91.83.136,/,/favicon.ico,34.91.83.136,HSTS,1,False,True,error,0,,,,,,,
sustainability.oda.com,Fremtidens matbutikk skal selvfølgelig være klimavennlig!,200,257025,sustainability.oda.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2024-12-20T22:13:53Z,2025-03-20T22:13:52Z,CN=sustainability.oda.com,sustainability.oda.com,sustainability.oda.com,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,e6ec2f6a06093ec55bb87bfc7d9b55af,cac163f006dd317a46700b2347d9a75b6a598b0483705af21ea6f0fbbf6f4900,ctls,sustainability.oda.com,,443,https://sustainability.oda.com,https,text/html,GET,198.185.159.144,/,/content/v1/5ebd0c207e6df55262af4c0a/d048473c-a5ed-49a4-a7f8-be8aeefcb5e5/favicon.ico,198.185.159.145,Stimulus,7750,False,,other,0,,,,,Squarespace,-508602527,
sustainablefuture.oda.com,The sustainable future of food from Oda,200,127177,sustainablefuture.oda.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2025-01-30T20:42:59Z,2025-04-30T20:42:58Z,CN=sustainablefuture.oda.com,sustainablefuture.oda.com,sustainablefuture.oda.com,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,868b80ccc7dc2dcadb2c845fd298aa17,d1db3fff97e97b1d2c614fb3449a671f3b12ed2db44adef76fa0a8059c8b0a99,ctls,sustainablefuture.oda.com,,443,https://sustainablefuture.oda.com,https,text/html,GET,198.185.159.145,/,/content/v1/5ebd0c207e6df55262af4c0a/d048473c-a5ed-49a4-a7f8-be8aeefcb5e5/favicon.ico,198.185.159.145,Stimulus,3351,False,,other,0,,,,,Squarespace,-508602527,
syscam.osl1.oda.com,Oda Group Services AS - Sign In,200,33434,oda.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,oda.okta.com,google,443,https://syscam.osl1.oda.com,https,text/html,GET,34.91.83.136,/,/favicon.ico,34.91.83.136,Nginx,220,False,True,nonerror,0,,True,*.mapbox.com,https://oda.okta.com/app/google/exk4fu3rvoDbRD3XN417/sso/saml?SAMLRequest=fVLfT8IwEH438X9o%2Br6NYYykYSMIIZKgLjB88K10HevWtdjrQP97ywYRE%2BWtufv6%2Fbi74eizlmjPDQitIhz6PYy4YjoTahvhdTrzBngU394MgdZyR8aNLdSSfzQcLHI%2FFZC2EeHGKKIpCCCK1hyIZWQ1fl6Qvt8jO6OtZlpiNJ9GOC91yeRGsJKVWm2LKq%2Bo69JCVlW%2BqcpaCs6EKjB6O9vqH23NARo%2BV2Cpsq7U6997vb4X3qXhgIQPJAzfMUpOSo9CdQmu2dp0ICBPaZp4yesqbQn2IuPmxaEjvNV6K7nPdH2UTyiA2LtyTiVwjMYA3FhncKIVNDU3K272gvH1chHhwtodkCA4HA7%2BD01AA53R7sUAx%2B1YSZvMXMzzum961sXxX8zD4II0Pi3umGc%2BTbQU7AuNpdSHieHUujDWNC7LTJua2v91Qz9sKyLz8hZKGgU7t6dc8AyjIO5Uf1%2BIu5tv&RelayState=https%3A%2F%2Faccounts.google.com%2FCheckCookie%3Fcontinue%3Dhttps%253A%252F%252Faccounts.google.com%252Fo%252Foauth2%252Fv2%252Fauth%253Fresponse_type%253Dcode%2526client_id%253D51988899082-uu4kutopptcmk76ljkarou248cuu13hr.apps.googleusercontent.com%2526redirect_uri%253Dhttps%25253A%25252F%25252Fauth.oda.com%25252Fsignin%25252Fcallback%2526scope%253Dopenid%252Bemail%252Bprofile%2526state%253DeyJyYW5kb20iOjUwOCwidXJsIjoiaHR0cHM6Ly9zeXNjYW0ub3NsMS5vZGEuY29tLyJ9.yqSJ4GJKJ3aV5jPTEZPNylCo_Wc%2526hd%253Doda.com%2526access_type%253Doffline%2526prompt%253Dconsent%2526nonce%253DnN9HppEtiOxxRRkez3aw%2526authuser%253Dunknown%26client_id%3D51988899082-uu4kutopptcmk76ljkarou248cuu13hr.apps.googleusercontent.com%26redirect_uri%3Dhttps%253A%252F%252Fauth.oda.com%252Fsignin%252Fcallback%26scope%3Dopenid%2Bemail%2Bprofile,nginx,,"Okta, Inc."
syscam.osl2.oda.com,Oda Group Services AS - Sign In,200,33388,oda.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,oda.okta.com,google,443,https://syscam.osl2.oda.com,https,text/html,GET,34.91.83.136,/,/favicon.ico,34.91.83.136,Nginx,220,False,True,nonerror,0,,True,data.pendo.io,https://oda.okta.com/app/google/exk4fu3rvoDbRD3XN417/sso/saml?SAMLRequest=fVJdS8MwFH0X%2FA8l723Xiihh7ZgTceBHcdUH37L0tsuaJjE33fTfm3UTFXRv4eTkfNzc8eS9k8EGLAqtMpJEIxKA4roSqsnIc3kTXpJJfnoyRtZJQ6e9W6kneOsBXeBfKqTDRUZ6q6hmKJAq1gFSx%2Blien9H02hEjdVOcy1JML%2FOSK1aKVpo2zXUtak6U0tTm8asebtcLdeCcb6qqhZI8PIVK93FmiP2MFfomHIeGqXn4SgNk7MyuaTJBU2SVxIUB6crofYNjsVa7klIb8uyCIvHRTkIbEQF9sGzM9Jo3UiIuO529gVDFBsP10yijzdFBOt8wJlW2HdgF2A3gsPz011GVs4ZpHG83W6jb5mYxbpi%2BxNHkg9jpUMz%2B2Oex3OzL1%2BS%2F6U8jn%2BI5oeP2%2FWZXxdaCv4RTKXU25kF5nwZZ3vf5Ubbjrn%2FfZMoGRBRhfVApb1CA1zUAioSxPne9feG%2BL35BA%3D%3D&RelayState=https%3A%2F%2Faccounts.google.com%2FCheckCookie%3Fcontinue%3Dhttps%253A%252F%252Faccounts.google.com%252Fo%252Foauth2%252Fv2%252Fauth%253Fresponse_type%253Dcode%2526client_id%253D51988899082-uu4kutopptcmk76ljkarou248cuu13hr.apps.googleusercontent.com%2526redirect_uri%253Dhttps%25253A%25252F%25252Fauth.oda.com%25252Fsignin%25252Fcallback%2526scope%253Dopenid%252Bemail%252Bprofile%2526state%253DeyJyYW5kb20iOjg0OSwidXJsIjoiaHR0cHM6Ly9zeXNjYW0ub3NsMi5vZGEuY29tLyJ9.p1E0RwPKu-6aEV6_R_21NB8SLLo%2526hd%253Doda.com%2526access_type%253Doffline%2526prompt%253Dconsent%2526nonce%253Dtclm1AmX65poKLy60ttV%2526authuser%253Dunknown%26client_id%3D51988899082-uu4kutopptcmk76ljkarou248cuu13hr.apps.googleusercontent.com%26redirect_uri%3Dhttps%253A%252F%252Fauth.oda.com%252Fsignin%252Fcallback%26scope%3Dopenid%2Bemail%2Bprofile,nginx,,"Okta, Inc."
tech.oda.com,Page not found!,404,887,tech.oda.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2025-01-05T19:39:32Z,2025-04-05T19:39:31Z,CN=prod.nube.tech,prod.nube.tech,prod.nube.tech,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,382886d565dfa6dbf65b7e25f5581942,0ebd7019185bab08757d7bb7aabda45b9f01ce1b7d78c23cd0e582dcb2238a02,ctls,tech.oda.com,google,443,https://tech.oda.com,https,text/html,GET,34.91.83.136,/,/favicon.ico,34.91.83.136,HSTS,49,False,True,nonerror,0,True,True,,,,,
www.oda.com,Oda · Matbutikk på nett. Hjemlevering av mat til lave priser.,200,329362,oda.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2024-09-09T07:01:33Z,2025-10-05T21:59:00Z,CN=oda.com,oda.com,www.oda.com,"CN=Buypass Class 2 CA 2, O=Buypass AS-983163327, C=NO",Buypass Class 2 CA 2,Buypass AS-983163327,6760cf5fba5302970cbcdb38fc9048a4,17ff938a5d80c03d74467c9deafb4e6d55d2c5587f3f651fceed7050613b06ec,ctls,oda.com,google,443,https://www.oda.com,https,text/html,GET,34.91.83.136,/,/favicons/oda/favicon.png,34.91.83.136,Varnish,1,False,True,other,0,,,*.doubleclick.net,https://oda.com/no/,,-947446848,
www.sustainablefuture.oda.com,The sustainable future of food from Oda,200,127177,,,,,,,,,,,,,,,,,,,,443,https://www.sustainablefuture.oda.com,https,text/html,GET,198.49.23.144,/,/content/v1/5ebd0c207e6df55262af4c0a/d048473c-a5ed-49a4-a7f8-be8aeefcb5e5/favicon.ico,198.185.159.145,Stimulus,3351,False,,other,0,,,,https://sustainablefuture.oda.com/,Squarespace,-508602527,
y.oda.com,Page not found!,404,887,y.oda.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2024-11-09T00:11:02Z,2025-02-07T00:11:01Z,CN=y.oda.com,y.oda.com,y.oda.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,21236977f5275c5bf6d6287a74bff616,53360501f24cf41d1452e5c279dc1c2813d19a5affc07504fc80bafc42e4a458,ctls,y.oda.com,google,443,https://y.oda.com,https,text/html,GET,34.91.83.136,/,/favicon.ico,34.91.83.136,HSTS,49,False,True,nonerror,0,,,,,,,
