input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,webserver,tls_expired,csp_domains_,tls_mismatched,tls_subject_org_,final_url
pertamina.gopayapi.com,,401,20,pertamina.gopayapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2023-07-09T23:59:59Z,CN=gopayapi.com,gopayapi.com,pertamina.gopayapi.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,6596721631fbb08ac651d6ca84a21b43,c4d8b6dcdaecab9dddbdea38a9bc1fce8e21dc5df7d73c43aca345a520c54621,,ctls,pertamina.gopayapi.com,,443,https://pertamina.gopayapi.com:443,https,text/plain,GET,13.228.102.56,/,-156363146,13.228.102.56,Envoy,2,False,,envoy,,,,,
portal-gocollect-staging.mab.co.id,403,403,134,portal-gocollect-staging.mab.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-20T19:25:15Z,2023-07-19T20:16:05Z,CN=api-gocollect-staging.mab.co.id,api-gocollect-staging.mab.co.id,portal-gocollect-staging.mab.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,5e8a59b1c3c5e06175a3cc8f73ffd358,c8e69bd3f7a7a0b4452198d4b55c21b45a093da8e7f6a5e10cf8cd6dd3b6e6ef,,ctls,portal-gocollect-staging.mab.co.id,google,443,https://portal-gocollect-staging.mab.co.id:443,https,text/html,GET,35.219.45.95,/,1723221432,35.219.45.95,HTTP/3,1,False,True,,,,,,
portal-lender-experience.mab.co.id,403,403,134,portal-lender-experience.mab.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-12T06:42:44Z,2023-07-11T07:32:53Z,CN=api-auditservice-loanplatform.mab.co.id,api-auditservice-loanplatform.mab.co.id,portal-lender-experience.mab.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,9ba480ba29d614d40a6165ded91430a1,19b5e0e71e6308e8440c9e66d160796b9f91a9c9e1753e29308224085206c3cd,,ctls,portal-lender-experience.mab.co.id,google,443,https://portal-lender-experience.mab.co.id:443,https,text/html,GET,35.219.2.102,/,1723221432,35.219.2.102,HTTP/3,1,False,True,,,,,,
portal-loanplatform-staging.mab.co.id,403,403,134,portal-loanplatform-staging.mab.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-20T19:25:15Z,2023-07-19T20:16:05Z,CN=api-gocollect-staging.mab.co.id,api-gocollect-staging.mab.co.id,portal-gocollect-staging.mab.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,5e8a59b1c3c5e06175a3cc8f73ffd358,c8e69bd3f7a7a0b4452198d4b55c21b45a093da8e7f6a5e10cf8cd6dd3b6e6ef,,ctls,portal-loanplatform-staging.mab.co.id,google,443,https://portal-loanplatform-staging.mab.co.id:443,https,text/html,GET,35.219.45.95,/,1723221432,35.219.45.95,HTTP/3,1,False,True,,,,,,
raccoon-integration.gojekapi.com,,404,48,raccoon-integration.gojekapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,CN=*.gojekapi.com,*.gojekapi.com,gojekapi.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d3b0d1950e60c52f7dbe1a10a728c00d,18c88f22d4699ab1101d57333bc7dba7c09d388d211d02602e80c01c2831a744,True,ctls,raccoon-integration.gojekapi.com,google,443,https://raccoon-integration.gojekapi.com:443,https,application/json,GET,34.149.74.180,/,834205737,34.149.74.180,HTTP/3,1,False,True,,,,,,
raccoon.gojekapi.com,,404,48,raccoon.gojekapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,CN=*.gojekapi.com,*.gojekapi.com,gojekapi.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d3b0d1950e60c52f7dbe1a10a728c00d,18c88f22d4699ab1101d57333bc7dba7c09d388d211d02602e80c01c2831a744,True,ctls,raccoon.gojekapi.com,google,443,https://raccoon.gojekapi.com:443,https,application/json,GET,34.120.226.254,/,834205737,34.120.226.254,HTTP/3,1,False,True,,,,,,
risk-migration.mab.co.id,404 Not Found,404,548,risk-migration.mab.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T11:41:14Z,2023-08-06T12:31:25Z,CN=risk-migration.mab.co.id,risk-migration.mab.co.id,risk-migration.mab.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,6f66addc364f131f6b1a61e0004725aa,c7ff37fdfb73e3e708c24a080884782ecbebbf5656fdacc2b4da6199c758ad84,,ctls,risk-migration.mab.co.id,google,443,https://risk-migration.mab.co.id:443,https,text/html,GET,35.219.115.23,/,566218143,35.219.115.23,HTTP/3,14,False,True,,,,,,
sandbox-api.di-partner.gojekapi.com,,503,,sandbox-api.di-partner.gojekapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-18T20:11:13Z,2022-09-16T20:11:12Z,CN=sandbox-api.di-partner.gojekapi.com,sandbox-api.di-partner.gojekapi.com,sandbox-api.di-partner.gojekapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5c6270e2e75d2e36db9fdf53defa9684,085202567c9ea4c7c261c4d6e982a5ca7ef212278b4a53c0c2b35fbab4ded05c,,ctls,sandbox-api.di-partner.gojekapi.com,google,443,https://sandbox-api.di-partner.gojekapi.com:443,https,,GET,34.126.93.181,/,-1840324437,34.126.93.181,,1,False,True,istio-envoy,True,,,,
sandbox-id-pin.gopayapi.com,,403,19,sandbox-id-pin.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T06:37:44Z,2023-08-01T06:37:43Z,CN=sandbox-id-pin.gopayapi.com,sandbox-id-pin.gopayapi.com,sandbox-id-pin.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1d962daac660cb95622fd674b6eafecf,e884d2133120d867d6bfa3fc07d192e13f87a8e3226b985490989acca25e02a1,,ctls,sandbox-id-pin.gopayapi.com,google,443,https://sandbox-id-pin.gopayapi.com:443,https,text/plain,GET,34.128.88.135,/,419813485,34.128.88.135,,1,False,True,istio-envoy,,,,,
sandbox-midtrans.gopayapi.com,,403,19,sandbox-midtrans.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-06T15:59:27Z,2023-08-04T15:59:26Z,CN=sandbox-midtrans.gopayapi.com,sandbox-midtrans.gopayapi.com,sandbox-midtrans.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7395cb4d1f030112e80185a033c39f2d,8c51457ef38126ccd2f0cdbef7fb621a32655507c5bc0247b5e6a5757143cf4b,,ctls,sandbox-midtrans.gopayapi.com,google,443,https://sandbox-midtrans.gopayapi.com:443,https,text/plain,GET,34.87.182.53,/,419813485,34.87.182.53,,1,False,True,istio-envoy,,,,,
secure-staging.mab.co.id,,404,18,secure-staging.mab.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-06T02:10:46Z,2023-07-05T03:03:19Z,CN=api-support-staging.mab.co.id,api-support-staging.mab.co.id,paylater-api-staging.mab.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,11fab00a3fdf94c99c3fe1d2a4570eb7,e292eb82c6e752bcdb1d5ce340de177678c6c425fd7c54287ef41fa716272f5c,,ctls,secure-staging.mab.co.id,google,443,https://secure-staging.mab.co.id:443,https,text/plain,GET,35.219.97.19,/,-429073533,35.219.97.19,HTTP/3,1,False,True,,,,,,
sentry.findaya.co.id,Sign In | Sentry,200,7691,sentry.findaya.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T12:58:02Z,2023-07-04T13:45:31Z,CN=agreement-system.findaya.co.id,agreement-system.findaya.co.id,sentry.findaya.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,ec85358c6c67e3431d8886c12ab768aa,f77b0551dc67f88c2378b3268c2f5103401106587e940ccb7e88f30c02e8e50c,,ctls,sentry.findaya.co.id,google,443,https://sentry.findaya.co.id:443,https,text/html,GET,35.219.65.247,/,-1840324437,35.219.65.247,Python,239,False,True,,,,,,https://sentry.findaya.co.id/auth/login/sentry/
slackbot-northstar.findaya.co.id,,404,89,slackbot-northstar.findaya.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-15T08:09:12Z,2023-08-13T09:02:25Z,CN=api-northstar.findaya.co.id,api-northstar.findaya.co.id,slackbot-northstar.findaya.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,cf423db6a8507efaa2d5610845e2373c,34600c72174e53942fd28506c3a189cec53f3f7f427a4e3f9bde1d0327aeed16,,ctls,slackbot-northstar.findaya.co.id,google,443,https://slackbot-northstar.findaya.co.id:443,https,application/json,GET,34.117.123.127,/,1198801427,34.117.123.127,Nginx,1,False,True,nginx,,,,,
snap-auth.gopayapi.com,,404,,snap-auth.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T02:55:54Z,2023-07-04T02:55:53Z,CN=snap-auth.gopayapi.com,snap-auth.gopayapi.com,snap-auth.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,353ea0bd0e92254b767171c35296bf43,3a2c8db6dd26926a7df1aa2f5aae137c46b0aee8f9a194f6b057a6bab79dd6b6,,ctls,snap-auth.gopayapi.com,,443,https://snap-auth.gopayapi.com:443,https,,GET,54.179.122.87,/,-1840324437,54.251.86.142,,1,False,,istio-envoy,,,,,
snap-integration.gopayapi.com,,404,,snap-integration.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-18T06:15:47Z,2023-07-17T06:15:46Z,CN=snap-integration.gopayapi.com,snap-integration.gopayapi.com,snap-integration.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,268e550211ecf3df7695c2a3bf2a5239,535299e3ecf6fb04dbde3df53861ea73c5e153247fb6a7f2640fa0295beff2dd,,ctls,snap-integration.gopayapi.com,,443,https://snap-integration.gopayapi.com:443,https,,GET,54.151.238.138,/,-1840324437,52.221.96.2,,1,False,,istio-envoy,,,,,
snap-sandbox.gopayapi.com,,404,,snap-sandbox.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T01:06:16Z,2023-07-09T01:06:15Z,CN=snap-sandbox.gopayapi.com,snap-sandbox.gopayapi.com,snap-sandbox.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d48db1ce5a423cdf587530c8e9a26384,60101bd1f123d63e8601d3ca5627c5f91cce9302a653115717efa064897bc3e3,,ctls,snap-sandbox.gopayapi.com,google,443,https://snap-sandbox.gopayapi.com:443,https,,GET,34.87.182.53,/,-1840324437,34.87.182.53,,1,False,True,istio-envoy,,,,,
snap.gopayapi.com,,403,19,snap.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T09:32:07Z,2023-07-16T09:32:06Z,CN=snap.gopayapi.com,snap.gopayapi.com,snap.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bc3dfae064045d285f98b88ffcce9ceb,088e5d51d36b4a03793281cab92809a274da5601c6d00b7759d70527834233ec,,ctls,snap.gopayapi.com,,443,https://snap.gopayapi.com:443,https,text/plain,GET,54.179.122.87,/,419813485,46.137.248.76,,1,False,,istio-envoy,,,,,
staging-driver-ping.gojekapi.com,502 Server Error,502,332,staging-driver-ping.gojekapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,CN=*.gojekapi.com,*.gojekapi.com,gojekapi.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d3b0d1950e60c52f7dbe1a10a728c00d,18c88f22d4699ab1101d57333bc7dba7c09d388d211d02602e80c01c2831a744,True,ctls,staging-driver-ping.gojekapi.com,google,443,https://staging-driver-ping.gojekapi.com:443,https,text/html,GET,130.211.28.78,/,-670719049,130.211.28.78,HTTP/3,11,False,True,,,,,,
staging-driver.gojekapi.com,502 Server Error,502,332,staging-driver.gojekapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,CN=*.gojekapi.com,*.gojekapi.com,gojekapi.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d3b0d1950e60c52f7dbe1a10a728c00d,18c88f22d4699ab1101d57333bc7dba7c09d388d211d02602e80c01c2831a744,True,ctls,staging-driver.gojekapi.com,google,443,https://staging-driver.gojekapi.com:443,https,text/html,GET,130.211.31.164,/,-670719049,130.211.31.164,HTTP/3,11,False,True,,,,,,
staging.mobileassets.gopaylater.findaya.co.id,,403,111,staging.mobileassets.gopaylater.findaya.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T09:10:19Z,2023-07-04T10:03:33Z,CN=staging.mobileassets.gopaylater.findaya.co.id,staging.mobileassets.gopaylater.findaya.co.id,staging.mobileassets.gopaylater.findaya.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8922f269fca2cc8acbd0fd93cf81a317,e200a62b764c74d4de9bd63045b8485e7bd1a3cb343b7a6725c948164917beae,,ctls,staging.mobileassets.gopaylater.findaya.co.id,google,443,https://staging.mobileassets.gopaylater.findaya.co.id:443,https,application/xml,GET,35.219.0.60,/,2028370544,35.219.0.60,HTTP/3,1,False,True,UploadServer,,,,,
stg-am.gopayapi.com,,403,19,stg-am.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2023-07-08T23:59:59Z,CN=stg-am.gopayapi.com,stg-am.gopayapi.com,stg-am.gopayapi.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,fcfe2f5035703f59bd0e0542c660351b,f80316941f6414b7001178dfc87b30d59379e291fb0039b361063e71ffb242cc,,ctls,stg-am.gopayapi.com,,443,https://stg-am.gopayapi.com:443,https,text/plain,GET,13.250.166.29,/,419813485,18.139.43.231,,1,False,,istio-envoy,,,,,
stg-gpl-internal-proxy.gopayapi.com,,403,19,stg-gpl-internal-proxy.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-30T23:12:00Z,2023-06-28T23:11:59Z,CN=stg-gpl-internal-proxy.gopayapi.com,stg-gpl-internal-proxy.gopayapi.com,stg-gpl-internal-proxy.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b62c9f6e772846c8ec88015fadb476a7,f168e3504e3669ed7ec101db10497665c1120067965f62ab8a5089d5a9cda273,,ctls,stg-gpl-internal-proxy.gopayapi.com,,443,https://stg-gpl-internal-proxy.gopayapi.com:443,https,text/plain,GET,54.254.102.57,/,419813485,52.221.96.2,,1,False,,istio-envoy,,,,,
stg-id-pin.gopayapi.com,,403,19,stg-id-pin.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-19T06:01:20Z,2023-06-17T06:01:19Z,CN=stg-id-pin.gopayapi.com,stg-id-pin.gopayapi.com,stg-id-pin.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e35c153edbd45ca0e948f6eb4f7a3365,280848e560671dae17de70f026bab1d803140deda1db43c1df33a9baac201349,,ctls,stg-id-pin.gopayapi.com,google,443,https://stg-id-pin.gopayapi.com:443,https,text/plain,GET,34.101.111.245,/,419813485,34.101.111.245,,1,False,True,istio-envoy,,,,,
stg.covid19grant.gopayapi.com,,404,,stg.covid19grant.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-09T18:59:58Z,2023-07-08T18:59:57Z,CN=stg.covid19grant.gopayapi.com,stg.covid19grant.gopayapi.com,stg.covid19grant.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bb2d5a4ded471822eff4b1b23b03900c,3f0409f78f2c9b28e399a760ec01049b787dd58f9d0ade3659b68311fac76fe4,,ctls,stg.covid19grant.gopayapi.com,,443,https://stg.covid19grant.gopayapi.com:443,https,,GET,54.151.238.138,/,-1840324437,54.254.102.57,,1,False,,istio-envoy,,,,,
stg.gopayapi.com,,401,20,stg.gopayapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2023-07-08T23:59:59Z,CN=stg.gopayapi.com,stg.gopayapi.com,p-pertamina-stg.gopayapi.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,d4879ed978bb0d06cd980e562bb2cbbf,d4051aba05bdb9df547c2c5d5462d5f7b2ff2f20716628c3d7d9ce434cd719e4,,ctls,stg.gopayapi.com,,443,https://stg.gopayapi.com:443,https,text/plain,GET,52.77.26.221,/,-156363146,52.77.26.221,Envoy,2,False,,envoy,,,,,
support-staging.mab.co.id,MAB CS Portal,200,648,support-staging.mab.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-06T02:10:46Z,2023-07-05T03:03:19Z,CN=api-support-staging.mab.co.id,api-support-staging.mab.co.id,paylater-api-staging.mab.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,11fab00a3fdf94c99c3fe1d2a4570eb7,e292eb82c6e752bcdb1d5ce340de177678c6c425fd7c54287ef41fa716272f5c,,ctls,support-staging.mab.co.id,google,443,https://support-staging.mab.co.id:443,https,text/html,GET,35.219.97.19,/,-2009722838,35.219.97.19,React,1,False,True,,,,,,
test-driver-ping.gojekapi.com,502 Server Error,502,332,test-driver-ping.gojekapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,CN=*.gojekapi.com,*.gojekapi.com,gojekapi.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d3b0d1950e60c52f7dbe1a10a728c00d,18c88f22d4699ab1101d57333bc7dba7c09d388d211d02602e80c01c2831a744,True,ctls,test-driver-ping.gojekapi.com,google,443,https://test-driver-ping.gojekapi.com:443,https,text/html,GET,35.241.25.186,/,-670719049,35.241.25.186,HTTP/3,11,False,True,,,,,,
tokped.di.gopayapi.com,,403,19,tokped.di.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T23:38:49Z,2023-07-03T23:38:48Z,CN=tokped.di.gopayapi.com,tokped.di.gopayapi.com,tokped.di.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c9db624a88ab20697c0d10322ee0d767,acbfe9fa21a6610d611359aa4c0ba335d44a254231cb1a5dbf8b5a18516200c0,,ctls,tokped.di.gopayapi.com,google,443,https://tokped.di.gopayapi.com:443,https,text/plain,GET,34.87.79.101,/,419813485,34.87.79.101,,1,False,True,istio-envoy,,,,,
tools.mab.co.id,403 Forbidden,403,548,tools.mab.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T08:30:35Z,2023-08-09T09:21:27Z,CN=tools.mab.co.id,tools.mab.co.id,tools.mab.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,9a0e4d7397d63894436af955f5d1dcb5,fa178f02041b7cc17674325bb555dd13126963ffc29fbe27707c50d1f9f714a0,,ctls,tools.mab.co.id,google,443,https://tools.mab.co.id:443,https,text/html,GET,35.219.115.23,/,586998417,35.219.115.23,HTTP/3,14,False,True,,,,,,
videos.gojekapi.com,ERROR: The request could not be satisfied,403,986,videos.gojekapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2017-05-24T00:00:00Z,2020-08-03T23:59:59Z,"CN=*.gojekapi.com, OU=EssentialSSL Wildcard, OU=Domain Control Validated",*.gojekapi.com,gojekapi.com,"CN=COMODO RSA Domain Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Domain Validation Secure Server CA,COMODO CA Limited,19139a27bb2160a30377e25fa757f5ab,9dbd0924962e6cdfaca474bb3f4b492f3d1649a9d34065597d0c6250be92549c,True,ctls,videos.gojekapi.com,cloudfront,443,https://videos.gojekapi.com:443,https,text/html,GET,13.225.78.24,/,2019789079,2600:9000:2190:a600:1c:f44e:f6c0:93a1,Amazon Web Services,20,False,True,CloudFront,True,,,,
vn-emoney.gopayapi.com,,403,19,vn-emoney.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-29T03:55:19Z,2023-06-27T03:55:18Z,CN=vn-emoney.gopayapi.com,vn-emoney.gopayapi.com,vn-emoney.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c3b57dc307cacf3493b9f4b62f27323c,98f85bf0f826e14858a1df057c372e997bc93b5cefc160dfc8df9ce72345e7a8,,ctls,vn-emoney.gopayapi.com,google,443,https://vn-emoney.gopayapi.com:443,https,text/plain,GET,35.198.203.190,/,419813485,35.198.203.190,,1,False,True,istio-envoy,,,,,
vn-emoney.staging.gopayapi.com,,503,,vn-emoney.staging.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-29T03:56:48Z,2023-06-27T03:56:47Z,CN=vn-emoney.staging.gopayapi.com,vn-emoney.staging.gopayapi.com,vn-emoney.staging.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,325e9570d124b037c270e37695955237,c01efc1ac321c6be3b04fc8e7e037e594e48da6bad35383bf71022f539f1d732,,ctls,vn-emoney.staging.gopayapi.com,google,443,https://vn-emoney.staging.gopayapi.com:443,https,,GET,34.87.48.250,/,-1840324437,34.87.48.250,,1,False,True,istio-envoy,,,,,
web-staging.di-partner.gojekapi.com,Sign In | GoAuth,200,25763,integration-goauth.gojekapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,CN=*.gojekapi.com,*.gojekapi.com,gojekapi.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d3b0d1950e60c52f7dbe1a10a728c00d,18c88f22d4699ab1101d57333bc7dba7c09d388d211d02602e80c01c2831a744,True,ctls,integration-goauth.gojekapi.com,google,443,https://web-staging.di-partner.gojekapi.com:443,https,text/html,GET,34.126.93.181,/,-1840324437,34.126.93.181,webpack,1,False,True,,,,,,https://integration-goauth.gojekapi.com/login?reference=ea09c93c-e73c-413b-a7ed-c26de0f87e99&ui_locales=
web-staging.findaya.co.id,Findaya,200,12980,web-staging.findaya.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T09:16:23Z,2023-06-20T10:08:56Z,CN=web-staging.findaya.co.id,web-staging.findaya.co.id,web-staging.findaya.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,2525ef011e37209bbef4cba64170329d,6c4d1a157ba3f659655c2359da48114f20912341cfab79dc6ab206cc972e6885,,ctls,web-staging.findaya.co.id,google,443,https://web-staging.findaya.co.id:443,https,text/html,GET,35.219.34.220,/,2028370544,35.219.34.220,HTTP/3,286,False,True,UploadServer,,,,,
web-staging.mab.co.id,PT Multifinance Anak Bangsa - Home,200,44840,web-staging.mab.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T20:19:09Z,2023-07-10T21:10:21Z,CN=web-staging.mab.co.id,web-staging.mab.co.id,web-staging.mab.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,44b1ed06580e79bf166852d60aa74fe3,1d5ddc21295ec93bc263604930cc0dd4046b371164c14370b5d70f56c2b99013,,ctls,web-staging.mab.co.id,google,443,https://web-staging.mab.co.id:443,https,text/html,GET,34.111.127.46,/,2028370544,34.111.127.46,HTTP/3,1161,False,True,UploadServer,,,,,
web.di-partner.gojekapi.com,Sign In | GoAuth,200,20311,accounts.go-jek.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-05T00:00:00Z,2023-07-31T23:59:59Z,CN=*.go-jek.com,*.go-jek.com,go-jek.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,66d9db65eb4191817d8e2e43e4446d71,c37dcf8220e4d9a5d01d80f95f4b8714e2c98d3ee9525b6f2369464fb508df7e,True,ctls,accounts.go-jek.com,google,443,https://web.di-partner.gojekapi.com:443,https,text/html,GET,34.87.79.101,/,-1840324437,34.87.79.101,webpack,1,False,True,,,,,,https://accounts.go-jek.com/login?reference=59d5a21c-846e-475e-b1ec-47f3b783ab5f&ui_locales=
www.findaya.com,Findaya,200,12959,www.findaya.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-09T02:32:21Z,2023-07-08T03:25:54Z,CN=www.findaya.co.id,www.findaya.co.id,www.findaya.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,bc741a7680c6414ca2adeb9352c54313,616bcd35f5d7b8380d56c694b8efd36f4f8edfe6d15b4e4e4f937f21d5f1a4ad,,ctls,www.findaya.co.id,,443,https://www.findaya.com:443,https,text/html,GET,116.206.196.14,/,2028370544,116.206.196.14,HTTP/3,286,False,,UploadServer,,,,,https://www.findaya.co.id/
www.gojekapi.com,GO-JEK,200,315,,,,,,,,,,,,,,,,,,,google,80,http://www.gojekapi.com:80,http,text/html,GET,35.229.255.189,/,-1691590590,35.229.255.189,Ubuntu,7,False,True,Apache/2.4.54 (Ubuntu),,,,,
