input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,webserver,tls_expired,csp_domains_,tls_mismatched,tls_subject_org_,final_url
api-merchants.findaya.co.id,403,403,134,api-merchants.findaya.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T06:26:52Z,2023-07-30T07:17:44Z,CN=api-merchants.findaya.co.id,api-merchants.findaya.co.id,api-merchants.findaya.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,885e24ed1df3ae6592e75ea1a921a835,49ede4b5d911a619b093438d7ffab3f96e13aa5c79c4ef88f83198deffc0dcfb,,ctls,api-merchants.findaya.co.id,google,443,https://api-merchants.findaya.co.id:443,https,text/html,GET,35.244.179.18,/,1723221432,35.244.179.18,HTTP/3,1,False,True,,,,,,
api-northstar.findaya.co.id,Sign in - Google Accounts,200,621467,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,True,ctls,accounts.google.com,google,443,https://api-northstar.findaya.co.id:443,https,text/html,GET,34.117.123.127,/,-1477046173,34.117.123.127,HTTP/3,46,False,True,ESF,,http:,,,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S-1895530836%3A1684142684841284&client_id=120325071327-8ckg0n6j9gasq26hlthiphbckr1tua50.apps.googleusercontent.com&code_challenge=l9iV6i25Yyay5BPMF5zKD3Er8bzqKuOOl1LfJHo3yMI&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F120325071327-8ckg0n6j9gasq26hlthiphbckr1tua50.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AVinkEkE0myJumUjH75y4jPe25EI5zdzRm8NXhQEP3hyQsk5CcGa8F2WuUd_gLdkDrDJeSwUmwDPVMsTchy-4mSteX72KCuw6YG4FI7-ZIO9dGoOO66dRmYlXBqXN_oQ8pGLbi8aBxM-9EvqrRlN1xsRFwSdc9r2wCwo0PBl6JEXLQE0bYELO8fmAvxzQej7dIz6dRJmP86lQZhWayI9fsnFI6Xxv44zWkc-Pq6QwELiZgejXd_vfmd_okBvsJEuMhHPMu1OMwf83EyREwt8GkBjELsjSgxm8_I2s0A-HOZzo9jL0OwOUt-YgO3VSlQOetrKpjFwkN0eBZ_jKUnTlWa_RG4q1DawqLbadKLYSYYbCfPfgML1Gfb3aoYaDuPOFecKSnJW6rJjbhv4owFdpY7AvuQY1O2x1foj9piF3EfQKbIkkwIAZ8AQsW7RxfWAj52YKzT9DXrrnxueRsJAtoL4qRKL8zd5huKouABWsmkGKLboAw_KZqqHgug2hONoc-TSdvKXU7yk0ACVYM2yHbD1aoSC6_WsffsiwnEzhHZt10B0kWWVtxHWcd-2fD6-PF3TvTsB_4WMBKzPeMZJ80b7P7ovRKWDfLBm2zW6wilpX1Zpj8M25zsFdLEo01CKZTbtRAxauTIx9Vj-42vAyWqGiULeDiHuxTfsLdmuQScYGTO3E_rmXR8JxNuvqGsNIRpfqcuU8r8DJ-YYBX4lTKP-lxGaCi9uNq00hxd7QnAq2M9BOZlwtQ_rMxJCgu1fAOars7K5hTJjIF5feHLWyanN2WGp3ww_v4DhieOPA2fF1cvxn0_eg8FIhxHKDCgXFAD0TOyCjHvE_jBoFhXdEK5WpOvusvYolGfVGjxu_EAP7U3xtHr6GlLXVBqeoq76l5G2jk7_Hqt4ekydEAORNuoDy2YObV0zHxO10JCmReCcKsGaQRz57PWj3XLUAs0D15gLSOmMukT9HVB8EJgs2BQf0dYz-do3QEq1c5Ud_ZQnK7u7ovtyX9dyMhw38Tozt12ZX2Kmy3_bOwq6fofPbDShIjlUssf2C1yyQ1_tNgNI8nuAgw&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAMEH9lLuGOzUvDtAyeqmee0_vjtPclrA0b16CllrmHvkK1zpjxTHjWGxoPaMisl3ytiSlfq4TM8bOfH2hsK2V7Y2QyJgy9JAahXXF0HoqWngcL1iEJHRBUV90IOq09zYvHKT7SijcZXoNBJFC6MJjlX9UQqnOOYkmDk_2QGzLl2ndDzmf3e-Gtr2wFvoc8xSC0mCIIx_WFAflBbrOQGN3-kxZ-Vh0Yxu7Iipbq3dj12RvkFfAanK_XeEuXxi2p9QV9GriGLtBh-t-CEOX_TYqQIVOGBmSnPg8OauCTXjBvPFy5Ur6ORiNqORv2nytUJpuuJ1Tj5-WgPnMNV7h9EWwugMVsCNA-hLstvmrhqi_vzXF2nj-GaCN_nK6t3aim2UB_bEG2YVSczk5X5VAv9wdoJx17OucBaGz89sZ-qCM_Z5F9vtkiYQPfIW3Fu7QMC9wjUBcIK-qvyC2gxBsbIcqRvMYNAoQ%26as%3DS-1895530836%253A1684142684841284%26client_id%3D120325071327-8ckg0n6j9gasq26hlthiphbckr1tua50.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxcdFzVb6Snvqx8WCU_18VZAJ0jtVpVaFWxumc1NhTKa8n9W2O2nA0G7ZEJSJD1OE7mwC6dhcjQ9pOBdOpLpo10a36sCIOA
api-pi-loanplatform-staging.mab.co.id,403,403,134,api-pi-loanplatform-staging.mab.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-20T19:25:15Z,2023-07-19T20:16:05Z,CN=api-gocollect-staging.mab.co.id,api-gocollect-staging.mab.co.id,portal-gocollect-staging.mab.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,5e8a59b1c3c5e06175a3cc8f73ffd358,c8e69bd3f7a7a0b4452198d4b55c21b45a093da8e7f6a5e10cf8cd6dd3b6e6ef,,ctls,api-pi-loanplatform-staging.mab.co.id,google,443,https://api-pi-loanplatform-staging.mab.co.id:443,https,text/html,GET,35.219.45.95,/,1723221432,35.219.45.95,HTTP/3,1,False,True,,,,,,
api-pi-loanplatform.mab.co.id,403,403,134,api-pi-loanplatform.mab.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-12T06:42:44Z,2023-07-11T07:32:53Z,CN=api-auditservice-loanplatform.mab.co.id,api-auditservice-loanplatform.mab.co.id,portal-lender-experience.mab.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,9ba480ba29d614d40a6165ded91430a1,19b5e0e71e6308e8440c9e66d160796b9f91a9c9e1753e29308224085206c3cd,,ctls,api-pi-loanplatform.mab.co.id,google,443,https://api-pi-loanplatform.mab.co.id:443,https,text/html,GET,35.219.2.102,/,1723221432,35.219.2.102,HTTP/3,1,False,True,,,,,,
api-recon-service-loanplatform-staging.mab.co.id,403,403,134,api-recon-service-loanplatform-staging.mab.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-20T19:25:15Z,2023-07-19T20:16:05Z,CN=api-gocollect-staging.mab.co.id,api-gocollect-staging.mab.co.id,portal-gocollect-staging.mab.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,5e8a59b1c3c5e06175a3cc8f73ffd358,c8e69bd3f7a7a0b4452198d4b55c21b45a093da8e7f6a5e10cf8cd6dd3b6e6ef,,ctls,api-recon-service-loanplatform-staging.mab.co.id,google,443,https://api-recon-service-loanplatform-staging.mab.co.id:443,https,text/html,GET,35.219.45.95,/,1723221432,35.219.45.95,HTTP/3,1,False,True,,,,,,
api-recon-service-loanplatform.mab.co.id,403,403,134,api-recon-service-loanplatform.mab.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-12T06:42:44Z,2023-07-11T07:32:53Z,CN=api-auditservice-loanplatform.mab.co.id,api-auditservice-loanplatform.mab.co.id,portal-lender-experience.mab.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,9ba480ba29d614d40a6165ded91430a1,19b5e0e71e6308e8440c9e66d160796b9f91a9c9e1753e29308224085206c3cd,,ctls,api-recon-service-loanplatform.mab.co.id,google,443,https://api-recon-service-loanplatform.mab.co.id:443,https,text/html,GET,35.219.2.102,/,1723221432,35.219.2.102,HTTP/3,1,False,True,,,,,,
api-support-staging.mab.co.id,401 Authorization Required,401,172,api-support-staging.mab.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-06T02:10:46Z,2023-07-05T03:03:19Z,CN=api-support-staging.mab.co.id,api-support-staging.mab.co.id,paylater-api-staging.mab.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,11fab00a3fdf94c99c3fe1d2a4570eb7,e292eb82c6e752bcdb1d5ce340de177678c6c425fd7c54287ef41fa716272f5c,,ctls,api-support-staging.mab.co.id,google,443,https://api-support-staging.mab.co.id:443,https,text/html,GET,35.219.97.19,/,-1710455754,35.219.97.19,HTTP/3,8,False,True,,,,,,
api.di-partner-stg.gojekapi.com,,503,,api.di-partner-stg.gojekapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-08T05:47:44Z,2023-07-07T05:47:43Z,CN=*.di-partner-stg.gojekapi.com,*.di-partner-stg.gojekapi.com,*.di-partner-stg.gojekapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fb3300e3f052b1090536c553c7b34c6d,ec8d3aa526b47fa9829332943414ff618c44ab5a1af4f1e0c0952ef560b3e3aa,True,ctls,api.di-partner-stg.gojekapi.com,,443,https://api.di-partner-stg.gojekapi.com:443,https,,GET,18.139.43.231,/,-1840324437,13.250.166.29,,1,False,,istio-envoy,,,,,
api.findaya.co.id,403,403,134,api.findaya.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T06:55:34Z,2023-07-12T07:49:07Z,CN=api.findaya.co.id,api.findaya.co.id,api.findaya.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,c59d77f649f25b2bb171d4a1336f1049,8b6677889564be6bee49da8170662b96db57190ba9b15b1b31f5ea55f2cb9fdb,,ctls,api.findaya.co.id,google,443,https://api.findaya.co.id:443,https,text/html,GET,34.107.157.127,/,1723221432,34.107.157.127,HTTP/3,1,False,True,,,,,,
api.gojek.co.id,,404,48,api.gojek.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-14T00:00:00Z,2023-08-07T23:59:59Z,CN=*.gojek.co.id,*.gojek.co.id,gojek.co.id,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,93afa27894351158b177960c40f56bbc,0fa951412aac2ae9889ccdd2b1832ceef8c46295031ec6bfadab9f219f794a1a,True,ctls,api.gojek.co.id,google,443,https://api.gojek.co.id:443,https,application/json,GET,34.120.226.254,/,834205737,34.120.226.254,HTTP/3,1,False,True,,,,,,
api.gojekapi.com,,404,48,api.gojekapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,CN=*.gojekapi.com,*.gojekapi.com,gojekapi.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d3b0d1950e60c52f7dbe1a10a728c00d,18c88f22d4699ab1101d57333bc7dba7c09d388d211d02602e80c01c2831a744,True,ctls,api.gojekapi.com,google,443,https://api.gojekapi.com:443,https,application/json,GET,34.120.226.254,/,834205737,34.120.226.254,HTTP/3,1,False,True,,,,,,
api.mab.co.id,502 Server Error,502,332,api.mab.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T19:45:13Z,2023-07-14T20:39:07Z,CN=api.mab.co.id,api.mab.co.id,app.mab.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,a3c13fee85bcd5cc28df951353040da2,e00cdd13ce73524440008d1739a67f51147cf6ffacc2d6d48d17ab94a2c6c3e8,,ctls,api.mab.co.id,google,443,https://api.mab.co.id:443,https,text/html,GET,34.120.70.21,/,-670719049,34.120.70.21,HTTP/3,11,False,True,,,,,,
api.staging.findaya.co.id,403,403,134,api.staging.findaya.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-07T11:37:52Z,2023-08-05T12:30:45Z,CN=api.staging.findaya.co.id,api.staging.findaya.co.id,api.staging.findaya.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,c8844fb3d54ce66cd27709276e5ba520,d4b10fb4e413b84bf99402857045094d0218b381e4ebdda9570d903ec40001ba,,ctls,api.staging.findaya.co.id,google,443,https://api.staging.findaya.co.id:443,https,text/html,GET,34.96.112.158,/,1723221432,34.96.112.158,HTTP/3,1,False,True,,,,,,
app.findaya.co.id,Findaya,200,36080,app.findaya.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T09:44:43Z,2023-06-26T10:36:15Z,CN=app.findaya.co.id,app.findaya.co.id,app.findaya.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,4e15f9df9f8fd87895326807af42cd1e,061d99160d791a45a2e08aaefdffc3373b2f15df040e6690c56d33eb6aa97075,,ctls,app.findaya.co.id,google,443,https://app.findaya.co.id:443,https,text/html,GET,34.107.157.127,/,-1229242435,34.107.157.127,Nginx,1,False,True,nginx,,https://p-go-finance-paylater-asset-s3.s3-ap-southeast-1.amazonaws.com,,,
app.gopayapi.com,,401,20,app.gopayapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2023-07-09T23:59:59Z,CN=gopayapi.com,gopayapi.com,pertamina.gopayapi.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,6596721631fbb08ac651d6ca84a21b43,c4d8b6dcdaecab9dddbdea38a9bc1fce8e21dc5df7d73c43aca345a520c54621,,ctls,app.gopayapi.com,,443,https://app.gopayapi.com:443,https,text/plain,GET,13.228.102.56,/,-156363146,13.228.102.56,Envoy,2,False,,envoy,,,,,
app.mab.co.id,502 Server Error,502,332,app.mab.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T19:45:13Z,2023-07-14T20:39:07Z,CN=api.mab.co.id,api.mab.co.id,app.mab.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,a3c13fee85bcd5cc28df951353040da2,e00cdd13ce73524440008d1739a67f51147cf6ffacc2d6d48d17ab94a2c6c3e8,,ctls,app.mab.co.id,google,443,https://app.mab.co.id:443,https,text/html,GET,34.120.70.21,/,-670719049,34.120.70.21,HTTP/3,11,False,True,,,,,,
app.staging.findaya.co.id,Findaya,200,36100,app.staging.findaya.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-04T23:37:48Z,2023-08-03T00:29:41Z,CN=app.staging.findaya.co.id,app.staging.findaya.co.id,app.staging.findaya.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,cbdb7eb2b921612a494601329d739c5a,f2d39d15a75c11dbb497d350dc41f719a9566151ad2078371be1600464ff2a95,,ctls,app.staging.findaya.co.id,google,443,https://app.staging.findaya.co.id:443,https,text/html,GET,34.96.112.158,/,-1229242435,34.96.112.158,Nginx,1,False,True,nginx,,https://gojek-web-raccoon-integration.gojekapi.com,,,
app.staging.mab.co.id,502 Server Error,502,332,app.staging.mab.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-29T14:41:29Z,2023-06-27T15:33:41Z,CN=api.staging.mab.co.id,api.staging.mab.co.id,app.staging.mab.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,9fd023e851b80821a40013f0a489bede,fcfc957b9736acb8592a0cf52b0e90a8640a9c1127f2f4b0a087b15225c2a51c,,ctls,app.staging.mab.co.id,google,443,https://app.staging.mab.co.id:443,https,text/html,GET,35.190.39.220,/,-670719049,35.190.39.220,HTTP/3,11,False,True,,,,,,
cf-probe-go-gp-gke-01.gopayapi.com,,200,6,cf-probe-go-gp-gke-01.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-03T02:02:50Z,2023-07-02T02:02:49Z,CN=cf-probe-go-gp-gke-01.gopayapi.com,cf-probe-go-gp-gke-01.gopayapi.com,cf-probe-go-gp-gke-01.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3c363319e962f6702e87bce2a37aec02,1dcd4668ffb87304a1af30c8ea9197db1d86bbd78f15775e9693d56ac35facc9,,ctls,cf-probe-go-gp-gke-01.gopayapi.com,google,443,https://cf-probe-go-gp-gke-01.gopayapi.com:443,https,text/plain,GET,35.247.171.167,/,1821973970,35.247.171.167,Envoy,1,False,True,istio-envoy,,,,,
cf-probe-stg-go-sy-01.gopayapi.com,,200,6,cf-probe-stg-go-sy-01.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T21:04:59Z,2023-07-03T21:04:58Z,CN=cf-probe-stg-go-sy-01.gopayapi.com,cf-probe-stg-go-sy-01.gopayapi.com,cf-probe-stg-go-sy-01.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0f0431972f5434dd0e9a270c13741e2a,942c7a4323b08e21773d17abd11a6fe768b581d29349e56b6b08af2eb74409db,,ctls,cf-probe-stg-go-sy-01.gopayapi.com,google,443,https://cf-probe-stg-go-sy-01.gopayapi.com:443,https,text/plain,GET,34.87.141.63,/,1821973970,34.87.141.63,Envoy,1,False,True,istio-envoy,,,,,
chat1-integration.gojekapi.com,,400,12,chat1-integration.gojekapi.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,CN=*.gojekapi.com,*.gojekapi.com,gojekapi.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d3b0d1950e60c52f7dbe1a10a728c00d,18c88f22d4699ab1101d57333bc7dba7c09d388d211d02602e80c01c2831a744,True,ctls,chat1-integration.gojekapi.com,google,443,https://chat1-integration.gojekapi.com:443,https,text/plain,GET,35.206.216.7,/,-138391155,35.206.205.138,,2,False,True,,,,,,
chat2-integration.gojekapi.com,,400,12,chat2-integration.gojekapi.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,CN=*.gojekapi.com,*.gojekapi.com,gojekapi.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d3b0d1950e60c52f7dbe1a10a728c00d,18c88f22d4699ab1101d57333bc7dba7c09d388d211d02602e80c01c2831a744,True,ctls,chat2-integration.gojekapi.com,google,443,https://chat2-integration.gojekapi.com:443,https,text/plain,GET,35.206.216.7,/,-138391155,35.206.205.138,,2,False,True,,,,,,
covid19grant.gopayapi.com,,403,19,covid19grant.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-09T18:59:55Z,2023-07-08T18:59:54Z,CN=covid19grant.gopayapi.com,covid19grant.gopayapi.com,covid19grant.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4873a865cb5175887f6312f51f7aef2f,e1a8153f12c441295121e942ec15a72d59f0e5d46bbc84e2b456831c31bf5317,,ctls,covid19grant.gopayapi.com,,443,https://covid19grant.gopayapi.com:443,https,text/plain,GET,54.251.86.142,/,419813485,54.179.122.87,,1,False,,istio-envoy,,,,,
customer.gopayapi.com,,404,48,customer.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T00:00:00Z,2023-11-23T23:59:59Z,CN=*.gopayapi.com,*.gopayapi.com,*.gopayapi.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e5f72ac9ba82392bda8059828f8abcdb,a6e65a6ec38b8e9aac53043183715e64de622805d8eb538605338deaff46f73e,True,ctls,customer.gopayapi.com,cloudfront,443,https://customer.gopayapi.com:443,https,application/json,GET,18.66.97.32,/,834205737,18.66.97.53,Amazon Web Services,1,False,True,,,,,,
customer.internal.gopayapi.com,,502,58,customer.internal.gopayapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,2024-04-05T23:59:59Z,CN=*.staging.gopayapi.com,*.staging.gopayapi.com,*.gopayapi.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e79183d706f4fe1595b3367426615e43,a292c8447aee312f65e3458754583cbd19801e0c971f7d15f8f090ae363bf854,True,ctls,customer.internal.gopayapi.com,,443,https://customer.internal.gopayapi.com:443,https,text/plain,GET,13.229.174.156,/,-131807144,52.74.226.191,,2,False,,,,,True,,
customer.sandbox.gopayapi.com,,404,48,customer.sandbox.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T01:52:46Z,2023-07-14T01:52:45Z,CN=customer.sandbox.gopayapi.com,customer.sandbox.gopayapi.com,customer.sandbox.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,567d0a2401b2f178cd1c471af6bdab49,0392098c9ef34911e0e996d82d347f412a029bf179377c283d22f335f24889a4,,ctls,customer.sandbox.gopayapi.com,google,443,https://customer.sandbox.gopayapi.com:443,https,application/json,GET,34.117.104.178,/,834205737,34.117.104.178,HTTP/3,1,False,True,,,,,,
dashboard-northstar.findaya.co.id,Sign in - Google Accounts,200,595013,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,True,ctls,accounts.google.com,google,443,https://dashboard-northstar.findaya.co.id:443,https,text/html,GET,34.117.123.127,/,-1208385021,34.117.123.127,HTTP/3,46,False,True,ESF,,https://www.googletagmanager.com,,,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S-1844456598%3A1684142684841622&client_id=120325071327-m3c4q0lo1dro7busf2imthta9f9dh33l.apps.googleusercontent.com&code_challenge=VGgW3kV9hGnMhkRhPiKwI_C6GWujj0v7vcXizPv3t9g&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F120325071327-m3c4q0lo1dro7busf2imthta9f9dh33l.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AVinkEkEpClrViQU36cmjz-HZZGB2PRnmuH1r2F10E2TuwCLyBpCYDt6Egyk6XT82q0UJRMzS7Ce6eXpAYqvfAf7vSaSWGbKYvnQMTSiDHlNKEzyyegkxQ6QpDOcelMJEnj-K6-8TEptLCv859itEWB65VIMR9APqEZMBHbh8uuFj6gSZOgDy4-a8BN2psKbyvTCc03x0bQU54DRv4Hkx9BP2OEc8dIIVwalAh2G-7YcALZvHk16wWyy2IEpXll9bKvpju7ej-tMmKdbeqSR31UqqujuLD4bWHsSqqI5xC-uPV472euK5Dl4MJVj6DdgOaf4pAhQ0R1PQsnhR1V76yD4NovcWstugq7xhMwjKLvG6tqZC-M41pDrfriGC2867wkivQQC-BLVJn3UzWEBESjaoOwT-xMSsf9bTFAHFtEgmTbMRSkBuRgvP42iMP-U1DToqPUleMiT95yVXevAuQ28ZbtublGOITvjkzrSyOcmrdhLApKXa88ofRAT_fS8_CVhQTV6-ELvK3_TBQVCKV5nAYdUdlRA67UmICnqArEv_Nc7hdZRzNSH1PUDVWK3HEsDEGMQqTaW3uQ4hEGTH-drsuNso0K1KNNNUZNzyhY1W0oAdExmvGK-uic0rK94FXp91AST4qWmdUt1lhe58J3aSYky4r61bvrnJNgM_qJU4_NWbOp3OmEnzyPB_r2G_thgGYy-08ES5edsFAr07wwXb5dgCEcuQdB5VrEpN6GYLRAVaO9qcLzU5Ji285DJTsH0DDe2jljqHW7cc1mkNZqUE5YgpAq0DDOK67qm3CAqMOZiVPc48yYRXAQ0vMOj3wcn0t-L0ermeAN0fWXiD6yhiMysIOmiP1JEtEhVECA2Jajnby6rJLBFSQeeunlOccsXp_xRowN4_1UrxkLpdEj6xD-MQjIG7YoyLCHZ1taB6RtBlSxHry559HA3aXrbFiewuLQVmwZxWg1Vj7WXihrmS_cxCwfjoo8BLSKIss8qlG7NioSMs2mHULmfTIqMY82NPagkyTyHiwShGbL-_S4G19bu-fWVqR88X_5nP72o1LM6bcfHhvtmXYTSvmowxDz8uII&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAMJPWuhqzpE1JxfsHh882Kjls8XrAinN5uOcoRk6uU5fDEmJ_foVUlYwaRC0DvS9_PjeuPqzawXMxgW-p9-5l1f9tCO8JIDU9NFgk9F3B6_vjUXMmAUXf2iZuajTV3XAzMXzgRMTTKxkGF5_j7OAbcFK7woOp7zG-M0y0AJTZxqe49Zo82z3SgxTHqjvMJhOxDUDwXD9zc2PeEgomA2L5w1aAFMuTS-tVONz1OtqjYe3mEdfR5D_6VAswEyHVngCJNAAKwakFREP2dfGclKvmvsQxS_iKKh7hvCvgLj0OqLcxYTfe540Lzv-cPunnPEqRHPglxmSLjNT0EjlYxtRiX1Kjq1O7T_u4YCPTFmbPGNUezLhRolKKCc9bX5kSQp6S9Oq6J9-A1eHvSCdmeDnyDPhP_dtJHOpNRRTOqHwi8O3CMfoV2QyeGKfHDG4nWUh4UuoNHXbDT_JiXZuYHb-ucYf-0rsw%26as%3DS-1844456598%253A1684142684841622%26client_id%3D120325071327-m3c4q0lo1dro7busf2imthta9f9dh33l.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxcddJ0Oyx1FUF30o0bK2q36hD3rJr5zE29KlD2V7Ax7UILdnF3cNdPm3pIc_-Jq8TxYOJqufCT8YzDkNxFIzPmehxY1rHQ
