input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,webserver,cdn,tls_self_signed,tls_subject_org_,csp_domains_,final_url,tls_expired
defibridge-pl-1058.codefi.network,,404,21,defibridge-pl-1058.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-1058.codefi.network,443,https://defibridge-pl-1058.codefi.network:443,https,text/plain,GET,15.236.171.218,/,-1669793162,15.188.255.37,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-1100.codefi.network,,404,21,defibridge-pl-1100.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-1100.codefi.network,443,https://defibridge-pl-1100.codefi.network:443,https,text/plain,GET,15.188.255.37,/,-1669793162,15.236.171.218,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-123.codefi.network,,404,21,defibridge-pl-123.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-123.codefi.network,443,https://defibridge-pl-123.codefi.network:443,https,text/plain,GET,15.236.171.218,/,-1669793162,35.181.109.147,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-1234.codefi.network,,404,21,defibridge-pl-1234.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-1234.codefi.network,443,https://defibridge-pl-1234.codefi.network:443,https,text/plain,GET,15.236.171.218,/,-1669793162,35.181.109.147,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-2000.codefi.network,,404,21,defibridge-pl-2000.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-2000.codefi.network,443,https://defibridge-pl-2000.codefi.network:443,https,text/plain,GET,35.181.109.147,/,-1669793162,15.236.171.218,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-351.codefi.network,,404,21,defibridge-pl-351.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-351.codefi.network,443,https://defibridge-pl-351.codefi.network:443,https,text/plain,GET,15.236.171.218,/,-1669793162,35.181.109.147,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-373.codefi.network,,404,21,defibridge-pl-373.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-373.codefi.network,443,https://defibridge-pl-373.codefi.network:443,https,text/plain,GET,15.188.255.37,/,-1669793162,35.181.109.147,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-375.codefi.network,,404,21,defibridge-pl-375.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-375.codefi.network,443,https://defibridge-pl-375.codefi.network:443,https,text/plain,GET,15.188.255.37,/,-1669793162,15.236.171.218,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-377.codefi.network,,404,21,defibridge-pl-377.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-377.codefi.network,443,https://defibridge-pl-377.codefi.network:443,https,text/plain,GET,15.188.255.37,/,-1669793162,15.236.171.218,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-381.codefi.network,,404,21,defibridge-pl-381.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-381.codefi.network,443,https://defibridge-pl-381.codefi.network:443,https,text/plain,GET,15.188.255.37,/,-1669793162,35.181.109.147,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-663.codefi.network,401 Authorization Required,401,180,defibridge-pl-663.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-07-27T11:57:00Z,2023-10-25T11:56:59Z,CN=www.defibridge-pl-663.codefi.network,www.defibridge-pl-663.codefi.network,www.defibridge-pl-663.codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5bbb9cd54e94c1221c866515eb2e977d,2613261d867bed6aca5461dbef3eac01b34b1a908b1236a8fe55721347985bf2,,ctls,defibridge-pl-663.codefi.network,443,https://defibridge-pl-663.codefi.network:443,https,text/html,GET,35.181.109.147,/,-1910267375,15.236.171.218,Nginx:1.17.10,8,False,,nginx/1.17.10,,,,,,
defibridge-pl-830.codefi.network,Defi Bridge,200,3632,defibridge-pl-830.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-04T06:17:05Z,2023-09-02T06:17:04Z,CN=www.defibridge-pl-830.codefi.network,www.defibridge-pl-830.codefi.network,www.defibridge-pl-830.codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3b894a5fb4ef8d4d000884e56ae70280,2f36c0bd24b3bcdb34d1bddd599439b7d7b47666b6c673f9aba6642dbee15f01,,ctls,defibridge-pl-830.codefi.network,443,https://defibridge-pl-830.codefi.network:443,https,text/html,GET,15.188.255.37,/,883937076,35.181.109.147,Nginx:1.17.10,1,False,,nginx/1.17.10,,,,outlook.office.com,,
defibridge-pl-892.codefi.network,,404,21,defibridge-pl-892.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-892.codefi.network,443,https://defibridge-pl-892.codefi.network:443,https,text/plain,GET,35.181.109.147,/,-1669793162,15.188.255.37,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-893.codefi.network,,404,21,defibridge-pl-893.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-893.codefi.network,443,https://defibridge-pl-893.codefi.network:443,https,text/plain,GET,35.181.109.147,/,-1669793162,15.188.255.37,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-901.codefi.network,,404,21,defibridge-pl-901.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-901.codefi.network,443,https://defibridge-pl-901.codefi.network:443,https,text/plain,GET,35.181.109.147,/,-1669793162,15.236.171.218,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-904.codefi.network,,404,21,defibridge-pl-904.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-904.codefi.network,443,https://defibridge-pl-904.codefi.network:443,https,text/plain,GET,15.188.255.37,/,-1669793162,35.181.109.147,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-906.codefi.network,,404,21,defibridge-pl-906.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-906.codefi.network,443,https://defibridge-pl-906.codefi.network:443,https,text/plain,GET,15.188.255.37,/,-1669793162,35.181.109.147,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-907.codefi.network,,404,21,defibridge-pl-907.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-907.codefi.network,443,https://defibridge-pl-907.codefi.network:443,https,text/plain,GET,15.188.255.37,/,-1669793162,15.236.171.218,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-911.codefi.network,,404,21,defibridge-pl-911.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-911.codefi.network,443,https://defibridge-pl-911.codefi.network:443,https,text/plain,GET,15.236.171.218,/,-1669793162,35.181.109.147,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-914.codefi.network,401 Authorization Required,401,180,defibridge-pl-914.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-04T04:10:00Z,2023-09-02T04:09:59Z,CN=www.defibridge-pl-914.codefi.network,www.defibridge-pl-914.codefi.network,www.defibridge-pl-914.codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d548c973452914209d72531011d7a620,3310cdd198bf31bafc405d29a00cac9828b63d3a247f902efe46647740a1fb55,,ctls,defibridge-pl-914.codefi.network,443,https://defibridge-pl-914.codefi.network:443,https,text/html,GET,35.181.109.147,/,-1910267375,15.236.171.218,Nginx:1.17.10,8,False,,nginx/1.17.10,,,,,,
defibridge-pl-917.codefi.network,,404,21,defibridge-pl-917.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-917.codefi.network,443,https://defibridge-pl-917.codefi.network:443,https,text/plain,GET,35.181.109.147,/,-1669793162,15.188.255.37,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-925.codefi.network,,404,21,defibridge-pl-925.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-925.codefi.network,443,https://defibridge-pl-925.codefi.network:443,https,text/plain,GET,15.188.255.37,/,-1669793162,35.181.109.147,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-940.codefi.network,,404,21,defibridge-pl-940.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-940.codefi.network,443,https://defibridge-pl-940.codefi.network:443,https,text/plain,GET,15.236.171.218,/,-1669793162,15.188.255.37,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-946.codefi.network,,404,21,defibridge-pl-946.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-946.codefi.network,443,https://defibridge-pl-946.codefi.network:443,https,text/plain,GET,35.181.109.147,/,-1669793162,15.236.171.218,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-947.codefi.network,,404,21,defibridge-pl-947.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-947.codefi.network,443,https://defibridge-pl-947.codefi.network:443,https,text/plain,GET,35.181.109.147,/,-1669793162,15.188.255.37,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-948.codefi.network,,404,21,defibridge-pl-948.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-948.codefi.network,443,https://defibridge-pl-948.codefi.network:443,https,text/plain,GET,15.188.255.37,/,-1669793162,15.236.171.218,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
docs.staking-dev.codefi.network,Sign In with Auth0,200,2745,codefi-staking-dev.eu.auth0.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-04T01:40:08Z,2023-09-02T01:40:07Z,CN=eu.auth0.com,eu.auth0.com,eu.auth0.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,238bc435086302ddd07b3a92d53e4655,f73a97c3e1377649b8776ac60d4d365d4de5648be53132e86e7f8e70def5f353,True,ctls,codefi-staking-dev.eu.auth0.com,443,https://docs.staking-dev.codefi.network:443,https,text/html,GET,104.18.2.87,/,795413163,2606:4700::6812:257,HTTP/3,70,False,cloudflare,cloudflare,True,,,,https://codefi-staking-dev.eu.auth0.com/login?state=hKFo2SBpb2JIX0pIUmpWclhXNU9uU1dQSE5sY2FTR3o0eDNiVqFupWxvZ2luo3RpZNkgNVVLaWo0dENLc2lvTEE5amhna3hEc2lwanRWYWNjNk2jY2lk2SBLRlAyY2h0dERyY21XVHJYc01vQ2syajVRY0RDcHZ0Ng&client=KFP2chttDrcmWTrXsMoCk2j5QcDCpvt6&protocol=oauth2&scope=openid%20profile%20email&response_type=code&redirect_uri=https%3A%2F%2Fdocs.staking-dev.codefi.network%2Fcallback&audience=https%3A%2F%2Fyucatan.staking-dev.codefi.network%2F&nonce=bv30hcoMhUfoRNR8hDvYqypGDh5aGbbvNzDzkl2D2lo&code_challenge_method=S256&code_challenge=LSZ8x171fQyKeOU1wO0yl_JxjNDZxZ82SiTNuD5HKUA,
docs.staking-uat.codefi.network,codefi-staking-uat,400,2557,codefi-staking-uat.us.auth0.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-03T21:56:39Z,2023-09-01T21:56:38Z,CN=us.auth0.com,us.auth0.com,us.auth0.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,de98da7aec6001c55091b52cb7c7545b,7a2b396aa79c8f4b7338924a7a1b6cb48476824552edcc7b015685a756237e0b,True,ctls,codefi-staking-uat.us.auth0.com,443,https://docs.staking-uat.codefi.network:443,https,text/html,GET,104.18.14.209,/,-630711211,2606:4700::6812:fd1,HTTP/3,66,False,cloudflare,cloudflare,True,,,,https://codefi-staking-uat.us.auth0.com/u/login?state=hKFo2SBldjV5U2hMczBRc0ZkRXdZNlRuRFV1N25MWk1QclprOaFur3VuaXZlcnNhbC1sb2dpbqN0aWTZIGlmN1lGeVNibHJUZDdfLVpxZEt6RTNDQW85NUJwcUJFo2NpZNkgdDVyNXkzV1dVWlVDME0zVXBOS2VGU2JLV1FZRkZoVjQ,
docs.staking.codefi.network,Sign In with Auth0,200,2585,codefi-staking-prod.eu.auth0.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-04T01:40:08Z,2023-09-02T01:40:07Z,CN=eu.auth0.com,eu.auth0.com,eu.auth0.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,238bc435086302ddd07b3a92d53e4655,f73a97c3e1377649b8776ac60d4d365d4de5648be53132e86e7f8e70def5f353,True,ctls,codefi-staking-prod.eu.auth0.com,443,https://docs.staking.codefi.network:443,https,text/html,GET,104.18.19.52,/,-727167782,2606:4700::6812:1234,HTTP/3,62,False,cloudflare,cloudflare,True,,,,https://codefi-staking-prod.eu.auth0.com/login?state=hKFo2SByNVhGRlF1TnkzX18wVDBRWjZQTXhyV3NWdV9yaVBZZaFupWxvZ2luo3RpZNkgRmFGUlVoZHZTUnptcWxld1FzV2VfWi15N0VzZjZ0RVWjY2lk2SBjTW9PdjNnUmZhZTdOeks4TmJBQWdXNDZ4WkxhdXlxVg&client=cMoOv3gRfae7NzK8NbAAgW46xZLauyqV&protocol=oauth2&scope=openid%20profile%20email&response_type=code&redirect_uri=https%3A%2F%2Fdocs.staking.codefi.network%2Fcallback&audience=https%3A%2F%2Fyucatan.staking.codefi.network%2F&nonce=HYXH5vHtcHMhI9_Wd4zqD8l3Th0BLAh_WVIy5CArBnM&code_challenge_method=S256&code_challenge=5GxjOlLncArPEBwy1vRT5diZGnXwpaBFFcvFRojgB0c,
fonts.gstatic.com,Error 404 (Not Found)!!1,404,1561,fonts.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-10T08:21:12Z,2023-10-02T08:21:11Z,CN=*.gstatic.com,*.gstatic.com,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,094b775d6381284fd7043fc871efdc5c,659210c1a54cc8ad5769aafb5777054e2a82cd6e9c0f3559c21166a97ede41b3,True,ctls,fonts.gstatic.com,443,https://fonts.gstatic.com:443,https,text/html,GET,172.217.18.3,/,302920777,2a00:1450:4001:812::2003,HTTP/3,12,False,,sffe,,,,,,
