new,host,ttl,a,cname,soa,status_code,has_internal_ips,internal_ips,txt,aaaa,ns,cdn,cdn-name,mx,caa
,a204339-int-scc-prod-usa1.external.hnja-oci.thomsonreuters.com,300,132.226.35.165,,"{'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
,a204339-int-scc-prod-usa1.internal.hnja-oci.thomsonreuters.com,300,10.188.114.223,,"{'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}",NOERROR,True,10.188.114.223,,,"ns2.p68.dns.oraclecloud.net, ns1.p68.dns.oraclecloud.net, ns4.p68.dns.oraclecloud.net, ns3.p68.dns.oraclecloud.net",,,,
,a204339-int-scc-prod-usp1.external.hnja-oci.thomsonreuters.com,300,158.101.42.53,,"{'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}",NOERROR,,,"heritage=external-dns,external-dns/owner=idtdevops,external-dns/resource=service/ingress-nginx/ingress-nginx-controller",,,,,,
,a204339-int-scc-prod-usp1.internal.hnja-oci.thomsonreuters.com,300,10.188.85.228,,"{'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}",NOERROR,True,10.188.85.228,,,"ns2.p68.dns.oraclecloud.net, ns4.p68.dns.oraclecloud.net, ns1.p68.dns.oraclecloud.net, ns3.p68.dns.oraclecloud.net",,,,
,a204339-int-scc-uat-usa1.external.hnja-oci.thomsonreuters.com,298,,,"{'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
,a204339-int-scc-uat-usa1.internal.hnja-oci.thomsonreuters.com,300,10.188.112.3,,"{'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}",NOERROR,True,10.188.112.3,,,,,,,
,a204339-oraint-dev-usa1.external.hnja-oci.thomsonreuters.com,300,132.226.32.74,,"{'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
,a204339-oraint-prod-usa1.internal.hnja-oci.thomsonreuters.com,300,10.188.118.9,,"{'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}",NOERROR,True,10.188.118.9,"heritage=external-dns,external-dns/owner=idtdevops,external-dns/resource=service/ingress-nginx/ingress-nginx-controller-internal",,,,,,
,a204339-oraint-qa-usa1.external.hnja-oci.thomsonreuters.com,300,141.148.40.108,,"{'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
,a204339-oraint-qa-usa1.internal.hnja-oci.thomsonreuters.com,300,10.188.130.112,,"{'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}",NOERROR,True,10.188.130.112,,,,,,,
,a204339-oraint-uat-usa1.internal.hnja-oci.thomsonreuters.com,300,10.188.119.241,,"{'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}",NOERROR,True,10.188.119.241,,,,,,,
,a204339-util-preprod-usa1.external.hnja-oci.thomsonreuters.com,300,193.122.180.36,,"{'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
,a204339-util-preprod-usa1.internal.hnja-oci.thomsonreuters.com,300,10.188.130.246,,"{'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}",NOERROR,True,10.188.130.246,,,,,,,
,a204591-cmp-dev-usa1.internal.hnja-oci.thomsonreuters.com,300,10.188.129.69,,"{'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}",NOERROR,True,10.188.129.69,,,,,,,
,a204591-cmp-prod-usa1.internal.hnja-oci.thomsonreuters.com,300,10.188.115.12,,"{'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}",NOERROR,True,10.188.115.12,"heritage=external-dns,external-dns/owner=idtdevops,external-dns/resource=service/ingress-nginx/ingress-nginx-controller-internal",,,,,,
,a204591-cmp-qa-usa1.external.hnja-oci.thomsonreuters.com,30,129.153.137.178,,"{'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}, {'name': 'hnja-oci.thomsonreuters.com', 'ns': 'ns1.p68.dns.oraclecloud.net', 'mailbox': 'hostmaster.hnja-oci.thomsonreuters.com', 'serial': 624, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
