new,host,ttl,a,cname,soa,status_code,has_internal_ips,internal_ips,aaaa,mx,ns,txt
,ctxcloud-adaptiveauth-test.zsd-bak.trafficfactory.biz,1800,69.55.57.37,www.trafficfactory.biz,"{'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,cunninghamdt-autodiscover.trafficfactory.biz,1800,69.55.57.37,www.trafficfactory.biz,"{'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,customers-vipeuropelog-b2bsystem.cdn.trafficfactory.biz,1800,,www.trafficfactory.biz,"{'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,customersjenkins-backup-b2bmy-oceania.zsd-bak.trafficfactory.biz,1800,69.55.57.37,www.trafficfactory.biz,"{'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,customerthinkpic.trafficfactory.biz,1800,69.55.57.37,www.trafficfactory.biz,"{'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'customerthinkpic.trafficfactory.biz', 'ns': 'fake-for-negative-caching.adguard.com', 'mailbox': 'hostmaster.customerthinkpic.trafficfactory.biz', 'serial': 100500, 'refresh': 1800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,cwprod.fr.trafficfactory.biz,1800,69.55.57.37,www.trafficfactory.biz,"{'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,cyclerion.top.trafficfactory.biz,1800,,www.trafficfactory.biz,"{'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'cyclerion.top.trafficfactory.biz', 'ns': 'fake-for-negative-caching.adguard.com', 'mailbox': 'hostmaster.cyclerion.top.trafficfactory.biz', 'serial': 100500, 'refresh': 1800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,d393loxvg0o5du.trafficfactory.biz,1800,,www.trafficfactory.biz,"{'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,d54c433df.zsd-bak.trafficfactory.biz,1800,69.55.57.37,www.trafficfactory.biz,"{'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,d54c574eess.trafficfactory.biz,3600,0.0.0.0,www.trafficfactory.biz,"{'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'd54c574eess.trafficfactory.biz', 'ns': 'fake-for-negative-caching.adguard.com', 'mailbox': 'hostmaster.d54c574eess.trafficfactory.biz', 'serial': 100500, 'refresh': 1800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}",NOERROR,True,0.0.0.0,,,,
,daewoo-x5-m-6.zsd-bak.trafficfactory.biz,1800,69.55.57.37,www.trafficfactory.biz,"{'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,dal09-stg-pimdb-01.zln-qasp.trafficfactory.biz,1800,69.55.57.37,www.trafficfactory.biz,"{'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,damon2.phc.trafficfactory.biz,1800,69.55.57.37,www.trafficfactory.biz,"{'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'damon2.phc.trafficfactory.biz', 'ns': 'fake-for-negative-caching.adguard.com', 'mailbox': 'hostmaster.damon2.phc.trafficfactory.biz', 'serial': 100500, 'refresh': 1800, 'retry': 900, 'expire': 604800, 'minttl': 86400}",NOERROR,,,,,,
,daoapidev-stage.zsd-bak.trafficfactory.biz,1800,69.55.57.37,www.trafficfactory.biz,"{'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'daoapidev-stage.zsd-bak.trafficfactory.biz', 'ns': 'fake-for-negative-caching.adguard.com', 'mailbox': 'hostmaster.daoapidev-stage.zsd-bak.trafficfactory.biz', 'serial': 100500, 'refresh': 1800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,dasera.top.trafficfactory.biz,1800,69.55.57.37,www.trafficfactory.biz,"{'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,data-chefredirect-ns-intra-backups-www-test.zsd-bak.trafficfactory.biz,1800,69.55.57.37,www.trafficfactory.biz,"{'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'data-chefredirect-ns-intra-backups-www-test.zsd-bak.trafficfactory.biz', 'ns': 'fake-for-negative-caching.adguard.com', 'mailbox': 'hostmaster.data-chefredirect-ns-intra-backups-www-test.zsd-bak.trafficfactory.biz', 'serial': 100500, 'refresh': 1800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,data-debugchefm.zsd-bak.trafficfactory.biz,3600,0.0.0.0,www.trafficfactory.biz,"{'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}",NOERROR,True,0.0.0.0,,,,
,data-public.trafficfactory.biz,1800,69.55.57.36,,"{'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'data-public.trafficfactory.biz', 'ns': 'fake-for-negative-caching.adguard.com', 'mailbox': 'hostmaster.data-public.trafficfactory.biz', 'serial': 100500, 'refresh': 1800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,data.trafficfactory.biz,1800,69.55.57.36,,"{'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,data.up.trafficfactory.biz,1800,,www.trafficfactory.biz,"{'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'data.up.trafficfactory.biz', 'ns': 'fake-for-negative-caching.adguard.com', 'mailbox': 'hostmaster.data.up.trafficfactory.biz', 'serial': 100500, 'refresh': 1800, 'retry': 900, 'expire': 604800, 'minttl': 86400}",NOERROR,,,,,,
,dataconfluencedbms-videobackup-0.top.trafficfactory.biz,1800,69.55.57.37,www.trafficfactory.biz,"{'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,datapreferencesstagingcmsdb-postgresgit.top.trafficfactory.biz,1800,69.55.57.37,www.trafficfactory.biz,"{'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}, {'name': 'trafficfactory.biz', 'ns': 'ns1.randomserver.com', 'mailbox': 'webmaster.trafficfactory.biz', 'serial': 2021050509, 'refresh': 28800, 'retry': 3600, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
