input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,webserver,final_url,csp_domains_
ilhrzdmzuag01.varonis.com,VMware Horizon,200,6867,ilhrzdmzuag01.varonis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-01T14:01:02Z,2024-05-02T14:01:02Z,CN=vd.varonis.com,vd.varonis.com,www.vd.varonis.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",595a0f1afc92faf00a409542c8fee944,0f3e1bbca6225942c7eb56ff780395c21b0aa1cdd9ecc32fd91571273adf34b6,,ctls,ilhrzdmzuag01.varonis.com,,443,https://ilhrzdmzuag01.varonis.com:443,https,text/html,GET,91.208.129.81,/,1274734426,91.208.129.81,Java,109,False,,,,https://ilhrzdmzuag01.varonis.com/?includeNativeClientLaunch=true,
ilhrzdmzuag02.varonis.com,VMware Horizon,200,6867,ilhrzdmzuag02.varonis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-01T14:01:02Z,2024-05-02T14:01:02Z,CN=vd.varonis.com,vd.varonis.com,www.vd.varonis.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",595a0f1afc92faf00a409542c8fee944,0f3e1bbca6225942c7eb56ff780395c21b0aa1cdd9ecc32fd91571273adf34b6,,ctls,ilhrzdmzuag02.varonis.com,,443,https://ilhrzdmzuag02.varonis.com:443,https,text/html,GET,91.208.129.82,/,1274734426,91.208.129.82,Java,109,False,,,,https://ilhrzdmzuag02.varonis.com/?includeNativeClientLaunch=true,
ir.varonis.com,"Investor Relations - Varonis Systems, Inc.",200,97058,ir.varonis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-23T00:00:00Z,2024-05-22T23:59:59Z,"CN=ir.varonis.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ir.varonis.com,ir.varonis.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",21342f754f94f42c6193903b02872cf6,441179430d319eb354ffce83f02fe4cf71bcf876bf198d5d995889ec05bb296d,,ctls,ir.varonis.com,cloudflare,443,https://ir.varonis.com:443,https,text/html,GET,162.159.130.11,/,-696563584,162.159.130.11,Microsoft ASP.NET,1269,False,True,"Cloudflare, Inc.",cloudflare,https://ir.varonis.com/overview/default.aspx,*.highcharts.com
it-apps-box-uploader.varonis.com,,404,,it-apps-box-uploader.varonis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-31T14:42:04Z,2023-11-27T14:42:04Z,CN=imperva.com,imperva.com,blog.varonis.es,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q2,GlobalSign nv-sa,5f4c4d2e36d483ba882ce5f87df751a4,0fb121941c90d4744eb3ae8b3bd55bbe81e27b84fbcb042ed6bb1837d225c6a8,True,ctls,it-apps-box-uploader.varonis.com,incapsula,443,https://it-apps-box-uploader.varonis.com:443,https,,GET,45.60.154.169,/,-1840324437,45.60.154.169,Windows Server,1,False,True,,Microsoft-IIS/10.0,,
jp.varonis.com,Varonisはデータを保護します。,200,230071,www.varonis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-31T14:42:04Z,2023-11-27T14:42:04Z,CN=imperva.com,imperva.com,blog.varonis.es,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q2,GlobalSign nv-sa,5f4c4d2e36d483ba882ce5f87df751a4,0fb121941c90d4744eb3ae8b3bd55bbe81e27b84fbcb042ed6bb1837d225c6a8,True,ctls,www.varonis.com,incapsula,443,https://jp.varonis.com:443,https,text/html,GET,45.60.154.169,/,973879722,45.60.154.169,Imperva,3970,False,True,,cloudflare,https://www.varonis.com/ja/,
learn.varonis.com,,404,47,learn.varonis.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-01T05:11:40Z,2023-08-30T05:11:39Z,CN=learn.varonis.com,learn.varonis.com,learn.varonis.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ee5eff9b743d26f432f2a384c5e4b6a5,3f98df4aa3c783f791a070a23cb307efec7d36b5805d7122f48b82ef84db4489,,ctls,learn.varonis.com,,443,https://learn.varonis.com:443,https,text/plain,GET,3.69.136.55,/,-1335621053,3.126.202.50,,1,False,,,,,
licensemgmt.varonis.com,Web App - Unavailable,403,1892,licensemgmt.varonis.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-19T00:00:00Z,2023-07-19T23:59:59Z,CN=licensemgmt.varonis.com,licensemgmt.varonis.com,licensemgmt.varonis.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",bc0f9ad2e15203309b91223a6758c051,bb416c683222e82fb562090a58fa5c6312fe13f4487b5255a83eecf22e656c60,,ctls,licensemgmt.varonis.com,azure,443,https://licensemgmt.varonis.com:443,https,text/html,GET,40.123.45.47,/,-237335256,40.123.45.47,,74,False,True,,,,
licenseregistration.varonis.com,,200,,licenseregistration.varonis.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-22T21:51:15Z,2024-05-23T21:51:15Z,CN=licenseregistration.varonis.com,licenseregistration.varonis.com,www.licenseregistration.varonis.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",feb76ec10ba672ea6b424d775ea5bb41,236f45017393d7456158ca03e34e2cd1f603f79519e85724326cf91f8240b954,,ctls,licenseregistration.varonis.com,azure,443,https://licenseregistration.varonis.com:443,https,,GET,40.123.45.47,/,-1840324437,40.123.45.47,Windows Server,1,False,True,,Microsoft-IIS/10.0,,
liveupdate.varonis.com,,503,27,liveupdate.varonis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-31T14:42:04Z,2023-11-27T14:42:04Z,CN=imperva.com,imperva.com,blog.varonis.es,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q2,GlobalSign nv-sa,5f4c4d2e36d483ba882ce5f87df751a4,0fb121941c90d4744eb3ae8b3bd55bbe81e27b84fbcb042ed6bb1837d225c6a8,True,ctls,liveupdate.varonis.com,incapsula,443,https://liveupdate.varonis.com:443,https,text/html,GET,45.60.154.169,/,122188887,45.60.154.169,Windows Server,1,False,True,,Microsoft-IIS/10.0,,
liveupdatemanager.varonis.com,Web App - Unavailable,403,1892,liveupdatemanager.varonis.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-14T14:54:48Z,2024-05-14T14:33:44Z,CN=liveupdatemanager.varonis.com,liveupdatemanager.varonis.com,www.liveupdatemanager.varonis.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",d26c6470c9057a3f2b2a6b5951ee6f91,b8d3e7f9976f21857d71dd68bc60ddd7badfa34129d1ba61f61c08efe2aaa2bb,,ctls,liveupdatemanager.varonis.com,azure,443,https://liveupdatemanager.varonis.com:443,https,text/html,GET,23.101.147.117,/,-237335256,23.101.147.117,,74,False,True,,,,
login-preview.varonis.com,My Apps Dashboard | Varonis Systems - Preview,200,10838,login-preview.varonis.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-29T21:24:19Z,2023-09-30T21:24:19Z,CN=login-preview.varonis.com,login-preview.varonis.com,www.login-preview.varonis.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",eb30a58f1281dbb02a3b609a12ec12c5,9c49a91cd4e2090a2e7d3f3d96bc0a322b632c1df9ac83802157e0ac5694c72a,,ctls,login-preview.varonis.com,,443,https://login-preview.varonis.com:443,https,text/html,GET,13.248.236.251,/,-599803935,76.223.106.183,Nginx,189,False,,,nginx,https://login-preview.varonis.com/app/UserHome?iss=https%3A%2F%2Flogin-preview.varonis.com&session_hint=AUTHENTICATED,login-preview.varonis.com
login.varonis.com,Varonis Systems - Prod - Sign In,200,7912,login.varonis.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-16T07:02:04Z,2024-04-27T07:53:13Z,CN=login.varonis.com,login.varonis.com,www.login.varonis.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",101dd99e5f8ab38dfaa1a2d69d3c7569,9b7e3aca5609d6e47ed798779603c375b803b3dceba467dc4d1a5a050246bb77,,ctls,login.varonis.com,,443,https://login.varonis.com:443,https,text/html,GET,52.223.49.115,/,-599803935,35.71.168.214,Nginx,181,False,,,nginx,,
loginx.varonis.com,Varonis Systems (External) - Sign In,200,8664,loginx.varonis.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-09T07:11:56Z,2024-04-27T07:55:30Z,CN=loginx.varonis.com,loginx.varonis.com,www.loginx.varonis.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",0f5366cb6a77962d44ff972ae4ad5322,932e5604fe3e2960e5a25eada82aaafb9dded0c8c0ea33b305f7d3b37e7b146a,,ctls,loginx.varonis.com,,443,https://loginx.varonis.com:443,https,text/html,GET,3.33.145.223,/,-599803935,15.197.134.95,Nginx,192,False,,,nginx,,
mackenzie.varonis.io,Varonis,200,2861,mackenzie.varonis.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-31T14:42:04Z,2023-11-27T14:42:04Z,CN=imperva.com,imperva.com,blog.varonis.es,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q2,GlobalSign nv-sa,5f4c4d2e36d483ba882ce5f87df751a4,0fb121941c90d4744eb3ae8b3bd55bbe81e27b84fbcb042ed6bb1837d225c6a8,True,ctls,mackenzie.varonis.io,incapsula,443,https://mackenzie.varonis.io:443,https,text/html,GET,45.60.154.169,/,-235670227,45.60.154.169,Imperva,53,False,True,,,,https:
memphistn.varonis.io,Varonis,200,2860,memphistn.varonis.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-31T14:42:04Z,2023-11-27T14:42:04Z,CN=imperva.com,imperva.com,blog.varonis.es,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q2,GlobalSign nv-sa,5f4c4d2e36d483ba882ce5f87df751a4,0fb121941c90d4744eb3ae8b3bd55bbe81e27b84fbcb042ed6bb1837d225c6a8,True,ctls,memphistn.varonis.io,incapsula,443,https://memphistn.varonis.io:443,https,text/html,GET,45.60.154.169,/,-235670227,45.60.154.169,Imperva,53,False,True,,,,https:
mhc.varonis.io,Varonis,200,2861,mhc.varonis.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-31T14:42:04Z,2023-11-27T14:42:04Z,CN=imperva.com,imperva.com,blog.varonis.es,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q2,GlobalSign nv-sa,5f4c4d2e36d483ba882ce5f87df751a4,0fb121941c90d4744eb3ae8b3bd55bbe81e27b84fbcb042ed6bb1837d225c6a8,True,ctls,mhc.varonis.io,incapsula,443,https://mhc.varonis.io:443,https,text/html,GET,45.60.154.169,/,-235670227,45.60.154.169,Imperva,53,False,True,,,,https:
my.varonis.com,MyVaronis - Login,200,16609,my.varonis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-31T14:42:04Z,2023-11-27T14:42:04Z,CN=imperva.com,imperva.com,blog.varonis.es,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q2,GlobalSign nv-sa,5f4c4d2e36d483ba882ce5f87df751a4,0fb121941c90d4744eb3ae8b3bd55bbe81e27b84fbcb042ed6bb1837d225c6a8,True,ctls,my.varonis.com,incapsula,443,https://my.varonis.com:443,https,text/html,GET,45.60.154.169,/,1772087922,45.60.154.169,Microsoft ASP.NET,273,False,True,,,https://my.varonis.com/login?ReturnUrl=%2F,
my2.varonis.com,Microsoft Azure Web App - Error 404,404,2667,my2.varonis.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-03-10T03:05:55Z,2024-03-04T03:05:55Z,"CN=*.azurewebsites.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.azurewebsites.net,*.sso.azurewebsites.net,"CN=Microsoft Azure TLS Issuing CA 02, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 02,Microsoft Corporation,34e8bb57e6dfaa5c2aa7153ca66267a8,5a3902ccc4b77e83d8334c36f36b280ba75f4bad0bdd844ce57816586fd07609,True,ctls,my2.varonis.com,azure,443,https://my2.varonis.com:443,https,text/html,GET,40.87.65.131,/,387302845,40.87.65.131,,87,False,True,Microsoft Corporation,,,
partnercommunity.varonis.com,Varonis Help Center,200,689675,help.varonis.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-10-18T20:00:15Z,2023-11-19T20:00:15Z,CN=help.varonis.com,help.varonis.com,www.help.varonis.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",97160ac5e2525a525694897b527f4b70,12a31e7d74ba83a81321f0f1c9f32f4ae529c274da5bf2be4ce7652e9cb07d25,,ctls,help.varonis.com,,443,https://partnercommunity.varonis.com:443,https,text/html,GET,13.107.237.45,/,1433417005,2620:1ec:48:1::45,HSTS,579,False,,,sfdcedge,https://help.varonis.com/s/,https://fast.wistia.net
partneredu.varonis.com,Loading,200,21449,partneredu.varonis.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-09T07:07:53Z,2024-05-10T07:07:53Z,CN=eduadmin.varonis.com,eduadmin.varonis.com,www.eduadmin.varonis.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",1251c0cb3dda33de825366f23d39c9b2,0db2869481c98fa488e0d8710d6a6809dcb153a345119488ac47d1fb08a6aa63,,ctls,partneredu.varonis.com,,443,https://partneredu.varonis.com:443,https,text/html,GET,18.157.217.148,/,-1840324437,3.125.69.61,,561,False,,,,https://partneredu.varonis.com/learn/home,
pki.varonis.com,,400,351,pki.varonis.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-03-23T16:19:18Z,2024-03-23T16:19:18Z,CN=*.blob.core.windows.net,*.blob.core.windows.net,*.z50.blob.storage.azure.net,"CN=Microsoft RSA TLS CA 01, O=Microsoft Corporation, C=US",Microsoft RSA TLS CA 01,Microsoft Corporation,999ad98c5e16e14c38c4ab08944b4e68,f1da144184e38979cf09a919b3c52bd6977388c881482918574b1017b1256c3f,True,ctls,pki.varonis.com,azure,443,https://pki.varonis.com:443,https,application/xml,GET,20.150.32.4,/,93428685,20.150.32.4,Microsoft HTTPAPI:2.0,3,False,True,,Microsoft-HTTPAPI/2.0,,
ps-labs.varonis.com,Web App - Unavailable,403,1892,ps-labs.varonis.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T11:56:09Z,2024-05-04T19:09:43Z,CN=ps-labs.varonis.com,ps-labs.varonis.com,www.ps-labs.varonis.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",552e71ed57696fbe126edb4c734b8269,21f5175035da2c9d8f60ce60d7adeee43806344fe6cc3ba420258d9685ca68c3,,ctls,ps-labs.varonis.com,azure,443,https://ps-labs.varonis.com:443,https,text/html,GET,13.74.252.44,/,-237335256,13.74.252.44,,74,False,True,,,,
qualix-prx-stg-eu.varonis.com,,200,2420,qualix-prx-stg-eu.varonis.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-27T12:57:24Z,2024-03-12T13:00:16Z,CN=qualix-prx-stg-eu.varonis.com,qualix-prx-stg-eu.varonis.com,www.qualix-prx-stg-eu.varonis.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",d3d9977a446a6f7a7d581586b5827eaa,f9d0f3f066e5070480b8169a737545ec319574075d8142181bc163ba3aef62e7,,ctls,qualix-prx-stg-eu.varonis.com,azure,443,https://qualix-prx-stg-eu.varonis.com:443,https,text/html,GET,23.102.39.34,/,1946795491,23.102.39.34,AngularJS,1,False,True,,,https://qualix-prx-stg-eu.varonis.com/remote/,
qualix-prx-stg-us.varonis.com,,200,2420,qualix-prx-stg-us.varonis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-29T08:38:53Z,2024-03-12T12:50:48Z,CN=qualix-prx-stg-us.varonis.com,qualix-prx-stg-us.varonis.com,www.qualix-prx-stg-us.varonis.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",06491f6875bed7412491fe928ec963e0,85582d7c90d99ae1fc0c84f6b17b31d7db42828a6800fd8f8b86615c3f0ee249,,ctls,qualix-prx-stg-us.varonis.com,,443,https://qualix-prx-stg-us.varonis.com:443,https,text/html,GET,20.109.98.123,/,1363677582,20.109.98.123,AngularJS,1,False,,,,https://qualix-prx-stg-us.varonis.com/remote/,
recovery.varonis.com,,200,170,recovery.varonis.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-05T19:13:47Z,2023-10-07T19:13:47Z,CN=*.varonis.com,*.varonis.com,varonis.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",8f9b811239b9df8ecb1e685f5d686716,9173d13f00cbbd6fda72e7bccb416544adf7edfabb5aa4a61fec33faf353fec3,True,ctls,recovery.varonis.com,,443,https://recovery.varonis.com:443,https,text/html,GET,91.208.129.121,/,593259606,91.208.129.121,HSTS,4,False,,,,,
se.varonis.com,,200,1751,central.varonis.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-10-12T12:32:47Z,2023-11-13T12:32:47Z,CN=central.varonis.com,central.varonis.com,www.central.varonis.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",239b6a4bc6f8873c349ba62a21c87fdb,c0e25e0c16850787500ca80aad07f94564713ef39d9264027ca285e7ede37021,,ctls,central.varonis.com,incapsula,443,https://se.varonis.com:443,https,text/html,GET,45.60.154.169,/,-2144371862,45.60.154.169,HSTS,49,False,True,,sfdcedge,https://central.varonis.com/s/hubs/sales-engineering,
sfclusterprd.varonis.io,Varonis: We Protect Data,200,235029,www.varonis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-31T14:42:04Z,2023-11-27T14:42:04Z,CN=imperva.com,imperva.com,blog.varonis.es,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q2,GlobalSign nv-sa,5f4c4d2e36d483ba882ce5f87df751a4,0fb121941c90d4744eb3ae8b3bd55bbe81e27b84fbcb042ed6bb1837d225c6a8,True,ctls,www.varonis.com,incapsula,443,https://sfclusterprd.varonis.io:443,https,text/html,GET,45.60.154.169,/,-1020206478,45.60.154.169,Imperva,3990,False,True,,cloudflare,https://www.varonis.com/,
skills.varonis.com,Loading,200,21449,partneredu.varonis.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-09T07:07:53Z,2024-05-10T07:07:53Z,CN=eduadmin.varonis.com,eduadmin.varonis.com,www.eduadmin.varonis.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",1251c0cb3dda33de825366f23d39c9b2,0db2869481c98fa488e0d8710d6a6809dcb153a345119488ac47d1fb08a6aa63,,ctls,partneredu.varonis.com,,443,https://skills.varonis.com:443,https,text/html,GET,13.107.253.45,/,-1840324437,2620:1ec:4f:1::45,,561,False,,,,https://partneredu.varonis.com/learn/home,
stg-labs.varonis.com,Web App - Unavailable,403,1892,stg-labs.varonis.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-10T15:09:45Z,2024-04-29T12:51:13Z,CN=stg-labs.varonis.com,stg-labs.varonis.com,www.stg-labs.varonis.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",3242f2c8af375040f560f81e870fa33a,a20d7a4b7069f75a07d6b9c0fc5804058d89d61bdbbe6b907a48640629a9de3e,,ctls,stg-labs.varonis.com,azure,443,https://stg-labs.varonis.com:443,https,text/html,GET,13.74.252.44,/,-237335256,13.74.252.44,,74,False,True,,,,
support-labs.varonis.com,Web App - Unavailable,403,1892,support-labs.varonis.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-25T07:20:24Z,2024-05-05T08:30:18Z,CN=support-labs.varonis.com,support-labs.varonis.com,www.support-labs.varonis.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",54dc3770af13057875695c9c002eb5e5,52849f1981cbccfde68bdc1546f75e7b18b0bada0e4a70e12489b4fc3c190b9b,,ctls,support-labs.varonis.com,azure,443,https://support-labs.varonis.com:443,https,text/html,GET,13.74.252.44,/,-237335256,13.74.252.44,,74,False,True,,,,
support.varonis.com,MyVaronis - Login,200,16687,my.varonis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-31T14:42:04Z,2023-11-27T14:42:04Z,CN=imperva.com,imperva.com,blog.varonis.es,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q2,GlobalSign nv-sa,5f4c4d2e36d483ba882ce5f87df751a4,0fb121941c90d4744eb3ae8b3bd55bbe81e27b84fbcb042ed6bb1837d225c6a8,True,ctls,my.varonis.com,,443,https://support.varonis.com:443,https,text/html,GET,13.107.237.45,/,168807157,2620:1ec:4f:1::44,Microsoft ASP.NET,273,False,,,,https://my.varonis.com/login?ReturnUrl=%2F%3F%2522%2522%3D%2522%2522,
systemalerts.chd.varonis.io,,503,845,systemalerts.chd.varonis.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-31T14:42:04Z,2023-11-27T14:42:04Z,CN=imperva.com,imperva.com,blog.varonis.es,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q2,GlobalSign nv-sa,5f4c4d2e36d483ba882ce5f87df751a4,0fb121941c90d4744eb3ae8b3bd55bbe81e27b84fbcb042ed6bb1837d225c6a8,True,ctls,systemalerts.chd.varonis.io,incapsula,443,https://systemalerts.chd.varonis.io:443,https,text/html,GET,45.60.154.169,/,1984497849,45.60.154.169,Imperva,1,False,True,,,,
t.varonis.com,,204,,t.varonis.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-13T11:36:54Z,2023-08-11T11:36:53Z,CN=t.varonis.com,t.varonis.com,t.varonis.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e816377e9b0288e979e864fccfb16cda,7ff2b65095e16af6564765b11217e415a3baa8d3b04976e9bf0ea87d9d40636b,,ctls,t.varonis.com,,443,https://t.varonis.com:443,https,,GET,34.200.103.172,/,-1840324437,3.222.7.36,HSTS,1,False,,,,,
tr.varonis.com,Varonis: We Protect Data,200,235029,www.varonis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-31T14:42:04Z,2023-11-27T14:42:04Z,CN=imperva.com,imperva.com,blog.varonis.es,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q2,GlobalSign nv-sa,5f4c4d2e36d483ba882ce5f87df751a4,0fb121941c90d4744eb3ae8b3bd55bbe81e27b84fbcb042ed6bb1837d225c6a8,True,ctls,www.varonis.com,,80,http://tr.varonis.com:80,http,text/html,GET,204.74.99.100,/,798185927,204.74.99.100,Imperva,3990,False,,,cloudflare,https://www.varonis.com/,
