new,host,a,soa,status_code,cname,ns,aaaa,has_internal_ips,internal_ips,mx,txt,cdn,cdn-name,caa
,baiduspider-123-125-71-73.crawl.baidu.com,123.125.71.73,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-123-125-71-74.crawl.baidu.com,123.125.71.74,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-123-125-71-75.crawl.baidu.com,123.125.71.75,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-123-125-71-77.crawl.baidu.com,123.125.71.77,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-123-125-71-78.crawl.baidu.com,123.125.71.78,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-123-125-71-80.crawl.baidu.com,123.125.71.80,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-123-125-71-81.crawl.baidu.com,123.125.71.81,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-123-125-71-82.crawl.baidu.com,123.125.71.82,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-123-125-71-84.crawl.baidu.com,123.125.71.84,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-123-125-71-85.crawl.baidu.com,123.125.71.85,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-123-125-71-87.crawl.baidu.com,123.125.71.87,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-123-125-71-88.crawl.baidu.com,123.125.71.88,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-123-125-71-90.crawl.baidu.com,123.125.71.90,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-123-125-71-92.crawl.baidu.com,123.125.71.92,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-123-125-71-95.crawl.baidu.com,123.125.71.95,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-123-125-71-96.crawl.baidu.com,123.125.71.96,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-123-125-71-98.crawl.baidu.com,123.125.71.98,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-123-125-71-99.crawl.baidu.com,123.125.71.99,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-124-166-232-156.crawl.baidu.com,54.144.128.85,,NOERROR,,,,,,,,,,
,baiduspider-124-166-232-214.crawl.baidu.com,,,NOERROR,,,,,,,,,,
,baiduspider-124-166-232-237.crawl.baidu.com,54.144.128.85,,NOERROR,,,,,,,,,,
,baiduspider-124-166-232-45.crawl.baidu.com,,,NOERROR,,,,,,,,,,
,baiduspider-180-149-133-33.crawl.baidu.com,,,NOERROR,,,,,,,,,,
,baiduspider-180-149-133-50.crawl.baidu.com,54.144.128.85,,NOERROR,,,,,,,,,,
,baiduspider-180-149-133-58.crawl.baidu.com,54.144.128.85,,NOERROR,,,,,,,,,,
,baiduspider-180-76-15-115.crawl.baidu.com,,,NOERROR,,,,,,,,,,
,baiduspider-180-76-15-200.crawl.baidu.com,,,NOERROR,,,,,,,,,,
,baiduspider-180-76-15-98.crawl.baidu.com,,,NOERROR,,,,,,,,,,
,baiduspider-180-76-5-112.crawl.baidu.com,54.144.128.85,,NOERROR,,,,,,,,,,
,baiduspider-180-76-5-176.crawl.baidu.com,,,NOERROR,,,,,,,,,,
,baiduspider-180-76-5-183.crawl.baidu.com,,,NOERROR,,,,,,,,,,
,baiduspider-180-76-5-4.crawl.baidu.com,,,NOERROR,,,,,,,,,,
,baiduspider-180-76-5-8.crawl.baidu.com,,,NOERROR,,,,,,,,,,
,baiduspider-220-181-108-100.crawl.baidu.com,220.181.108.100,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-101.crawl.baidu.com,220.181.108.101,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-102.crawl.baidu.com,220.181.108.102,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-103.crawl.baidu.com,220.181.108.103,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-105.crawl.baidu.com,220.181.108.105,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-107.crawl.baidu.com,220.181.108.107,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-109.crawl.baidu.com,220.181.108.109,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-110.crawl.baidu.com,220.181.108.110,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-111.crawl.baidu.com,220.181.108.111,,NOERROR,,,,,,,,,,
,baiduspider-220-181-108-116.crawl.baidu.com,220.181.108.116,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-117.crawl.baidu.com,220.181.108.117,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-118.crawl.baidu.com,220.181.108.118,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-119.crawl.baidu.com,220.181.108.119,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-120.crawl.baidu.com,220.181.108.120,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-122.crawl.baidu.com,220.181.108.122,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-123.crawl.baidu.com,220.181.108.123,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-139.crawl.baidu.com,220.181.108.139,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-140.crawl.baidu.com,220.181.108.140,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-141.crawl.baidu.com,220.181.108.141,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-142.crawl.baidu.com,"220.181.108.142, 110.242.68.134, 61.135.165.235, 220.181.37.10, 220.181.38.10",,NOERROR,,"ns3.crawl.baidu.com, ns4.crawl.baidu.com, ns1.crawl.baidu.com, ns2.crawl.baidu.com",,,,,,,,
,baiduspider-220-181-108-143.crawl.baidu.com,220.181.108.143,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-144.crawl.baidu.com,220.181.108.144,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-145.crawl.baidu.com,220.181.108.145,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-147.crawl.baidu.com,220.181.108.147,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-149.crawl.baidu.com,220.181.108.149,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-150.crawl.baidu.com,220.181.108.150,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-152.crawl.baidu.com,220.181.108.152,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-154.crawl.baidu.com,"220.181.108.154, 110.242.68.134, 61.135.165.235, 220.181.37.10, 220.181.38.10","dns.crawl.baidu.com, sa.baidu.com",NOERROR,,"ns1.crawl.baidu.com, ns2.crawl.baidu.com, ns3.crawl.baidu.com, ns4.crawl.baidu.com",,,,,,,,
,baiduspider-220-181-108-155.crawl.baidu.com,220.181.108.155,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-156.crawl.baidu.com,220.181.108.156,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-157.crawl.baidu.com,220.181.108.157,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-158.crawl.baidu.com,220.181.108.158,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-159.crawl.baidu.com,220.181.108.159,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-160.crawl.baidu.com,"220.181.108.160, 110.242.68.134, 61.135.165.235, 220.181.37.10, 220.181.38.10","dns.crawl.baidu.com, sa.baidu.com",NOERROR,,"ns1.crawl.baidu.com, ns2.crawl.baidu.com, ns3.crawl.baidu.com, ns4.crawl.baidu.com",,,,,,,,
,baiduspider-220-181-108-161.crawl.baidu.com,,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-162.crawl.baidu.com,220.181.108.162,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-163.crawl.baidu.com,220.181.108.163,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-165.crawl.baidu.com,,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-166.crawl.baidu.com,220.181.108.166,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-167.crawl.baidu.com,220.181.108.167,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-168.crawl.baidu.com,220.181.108.168,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-169.crawl.baidu.com,220.181.108.169,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-170.crawl.baidu.com,220.181.108.170,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-171.crawl.baidu.com,"220.181.108.171, 110.242.68.134, 61.135.165.235, 220.181.37.10, 220.181.38.10","dns.crawl.baidu.com, sa.baidu.com",NOERROR,,"ns1.crawl.baidu.com, ns3.crawl.baidu.com, ns2.crawl.baidu.com, ns4.crawl.baidu.com",,,,,,,,
,baiduspider-220-181-108-173.crawl.baidu.com,220.181.108.173,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-174.crawl.baidu.com,220.181.108.174,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-175.crawl.baidu.com,,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-176.crawl.baidu.com,220.181.108.176,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-178.crawl.baidu.com,,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-179.crawl.baidu.com,,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-180.crawl.baidu.com,220.181.108.180,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-181.crawl.baidu.com,220.181.108.181,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-182.crawl.baidu.com,220.181.108.182,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-183.crawl.baidu.com,220.181.108.183,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-184.crawl.baidu.com,220.181.108.184,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-185.crawl.baidu.com,220.181.108.185,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-186.crawl.baidu.com,220.181.108.186,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-190.crawl.baidu.com,,,NOERROR,,,,,,,,,,
,baiduspider-220-181-108-56.crawl.baidu.com,,,NOERROR,,,,,,,,,,
,baiduspider-220-181-108-76.crawl.baidu.com,220.181.108.76,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-77.crawl.baidu.com,220.181.108.77,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-79.crawl.baidu.com,220.181.108.79,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-80.crawl.baidu.com,220.181.108.80,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-81.crawl.baidu.com,220.181.108.81,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-82.crawl.baidu.com,220.181.108.82,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-83.crawl.baidu.com,220.181.108.83,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-84.crawl.baidu.com,220.181.108.84,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-87.crawl.baidu.com,,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-88.crawl.baidu.com,,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-89.crawl.baidu.com,220.181.108.89,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-90.crawl.baidu.com,220.181.108.90,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-91.crawl.baidu.com,220.181.108.91,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-92.crawl.baidu.com,,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-93.crawl.baidu.com,220.181.108.93,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-94.crawl.baidu.com,220.181.108.94,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-96.crawl.baidu.com,220.181.108.96,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-97.crawl.baidu.com,,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-220-181-108-99.crawl.baidu.com,220.181.108.99,"dns.crawl.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiduspider-61-135-168-30.crawl.baidu.com,,,NOERROR,,,,,,,,,,
,baiduspider123-125-66-110.crawl.baidu.com,,,NOERROR,,,,,,,,,,
,baidutranscoder-61-135-168-22.gate.baidu.com,,,NOERROR,,,,,,,,,,
,baiduworld.baidu.com,,"ns1.wshifen.com, baidu_dns_master.baidu.com",NOERROR,"nvideo.n.shifen.com, nvideo.wshifen.com",,,,,,,,,
,baifubao.baidu.com,,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,baifubao-bfe.n.shifen.com,,,,,,,,,
,baijiahao.baidu.com,"39.156.66.139, 111.206.209.3, 180.101.212.131, 182.61.62.52, 182.61.200.130, 220.181.107.189, 223.109.81.200","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,baijiahao.n.shifen.com,,,,,,,,,
,baike.baidu.com,103.235.46.232,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,"bk.baidu.com, bk.n.shifen.com",,240c:4003:111:adc7:0:ff:b0f2:3dbe,,,,,,,
,baitong.baidu.com,"123.125.115.98, 39.156.68.195","dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,baiyue.baidu.com,,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,baiyue.n.shifen.com,,,,,,,,,
,bama.baidu.com,"103.235.46.40, 180.76.8.250, 180.76.9.250, 110.242.68.134, 220.181.33.31, 36.152.45.193, 112.80.248.64, 14.215.178.80, 111.45.3.226, 180.76.76.92","ns1.wshifen.com, baidu_dns_master.baidu.com",NOERROR,"www.a.shifen.com, www.wshifen.com","ns3.wshifen.com, ns4.wshifen.com, dns.baidu.com, ns3.baidu.com, ns4.baidu.com, ns7.baidu.com, ns2.baidu.com","240e:bf:b801:1002:0:ff:b024:26de, 240e:940:603:4:0:ff:b01b:589a",,,,,,,
,band.baidu.com,,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,730.other.nuomi.n.shifen.com,,,,,,,,,
,bangbang.baidu.com,182.61.62.50,"dns.baidu.com, sa.baidu.com",NOERROR,"jpaasmatrix.e.shifen.com, domain-offline.baidu.com",,,,,,,,,
,bank.baidu.com,103.235.46.122,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,news.n.shifen.com,,,,,,,,,
,banner.baidu.com,,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,bao.baidu.com,"153.3.236.132, 180.101.50.102, 36.152.45.38","dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,bao.tieba.baidu.com,10.91.161.219,"dns.baidu.com, sa.baidu.com",NOERROR,,,,True,10.91.161.219,,,,,
,baobao.baidu.com,182.61.200.63,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,baobao.n.shifen.com,,,,,,,,,
,baoheapi.baidu.com,,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,baoheapi.n.shifen.com,,,,,,,,,
,baozhang.baidu.com,112.34.111.209,"ns1.e.shifen.com, baidu_dns_master.baidu.com",NOERROR,baozhang.e.shifen.com,,,,,,,,,
,bar.baidu.com,182.61.62.50,"dns.baidu.com, sa.baidu.com",NOERROR,"bar.n.shifen.com, domain-offline.baidu.com",,,,,,,,,
,baseservice.trafficsafe.baidu.com,120.48.181.226,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,bav.baidu.com,103.235.46.69,"ns1.wshifen.com, baidu_dns_master.baidu.com",NOERROR,bavhome.wshifen.com,,,,,,,,,
,baymax.noah.baidu.com,"10.57.8.104, 10.57.8.105","noah.baidu.com, test.noah.baidu.com",NOERROR,,,,True,"10.57.8.104, 10.57.8.105",,,,,
,bbs.apistore.baidu.com,180.149.131.112,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,bbs.baidu.com,"103.235.46.139, 103.235.46.140","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,"post.baidu.com, post.n.shifen.com",,,,,,,,,
,bbs.noah.baidu.com,"10.26.26.19, 10.26.26.20","noah.baidu.com, test.noah.baidu.com",NOERROR,,,,True,"10.26.26.19, 10.26.26.20",,,,,
,bbs.rom.baidu.com,"39.156.66.10, 110.242.68.66","dns.baidu.com, sa.baidu.com",NOERROR,baidu.com,"ns4.baidu.com, dns.baidu.com, ns3.baidu.com, ns7.baidu.com, ns2.baidu.com",,,,"mx.n.shifen.com, mx.maillb.baidu.com, mx1.baidu.com, mx50.baidu.com, jpmx.baidu.com, usmx01.baidu.com","v=spf1 include:spf1.baidu.com include:spf2.baidu.com include:spf3.baidu.com include:spf4.baidu.com mx ptr -all, _globalsign-domain-verification=qjb28W2jJSrWj04NHpB0CvgK9tle5JkOq-EcyWBgnE, google-site-verification=GHb98-6msqyx_qqjGl5eRatD3QTHyVB6-xQ3gJB5UwM",,,
,bcc.baidu.com,106.12.78.181,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,bce.baidu.com,,"dns.baidu.com, sa.baidu.com",NOERROR,,"ns4.baidu.com, ns3.baidu.com, dns.baidu.com, ns2.baidu.com",,,,,,,,
,bcetest.baidu.com,,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,bcetest.bce.baidu.com,111.206.208.24,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,qasandbox.bcetest.n.shifen.com,,,,,,,,,
,bcp.baidu.com,"110.242.68.230, 112.80.248.234, 163.177.151.145","ns1.e.shifen.com, baidu_dns_master.baidu.com",NOERROR,pheonest.e.shifen.com,,,,,,,,,
,bcss.baidu.com,"153.37.235.60, 183.232.232.58, 180.101.49.157","dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,bd.baidu.com,"125.64.104.38, 125.74.42.38, 113.219.142.38, 219.151.25.38, 111.170.26.38, 106.225.194.38, 183.60.219.38, 113.142.207.38, 36.99.3.38, 220.169.152.38","ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,"bd.baidu.com.a.bdydns.com, opencdnbd.jomodns.com",,,,,,,,,
,bdi.baidu.com,"112.34.113.125, 110.242.68.39, 220.181.33.34, 36.152.45.197, 112.80.248.31, 14.215.178.45, 111.20.4.27, 180.76.76.96","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,public.map.n.shifen.com,"ns1.n.shifen.com, ns2.n.shifen.com, ns3.n.shifen.com, ns4.n.shifen.com, ns5.n.shifen.com","240e:bf:b801:1004:0:ff:b0df:15ef, 240e:940:603:7:0:ff:b0bc:8bde",,,,,,,
,bdimg.share.baidu.com,"180.101.212.103, 182.61.201.93, 182.61.201.94, 182.61.240.101, 39.156.68.163, 112.34.113.148","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,"share.jomodns.com, share.n.shifen.com",,,,,,,,,
,bdm.baidu.com,10.208.7.253,"dns.baidu.com, sa.baidu.com",NOERROR,,,,True,10.208.7.253,,,,,
,bdplus.baidu.com,,,NOERROR,,,,,,,,,,
,bds.baidu.com,"10.26.71.36, 110.242.68.134, 220.181.33.31, 36.152.45.193, 112.80.248.64, 14.215.178.80, 111.45.3.226, 180.76.76.92","dns.baidu.com, sa.baidu.com",NOERROR,,"dns.baidu.com, ns2.baidu.com, ns3.baidu.com, ns4.baidu.com, ns7.baidu.com","240e:bf:b801:1002:0:ff:b024:26de, 240e:940:603:4:0:ff:b01b:589a",True,10.26.71.36,,,,,
,becbos.baidu.com,,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,beian.baidu.com,,,NOERROR,beian.bce.baidu.n.shifen.com,,,,,,,,,
,beian.bce.baidu.com,110.242.69.144,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,beian.bce.baidu.n.shifen.com,,,,,,,,,
,beian.vcp.baidu.com,112.34.112.247,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,bfc.baidu.com,182.61.201.1,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,bgb.baidu.com,,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,wenku.n.shifen.com,,,,,,,,,
,bgc.map.baidu.com,183.232.232.168,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,elbc.map.n.shifen.com,,,,,,,,,
,bgw.baidu.com,10.92.149.21,"dns.baidu.com, sa.baidu.com",NOERROR,,,,True,10.92.149.21,,,,,
,biaozhu.baidu.com,"183.232.232.168, 110.242.68.39, 220.181.33.34, 36.152.45.197, 112.80.248.31, 14.215.178.45, 111.20.4.27, 180.76.76.96","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,elbc.map.n.shifen.com,"ns1.n.shifen.com, ns2.n.shifen.com, ns3.n.shifen.com, ns4.n.shifen.com, ns5.n.shifen.com","240e:bf:b801:1004:0:ff:b0df:15ef, 240e:940:603:7:0:ff:b0bc:8bde",,,,,,,
,bike.baidu.com,103.235.46.232,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,"bk.baidu.com, bk.n.shifen.com",,240c:4003:111:adc7:0:ff:b0f2:3dbe,,,,,,,
,bior.baidu.com,,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,bicc.n.shifen.com,,,,,,,,,
,bior.bce.baidu.com,"106.12.140.165, 106.13.210.186","dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,biz.baidu.com,,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,bjmx.maillb.baidu.com,"111.202.115.98, 220.181.50.185, 111.206.215.185, 220.181.3.98, 220.181.3.85, 111.202.115.85",123.maillb.baidu.com,NOERROR,,,,,,,,,,
,bk.baidu.com,103.235.46.232,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,bk.n.shifen.com,,240c:4003:111:adc7:0:ff:b0f2:3dbe,,,,,,,
,bkso.baidu.com,103.235.46.232,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,"bk.baidu.com, bk.n.shifen.com",,240c:4003:111:adc7:0:ff:b0f2:3dbe,,,,,,,
,blade.baidu.com,10.202.6.186,"dns.baidu.com, sa.baidu.com",NOERROR,,,,True,10.202.6.186,,,,,
,bls.baidu.com,10.242.15.9,"dns.baidu.com, sa.baidu.com",NOERROR,,,,True,10.242.15.9,,,,,
,blue.baidu.com,185.10.104.115,"ns1.gshifen.com, baidu_dns_master.baidu.com",NOERROR,"blue.baidu.com.a.bdydns.com, opencdnglobalv6.jomodns.com, opencdnglobal.gshifen.com",,,,,,,,,
,bmb.baidu.com,,,NOERROR,jpaasdva.sdns.baidu.com,,,,,,,,,
,bmc.baidu.com,10.211.67.54,"dns.baidu.com, sa.baidu.com",NOERROR,,,,True,10.211.67.54,,,,,
,bmdc.baidu.com,54.144.128.85,,NOERROR,jpaas-matrix.baidu.com,,,,,,,,,
,bml.baidu.com,110.242.69.34,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,ai.n.shifen.com,,,,,,,,,
,bmp.baidu.com,"183.232.231.68, 183.232.232.93","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,eopa.n.shifen.com,,,,,,,,,
,bmr.bce.baidu.com,39.156.68.215,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,bms.baidu.com,182.61.200.188,"ns1.e.shifen.com, baidu_dns_master.baidu.com",NOERROR,b2b.e.shifen.com,,,,,,,,,
,bnc.baidu.com,"153.37.235.12, 112.80.255.214","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,730.nuomi.n.shifen.com,,,,,,,,,
,bng.baidu.com,,"dns.baidu.com, sa.baidu.com",NOERROR,"bng.e.shifen.com, domain-offline.baidu.com",,,,,,,,,
,bns.noah.baidu.com,,,NOERROR,bns.noah.sdns.baidu.com,,,,,,,,,
,bonds.baidu.com,,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,news.n.shifen.com,,,,,,,,,
,book.hao123.com,103.235.46.234,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,cn.hao123.n.shifen.com,,,,,,,,,
,bos.baidu.com,,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
