input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,cdn_name,tech_,cdn,tls_wildcard_certificate,tls_expired,csp_domains_,final_url
apiguide.cf.app.ford.com,403 Forbidden,403,548,apiguide.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-09T18:16:39Z,2024-06-09T18:16:38Z,"CN=apiguide.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",apiguide.prod.cf.app.ford.com,Ford Motor Company,apiguide.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0e696e4a193343362f694f7022b3283b,7d01cfc74003ce974b3c9cb4f353ef68bb6ee561b5b5bc45c475d3e9318b8332,ctls,apiguide.cf.app.ford.com,443,https://apiguide.cf.app.ford.com:443,https,nginx,text/html,GET,19.12.128.159,/,566218143,2620:0:403:2012:0:ffff:130c:889f,14,False,,Nginx,,,,,
apiguide.ford.com,403 Forbidden,403,146,apiguide.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-09T18:16:39Z,2024-06-09T18:16:38Z,"CN=apiguide.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",apiguide.prod.cf.app.ford.com,Ford Motor Company,apiguide.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0e696e4a193343362f694f7022b3283b,7d01cfc74003ce974b3c9cb4f353ef68bb6ee561b5b5bc45c475d3e9318b8332,ctls,apiguide.ford.com,443,https://apiguide.ford.com:443,https,nginx,text/html,GET,19.12.128.159,/,1494302000,2620:0:403:2012:0:ffff:130c:889f,8,False,,Nginx,,,,,
apiguide.prod.cf.app.ford.com,403 Forbidden,403,548,apiguide.prod.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-09T18:09:58Z,2024-06-09T18:09:57Z,"CN=apiguide.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",apiguide.prod.cf.app.ford.com,Ford Motor Company,apiguide.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,60d04c1e33c39ce01c283877072509c8,c0ec92d17d0375c32b2903faf0a511641209435f5490585dbe4e7598c9a80877,ctls,apiguide.prod.cf.app.ford.com,443,https://apiguide.prod.cf.app.ford.com:443,https,nginx,text/html,GET,19.12.136.159,/,566218143,2620:0:403:2012:0:ffff:130c:889f,14,False,,Nginx,,,,,
applyforcredit.ford.com,,200,1678,applyforcredit.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-07T02:15:48Z,2024-06-07T02:15:47Z,"CN=www-oca.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",www-oca.prod.cf.app.ford.com,Ford Motor Company,applyforcredit.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,3e88844b3e6773408abf07fb57042afe,174657c04412df1f67d5c21a7cc0fd7ef8572ebf365cf0ed820370a1521c40f4,ctls,applyforcredit.ford.com,80,http://applyforcredit.ford.com:80,http,nginx/1.23.2,text/html,GET,19.12.128.106,/,1153351064,2620:0:403:2012:0:ffff:130c:886a,30,False,,Nginx:1.23.2,,,,,https://applyforcredit.ford.com/
artisan.ford.com,Software Excellence Teamsite,200,676,artisan.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-24T01:15:21Z,2024-04-24T01:15:20Z,"CN=artisan.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",artisan.pp.cf.app.ford.com,Ford Motor Company,artisan.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,6d2532339ec6852b3188fd3433eb72f7,af376564af4b5a061e23279fcf188f3a01e8da55ceb659a76618d30fa0d09414,ctls,artisan.ford.com,443,https://artisan.ford.com:443,https,nginx/1.23.2,text/html,GET,19.12.104.24,/,1830351294,2620:0:402:2013:0:ffff:130c:6818,1,False,,Nginx:1.23.2,,,,,
ashvp142-vpnna1.ford.com,,200,315,ashvp142-vpnna1.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-16T20:41:25Z,2023-12-18T20:41:24Z,"CN=vpnna1.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",vpnna1.ford.com,Ford Motor Company,chivp141-vpnna1.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c53f1752d15f50debe7c82da1f7b908d,d8c7c1d8fea924fc21617e7adb83bb0165f044a951988fff0db42764cbbac2b2,ctls,ashvp142-vpnna1.ford.com,443,https://ashvp142-vpnna1.ford.com:443,https,,text/html,GET,19.12.93.219,/,-1840324437,2620:0:403:2002::142,9,False,,HSTS,,,,,
ashvp145-vpnna1.ford.com,,200,315,ashvp145-vpnna1.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-16T20:41:25Z,2023-12-18T20:41:24Z,"CN=vpnna1.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",vpnna1.ford.com,Ford Motor Company,chivp141-vpnna1.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c53f1752d15f50debe7c82da1f7b908d,d8c7c1d8fea924fc21617e7adb83bb0165f044a951988fff0db42764cbbac2b2,ctls,ashvp145-vpnna1.ford.com,443,https://ashvp145-vpnna1.ford.com:443,https,,text/html,GET,19.12.93.242,/,-1840324437,2620:0:403:2002::145,9,False,,HSTS,,,,,
ashvp146-vpnna1.ford.com,,200,315,ashvp146-vpnna1.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-16T20:41:25Z,2023-12-18T20:41:24Z,"CN=vpnna1.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",vpnna1.ford.com,Ford Motor Company,chivp141-vpnna1.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c53f1752d15f50debe7c82da1f7b908d,d8c7c1d8fea924fc21617e7adb83bb0165f044a951988fff0db42764cbbac2b2,ctls,ashvp146-vpnna1.ford.com,443,https://ashvp146-vpnna1.ford.com:443,https,,text/html,GET,19.12.93.243,/,-1840324437,2620:0:403:2002::146,9,False,,HSTS,,,,,
assembler.wp.dev.ford.com,,503,19,assembler.wp.dev.ford.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-04T17:55:09Z,2023-08-02T18:48:02Z,CN=assembler.wp.dev.ford.com,assembler.wp.dev.ford.com,,assembler.wp.dev.ford.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,22bfb826f456163b0a11df913b1ed467,9a335ebd47dd1bc64ad1258ae389ee86cfa648b8156d475ddc0a78ccb147141f,ctls,assembler.wp.dev.ford.com,443,https://assembler.wp.dev.ford.com:443,https,Google Frontend,text/plain,GET,34.120.238.181,/,,34.120.238.181,1,False,google,HTTP/3,True,,,,
autoshows.ford.com,Invalid URL,400,209,autoshows.ford.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-01-18T00:00:00Z,2023-10-18T23:59:59Z,"CN=corporate.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",corporate.ford.com,Ford Motor Company,accessoires.ford.ca,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,159c421c7db9fbf6b80b87ef7270225c,8a917c0e84d17ab0f3c85a0808e58d842efffd61bc5527bab72d163052f646f9,ctls,autoshows.ford.com,443,https://autoshows.ford.com:443,https,AkamaiGHost,text/html,GET,184.25.219.103,/,-1745279539,184.25.219.103,8,False,,,,,,,
avdata.ford.com,Ford AV Dataset - Home,200,58404,avdata.ford.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-06-21T00:00:00Z,2023-06-21T23:59:59Z,"CN=avdata.ford.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",avdata.ford.com,"Cloudflare, Inc.",avdata.ford.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5bcc1837613ecec593fe93030d0ea13e,bac3b93c86f288e89bd243b2137b7a18cfd78a13a62958e286bf18dcd2259734,ctls,avdata.ford.com,443,https://avdata.ford.com:443,https,cloudflare,text/html,GET,162.159.130.11,/,-696563584,162.159.130.11,583,False,cloudflare,Microsoft ASP.NET,True,,,,
backstage-sbevisionqa.ford.com,,503,2503,backstage-sbevisionqa.ford.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-04-01T01:21:58Z,2024-03-31T01:21:59Z,CN=*.extapps.pp113.caas.gcp.ford.com,*.extapps.pp113.caas.gcp.ford.com,,*.extapps.pp113.caas.gcp.ford.com,CN=ingress-operator@1648774487,ingress-operator@1648774487,,6bb72cd5a7934dcd7d7434af1a3ae79d,11971c333632d2793499c3f453355a0058c1a79c80617061daf72a5e39ae2657,ctls,backstage-sbevisionqa.ford.com,80,http://backstage-sbevisionqa.ford.com:80,http,,text/html,GET,19.12.108.46,/,1539244717,19.12.108.46,94,False,,,,True,,,https://backstage-sbevisionqa.ford.com/
blueovalintelligence.ford.com,Sign in to your account,200,201375,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,80,http://blueovalintelligence.ford.com:80,http,,text/html,GET,19.12.97.37,/,228546212,19.12.97.37,174,False,,HSTS,,,,,https://login.microsoftonline.com:443/c990bb7a-51f4-439b-bd36-9c07fb1041c0/oauth2/authorize?client%5Fid=00000003%2D0000%2D0ff1%2Dce00%2D000000000000&response%5Fmode=form%5Fpost&response%5Ftype=code%20id%5Ftoken&resource=00000003%2D0000%2D0ff1%2Dce00%2D000000000000&scope=openid&nonce=4BC54A5523EC371C1564A40CE7C0AA0936BD38BA0426B981%2D3E109DB2DC736FAFF949957EF6BCE4CB77676AA29AE7EDE32E3F824FD4C71624&redirect%5Furi=https%3A%2F%2Fazureford%2Esharepoint%2Ecom%2F%5Fforms%2Fdefault%2Easpx&state=OD0w&claims=%7B%22id%5Ftoken%22%3A%7B%22xms%5Fcc%22%3A%7B%22values%22%3A%5B%22CP1%22%5D%7D%7D%7D&wsucxt=1&cobrandid=11bd8083%2D87e0%2D41b5%2Dbb78%2D0bc43c8a8e8a&client%2Drequest%2Did=4f9ab2a0%2D9046%2D3000%2D7abe%2Db250cddc036f&popupui=1
broncopodcast.ford.com,Q4 Web Site Development,404,2013,,,,,,,,,,,,,,,,,,,,80,http://broncopodcast.ford.com:80,http,cloudflare,text/html,GET,162.159.129.11,/,802908550,2606:4700:7::a29f:810b,43,False,cloudflare,Cloudflare Bot Management,True,,,,
caasextapps-pp101-vip-chiadc01-rprxy2-19.chi.ford.com,,503,2503,caasextapps-pp101-vip-chiadc01-rprxy2-19.chi.ford.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-06-27T14:12:09Z,2024-06-26T14:12:10Z,CN=*.extapps.pp101.caas.gcp.ford.com,*.extapps.pp101.caas.gcp.ford.com,,*.extapps.pp101.caas.gcp.ford.com,CN=ingress-operator@1624566359,ingress-operator@1624566359,,39b34e54a6ed3e0e9e6ef456110d5b57,1ed879f6c2dd4bc8b6bacd2c71e0fa205981771319a8127998b092db1a976ad8,ctls,caasextapps-pp101-vip-chiadc01-rprxy2-19.chi.ford.com,443,https://caasextapps-pp101-vip-chiadc01-rprxy2-19.chi.ford.com:443,https,,text/html,GET,19.12.108.151,/,1539244717,19.12.108.151,94,False,,,,True,,,
caasextapps-pp11-vip-chiadc01-rprxy2-19.chi.ford.com,,503,2503,caasextapps-pp11-vip-chiadc01-rprxy2-19.chi.ford.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-02-03T00:47:49Z,2024-02-03T00:47:50Z,CN=*.extapps.pp11.edc.caas.ford.com,*.extapps.pp11.edc.caas.ford.com,,*.extapps.pp11.edc.caas.ford.com,CN=ingress-operator@1640708624,ingress-operator@1640708624,,d141205c26505bf64f84ae3b56214726,ff4a16e01533f3ca581d6e13b670a04a7b00b03ea2c33c7f1f994769b8546a8d,ctls,caasextapps-pp11-vip-chiadc01-rprxy2-19.chi.ford.com,443,https://caasextapps-pp11-vip-chiadc01-rprxy2-19.chi.ford.com:443,https,,text/html,GET,19.12.108.135,/,1539244717,19.12.108.135,94,False,,,,True,,,
cdn.ford.com,,200,215,cdn.ford.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-06T21:58:57Z,2024-05-07T21:58:56Z,"CN=cdn.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",cdn.ford.com,Ford Motor Company,cdn.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,e943a8ae7a630d2169a1fe378fcafc2d,23acfa807a8ecafde8ae5badfab47e6a923b307ae9c4d6b2810b8bd1dd9c7108,ctls,cdn.ford.com,443,https://cdn.ford.com:443,https,,text/xml,GET,34.111.77.233,/,-1850068534,34.111.77.233,6,False,google,IBM DataPower,True,,,,
cdnqa.ford.com,,200,215,cdnqa.ford.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-05T14:54:57Z,2024-05-06T14:54:56Z,"CN=cdnqa.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",cdnqa.ford.com,Ford Motor Company,dpssqa.gateway.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,f8a089472bd4abc5ed7789c03b55d45e,57aa8725a203a82329615eebf0ebac18a950fdaaf9e2823a4d81b20354c40c6d,ctls,cdnqa.ford.com,443,https://cdnqa.ford.com:443,https,,text/xml,GET,34.110.135.16,/,-1850068534,34.110.135.16,6,False,google,IBM DataPower,True,,,,
chargers.ford.com,Ford Electric | The Official Site for Ford Electric,200,634515,chargers.ford.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-18T03:25:05Z,2023-07-17T03:25:04Z,CN=chargers.ford.com,chargers.ford.com,,chargers.ford.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,10267c6e48316d19462de778225b85b6,f898c9ec784a42b7da264c08a2318683af6c7b583406c6e89cddf677cf987549,ctls,chargers.ford.com,443,https://chargers.ford.com:443,https,cloudflare,text/html,GET,23.227.38.74,/,-1840324437,23.227.38.74,7339,False,,Shopify,,,,,
chivp141-vpnna1.ford.com,,200,315,chivp141-vpnna1.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-16T20:41:25Z,2023-12-18T20:41:24Z,"CN=vpnna1.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",vpnna1.ford.com,Ford Motor Company,chivp141-vpnna1.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c53f1752d15f50debe7c82da1f7b908d,d8c7c1d8fea924fc21617e7adb83bb0165f044a951988fff0db42764cbbac2b2,ctls,chivp141-vpnna1.ford.com,443,https://chivp141-vpnna1.ford.com:443,https,,text/html,GET,19.12.77.218,/,-1840324437,2620:0:402:2002::141,9,False,,HSTS,,,,,
chivp144-vpnna1.ford.com,,200,315,chivp144-vpnna1.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-16T20:41:25Z,2023-12-18T20:41:24Z,"CN=vpnna1.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",vpnna1.ford.com,Ford Motor Company,chivp141-vpnna1.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c53f1752d15f50debe7c82da1f7b908d,d8c7c1d8fea924fc21617e7adb83bb0165f044a951988fff0db42764cbbac2b2,ctls,chivp144-vpnna1.ford.com,443,https://chivp144-vpnna1.ford.com:443,https,,text/html,GET,19.12.77.241,/,-1840324437,2620:0:402:2002::144,9,False,,HSTS,,,,,
chivp147-vpnna1.ford.com,,200,315,chivp147-vpnna1.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-16T20:41:25Z,2023-12-18T20:41:24Z,"CN=vpnna1.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",vpnna1.ford.com,Ford Motor Company,chivp141-vpnna1.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c53f1752d15f50debe7c82da1f7b908d,d8c7c1d8fea924fc21617e7adb83bb0165f044a951988fff0db42764cbbac2b2,ctls,chivp147-vpnna1.ford.com,443,https://chivp147-vpnna1.ford.com:443,https,,text/html,GET,19.12.77.244,/,-1840324437,2620:0:402:2002::147,9,False,,HSTS,,,,,
click.ar-mail.ford.com,403 - Forbidden: Access is denied.,403,1233,click.ar-mail.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-30T00:00:00Z,2024-03-29T23:59:59Z,"CN=click.ar-mail.ford.com, O=Salesforce.com\, Inc., L=San Francisco, ST=California, C=US",click.ar-mail.ford.com,"Salesforce.com, Inc.",click.ar-mail.ford.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,22953e159b6986ee2dd5475ba5ac9ed5,ebaebc8b1c67901c307d1f0141a32f884d49d6f530721a2b87d7f7027795eb5b,ctls,click.ar-mail.ford.com,443,https://click.ar-mail.ford.com:443,https,,text/html,GET,128.245.208.175,/,1631801191,128.245.208.175,30,False,,HSTS,,,,,
click.br-mail.ford.com,403 - Forbidden: Access is denied.,403,1233,click.br-mail.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-30T00:00:00Z,2024-03-29T23:59:59Z,"CN=click.br-mail.ford.com, O=Salesforce.com\, Inc., L=San Francisco, ST=California, C=US",click.br-mail.ford.com,"Salesforce.com, Inc.",click.br-mail.ford.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,4b8ff3c7a92b498e52f0509956a2277c,4fd94e92a1011ed0e6d4aafa07af6ba19a78b5ba1e8100dea8be8faa5c88598f,ctls,click.br-mail.ford.com,443,https://click.br-mail.ford.com:443,https,,text/html,GET,128.245.208.174,/,1631801191,128.245.208.174,30,False,,HSTS,,,,,
cloc-request-increase-prod.ford.com,Welcome to nginx!,200,615,cloc-request-increase-prod.ford.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-01T11:08:17Z,2023-07-30T12:02:51Z,CN=cloc-request-increase-prod.ford.com,cloc-request-increase-prod.ford.com,,cloc-request-increase-prod.ford.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,d742cf63fa650500c13d95d703fa6d01,dea17099f357f57002561a05bbf3dc41314adcf6c4be2a57a4258dc4c68e851d,ctls,cloc-request-increase-prod.ford.com,80,http://cloc-request-increase-prod.ford.com:80,http,Google Frontend,text/html,GET,34.111.225.157,/,613077857,34.111.225.157,24,False,google,HTTP/3,True,,,,https://cloc-request-increase-prod.ford.com:443/
cloud.ar-mail.ford.com,403 - Forbidden: Access is denied.,403,1233,cloud.ar-mail.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-30T00:00:00Z,2024-03-29T23:59:59Z,"CN=cloud.ar-mail.ford.com, O=Salesforce.com\, Inc., L=San Francisco, ST=California, C=US",cloud.ar-mail.ford.com,"Salesforce.com, Inc.",cloud.ar-mail.ford.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,b84b0453a666b8ad468a74f3dc733e28,d339c18dd619490f628c959fbbe67d4f98e9f53c8bbbe32eb537fc42bb893d5b,ctls,cloud.ar-mail.ford.com,443,https://cloud.ar-mail.ford.com:443,https,,text/html,GET,128.245.192.146,/,1631801191,128.245.192.146,30,False,,,,,,,
cmi-prod.prod.cf.app.ford.com,Redirect To OP,200,637,cmi-prod.prod.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-02T17:13:14Z,2023-07-04T17:13:13Z,"CN=cmi-prod.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",cmi-prod.prod.cf.app.ford.com,Ford Motor Company,cmi-prod.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,d567fff90dfe2a81dd38c53d337780a3,a9591827c4686a0748dcdc534b2941ca069439af0cb13dabec4c8c70c5507d1b,ctls,cmi-prod.prod.cf.app.ford.com,443,https://cmi-prod.prod.cf.app.ford.com:443,https,,text/html,GET,19.12.138.31,/,268991382,2620:0:402:2012:0:ffff:130c:8220,8,False,,Java,,,,,
collision.ford.com,403 Forbidden,403,199,collision.ford.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-06-02T17:15:42Z,2023-07-04T17:15:41Z,"CN=collision.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",collision.ford.com,Ford Motor Company,www.collision.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c4671cfdf0b5271e80ec3be26b733fc5,331a6c5a9de5007d759405a60a9dda9eef379cab1ee868de5e339d1fc08d3ed4,ctls,collision.ford.com,443,https://collision.ford.com:443,https,Apache,text/html,GET,50.56.48.180,/,-855688948,50.56.48.180,8,False,,HSTS,,,,http://universal.iperceptions.com/,
corpdev.sts.ford.com,Not Found,404,315,corpdev.sts.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-16T15:15:31Z,2024-04-16T15:15:30Z,"CN=corpdev.sts.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",corpdev.sts.ford.com,Ford Motor Company,enterpriseregistration.corpdev.sts.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,8de56f2f4c8b114a239f072f06ca374a,28b44fb298271e2f7d3787d1d477a62ccd59667db00477f30c27c294ccc15aab,ctls,corpdev.sts.ford.com,80,http://corpdev.sts.ford.com:80,http,Microsoft-HTTPAPI/2.0,text/html,GET,19.12.127.221,/,225052475,19.12.127.221,7,False,,Microsoft HTTPAPI:2.0,,,,,https://corpdev.sts.ford.com/
covid19survey.cf.app.ford.com,COVID-19 Survey,200,2443,covid19survey.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-09T21:24:53Z,2024-06-09T21:24:52Z,"CN=covid19survey.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",covid19survey.prod.cf.app.ford.com,Ford Motor Company,covid19survey.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,7ed4d34d3a2e537c5584e7d8e5d4a68a,0c6fafa27d6f1fa9970da7b3bfdc9d9fe20ee1955c8a3dfe2d509825124e350c,ctls,covid19survey.cf.app.ford.com,443,https://covid19survey.cf.app.ford.com:443,https,nginx,text/html,GET,19.12.129.209,/,-96665889,2620:0:402:2012:0:ffff:130c:81d1,41,False,,Nginx,,,,,
cp.ford.com,,200,93,,,,,,,,,,,,,,,,,,,,80,http://cp.ford.com:80,http,UploadServer,text/html,GET,34.111.157.116,/,2028370544,34.111.157.116,7,False,google,Google Cloud Storage,True,,,,
cpr.ford.com,,200,93,,,,,,,,,,,,,,,,,,,,80,http://cpr.ford.com:80,http,UploadServer,text/html,GET,34.149.112.110,/,2028370544,34.149.112.110,7,False,google,Google Cloud Storage,True,,,,
credit.prod.cf.app.ford.com,,200,,credit.prod.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-05-26T04:36:56Z,2023-06-27T04:36:55Z,"CN=credit.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",credit.prod.cf.app.ford.com,Ford Motor Company,credit.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,d8b97b4f92c64d59da4b803405d8c65a,2ccea0daa07e067508c483dc58b27f812026d3b232ed4699bf0aedf32079844d,ctls,credit.prod.cf.app.ford.com,443,https://credit.prod.cf.app.ford.com:443,https,,,GET,19.12.129.136,/,-590933308,2620:0:402:2012:0:ffff:130c:8188,1,False,,,,,,,
