input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,favicon_path,final_url,a_,lines,failed,knowledgebase_PageType,knowledgebase_pHash,csp_domains_,cdn_name,tech_,cdn,tls_wildcard_certificate,tls_mismatched
whois.nic.uk,Domain Registration Data Lookup by Nominet,200,45405,www.nominet.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2025-01-02T08:31:21Z,2025-04-02T09:31:17Z,CN=www.nominet.uk,www.nominet.uk,,www.nominet.uk,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,4caaf8c0fb270a2652a0c910060cc726,7c513c8aa16e1d248b3762ed30372e14dab8661fc9bdd469a740497910bd4c58,ctls,www.nominet.uk,80,http://whois.nic.uk,http,cloudflare,text/html,GET,213.248.242.79,/,-482368993,/wp-content/themes/nominetv2/library/icons/favicon.ico,https://www.nominet.uk/lookup/,2a01:618:8009:0:844:89d8:a70d:c7d2,429,False,nonerror,0,vimeocdn.com,,Yoast SEO:23.9,,,
www.dnssupport.nominet.uk,ServiceNow - Transform I.T.,200,558,nominet.service-now.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-08-14T04:56:46Z,2025-05-13T04:56:45Z,"CN=*.service-now.com, O=ServiceNow\, Inc., L=San Diego, ST=California, C=US",*.service-now.com,"ServiceNow, Inc.",*.static.service-now.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",3f17be9ad0f5c34ebef30a506a6d39ad,ed5e8d0033141f98059b161b0fe1df6967ba680590d0b22936320dcf5e374c42,ctls,nominet.service-now.com,443,https://www.dnssupport.nominet.uk,https,ServiceNow,,GET,172.67.202.252,/,,,https://nominet.service-now.com/csm,2606:4700:3031::6815:163c,32,False,nonerror,0,,cloudflare,,True,True,
www.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118404,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:36Z,2025-04-21T08:35:35Z,CN=*.google.com,*.google.com,,*.developers.google.cn,"CN=WE2, O=Google Trust Services, C=US",WE2,Google Trust Services,2d4be8c378e3011e2e4d07392b9dc2d9,e5f128dd590140b99c51dd70fc6eab89dce8b60d54f1a0c273694c890035982b,ctls,marketingplatform.google.com,443,https://www.google-analytics.com,https,sffe,text/html,GET,142.250.74.206,/,873962860,/images/branding/product/ico/googleg_standard_32dp.ico,https://marketingplatform.google.com/about/analytics/,2a00:1450:4001:80e::200e,1820,False,other,0,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,google,HTTP/3,True,True,
www.googleoptimize.com,Error 404 (Not Found)!!1,404,1561,www.googleoptimize.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:34Z,2025-04-21T08:35:33Z,CN=*.google-analytics.com,*.google-analytics.com,,www.googleoptimize.com,"CN=WE2, O=Google Trust Services, C=US",WE2,Google Trust Services,6087bf6157d576bba4c26f9fc0671c4d,2da8cf164d2d416f2bb6a4d971dbf8464e6da47fcd99485f02bedb6717d18706,ctls,www.googleoptimize.com,443,https://www.googleoptimize.com,https,,text/html,GET,142.250.184.206,/,,/favicon.ico,,2a00:1450:4001:82a::200e,12,False,error,0,,google,HTTP/3,True,True,
www.googletagmanager.com,Error 404 (Not Found)!!1,404,1561,www.googletagmanager.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:34Z,2025-04-21T08:35:33Z,CN=*.google-analytics.com,*.google-analytics.com,,www.googleoptimize.com,"CN=WE2, O=Google Trust Services, C=US",WE2,Google Trust Services,6087bf6157d576bba4c26f9fc0671c4d,2da8cf164d2d416f2bb6a4d971dbf8464e6da47fcd99485f02bedb6717d18706,ctls,www.googletagmanager.com,443,https://www.googletagmanager.com,https,Google Tag Manager,text/html,GET,216.58.206.72,/,,/favicon.ico,,2a00:1450:4001:80b::2008,12,False,error,0,https://csp.withgoogle.com/csp/scaffolding/ascgcycc:1452:0,google,HTTP/3,True,True,
www.gov.uk,Welcome to GOV.UK,200,82486,www.gov.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-15T20:01:05Z,2025-12-17T20:01:04Z,"CN=www.gov.uk, O=Government Digital Service, L=London, ST=Greater London, C=GB",www.gov.uk,Government Digital Service,gov.uk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,b5a1596ffd311ae36ecbf22f33c9b4b9,3f25c17380cc38971207bf0eec790e568a983918c8ba4f0506ec56883a509029,ctls,www.gov.uk,443,https://www.gov.uk,https,nginx,text/html,GET,151.101.128.144,/,-319281968,/assets/static/favicon-f54816fc15997bd42cd90e4c50b896a1fc098c0c32957d4e5effbfa9f9b35e53.ico,,2a04:4e42::144,1030,False,other,0,www.gstatic.com,fastly,Varnish,True,True,
www.gravatar.com,"Your Free Avatar, Profile, and Link In Bio | Gravatar",200,80982,gravatar.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-16T09:36:48Z,2025-03-16T09:36:47Z,CN=gravatar.com,gravatar.com,,gravatar.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,bb20825f22812bf784ae4640b023175b,d993b60ef23ba24aade5eadd9284b04c6dad6b68c5c5a7c13d72da5a0b49f8a1,ctls,gravatar.com,443,https://www.gravatar.com,https,nginx,text/html,GET,192.0.73.2,/,1051000187,/images/favicon-16x16.png,https://gravatar.com/,2a04:fa87:fffe::c000:4902,765,False,other,0,https://public-api.wordpress.com/,,Nginx,,True,
www.linkedin.com,LinkedIn: Log In or Sign Up,200,136657,www.linkedin.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-09-11T00:00:00Z,2025-03-11T23:59:59Z,"CN=www.linkedin.com, O=LinkedIn Corporation, L=Sunnyvale, ST=California, C=US",www.linkedin.com,LinkedIn Corporation,linkedin.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,2c5979d310ae9848f00e87d4a07ad352,36a94c340e7c01b5e1dbe56003642992de1c6e0572596548edb9fb7aec98e032,ctls,www.linkedin.com,443,https://www.linkedin.com,https,cloudflare,text/html,GET,104.18.41.41,/,1882172304,/aero-v1/sc/h/al2o9zrvru7aqj8e1x2rzsrca,,2606:4700:4400::ac40:92d7,2344,False,other,0,pagead2.googlesyndication.com,cloudflare,Java,True,,
www.nic.uk,Nominet - The Official Registry for UK Domain Names,200,66515,www.nominet.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2025-01-02T08:31:21Z,2025-04-02T09:31:17Z,CN=www.nominet.uk,www.nominet.uk,,www.nominet.uk,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,4caaf8c0fb270a2652a0c910060cc726,7c513c8aa16e1d248b3762ed30372e14dab8661fc9bdd469a740497910bd4c58,ctls,www.nominet.uk,80,http://www.nic.uk,http,cloudflare,text/html,GET,213.248.242.16,/,-482368993,/wp-content/themes/nominetv2/library/icons/favicon.ico,https://www.nominet.uk,2a01:618:8009:0:91a:97c:7a3:922c,585,False,other,0,www.gravatar.com,,Yoast SEO:23.9,,,
www.nominet.org.uk,Nominet - The Official Registry for UK Domain Names,200,66515,www.nominet.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2025-01-02T08:31:21Z,2025-04-02T09:31:17Z,CN=www.nominet.uk,www.nominet.uk,,www.nominet.uk,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,4caaf8c0fb270a2652a0c910060cc726,7c513c8aa16e1d248b3762ed30372e14dab8661fc9bdd469a740497910bd4c58,ctls,www.nominet.uk,443,https://www.nominet.org.uk,https,cloudflare,text/html,GET,172.67.143.223,/,-482368993,/wp-content/themes/nominetv2/library/icons/favicon.ico,https://www.nominet.uk,2606:4700:3030::ac43:8fdf,585,False,other,0,stats.g.doubleclick.net,cloudflare,Yoast SEO:23.9,True,,
www.nominet.uk,Nominet - The Official Registry for UK Domain Names,200,66515,www.nominet.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2025-01-02T08:31:21Z,2025-04-02T09:31:17Z,CN=www.nominet.uk,www.nominet.uk,,www.nominet.uk,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,4caaf8c0fb270a2652a0c910060cc726,7c513c8aa16e1d248b3762ed30372e14dab8661fc9bdd469a740497910bd4c58,ctls,www.nominet.uk,443,https://www.nominet.uk,https,cloudflare,text/html,GET,172.67.202.252,/,-482368993,/wp-content/themes/nominetv2/library/icons/favicon.ico,,2606:4700:3031::6815:163c,585,False,other,0,js.hs-analytics.net,cloudflare,Yoast SEO:23.9,True,,
www.youtube.com,YouTube,200,317655,m.youtube.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:36Z,2025-04-21T08:35:35Z,CN=*.google.com,*.google.com,,*.developers.google.cn,"CN=WE2, O=Google Trust Services, C=US",WE2,Google Trust Services,2d4be8c378e3011e2e4d07392b9dc2d9,e5f128dd590140b99c51dd70fc6eab89dce8b60d54f1a0c273694c890035982b,ctls,m.youtube.com,443,https://www.youtube.com,https,ESF,text/html,GET,142.250.185.78,/,-1189442692,/static/logos/favicon.ico,https://m.youtube.com/,2a00:1450:4001:810::200e,13,False,other,0,,google,HTTP/3,True,True,
yoast.com,SEO for everyone • Yoast,200,210526,yoast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-05T08:04:01Z,2025-04-05T09:03:57Z,CN=yoast.com,yoast.com,,yoast.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,10d5f88f442c4db4eb9d947d3864597e,6c11c7516e9e8dacb25f3cd97e2c2c10a332900b72fb564d398ccfbf51180ad0,ctls,yoast.com,443,https://yoast.com,https,cloudflare,text/html,GET,104.18.32.250,/,1261567043,/images/yoast_icon_32x32.ico,,2606:4700:4400::ac40:9b06,1768,False,other,0,,cloudflare,Yoast SEO:24.5-rc1,True,,
