new,host,ttl,a,aaaa,cname,soa,status_code,cdn,cdn-name,txt
[x],en.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,google-site-verification=ZE7EufDUGJVY56KlbgLkC9313uM0vp71hU13p4jLH90
[x],eo.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],es.secnews.gr,300,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],et.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],fa.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],feeds.secnews.gr,300,142.250.186.51,2a00:1450:4001:828::2013,5evrpz.feedproxy.ghs.google.com,"{'name': 'google.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 696456648, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'google.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 696456648, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'google.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 696456648, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'google.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 696456648, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'google.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 696456648, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,,,
[x],fi.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],forum.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],fr.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],ga.secnews.gr,1186,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],gl.secnews.gr,300,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],groups.secnews.gr,300,142.250.185.147,2a00:1450:4001:81d::2013,ghs.googlehosted.com,"{'name': 'googlehosted.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 696456648, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'googlehosted.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 696456648, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'googlehosted.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 696456648, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'googlehosted.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 696456648, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,,,
[x],gu.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],ha.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],hack.secnews.gr,300,"104.19.143.56, 104.19.142.56, 104.19.139.56, 104.19.140.56, 104.19.141.56","2606:4700:1::6813:8d38, 2606:4700:1::6813:8e38, 2606:4700:1::6813:8b38, 2606:4700:1::6813:8f38, 2606:4700:1::6813:8c38",,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],hi.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],hmn.secnews.gr,1553,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],hr.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],ht.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],hu.secnews.gr,1184,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],hy.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],id.secnews.gr,1573,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],ig.secnews.gr,300,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],img.secnews.gr,300,"142.250.185.123, 142.250.185.155, 142.250.185.187, 142.250.185.219, 142.250.186.155, 142.250.74.219, 142.250.184.219, 172.217.18.27, 142.250.186.123, 172.217.16.219, 142.250.186.187, 142.250.184.251, 216.58.206.91, 216.58.212.187, 216.58.212.155, 142.250.185.91","2a00:1450:4001:812::201b, 2a00:1450:4001:80f::201b, 2a00:1450:4001:810::201b, 2a00:1450:4001:811::201b",c.storage.googleapis.com,"{'name': 'googleapis.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 696456648, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,
[x],imgcdn.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,True,google,
[x],ipv6.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],is.secnews.gr,1766,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],it.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],iw.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],ja.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],jw.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],ka.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
