new,host,a,soa,status_code,txt,ns,has_internal_ips,internal_ips,aaaa,cdn,cdn-name,cname,mx,caa
,appsvr21.sapretail.sl.edst.ibm.com,169.53.244.80,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,appsvr23.sapretail.sl.edst.ibm.com,169.53.244.70,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,appsvr24.sapretail.sl.edst.ibm.com,,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,appsvr3.saphana.sl.edst.ibm.com,161.202.5.203,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,apsportal.ibm.com,"169.61.20.205, 169.61.138.196, 169.60.18.26","internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,"watson-data-prod.us-south.containers.appdomain.cloud, watson-data-prod.02a625ad523a494c9aad6bec2367a3c8.akadns.net",,
,ar.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,"atlassian-domain-verification=a32Aj0uoXQRh6QseDFFrlufYlkbeSdok7az3sY0DQNVXpW1Iqj8zlsuXFZgHMojH, segment-site-verification=hzFaTCZoAQmKs2S2yTag6ruKR3BXOXcG, v=spf1 mx ~all",,,,,,,,"mx0a-001b2d01.pphosted.com, mx0b-001b2d01.pphosted.com",
,aramis.watson.ibm.com,129.34.18.49,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
,argocd.2f29-d5707ac2.us-south.apiconnect.cloud.ibm.com,"169.47.101.156, 169.46.1.59, 52.116.23.34","ns008.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
,argocd.3699-2722c4ef.eu-de.ri.apiconnect.cloud.ibm.com,159.122.106.43,"ns004.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
,argocd.407e-3b5e457f.eu-gb.apiconnect.cloud.ibm.com,,"ns008.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
,argocd.4826-bb6004f8.eu-de.ri.apiconnect.cloud.ibm.com,149.81.201.69,"ns004.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
,argocd.7c4f-ae2e425f.eu-de.ri.apiconnect.cloud.ibm.com,169.50.35.245,"ns004.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
,argocd.9a6e-88fb51bc.eu-gb.apiconnect.cloud.ibm.com,158.175.72.3,"ns008.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
,argocd.9a6e-bd639816.us-south.apiconnect.cloud.ibm.com,"169.48.214.86, 169.62.193.189, 169.46.18.58","ns008.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
,argocd.9cb3-117818d4.eu-de.apiconnect.cloud.ibm.com,,"ns008.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
,argocd.af83-749689bd.eu-de.apiconnect.cloud.ibm.com,,"ns008.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
,argocd.d5df-cf7e8b43.eu-de.apiconnect.cloud.ibm.com,169.50.37.148,"ns008.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
,argocd.dev.saas.ibm.com,"104.22.15.172, 104.22.14.172, 172.67.24.113","ns071.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,"2606:4700:10::ac43:1871, 2606:4700:10::6816:eac, 2606:4700:10::6816:fac",True,cloudflare,,,
,argocd.ee2e-0c45534b.eu-de.apiconnect.cloud.ibm.com,169.50.13.44,"ns008.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
,argocd.ef29-e2b74a2d.us-east.apiconnect.cloud.ibm.com,169.55.101.30,"ns008.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
,argocd.eu-de.apiconnect.cloud.ibm.com,"104.16.117.69, 104.16.116.69","ns008.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,"2606:4700::6810:7545, 2606:4700::6810:7445",True,cloudflare,,,
,argocd.f1b3-f0e7122e.us-south.ri.apiconnect.cloud.ibm.com,169.46.72.146,"ns004.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
,argocd.us-south.apiconnect.cloud.ibm.com,"104.16.116.69, 104.16.117.69","ns008.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,"2606:4700::6810:7545, 2606:4700::6810:7445",True,cloudflare,,,
,art.watson.ibm.com,"169.47.124.22, 169.62.254.79, 169.46.89.149","ns033.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,artwithwatson.mybluemix.net,,
,artifactory.swg.usma.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,
,artitaly.mil.esni.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,
,artour.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,google-site-verification=xqy0VBzZn4XxZRLpU4X1ZDsahGlPyuGvMcDoF-Sd7XY,,,,,,,,,
,as.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
,as.services.ibm.com,192.35.232.40,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
,as01.ibmtoc.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,
,as02.ibmtoc.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,
,as400service.ibm.com,199.46.34.76,"ns1.softlayer.com, webmaste.us.ibm.com",NOERROR,,,,,,,,"redirect.www.ibm.com, redirect.www.ibm.net",,
,asap-dev.us-south.serviceendpoint.cloud.ibm.com,166.9.58.10,"ns011.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
,asap.us-south.serviceendpoint.cloud.ibm.com,166.9.61.3,"ns011.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
,asavpn.au.ibm.com,202.81.31.45,"asia3.akam.net, qip.au1.ibm.com",NOERROR,,,,,,,,,,
,asavpn.pok.ibm.com,129.42.208.246,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,asavpn01.pok.ibm.com,129.42.208.244,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,asavpn02.pok.ibm.com,129.42.208.245,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,asavpn03.pok.ibm.com,129.33.252.43,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,asavpn04.pok.ibm.com,,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,asher.haifa.il.ibm.com,195.110.40.9,"ns11.haifa.il.ibm.com, itay.il.ibm.com",NOERROR,,,,,,,,,,
,asilizaafrica.haifa.il.ibm.com,195.110.40.178,"ns11.haifa.il.ibm.com, itay.il.ibm.com",NOERROR,,,,,,,,,,
,askhralumni.ibm.com,92.122.107.60,"n0dscksd.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,"2a02:26f0:7100:384::31a3, 2a02:26f0:7100:3a9::31a3",,,"askhralumni.ibm.com-v1.edgekey.net, e12707.dscksd.akamaiedge.net",,
,asp-mlm.rny.smbdi.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,
,asp.whi.imaging.watson-health.ibm.com,"208.184.229.142, 208.184.226.232, 208.184.235.232","ns10.whi.imaging.watson-health.ibm.com, hostmaster.ns10.whi.imaging.watson-health.ibm.com",NOERROR,,"ns10.whi.imaging.watson-health.ibm.com, ns20.whi.imaging.watson-health.ibm.com",,,,,,,,
,aspen.ibm.com,32.96.83.101,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
,aspera.hursley-gcc.uk.ibm.com,195.212.29.158,"eur5.akam.net, ddidns.emea.att.com",NOERROR,,,,,,,,,,
,asset-websphere.ibm.com,,"ns1.softlayer.com, support.softlayer.com",NOERROR,dbtrhc9l11j5xvy788k7lldtnf0yss83,"ns1.softlayer.com, ns2.softlayer.com",,,,,,,,
,assetrepo.ibm.com,"172.67.10.100, 104.22.6.93, 104.22.7.93","ns046.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,"ns047.name.cloud.ibm.com, ns046.name.cloud.ibm.com",,,"2606:4700:10::ac43:a64, 2606:4700:10::6816:75d, 2606:4700:10::6816:65d",True,cloudflare,,,
,assets.eu-de.logging.cloud.ibm.com,"161.156.6.181, 149.81.108.171, 158.177.157.68","ns013.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
,assets.eu-fr2.logging.cloud.ibm.com,"158.231.71.45, 163.102.70.29, 150.112.69.108","ns013.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
,assets.eu-gb.logging.cloud.ibm.com,"158.175.66.212, 158.176.163.154, 141.125.140.101","ns013.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
,assets.in-che.logging.cloud.ibm.com,169.38.94.140,"ns013.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
,assets.jp-osa.logging.cloud.ibm.com,"163.73.65.204, 163.68.72.221, 163.69.67.214","ns013.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
,assets.sec.ibm.com,,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,assets.us-south.logging.cloud.ibm.com,"67.228.208.250, 169.60.203.90, 50.22.151.4","ns014.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
,assets.us-south.logging.test.cloud.ibm.com,"52.116.5.68, 169.48.165.248, 169.63.25.110","ns013.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
,assistant-preprod-ce.us-east.serviceendpoint.cloud.ibm.com,"166.9.68.6, 166.9.22.191, 166.9.24.180","ns011.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
,assistant.ibm.com,"169.46.89.151, 169.47.124.23, 169.62.254.80","ns005.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,"secure.us-south.bluemix.net, custom-domain.us-south.cf.cloud.ibm.com",,
,at.smi.ibm.com,"95.100.173.64, 23.74.25.64, 184.26.160.64, 96.7.50.64, 184.26.161.64, 23.211.61.64, 193.108.91.99, 193.108.91.206","asia3.akam.net, hostmaster.akamai.com",NOERROR,,"usc2.akam.net, ns1-206.akam.net, usw2.akam.net, eur5.akam.net, ns1-99.akam.net, usc3.akam.net, eur2.akam.net, asia3.akam.net",,,,,,,"ibmpsmtp1.at.smi.ibm.com, ibmpsmtp2.at.smi.ibm.com",
,at1-dev-au-syd-inges.au-syd.serviceendpoint.cloud.ibm.com,"166.9.52.77, 166.9.56.75, 166.9.54.82","ns011.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
,at1-dev-eu-de-api.eu-de.serviceendpoint.cloud.ibm.com,,"ns011.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
,at1-stage-us-south-i.us-south.serviceendpoint.cloud.ibm.com,,"ns011.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
,athos.watson.ibm.com,129.34.18.31,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
,ati-dres-broadcast.rny.smbdi.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,
,ati-dres-net.rny.smbdi.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,
,ati-dres-serv.rny.smbdi.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,
,atl-dev-arsodb-01a.sec.ibm.com,207.231.141.247,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dev-bid-01b.sec.ibm.com,207.231.141.203,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dev-bid-01c.sec.ibm.com,207.231.141.204,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dev-bnaapp-01a.sec.ibm.com,54.144.128.85,,NOERROR,,,,,,,,,,
,atl-dev-bnajmp-01a.sec.ibm.com,207.231.141.85,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dev-boltapp-01a.sec.ibm.com,,,NOERROR,,,,,,,,,,
,atl-dev-c7bft01a.sec.ibm.com,207.231.141.28,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dev-dresx-01a.sec.ibm.com,207.231.141.107,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dev-dresx-01b.sec.ibm.com,207.231.141.98,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dev-dresx-02b.sec.ibm.com,207.231.141.74,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dev-infdb-01a.sec.ibm.com,207.231.141.112,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dev-itpoesx-01c.sec.ibm.com,54.144.128.85,,NOERROR,,,,,,,,,,
,atl-dev-itsmcc-02.sec.ibm.com,"207.231.141.203, 206.253.234.10","ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,"ehecatl.iss.net, litdnssrvp01.iss.net, dal09-prd-dns-01a.sec.ibm.com",,,,,,,,
,atl-dev-jira-02a.sec.ibm.com,207.231.141.114,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dev-kwtest-01a.sec.ibm.com,207.231.141.95,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dev-pimisdi-01a.sec.ibm.com,207.231.141.205,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dev-qrlogmgr-01a.sec.ibm.com,207.231.141.101,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dev-resdrtest-02a.sec.ibm.com,,,NOERROR,,,,,,,,,,
,atl-dev-resil-01a.sec.ibm.com,207.231.141.209,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dev-resil-02a.sec.ibm.com,207.231.141.211,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dev-resint-01a.sec.ibm.com,"207.231.141.214, 206.253.234.10","ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,"dal09-prd-dns-01a.sec.ibm.com, litdnssrvp01.iss.net, ehecatl.iss.net",,,,,,,,
,atl-dev-resint-02a.sec.ibm.com,207.231.141.215,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dev-resint-03a.sec.ibm.com,207.231.141.226,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dev-sbatestaa-01a.sec.ibm.com,207.231.141.47,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dev-sjoycompute-01a.sec.ibm.com,207.231.141.18,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dev-sjoydb-01a.sec.ibm.com,207.231.141.147,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dev-vctr-01a.sec.ibm.com,207.231.141.26,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dev-xc-01a.sec.ibm.com,207.231.141.135,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dev-xi-01a.sec.ibm.com,207.231.141.136,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dmo-res-int-01a.sec.ibm.com,207.231.141.122,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dmo-resil-01a.sec.ibm.com,209.134.186.180,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dr-csm-01a.sec.ibm.com,209.134.178.43,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dr-mnsm-01a.sec.ibm.com,209.134.178.42,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dr-sfm-01a.sec.ibm.com,209.134.178.44,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dr-spe-01a.sec.ibm.com,207.231.136.12,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dr-tmdb-01a.sec.ibm.com,,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-dr-tmdsm-01a.sec.ibm.com,209.134.178.49,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-itpodev-esx-06a.sec.ibm.com,207.231.141.105,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-itpodev-esx-06c.sec.ibm.com,207.231.141.103,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-itpodev-vctr-60.sec.ibm.com,207.231.141.104,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-itpodev-vctr-65.sec.ibm.com,207.231.141.93,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-p-guardcm-01a.sec.ibm.com,"207.231.142.219, 206.253.234.10","ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,"dal09-prd-dns-01a.sec.ibm.com, ehecatl.iss.net, litdnssrvp01.iss.net",,,,,,,,
,atl-p-guardcol-01.sec.ibm.com,207.231.142.234,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-p-guardcol-02.sec.ibm.com,207.231.142.235,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-p-guardcol-04.sec.ibm.com,"207.231.142.237, 206.253.234.10","ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,"dal09-prd-dns-01a.sec.ibm.com, litdnssrvp01.iss.net, ehecatl.iss.net",,,,,,,,
,atl-p-iamdb-01a.sec.ibm.com,207.231.142.195,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-p-iamde-01a.sec.ibm.com,207.231.142.196,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-p-iamwb-01a.sec.ibm.com,"207.231.142.193, 206.253.234.10","ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,"litdnssrvp01.iss.net, dal09-prd-dns-01a.sec.ibm.com, ehecatl.iss.net",,,,,,,,
,atl-p-iamwb-01b.sec.ibm.com,207.231.142.194,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-p-ism-01a.sec.ibm.com,209.134.190.135,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-p-jump-dow1.sec.ibm.com,207.231.142.52,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-p-motdb-02a.sec.ibm.com,"207.231.142.208, 206.253.234.10","ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,"ehecatl.iss.net, dal09-prd-dns-01a.sec.ibm.com, litdnssrvp01.iss.net",,,,,,,,
,atl-p-panrma-02.sec.ibm.com,207.231.142.86,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-p-rdfsv-01a.sec.ibm.com,"209.134.177.205, 206.253.234.10","ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,"litdnssrvp01.iss.net, dal09-prd-dns-01a.sec.ibm.com, ehecatl.iss.net",,,,,,,,
,atl-p-rdfsv-01b.sec.ibm.com,209.134.177.206,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-p-rdsh-01a.sec.ibm.com,209.134.177.207,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-p-rdsh-01b.sec.ibm.com,209.134.177.208,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-p-rdsh-01c.sec.ibm.com,,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-p-rdsql-01a.sec.ibm.com,209.134.177.201,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-p-rdsql-01b.sec.ibm.com,209.134.177.202,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-p-rdwb-01a.sec.ibm.com,209.134.177.196,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-p-rdwb-01b.sec.ibm.com,209.134.177.197,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-p-stmgr-02.sec.ibm.com,207.231.142.151,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-prd-a4-n5k-01.sec.ibm.com,207.231.144.217,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-prd-a4-n5k-02.sec.ibm.com,207.231.144.218,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-prd-a5-n5k-01.sec.ibm.com,207.231.144.219,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-prd-a5-n5k-02.sec.ibm.com,,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-prd-ads-01a.sec.ibm.com,209.134.187.5,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,atl-prd-ads-02a.sec.ibm.com,,
,atl-prd-ads-01b.sec.ibm.com,207.231.143.11,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,atl-prd-ads-02b.sec.ibm.com,,
,atl-prd-ads-01c.sec.ibm.com,207.231.142.227,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,atl-prd-ads-02c.sec.ibm.com,,
,atl-prd-ads-01d.sec.ibm.com,"209.134.187.53, 206.253.234.10","ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,"ehecatl.iss.net, litdnssrvp01.iss.net, dal09-prd-dns-01a.sec.ibm.com",,,,,,atl-prd-ads-02d.sec.ibm.com,,
,atl-prd-ads-01e.sec.ibm.com,207.231.142.80,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-prd-ads-02b.sec.ibm.com,207.231.143.11,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-prd-adt-01a.sec.ibm.com,207.231.143.6,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-prd-agg-02a.sec.ibm.com,209.134.187.165,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-prd-agg-02b.sec.ibm.com,,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-prd-agg-02c.sec.ibm.com,"209.134.187.167, 206.253.234.10","ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,"dal09-prd-dns-01a.sec.ibm.com, litdnssrvp01.iss.net, ehecatl.iss.net",,,,,,,,
,atl-prd-agg-03a.sec.ibm.com,209.134.187.137,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-prd-agg-03b.sec.ibm.com,"209.134.187.138, 206.253.234.10","ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,"dal09-prd-dns-01a.sec.ibm.com, litdnssrvp01.iss.net, ehecatl.iss.net",,,,,,,,
,atl-prd-agg-03c.sec.ibm.com,209.134.187.139,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-prd-agg-04a.sec.ibm.com,209.134.187.158,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-prd-agg-04c.sec.ibm.com,,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-prd-aidb-01b.sec.ibm.com,207.231.142.206,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-prd-aidrone-01h.sec.ibm.com,207.231.143.250,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-prd-aidrone-01i.sec.ibm.com,207.231.142.13,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-prd-airt-01a.sec.ibm.com,207.231.142.115,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-prd-aiservices-01a.sec.ibm.com,207.231.142.189,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-prd-alertcontroller-01a.sec.ibm.com,,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-prd-anshub-01a.sec.ibm.com,209.134.187.35,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-prd-apphost-04a.sec.ibm.com,209.134.177.79,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,atl-prd-apphost-07a.sec.ibm.com,"209.134.177.82, 206.253.234.10","ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,"dal09-prd-dns-01a.sec.ibm.com, ehecatl.iss.net, litdnssrvp01.iss.net",,,,,,,,
,atl-prd-apphost-09a.sec.ibm.com,"209.134.177.84, 206.253.234.10","ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,"ehecatl.iss.net, dal09-prd-dns-01a.sec.ibm.com, litdnssrvp01.iss.net",,,,,,,,
