input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_mismatched,tls_self_signed
prod-l7clb.sfo6.group.fanout.io,,502,51,,prod-l7clb.sfo6.group.fanout.io,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-23T19:26:14Z,2024-04-23T19:26:13Z,"CN=*.fanoutcdn.com, O=Fastly\, Inc., L=San Francisco, ST=California, C=US",*.fanoutcdn.com,fanoutcdn.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,a9116eda35c00263012732c3ee259bea,5fbdc5a954067394ca057aa04eb134285b2ddaa5e70af21945072f15d1708865,True,ctls,prod-l7clb.sfo6.group.fanout.io,,443,https://prod-l7clb.sfo6.group.fanout.io:443,https,,text/plain,GET,164.90.246.73,/,-2079767422,,164.90.246.73,,2,False,,"Fastly, Inc.",True,
s3.amazonaws.com,Cloud Object Storage – Amazon S3 – Amazon Web Services,200,75093,https://google.com.br,aws.amazon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,2024-03-07T23:59:59Z,CN=aws.amazon.com,aws.amazon.com,1.aws-lbr.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,142203600fa2c4d1b20831103811f8d6,54108acd24884070f6280ba1133869ead976599d259f036c681587b6a5f081f5,,ctls,aws.amazon.com,,443,https://s3.amazonaws.com:443,https,Server,text/html,GET,52.216.212.48,/,-1477170321,https://aws.amazon.com/s3/,54.231.135.176,Handlebars,815,False,,,,
sapi.fanout.io,,404,74,,sapi.fanout.io,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-15T04:49:27Z,2023-09-13T04:49:26Z,CN=sapi.fanout.io,sapi.fanout.io,sapi.fanout.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bf26c2be16f97af124fb32a23ce9662f,bfbf3240533ca0ab2663f5ce5f7e1aec0662fab9424c75e4eaf728e9ceec6f11,,ctls,sapi.fanout.io,,443,https://sapi.fanout.io:443,https,,text/html,GET,143.198.245.174,/,1980056741,,143.198.245.174,HSTS,1,False,,,,
signalsciences.com,Demand More from Your WAF - Signal Sciences now part of Fastly,200,160136,,www.signalsciences.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-11T17:46:02Z,2023-11-12T17:46:01Z,"CN=*.signalsciences.com, O=Fastly\, Inc., L=San Francisco, ST=California, C=US",*.signalsciences.com,signalsciences.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,6eb048475780824abc177b1dc6ff431d,074eea3cb864162791499fb0fccd116c0e4d1294177510701e39e682d2209b1e,True,ctls,www.signalsciences.com,cloudfront,443,https://signalsciences.com:443,https,nginx,text/html,GET,18.66.112.121,/,1256618804,https://www.signalsciences.com:443/,18.66.112.90,Yoast SEO Premium:11.9,727,False,True,"Fastly, Inc.",,
static.zdassets.com,,403,243,,static.zdassets.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-10T00:00:00Z,2023-11-09T23:59:59Z,"CN=zdassets.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",zdassets.com,*.zdassets.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",77aded12c2ec419c8953798f0ed56f4c,c30b9d6e82b472872ae120ed9387019dc5c720d392f4c9a6bc905190956f34a8,True,ctls,static.zdassets.com,cloudflare,443,https://static.zdassets.com:443,https,cloudflare,application/xml,GET,104.18.72.113,/,-1279294674,,104.18.70.113,HSTS,2,False,True,"Cloudflare, Inc.",,
stats.ops.fanout.io,Grafana,200,28084,,stats.ops.fanout.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-29T00:03:06Z,2023-08-27T00:03:05Z,CN=stats.ops.fanout.io,stats.ops.fanout.io,stats.ops.fanout.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7a9487a27cf63fc8deee6519a53a9b7a,101c3a9706c5c70a01b4a11321ddcaba5002e9f4c77bfaca9a88d52bb9d5f97d,,ctls,stats.ops.fanout.io,,443,https://stats.ops.fanout.io:443,https,Apache/2.4.18 (Ubuntu),text/html,GET,104.236.161.122,/,350329606,https://stats.ops.fanout.io/login,104.236.161.122,Ubuntu,192,False,,,,
status.fanout.io,Status Page for fastly | Service Status powered by StatusCast,200,525120,,www.fastlystatus.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-26T00:00:00Z,2023-09-26T23:59:59Z,"CN=www.fastlystatus.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",www.fastlystatus.com,www.fastlystatus.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4e1484842a96633953aaeff9407b3fa3,3e84d22578a8904a09f52ec553c5a3abdc318efb9907be7f6ddbef7e8d500148,,ctls,www.fastlystatus.com,fastly,443,https://status.fanout.io:443,https,,text/html,GET,151.101.1.91,/,232873245,https://www.fastlystatus.com,2a04:4e42:600::347,HSTS,12741,False,True,Microsoft Corporation,,
updates.fanout.io,Not Found,404,179,,updates.fanout.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-25T09:27:48Z,2023-09-23T09:27:47Z,CN=updates.fanout.io,updates.fanout.io,updates.fanout.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3c4c28609659c1a0fa1c6af339055452,f42c4201b4b78219289341f59dbf8c76bae4fa8c66bd76ca46eaecee9998edf3,,ctls,updates.fanout.io,,443,https://updates.fanout.io:443,https,nginx/1.10.3 (Ubuntu),text/html,GET,178.128.129.174,/,-909858089,,178.128.129.175,Ubuntu,11,False,,,,
www.sandlerportalmarketing.com,,200,12314,wss://grid.meya.ai,www.sandlerportalmarketing.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-26T00:00:00Z,2024-04-26T23:59:59Z,CN=www.sandlerportalmarketing.com,www.sandlerportalmarketing.com,sandlerportalmarketing.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,c16c03c7dcc55a9a0da7bf4305b57a21,e7833c75dc5c6d88b601ab6ad82863da2d9e58bf412673dcf088298159bd96ca,,ctls,www.sandlerportalmarketing.com,cloudfront,443,https://www.sandlerportalmarketing.com:443,https,AmazonS3,text/html,GET,18.66.97.74,/,1316130729,,2600:9000:223c:6e00:e:4d52:5200:93a1,HSTS,255,False,True,,,
zendesk1.signalsciences.com,,409,16,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://zendesk1.signalsciences.com:80,http,cloudflare,text/plain,GET,162.159.128.7,/,1000520165,,162.159.138.6,Cloudflare,1,False,True,,,
zendesk2.fanout.io,,409,16,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://zendesk2.fanout.io:80,http,cloudflare,text/plain,GET,162.159.138.6,/,1000520165,,162.159.128.7,Cloudflare,1,False,True,,,
zendesk2.signalsciences.com,,409,16,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://zendesk2.signalsciences.com:80,http,cloudflare,text/plain,GET,162.159.128.7,/,1000520165,,162.159.138.6,Cloudflare,1,False,True,,,
zendesk3.fanout.io,,409,16,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://zendesk3.fanout.io:80,http,cloudflare,text/plain,GET,162.159.128.7,/,1000520165,,162.159.138.6,Cloudflare,1,False,True,,,
zendesk3.signalsciences.com,,409,16,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://zendesk3.signalsciences.com:80,http,cloudflare,text/plain,GET,162.159.138.6,/,1000520165,,162.159.128.7,Cloudflare,1,False,True,,,
zendesk4.fanout.io,,409,16,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://zendesk4.fanout.io:80,http,cloudflare,text/plain,GET,162.159.138.6,/,1000520165,,162.159.128.7,Cloudflare,1,False,True,,,
ziftsolutions.ccindex.cn,,200,12314,https://*.trychameleon.com,ziftsolutions.ccindex.cn,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-11T00:00:00Z,2023-08-02T23:59:59Z,CN=*.ccindex.cn,*.ccindex.cn,ccindex.cn,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",6d18b625beb219f662e6ed0d271b42e7,5f66bf60a520594c481e744d69d16e64fd1733f937753230e4edfaf7d52b2922,True,ctls,ziftsolutions.ccindex.cn,,443,https://ziftsolutions.ccindex.cn:443,https,AmazonS3,text/html,GET,223.247.108.237,/,1316130729,,221.231.39.252,HSTS,255,False,,,,
