input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,csp_domains_,tls_expired,final_url
https://pi.pardot.com,Sign In,200,12854,pi.pardot.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-13T00:00:00Z,2023-09-12T23:59:59Z,"CN=pi.pardot.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",pi.pardot.com,"salesforce.com, inc.",pi-ue1.pardot.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c7ffabe4e8c8a435dd6db84bdbcb01f5,407ec429340c56e48e7803d3df071a47b7080b9de6939b9d5fcdad763265d250,,ctls,pi.pardot.com,,443,https://pi.pardot.com:443,https,PardotServer,text/html,GET,3.92.120.28,/,-1840324437,52.54.96.194,Pardot,272,False,,,https://*.pi.pardot.com,,
https://rum-static.pingdom.net,,204,,rum-static.pingdom.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-13T00:00:00Z,2023-11-13T23:59:59Z,"CN=pingdom.net, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",pingdom.net,"Cloudflare, Inc.",*.pingdom.net,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",c41215628e9e1fcb8e5eab7bbd4168a0,e87b1ff6efa184be64ee972ea38c2eba1e4901712355d6cdd7683585dfedacc8,True,ctls,rum-static.pingdom.net,cloudflare,443,https://rum-static.pingdom.net:443,https,cloudflare,,GET,172.67.5.216,/,-1840324437,2606:4700:10::ac43:5d8,Cloudflare,1,False,True,,,,
https://s.ytimg.com,Error 404 (Not Found)!!1,404,1561,s.ytimg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,s.ytimg.com,,443,https://s.ytimg.com:443,https,,text/html,GET,142.250.186.110,/,302920777,2a00:1450:4001:831::200e,HTTP/3,12,False,,True,,,
https://s3.amazonaws.com,Cloud Object Storage – Amazon S3 – Amazon Web Services,200,75093,aws.amazon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,2024-03-07T23:59:59Z,CN=aws.amazon.com,aws.amazon.com,,1.aws-lbr.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,142203600fa2c4d1b20831103811f8d6,54108acd24884070f6280ba1133869ead976599d259f036c681587b6a5f081f5,,ctls,aws.amazon.com,,443,https://s3.amazonaws.com:443,https,Server,text/html,GET,52.216.105.229,/,1859510094,52.216.164.181,Handlebars,815,False,,,https://static.doubleclick.net,,https://aws.amazon.com/s3/
https://scout-cdn.salesloft.com,,200,446,scout-cdn.salesloft.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-20T00:00:00Z,2024-04-18T23:59:59Z,CN=salesloft.com,salesloft.com,,salesloftlinks.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,759474dca8a3ab1a078ee970e7a04da7,7074e95bf3a908bac2250c8ce958d59b5e21d2c25e5038d019cb1a47d29b42f6,True,ctls,scout-cdn.salesloft.com,cloudflare,443,https://scout-cdn.salesloft.com:443,https,cloudflare,application/xml,GET,104.17.1.41,/,-1144808183,2606:4700::6811:4341,HTTP/3,2,False,True,True,,,
https://script.hotjar.com,Hotjar: Website Heatmaps & Behavior Analytics Tools,200,241347,www.hotjar.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-11-23T23:59:59Z,CN=*.hotjar.com,*.hotjar.com,,hotjar.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,54638f1f3a40f685a2b7e2152ab03579,a25dec72ea3e5a283b6a53a564ea2ef61d08e33d461848a68334173dbe669213,True,ctls,www.hotjar.com,cloudfront,443,https://script.hotjar.com:443,https,,text/html,GET,52.222.236.63,/,531713119,52.222.236.74,webpack,525,False,True,,,,https://www.hotjar.com
https://sealserver.trustwave.com,Digital Certificates | VikingCloud Digital CA,200,38405,certs.securetrust.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T15:39:44Z,2024-02-28T15:38:44Z,"jurisdictionStateOrProvince=Delaware, businessCategory=Private Organization, jurisdictionCountry=US, serialNumber=5982609, C=US, ST=Michigan, L=Southfield, O=Viking Cloud\, Inc., CN=certs.securetrust.com, jurisdictionStateOrProvince=Delaware, businessCategory=Private Organization, jurisdictionCountry=US",certs.securetrust.com,"Viking Cloud, Inc.",certs.vikingcloud.com,"CN=Viking Cloud Extended Validation CA\, Level 1, O=Viking Cloud\, Inc., C=US","Viking Cloud Extended Validation CA, Level 1","Viking Cloud, Inc.",d84f75e888ec3d2808889062132a79eb,9b7012a3c74f506b1a7d51706a7e0c9707a87e2682c1229e1dce8d5157ccbf44,,ctls,certs.securetrust.com,,443,https://sealserver.trustwave.com:443,https,Apache,text/html,GET,95.101.111.145,/,1471717096,2a02:26f0:480:23::1726:62a6,Typekit,616,False,,,,,https://certs.securetrust.com
https://secure-cdn.mplxtms.com,403 Forbidden,403,202,secure-cdn.mplxtms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-01T00:00:00Z,2023-11-30T23:59:59Z,"CN=www.mediaplex.com, O=Conversant LLC, L=Westlake Village, ST=California, C=US",www.mediaplex.com,Conversant LLC,www.valueclickmedia.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,f193441e75f28ce1bb89af36b13c8632,5c2aea1ab9a7bb3477cde2b39f698984793d10338b46f91371fa1548f9bb6459,,ctls,secure-cdn.mplxtms.com,,443,https://secure-cdn.mplxtms.com:443,https,Apache,text/html,GET,23.32.184.17,/,-366337701,23.32.184.17,Apache,9,False,,,,,
https://secure.myshopcouponmac.com,,200,,secure.myshopcouponmac.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T03:13:49Z,2023-07-12T03:13:48Z,CN=myshopcouponmac.com,myshopcouponmac.com,,myshopcouponmac.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,a759f56e9f3f99e3cdbf8b05b5bb3280,18cea1259a459d91bd7ea58b8f7aff723331ffc25150faaed3ddc0abce501cf3,True,ctls,secure.myshopcouponmac.com,cloudflare,443,https://secure.myshopcouponmac.com:443,https,cloudflare,text/html,GET,104.21.48.63,/,-1840324437,2606:4700:3036::ac43:b3d6,HTTP/3,1,False,True,,,,
https://static.hotjar.com,Hotjar: Website Heatmaps & Behavior Analytics Tools,200,288887,www.hotjar.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-11-23T23:59:59Z,CN=*.hotjar.com,*.hotjar.com,,hotjar.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,54638f1f3a40f685a2b7e2152ab03579,a25dec72ea3e5a283b6a53a564ea2ef61d08e33d461848a68334173dbe669213,True,ctls,www.hotjar.com,cloudfront,443,https://static.hotjar.com:443,https,,text/html,GET,18.66.97.53,/,-138391155,18.66.97.49,webpack,611,False,True,,,,https://www.hotjar.com
https://static.zdassets.com,,403,243,static.zdassets.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-10T00:00:00Z,2023-11-09T23:59:59Z,"CN=zdassets.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",zdassets.com,"Cloudflare, Inc.",*.zdassets.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",77aded12c2ec419c8953798f0ed56f4c,c30b9d6e82b472872ae120ed9387019dc5c720d392f4c9a6bc905190956f34a8,True,ctls,static.zdassets.com,cloudflare,443,https://static.zdassets.com:443,https,cloudflare,application/xml,GET,104.18.70.113,/,-1279294674,104.18.72.113,HSTS,2,False,True,,,,
https://static2.sharepointonline.com,,400,351,static2.sharepointonline.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-19T00:00:00Z,2023-09-19T23:59:59Z,"CN=privatecdn.sharepointonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",privatecdn.sharepointonline.com,Microsoft Corporation,cdn.sharepointonline.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,59e5848d086e42cf56b160071372c55c,fd3b8b2b2a6da0cdeeb4c5b383ee09212fee2f9325c369da155e10bd285009de,,ctls,static2.sharepointonline.com,,443,https://static2.sharepointonline.com:443,https,Microsoft-HTTPAPI/2.0,application/xml,GET,23.210.127.69,/,-358833653,23.210.127.69,Microsoft HTTPAPI:2.0,3,False,,,,,
https://tag.demandbase.com,,200,,tag.demandbase.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-17T09:44:18Z,2023-09-18T09:44:18Z,"CN=tag.demandbase.com, O=Demandbase\, Inc., L=San Francisco, ST=California, C=US, serialNumber=3920817, businessCategory=Private Organization, jurisdictionStateOrProvince=California, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=California, jurisdictionCountry=US",tag.demandbase.com,"Demandbase, Inc.",scripts.demandbase.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",18b86ac18173739938440cd139500715,db1f28aeaabe9339cafc97a8d6cbbdfcd11be246e9126416e46cafb727c1bff9,,ctls,tag.demandbase.com,cloudfront,443,https://tag.demandbase.com:443,https,AmazonS3,binary/octet-stream,GET,13.32.27.101,/,-647554483,13.32.27.65,HSTS,1,False,True,,,,
https://tagmanager.google.com,Google Analytics,200,591879,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,True,ctls,accounts.google.com,,443,https://tagmanager.google.com:443,https,ESF,text/html,GET,142.250.74.206,/,-2007989015,2a00:1450:4001:803::200e,HTTP/3,46,False,,,http:,,https://accounts.google.com/v3/signin/identifier?dsh=S-150026080%3A1684232839088456&continue=https%3A%2F%2Ftagmanager.google.com%2F&followup=https%3A%2F%2Ftagmanager.google.com%2F&ifkv=Af_xneGRAk_HqvcPgxeoMeofdBZXDEaOhuoRt6W7HLXFJtZXNMFDjYEdXw1D1UcCYYZICfbeY2cV&passive=1209600&service=analytics&flowName=GlifWebSignIn&flowEntry=ServiceLogin
https://tpc.googlesyndication.com,Error 404 (Not Found)!!1,404,1561,tpc.googlesyndication.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:43Z,2023-07-17T12:00:42Z,CN=tpc.googlesyndication.com,tpc.googlesyndication.com,,tpc.googlesyndication.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,140aaf00f2d397ea4f41dd88d624b091,750797ee692beb77f5b277eb748835826135452e7dba7eee80838609feb59303,,ctls,tpc.googlesyndication.com,,443,https://tpc.googlesyndication.com:443,https,sffe,text/html,GET,142.250.186.33,/,-1184133586,2a00:1450:4001:812::2001,HTTP/3,12,False,,,,,
https://tracking.g2crowd.com,The page you were looking for doesn't exist (404),404,1564,tracking.g2crowd.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-24T00:00:00Z,2023-08-23T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",g2crowd.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5b318184c678fb6fbb78bfcfb62044e5,1fd990c890221ca9f2d9e464de1581be25cc20b06ca2cd8152ea7203af18e939,True,ctls,tracking.g2crowd.com,cloudflare,443,https://tracking.g2crowd.com:443,https,cloudflare,text/html,GET,104.18.30.73,/,-1840324437,2606:4700::6812:1e49,HSTS,68,False,True,,*.g2.com,,
https://translate.google.com,Google Translate,200,1486978,translate.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,translate.google.com,,443,https://translate.google.com:443,https,ESF,text/html,GET,172.217.16.142,/,-246964991,2a00:1450:4001:803::200e,HTTP/3,313,False,,,,,https://translate.google.com/?ucbcb=1
https://translate.googleapis.com,Error 404 (Not Found)!!1,404,1561,translate.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:43Z,2023-07-17T12:00:42Z,CN=upload.video.google.com,upload.video.google.com,,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,f5e19b0c15918f4e4bcfa456133d1ad7,2d3b52058a876e74ebd8c6b8f539d46ff307058680fed77df5bfad75473dab9c,True,ctls,translate.googleapis.com,,443,https://translate.googleapis.com:443,https,ESF,text/html,GET,142.250.185.138,/,302920777,2a00:1450:4001:828::200a,HTTP/3,12,False,,,,,
https://unpkg.com,UNPKG,200,48308,unpkg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",unpkg.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",d2180f42b32f1bf55d39848509cb9549,f094d5991fd0980a4c88c972189e635efa57e3e063571796693a930c4d4e34e2,True,ctls,unpkg.com,cloudflare,443,https://unpkg.com:443,https,cloudflare,text/html,GET,104.16.122.175,/,-1600385492,2606:4700::6810:7eaf,HSTS,69,False,True,,,,
https://www.comeet.co,Comeet - Collaborative Recruiting - Applicant Tracking System,200,124980,www.comeet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T12:12:26Z,2023-10-07T12:12:26Z,CN=imperva.com,imperva.com,,insights.comeet.co,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,410b9d91c20fe92b3fe19bb648084ea2,888ed35abfd2282231d5678dbecf2a3ba411e9933b23f90c71e1860ec8046005,True,ctls,www.comeet.com,incapsula,443,https://www.comeet.co:443,https,Comeet Technologies,text/html,GET,45.60.123.129,/,262218110,45.60.123.129,wpBakery,2476,False,True,,,,https://www.comeet.com:443/
https://www.dropbox.com,Dropbox.com,200,924646,www.dropbox.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-14T00:00:00Z,2023-11-14T23:59:59Z,"CN=*.dropbox.com, O=Dropbox\, Inc, L=San Francisco, ST=California, C=US",*.dropbox.com,"Dropbox, Inc",dropbox.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,94805c9d2a2290b3288f43654f625998,cdaf656800ac61ffa8584b5eec5baef5470a3c8e2a931a83c8d04c0265fa6238,True,ctls,www.dropbox.com,,443,https://www.dropbox.com:443,https,envoy,text/html,GET,162.125.66.18,/,1537743656,2620:100:6022:18::a27d:4212,React,211,False,,,https://accounts.google.com/gsi/client,,
https://www.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118519,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,marketingplatform.google.com,,443,https://www.google-analytics.com:443,https,sffe,text/html,GET,142.250.185.174,/,302920777,2a00:1450:4001:812::200e,HTTP/3,1831,False,,,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,,https://marketingplatform.google.com/about/analytics/
https://www.google.com,Google,200,203591,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:16Z,2023-07-17T12:01:15Z,CN=www.google.com,www.google.com,,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,fc50d80049333ccb03bb8013bb58334a,b436c71033b81c75b14d32fbb808165bdab213d2a978246e6bfe5ecaa1f15eeb,,ctls,www.google.com,,443,https://www.google.com:443,https,gws,text/html,GET,142.250.186.132,/,708578229,2a00:1450:4001:827::2004,HTTP/3,135,False,,,https://csp.withgoogle.com/csp/gws/other-hp,,
https://www.googleadservices.com,Error 404 (Not Found)!!1,404,1561,www.googleadservices.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:50Z,2023-07-17T12:00:49Z,CN=www.googleadservices.com,www.googleadservices.com,,www.googleadservices.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,8f1dbd8a3af112f94f4265d9061b6cf8,627ad86ad5f417259b4442761f58f6de69a622f4f34d2f64412100ca00274524,,ctls,www.googleadservices.com,,443,https://www.googleadservices.com:443,https,sffe,text/html,GET,142.250.186.98,/,302920777,142.250.186.98,HTTP/3,12,False,,,,,
https://www.googletagmanager.com,Error 400 (Bad Request)!!1,400,1555,www.googletagmanager.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google-analytics.com,*.google-analytics.com,,www.googleoptimize.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,60de21960acc1135956a2968026b647c,3b0044e06b0f98f11a360ad2bd0f640c989df03ba6deeb8b1d3d963d4097fdfb,True,ctls,www.googletagmanager.com,,443,https://www.googletagmanager.com:443,https,Google Tag Manager,text/html,GET,142.250.185.232,/,302920777,2a00:1450:4001:806::2008,HTTP/3,12,False,,True,,,
https://www.gstatic.com,Error 404 (Not Found)!!1,404,1561,www.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:43Z,2023-07-17T12:00:42Z,CN=*.gstatic.com,*.gstatic.com,,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,bfad550991c74ed92bd118c1494e57dd,958e74d861d2478f5cc50b432f2fa8933d03fbd4ea85dc3783b548b2882ecdb2,True,ctls,www.gstatic.com,,443,https://www.gstatic.com:443,https,sffe,text/html,GET,172.217.16.195,/,302920777,2a00:1450:4001:80e::2003,HTTP/3,12,False,,,,,
https://www.youtube.com,YouTube,200,754084,www.youtube.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,www.youtube.com,,443,https://www.youtube.com:443,https,ESF,text/html,GET,142.250.184.206,/,1179099333,2a00:1450:4001:831::200e,HTTP/3,23,False,,True,,,
https://zoom.us,One platform to connect | Zoom,200,210098,zoom.us,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T00:00:00Z,2024-05-01T23:59:59Z,"CN=*.zoom.us, O=Zoom Video Communications\, Inc., L=San Jose, ST=California, C=US",*.zoom.us,"Zoom Video Communications, Inc.",zoom.us,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5758c6f42e92829036c3c382f8306560,a9ca7d34ec6b2c26a5788d7a2e963a37929db5415ee5733154dba202fc86ca00,True,ctls,zoom.us,,443,https://zoom.us:443,https,cloudflare,text/html,GET,170.114.52.2,/,498886346,2407:30c0:182::aa72:3402,HTTP/3,2503,False,,,https:,,
meeting.broadviewnet.com,OfficeSuite Collaborate - HD Conferencing Made Easy! - OfficeSuite HD Meeting,200,4471,meeting.broadviewnet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-04-29T00:00:00Z,2023-04-29T23:59:59Z,"CN=meeting.windstream.com, O=Windstream Communications\, LLC, L=Little Rock, ST=Arkansas, C=US",meeting.windstream.com,"Windstream Communications, LLC",meeting.windstream.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,511cfe8faff086e6a6d58ad8180839f8,c3094e821cd66b28664c1c368bfcd80f3e25cec54c519aa9c5b0e8c954841607,,ctls,meeting.broadviewnet.com,,443,https://meeting.broadviewnet.com:443,https,nginx,text/html,GET,54.84.163.222,/,-708922315,54.161.193.70,Nginx,100,False,,True,https://www.dropbox.com,True,
myofficesuite.broadviewnet.com,WE Connect Portal - Windstream Enterprise,200,159087,www.windstreamenterprise.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-13T11:03:42Z,2023-08-11T11:03:41Z,CN=www.windstreamenterprise.com,www.windstreamenterprise.com,,www.windstreamenterprise.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,80e9ae4d054488e770482a96dbe1df5d,54576103b02b2a5d910dd183d252b8e6353bb24a9decd3d1c7c2c864a1a38a0f,,ctls,www.windstreamenterprise.com,,443,https://myofficesuite.broadviewnet.com:443,https,nginx,text/html,GET,13.107.237.45,/,-2089410068,2620:1ec:4f:1::45,jQuery,1029,False,,,,,https://www.windstreamenterprise.com/contact-us/we-connect-portal/
officesuite1.broadviewnet.com,,404,185,officesuite1.broadviewnet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=officesuite1.windstream.com, O=Windstream Communications\, LLC, ST=Arkansas, C=US",officesuite1.windstream.com,"Windstream Communications, LLC",officesuite1.broadviewnet.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,902641f3c809ca0bb513f98325a21e13,d610c8be51ccb3cf3485cbabc0eac5219ffc2c43fc106ceaccfe3ccae06656cc,,ctls,officesuite1.broadviewnet.com,,443,https://officesuite1.broadviewnet.com:443,https,,application/hal+json,GET,64.61.172.164,/,2014101261,64.61.172.164,,8,False,,,,,
officesuite10.broadviewnet.com,,404,185,officesuite10.broadviewnet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-19T00:00:00Z,2024-04-18T23:59:59Z,"CN=officesuite10.windstream.com, O=Windstream Communications\, LLC, ST=Arkansas, C=US",officesuite10.windstream.com,"Windstream Communications, LLC",officesuite10.broadviewnet.net,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8f534b9a8a1b4ca649fe9e7668ede084,fcdafd9b8668d4b1fde94a40efa4a07cacb6625625f1485c4c2a67708fb65598,,ctls,officesuite10.broadviewnet.com,,443,https://officesuite10.broadviewnet.com:443,https,,application/hal+json,GET,64.61.171.100,/,2014101261,64.61.171.100,,8,False,,True,,,
officesuite13.broadviewnet.com,,404,185,officesuite13.broadviewnet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-19T00:00:00Z,2024-04-18T23:59:59Z,"CN=officesuite13.windstream.com, O=Windstream Communications\, LLC, ST=Arkansas, C=US",officesuite13.windstream.com,"Windstream Communications, LLC",officesuite13.broadviewnet.net,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,825c40ed167f9ede0d5a3391052b4e6d,a66e1d044fcc3d7c089380c18205201db8832f4ea77b1760f3ced1566bd7d495,,ctls,officesuite13.broadviewnet.com,,443,https://officesuite13.broadviewnet.com:443,https,,application/hal+json,GET,64.61.163.20,/,2014101261,64.61.163.20,,8,False,,True,,,
officesuite14.broadviewnet.com,,404,185,officesuite14.broadviewnet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-19T00:00:00Z,2024-04-18T23:59:59Z,"CN=officesuite14.windstream.com, O=Windstream Communications\, LLC, ST=Arkansas, C=US",officesuite14.windstream.com,"Windstream Communications, LLC",officesuite14.broadviewnet.net,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d6650e949030321249f7b63132eab65b,734ae9c71135d1750a4396c25ea64d271fed28f87e071b4c70b72a56531ec830,,ctls,officesuite14.broadviewnet.com,,443,https://officesuite14.broadviewnet.com:443,https,,application/hal+json,GET,64.61.94.108,/,2014101261,64.61.94.108,,8,False,,True,,,
