input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon_path,a_,tech_,lines,failed,knowledgebase_PageType,knowledgebase_pHash,tls_mismatched,csp_domains_,favicon,final_url,cdn_name,cdn,location,tls_wildcard_certificate
limitlessgrow.ltd2.nextcloud.com,,502,,limitlessgrow.ltd2.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-09T10:01:32Z,2025-04-09T10:01:31Z,CN=limitlessgrow.ltd2.nextcloud.com,limitlessgrow.ltd2.nextcloud.com,limitlessgrow.ltd2.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,1327a29daf3abda5c08e2f1bb55f13bb,cc541269c69c8827e7fd3c96e1e20fe0dd148767c9fd6539e347ad7ddd4c8cf3,ctls,limitlessgrow.ltd2.nextcloud.com,443,https://limitlessgrow.ltd2.nextcloud.com,https,Caddy,,GET,37.27.104.209,/,/favicon.ico,2a01:4f9:3070:1b62::2,HTTP/3,1,False,other,0,,,,,,,,
lists.nextcloud.com,401 Unauthorized,401,381,lists.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-02-06T23:01:44Z,2025-05-07T23:01:43Z,CN=lists.nextcloud.com,lists.nextcloud.com,lists.nextcloud.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,15c8a6da3a7cf2b94f5dd22264417563,e53e579bd2731a24adacb615443a04ad6a593f2fe8b4df05caaa21a5bb0e83b1,ctls,lists.nextcloud.com,443,https://lists.nextcloud.com,https,Apache,text/html,GET,176.9.217.56,/,/favicon.ico,2a01:4f8:130:32f1::56,Apache HTTP Server,13,False,error,0,,,,,,,,
lomarshipping.ltd3.nextcloud.com,Login – Nextcloud,200,25890,lomarshipping.ltd3.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-26T17:18:06Z,2025-04-26T17:18:05Z,CN=lomarshipping.ltd3.nextcloud.com,lomarshipping.ltd3.nextcloud.com,lomarshipping.ltd3.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,7e9fbc3bee98a70890fa099c7c497520,f3f5e1c8293b481e36b1b3a11f94fdccf5d45016bbad98064284627f1c538545,ctls,lomarshipping.ltd3.nextcloud.com,443,https://lomarshipping.ltd3.nextcloud.com,https,Caddy,text/html,GET,95.216.37.161,/,/apps/theming/favicon,2a01:4f9:2a:25de::2,PHP,93,False,nonerror,0,,https://collabora.services.nextcloud.com,1463428994,https://lomarshipping.ltd3.nextcloud.com/login,,,,
lookup.nextcloud.com,,502,,lookup.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-29T07:18:43Z,2025-03-29T07:18:42Z,CN=lookup.nextcloud.com,lookup.nextcloud.com,lookup.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,012863a9937193fd81059c99eaf07da6,b356e03a0bd40113d59b506e2a57063716489a7141e758f305f89c50cbbbfe58,ctls,lookup.nextcloud.com,443,https://lookup.nextcloud.com,https,Caddy,,GET,65.21.231.50,/,/favicon.ico,2a01:4f9:6a:1de8::2,HTTP/3,1,False,other,0,,,,,,,,
mailvelope.ltd3.nextcloud.com,Login – Nextcloud,200,25845,mailvelope.ltd3.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-11T15:08:11Z,2025-04-11T15:08:10Z,CN=mailvelope.ltd3.nextcloud.com,mailvelope.ltd3.nextcloud.com,mailvelope.ltd3.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,2306e460c60aeeec79230e8c1c42c7fc,c15d882909b3f34a71dbda557da9009df22d5a192479e4a4fc8364e7d6977a20,ctls,mailvelope.ltd3.nextcloud.com,443,https://mailvelope.ltd3.nextcloud.com,https,Caddy,text/html,GET,95.216.37.161,/,/apps/theming/favicon,2a01:4f9:2a:25de::2,PHP,93,False,nonerror,0,,turn.services.nextcloud.com:443,1463428994,https://mailvelope.ltd3.nextcloud.com/login,,,,
malaga.es.ltd3.nextcloud.com,,502,,malaga.es.ltd3.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T07:58:06Z,2025-04-27T07:58:05Z,CN=malaga.es.ltd3.nextcloud.com,malaga.es.ltd3.nextcloud.com,malaga.es.ltd3.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,76993921dd0f3a5164d90a83c623aaae,4ae531f55aeda3358c0f4941fddad83c6ed543323682a54c4dfdffb0a498a9f3,ctls,malaga.es.ltd3.nextcloud.com,443,https://malaga.es.ltd3.nextcloud.com,https,Caddy,,GET,95.216.37.161,/,/favicon.ico,2a01:4f9:2a:25de::2,HTTP/3,1,False,other,0,,,,,,,,
menlo-systems.ltd2.nextcloud.com,Login – Nextcloud,200,26227,menlo-systems.ltd2.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-09T06:54:14Z,2025-05-10T06:54:13Z,CN=menlo-systems.ltd2.nextcloud.com,menlo-systems.ltd2.nextcloud.com,menlo-systems.ltd2.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,3dbecb2720a038ab4e5b66a98a249f3e,ca2e6ab8ec9ca145fce0efe9074b15708d8d74adfd457fe81f0cd874e397ff03,ctls,menlo-systems.ltd2.nextcloud.com,443,https://menlo-systems.ltd2.nextcloud.com,https,Caddy,text/html,GET,37.27.104.209,/,/core/img/favicon.ico,2a01:4f9:3070:1b62::2,PHP,93,False,nonerror,0,,stun.nextcloud.com:443,167837543,https://menlo-systems.ltd2.nextcloud.com/login,,,,
moonlight-aviation.ltd.nextcloud.com,Login – Nextcloud,200,24977,moonlight-aviation.ltd.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-14T11:22:44Z,2025-04-14T11:22:43Z,CN=moonlight-aviation.ltd.nextcloud.com,moonlight-aviation.ltd.nextcloud.com,moonlight-aviation.ltd.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,9bd32b1318f713e45d273084eaf294d6,7ad7f229be83a8c47aac481229d3b67ca348c57bb1e3a9497a6c5e06cc95b05c,ctls,moonlight-aviation.ltd.nextcloud.com,443,https://moonlight-aviation.ltd.nextcloud.com,https,Caddy,text/html,GET,95.217.44.166,/,/apps/theming/favicon,2a01:4f9:2a:3119::2,PHP,91,False,nonerror,0,,wss://moonlight-aviation.ltd.nextcloud.com,1464934096,https://moonlight-aviation.ltd.nextcloud.com/login,,,,
mptc.ltd3.nextcloud.com,Login – Nextcloud,200,26180,mptc.ltd3.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-14T10:32:35Z,2025-04-14T10:32:34Z,CN=mptc.ltd3.nextcloud.com,mptc.ltd3.nextcloud.com,mptc.ltd3.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,501b7bc958da94dc1e9f6d8d1449e599,40af8397507930e77a89e2ec316fe16ae64b6af57c30f91bc0ad8709e11c5c82,ctls,mptc.ltd3.nextcloud.com,443,https://mptc.ltd3.nextcloud.com,https,Caddy,text/html,GET,95.216.37.161,/,/apps/theming/favicon,2a01:4f9:2a:25de::2,PHP,93,False,nonerror,0,,wss://mptc.ltd3.nextcloud.com,1242599000,https://mptc.ltd3.nextcloud.com/login,,,,
nebula.nextcloud.com,Nextcloud,400,35381,nebula.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-19T02:13:38Z,2025-04-19T02:13:37Z,CN=tech-preview.nextcloud.com,tech-preview.nextcloud.com,tech-preview.nextcloud.com,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,3cf37f79f1d764c6a2347f1d511cfe26,fa49495dffd04761057c54c6ef67f34e27507c66304fa26720351c6381de753d,ctls,nebula.nextcloud.com,443,https://nebula.nextcloud.com,https,Apache/2.4.52 (Ubuntu),text/html,GET,5.9.202.147,/,/core/img/favicon.ico,2a01:4f8:210:21c8::147,Ubuntu,83,False,nonerror,0,True,,167837543,,,,,
newsletter.nextcloud.com,Subscribe to our newsletters - Nextcloud,200,155622,nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-01-01T01:03:45Z,2025-04-01T01:03:44Z,CN=nextcloud.com,nextcloud.com,www.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,715982e461081b920205cfa28904c4c1,395da97efe4917562a42e8d7be79cef6ccc704113ea78313d7edbab3c1bc5bc7,ctls,nextcloud.com,443,https://newsletter.nextcloud.com,https,Apache,text/html,GET,65.21.231.50,/,/c/uploads/2022/03/favicon.png,2a01:4f9:6a:1de8::2,wpBakery,1588,False,other,0,,https://*.stripe.com,1025511440,https://nextcloud.com/newsletter/,,,,
nextcloud-experience.ltd.nextcloud.com,Login – Air Tahiti,200,27578,nextcloud-experience.ltd.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-13T03:02:44Z,2025-04-13T03:02:43Z,CN=nextcloud-experience.ltd.nextcloud.com,nextcloud-experience.ltd.nextcloud.com,nextcloud-experience.ltd.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,7a475cd5c250a8f4d24d8f870ee17c17,f5935ad9dc3a8cbdfacae9946620d7e97dbf7b26986a23c2fc05fc9949b4d89f,ctls,nextcloud-experience.ltd.nextcloud.com,443,https://nextcloud-experience.ltd.nextcloud.com,https,Caddy Caddy Apache/2.4.58 (Unix),text/html,GET,95.217.44.166,/,/apps/theming/favicon,2a01:4f9:2a:3119::2,UNIX,95,False,nonerror,0,,wss://nextcloud-experience.ltd.nextcloud.com,-1827643254,https://nextcloud-experience.ltd.nextcloud.com/login,,,,
nextcloud.com,Nextcloud - Open source content collaboration platform,200,198296,nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-01-01T01:03:45Z,2025-04-01T01:03:44Z,CN=nextcloud.com,nextcloud.com,www.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,715982e461081b920205cfa28904c4c1,395da97efe4917562a42e8d7be79cef6ccc704113ea78313d7edbab3c1bc5bc7,ctls,nextcloud.com,443,https://nextcloud.com,https,Apache,text/html,GET,85.10.195.17,/,/c/uploads/2022/03/favicon.png,2a01:4f8:a0:3068::2,wpBakery,2093,False,other,0,,https://stats.nextcloud.com,1025511440,,,,,
odiss.ltd1.nextcloud.com,Login – Healthcare Data Institute,200,25400,ODISS.ltd1.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-11T10:42:45Z,2025-04-11T10:42:44Z,CN=odiss.ltd1.nextcloud.com,odiss.ltd1.nextcloud.com,odiss.ltd1.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,9dc74e969c2cae51e6939d7714a128ae,a2f1a34cd05a0c58bcac8e17910637bcfd9ad5029334030a69756d37c07f313b,ctls,ODISS.ltd1.nextcloud.com,443,https://odiss.ltd1.nextcloud.com,https,Caddy,text/html,GET,95.217.44.166,/,/apps/theming/favicon,2a01:4f9:2a:3119::2,PHP,91,False,nonerror,0,,https://collabora.services.nextcloud.com,-427500887,https://ODISS.ltd1.nextcloud.com/login,,,,
odoo.nextcloud.com,Redirecting...,303,208,odoo.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-13T01:02:59Z,2025-05-14T01:02:58Z,CN=odoo.nextcloud.com,odoo.nextcloud.com,odoo.nextcloud.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,e30a97b202ab1a81735ee20f23217fdc,cb235d9692679274240835f05c9467d7f382eed1b32bffcb84714ec65be7ca8a,ctls,odoo.nextcloud.com,443,https://odoo.nextcloud.com,https,Odoo.sh,text/html,GET,104.199.53.122,/,/favicon.ico,104.199.53.122,,4,False,error,0,,,,https://odoo.nextcloud.com/,google,True,https://odoo.nextcloud.com/,
onlyoffice.services.nextcloud.com,ONLYOFFICE Docs Enterprise Edition,200,4950,onlyoffice.services.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-02-13T00:02:20Z,2025-05-14T00:02:19Z,CN=onlyoffice.services.nextcloud.com,onlyoffice.services.nextcloud.com,onlyoffice.services.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,f6d621f9076f62594b03704e4d1b6668,1bd80ac92a344100105c40483b430a595f2c1ba0cb6a11bee4e672f1551aed70,ctls,onlyoffice.services.nextcloud.com,443,https://onlyoffice.services.nextcloud.com,https,nginx,text/html,GET,135.181.142.32,/,/css/favicon.ico,2a01:4f9:3a:161f::2,Nginx,87,False,nonerror,0,,,,https://onlyoffice.services.nextcloud.com/welcome/,,,,
oxtech.ltd3.nextcloud.com,Login – Nextcloud,200,26026,oxtech.ltd3.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-09T14:55:05Z,2025-04-09T14:55:04Z,CN=oxtech.ltd3.nextcloud.com,oxtech.ltd3.nextcloud.com,oxtech.ltd3.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,d8e8510c97fc8aba689d6f280ae65622,4615148cf113c8bf113d563ce31ed28b6f07e875a9f769ea2ec3af5293cc853f,ctls,oxtech.ltd3.nextcloud.com,443,https://oxtech.ltd3.nextcloud.com,https,Caddy,text/html,GET,95.216.37.161,/,/core/img/favicon.ico,2a01:4f9:2a:25de::2,PHP,93,False,nonerror,0,,https://collabora.services.nextcloud.com,167837543,https://oxtech.ltd3.nextcloud.com/login,,,,
pagination.ltd1.nextcloud.com,Login – Nextcloud,200,16512,pagination.ltd1.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T07:02:46Z,2025-05-08T07:02:45Z,CN=pagination.ltd1.nextcloud.com,pagination.ltd1.nextcloud.com,pagination.ltd1.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,638dd8a7f33e259f41b7b92086e52abf,fe6d98d76791a5995b86b9287c92d75fe103ba43084fbd4f2a27b9f575c832df,ctls,pagination.ltd1.nextcloud.com,443,https://pagination.ltd1.nextcloud.com,https,Caddy,text/html,GET,95.217.44.166,/,/index.php/apps/theming/favicon,2a01:4f9:2a:3119::2,PHP,93,False,nonerror,0,,,1463428994,https://pagination.ltd1.nextcloud.com/index.php/login,,,,
pedro-collabora.ltd2.nextcloud.com,Login – Nextcloud,200,26270,pedro-collabora.ltd2.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-02T12:24:11Z,2025-05-03T12:24:10Z,CN=pedro-collabora.ltd2.nextcloud.com,pedro-collabora.ltd2.nextcloud.com,pedro-collabora.ltd2.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,4ee24fdcf0ac0a7c864db635c638d332,f38217b570ab5255d946e7cc6f6c786b547eb60001d2386248c014e8016a1b0b,ctls,pedro-collabora.ltd2.nextcloud.com,443,https://pedro-collabora.ltd2.nextcloud.com,https,Caddy,text/html,GET,37.27.104.209,/,/apps/theming/favicon,2a01:4f9:3070:1b62::2,PHP,93,False,nonerror,0,,wss://pedro-collabora.ltd2.nextcloud.com,1463428994,https://pedro-collabora.ltd2.nextcloud.com/login,,,,
pep.ltd3.nextcloud.com,Login – Nextcloud,200,24825,PEP.ltd3.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-05T18:18:09Z,2025-04-05T18:18:08Z,CN=pep.ltd3.nextcloud.com,pep.ltd3.nextcloud.com,pep.ltd3.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,96ed59f05cad5ce5e2aa72c765cadb76,1947d094b0ccc4a96eb3d872b0d03a1094898cd597e7d51148beff5d039b70e7,ctls,PEP.ltd3.nextcloud.com,443,https://pep.ltd3.nextcloud.com,https,Caddy,text/html,GET,95.216.37.161,/,/apps/theming/favicon,2a01:4f9:2a:25de::2,PHP,91,False,nonerror,0,,wss://hpb.services.nextcloud.com,1464934096,https://PEP.ltd3.nextcloud.com/login,,,,
pm-bounces.nextcloud.com,Postmark — Email delivery for web apps,200,4374,,,,,,,,,,,,,,,,,,80,http://pm-bounces.nextcloud.com,http,nginx/1.25.4,text/html,GET,3.23.93.149,/,/favicon.ico,3.22.202.122,Nginx:1.25.4,85,False,nonerror,0,,,-1457628171,,,,,
polizei-rlp.ltd3.nextcloud.com,Login – Nextcloud,200,26750,polizei-rlp.ltd3.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-18T08:08:06Z,2025-04-18T08:08:05Z,CN=polizei-rlp.ltd3.nextcloud.com,polizei-rlp.ltd3.nextcloud.com,polizei-rlp.ltd3.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,4a7572a530e5c48885c8d532c747ac84,1a1341dcd06560ca365a2b9b694bf3cb9cec324ba94dd7318db7c624ed3e9b74,ctls,polizei-rlp.ltd3.nextcloud.com,443,https://polizei-rlp.ltd3.nextcloud.com,https,Caddy,text/html,GET,95.216.37.161,/,/apps/theming/favicon,2a01:4f9:2a:25de::2,PHP,93,False,nonerror,0,,turn.services.nextcloud.com:443,1463428994,https://polizei-rlp.ltd3.nextcloud.com/login,,,,
portal.nextcloud.com,Nextcloud Portal,200,18468,portal.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-19T08:38:40Z,2025-04-19T08:38:39Z,CN=portal.nextcloud.com,portal.nextcloud.com,portal.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,d9e96e13a6ea4264640b4ea1f4509356,95ad75a5f317752ce2f4e0d7ac3fa6638987a3542a4a65be2f5dd048e70a1da7,ctls,portal.nextcloud.com,443,https://portal.nextcloud.com,https,NCSA/1.42;,text/html,GET,65.21.231.50,/,/images/favicon.png,2a01:4f9:6a:1de8::2,PHP,220,False,nonerror,0,,,1025511440,,,,,
projects.nextcloud.com,Login – Nextcloud Projects,200,18608,projects.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-02-13T00:01:39Z,2025-05-14T00:01:38Z,CN=projects.nextcloud.com,projects.nextcloud.com,projects.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,18583cc6f83d0349e3ff02205573da09,3d50309c7b480cf3b75141ddf73388d9f003046ca8f5939d19452a9f181fa910,ctls,projects.nextcloud.com,443,https://projects.nextcloud.com,https,nginx,text/html,GET,135.181.142.32,/,/apps/theming/favicon,2a01:4f9:3a:161f::2,PHP,76,False,nonerror,0,,https://collabora.services.nextcloud.com,1789014827,https://projects.nextcloud.com/login,,,,
promethean.ltd3.nextcloud.com,Login – Nextcloud,200,24879,promethean.ltd3.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-13T08:48:06Z,2025-04-13T08:48:05Z,CN=promethean.ltd3.nextcloud.com,promethean.ltd3.nextcloud.com,promethean.ltd3.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,f7b18927bb496784f1af695f4b0db668,58f75a1fd2615b854afb615469352785c596923b0895279f7c87875a56bebfba,ctls,promethean.ltd3.nextcloud.com,443,https://promethean.ltd3.nextcloud.com,https,Caddy,text/html,GET,95.216.37.161,/,/apps/theming/favicon,2a01:4f9:2a:25de::2,PHP,91,False,nonerror,0,,wss://promethean.ltd3.nextcloud.com,1464934096,https://promethean.ltd3.nextcloud.com/login,,,,
push-notifications.nextcloud.com,,404,19,push-notifications.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-02-04T01:03:39Z,2025-05-05T01:03:38Z,CN=push-notifications.nextcloud.com,push-notifications.nextcloud.com,push-notifications.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,645fb3082a216f2d8677a52baf717144,a9946fe73bd7e4fd18c9366e30f1e83eac547e0853f1b4c6a3256955a8e2160f,ctls,push-notifications.nextcloud.com,443,https://push-notifications.nextcloud.com,https,nginx,text/plain,GET,95.217.53.153,/,/favicon.ico,2a01:4f9:2b:29dc::153,Nginx,2,False,error,0,,,,,,,,
push.cloud.nextcloud.com,,404,,push.cloud.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-24T06:16:20Z,2025-04-24T06:16:19Z,CN=push.cloud.nextcloud.com,push.cloud.nextcloud.com,push.cloud.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,aaa028620469fba98e06effa50164f96,e016b32fd93aa484e17d1382ebae037caeb7cb69454bed9ba0e6318c5e413982,ctls,push.cloud.nextcloud.com,443,https://push.cloud.nextcloud.com,https,Caddy,,GET,116.202.53.135,/,/favicon.ico,2a01:4f8:231:37ef::2,Caddy,1,False,other,0,,,,,,,,
pushfeed.nextcloud.com,Index of /,200,887,pushfeed.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-04T02:42:14Z,2025-05-05T02:42:13Z,CN=pushfeed.nextcloud.com,pushfeed.nextcloud.com,pushfeed.nextcloud.com,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,88296b8717e7470777768df14555b231,f058bca37f24a2d6eb482e962e2d1bdc70f4192ae5352338febffe86bbd7633f,ctls,pushfeed.nextcloud.com,443,https://pushfeed.nextcloud.com,https,Apache,text/html,GET,5.9.202.145,/,/favicon.ico,2a01:4f8:210:21c8::145,HSTS,16,False,nonerror,0,,,,,,,,
rello.ltd2.nextcloud.com,Login – Demo Company,200,27432,rello.ltd2.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-23T09:14:11Z,2025-04-23T09:14:10Z,CN=rello.ltd2.nextcloud.com,rello.ltd2.nextcloud.com,rello.ltd2.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,1b6617f28fb3109a1d23e854b093ea6b,d36b5ca0642b3d2e5a961c671df02bdb9ef6352a45890cfd077a8a4947bdd613,ctls,rello.ltd2.nextcloud.com,443,https://rello.ltd2.nextcloud.com,https,Caddy,text/html,GET,37.27.104.209,/,/core/img/favicon.ico,2a01:4f9:3070:1b62::2,PHP,93,False,nonerror,0,,wss://rello.ltd2.nextcloud.com,167837543,https://rello.ltd2.nextcloud.com/login,,,,
s12.nextcloud.com,Nextcloud - Open source content collaboration platform,200,198296,nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-01-01T01:03:45Z,2025-04-01T01:03:44Z,CN=nextcloud.com,nextcloud.com,www.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,715982e461081b920205cfa28904c4c1,395da97efe4917562a42e8d7be79cef6ccc704113ea78313d7edbab3c1bc5bc7,ctls,nextcloud.com,443,https://s12.nextcloud.com,https,Apache,text/html,GET,85.10.195.17,/,/c/uploads/2022/03/favicon.png,2a01:4f8:a0:3068::2,wpBakery,2093,False,other,0,,https://i.vimeocdn.com,1025511440,https://nextcloud.com/,,,,
s3.nextcloud.com,,404,16,,,,,,,,,,,,,,,,,,80,http://s3.nextcloud.com,http,nginx,text/html,GET,159.69.137.183,/,,2a01:4f8:231:1e08::2,Node.js,1,False,error,0,,,,,,,,
s3torage.ltd1.nextcloud.com,Login – Nextcloud,200,26316,s3torage.ltd1.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-04T09:23:07Z,2025-05-05T09:23:06Z,CN=s3torage.ltd1.nextcloud.com,s3torage.ltd1.nextcloud.com,s3torage.ltd1.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,29fe660a5e1c765494e4db8ff3bef8e9,eb66f4e85a17069d5cb98615a7d89ef7748f29d2664e7ee54fab51278c18d51f,ctls,s3torage.ltd1.nextcloud.com,443,https://s3torage.ltd1.nextcloud.com,https,Caddy,text/html,GET,95.217.44.166,/,/apps/theming/favicon,2a01:4f9:2a:3119::2,PHP,93,False,nonerror,0,,wss://s3torage.ltd1.nextcloud.com,1242599000,https://s3torage.ltd1.nextcloud.com/login,,,,
s4.nextcloud.com,Welcome to nginx!,200,612,s4.nextcloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2025-02-03T03:34:39Z,2025-05-04T03:34:38Z,CN=s4.nextcloud.com,s4.nextcloud.com,s4.nextcloud.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,8077194b45e17cbfc564b94bd8bed29e,92433471bcf383e8ba2abbcbaddb811b6d03b895e28e1750e1463a978d42430b,ctls,s4.nextcloud.com,443,https://s4.nextcloud.com,https,nginx/1.18.0 (Ubuntu),text/html,GET,95.217.40.231,/,/favicon.ico,2a01:4f9:2b:3298::2,Ubuntu,26,False,nonerror,0,,,,,,,,
s9.nextcloud.com,,503,108,s9.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-28T22:12:25Z,2025-03-28T22:12:24Z,CN=nc-presales.top,nc-presales.top,nc-presales.top,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,0e6a5aef51c246f34d6ac76e4846e59f,bc219446764211dd9fc33a0bddbeff1212586dd1b4645444fbda99fbdbb8e7af,ctls,s9.nextcloud.com,443,https://s9.nextcloud.com,https,,text/html,GET,213.133.102.119,/,/favicon.ico,2a01:4f8:a0:8411::2,,5,False,error,0,True,,,,,,,True
sales.ltd.nextcloud.com,Login – Nextcloud,200,27780,sales.ltd.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-22T09:52:43Z,2025-04-22T09:52:42Z,CN=sales.ltd.nextcloud.com,sales.ltd.nextcloud.com,sales.ltd.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,9fcd787a338bf121080a7e3da318ac7a,962cdfabdd5ae384c77955d056a35da7070471fdd577aaab253ef488d2869d8d,ctls,sales.ltd.nextcloud.com,443,https://sales.ltd.nextcloud.com,https,Caddy,text/html,GET,95.217.44.166,/,/apps/theming/favicon,2a01:4f9:2a:3119::2,PHP,93,False,nonerror,0,,https://*.tile.openstreetmap.org,1463428994,https://sales.ltd.nextcloud.com/login,,,,
scan.nextcloud.com,Nextcloud Security Scan,200,10999,scan.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-30T02:38:39Z,2025-03-30T02:38:38Z,CN=scan.nextcloud.com,scan.nextcloud.com,scan.nextcloud.com,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,f6196a54ee051f9d6e56a059bcb3eb5d,ac91b8a1e77c7fb9568e36b3faf2964d96cd1135e8cdae5bbcb29be83f2b13c2,ctls,scan.nextcloud.com,443,https://scan.nextcloud.com,https,Apache/2.4.41 (Ubuntu),text/html,GET,95.217.53.149,/,/media/screenshot.png,2a01:4f9:2b:29dc::149,Ubuntu,205,False,nonerror,0,,,517782218,,,,,
