input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,webserver,tls_mismatched,tech_,tls_wildcard_certificate,final_url,csp_domains_,tls_expired,cdn_name,cdn,location
extlgs.usaa.com,,200,2,extlgs.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-03-22T23:59:59Z,"CN=wsb2b.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",wsb2b.usaa.com,United Services Automobile Association,v.utvqa.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,22c03f3d05b29315881a50d2a475876c,bf1a652305182e6d413e64c8f67fe110857e3f8cf431a640dddc06337d4b6c1b,ctls,extlgs.usaa.com,443,https://extlgs.usaa.com:443,https,text/html,GET,23.192.152.116,/,-2088429648,23.192.152.116,1,False,,,,,,,,,,
fastlink.usaa.com,,404,22,fastlink.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-19T00:00:00Z,2023-10-20T23:59:59Z,"CN=da.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",da.usaa.com,United Services Automobile Association,www.usaa-advocacy.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,1024cb75471913e2386aa0636388e67a,aa1a0a407bc35303b38ca7842c7a780c113479ede08accc37500b5ca55ab2afc,ctls,fastlink.usaa.com,443,https://fastlink.usaa.com:443,https,application/json,GET,23.197.131.117,/,-485427770,23.197.131.117,1,False,uvicorn,,Uvicorn,,,,,,,
firemac.usaa.com,,404,,firemac.usaa.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2020-04-30T21:32:42Z,2022-04-30T21:32:42Z,"CN=ifire.usaa.com, OU=USAA, O=USAA, L=San Antonio, ST=Texas, C=US",ifire.usaa.com,USAA,firewin.usaa.com,"CN=USAA-PRODSSL6-G2-CA, DC=eagle, DC=usaa, DC=com, DC=eagle, DC=usaa, DC=com",USAA-PRODSSL6-G2-CA,,ea6914d6aad661caa4d76ab7ab36300e,c75fad90e3dc69569119c6c15be135ed8c50c463c766b9757e3e2535ba46803c,ctls,firemac.usaa.com,443,https://firemac.usaa.com:443,https,application/octet-stream,GET,167.24.115.205,/,-1840324437,167.24.115.205,1,False,nginx,,Nginx,,,,True,,,
firewin.usaa.com,,404,,firewin.usaa.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2020-04-30T21:32:42Z,2022-04-30T21:32:42Z,"CN=ifire.usaa.com, OU=USAA, O=USAA, L=San Antonio, ST=Texas, C=US",ifire.usaa.com,USAA,firewin.usaa.com,"CN=USAA-PRODSSL6-G2-CA, DC=eagle, DC=usaa, DC=com, DC=eagle, DC=usaa, DC=com",USAA-PRODSSL6-G2-CA,,ea6914d6aad661caa4d76ab7ab36300e,c75fad90e3dc69569119c6c15be135ed8c50c463c766b9757e3e2535ba46803c,ctls,firewin.usaa.com,443,https://firewin.usaa.com:443,https,application/octet-stream,GET,167.24.115.206,/,-1840324437,167.24.115.206,1,False,nginx,,Nginx,,,,True,,,
gw-bsvc.mydesktop.usaa.com,,200,1621,gw-mydesktop-eq2.usaa.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-18T00:00:00Z,2023-12-19T23:59:59Z,"CN=mydesktop.usaa.com, O=USAA, L=San Antonio, ST=Texas, C=US",mydesktop.usaa.com,USAA,gw-mydesktop-itc.usaa.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,51a436fdcff8735e5f175c2ea1831112,9af6aaf346679fb92b1d33e4510415e643efce6e43ae390add7b798aaffdfeaa,ctls,gw-mydesktop-eq2.usaa.com,443,https://gw-bsvc.mydesktop.usaa.com:443,https,text/html,GET,167.24.76.228,/,-1497317823,167.24.76.228,1,False,,,,,https://gw-mydesktop-eq2.usaa.com/vpn/index.html,,,,,
gw-mydesktop-dfw.usaa.com,,200,1621,gw-mydesktop-eq2.usaa.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-18T00:00:00Z,2023-12-19T23:59:59Z,"CN=mydesktop.usaa.com, O=USAA, L=San Antonio, ST=Texas, C=US",mydesktop.usaa.com,USAA,gw-mydesktop-itc.usaa.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,51a436fdcff8735e5f175c2ea1831112,9af6aaf346679fb92b1d33e4510415e643efce6e43ae390add7b798aaffdfeaa,ctls,gw-mydesktop-eq2.usaa.com,443,https://gw-mydesktop-dfw.usaa.com:443,https,text/html,GET,167.24.76.228,/,-35702056,167.24.76.228,1,False,,,,,https://gw-mydesktop-eq2.usaa.com/vpn/index.html,,,,,
gw-mydesktop-eq1.usaa.com,,200,1621,gw-mydesktop-eq1.usaa.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-18T00:00:00Z,2023-12-19T23:59:59Z,"CN=mydesktop.usaa.com, O=USAA, L=San Antonio, ST=Texas, C=US",mydesktop.usaa.com,USAA,gw-mydesktop-itc.usaa.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,51a436fdcff8735e5f175c2ea1831112,9af6aaf346679fb92b1d33e4510415e643efce6e43ae390add7b798aaffdfeaa,ctls,gw-mydesktop-eq1.usaa.com,443,https://gw-mydesktop-eq1.usaa.com:443,https,text/html,GET,2.21.27.54,/,12023395,2.21.27.54,1,False,,,,,https://gw-mydesktop-eq1.usaa.com/vpn/index.html,,,,,
gw-mydesktop-eq3.usaa.com,,200,1621,gw-mydesktop-eq3.usaa.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-18T00:00:00Z,2023-12-19T23:59:59Z,"CN=mydesktop.usaa.com, O=USAA, L=San Antonio, ST=Texas, C=US",mydesktop.usaa.com,USAA,gw-mydesktop-itc.usaa.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,51a436fdcff8735e5f175c2ea1831112,9af6aaf346679fb92b1d33e4510415e643efce6e43ae390add7b798aaffdfeaa,ctls,gw-mydesktop-eq3.usaa.com,443,https://gw-mydesktop-eq3.usaa.com:443,https,text/html,GET,2.21.27.56,/,12023395,2.21.27.56,1,False,,,,,https://gw-mydesktop-eq3.usaa.com/vpn/index.html,,,,,
gw-mydesktop-qa-eq1.usaa.com,,200,1637,gw-mydesktop-qa-eq1.usaa.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-09T00:00:00Z,2023-09-01T23:59:59Z,"CN=ext-mydesktop-qa.usaa.com, O=USAA, L=San Antonio, ST=Texas, C=US",ext-mydesktop-qa.usaa.com,USAA,gw-mydesktop-qa-eq3.usaa.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,25075b6f8504ec608e6c4343b121304a,b2ad3ddca13e99a043f98ac4f502fcace2f3ac2e7d60c36bd870c5b7ea526b4d,ctls,gw-mydesktop-qa-eq1.usaa.com,443,https://gw-mydesktop-qa-eq1.usaa.com:443,https,text/html,GET,23.54.116.51,/,12023395,23.54.116.51,1,False,,,,,https://gw-mydesktop-qa-eq1.usaa.com/vpn/index.html,,,,,
gw-mydesktop-qa-eq2.usaa.com,,200,1637,gw-mydesktop-qa-eq2.usaa.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-09T00:00:00Z,2023-09-01T23:59:59Z,"CN=ext-mydesktop-qa.usaa.com, O=USAA, L=San Antonio, ST=Texas, C=US",ext-mydesktop-qa.usaa.com,USAA,gw-mydesktop-qa-eq3.usaa.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,25075b6f8504ec608e6c4343b121304a,b2ad3ddca13e99a043f98ac4f502fcace2f3ac2e7d60c36bd870c5b7ea526b4d,ctls,gw-mydesktop-qa-eq2.usaa.com,443,https://gw-mydesktop-qa-eq2.usaa.com:443,https,text/html,GET,23.210.31.52,/,12023395,23.210.31.52,1,False,,,,,https://gw-mydesktop-qa-eq2.usaa.com/vpn/index.html,,,,,
gw-mydesktop-qa-eq3.usaa.com,,200,1637,gw-mydesktop-qa-eq3.usaa.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-09T00:00:00Z,2023-09-01T23:59:59Z,"CN=ext-mydesktop-qa.usaa.com, O=USAA, L=San Antonio, ST=Texas, C=US",ext-mydesktop-qa.usaa.com,USAA,gw-mydesktop-qa-eq3.usaa.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,25075b6f8504ec608e6c4343b121304a,b2ad3ddca13e99a043f98ac4f502fcace2f3ac2e7d60c36bd870c5b7ea526b4d,ctls,gw-mydesktop-qa-eq3.usaa.com,443,https://gw-mydesktop-qa-eq3.usaa.com:443,https,text/html,GET,23.54.116.53,/,12023395,23.54.116.53,1,False,,,,,https://gw-mydesktop-qa-eq3.usaa.com/vpn/index.html,,,,,
https://cartera-cdn.freetls.fastly.net/,403 Forbidden,403,202,cartera-cdn.freetls.fastly.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-05T22:59:56Z,2024-03-08T22:59:55Z,CN=*.freetls.fastly.net,*.freetls.fastly.net,,*.global.ssl.fastly.net,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,993a84a8fb4f1873e709375523d7452c,8f2f0af6bc753255be44ba6f259eaabc168cae6f8c07398b5678be4936874155,ctls,cartera-cdn.freetls.fastly.net,443,https://cartera-cdn.freetls.fastly.net:443,https,text/html,GET,151.101.2.79,/,1493760859,2a04:4e42:600::591,9,False,Apache,,Varnish,True,,,,fastly,True,
https://cartera-stage.freetls.fastly.net/,403 Forbidden,403,202,cartera-stage.freetls.fastly.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-05T22:59:56Z,2024-03-08T22:59:55Z,CN=*.freetls.fastly.net,*.freetls.fastly.net,,*.global.ssl.fastly.net,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,993a84a8fb4f1873e709375523d7452c,8f2f0af6bc753255be44ba6f259eaabc168cae6f8c07398b5678be4936874155,ctls,cartera-stage.freetls.fastly.net,443,https://cartera-stage.freetls.fastly.net:443,https,text/html,GET,151.101.2.79,/,1493760859,2a04:4e42:600::591,9,False,Apache,,Varnish,True,,,,fastly,True,
https://client-services.rclon.com/,,403,243,client-services.rclon.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-27T00:00:00Z,2024-05-29T23:59:59Z,"CN=www.ebatescanada.com, O=Ebates Performance Marketing\, Inc., L=San Francisco, ST=California, C=US",www.ebatescanada.com,"Ebates Performance Marketing, Inc.",action-inquiry-pipeline-np.rrcbsn.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,a0ebd885c31107b1360f1772c276dcb2,365546f560096578ffce5307149bd9247abd24fccb8841e54d1694f79c39352d,ctls,client-services.rclon.com,443,https://client-services.rclon.com:443,https,application/xml,GET,23.45.102.140,/,2000528040,23.45.102.140,2,False,nginx,,Nginx,,,,,,,
https://fast.wistia.com/,Sign in to your Wistia account,200,7159,auth.wistia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-16T00:00:00Z,2024-06-13T23:59:59Z,CN=webservices-production-com-cloudfront-app-cname.wistia.com,webservices-production-com-cloudfront-app-cname.wistia.com,,*.wistia.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8d8b4a8f175da0643b005a15023a5752,ecfa90d229a147e4b330994169f092f06d9a5923e7894d2198d4590b25974674,ctls,auth.wistia.com,443,https://fast.wistia.com:443,https,text/html,GET,151.101.2.132,/,837614330,2a04:4e42:600::644,130,False,envoy,,HSTS,True,https://auth.wistia.com/session/new?app=wistia,,,fastly,True,
https://forms.office.com,"Microsoft Forms - Free tool to create online surveys, forms, polls, and quizzes",200,41500,forms.office.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-23T06:15:04Z,2024-03-17T06:15:04Z,"CN=forms.office.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",forms.office.com,Microsoft Corporation,eu.forms.office.com,"CN=Microsoft Azure TLS Issuing CA 02, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 02,Microsoft Corporation,5d7d86c5898ef673d1034c6bab6c82fb,00fbf0a92917257b60dcdfeef4150869d8f517fad103e661bea8644da62e1968,ctls,forms.office.com,443,https://forms.office.com:443,https,text/html,GET,13.107.6.194,/,-1911957192,2620:1ec:a92::194,209,False,,,HSTS,,,http:,,,,
https://play.vidyard.com/,,200,,play.vidyard.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-01T21:45:14Z,2024-08-01T21:45:13Z,CN=*.vidyard.com,*.vidyard.com,,*.vidyard.com,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q2,GlobalSign nv-sa,da607dbda2b1b64fb373330de3fc3f61,6d7387558487e23ecc511f8384c80186ed0fdc485400a65ebbe863b4d15215f2,ctls,play.vidyard.com,443,https://play.vidyard.com:443,https,,GET,151.101.1.181,/,1988711852,151.101.193.181,1,False,,,Varnish,True,,,,fastly,True,
https://players.brightcove.net/,,404,372,players.brightcove.net,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,"CN=players.brightcove.net, O=Brightcove Inc, L=Boston, ST=Massachusetts, C=US",players.brightcove.net,Brightcove Inc,players.brightcove.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,301d15970a95163ea9e2ffa3cf4331a7,ba65473e8ba5af7f676e145c06416d7081280ff9a6e0f07fa4f37b3b1f69aeb4,ctls,players.brightcove.net,443,https://players.brightcove.net:443,https,text/html,GET,184.30.17.24,/,908562264,184.30.17.24,18,False,AmazonS3,,Amazon Web Services,,,,,,,
https://stage.savingsace.com,,200,7400,stage.savingsace.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2019-10-07T13:13:36Z,2020-01-05T13:13:36Z,CN=stage.savingsace.com,stage.savingsace.com,,stage.savingsace.com,"CN=Let's Encrypt Authority X3, O=Let's Encrypt, C=US",Let's Encrypt Authority X3,Let's Encrypt,d1c45eedbf2d42e500ba744e3b635035,3b7384dc6591dc5ff5a1eb108e5919eb5bdf03c90a8d1f47dd0fc43aec134dcb,ctls,stage.savingsace.com,443,https://stage.savingsace.com:443,https,text/html,GET,65.52.218.253,/,1772087922,65.52.218.253,165,False,,,Azure,,https://stage.savingsace.com/Account/Login?ReturnUrl=%2F,,True,azure,True,
https://static-client-services.rclon.com/,,403,243,static-client-services.rclon.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-27T00:00:00Z,2024-05-29T23:59:59Z,"CN=www.ebatescanada.com, O=Ebates Performance Marketing\, Inc., L=San Francisco, ST=California, C=US",www.ebatescanada.com,"Ebates Performance Marketing, Inc.",action-inquiry-pipeline-np.rrcbsn.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,a0ebd885c31107b1360f1772c276dcb2,365546f560096578ffce5307149bd9247abd24fccb8841e54d1694f79c39352d,ctls,static-client-services.rclon.com,443,https://static-client-services.rclon.com:443,https,application/xml,GET,23.44.123.235,/,2000528040,23.44.123.235,2,False,nginx,,Nginx,,,,,,,
https://www.google.com/,Google,200,246664,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:21:20Z,2023-09-11T08:21:19Z,CN=www.google.com,www.google.com,,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,356ce917eecdafd8f0964fab2c01c648,5ef40e8e31e911278e5335d41c69a84dd90bf0acba633d6fa7c761005296d8e0,ctls,www.google.com,443,https://www.google.com:443,https,text/html,GET,142.250.185.228,/,708578229,2a00:1450:4001:813::2004,153,False,gws,,HTTP/3,,,https://csp.withgoogle.com/csp/gws/other-hp,,,,
https://www.savingsace.com,,200,7534,www.savingsace.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-28T21:20:36Z,2023-12-25T21:20:36Z,CN=imperva.com,imperva.com,,privacymatters.com,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q2,GlobalSign nv-sa,0a1f20b94bf2c100b642a70328b2f1e0,4c099627155c7156862f3f4d4f4878a6a3044891c55caf6409e0fe3696061e9e,ctls,www.savingsace.com,443,https://www.savingsace.com:443,https,text/html,GET,45.60.123.80,/,1772087922,45.60.123.80,165,False,,True,Imperva,True,https://www.savingsace.com/Account/Login?ReturnUrl=%2F,,,incapsula,True,
https://www.youtube.com,YouTube,200,283909,m.youtube.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:16:09Z,2023-09-11T08:16:08Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,77fce969f6da9c23b46a4179eeece1a8,cd9aec87aa4ae96416bd900a0b81fba5a0f3f8e3b5fd4b2ea159059797f70790,ctls,m.youtube.com,443,https://www.youtube.com:443,https,text/html,GET,172.217.23.110,/,1179099333,2a00:1450:4001:831::200e,13,False,ESF,True,HTTP/3,True,https://m.youtube.com/,,,,,
image.et.usaa.com,Access Denied,403,271,image.et.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaihd-staging.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1698995d9038e8e48e56122247ea04c1,22723fe90c8cb62a43cc528408564613075e76acf7ff45e9542c7ce77c6db372,ctls,image.et.usaa.com,443,https://image.et.usaa.com:443,https,text/html,GET,23.32.238.155,/,1816217708,23.32.238.137,10,False,AkamaiGHost,True,,True,,,,,,
iojs.usaa.com,"System Error
	      | USAA",200,44191,iojs.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-19T00:00:00Z,2024-04-25T23:59:59Z,"CN=usaacloud.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",usaacloud.com,United Services Automobile Association,shops.usaa360.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,83f5fcd8b7d7f623395cf1773836f714,1ccfd28ed62d6d2b34343e5bab30b8a78391c9e8074d67a9c33b22285f32a959,ctls,iojs.usaa.com,443,https://iojs.usaa.com:443,https,text/html,GET,23.37.40.204,/,-485427770,23.37.40.204,165,False,AkamaiNetStorage,,HSTS,,,,,,,
l.usaa.com,"System Error
	      | USAA",200,44194,l.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-09-19T23:59:59Z,"CN=www.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",www.usaa.com,United Services Automobile Association,api-a.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,d42e7990240fd2a1fbc5b5b4bbc20495,171d96ef84b46897119db1b50a2c08cb3ef0543f31835bc786befecaf9840670,ctls,l.usaa.com,443,https://l.usaa.com:443,https,text/html,GET,23.37.33.137,/,-485427770,23.37.33.137,165,False,USAA-Honesty,,HSTS,,,,,,,
links.usaa.com,404 Not Found,404,162,links.usaa.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,ctls,links.usaa.com,443,https://links.usaa.com:443,https,text/html,GET,167.89.115.120,/,190856733,167.89.123.54,8,False,nginx,True,Nginx,True,,,,,,
lithiumstage.usaa.com,Business and Partner Access | USAA,200,4001,aksvc.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,aksvc.usaa.com,443,https://lithiumstage.usaa.com:443,https,text/html,GET,23.37.37.91,/,1351995896,23.37.37.91,87,False,USAA-Integrity,,HSTS,,https://aksvc.usaa.com/akamailogin/login.html?orgurl=LOGURL5AbtyvhWEg68ctRhsaZES+6U+zdYNj%2fu0+1KyjcTNIOooDckPT%2fQSUbMIhKxpea3XholiS5hgmMuDhq6pC9xCA%3d%3d,,,,,
live1primary.utv.usaa.com,Access Denied,403,278,live1primary.utv.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-03-22T23:59:59Z,"CN=wsb2b.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",wsb2b.usaa.com,United Services Automobile Association,v.utvqa.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,22c03f3d05b29315881a50d2a475876c,bf1a652305182e6d413e64c8f67fe110857e3f8cf431a640dddc06337d4b6c1b,ctls,live1primary.utv.usaa.com,443,https://live1primary.utv.usaa.com:443,https,text/html,GET,23.1.106.55,/,1422075600,23.1.106.55,10,False,AkamaiGHost,,,,,,,,,
live1primary.utvqa.usaa.com,Access Denied,403,280,live1primary.utvqa.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-03-22T23:59:59Z,"CN=wsb2b.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",wsb2b.usaa.com,United Services Automobile Association,v.utvqa.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,22c03f3d05b29315881a50d2a475876c,bf1a652305182e6d413e64c8f67fe110857e3f8cf431a640dddc06337d4b6c1b,ctls,live1primary.utvqa.usaa.com,443,https://live1primary.utvqa.usaa.com:443,https,text/html,GET,23.1.106.55,/,1611969780,23.1.106.55,10,False,AkamaiGHost,,,,,,,,,
live2primary.utv.usaa.com,Access Denied,403,278,live2primary.utv.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-03-22T23:59:59Z,"CN=wsb2b.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",wsb2b.usaa.com,United Services Automobile Association,v.utvqa.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,22c03f3d05b29315881a50d2a475876c,bf1a652305182e6d413e64c8f67fe110857e3f8cf431a640dddc06337d4b6c1b,ctls,live2primary.utv.usaa.com,443,https://live2primary.utv.usaa.com:443,https,text/html,GET,23.1.106.55,/,1754785731,23.1.106.55,10,False,AkamaiGHost,,,,,,,,,
live3backup.utv.usaa.com,Access Denied,403,277,live3backup.utv.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-03-22T23:59:59Z,"CN=wsb2b.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",wsb2b.usaa.com,United Services Automobile Association,v.utvqa.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,22c03f3d05b29315881a50d2a475876c,bf1a652305182e6d413e64c8f67fe110857e3f8cf431a640dddc06337d4b6c1b,ctls,live3backup.utv.usaa.com,443,https://live3backup.utv.usaa.com:443,https,text/html,GET,23.1.106.55,/,782732931,23.1.106.55,10,False,AkamaiGHost,,,,,,,,,
