input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,webserver,tls_mismatched,tech_,tls_wildcard_certificate,final_url,csp_domains_,tls_expired,cdn_name,cdn,location
static.usaa.com,"System Error
	      | USAA",200,44194,static.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-09-19T23:59:59Z,"CN=www.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",www.usaa.com,United Services Automobile Association,api-a.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,d42e7990240fd2a1fbc5b5b4bbc20495,171d96ef84b46897119db1b50a2c08cb3ef0543f31835bc786befecaf9840670,ctls,static.usaa.com,443,https://static.usaa.com:443,https,text/html,GET,23.37.33.137,/,-485427770,23.37.33.137,165,False,USAA-Honesty,,HSTS,,,,,,,
statmcstg.usaa.com,Business and Partner Access | USAA,200,4001,aksvc.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,aksvc.usaa.com,443,https://statmcstg.usaa.com:443,https,text/html,GET,84.53.165.163,/,-485427770,84.53.165.163,87,False,USAA-Integrity,,HSTS,,https://aksvc.usaa.com/akamailogin/login.html?orgurl=LOGURL43LweP0kBWiSr8GXlbi5dIFtPz7cdFkKhK%2f3LWzBh%2ffOZgAVSVzedpL9fDoohL+ogbw4PQQJm43onkB81TLVSg%3d%3d,,,,,
statmcwip.usaa.com,Business and Partner Access | USAA,200,4001,aksvc.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,aksvc.usaa.com,443,https://statmcwip.usaa.com:443,https,text/html,GET,23.37.37.91,/,-485427770,23.37.37.91,87,False,USAA-Integrity,,HSTS,,https://aksvc.usaa.com/akamailogin/login.html?orgurl=LOGURLWgCKQDJvjkxNkgqBQ1KZBsHyH1jgdlBdI8239Z+toSutI9wMzduDh1GZkjkSd6SwyK7%2fjbtyuYU+znKC3MxFcg%3d%3d,,,,,
stories.usaa.com,USAA News - USAA Community,200,117439,communities.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-19T00:00:00Z,2023-10-20T23:59:59Z,"CN=da.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",da.usaa.com,United Services Automobile Association,www.usaa-advocacy.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,1024cb75471913e2386aa0636388e67a,aa1a0a407bc35303b38ca7842c7a780c113479ede08accc37500b5ca55ab2afc,ctls,communities.usaa.com,443,https://stories.usaa.com:443,https,text/html,GET,23.37.39.153,/,-485427770,23.37.39.153,1439,False,Apache,,PHP,,https://communities.usaa.com/t5/USAA-News/ct-p/news-center,,,,,
survey2.usaa.com,,200,342,survey4.bellomyonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-13T00:00:00Z,2024-07-13T23:59:59Z,"CN=*.bellomyonline.com, O=Bellomy Research\, Inc, L=Winston Salem, ST=North Carolina, C=US",*.bellomyonline.com,"Bellomy Research, Inc",bellomyonline.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,fa562ab8c8d54f52416041613a64a970,b069bf97039e449dadc75e2d27e9cd08e143c235e4841266f46f1989eebb810f,ctls,survey4.bellomyonline.com,443,https://survey2.usaa.com:443,https,text/html,GET,44.194.33.191,/,1631801191,44.194.33.191,15,False,Microsoft-IIS/8.5,,Windows Server,True,https://survey4.bellomyonline.com/IDCEPROD/StudyIsOverDefault.asp?SID=12308&LaunchSXS=YES&NOINSTANCECHECK=YES,,,,,
surveytest.usaa.com,,200,5207,usaast3.g1-cmh.qualtrics.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-07T00:00:00Z,2024-03-26T23:59:59Z,"CN=*.qualtrics.com, O=Qualtrics International Inc., L=Provo, ST=Utah, C=US",*.qualtrics.com,Qualtrics International Inc.,*.sr.qualtrics.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,fb4fe0e032ed2bad845a2d0b25e2ad17,f2265e02b2b56f8cde5b89b6a79cda4bbeec8b0ec3a6b5a724781fbe13c2e3cf,ctls,usaast3.g1-cmh.qualtrics.com,443,https://surveytest.usaa.com:443,https,text/html,GET,84.53.165.163,/,-485427770,84.53.165.163,27,False,,True,HSTS,True,https://usaast3.g1-cmh.qualtrics.com/login,https://sjc1.qualtrics.com/csp-report,,,,
t.exmac.usaa.com,404 Not Found,404,196,t.exmac.usaa.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-22T00:00:00Z,2023-09-22T23:59:59Z,"CN=res.exmac.usaa.com, O=USAA, L=San Antonio, ST=Texas, C=US",res.exmac.usaa.com,USAA,t.exmac.usaa.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0c7672bae9705b9196a98fd644f3abd3,92e10bd75f15caebee0ef4940c330325cb3c18bdd3d1f3dba93934eeb280ddde,ctls,t.exmac.usaa.com,443,https://t.exmac.usaa.com:443,https,text/html,GET,100.21.33.120,/,-780928015,44.230.154.53,8,False,Apache,,Apache,,,,,,,
t.exsac.usaa.com,404 Not Found,404,196,t.exsac.usaa.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-22T00:00:00Z,2023-09-22T23:59:59Z,"CN=res.exsac.usaa.com, O=USAA, L=San Antonio, ST=Texas, C=US",res.exsac.usaa.com,USAA,t.exsac.usaa.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cc10536387e189fe8e8a84a6b4093b8b,92aba13adfcad5ba3b871d1f11bd906195b73233c88f0b1377b0e5210d2bc9cf,ctls,t.exsac.usaa.com,443,https://t.exsac.usaa.com:443,https,text/html,GET,18.236.22.179,/,-780928015,35.83.64.164,8,False,Apache,,Apache,,,,,,,
tags.usaa.com,,200,1143,tags.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-19T00:00:00Z,2024-04-25T23:59:59Z,"CN=usaacloud.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",usaacloud.com,United Services Automobile Association,shops.usaa360.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,83f5fcd8b7d7f623395cf1773836f714,1ccfd28ed62d6d2b34343e5bab30b8a78391c9e8074d67a9c33b22285f32a959,ctls,tags.usaa.com,443,https://tags.usaa.com:443,https,text/html,GET,23.37.40.204,/,-485427770,23.37.40.204,36,False,nginx,,Nginx,,,,,,,
techx.usaa.com,USAA TECHX 2015,200,10143,techx.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-03-22T23:59:59Z,"CN=wsb2b.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",wsb2b.usaa.com,United Services Automobile Association,v.utvqa.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,22c03f3d05b29315881a50d2a475876c,bf1a652305182e6d413e64c8f67fe110857e3f8cf431a640dddc06337d4b6c1b,ctls,techx.usaa.com,443,https://techx.usaa.com:443,https,text/html,GET,2.23.196.120,/,1864250944,2.23.196.120,241,False,AkamaiNetStorage,,,,,,,,,
testb2bapi.usaa.com,,403,421,testb2bapi.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-06T00:00:00Z,2024-07-06T23:59:59Z,"CN=testb2bapi.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",testb2bapi.usaa.com,United Services Automobile Association,eip.testb2bapi.usaa.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,27e3e574e103e63d3e610b8c83ef7240,96c8f54bc221db8a9cefc4d3b9400b909bde9fb782c0375977904b123b9f6ad1,ctls,testb2bapi.usaa.com,443,https://testb2bapi.usaa.com:443,https,text/html,GET,95.101.45.141,/,-485427770,95.101.45.141,3,False,USAA-Honesty,,HSTS,,,,,,,
testcmail.usaa.com,"System Error
	      | USAA",200,44189,testcmail.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-09T00:00:00Z,2023-11-23T23:59:59Z,"CN=rwww.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rwww.usaa.com,United Services Automobile Association,test-lifeclaim.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,09ed4101140629b0958666427716dd9d,43b21108da25e531f5ec0a4e8fd9153272c6af7885b90ee5f7e97ddbe41d414f,ctls,testcmail.usaa.com,443,https://testcmail.usaa.com:443,https,text/html,GET,84.53.165.163,/,-485427770,84.53.165.163,165,False,AkamaiNetStorage,,HSTS,,,,,,,
tms.usaa.com,,404,11,tms.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-19T00:00:00Z,2023-10-20T23:59:59Z,"CN=da.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",da.usaa.com,United Services Automobile Association,www.usaa-advocacy.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,1024cb75471913e2386aa0636388e67a,aa1a0a407bc35303b38ca7842c7a780c113479ede08accc37500b5ca55ab2afc,ctls,tms.usaa.com,443,https://tms.usaa.com:443,https,,GET,23.197.131.117,/,-485427770,23.197.131.117,2,False,AkamaiNetStorage,,HSTS,,,,,,,
usaa.com,Enable Cookies  | USAA | USAA,200,4051,mobile.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-08-22T23:59:59Z,"CN=mobile.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",mobile.usaa.com,United Services Automobile Association,api.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,32c8bca94f05870cfaf08122b339cbe7,3ae7e7509719fb23a7cf11f992cf8b0a6918c09e9ae3d11b44a7021f3bfde70f,ctls,mobile.usaa.com,443,https://usaa.com:443,https,text/html,GET,23.37.34.68,/,-485427770,23.37.34.68,53,False,USAA-Honesty,,React,,https://mobile.usaa.com/?view=home&fromwww=true&akredirect=true,,,,,
utvovr.usaa.com,Invalid URL,400,208,utvovr.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-03-22T23:59:59Z,"CN=wsb2b.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",wsb2b.usaa.com,United Services Automobile Association,v.utvqa.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,22c03f3d05b29315881a50d2a475876c,bf1a652305182e6d413e64c8f67fe110857e3f8cf431a640dddc06337d4b6c1b,ctls,utvovr.usaa.com,443,https://utvovr.usaa.com:443,https,text/html,GET,23.1.106.55,/,312261268,23.1.106.55,8,False,AkamaiGHost,True,,,,,,,,
utvqa.usaa.com,USAA (WF usaa.) - Sign In,200,18879,usaa.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-22T00:00:00Z,2024-04-12T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,"Okta, Inc.",okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,acc0524426e03bda5ac8c153b81141e6,f175750cb39a3759a6c589307b799ceac53db8e46eab6e9a30490fce3aa77149,ctls,usaa.okta.com,443,https://utvqa.usaa.com:443,https,text/html,GET,23.1.106.55,/,-485427770,23.1.106.55,476,False,nginx,,Nginx,True,https://usaa.okta.com/login/login.htm?fromURI=%2Fapp%2Fusaa_qumuutvqa_1%2Fexknxfc3kwboj6LeB0x7%2Fsso%2Fsaml%3FSAMLRequest%3DnZPBjtowEEDv%252BxWR7%252BDEAbJYgMQuqopE23ShPfSycpJJ18Wxg8cG%252BveNw3ZFtRKHniJNxjPvzdgzFI1q%252BdK7F%252F0EBw%252FooujcKI28%252FzMn3mpuBErkWjSA3JV8u%252Fy04WwY89YaZ0qjyN16NSfIinExYdPRKGGMFWk6isviPpuyio3vx0lclNWUjSZZkpHoO1iURs9JV4ZEa0QPa41OaNeFYpYO4myQsF2c8nHGk%252BwHiVYdmtTC9adenGuRU%252BpRiKHZOzEsTUNF2%252FaR54NvvHfHg3hOKJz3%252BlyX6f5UmF%252BTDTzE54wiGhr8SPTB2BJ6%252FTmphUIINLlAlEd4i%252BSvng9SV1L%252FvD2U4pKE%252FONulw%252FyL9sdiZaIYAP6o9HoG7BbsEdZwrenzZVMIB72SsHmKOEEtjXWCdXD1lApcPTy6VyVLPtx0DCA%252FjBZ3M1CJu8Haq8WeRtZ%252FMUjiwDznuWtw4xe1X%252Ft1vLPXcX1Kjcd0e%252F%252FuT5hC41wt7NDRFaDuk%252FlzgqNErQj0TYP%252Fb96oWQtwV4GesOhW4dS5vRoQbhux856IIuL2L8qnR99%252Fz4WfwA%253D%26RelayState%3Ds2b5b629441222b3340cb8792d258510bcd9246717,*.mapbox.com,,,,
v.utv.usaa.com,Access Denied,403,267,v.utv.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-03-22T23:59:59Z,"CN=wsb2b.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",wsb2b.usaa.com,United Services Automobile Association,v.utvqa.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,22c03f3d05b29315881a50d2a475876c,bf1a652305182e6d413e64c8f67fe110857e3f8cf431a640dddc06337d4b6c1b,ctls,v.utv.usaa.com,443,https://v.utv.usaa.com:443,https,text/html,GET,23.1.106.55,/,-904401084,23.1.106.55,10,False,AkamaiGHost,,,,,,,,,
videos.usaa.com,Access Denied,403,265,videos.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-03-22T23:59:59Z,"CN=wsb2b.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",wsb2b.usaa.com,United Services Automobile Association,v.utvqa.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,22c03f3d05b29315881a50d2a475876c,bf1a652305182e6d413e64c8f67fe110857e3f8cf431a640dddc06337d4b6c1b,ctls,videos.usaa.com,443,https://videos.usaa.com:443,https,text/html,GET,95.101.44.190,/,21570256,95.101.44.190,10,False,AkamaiGHost,,,,,,,,,
videosqa.usaa.com,Access Denied,403,267,videosqa.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-03-22T23:59:59Z,"CN=wsb2b.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",wsb2b.usaa.com,United Services Automobile Association,v.utvqa.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,22c03f3d05b29315881a50d2a475876c,bf1a652305182e6d413e64c8f67fe110857e3f8cf431a640dddc06337d4b6c1b,ctls,videosqa.usaa.com,443,https://videosqa.usaa.com:443,https,text/html,GET,95.101.44.190,/,2067840828,95.101.44.190,10,False,AkamaiGHost,,,,,,,,,
vlagg.usaa.com,"System Error
	      | USAA",200,44195,vlagg.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-03-22T23:59:59Z,"CN=wsb2b.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",wsb2b.usaa.com,United Services Automobile Association,v.utvqa.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,22c03f3d05b29315881a50d2a475876c,bf1a652305182e6d413e64c8f67fe110857e3f8cf431a640dddc06337d4b6c1b,ctls,vlagg.usaa.com,443,https://vlagg.usaa.com:443,https,text/html,GET,2.23.196.120,/,-485427770,2.23.196.120,165,False,USAA-Honesty,,HSTS,,,,,,,
vlapi.usaa.com,"System Error
	      | USAA",200,44195,vlapi.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-03-22T23:59:59Z,"CN=wsb2b.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",wsb2b.usaa.com,United Services Automobile Association,v.utvqa.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,22c03f3d05b29315881a50d2a475876c,bf1a652305182e6d413e64c8f67fe110857e3f8cf431a640dddc06337d4b6c1b,ctls,vlapi.usaa.com,443,https://vlapi.usaa.com:443,https,text/html,GET,23.192.152.116,/,-485427770,23.192.152.116,165,False,USAA-Honesty,,HSTS,,,,,,,
vod.utv.usaa.com,Access Denied,403,269,vod.utv.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-03-22T23:59:59Z,"CN=wsb2b.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",wsb2b.usaa.com,United Services Automobile Association,v.utvqa.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,22c03f3d05b29315881a50d2a475876c,bf1a652305182e6d413e64c8f67fe110857e3f8cf431a640dddc06337d4b6c1b,ctls,vod.utv.usaa.com,443,https://vod.utv.usaa.com:443,https,text/html,GET,23.1.106.55,/,1758141098,23.1.106.55,10,False,AkamaiGHost,,,,,,,,,
vod.utvqa.usaa.com,Access Denied,403,271,vod.utvqa.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-03-22T23:59:59Z,"CN=wsb2b.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",wsb2b.usaa.com,United Services Automobile Association,v.utvqa.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,22c03f3d05b29315881a50d2a475876c,bf1a652305182e6d413e64c8f67fe110857e3f8cf431a640dddc06337d4b6c1b,ctls,vod.utvqa.usaa.com,443,https://vod.utvqa.usaa.com:443,https,text/html,GET,23.1.106.55,/,-267424764,23.1.106.55,10,False,AkamaiGHost,,,,,,,,,
ws.usaa.com,"System Error
	      | USAA",200,44192,ws.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-09-19T23:59:59Z,"CN=www.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",www.usaa.com,United Services Automobile Association,api-a.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,d42e7990240fd2a1fbc5b5b4bbc20495,171d96ef84b46897119db1b50a2c08cb3ef0543f31835bc786befecaf9840670,ctls,ws.usaa.com,443,https://ws.usaa.com:443,https,text/html,GET,23.37.33.137,/,-485427770,23.37.33.137,165,False,USAA-Integrity,,HSTS,,,,,,,
www.mytotalrewards.usaa.com,,200,5947,hrportal.ehr.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-17T16:21:11Z,2024-04-17T16:21:10Z,"CN=hrportal.ehr.com, O=Willis North America Inc., L=Nashville, ST=Tennessee, C=US",hrportal.ehr.com,Willis North America Inc.,experience002.ehr.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,784ba6c301d94ff863edb933ef538ec8,101dcebaf69a550f44e07c283f7401459e7486d6b7ae023055dcb9dba0a482d1,ctls,hrportal.ehr.com,443,https://www.mytotalrewards.usaa.com:443,https,text/html,GET,23.37.40.204,/,-955233429,23.37.40.204,1,False,,,HSTS,,https://hrportal.ehr.com/usaa/desktopmodules/portal/api/saml/sendauthnrequest/?target=SelfService-Portal&relaystate=&rnd=459085427904076,wss://directline.botframework.com,,,,
www.partners.usaa.com,USAA - Business Access,200,4262,www.partners.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-09-19T23:59:59Z,"CN=www.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",www.usaa.com,United Services Automobile Association,api-a.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,d42e7990240fd2a1fbc5b5b4bbc20495,171d96ef84b46897119db1b50a2c08cb3ef0543f31835bc786befecaf9840670,ctls,www.partners.usaa.com,443,https://www.partners.usaa.com:443,https,text/html,GET,23.37.33.137,/,-485427770,23.37.33.137,143,False,USAA-Integrity,,HSTS,,https://www.partners.usaa.com/partner_pas/hub.jsp,,,,,
www.usaa.com,Enable Cookies  | USAA | USAA,200,4051,mobile.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-08-22T23:59:59Z,"CN=mobile.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",mobile.usaa.com,United Services Automobile Association,api.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,32c8bca94f05870cfaf08122b339cbe7,3ae7e7509719fb23a7cf11f992cf8b0a6918c09e9ae3d11b44a7021f3bfde70f,ctls,mobile.usaa.com,443,https://www.usaa.com:443,https,text/html,GET,23.201.246.224,/,-485427770,23.201.246.224,53,False,USAA-Integrity,,React,,https://mobile.usaa.com/?view=home&fromwww=true&akredirect=true,,,,,
