input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,tls_wildcard_certificate,csp_domains_,tls_expired,final_url,cdn_name,cdn,location,tls_self_signed
uaasapp3rsadev1.post.ch,Die Post - HTTP Fehlerseite,401,5601,uaasapp3rsadev1.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-14T11:57:29Z,2024-03-14T11:57:29Z,"CN=uaasapp3rsadev1.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",uaasapp3rsadev1.post.ch,Post CH AG,uaasapp3rsadev1.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,92cc4a874298c944803c17469ed00ef3,b14a9e13a0d9459ecea2ec155301957e144a2d9aad02cfce22ffd2e39f8e02d4,ctls,uaasapp3rsadev1.post.ch,443,https://uaasapp3rsadev1.post.ch:443,https,Apache,text/html,GET,194.41.248.59,/,1694469138,194.41.248.59,HSTS,176,False,,,,,,,,,
uaasapp3rsaint.post.ch,Die Post - HTTP Fehlerseite,401,5601,uaasapp3rsaint.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-14T11:56:37Z,2024-03-14T11:56:37Z,"CN=uaasapp3rsaint.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",uaasapp3rsaint.post.ch,Post CH AG,uaasapp3rsaint.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,27b807d47e7225d734ad471163b69432,3efe8a14c232b4ac8160c38114882a8c109bf930e18c707b9b32c3d0e9de101e,ctls,uaasapp3rsaint.post.ch,443,https://uaasapp3rsaint.post.ch:443,https,Apache,text/html,GET,194.41.248.117,/,1694469138,194.41.248.117,HSTS,176,False,,,,,,,,,
uaasappdev1.post.ch,Die Post - HTTP Fehlerseite,401,5601,uaasappdev1.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-05T12:14:36Z,2023-12-05T12:14:36Z,"CN=uaasappdev1.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",uaasappdev1.post.ch,Post CH AG,uaasappdev1.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,edf38a8d231d1f7ea0d4a7d81f1e540d,da57d4f3dc2d3b32faae4b4ad239a8fcbe6a48b87f3dfcd3508734ee8070484f,ctls,uaasappdev1.post.ch,443,https://uaasappdev1.post.ch:443,https,Apache,text/html,GET,194.41.249.42,/,1694469138,194.41.249.42,HSTS,176,False,,,,,,,,,
uaasapptest.post.ch,Die Post - HTTP Fehlerseite,401,5601,uaasapptest.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-05T12:16:26Z,2023-12-05T12:16:26Z,"CN=uaasapptest.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",uaasapptest.post.ch,Post CH AG,uaasapptest.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,62e89d5519acfea05f8dc1510737de0c,05d1a6b488af9fc8ce0a62eab1b07ab87cc0b2934ae206d68710de3648a9c5d5,ctls,uaasapptest.post.ch,443,https://uaasapptest.post.ch:443,https,Apache,text/html,GET,194.41.249.46,/,1694469138,194.41.249.46,HSTS,176,False,,,,,,,,,
umfrage.post.ch,Welcome to Allegiance,200,149,umfrage.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-18T12:30:16Z,2023-10-18T12:30:16Z,"CN=umfrage.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",umfrage.post.ch,Post CH AG,www.umfrage.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,7b0bfcdac33c554dbdc2d1d01ae75ada,1a8fc4a8a0ff05a585a3e010e963ef940d26f199e84e723a7fc2a86c846bae32,ctls,umfrage.post.ch,443,https://umfrage.post.ch:443,https,,text/html,GET,185.92.121.138,/,-1683769512,185.92.121.138,HSTS,7,False,,,url=cgi-bin/qsurveyadmin.cgi,,,,,,
uniform.post.ch,Kleidershop der Post,200,9438,uniform.post.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-30T09:27:57Z,2023-09-30T09:27:57Z,"CN=uniform.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",uniform.post.ch,Post CH AG,uniforme.posta.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,19773f192841a44bd433928aa45e379d,8a05c9600877af86a9e7e50b8d5978145d0dc7a3b03f3ffab1fb0f6cd78f17df,ctls,uniform.post.ch,443,https://uniform.post.ch:443,https,Apache,text/html,GET,45.131.170.116,/,-622024647,45.131.170.116,HSTS,193,False,,,,,,,,,
uniformint.post.ch,Kleidershop der Post,200,8519,uniformdev.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-30T09:29:24Z,2023-09-30T09:29:24Z,"CN=uniformdev.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",uniformdev.post.ch,Post CH AG,uniformedev.posta.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,a054b599ac1eaf83087457e7411120c1,399ce7717d641f6d60bfebeebb075fc528e90b0498ac30028c46b8d535875e8f,ctls,uniformdev.post.ch,443,https://uniformint.post.ch:443,https,Apache/2.4.41 (Ubuntu),text/html,GET,62.2.240.196,/,1156996705,62.2.240.196,Ubuntu,191,False,,,,,https://uniformdev.post.ch,,,,
valuemation5-int.post.ch,Die Post - HTTP Fehlerseite,401,5633,valuemation5-int.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-27T09:09:38Z,2023-06-27T09:09:38Z,"CN=valuemation5-int.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",valuemation5-int.post.ch,Post CH AG,valuemation5-int.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,7539b2c9b9271054ea72a5b7cb1fa1d4,a8be5fef65e7f8acd9f6a60701b72e8c526f71c7b0ee833f97afa230fa1e6ee7,ctls,valuemation5-int.post.ch,443,https://valuemation5-int.post.ch:443,https,Apache,text/html,GET,194.41.248.162,/,1694469138,194.41.248.162,HSTS,176,False,,,,,https://valuemation5-int.post.ch/vm/vmweb,,,,
valuemation5-test.post.ch,Die Post - HTTP Fehlerseite,401,5633,valuemation5-test.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-27T09:10:18Z,2023-06-27T09:10:18Z,"CN=valuemation5-test.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",valuemation5-test.post.ch,Post CH AG,valuemation5-test.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,d00ffaf7adb6b6277223705da98bb100,5677fed450341cc7e1e4b2ab6eb5838268fa060b232b10a4887937b60cb0ad0a,ctls,valuemation5-test.post.ch,443,https://valuemation5-test.post.ch:443,https,Apache,text/html,GET,194.41.248.163,/,1694469138,194.41.248.163,HSTS,176,False,,,,,https://valuemation5-test.post.ch/vm/vmweb,,,,
vc.uc.post.ch,Bad Request,400,65,vc.uc.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-01T14:31:18Z,2024-02-01T14:31:18Z,"CN=cved1.pnet.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",cved1.pnet.ch,Post CH AG,cved01.pnet.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,61fa5f4d35f9002fb7ba3658cca025a9,38afdd06b83ffa7cc250561c34e77cdb28947a5d416612ad06c307217322b610,ctls,vc.uc.post.ch,443,https://vc.uc.post.ch:443,https,CE_E,text/html,GET,194.41.152.182,/,2024762623,194.41.216.165,HSTS,1,False,,,,,,,,,
vc.ucint.post.ch,Cisco Meeting Server web app,200,991,vc.ucint.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-10T14:25:57Z,2024-01-10T14:25:57Z,"CN=cvide1.pnet.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",cvide1.pnet.ch,Post CH AG,gvide1a.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,7a6d8c719d59e5f2ce075ee14a7a34b4,901ebe326e26187ca9519df1f03b3ba5cb670b857e27880826138777b25f7890,ctls,vc.ucint.post.ch,443,https://vc.ucint.post.ch:443,https,nginx,text/html,GET,194.41.216.174,/,1141752074,194.41.216.173,Nginx,1,False,,,,,,,,,
vdp.post.ch,VDP,200,2149,vdp.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-03T01:13:18Z,2023-07-02T01:13:17Z,CN=vdp.post.ch,vdp.post.ch,,vdp.post.ch,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1781e5d12b06725f432d75716555e374,7ef0c7bc174e5def3b86b4405df8fd903587c253f09ddeed52bf5ebb2401529a,ctls,vdp.post.ch,443,https://vdp.post.ch:443,https,nginx,text/html,GET,46.105.167.134,/,1594343037,46.105.167.134,Nginx,38,False,,,https://storage.yeswehack.com,,,,,,
venture.post.ch,Open innovation and venture capital,200,144936,venture.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T09:47:56Z,2024-03-13T09:47:56Z,"CN=venture.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",venture.post.ch,Post CH AG,venture3.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,d1ad697a9e8d0031a474748aae0f0694,9a25e88c46fe41aa87b49503780c4a58a57f43ca924560f177999c90bf2390e0,ctls,venture.post.ch,443,https://venture.post.ch:443,https,Delivery2,text/html,GET,194.41.184.146,/,1694469138,194.41.184.146,Sitecore,2580,False,,,,,https://venture.post.ch/en,,,,
venture1.post.ch,Open innovation and venture capital,200,145085,venture1.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T09:47:56Z,2024-03-13T09:47:56Z,"CN=venture.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",venture.post.ch,Post CH AG,venture3.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,d1ad697a9e8d0031a474748aae0f0694,9a25e88c46fe41aa87b49503780c4a58a57f43ca924560f177999c90bf2390e0,ctls,venture1.post.ch,443,https://venture1.post.ch:443,https,Delivery1,text/html,GET,194.41.190.114,/,1694469138,194.41.190.114,Sitecore,2580,False,,,,,https://venture1.post.ch/en,,,,
vgk.apis-int.post.ch,,404,40,vgk.apis-int.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-20T12:31:16Z,2024-04-20T12:31:16Z,"CN=vgk.apis-int.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",vgk.apis-int.post.ch,Post CH AG,vgk.apis-int.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,e2d165e653c758b65663590895e39a40,878db282c3f5fdcda33a631ba5e1cf607203ddfadc6dad89ac336577f35d4b81,ctls,vgk.apis-int.post.ch,443,https://vgk.apis-int.post.ch:443,https,Apache (proxied),text/plain,GET,194.41.248.239,/,1694469138,194.41.248.239,HSTS,1,False,,,,,,,,,
vgk.apis-test.post.ch,Die Post - HTTP Fehlerseite,403,4258,vgk.apis-test.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-20T12:31:37Z,2024-04-20T12:31:37Z,"CN=vgk.apis-test.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",vgk.apis-test.post.ch,Post CH AG,vgk.apis-test.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,9d9de46a87612e9b7c2bb3643f95ade9,d931d2ea008ee6747f68ac6a56d402e036d9475e4a76afbfb0fb2b2678dce480,ctls,vgk.apis-test.post.ch,443,https://vgk.apis-test.post.ch:443,https,Apache,text/html,GET,194.41.248.243,/,1694469138,194.41.248.243,HSTS,153,False,,,,,,,,,
vgk.apis.post.ch,,404,40,vgk.apis.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-20T12:31:26Z,2024-04-20T12:31:26Z,"CN=vgk.apis.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",vgk.apis.post.ch,Post CH AG,vgk.apis.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,fccbfc6350f7146c4269322707083e46,9b26d7d37352e7e50e1efb13d29814799469b5ec603d0fccfbb8bf218596fbd4,ctls,vgk.apis.post.ch,443,https://vgk.apis.post.ch:443,https,Apache (proxied),text/plain,GET,194.41.184.141,/,318323496,194.41.184.141,HSTS,1,False,,,,,,,,,
violations-int.post.ch,,404,121,violations-int.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T12:15:24Z,2023-06-13T12:15:24Z,"CN=violations-int.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",violations-int.post.ch,Post CH AG,violations-int.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,b3d551dbb00f86f782bdca8e1b0f3a80,326584e4ffdb3b95bfea13777edc3d4d0e717194980c8ef8769c2bbdd2e1e861,ctls,violations-int.post.ch,443,https://violations-int.post.ch:443,https,Apache (proxied),application/json,GET,194.41.248.60,/,1694469138,194.41.248.60,HSTS,1,False,,,,,,,,,
visual.post.ch,: postzone.post.ch - home :,200,1724,visual.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-27T08:54:06Z,2023-09-27T08:54:06Z,"CN=visual.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",visual.post.ch,Post CH AG,visual.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,109b6cecc5a5aec2d3843a74222cd923,1b6ec27bb554fa32e019678579e66ec750a530a3279ff72927cd0a0dcc1bd73a,ctls,visual.post.ch,443,https://visual.post.ch:443,https,nginx,text/html,GET,78.46.68.11,/,-780928015,78.46.68.11,Nginx,45,False,,,,,,,,,
vsc.apis-dev.post.ch,Die Post - HTTP Fehlerseite,403,4258,vsc.apis-dev.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-12T09:27:50Z,2023-12-12T09:27:50Z,"CN=vsc.apis-dev.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",vsc.apis-dev.post.ch,Post CH AG,vsc.apis-dev.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,0173a81c593304f5d5bb00dd0341d928,f251a36fdf759e808e0f6fc3fe4d75466588d60e5a1087570482f6c4833fdc49,ctls,vsc.apis-dev.post.ch,443,https://vsc.apis-dev.post.ch:443,https,Apache,text/html,GET,194.41.248.247,/,1694469138,194.41.248.247,HSTS,153,False,,,,,,,,,
vsc.apis-int.post.ch,,404,40,vsc.apis-int.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-12T09:26:31Z,2023-12-12T09:26:31Z,"CN=vsc.apis-int.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",vsc.apis-int.post.ch,Post CH AG,vsc.apis-int.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,2084269a4b9497f0826cd8fa7448d0f6,76682c836d604f42b8ea6d81ea231b8c337cf8b1870d3117d0aa380cefbebe47,ctls,vsc.apis-int.post.ch,443,https://vsc.apis-int.post.ch:443,https,Apache (proxied),text/plain,GET,194.41.248.239,/,1694469138,194.41.248.239,HSTS,1,False,,,,,,,,,
wandern.post.ch,Wandererlebnisse für Familien | Die Post,200,306536,wandern.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T09:48:05Z,2024-03-13T09:48:05Z,"CN=wandern.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",wandern.post.ch,Post CH AG,wandern3.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,64f1963d54cc300fe4abe2e77c9b2a39,ff92ada2183e8d817f901309915326212aa392b5d1bfdf11a5e6bc684594cbc8,ctls,wandern.post.ch,443,https://wandern.post.ch:443,https,Delivery3,text/html,GET,194.41.184.146,/,1694469138,194.41.184.146,Sitecore,5359,False,,,,,https://wandern.post.ch/de,,,,
wandern1.post.ch,Wandererlebnisse für Familien | Die Post,200,306903,wandern1.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T09:48:05Z,2024-03-13T09:48:05Z,"CN=wandern.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",wandern.post.ch,Post CH AG,wandern3.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,64f1963d54cc300fe4abe2e77c9b2a39,ff92ada2183e8d817f901309915326212aa392b5d1bfdf11a5e6bc684594cbc8,ctls,wandern1.post.ch,443,https://wandern1.post.ch:443,https,Delivery1,text/html,GET,194.41.190.114,/,1694469138,194.41.190.114,Sitecore,5359,False,,,,,https://wandern1.post.ch/de,,,,
wandern2.post.ch,Wandererlebnisse für Familien | Die Post,200,306903,wandern2.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T09:48:05Z,2024-03-13T09:48:05Z,"CN=wandern.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",wandern.post.ch,Post CH AG,wandern3.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,64f1963d54cc300fe4abe2e77c9b2a39,ff92ada2183e8d817f901309915326212aa392b5d1bfdf11a5e6bc684594cbc8,ctls,wandern2.post.ch,443,https://wandern2.post.ch:443,https,Delivery2,text/html,GET,194.41.190.122,/,1694469138,194.41.190.122,Sitecore,5359,False,,,,,https://wandern2.post.ch/de,,,,
was-ist-servicepublic.post.ch,Online-Aufgaben,200,24765,was-ist-servicepublic.post.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-26T21:47:37Z,2023-06-24T21:47:36Z,CN=was-ist-servicepublic.post.ch,was-ist-servicepublic.post.ch,,was-ist-servicepublic.post.ch,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2761151ca74d720b0df9542a134f0535,b983806ede5a1042ab8c0410f0a2877f9fdd3cbca5f78f29ced2fd648c19a271,ctls,was-ist-servicepublic.post.ch,443,https://was-ist-servicepublic.post.ch:443,https,,text/html,GET,13.51.62.86,/,-48476174,13.51.62.86,Python,1033,False,,,learningapps.org,,https://was-ist-servicepublic.post.ch/de/online-aufgaben/,,,,
wcm-int.post.ch,Die Post - HTTP Fehlerseite,401,5601,wcm-int.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-26T10:32:17Z,2024-01-26T10:32:17Z,"CN=wcm-int.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",wcm-int.post.ch,Post CH AG,wcm-int.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,03c9052630742fdbaddd1e9de9e14d13,070ad35f59197828ad490029e8fcfac75b3a9a0ca5845b60cafc943994b83e22,ctls,wcm-int.post.ch,443,https://wcm-int.post.ch:443,https,Apache,text/html,GET,194.41.248.97,/,1694469138,194.41.248.97,HSTS,176,False,,,,,,,,,
wcm.post.ch,Die Post - HTTP Fehlerseite,401,5580,wcm.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T11:27:52Z,2024-01-30T11:27:52Z,"CN=wcm.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",wcm.post.ch,Post CH AG,wcm.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,2adf4f39a43612801b49b2e7890ccbab,d342bfaa34ee1bfebb5ef5ee2d0805cf3473186084c2af22787b828ce5e6e2be,ctls,wcm.post.ch,443,https://wcm.post.ch:443,https,Apache,text/html,GET,194.41.184.14,/,318323496,194.41.184.14,HSTS,176,False,,,,,,,,,
web-int.post.ch,Die Post - HTTP Fehlerseite,401,5633,web-int.sp.swisspost.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-27T09:11:29Z,2023-06-27T09:11:29Z,"CN=web-int.sp.swisspost.com, O=Post CH AG, L=Bern, ST=Bern, C=CH",web-int.sp.swisspost.com,Post CH AG,web-int.sp.swisspost.com,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,ea22c47415c5d038bcaa297f42a2054e,d27dfd6221add1b9f058c87319989527f56b60ce12eca99d84c092d91a72cde9,ctls,web-int.sp.swisspost.com,443,https://web-int.post.ch:443,https,Apache,text/html,GET,194.41.248.48,/,1694469138,194.41.248.48,HSTS,176,False,,,,,https://web-int.sp.swisspost.com/postweb/,,,,
web.post.ch,Die Post - HTTP Fehlerseite,401,5612,web.sp.swisspost.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-27T09:12:02Z,2023-06-27T09:12:02Z,"CN=web.sp.swisspost.com, O=Post CH AG, L=Bern, ST=Bern, C=CH",web.sp.swisspost.com,Post CH AG,web.sp.swisspost.com,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,10774c4dd3490ee162c7071a00192f95,74b29d3cc802e2964825cf5ebdca775750726a5a77b8dadc25541d2f394e0ba2,ctls,web.sp.swisspost.com,443,https://web.post.ch:443,https,Apache,text/html,GET,194.41.184.34,/,318323496,194.41.184.34,HSTS,176,False,,,,,https://web.sp.swisspost.com/postweb/,,,,
webrtc.uc.post.ch,Cisco Meeting Server web app,200,991,webrtc.uc.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-01T14:31:18Z,2024-02-01T14:31:18Z,"CN=cved1.pnet.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",cved1.pnet.ch,Post CH AG,cved01.pnet.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,61fa5f4d35f9002fb7ba3658cca025a9,38afdd06b83ffa7cc250561c34e77cdb28947a5d416612ad06c307217322b610,ctls,webrtc.uc.post.ch,443,https://webrtc.uc.post.ch:443,https,nginx,text/html,GET,194.41.152.182,/,1141752074,194.41.216.165,Nginx,1,False,,,,,,,,,
webrtc.ucint.post.ch,Bad Request,400,65,webrtc.ucint.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-01T14:31:18Z,2024-02-01T14:31:18Z,"CN=cved1.pnet.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",cved1.pnet.ch,Post CH AG,cved01.pnet.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,61fa5f4d35f9002fb7ba3658cca025a9,38afdd06b83ffa7cc250561c34e77cdb28947a5d416612ad06c307217322b610,ctls,webrtc.ucint.post.ch,443,https://webrtc.ucint.post.ch:443,https,CE_E,text/html,GET,194.41.152.182,/,2024762623,194.41.152.186,HSTS,1,False,True,,,,,,,,
webrtc.vc.uc.post.ch,Bad Request,400,65,webrtc.vc.uc.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-01T14:31:18Z,2024-02-01T14:31:18Z,"CN=cved1.pnet.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",cved1.pnet.ch,Post CH AG,cved01.pnet.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,61fa5f4d35f9002fb7ba3658cca025a9,38afdd06b83ffa7cc250561c34e77cdb28947a5d416612ad06c307217322b610,ctls,webrtc.vc.uc.post.ch,443,https://webrtc.vc.uc.post.ch:443,https,CE_E,text/html,GET,194.41.152.182,/,2024762623,194.41.152.186,HSTS,1,False,,,,,,,,,
webservices-int.post.ch,,500,232,webservices-int.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-15T13:55:37Z,2023-11-15T13:55:37Z,"CN=webservices-int.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",webservices-int.post.ch,Post CH AG,webservices-int.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,70d216cf824af3e0cd321e6a96d6f701,c987802f1c3b80e756d6d2207480f7d7109afa23dcaad7359e958a803ccfbf49,ctls,webservices-int.post.ch,443,https://webservices-int.post.ch:443,https,,text/xml,GET,194.41.223.11,/,-806471848,194.41.223.11,IBM DataPower,10,False,,,,,,,,,
