new,host,mx,soa,status_code,a,aaaa,cname,txt,cdn,cdn-name,has_internal_ips,internal_ips,ns,caa
,wahlen1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,wahlen2.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,wahlenint.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,wahlenint1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,wandern.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,wandern1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,wandern2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
,wandernint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
,wandernint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,wandernint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,was-ist-servicepublic.post.ch,,"ns-1701.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,13.51.62.86,,master-7rqtwti-kfcvw6srngq2s.eu-5.platformsh.site,,,,,,,
,wcm-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.97,,,,,,,,,
,wcm.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.14,,,,,,,,,
,web-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.48,,,,,,,,,
,web.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.34,,,,,,,,,
,webcomp.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,webfocus-dev.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,webfocus-int.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,webfocus.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,webid.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,webmonitor-int-edbic.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,webmonitor-int-txp.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,webmonitor-prod-edbic.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,webrtc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.188,,,,,,,,,
,webrtc.uc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,"194.41.216.165, 194.41.152.182, 194.41.152.186",,,,,,,,,
,webrtc.ucint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,"194.41.152.186, 194.41.216.165, 194.41.152.182",,,,,,,,,
,webrtc.vc.uc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,"194.41.216.165, 194.41.152.182, 194.41.152.186",,,,,,,,,
,webservices-cashlog-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,2a00:17c8:0:8003::200,,,,,,,,
,webservices-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.223.11,,,,,,,,,
,webservices.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.159.11,,,,,,,,,
,webservices6-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,2a00:17c8:0:8002::200,,,,,,,,
,webservicesc-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.223.13,,,,,,,,,
,webservicesc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.159.14,,,,,,,,,
,webstamp-poc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.105,,,,,,,,,
,webstamp-video.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,webstamp-videoint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.65,,,,,,,,,
,webstamp.apis-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.247,,apis-dev.post.ch,,,,,,,
,webstamp.apis-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.243,,apis-test.post.ch,,,,,,,
,webstamp.apis.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.141,,apis-gslb.post.ch,,,,,,,
,webstamp.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.188,,,,,,,,,
,webstampint1-video.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.249.21,,,,,,,,,
,webstampint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.249.21,,,,,,,,,
,webstampint2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,webstamps2.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,webstampsint2.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,webtransfer.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.71,,,,,,,,,
,webtransfertest.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.104,,,,,,,,,
,wedecint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.218,,,,,,,,,
,wedectest.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.252.138,,,,,,,,,
,wenn-gueter-reisen.post.ch,,"ns-1701.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,13.51.62.86,,master-7rqtwti-xcrhuivlpqzh6.eu-5.platformsh.site,,,,,,,
,wikit.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.84,,,,,,,,,
,wikitdc01.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,wikitdc02.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,wikitintdc01.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,wildcardtest.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,wirkung.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.144,,,,,,,,,
,wohnen-zollikofen.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,wohnen-zollikofen1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,wohnen-zollikofenint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
,ws.im.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.117,,,,,,,,,
,ws.ssoint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,wsbc-cloud.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,wsbc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.160,,,,,,,,,
,wsc.post.ch,,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"3.126.39.206, 18.195.174.122, 18.197.179.97",,basic-external-1371125990.eu-central-1.elb.amazonaws.com,,,,,,,
,wspartner.ssoint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.58,,,,,,,,,
,wsredesignint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,wsredesignint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.82,,,,,,,,,
,www.40437124.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,www.7492963.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,www.85560.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,www.85844.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,www.85913.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,www.90406.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,www.93412.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,www.96749.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,www.adress-suchspielint.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,www.asmbplus03.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,www.briefmarkenspiel.postdoc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,94.126.21.139,,,,,,,,,
,www.bsi-crm-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.86,,,,,,,,,
,www.bsi-crm.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.116,,,,,,,,,
,www.certmgrtest04.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,www.doc-shop-download.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,www.doc-shop.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,www.easint.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,www.epofintlive.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,www.es13050005.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,www.geschaeftsbericht.post.ch,,"ch.ch-inter.net, it-support.mmssolutions.io",NOERROR,3.125.237.104,,live.nswow.ch,,,,,,,
,www.gvee01a.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,www.gvfe01a.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,www.incamail-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.224,,,,,,,,,
,www.incamail-prod.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.117,,,,,,,,,
,www.intpa-docker.cms.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,www.jugendraum.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,www.lbepofint.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,www.li00000001.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,www.myserver07.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,www.n.accountds1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,www.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.148,2a00:17c8:0:103::20a,,,,,,,,
,www.postdoc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,52.208.179.40,,postdoc.post.ch,,,,,,,
,www.postorama.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,213.213.162.61,,,,,,,,,
,www.postzone.post.ch,,"ns1.liip.ch, hostmaster.liip.ch",NOERROR,"84.16.77.191, 185.172.103.92","2001:1600:112::3:2400, 2001:1600:112::3:fc00","moodle-postzone.clients.liip.ch, proxy.maas.liip.ch",,,,,,,
,www.stayfit.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,www.test.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,www.test1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,www.test9.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,www.tourdeposte.post.ch,88.198.12.204,"dns1.post.ch, domainmanage.post.ch",NOERROR,213.213.162.55,,tourdeposte.post.ch,v=spf1 a mx ip4:88.198.12.204 include:amazonses.com -all,,,,,,
,www.wildcardtest.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,www.wohnen-riehen.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,www1.wohnen-riehen.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,www1.wohnen-volketswil.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,www2.wohnen-riehen.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
,www2.wohnen-volketswil.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
,www3.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.109,,,,,,,,,
,www4.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.117,,,,,,,,,
,wwwsc.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,wwwsc1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,xml.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.91,2a00:17c8:0:7::201,,,,,,,,
,yellowint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
,yellowint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,ywmr1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.163,,,,,,,,,
,zubofi.apis-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.247,,apis-dev.post.ch,,,,,,,
,zubofi.apis-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.243,,apis-test.post.ch,,,,,,,
,zubofi.apis.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.141,,apis-gslb.post.ch,,,,,,,
,zwab.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.49,,,,,,,,,
,zweixweihnachten.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,zweixweihnachtenint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
,zweixweihnachtenint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,zweixweihnachtenint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
