new,host,mx,soa,status_code,a,aaaa,cname,txt,cdn,cdn-name,has_internal_ips,internal_ips,ns,caa
,co-star.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,co-star1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,co-starint.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,co-starint2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,cockpit.post.ch,,"ns1.open-telekom-cloud.com, hostmaster.bsiag.com",NOERROR,,,cockpit.post.ch.bsi-crm.com,,,,,,,
,cockpitint1.post.ch,,"ns1.open-telekom-cloud.com, hostmaster.bsiag.com",NOERROR,,,cockpitint1.post.ch.bsi-crm.com,,,,,,,
,cockpitint2.post.ch,,"ns1.open-telekom-cloud.com, hostmaster.bsiag.com",NOERROR,,,cockpitint2.post.ch.bsi-crm.com,,,,,,,
,cod.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,coddev.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,concept.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,conf.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,conflync.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,conflyncint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,confskype.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,confskypebe.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,swisssign-check=D8EmNxFi9mBECQTPfheJqWkiPnGDENlbWvNBcLMB2Y,,,,,,
,connecta.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,connecta1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,connecta2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,connectaint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,connectaint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,consumo.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,content-ci360-p.post.ch,,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"cdn.aimatch.com, sas-360-match.edgekey.net, e84239.b.akamaiedge.net",,,,,,,
,core1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,couch-concert.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,couch-concert1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,couch-concert2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
,couch-concertint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,couch-concertint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,cpa-i.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,cpa.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,crl.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,crypto-stamp1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,crypto-stamp2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,crypto-stampint1.post.ch,,,NOERROR,194.41.253.223,,,,,,,,,
,crypto-stampint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,cs-emm.post.ch,,"ns-187.awsdns-23.com, awsdns-hostmaster.amazon.com",NOERROR,,,"cn1279.awmdm.com, de02pgroup1.awmdm.com",,,,,,,
,cs-emmint.post.ch,,"ns-187.awsdns-23.com, awsdns-hostmaster.amazon.com",NOERROR,,,"cn1273.awmdm.com, de01ugroup1.awmdm.com",,,,,,,
,cs-mdm.post.ch,,"ns-187.awsdns-23.com, awsdns-hostmaster.amazon.com",NOERROR,,,"cn1059.awmdm.com, de01pgroup1.awmdm.com",,,,,,,
,cs.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,cs1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,cs11.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,cs12.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,cs1int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,cs1int1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,cs1int2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,cs2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,cs21.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,cs22.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,cs2int.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,cs2int1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,cuore.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,81.17.104.183,,,v=spf1 a:customer-mail-gw01.neo-scale.io -all,,,,,,
,customer-service-int1.post.ch,,"ns1.open-telekom-cloud.com, hostmaster.bsiag.com",NOERROR,80.158.32.183,,cx-int.opera.bsi.cloud,,,,,,,
,customer-service-int2.post.ch,,"ns1.open-telekom-cloud.com, hostmaster.bsiag.com",NOERROR,80.158.32.183,,cx-int.opera.bsi.cloud,,,,,,,
,cvpnzf.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.209.248,,,,,,,,,
,data000001.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,davos.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,davos1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,davos2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,davosint.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,ddsint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.233,,,,,,,,,
,ddsprod.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.205,,,,,,,,,
,delivery-ci360-i.post.ch,,"ns-959.awsdns-55.net, awsdns-hostmaster.amazon.com",NOERROR,"63.34.190.152, 54.76.240.32, 54.77.136.13",,"tngcipcateu-ia.aimatch.com, tngcipcateu-ia.aimatch.net, ci-euw1.ireland.delivery.aimatch.net",,,,,,,
,delivery-ci360-p.post.ch,,"ns-959.awsdns-55.net, awsdns-hostmaster.amazon.com",NOERROR,"63.34.190.152, 54.77.136.13, 54.76.240.32",,"tngcipscaeu-ia.aimatch.com, tngcipscaeu-ia.aimatch.net, ci-euw1.ireland.delivery.aimatch.net",,,,,,,
,demo-admin.evoting.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,design-system.post.ch,,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"35.156.224.161, 34.159.132.250","2a05:d014:275:cb01::c8, 2a05:d014:275:cb02::c8",swisspost-web-frontend.netlify.app,,True,google,,,,
,developer.apis-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.103,,,,,,,,,
,developer.apis-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.149,,,,,,,,,
,developer.apis-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.71,,,,,,,,,
,developer.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,developer1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,developerint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
,developerint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,dgs-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,dgs.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.95,,,,,,,,,
,dialogmarketingsolutions1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,dialogmarketingsolutionsint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,die-post-kann-mehr.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,die-post-kann-mehr1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,die-post-kann-mehrint2.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,digital-commerce.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,digital-commerce2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
,digital-commerceint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,digital-commerceint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,digitale-gemeinde1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,digitale-gemeinde2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,digitale-gemeindeint.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,digitale-gemeindeint2.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,digitaler-posteingang.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,digitaler-posteingang1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,digitaler-posteingang2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
,digitaler-posteingangint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
,digitaler-posteingangint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,digitaltagint.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,digitaltagint2.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,dips.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.50,,,,,,,,,
,directcalendar-prod.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,directcalendar-stage.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,91.214.169.155,,,,,,,,,
,directcalendar-staging.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,directday.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,directday1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,directdayint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
,directdayint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,directpoint.post.ch,,"ns10.digicertdns.com, dns.digicertdns.com",NOERROR,217.175.192.14,,"www.emarsys.net, suite1.emarsys.net",,,,,,,
,dispo-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.169,,,,,,,,,
,dm-champion.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.144,,,,,,,,,
,dm-wissensspiel.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,62.204.127.188,,,,,,,,,
,dmc-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.88.196.82,,,,,,,,,
,dmc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.88.196.82,,,,,,,,,
,dms.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,dialogmarketingsolutions.post.ch,,,,,,,
,dns1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,2a00:17c8::200,,,,,,,,
,dns3.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.216.136,2a00:17c8:0:8000::200,,,,,,,,
,dns4.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.216.137,2a00:17c8:0:8000::201,,,,,,,,
,dnscache1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.203,2a00:17c8::227,,,,,,,,
,dnscache4.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.216.181,2a00:17c8:0:8000::218,,,,,,,,
,docucenter.post.ch,web17.glarotech.ch,"dns1.post.ch, domainmanage.post.ch",NOERROR,62.12.149.253,,,,,,,,,
,download.ocsweb.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,download.ocswebt.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,ds.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,dscadminint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.31,,,,,,,,,
,e-collaboration-test.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,e-collaboration.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,e-commerce.post.ch,e-commerce.post.ch,"dns1.post.ch, domainmanage.post.ch",NOERROR,217.26.54.76,,,"v=spf1 ip6:2a00:d70:0:b::2:11a -all, v=spf1 a:e-commerce.post.ch -all",,,,,,
,e-health-kundenbereich2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
,e-health-kundenbereichint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,e-mobility.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,e-mobility1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,e-mobility2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
,e-mobilityint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
,e-mobilityint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,e-post2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
,e-postint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,e-postint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,early.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,early1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,early2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,earlyint.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,earlyint1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,ef-intix.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,emanager.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,emm.post.ch,,"ns-187.awsdns-23.com, awsdns-hostmaster.amazon.com",NOERROR,3.123.124.113,,"ds1279.awmdm.com, de02pgroup1.awmdm.com",,,,,,,
,emmacs.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,emmint.post.ch,,"ns-187.awsdns-23.com, awsdns-hostmaster.amazon.com",NOERROR,3.127.240.112,,"ds1273.awmdm.com, de01ugroup1.awmdm.com",,,,,,,
,enregistrement-vor.post.ch,,"ns4.sap-ag.de, dns.sap-ag.de",NOERROR,155.56.229.163,,eu1222335967889.ssl.ondemand.com,,,,,,,
,enregistrement.post.ch,,"ns4.sap-ag.de, dns.sap-ag.de",NOERROR,155.56.229.160,,EU1841610009288.ssl.ondemand.com,,,,,,,
,entdecken.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,entdecken1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,entdeckenint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,entdeckenint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,entdeckenint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,enterpriseenrollment.post.ch,,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,52.236.189.96,,"enterpriseenrollment-s.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu02.westeurope.cloudapp.azure.com, pexsucpeu01.northeurope.cloudapp.azure.com",,True,azure,,,,
,enterpriseregistration.post.ch,,"tm1.dns-tm.com, hostmaster.trafficmanager.net, internal.akadns.net, hostmaster.akamai.com",NOERROR,20.190.137.40,,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.akadns.net, www.tm.prd.adrs.trafficmanager.net",,True,azure,,,,
,epof.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,epofdev.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,epofint.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,epofintlive.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,epostdesk.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,epostoffice12.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,epostoffice1int.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,epostoffice1int1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,epostoffice2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,epostoffice21.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,epostoffice22.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,epostoffice2int.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,epostoffice2int2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,epostoffice31.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,epostoffice3int1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,epostoffice3int2.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,epostoffice41.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,epostoffice42.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,epostoffice4int.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,epostoffice4int1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,epr.ag.preprod.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,"194.41.184.16, 194.41.249.79",,,,,,,,,
,epr.esanita.int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.132,,,,,,,,,
,epr.esanita.prod.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.174,,,,,,,,,
,epr.ne.int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.249.32,,,,,,,,,
,epr.xsana.int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.106,,,,,,,,,
,erfassung.post.ch,,"ns4.sap-ag.de, dns.sap-ag.de",NOERROR,155.56.229.160,,EU1841610009288.ssl.ondemand.com,,,,,,,
,erpcorp.apis-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.239,,apis-int.post.ch,,,,,,,
,es13050005.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,eshop-livetest.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,espacelab-open-day.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,espacelab-open-day2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,espacenight.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,espacenight1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,espacenightint1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,espacenightint2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,eu-verzollung.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,eu-verzollung2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,eu-verzollungint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,eu-verzollungint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,event.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,events-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.121,,,,,,,,,
,events.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.158,,,,,,,,,
,evoting-community1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,v=spf1 -all,,,,,,
,evoting-communityint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,v=spf1 -all,,,,,,
,example-cug.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,example-cug1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,example-cug2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
,example-cugint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,example-cugint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,example-onepager1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,example-onepager2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
,example-onepagerint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
,example1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,example2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
,exampleint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,execution-ci360-i.post.ch,,"ns-487.awsdns-60.com, awsdns-hostmaster.amazon.com",NOERROR,"18.64.141.119, 18.64.141.122, 18.64.141.74, 18.64.141.107","2600:9000:223c:9a00:1b:c63a:f5c0:93a1, 2600:9000:223c:8800:1b:c63a:f5c0:93a1, 2600:9000:223c:b200:1b:c63a:f5c0:93a1, 2600:9000:223c:a600:1b:c63a:f5c0:93a1, 2600:9000:223c:a200:1b:c63a:f5c0:93a1, 2600:9000:223c:4a00:1b:c63a:f5c0:93a1, 2600:9000:223c:7600:1b:c63a:f5c0:93a1, 2600:9000:223c:e000:1b:c63a:f5c0:93a1","execution-cipcateu.ci360.marketing, d1s4bsl6j01kuv.cloudfront.net",,True,cloudfront,,,"ns-1100.awsdns-09.org, ns-1760.awsdns-28.co.uk, ns-487.awsdns-60.com, ns-728.awsdns-27.net",
