input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_expired,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_wildcard_certificate,csp_domains_,final_url
links.orders.hy-vee.com,Anti-Spam and Privacy,200,3323,links.orders.hy-vee.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,True,2023-05-19T00:00:00Z,2024-05-28T23:59:59Z,"CN=*.acoustic-adm.com, O=Acoustic\, L.P., L=Atlanta, ST=Georgia, C=US",*.acoustic-adm.com,acoustic-adm.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,27fe9597e880b7afde1d00b0810d1dc0,93bffb3dcd3f40d86bdaa888f5389f82b05d1a14a791283b82c57f1b117a8396,ctls,links.orders.hy-vee.com,,443,https://links.orders.hy-vee.com:443,https,Apache,text/html,GET,52.21.121.140,/,-1182956792,52.21.121.140,HSTS,149,False,,"Acoustic, L.P.",True,,
ltc.hy-vee.com,,403,16,ltc.hy-vee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-11T00:00:00Z,2024-05-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.hy-vee.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",92b3bce6aaa455a5cce6257715f57650,a3d69f9f2acae5d1e7eebd8a4f01a873eee0befca94997f3dbaaee6598007fb4,ctls,ltc.hy-vee.com,cloudflare,443,https://ltc.hy-vee.com:443,https,cloudflare,text/plain,GET,104.18.226.188,/,1253481126,2606:4700::6812:e1bc,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True,,
lyncdiscover.hy-vee.com,,525,,lyncdiscover.hy-vee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-11T00:00:00Z,2024-05-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.hy-vee.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",92b3bce6aaa455a5cce6257715f57650,a3d69f9f2acae5d1e7eebd8a4f01a873eee0befca94997f3dbaaee6598007fb4,ctls,lyncdiscover.hy-vee.com,cloudflare,443,https://lyncdiscover.hy-vee.com:443,https,cloudflare,,GET,104.18.228.188,/,-1840324437,2606:4700::6812:e1bc,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True,,
mail.hy-vee.com,BIG-IP logout page,200,5302,mail.hy-vee.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,2023-03-06T16:47:44Z,2024-02-08T17:00:34Z,CN=mail.hy-vee.com,mail.hy-vee.com,hybridmail.hy-vee.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",2becfc2d556f28e54a0f2540c33ce09f,3c230448c907b6a026719c82f518d9c3a8e0b18a41b38997d4066ec610f0d29f,ctls,mail.hy-vee.com,,443,https://mail.hy-vee.com:443,https,BigIP,text/html,GET,207.135.220.1,/,878647854,207.135.220.1,F5 BigIP,131,False,,,,,https://mail.hy-vee.com/my.logout.php3?errorcode=19
mailtest.hy-vee.com,Not Found,404,1500,mailtest.hy-vee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-11T00:00:00Z,2024-05-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.hy-vee.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",92b3bce6aaa455a5cce6257715f57650,a3d69f9f2acae5d1e7eebd8a4f01a873eee0befca94997f3dbaaee6598007fb4,ctls,mailtest.hy-vee.com,cloudflare,443,https://mailtest.hy-vee.com:443,https,cloudflare,text/html,GET,104.18.228.188,/,225052475,2606:4700::6812:e2bc,Cloudflare Bot Management,7,False,True,"Cloudflare, Inc.",True,,
marketgrille.hy-vee.com,Hy-Vee,200,5671,www.hy-vee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-11T00:00:00Z,2024-05-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.hy-vee.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",92b3bce6aaa455a5cce6257715f57650,a3d69f9f2acae5d1e7eebd8a4f01a873eee0befca94997f3dbaaee6598007fb4,ctls,www.hy-vee.com,cloudflare,443,https://marketgrille.hy-vee.com:443,https,cloudflare,text/html,GET,104.18.225.188,/,1000050053,2606:4700::6812:e5bc,React,13,False,True,"Cloudflare, Inc.",True,,https://www.hy-vee.com/pages/mealtime
mco.hy-vee.com,,403,16,mco.hy-vee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-11T00:00:00Z,2024-05-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.hy-vee.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",92b3bce6aaa455a5cce6257715f57650,a3d69f9f2acae5d1e7eebd8a4f01a873eee0befca94997f3dbaaee6598007fb4,ctls,mco.hy-vee.com,cloudflare,443,https://mco.hy-vee.com:443,https,cloudflare,text/plain,GET,104.18.227.188,/,1253481126,2606:4700::6812:e4bc,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True,,
my-account.hy-vee.com,,404,,my-account.hy-vee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-11T00:00:00Z,2024-05-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.hy-vee.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",92b3bce6aaa455a5cce6257715f57650,a3d69f9f2acae5d1e7eebd8a4f01a873eee0befca94997f3dbaaee6598007fb4,ctls,my-account.hy-vee.com,cloudflare,443,https://my-account.hy-vee.com:443,https,cloudflare,,GET,104.18.225.188,/,-1840324437,2606:4700::6812:e5bc,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True,,
onestep.hy-vee.com,One Step | Hy-Vee,200,54044,www.hy-vee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-11T00:00:00Z,2024-05-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.hy-vee.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",92b3bce6aaa455a5cce6257715f57650,a3d69f9f2acae5d1e7eebd8a4f01a873eee0befca94997f3dbaaee6598007fb4,ctls,www.hy-vee.com,cloudflare,443,https://onestep.hy-vee.com:443,https,cloudflare,text/html,GET,104.18.229.188,/,1986504132,104.18.226.188,YouTube,514,False,True,"Cloudflare, Inc.",True,,https://www.hy-vee.com/corporate/our-company/one-step/
open.orders.hy-vee.com,SmartLabel™,200,5186,open.orders.hy-vee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2023-02-24T00:00:00Z,2023-07-11T23:59:59Z,CN=*.labelinsight.com,*.labelinsight.com,labelinsight.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e49a4ffb9987157a0f3c06609adec689,0e23cde72b2cfb0f7c9f15a48a5cb338a497cd5b5c678dc7c4343f4ff556b6d7,ctls,open.orders.hy-vee.com,cloudfront,443,https://open.orders.hy-vee.com:443,https,AmazonS3,text/html,GET,52.222.214.26,/,1469764312,52.222.214.84,Font Awesome,28,False,True,,True,,
pages.hy-vee.com,Page not Found,200,769,,,,,,,,,,,,,,,,,,,,,443,https://pages.hy-vee.com:443,https,Apache,text/html,GET,54.211.110.253,/,1699662630,54.211.110.253,Apache,28,False,,,,,http://contentz.mkt932.com/lp/static/notfound.html
payments-api.hy-vee.com,,521,,payments-api.hy-vee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-11T00:00:00Z,2024-05-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.hy-vee.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",92b3bce6aaa455a5cce6257715f57650,a3d69f9f2acae5d1e7eebd8a4f01a873eee0befca94997f3dbaaee6598007fb4,ctls,payments-api.hy-vee.com,cloudflare,443,https://payments-api.hy-vee.com:443,https,cloudflare,,GET,104.18.225.188,/,-1840324437,2606:4700::6812:e2bc,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True,,
pluck.hy-vee.com,Origin DNS error | pluck.hy-vee.com | Cloudflare,530,6200,pluck.hy-vee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-11T00:00:00Z,2024-05-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.hy-vee.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",92b3bce6aaa455a5cce6257715f57650,a3d69f9f2acae5d1e7eebd8a4f01a873eee0befca94997f3dbaaee6598007fb4,ctls,pluck.hy-vee.com,cloudflare,443,https://pluck.hy-vee.com:443,https,cloudflare,text/html,GET,104.18.225.188,/,467792823,2606:4700::6812:e5bc,Cloudflare,93,False,True,"Cloudflare, Inc.",True,,
pwr.hy-vee.com,BIG-IP logout page,200,6490,pwr.hy-vee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-11T00:00:00Z,2024-05-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.hy-vee.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",92b3bce6aaa455a5cce6257715f57650,a3d69f9f2acae5d1e7eebd8a4f01a873eee0befca94997f3dbaaee6598007fb4,ctls,pwr.hy-vee.com,cloudflare,443,https://pwr.hy-vee.com:443,https,cloudflare,text/html,GET,104.18.225.188,/,878647854,2606:4700::6812:e3bc,F5 BigIP,131,False,True,"Cloudflare, Inc.",True,,https://pwr.hy-vee.com/my.logout.php3?errorcode=19
seafoodies.hy-vee.com,Responsible Choice Seafood - Company - Hy-Vee - Your employee-owned grocery store,200,77519,www.hy-vee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-11T00:00:00Z,2024-05-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.hy-vee.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",92b3bce6aaa455a5cce6257715f57650,a3d69f9f2acae5d1e7eebd8a4f01a873eee0befca94997f3dbaaee6598007fb4,ctls,www.hy-vee.com,cloudflare,443,https://seafoodies.hy-vee.com:443,https,cloudflare,text/html,GET,104.18.226.188,/,1633612767,2606:4700::6812:e4bc,Microsoft ASP.NET,506,False,True,"Cloudflare, Inc.",True,,https://www.hy-vee.com/corporate/our-company/sustainability/responsible-choice-seafood/
seasons.hy-vee.com,"Hy-Vee Seasons | A digital magazine from Hy-Vee covering food,…",200,113720,seasons.hy-vee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-11T00:00:00Z,2024-05-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.hy-vee.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",92b3bce6aaa455a5cce6257715f57650,a3d69f9f2acae5d1e7eebd8a4f01a873eee0befca94997f3dbaaee6598007fb4,ctls,seasons.hy-vee.com,cloudflare,443,https://seasons.hy-vee.com:443,https,cloudflare,text/html,GET,104.18.229.188,/,810836619,2606:4700::6812:e3bc,Yii,426,False,True,"Cloudflare, Inc.",True,,
securemail.hy-vee.com,,403,10,securemail.hy-vee.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,2022-06-09T21:34:16Z,2023-07-11T21:34:16Z,CN=securemail.hy-vee.com,securemail.hy-vee.com,securemail.onlineaplus.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",efc335f36460f85fc87021693f1a25b8,a71a6ecce17e10b889b1d0bd9ac54ed4376d44312ae0e7c24dd7cd9e14c7b462,ctls,securemail.hy-vee.com,,443,https://securemail.hy-vee.com:443,https,,text/html,GET,205.220.169.132,/,942678640,205.220.169.132,HSTS,1,False,,,,,
skype.hy-vee.com,,525,,skype.hy-vee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-11T00:00:00Z,2024-05-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.hy-vee.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",92b3bce6aaa455a5cce6257715f57650,a3d69f9f2acae5d1e7eebd8a4f01a873eee0befca94997f3dbaaee6598007fb4,ctls,skype.hy-vee.com,cloudflare,443,https://skype.hy-vee.com:443,https,cloudflare,,GET,104.18.228.188,/,-1840324437,2606:4700::6812:e5bc,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True,,
smtp.hy-vee.com,BIG-IP logout page,200,5302,smtp.hy-vee.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,2023-03-06T16:47:44Z,2024-02-08T17:00:34Z,CN=mail.hy-vee.com,mail.hy-vee.com,hybridmail.hy-vee.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",2becfc2d556f28e54a0f2540c33ce09f,3c230448c907b6a026719c82f518d9c3a8e0b18a41b38997d4066ec610f0d29f,ctls,smtp.hy-vee.com,,443,https://smtp.hy-vee.com:443,https,BigIP,text/html,GET,207.135.220.1,/,878647854,207.135.220.1,F5 BigIP,131,False,,,,,https://smtp.hy-vee.com/my.logout.php3?errorcode=19
solarwinds.hy-vee.com,,403,16,solarwinds.hy-vee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-11T00:00:00Z,2024-05-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.hy-vee.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",92b3bce6aaa455a5cce6257715f57650,a3d69f9f2acae5d1e7eebd8a4f01a873eee0befca94997f3dbaaee6598007fb4,ctls,solarwinds.hy-vee.com,cloudflare,443,https://solarwinds.hy-vee.com:443,https,cloudflare,text/plain,GET,104.18.228.188,/,1253481126,2606:4700::6812:e3bc,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True,,
stp.hy-vee.com,,200,7959,stp.hy-vee.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,2023-06-24T14:33:07Z,2023-09-22T14:33:06Z,CN=stp.hy-vee.com,stp.hy-vee.com,stp.hy-vee.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4c0fd47726a32b9e86e9f68e85c0de6a,ae0a4533db07ad179f634dc538e36dc46f687dd0207d3adb96cecc333fb7c475,ctls,stp.hy-vee.com,cloudflare,443,https://stp.hy-vee.com:443,https,cloudflare,text/html,GET,104.17.241.155,/,1253481126,2606:4700::6811:ef9b,Node.js,168,False,True,,,https://d285xo09kboqfo.cloudfront.net,
supplier-entitlement.hy-vee.com,,200,7859,supplier-entitlement.hy-vee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-11T00:00:00Z,2024-05-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.hy-vee.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",92b3bce6aaa455a5cce6257715f57650,a3d69f9f2acae5d1e7eebd8a4f01a873eee0befca94997f3dbaaee6598007fb4,ctls,supplier-entitlement.hy-vee.com,cloudflare,443,https://supplier-entitlement.hy-vee.com:443,https,cloudflare,text/html,GET,104.18.225.188,/,1702798132,2606:4700::6812:e3bc,webpack,1,False,True,"Cloudflare, Inc.",True,,https://supplier-entitlement.hy-vee.com/auth/sign-in?callbackUrl=%2F
support.hy-vee.com,,401,74,support.hy-vee.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,2023-06-11T10:35:59Z,2023-09-09T10:35:58Z,CN=support.hy-vee.com,support.hy-vee.com,support.hy-vee.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ddb22484b55c10be98ff58c5f8a9f986,3a3e84a7ea57ec9c02928c3fc60e73fc76750d0886d444b5c88cd3d47d1e21a1,ctls,support.hy-vee.com,cloudflare,443,https://support.hy-vee.com:443,https,cloudflare,application/json,GET,104.17.240.155,/,1253481126,2606:4700::6811:ed9b,Node.js,1,False,True,,,,
sustainability.hy-vee.com,Sustainability at Hy-Vee,200,51064,www.hy-vee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-11T00:00:00Z,2024-05-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.hy-vee.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",92b3bce6aaa455a5cce6257715f57650,a3d69f9f2acae5d1e7eebd8a4f01a873eee0befca94997f3dbaaee6598007fb4,ctls,www.hy-vee.com,cloudflare,443,https://sustainability.hy-vee.com:443,https,cloudflare,text/html,GET,104.18.226.188,/,1144027144,2606:4700::6812:e1bc,Microsoft ASP.NET,484,False,True,"Cloudflare, Inc.",True,,https://www.hy-vee.com/corporate/our-company/sustainability
test.hy-vee.com,,404,,test.hy-vee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-11T00:00:00Z,2024-05-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.hy-vee.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",92b3bce6aaa455a5cce6257715f57650,a3d69f9f2acae5d1e7eebd8a4f01a873eee0befca94997f3dbaaee6598007fb4,ctls,test.hy-vee.com,cloudflare,443,https://test.hy-vee.com:443,https,cloudflare,,GET,104.18.227.188,/,-1840324437,2606:4700::6812:e4bc,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True,,
tigerpaw.hy-vee.com,tsiWS Web Service,200,45050,tigerpaw.hy-vee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-11T00:00:00Z,2024-05-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.hy-vee.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",92b3bce6aaa455a5cce6257715f57650,a3d69f9f2acae5d1e7eebd8a4f01a873eee0befca94997f3dbaaee6598007fb4,ctls,tigerpaw.hy-vee.com,cloudflare,443,https://tigerpaw.hy-vee.com:443,https,cloudflare,text/html,GET,104.18.229.188,/,1631801191,2606:4700::6812:e3bc,Microsoft ASP.NET:4.0.30319,1377,False,True,"Cloudflare, Inc.",True,,https://tigerpaw.hy-vee.com/tsiWS.asmx
webchat.hy-vee.com,,404,,webchat.hy-vee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-11T00:00:00Z,2024-05-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.hy-vee.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",92b3bce6aaa455a5cce6257715f57650,a3d69f9f2acae5d1e7eebd8a4f01a873eee0befca94997f3dbaaee6598007fb4,ctls,webchat.hy-vee.com,cloudflare,443,https://webchat.hy-vee.com:443,https,cloudflare,,GET,104.18.226.188,/,-1840324437,2606:4700::6812:e1bc,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",True,,
wfmtestmobile.hy-vee.com,Kronos Workforce Central(R),200,27186,wfmtestmobile.hy-vee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-11T00:00:00Z,2024-05-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.hy-vee.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",92b3bce6aaa455a5cce6257715f57650,a3d69f9f2acae5d1e7eebd8a4f01a873eee0befca94997f3dbaaee6598007fb4,ctls,wfmtestmobile.hy-vee.com,cloudflare,443,https://wfmtestmobile.hy-vee.com:443,https,cloudflare,text/html,GET,104.18.225.188,/,-1840324437,2606:4700::6812:e2bc,Java,721,False,True,"Cloudflare, Inc.",True,,https://wfmtestmobile.hy-vee.com/wfc/
www.celebrate.hy-vee.com,403 Forbidden,403,151,www.celebrate.hy-vee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-08T00:00:00Z,2020-10-15T23:59:59Z,CN=ssl919280.cloudflaressl.com,ssl919280.cloudflaressl.com,ssl919280.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,8cc1a18d152f2533c36966b0e49585d3,9e141a471ee04367dd9ef508a4e2f57f132da88d24459e23c9ded5e513529f20,ctls,www.celebrate.hy-vee.com,cloudflare,443,https://www.celebrate.hy-vee.com:443,https,cloudflare,text/html,GET,104.18.227.188,/,1210513009,2606:4700::6812:e2bc,Cloudflare,8,False,True,,,,
www.deals.hy-vee.com,403 Forbidden,403,151,www.deals.hy-vee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-08T00:00:00Z,2020-10-15T23:59:59Z,CN=ssl919280.cloudflaressl.com,ssl919280.cloudflaressl.com,ssl919280.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,8cc1a18d152f2533c36966b0e49585d3,9e141a471ee04367dd9ef508a4e2f57f132da88d24459e23c9ded5e513529f20,ctls,www.deals.hy-vee.com,cloudflare,443,https://www.deals.hy-vee.com:443,https,cloudflare,text/html,GET,104.18.227.188,/,1210513009,2606:4700::6812:e3bc,Cloudflare,8,False,True,,,,
www.hy-vee.com,Grocery Store with Online Ordering | Pick-up and Delivery | Hy-Vee,200,68523,www.hy-vee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-11T00:00:00Z,2024-05-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.hy-vee.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",92b3bce6aaa455a5cce6257715f57650,a3d69f9f2acae5d1e7eebd8a4f01a873eee0befca94997f3dbaaee6598007fb4,ctls,www.hy-vee.com,cloudflare,443,https://www.hy-vee.com:443,https,cloudflare,text/html,GET,104.18.229.188,/,-933785396,2606:4700::6812:e1bc,React,444,False,True,"Cloudflare, Inc.",True,,
www.innovate.hy-vee.com,403 Forbidden,403,151,www.innovate.hy-vee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-08T00:00:00Z,2020-10-15T23:59:59Z,CN=ssl919280.cloudflaressl.com,ssl919280.cloudflaressl.com,ssl919280.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,8cc1a18d152f2533c36966b0e49585d3,9e141a471ee04367dd9ef508a4e2f57f132da88d24459e23c9ded5e513529f20,ctls,www.innovate.hy-vee.com,cloudflare,443,https://www.innovate.hy-vee.com:443,https,cloudflare,text/html,GET,104.18.227.188,/,1210513009,2606:4700::6812:e1bc,Cloudflare,8,False,True,,,,
www.supplierhub.hy-vee.com,403 Forbidden,403,151,www.supplierhub.hy-vee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-08T00:00:00Z,2020-10-15T23:59:59Z,CN=ssl919280.cloudflaressl.com,ssl919280.cloudflaressl.com,ssl919280.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,8cc1a18d152f2533c36966b0e49585d3,9e141a471ee04367dd9ef508a4e2f57f132da88d24459e23c9ded5e513529f20,ctls,www.supplierhub.hy-vee.com,cloudflare,443,https://www.supplierhub.hy-vee.com:443,https,cloudflare,text/html,GET,104.18.229.188,/,1210513009,2606:4700::6812:e4bc,Cloudflare,8,False,True,,,,
