input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_expired,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,tls_wildcard_certificate,content_type,tls_mismatched,final_url,cdn_name,cdn,csp_domains_,tls_self_signed
collabapiauth.united.com,Bad Request,400,578,collabapiauth.united.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-06-16T00:00:00Z,2023-06-16T23:59:59Z,"CN=collabapiauth.ual.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",collabapiauth.ual.com,"United Airlines, Inc.",collabapiauth.ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,63e355f6da9ead9b40d589b446038d7a,463cff872d10b1e6558babca072be87dca3b14ed0c04871d3267c61b3a8658f6,ctls,collabapiauth.united.com,443,https://collabapiauth.united.com:443,https,,GET,161.215.211.63,/,-2140613373,161.215.211.63,IBM DataPower,25,False,,text/html,True,,,,,
collabapigw.ual.com,Bad Request,400,578,collabapigw.ual.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-06-16T00:00:00Z,2023-06-16T23:59:59Z,"CN=collabapigw.ual.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",collabapigw.ual.com,"United Airlines, Inc.",collabapigw.ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f8cf7cf5dc467ffd0e8a2d303933e963,9b0ba963cdb50f1603674a1d9ceaefa442841ef5952b8f2cd844996908da21a5,ctls,collabapigw.ual.com,443,https://collabapigw.ual.com:443,https,,GET,161.215.211.64,/,-2140613373,161.215.211.64,IBM DataPower,25,False,,text/html,,,,,,
collabapigw.united.com,Bad Request,400,578,collabapigw.united.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-06-16T00:00:00Z,2023-06-16T23:59:59Z,"CN=collabapigw.ual.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",collabapigw.ual.com,"United Airlines, Inc.",collabapigw.ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f8cf7cf5dc467ffd0e8a2d303933e963,9b0ba963cdb50f1603674a1d9ceaefa442841ef5952b8f2cd844996908da21a5,ctls,collabapigw.united.com,443,https://collabapigw.united.com:443,https,,GET,161.215.211.64,/,-2140613373,161.215.211.64,IBM DataPower,25,False,,text/html,True,,,,,
contactcenter.united.com,Page Redirection,200,627,,,,,,,,,,,,,,,,,,,,80,http://contactcenter.united.com:80,http,Microsoft-IIS/8.5,GET,161.215.211.16,/,1631801191,161.215.211.16,Windows Server,15,False,,text/html,,,,,url=http://example.com,
coupa.ual.com,United Login,200,5044,signon.ual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-01T00:00:00Z,2023-12-03T23:59:59Z,"CN=*.ual.com, O=United Airlines Inc, L=Chicago, ST=Illinois, C=US",*.ual.com,United Airlines Inc,ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,10ea5833c08b719a595cd6d97fef8db0,c6c1528843840448c868ef0171a5167684469b0b635594b3b93ca5b71ff27abc,ctls,signon.ual.com,443,https://coupa.ual.com:443,https,Oracle-HTTP-Server,GET,23.212.202.113,/,-346347764,23.212.202.113,Oracle HTTP Server,135,False,True,text/html,,https://signon.ual.com:443/oam/server/obrareq.cgi?encquery%3Dr%2ByVsxzgrsYjVNfbiQerX3dFOo%2F1pee8M0MgVRNWTu35WywdaFg0wvRgSICmmlRpWzDhgYmmVEFbk0rmh3McByejowhHjpGIFJ0ep%2BDF17WR7b5lASQt2HnmQ8HVMMzOdz0jwjCqjbaLrjgXiv%2Fq0YrqaCE7O%2FhHd2X1xqErGJGMlWDHjoDMHPXztF%2Bx%2BlqgspP%2FBeUWRzvNOueQan4iBxxL4Ctia9zpL8DQondCL5HsKq4%2BPnlh9UWNWsyQrjgq%20agentid%3Dotd-webgate%20ver%3D1%20crmethod%3D2%26cksum%3Dca2adb916ec937c56f2022896c93fbba031bb1c1,,,/signon/pages/Error.jsp?message=expired,
crlext.united.com,IIS Windows Server,200,701,,,,,,,,,,,,,,,,,,,,80,http://crlext.united.com:80,http,Microsoft-IIS/8.5,GET,161.215.211.54,/,1631801191,161.215.211.54,Windows Server,32,False,,text/html,,,,,,
crreport.united.com,United Airlines Corporate Responsibility Report,200,323208,crreport.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-19T00:00:00Z,2024-03-19T23:59:59Z,"CN=united.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",united.com,United Airlines Inc,*.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1341a09569140c26a6a22c8e8f20103a,0784424074d89d8a3d6b03f7517f4e43f6c13985221a9c865b630736eccb437f,ctls,crreport.united.com,443,https://crreport.united.com:443,https,Apache,GET,23.212.221.59,/,-1103538105,2a02:26f0:1700:383::3aa7,HSTS,1076,False,True,text/html,,,,,www.youtube.com,
cruises.united.com,,200,212,cruises.united.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-14T00:00:00Z,2024-05-03T23:59:59Z,"CN=cruises.united.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",cruises.united.com,"United Airlines, Inc.",www.cruises.united.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,b4b7f05518c9e134a3a662adb72bde12,362930913939e704c77305157303121e0cb3355c40d5a897cdd96c948df0a615,ctls,cruises.united.com,443,https://cruises.united.com:443,https,,GET,45.60.121.26,/,714315874,45.60.121.26,Imperva,8,False,,text/html,,,incapsula,True,,
csmc.api.united.com,,401,80,csmc.api.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-29T00:00:00Z,2024-06-28T23:59:59Z,"CN=wingtips.ual.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",wingtips.ual.com,United Airlines Inc,www.unitedcargo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,fa9a47a574639b0b6e37f94de9f5a7a7,f17c79084084c3b7e4eba9916db0021f616ec79028248f8d772cea494c6bf410,ctls,csmc.api.united.com,443,https://csmc.api.united.com:443,https,,GET,23.53.43.139,/,-1156996142,23.53.43.136,IBM DataPower,1,False,,application/json,,,,,,
csmc.auth.united.com,,500,94,csmc.auth.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-29T00:00:00Z,2024-06-28T23:59:59Z,"CN=wingtips.ual.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",wingtips.ual.com,United Airlines Inc,www.unitedcargo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,fa9a47a574639b0b6e37f94de9f5a7a7,f17c79084084c3b7e4eba9916db0021f616ec79028248f8d772cea494c6bf410,ctls,csmc.auth.united.com,443,https://csmc.auth.united.com:443,https,,GET,92.122.215.98,/,-795439491,92.122.215.54,IBM DataPower,1,False,,application/json,,,,,,
csmc.beta.api.united.com,,401,80,csmc.beta.api.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-17T00:00:00Z,2024-06-07T23:59:59Z,"CN=wingtips-opreprod.ual.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",wingtips-opreprod.ual.com,United Airlines Inc,wifiqa.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,06c81e81ab7a3fb80066a627526a6d50,c84b4caec82bf773bf2e89087c3bf5d44ee165f626680d4e6a13d860ea978aed,ctls,csmc.beta.api.united.com,443,https://csmc.beta.api.united.com:443,https,,GET,23.53.43.139,/,-1156996142,23.53.43.136,IBM DataPower,1,False,,application/json,,,,,,
csmc.cardapi.united.com,,500,229,csmc.cardapi.united.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=csmc.cardapi.united.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",csmc.cardapi.united.com,"United Airlines, Inc.",csmc.cardapi.united.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,d431dbc58d6dc848d32aed73afdcacc5,2981013aa07badf66393432b7a2c86cd195dfcccc3c0570eaf21ecbf2b7a779c,ctls,csmc.cardapi.united.com,443,https://csmc.cardapi.united.com:443,https,,GET,216.136.1.204,/,-107963780,12.169.195.204,IBM DataPower,1,False,,application/json,,,,,,
csmc.dev.api.united.com,,401,80,csmc.dev.api.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-17T00:00:00Z,2024-06-07T23:59:59Z,"CN=wingtips-opreprod.ual.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",wingtips-opreprod.ual.com,United Airlines Inc,wifiqa.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,06c81e81ab7a3fb80066a627526a6d50,c84b4caec82bf773bf2e89087c3bf5d44ee165f626680d4e6a13d860ea978aed,ctls,csmc.dev.api.united.com,443,https://csmc.dev.api.united.com:443,https,,GET,2.23.209.132,/,-1156996142,2.23.209.165,IBM DataPower,1,False,,application/json,,,,,,
csmc.dev.auth.united.com,,500,94,csmc.dev.auth.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-17T00:00:00Z,2024-06-07T23:59:59Z,"CN=wingtips-opreprod.ual.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",wingtips-opreprod.ual.com,United Airlines Inc,wifiqa.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,06c81e81ab7a3fb80066a627526a6d50,c84b4caec82bf773bf2e89087c3bf5d44ee165f626680d4e6a13d860ea978aed,ctls,csmc.dev.auth.united.com,443,https://csmc.dev.auth.united.com:443,https,,GET,23.53.43.139,/,-795439491,23.53.43.136,IBM DataPower,1,False,,application/json,,,,,,
csmc.int.auth.united.com,,500,94,csmc.int.auth.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-17T00:00:00Z,2024-06-07T23:59:59Z,"CN=wingtips-opreprod.ual.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",wingtips-opreprod.ual.com,United Airlines Inc,wifiqa.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,06c81e81ab7a3fb80066a627526a6d50,c84b4caec82bf773bf2e89087c3bf5d44ee165f626680d4e6a13d860ea978aed,ctls,csmc.int.auth.united.com,443,https://csmc.int.auth.united.com:443,https,,GET,23.53.43.136,/,-795439491,23.53.43.139,IBM DataPower,1,False,,application/json,,,,,,
csmc.preprod.api.united.com,,401,80,csmc.preprod.api.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-17T00:00:00Z,2024-06-07T23:59:59Z,"CN=wingtips-opreprod.ual.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",wingtips-opreprod.ual.com,United Airlines Inc,wifiqa.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,06c81e81ab7a3fb80066a627526a6d50,c84b4caec82bf773bf2e89087c3bf5d44ee165f626680d4e6a13d860ea978aed,ctls,csmc.preprod.api.united.com,443,https://csmc.preprod.api.united.com:443,https,,GET,23.53.43.139,/,-1156996142,23.53.43.136,IBM DataPower,1,False,,application/json,,,,,,
csmc.preprod.auth.united.com,,500,94,csmc.preprod.auth.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-17T00:00:00Z,2024-06-07T23:59:59Z,"CN=wingtips-opreprod.ual.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",wingtips-opreprod.ual.com,United Airlines Inc,wifiqa.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,06c81e81ab7a3fb80066a627526a6d50,c84b4caec82bf773bf2e89087c3bf5d44ee165f626680d4e6a13d860ea978aed,ctls,csmc.preprod.auth.united.com,443,https://csmc.preprod.auth.united.com:443,https,,GET,2.23.209.165,/,-795439491,2.23.209.132,IBM DataPower,1,False,,application/json,,,,,,
csmc.preprodsecure.api.united.com,,401,80,csmc.preprodsecure.api.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-17T00:00:00Z,2024-06-07T23:59:59Z,"CN=wingtips-opreprod.ual.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",wingtips-opreprod.ual.com,United Airlines Inc,wifiqa.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,06c81e81ab7a3fb80066a627526a6d50,c84b4caec82bf773bf2e89087c3bf5d44ee165f626680d4e6a13d860ea978aed,ctls,csmc.preprodsecure.api.united.com,443,https://csmc.preprodsecure.api.united.com:443,https,,GET,23.53.43.136,/,-1156996142,23.53.43.139,IBM DataPower,1,False,,application/json,,,,,,
csmc.pretraining.api.united.com,,401,80,csmc.pretraining.api.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-17T00:00:00Z,2024-06-07T23:59:59Z,"CN=wingtips-opreprod.ual.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",wingtips-opreprod.ual.com,United Airlines Inc,wifiqa.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,06c81e81ab7a3fb80066a627526a6d50,c84b4caec82bf773bf2e89087c3bf5d44ee165f626680d4e6a13d860ea978aed,ctls,csmc.pretraining.api.united.com,443,https://csmc.pretraining.api.united.com:443,https,,GET,2.23.209.165,/,-1156996142,2.23.209.132,IBM DataPower,1,False,,application/json,,,,,,
csmc.pretraining.auth.united.com,,500,94,csmc.pretraining.auth.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-17T00:00:00Z,2024-06-07T23:59:59Z,"CN=wingtips-opreprod.ual.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",wingtips-opreprod.ual.com,United Airlines Inc,wifiqa.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,06c81e81ab7a3fb80066a627526a6d50,c84b4caec82bf773bf2e89087c3bf5d44ee165f626680d4e6a13d860ea978aed,ctls,csmc.pretraining.auth.united.com,443,https://csmc.pretraining.auth.united.com:443,https,,GET,2.23.209.165,/,-795439491,2.23.209.132,IBM DataPower,1,False,,application/json,,,,,,
csmc.prodperf.api.united.com,,401,80,csmc.prodperf.api.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-17T00:00:00Z,2024-06-07T23:59:59Z,"CN=wingtips-opreprod.ual.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",wingtips-opreprod.ual.com,United Airlines Inc,wifiqa.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,06c81e81ab7a3fb80066a627526a6d50,c84b4caec82bf773bf2e89087c3bf5d44ee165f626680d4e6a13d860ea978aed,ctls,csmc.prodperf.api.united.com,443,https://csmc.prodperf.api.united.com:443,https,,GET,2.23.209.165,/,-1156996142,2.23.209.132,IBM DataPower,1,False,,application/json,,,,,,
csmc.prodperf.auth.united.com,,500,94,csmc.prodperf.auth.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-17T00:00:00Z,2024-06-07T23:59:59Z,"CN=wingtips-opreprod.ual.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",wingtips-opreprod.ual.com,United Airlines Inc,wifiqa.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,06c81e81ab7a3fb80066a627526a6d50,c84b4caec82bf773bf2e89087c3bf5d44ee165f626680d4e6a13d860ea978aed,ctls,csmc.prodperf.auth.united.com,443,https://csmc.prodperf.auth.united.com:443,https,,GET,23.53.43.139,/,-795439491,23.53.43.136,IBM DataPower,1,False,,application/json,,,,,,
csmc.qa.api.united.com,,401,80,csmc.qa.api.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-17T00:00:00Z,2024-06-07T23:59:59Z,"CN=wingtips-opreprod.ual.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",wingtips-opreprod.ual.com,United Airlines Inc,wifiqa.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,06c81e81ab7a3fb80066a627526a6d50,c84b4caec82bf773bf2e89087c3bf5d44ee165f626680d4e6a13d860ea978aed,ctls,csmc.qa.api.united.com,443,https://csmc.qa.api.united.com:443,https,,GET,2.23.209.132,/,-1156996142,2.23.209.165,IBM DataPower,1,False,,application/json,,,,,,
csmc.qa.auth.united.com,,500,94,csmc.qa.auth.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-17T00:00:00Z,2024-06-07T23:59:59Z,"CN=wingtips-opreprod.ual.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",wingtips-opreprod.ual.com,United Airlines Inc,wifiqa.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,06c81e81ab7a3fb80066a627526a6d50,c84b4caec82bf773bf2e89087c3bf5d44ee165f626680d4e6a13d860ea978aed,ctls,csmc.qa.auth.united.com,443,https://csmc.qa.auth.united.com:443,https,,GET,23.53.43.136,/,-795439491,23.53.43.139,IBM DataPower,1,False,,application/json,,,,,,
csmc.secure.api.united.com,,401,80,csmc.secure.api.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-29T00:00:00Z,2024-06-28T23:59:59Z,"CN=wingtips.ual.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",wingtips.ual.com,United Airlines Inc,www.unitedcargo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,fa9a47a574639b0b6e37f94de9f5a7a7,f17c79084084c3b7e4eba9916db0021f616ec79028248f8d772cea494c6bf410,ctls,csmc.secure.api.united.com,443,https://csmc.secure.api.united.com:443,https,,GET,23.53.43.139,/,-1156996142,23.53.43.136,IBM DataPower,1,False,,application/json,,,,,,
csmc.stage.auth.united.com,,500,94,csmc.stage.auth.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-17T00:00:00Z,2024-06-07T23:59:59Z,"CN=wingtips-opreprod.ual.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",wingtips-opreprod.ual.com,United Airlines Inc,wifiqa.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,06c81e81ab7a3fb80066a627526a6d50,c84b4caec82bf773bf2e89087c3bf5d44ee165f626680d4e6a13d860ea978aed,ctls,csmc.stage.auth.united.com,443,https://csmc.stage.auth.united.com:443,https,,GET,104.126.37.138,/,-795439491,104.126.37.145,IBM DataPower,1,False,,application/json,,,,,,
csmc.stage.cardapi.united.com,,500,229,csmc.stage.cardapi.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-17T00:00:00Z,2024-06-07T23:59:59Z,"CN=wingtips-opreprod.ual.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",wingtips-opreprod.ual.com,United Airlines Inc,wifiqa.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,06c81e81ab7a3fb80066a627526a6d50,c84b4caec82bf773bf2e89087c3bf5d44ee165f626680d4e6a13d860ea978aed,ctls,csmc.stage.cardapi.united.com,443,https://csmc.stage.cardapi.united.com:443,https,,GET,2.23.209.165,/,-107963780,2.23.209.132,IBM DataPower,1,False,,application/json,,,,,,
csmc.training.api.united.com,,401,80,csmc.training.api.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-29T00:00:00Z,2024-06-28T23:59:59Z,"CN=wingtips.ual.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",wingtips.ual.com,United Airlines Inc,www.unitedcargo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,fa9a47a574639b0b6e37f94de9f5a7a7,f17c79084084c3b7e4eba9916db0021f616ec79028248f8d772cea494c6bf410,ctls,csmc.training.api.united.com,443,https://csmc.training.api.united.com:443,https,,GET,2.23.209.132,/,-1156996142,2.23.209.165,IBM DataPower,1,False,,application/json,,,,,,
csmc.uat.api.united.com,,401,80,csmc.uat.api.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-17T00:00:00Z,2024-06-07T23:59:59Z,"CN=wingtips-opreprod.ual.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",wingtips-opreprod.ual.com,United Airlines Inc,wifiqa.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,06c81e81ab7a3fb80066a627526a6d50,c84b4caec82bf773bf2e89087c3bf5d44ee165f626680d4e6a13d860ea978aed,ctls,csmc.uat.api.united.com,443,https://csmc.uat.api.united.com:443,https,,GET,2.23.209.132,/,-1156996142,2.23.209.165,IBM DataPower,1,False,,application/json,,,,,,
csmc.uat.auth.united.com,,500,94,csmc.uat.auth.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-17T00:00:00Z,2024-06-07T23:59:59Z,"CN=wingtips-opreprod.ual.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",wingtips-opreprod.ual.com,United Airlines Inc,wifiqa.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,06c81e81ab7a3fb80066a627526a6d50,c84b4caec82bf773bf2e89087c3bf5d44ee165f626680d4e6a13d860ea978aed,ctls,csmc.uat.auth.united.com,443,https://csmc.uat.auth.united.com:443,https,,GET,23.53.43.139,/,-795439491,23.53.43.136,IBM DataPower,1,False,,application/json,,,,,,
csr.united.com,United Passenger Pay,200,3071,csr.united.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-05T00:00:00Z,2024-07-05T23:59:59Z,"CN=csr.united.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",csr.united.com,"United Airlines, Inc.",qa.csr.united.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,06475c2fceede7d7123417d8bab56ee6,3bebd51d7216e443bddd1bb26d55493299224c8da324fc695a8d5efb39cdd89c,ctls,csr.united.com,443,https://csr.united.com:443,https,AmazonS3,GET,18.66.147.34,/,298261084,18.66.147.36,Amazon Web Services,13,False,,text/html,,,cloudfront,True,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUkp2h1oxn_D1qsx0f36S-m_Pl-YUhv3M31g&usqp=CAU,
ctp.ual.com,United Login,200,5049,signon.ual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-01T00:00:00Z,2023-12-03T23:59:59Z,"CN=*.ual.com, O=United Airlines Inc, L=Chicago, ST=Illinois, C=US",*.ual.com,United Airlines Inc,ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,10ea5833c08b719a595cd6d97fef8db0,c6c1528843840448c868ef0171a5167684469b0b635594b3b93ca5b71ff27abc,ctls,signon.ual.com,443,https://ctp.ual.com:443,https,Oracle-HTTP-Server,GET,23.212.202.113,/,1060267314,23.212.202.113,Oracle HTTP Server,135,False,True,text/html,,https://signon.ual.com:443/oam/server/obrareq.cgi?encquery%3DtPyt7IatjUnFDOdarP6L1XoGzDItqxmpUCrvdKitVTooeWn2g6KCFG6kpFdtIhSjBb8JrrZYlnn5zrxpHNC%2FqOw0s6%2FEcXBlSBfg0f2SoFKLyyx8e5KWt4YqhPtKgqjZV1pQiouKHJwW2U11w6BUf3cw5IARmejGRjxcfJGahNfza5ZLICYHEPsY6G1sKvoT2YSlXZOv6%2BpnlalBYXUi9Ba4TwJ2ybJsvzZ0%2BSbBNGaIKvCJqLpOg8DKLVj4bDUu%20agentid%3Dotd-webgate%20ver%3D1%20crmethod%3D2%26cksum%3D94d43f9be0705accb84423c603af04fb086665d9,,,/signon/pages/Error.jsp?message=expired,
cu.ual.com,,400,194,cu.ual.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-29T00:00:00Z,2023-11-28T23:59:59Z,"CN=*.sharepoint.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",*.sharepoint.com,Microsoft Corporation,*.gr.global.aa-rt.sharepoint.com,"CN=DigiCert Cloud Services CA-1, O=DigiCert Inc, C=US",DigiCert Cloud Services CA-1,DigiCert Inc,94838ce5c03406ddf851150d58ed195d,86d1fbe2487de6fc6392c9a863b091635a98c82aa66d1e1f9639595c18c1c155,ctls,cu.ual.com,443,https://cu.ual.com:443,https,,GET,13.107.138.8,/,-320486719,2620:1ec:8fa::8,,1,False,True,,True,,,,,
