new,host,a,cname,soa,status_code,has_internal_ips,internal_ips,ns,mx,txt,aaaa,cdn,cdn-name
,tor218-63-pdb.red.arrival.co,"172.30.150.80, 172.30.143.147, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.143.147, 172.30.129.93",,,,,,
,tor219-198-pda.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,tor219-262-pdc.red.arrival.co,"172.30.150.80, 172.30.129.93, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.129.93, 172.30.143.147",,,,,,
,tor219-279-pda.red.arrival.co,"172.30.129.93, 172.30.150.80, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.150.80, 172.30.143.147",,,,,,
,tor219-291-grc.red.arrival.co,,internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1287.awsdns-32.org, ns-1823.awsdns-35.co.uk, ns-446.awsdns-55.com, ns-643.awsdns-16.net",,,,,
,tor219-296-pda.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,tor219-64-pdb.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93",,,,,,
,tor22-23-pda.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,tor22-30-pdb.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93",,,,,,
,tor22.red.arrival.co,"172.30.129.93, 172.30.143.147, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.143.147, 172.30.150.80",,,,,,
,tor220-269-pdc.dev.arrival.co,,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,tor220-364-pdb.dev.arrival.co,,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,tor220-364-pdb.red.arrival.co,"172.30.129.93, 172.30.143.147, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.143.147, 172.30.150.80",,,,,,
,tor221-253-gre.red.arrival.co,"172.30.129.93, 172.30.143.147, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.143.147, 172.30.150.80",,,,,,
,tor221-264-pdc.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93",,,,,,
,tor221-9-pdb.red.arrival.co,"172.30.129.93, 172.30.143.147, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.143.147, 172.30.150.80",,,,,,
,tor223-grc.red.arrival.co,"172.30.143.147, 172.30.129.93, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.129.93, 172.30.150.80",,,,,,
,tor224-250-pda.red.arrival.co,"172.30.150.80, 172.30.143.147, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.143.147, 172.30.129.93",,,,,,
,tor225-13-pdb.red.arrival.co,"172.30.150.80, 172.30.129.93, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.129.93, 172.30.143.147",,,,,,
,tor225-265-grc.red.arrival.co,"172.30.129.93, 172.30.150.80, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.150.80, 172.30.143.147",,,,,,
,tor225-268-pdc.red.arrival.co,"172.30.150.80, 172.30.129.93, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.129.93, 172.30.143.147",,,,,,
,tor225-297-grc.red.arrival.co,"172.30.150.80, 172.30.143.147, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.143.147, 172.30.129.93",,,,,,
,tor225-43-pda.red.arrival.co,,internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,tor225-453-pda.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93",,,,,,
,tor226-242-grc.red.arrival.co,,internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1287.awsdns-32.org, ns-1823.awsdns-35.co.uk, ns-446.awsdns-55.com, ns-643.awsdns-16.net",,,,,
,tor226-266-grc.red.arrival.co,"172.30.143.147, 172.30.129.93, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.129.93, 172.30.150.80",,,,,,
,tor226-382-pdb.red.arrival.co,"172.30.150.80, 172.30.143.147, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.143.147, 172.30.129.93",,,,,,
,tor227-292-pdc.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93",,,,,,
,tor228-199-pda.red.arrival.co,"172.30.150.80, 172.30.129.93, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.129.93, 172.30.143.147",,,,,,
,tor228-260-gre.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,tor228-264-pda.red.arrival.co,"172.30.129.93, 172.30.143.147, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.143.147, 172.30.150.80",,,,,,
,tor229-347-pda.red.arrival.co,"172.30.129.93, 172.30.150.80, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.150.80, 172.30.143.147",,,,,,
,tor23-37-pda.red.arrival.co,"172.30.150.80, 172.30.143.147, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.143.147, 172.30.129.93",,,,,,
,tor23-47-pdb.red.arrival.co,"172.30.129.93, 172.30.143.147, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.143.147, 172.30.150.80",,,,,,
,tor23-49-pda.red.arrival.co,"172.30.129.93, 172.30.143.147, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.143.147, 172.30.150.80",,,,,,
,tor23-83-pdb.red.arrival.co,"172.30.150.80, 172.30.143.147, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.143.147, 172.30.129.93",,,,,,
,tor23-87-pdb.red.arrival.co,"172.30.129.93, 172.30.143.147, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.143.147, 172.30.150.80",,,,,,
,tor23-87-pdc.red.arrival.co,"172.30.143.147, 172.30.129.93, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.129.93, 172.30.150.80",,,,,,
,tor23.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93",,,,,,
,tor230-295-pdc.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,tor230-302-grc.red.arrival.co,"172.30.143.147, 172.30.129.93, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.129.93, 172.30.150.80",,,,,,
,tor231-272-pdc.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,tor232-323-pda.red.arrival.co,"172.30.129.93, 172.30.150.80, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.150.80, 172.30.143.147",,,,,,
,tor233-217-pdb.red.arrival.co,"172.30.143.147, 172.30.129.93, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.129.93, 172.30.150.80",,,,,,
,tor233-305-grc.red.arrival.co,"172.30.150.80, 172.30.129.93, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.129.93, 172.30.143.147",,,,,,
,tor234-306-pda.red.arrival.co,"172.30.129.93, 172.30.150.80, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.150.80, 172.30.143.147","ns-1198.awsdns-21.org, ns-159.awsdns-19.com, ns-1934.awsdns-49.co.uk, ns-654.awsdns-17.net",,,,,
,tor236-293-pdb.red.arrival.co,"172.30.129.93, 172.30.143.147, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.143.147, 172.30.150.80",,,,,,
,tor237-255-pda.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,tor237-255-pda.red.arrival.co,"172.30.143.147, 172.30.129.93, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.129.93, 172.30.150.80",,,,,,
,tor237-269-gre.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,tor238-208-pda.red.arrival.co,,internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,tor239-255-grc.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,tor239-296-pda.red.arrival.co,"172.30.143.147, 172.30.129.93, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.129.93, 172.30.150.80",,,,,,
,tor24.red.arrival.co,"172.30.129.93, 172.30.150.80, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.150.80, 172.30.143.147","ns-1198.awsdns-21.org, ns-159.awsdns-19.com, ns-1934.awsdns-49.co.uk, ns-654.awsdns-17.net",,,,,
,tor240-256-grc.red.arrival.co,"172.30.150.80, 172.30.143.147, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.143.147, 172.30.129.93",,,,,,
,tor241-227-pdb.red.arrival.co,"172.30.129.93, 172.30.143.147, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.143.147, 172.30.150.80",,,,,,
,tor241-257-grc.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,tor241-271-pda.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,tor241-273-gre.red.arrival.co,"172.30.150.80, 172.30.143.147, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.143.147, 172.30.129.93",,,,,,
,tor241-298-pda.red.arrival.co,,internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,tor241-305-pda.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,tor241-313-grc.red.arrival.co,"172.30.129.93, 172.30.143.147, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.143.147, 172.30.150.80",,,,,,
,tor241-353-pdb.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,tor242-260-grc.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,tor243-252-pda.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,tor243-315-grc.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,tor244-301-pda.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93",,,,,,
,tor245-252-pdc.red.arrival.co,,internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,,NOERROR,,,"ns-1287.awsdns-32.org, ns-1823.awsdns-35.co.uk, ns-446.awsdns-55.com, ns-643.awsdns-16.net",,,,,
,tor247-25-pdb.red.arrival.co,"172.30.129.93, 172.30.143.147, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.143.147, 172.30.150.80",,,,,,
,tor247-256-pda.red.arrival.co,,internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,tor248-302-pda.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93",,,,,,
,tor248-376-pda.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,tor249-289-grc.red.arrival.co,"172.30.150.80, 172.30.143.147, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.143.147, 172.30.129.93",,,,,,
,tor249-303-pda.red.arrival.co,"172.30.150.80, 172.30.129.93, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.129.93, 172.30.143.147",,,,,,
,tor249-321-grc.red.arrival.co,,internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,tor25-57-grc.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,tor25-85-pdb.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93",,,,,,
,tor250-304-pda.red.arrival.co,"172.30.150.80, 172.30.129.93, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.129.93, 172.30.143.147",,,,,,
,tor250-339-pda.red.arrival.co,"172.30.150.80, 172.30.129.93, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.129.93, 172.30.143.147",,,,,,
,tor251-291-grc.red.arrival.co,"172.30.129.93, 172.30.150.80, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.150.80, 172.30.143.147",,,,,,
,tor251-322-pdc.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93",,,,,,
,tor252-210-pdb.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93",,,,,,
,tor252-316-pda.red.arrival.co,"172.30.150.80, 172.30.129.93, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.129.93, 172.30.143.147",,,,,,
,tor253-121-pda.red.arrival.co,"172.30.143.147, 172.30.129.93, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.129.93, 172.30.150.80",,,,,,
,tor253-211-pdb.red.arrival.co,"172.30.129.93, 172.30.150.80, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.150.80, 172.30.143.147",,,,,,
,tor253-325-grc.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93",,,,,,
,tor254-294-grc.red.arrival.co,"172.30.143.147, 172.30.129.93, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.129.93, 172.30.150.80","ns-1198.awsdns-21.org, ns-159.awsdns-19.com, ns-1934.awsdns-49.co.uk, ns-654.awsdns-17.net",,,,,
,tor254-297-pdc.red.arrival.co,"172.30.143.147, 172.30.129.93, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.129.93, 172.30.150.80",,,,,,
,tor254-327-pdc.red.arrival.co,,internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1287.awsdns-32.org, ns-1823.awsdns-35.co.uk, ns-446.awsdns-55.com, ns-643.awsdns-16.net",,,,,
,tor255-321-pda.red.arrival.co,"172.30.150.80, 172.30.129.93, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.129.93, 172.30.143.147",,,,,,
,tor255-344-pda.red.arrival.co,"172.30.143.147, 172.30.129.93, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.129.93, 172.30.150.80",,,,,,
,tor256-214-pdb.red.arrival.co,"172.30.129.93, 172.30.143.147, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.143.147, 172.30.150.80",,,,,,
,tor256-322-pda.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93",,,,,,
,tor256-345-pda.red.arrival.co,"172.30.150.80, 172.30.129.93, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.129.93, 172.30.143.147",,,,,,
,tor258-349-pda.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93",,,,,,
,tor258-386-pda.red.arrival.co,"172.30.150.80, 172.30.143.147, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.143.147, 172.30.129.93",,,,,,
