input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_mismatched,csp_domains_,final_url
indiawealth.in,Oops! Looks like you are lost,403,999,indiawealth.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-17T23:59:59Z,"CN=*.indiawealth.in, O=Finzoom Investment Advisors Private Limited, L=Gurgaon, ST=Haryana, C=IN",*.indiawealth.in,indiawealth.in,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,ef5d422358dfd1e43ab6487d4a4fd090,4176feee9fd4fda0be68c4a3fea809c1bebf5121f2c2d6c481e34e9776f58f27,True,ctls,indiawealth.in,,443,https://indiawealth.in:443,https,awselb/2.0,text/html,GET,65.0.254.48,/,-48476174,13.234.41.146,,23,False,,Finzoom Investment Advisors Private Limited,,,
indisrupt.indmoney.com,INDmoney,200,107018,indisrupt.indmoney.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2024-02-13T23:59:59Z,"CN=indisrupt.indmoney.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",indisrupt.indmoney.com,indisrupt.indmoney.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",cfed31030b24c331e76c5792d3c1d307,fff272df403edd688e98ac406cc15805820cfbb01bea7a18add9e77cbf0382b1,,ctls,indisrupt.indmoney.com,cloudflare,443,https://indisrupt.indmoney.com:443,https,cloudflare,text/html,GET,104.18.30.240,/,-1485515534,104.18.31.240,PayPal,177,False,True,"Cloudflare, Inc.",,https://*.algolia.net,https://indisrupt.indmoney.com/?gi=4e6e9468bb96
ipo.indmoney.com,,400,,ipo.indmoney.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-03-05T23:59:59Z,"CN=*.indmoney.com, O=Finzoom Investment Advisors Private Limited, L=Gurugram, ST=Haryana, C=IN",*.indmoney.com,indmoney.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d5f202b3b45e6617b8190d21d056cffa,9453a0c5f28dd4feb0731c396b411aec949caf60cc331dba67f06de69891bef2,True,ctls,ipo.indmoney.com,cloudflare,443,https://ipo.indmoney.com:443,https,cloudflare,text/plain,GET,104.18.30.240,/,-1840324437,104.18.31.240,HSTS,1,False,True,Finzoom Investment Advisors Private Limited,,,
kibana-dev.indiawealth.in,503 Service Temporarily Unavailable,503,162,kibana-dev.indiawealth.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-17T23:59:59Z,"CN=*.indiawealth.in, O=Finzoom Investment Advisors Private Limited, L=Gurgaon, ST=Haryana, C=IN",*.indiawealth.in,indiawealth.in,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,ef5d422358dfd1e43ab6487d4a4fd090,4176feee9fd4fda0be68c4a3fea809c1bebf5121f2c2d6c481e34e9776f58f27,True,ctls,kibana-dev.indiawealth.in,,443,https://kibana-dev.indiawealth.in:443,https,awselb/2.0,text/html,GET,15.207.155.23,/,1862162275,15.207.145.252,,7,False,,Finzoom Investment Advisors Private Limited,,,
kra.indmoney.com,503 Service Temporarily Unavailable,503,542,kra.indmoney.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-03-05T23:59:59Z,"CN=*.indmoney.com, O=Finzoom Investment Advisors Private Limited, L=Gurugram, ST=Haryana, C=IN",*.indmoney.com,indmoney.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d5f202b3b45e6617b8190d21d056cffa,9453a0c5f28dd4feb0731c396b411aec949caf60cc331dba67f06de69891bef2,True,ctls,kra.indmoney.com,cloudflare,443,https://kra.indmoney.com:443,https,cloudflare,text/html,GET,104.18.30.240,/,1929008191,104.18.31.240,HSTS,8,False,True,Finzoom Investment Advisors Private Limited,,,
lvd.indiawealth.in,,404,23,lvd.indiawealth.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-17T23:59:59Z,"CN=*.indiawealth.in, O=Finzoom Investment Advisors Private Limited, L=Gurgaon, ST=Haryana, C=IN",*.indiawealth.in,indiawealth.in,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,ef5d422358dfd1e43ab6487d4a4fd090,4176feee9fd4fda0be68c4a3fea809c1bebf5121f2c2d6c481e34e9776f58f27,True,ctls,lvd.indiawealth.in,,443,https://lvd.indiawealth.in:443,https,,application/json,GET,15.207.135.235,/,631524574,3.6.193.3,,1,False,,Finzoom Investment Advisors Private Limited,,,
lvd.indmoney.com,,404,23,lvd.indmoney.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-03-05T23:59:59Z,"CN=*.indmoney.com, O=Finzoom Investment Advisors Private Limited, L=Gurugram, ST=Haryana, C=IN",*.indmoney.com,indmoney.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d5f202b3b45e6617b8190d21d056cffa,9453a0c5f28dd4feb0731c396b411aec949caf60cc331dba67f06de69891bef2,True,ctls,lvd.indmoney.com,cloudflare,443,https://lvd.indmoney.com:443,https,cloudflare,application/json,GET,104.18.30.240,/,631524574,104.18.31.240,HSTS,1,False,True,Finzoom Investment Advisors Private Limited,,,
mf-ext.indmoney.com,,404,,mf-ext.indmoney.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-03-05T23:59:59Z,"CN=*.indmoney.com, O=Finzoom Investment Advisors Private Limited, L=Gurugram, ST=Haryana, C=IN",*.indmoney.com,indmoney.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d5f202b3b45e6617b8190d21d056cffa,9453a0c5f28dd4feb0731c396b411aec949caf60cc331dba67f06de69891bef2,True,ctls,mf-ext.indmoney.com,cloudflare,443,https://mf-ext.indmoney.com:443,https,cloudflare,text/plain,GET,104.18.31.240,/,-1840324437,104.18.30.240,HSTS,1,False,True,Finzoom Investment Advisors Private Limited,,,
mf-pp.indiawealth.in,,200,1092,mf-pp.indiawealth.in,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-17T23:59:59Z,"CN=*.indiawealth.in, O=Finzoom Investment Advisors Private Limited, L=Gurgaon, ST=Haryana, C=IN",*.indiawealth.in,indiawealth.in,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,ef5d422358dfd1e43ab6487d4a4fd090,4176feee9fd4fda0be68c4a3fea809c1bebf5121f2c2d6c481e34e9776f58f27,True,ctls,mf-pp.indiawealth.in,cloudflare,443,https://mf-pp.indiawealth.in:443,https,cloudflare,text/html,GET,104.18.8.213,/,-986470109,104.18.9.213,HSTS,1,False,True,Finzoom Investment Advisors Private Limited,,,
mf-tracking-ext.indiawealth.in,,404,,mf-tracking-ext.indiawealth.in,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-17T23:59:59Z,"CN=*.indiawealth.in, O=Finzoom Investment Advisors Private Limited, L=Gurgaon, ST=Haryana, C=IN",*.indiawealth.in,indiawealth.in,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,ef5d422358dfd1e43ab6487d4a4fd090,4176feee9fd4fda0be68c4a3fea809c1bebf5121f2c2d6c481e34e9776f58f27,True,ctls,mf-tracking-ext.indiawealth.in,cloudflare,443,https://mf-tracking-ext.indiawealth.in:443,https,cloudflare,text/plain,GET,104.18.8.213,/,-1840324437,104.18.9.213,Cloudflare Bot Management,1,False,True,Finzoom Investment Advisors Private Limited,,,
nginx-test.indiawealth.in,,464,,nginx-test.indiawealth.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-17T23:59:59Z,"CN=*.indiawealth.in, O=Finzoom Investment Advisors Private Limited, L=Gurgaon, ST=Haryana, C=IN",*.indiawealth.in,indiawealth.in,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,ef5d422358dfd1e43ab6487d4a4fd090,4176feee9fd4fda0be68c4a3fea809c1bebf5121f2c2d6c481e34e9776f58f27,True,ctls,nginx-test.indiawealth.in,,443,https://nginx-test.indiawealth.in:443,https,awselb/2.0,,GET,35.154.104.180,/,-1840324437,15.207.95.196,,1,False,,Finzoom Investment Advisors Private Limited,,,
nps.indiawealth.in,,404,,nps.indiawealth.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-17T23:59:59Z,"CN=*.indiawealth.in, O=Finzoom Investment Advisors Private Limited, L=Gurgaon, ST=Haryana, C=IN",*.indiawealth.in,indiawealth.in,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,ef5d422358dfd1e43ab6487d4a4fd090,4176feee9fd4fda0be68c4a3fea809c1bebf5121f2c2d6c481e34e9776f58f27,True,ctls,nps.indiawealth.in,,443,https://nps.indiawealth.in:443,https,awselb/2.0,text/plain,GET,65.0.175.132,/,-1840324437,15.206.130.1,,1,False,,Finzoom Investment Advisors Private Limited,,,
nps.indmoney.com,,404,18,nps.indmoney.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-03-05T23:59:59Z,"CN=*.indmoney.com, O=Finzoom Investment Advisors Private Limited, L=Gurugram, ST=Haryana, C=IN",*.indmoney.com,indmoney.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d5f202b3b45e6617b8190d21d056cffa,9453a0c5f28dd4feb0731c396b411aec949caf60cc331dba67f06de69891bef2,True,ctls,nps.indmoney.com,cloudflare,443,https://nps.indmoney.com:443,https,cloudflare,text/plain,GET,104.18.30.240,/,-429073533,104.18.31.240,HSTS,1,False,True,Finzoom Investment Advisors Private Limited,,,
octopus.indiawealth.in,,404,18,octopus.indiawealth.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-17T23:59:59Z,"CN=*.indiawealth.in, O=Finzoom Investment Advisors Private Limited, L=Gurgaon, ST=Haryana, C=IN",*.indiawealth.in,indiawealth.in,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,ef5d422358dfd1e43ab6487d4a4fd090,4176feee9fd4fda0be68c4a3fea809c1bebf5121f2c2d6c481e34e9776f58f27,True,ctls,octopus.indiawealth.in,,443,https://octopus.indiawealth.in:443,https,nginx,text/plain,GET,13.126.110.209,/,-429073533,15.207.95.196,Nginx,1,False,,Finzoom Investment Advisors Private Limited,,,
octopus.indmoney.com,,404,18,octopus.indmoney.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-03-05T23:59:59Z,"CN=*.indmoney.com, O=Finzoom Investment Advisors Private Limited, L=Gurugram, ST=Haryana, C=IN",*.indmoney.com,indmoney.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d5f202b3b45e6617b8190d21d056cffa,9453a0c5f28dd4feb0731c396b411aec949caf60cc331dba67f06de69891bef2,True,ctls,octopus.indmoney.com,cloudflare,443,https://octopus.indmoney.com:443,https,cloudflare,text/plain,GET,104.18.30.240,/,-429073533,104.18.31.240,HSTS,1,False,True,Finzoom Investment Advisors Private Limited,,,
partner.indiawealth.in,,400,,partner.indiawealth.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-17T23:59:59Z,"CN=*.indiawealth.in, O=Finzoom Investment Advisors Private Limited, L=Gurgaon, ST=Haryana, C=IN",*.indiawealth.in,indiawealth.in,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,ef5d422358dfd1e43ab6487d4a4fd090,4176feee9fd4fda0be68c4a3fea809c1bebf5121f2c2d6c481e34e9776f58f27,True,ctls,partner.indiawealth.in,,443,https://partner.indiawealth.in:443,https,awselb/2.0,text/plain,GET,65.1.54.171,/,-1840324437,3.7.50.21,,1,False,,Finzoom Investment Advisors Private Limited,,,
partner.indmoney.com,Refund Portal,200,1795,partner.indmoney.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-03-05T23:59:59Z,"CN=*.indmoney.com, O=Finzoom Investment Advisors Private Limited, L=Gurugram, ST=Haryana, C=IN",*.indmoney.com,indmoney.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d5f202b3b45e6617b8190d21d056cffa,9453a0c5f28dd4feb0731c396b411aec949caf60cc331dba67f06de69891bef2,True,ctls,partner.indmoney.com,,443,https://partner.indmoney.com:443,https,nginx/1.19.6,text/html,GET,65.1.54.171,/,102174593,65.1.139.41,Nginx:1.19.6,46,False,,Finzoom Investment Advisors Private Limited,,,
payments.indiawealth.in,Not Found,404,51426,payments.indiawealth.in,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-17T23:59:59Z,"CN=*.indiawealth.in, O=Finzoom Investment Advisors Private Limited, L=Gurgaon, ST=Haryana, C=IN",*.indiawealth.in,indiawealth.in,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,ef5d422358dfd1e43ab6487d4a4fd090,4176feee9fd4fda0be68c4a3fea809c1bebf5121f2c2d6c481e34e9776f58f27,True,ctls,payments.indiawealth.in,,443,https://payments.indiawealth.in:443,https,nginx,text/html,GET,52.66.65.123,/,-131425198,15.207.123.208,Nginx,12,False,,Finzoom Investment Advisors Private Limited,,,
payments.indmoney.com,Not Found,404,51808,payments.indmoney.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-03-05T23:59:59Z,"CN=*.indmoney.com, O=Finzoom Investment Advisors Private Limited, L=Gurugram, ST=Haryana, C=IN",*.indmoney.com,indmoney.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d5f202b3b45e6617b8190d21d056cffa,9453a0c5f28dd4feb0731c396b411aec949caf60cc331dba67f06de69891bef2,True,ctls,payments.indmoney.com,cloudflare,443,https://payments.indmoney.com:443,https,cloudflare,text/html,GET,104.18.30.240,/,1448582499,104.18.31.240,HSTS,13,False,True,Finzoom Investment Advisors Private Limited,,,
poc-stocks-basket.indmoney.com,SuperStocks - IND Baskets,200,3121,poc-stocks-basket.indmoney.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-17T00:00:00Z,2024-08-14T23:59:59Z,CN=*.indmoney.com,*.indmoney.com,indmoney.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1eb0e4e2dd45aafbf7e2d0f2e5193573,436cd2d9f23818ae2248b7bf44c02f10106551db7205ef0a8fb786c6344d8ad1,True,ctls,poc-stocks-basket.indmoney.com,cloudfront,443,https://poc-stocks-basket.indmoney.com:443,https,AmazonS3,text/html,GET,143.204.215.86,/,-1201737176,2600:9000:214f:e400:e:b560:de80:93a1,React,1,False,True,,,,
poc.indmoney.com,Financial Timeline,200,4611,poc.indmoney.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-17T00:00:00Z,2024-08-14T23:59:59Z,CN=*.indmoney.com,*.indmoney.com,indmoney.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1eb0e4e2dd45aafbf7e2d0f2e5193573,436cd2d9f23818ae2248b7bf44c02f10106551db7205ef0a8fb786c6344d8ad1,True,ctls,poc.indmoney.com,cloudfront,443,https://poc.indmoney.com:443,https,AmazonS3,text/html,GET,13.225.78.76,/,-1201737176,2600:9000:21f3:ec00:17:7b85:d600:93a1,React,1,False,True,,,,
pre-prod.indiawealth.in,Finzoom,200,7065,pre-prod.indiawealth.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-17T23:59:59Z,"CN=*.indiawealth.in, O=Finzoom Investment Advisors Private Limited, L=Gurgaon, ST=Haryana, C=IN",*.indiawealth.in,indiawealth.in,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,ef5d422358dfd1e43ab6487d4a4fd090,4176feee9fd4fda0be68c4a3fea809c1bebf5121f2c2d6c481e34e9776f58f27,True,ctls,pre-prod.indiawealth.in,,443,https://pre-prod.indiawealth.in:443,https,nginx,text/html,GET,65.0.254.48,/,-48476174,3.111.223.74,Python,152,False,,Finzoom Investment Advisors Private Limited,,,
privatebin.indmoney.com,PrivateBin,200,18523,privatebin.indmoney.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-13T00:00:00Z,2024-08-11T23:59:59Z,CN=*.indmoney.com,*.indmoney.com,*.indmoney.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2c95d75197f71a5b99f897a208f67e69,20a013f8c03731412a49532a4ec0ca0bb0aa417fd4857d52f838302ac9c8d87a,True,ctls,privatebin.indmoney.com,,443,https://privatebin.indmoney.com:443,https,nginx,text/html,GET,15.207.0.25,/,-334373902,15.206.198.28,Nginx,347,False,,,,,
qa-jenkins.indmoney.com,,500,5,qa-jenkins.indmoney.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-03-05T23:59:59Z,"CN=*.indmoney.com, O=Finzoom Investment Advisors Private Limited, L=Gurugram, ST=Haryana, C=IN",*.indmoney.com,indmoney.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d5f202b3b45e6617b8190d21d056cffa,9453a0c5f28dd4feb0731c396b411aec949caf60cc331dba67f06de69891bef2,True,ctls,qa-jenkins.indmoney.com,cloudflare,443,https://qa-jenkins.indmoney.com:443,https,cloudflare,text/plain,GET,104.18.30.240,/,-441251944,104.18.31.240,HSTS,1,False,True,Finzoom Investment Advisors Private Limited,,,
raven.indiawealth.in,,500,5,raven.indiawealth.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-17T23:59:59Z,"CN=*.indiawealth.in, O=Finzoom Investment Advisors Private Limited, L=Gurgaon, ST=Haryana, C=IN",*.indiawealth.in,indiawealth.in,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,ef5d422358dfd1e43ab6487d4a4fd090,4176feee9fd4fda0be68c4a3fea809c1bebf5121f2c2d6c481e34e9776f58f27,True,ctls,raven.indiawealth.in,,443,https://raven.indiawealth.in:443,https,awselb/2.0,text/plain,GET,3.111.223.74,/,-441251944,13.234.41.146,,1,False,,Finzoom Investment Advisors Private Limited,,,
rewards-pp.indiawealth.in,Not Found,404,28221,rewards-pp.indiawealth.in,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-17T23:59:59Z,"CN=*.indiawealth.in, O=Finzoom Investment Advisors Private Limited, L=Gurgaon, ST=Haryana, C=IN",*.indiawealth.in,indiawealth.in,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,ef5d422358dfd1e43ab6487d4a4fd090,4176feee9fd4fda0be68c4a3fea809c1bebf5121f2c2d6c481e34e9776f58f27,True,ctls,rewards-pp.indiawealth.in,cloudflare,443,https://rewards-pp.indiawealth.in:443,https,cloudflare,text/html,GET,104.18.9.213,/,1789321667,104.18.8.213,Cloudflare Bot Management,12,False,True,Finzoom Investment Advisors Private Limited,,,
sbm.indmoney.com,,401,12,sbm.indmoney.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-17T00:00:00Z,2024-08-14T23:59:59Z,CN=*.indmoney.com,*.indmoney.com,indmoney.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1eb0e4e2dd45aafbf7e2d0f2e5193573,436cd2d9f23818ae2248b7bf44c02f10106551db7205ef0a8fb786c6344d8ad1,True,ctls,sbm.indmoney.com,cloudfront,443,https://sbm.indmoney.com:443,https,CloudFront,,GET,52.222.214.86,/,229361783,2600:9000:223d:5e00:14:f45b:abc0:93a1,Basic,1,False,True,,,,
servicedesk.indmoney.com,Zoho Accounts,200,84407,accounts.zoho.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-21T00:00:00Z,2024-05-20T23:59:59Z,CN=*.zoho.in,*.zoho.in,zoho.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,6a7d6f474f602c9fdcb6b426b7b621dd,9cde69c521ec74eaa09287e1f8cf0cdf93355645b924a69cc170050f2d5a5396,True,ctls,accounts.zoho.in,,443,https://servicedesk.indmoney.com:443,https,ZGS,text/html,GET,169.148.148.76,/,2122337935,169.148.148.76,HSTS,1359,False,,,,,https://accounts.zoho.in/signin?servicename=SDPOnDemand&hide_signup=true&hide_title=true&hideyahoosignin=true&hidefbconnect=true&serviceurl=https%3A%2F%2Fservicedesk.indmoney.com%2FOrgCreation.do&signupurl=https://servicedesk.indmoney.com/AccountCreation.do&portal_id=60016097919
smallcase.indiawealth.in,,500,5,smallcase.indiawealth.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-17T23:59:59Z,"CN=*.indiawealth.in, O=Finzoom Investment Advisors Private Limited, L=Gurgaon, ST=Haryana, C=IN",*.indiawealth.in,indiawealth.in,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,ef5d422358dfd1e43ab6487d4a4fd090,4176feee9fd4fda0be68c4a3fea809c1bebf5121f2c2d6c481e34e9776f58f27,True,ctls,smallcase.indiawealth.in,,443,https://smallcase.indiawealth.in:443,https,awselb/2.0,text/plain,GET,3.111.223.74,/,-441251944,13.234.41.146,,1,False,,Finzoom Investment Advisors Private Limited,,,
sonarqube.indmoney.com,,500,5,sonarqube.indmoney.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-03-05T23:59:59Z,"CN=*.indmoney.com, O=Finzoom Investment Advisors Private Limited, L=Gurugram, ST=Haryana, C=IN",*.indmoney.com,indmoney.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d5f202b3b45e6617b8190d21d056cffa,9453a0c5f28dd4feb0731c396b411aec949caf60cc331dba67f06de69891bef2,True,ctls,sonarqube.indmoney.com,cloudflare,443,https://sonarqube.indmoney.com:443,https,cloudflare,text/plain,GET,104.18.30.240,/,-441251944,104.18.31.240,HSTS,1,False,True,Finzoom Investment Advisors Private Limited,,,
stage-eagle.indiawealth.in,503 Service Temporarily Unavailable,503,162,stage-eagle.indiawealth.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-17T23:59:59Z,"CN=*.indiawealth.in, O=Finzoom Investment Advisors Private Limited, L=Gurgaon, ST=Haryana, C=IN",*.indiawealth.in,indiawealth.in,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,ef5d422358dfd1e43ab6487d4a4fd090,4176feee9fd4fda0be68c4a3fea809c1bebf5121f2c2d6c481e34e9776f58f27,True,ctls,stage-eagle.indiawealth.in,,443,https://stage-eagle.indiawealth.in:443,https,awselb/2.0,text/html,GET,15.207.155.23,/,1862162275,15.207.145.252,,7,False,,Finzoom Investment Advisors Private Limited,,,
stage.indiawealth.in,503 Service Temporarily Unavailable,503,162,stage.indiawealth.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-17T23:59:59Z,"CN=*.indiawealth.in, O=Finzoom Investment Advisors Private Limited, L=Gurgaon, ST=Haryana, C=IN",*.indiawealth.in,indiawealth.in,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,ef5d422358dfd1e43ab6487d4a4fd090,4176feee9fd4fda0be68c4a3fea809c1bebf5121f2c2d6c481e34e9776f58f27,True,ctls,stage.indiawealth.in,,443,https://stage.indiawealth.in:443,https,awselb/2.0,text/html,GET,15.207.145.252,/,1862162275,15.207.155.23,,7,False,,Finzoom Investment Advisors Private Limited,,,
staging.indiawealth.in,503 Service Temporarily Unavailable,503,162,staging.indiawealth.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-17T23:59:59Z,"CN=*.indiawealth.in, O=Finzoom Investment Advisors Private Limited, L=Gurgaon, ST=Haryana, C=IN",*.indiawealth.in,indiawealth.in,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,ef5d422358dfd1e43ab6487d4a4fd090,4176feee9fd4fda0be68c4a3fea809c1bebf5121f2c2d6c481e34e9776f58f27,True,ctls,staging.indiawealth.in,,443,https://staging.indiawealth.in:443,https,awselb/2.0,text/html,GET,15.207.145.252,/,1862162275,15.207.155.23,,7,False,,Finzoom Investment Advisors Private Limited,,,
