input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn,webserver,tls_mismatched,tls_wildcard_certificate,tls_subject_org_
z-log.serverdensity.com,,200,143467,www.serverdensity.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-19T20:51:28Z,2023-06-17T21:49:46Z,CN=www.veiganegocios.com.br,www.veiganegocios.com.br,app.amphamo.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8d615d290031785a82ec14ee343a7d11,02b31a7854e69c9e4cedd49e8956a4d2c6151737cbd780d8ace01348d4b1519b,ctls,www.serverdensity.com,google,443,https://z-log.serverdensity.com:443,https,text/html,GET,35.196.248.204,/,557298422,https://www.serverdensity.com/,35.196.248.204,React,312,False,True,,,,
zendesk1.highwinds.com,,409,16,,,,,,,,,,,,,,,,,,cloudflare,80,http://zendesk1.highwinds.com:80,http,text/plain,GET,162.159.138.6,/,1000520165,,162.159.128.7,Cloudflare,1,False,True,cloudflare,,,
zendesk1.maxcdn.com,,409,16,,,,,,,,,,,,,,,,,,cloudflare,80,http://zendesk1.maxcdn.com:80,http,text/plain,GET,162.159.138.6,/,1000520165,,162.159.128.7,Cloudflare,1,False,True,cloudflare,,,
zendesk2.highwinds.com,,409,16,,,,,,,,,,,,,,,,,,cloudflare,80,http://zendesk2.highwinds.com:80,http,text/plain,GET,162.159.138.6,/,1000520165,,162.159.128.7,Cloudflare,1,False,True,cloudflare,,,
zendesk2.maxcdn.com,,409,16,,,,,,,,,,,,,,,,,,cloudflare,80,http://zendesk2.maxcdn.com:80,http,text/plain,GET,162.159.128.7,/,1000520165,,162.159.138.6,Cloudflare,1,False,True,cloudflare,,,
zendesk3.highwinds.com,,409,16,,,,,,,,,,,,,,,,,,cloudflare,80,http://zendesk3.highwinds.com:80,http,text/plain,GET,162.159.138.6,/,1000520165,,162.159.128.7,Cloudflare,1,False,True,cloudflare,,,
zendesk3.maxcdn.com,,409,16,,,,,,,,,,,,,,,,,,cloudflare,80,http://zendesk3.maxcdn.com:80,http,text/plain,GET,162.159.138.6,/,1000520165,,162.159.128.7,Cloudflare,1,False,True,cloudflare,,,
zendesk3.serverdensity.com,,403,16,zendesk3.serverdensity.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-17T00:48:29Z,2023-07-16T00:48:28Z,CN=serverdensity.com,serverdensity.com,*.serverdensity.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,79bdf1876ed74921e25955e984e3af08,8e15098e5779289a66339607c9377cc996d83e9c4218f9712b34c2645b2e220a,ctls,zendesk3.serverdensity.com,cloudflare,443,https://zendesk3.serverdensity.com:443,https,text/plain,GET,162.159.128.7,/,,,162.159.138.6,HTTP/3,1,False,True,cloudflare,,True,
zendesk4.maxcdn.com,,409,16,,,,,,,,,,,,,,,,,,cloudflare,80,http://zendesk4.maxcdn.com:80,http,text/plain,GET,162.159.128.7,/,1000520165,,162.159.138.6,Cloudflare,1,False,True,cloudflare,,,
zendesk4.serverdensity.com,,403,16,zendesk4.serverdensity.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-17T00:48:29Z,2023-07-16T00:48:28Z,CN=serverdensity.com,serverdensity.com,*.serverdensity.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,79bdf1876ed74921e25955e984e3af08,8e15098e5779289a66339607c9377cc996d83e9c4218f9712b34c2645b2e220a,ctls,zendesk4.serverdensity.com,cloudflare,443,https://zendesk4.serverdensity.com:443,https,text/plain,GET,162.159.128.7,/,,,162.159.138.6,HTTP/3,1,False,True,cloudflare,,True,
zendeskapp-staging.stackpath.net,,403,245,zendeskapp-staging.stackpath.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T17:05:49Z,2023-08-07T17:05:48Z,CN=zendeskapp-staging.stackpath.net,zendeskapp-staging.stackpath.net,zendeskapp-staging.stackpath.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a54557f5f5247e5b21e430eeae76a69b,3e91cf0bf4f4019a44207284b89ec6582271ccfbb5b72df92beaeeb2f18a957a,ctls,zendeskapp-staging.stackpath.net,,443,https://zendeskapp-staging.stackpath.net:443,https,application/xml,GET,151.139.128.10,/,-1932742876,,151.139.128.10,Amazon Web Services,2,False,,WasabiS3/7.13.2207-2023-04-06-dc2f085548 (XB27-U40),,,
zendeskapp.stackpath.net,,403,243,zendeskapp.stackpath.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T15:35:58Z,2023-08-03T15:35:57Z,CN=zendeskapp.stackpath.net,zendeskapp.stackpath.net,zendeskapp.stackpath.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3289e7dbad1fc4d0b3e8099cecb8c6a2,a0dc4700e2c75b834fc8fc958ff7ba140eee5047908cae7cd3f8a8a498c793bb,ctls,zendeskapp.stackpath.net,,443,https://zendeskapp.stackpath.net:443,https,application/xml,GET,151.139.128.10,/,-354525814,,151.139.128.10,Amazon Web Services,2,False,,WasabiS3/7.13.2207-2023-04-06-dc2f085548 (head6),,,
