input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon_path,a_,tech_,lines,failed,cdn,knowledgebase_PageType,knowledgebase_pHash,content_type,favicon,csp_domains_,final_url,tls_mismatched,tls_subject_org_
nrt.eu-central-1-0.sendcloud.com,,404,,nrt.eu-central-1-0.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-27T00:00:00Z,2025-09-25T23:59:59Z,CN=*.sendcloud.com,*.sendcloud.com,*.integration.eu-central-1-0.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,db4d7e3df6172571e3cb59b0a066d86a,9a41ad139ce64ae607fa1c178a6b320cd8d0c7e76d839b491b47128bee9d3a41,True,ctls,nrt.eu-central-1-0.sendcloud.com,cloudfront,443,https://nrt.eu-central-1-0.sendcloud.com,https,envoy,GET,18.66.102.120,/,/favicon.ico,18.66.102.55,Envoy,1,False,True,other,0,,,,,,
o421644.ingest.sentry.io,404,404,134,o421644.ingest.sentry.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-10-03T00:00:00Z,2025-07-29T23:59:59Z,"CN=ingest.sentry.io, O=Sentry, L=San Francisco, ST=California, C=US",ingest.sentry.io,*.ingest.us.sentry.io,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,eed3002b129368f8ac34dd355bd3504e,7b37d70950389ca5f7f36ed1d61edd7dacf55a467c030e593dddd596cfb609fa,True,ctls,o421644.ingest.sentry.io,google,443,https://o421644.ingest.sentry.io,https,,GET,34.120.195.249,/,/favicon.ico,34.120.195.249,HTTP/3,1,False,True,error,0,text/html,,,,,Sentry
oxy-oxygen-d89bceb4.eu-central-1-0.sendcloud.com,,404,,oxy-oxygen-d89bceb4.eu-central-1-0.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-27T00:00:00Z,2025-09-25T23:59:59Z,CN=*.sendcloud.com,*.sendcloud.com,*.integration.eu-central-1-0.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,db4d7e3df6172571e3cb59b0a066d86a,9a41ad139ce64ae607fa1c178a6b320cd8d0c7e76d839b491b47128bee9d3a41,True,ctls,oxy-oxygen-d89bceb4.eu-central-1-0.sendcloud.com,cloudfront,443,https://oxy-oxygen-d89bceb4.eu-central-1-0.sendcloud.com,https,envoy,GET,18.66.102.55,/,/favicon.ico,18.66.102.120,Envoy,1,False,True,other,0,,,,,,
panel-cimgmt-autodandomainshopdata.shared.sendcloud.com,,404,,panel-cimgmt-autodandomainshopdata.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,panel-cimgmt-autodandomainshopdata.shared.sendcloud.com,cloudfront,443,https://panel-cimgmt-autodandomainshopdata.shared.sendcloud.com,https,envoy,GET,3.161.82.59,/,/favicon.ico,3.161.82.115,Envoy,1,False,True,other,0,,,,,,
pay.shared.sendcloud.com,,404,,pay.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,pay.shared.sendcloud.com,cloudfront,443,https://pay.shared.sendcloud.com,https,envoy,GET,3.161.82.115,/,/favicon.ico,3.161.82.35,Envoy,1,False,True,other,0,,,,,,
payments-proxy.sendcloud.com,,404,22,payments-proxy.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-06-11T00:00:00Z,2025-07-10T23:59:59Z,CN=payments-proxy.sendcloud.com,payments-proxy.sendcloud.com,payments-proxy.sendcloud.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2d584f0f6c46ffc9f2049eea19f1dff7,53f1a7f0db07fee4adbce88476a4e35ce8e1b6a00540e2dd29b0b5270f7cfe81,,ctls,payments-proxy.sendcloud.com,cloudfront,443,https://payments-proxy.sendcloud.com,https,envoy,GET,18.245.31.128,/,/favicon.ico,18.245.31.117,HSTS,1,False,True,error,0,application/json,,,,,
platform.sendcloud.com,Sendcloud,200,6413,platform.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-09-20T00:00:00Z,2025-10-19T23:59:59Z,CN=*.sendcloud.com,*.sendcloud.com,*.sendcloud.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,23e50d4685b22bee64f5f9ecb4e8163c,b8a475dd158beaba279a433cf01c342dfdfbcef66db34184fdf6520a76bb572e,True,ctls,platform.sendcloud.com,cloudfront,443,https://platform.sendcloud.com,https,AmazonS3,GET,18.172.112.107,/,/favicon.ico,18.172.112.106,Amazon Web Services,1,False,True,error,0,text/html,1719896065,*.cloud.gist.build,,,
pm-bounces.sendcloud.com,Postmark — Email delivery for web apps,200,4374,,,,,,,,,,,,,,,,,,,,80,http://pm-bounces.sendcloud.com,http,nginx/1.25.4,GET,3.22.202.122,/,/favicon.ico,3.143.118.151,Nginx:1.25.4,85,False,,nonerror,0,text/html,-1457628171,,,,
prd.final.autodandomainshopdata-origin-stripe-plugins.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,prd.final.autodandomainshopdata-origin-stripe-plugins.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,prd.final.autodandomainshopdata-origin-stripe-plugins.shared.sendcloud.com,cloudfront,443,https://prd.final.autodandomainshopdata-origin-stripe-plugins.shared.sendcloud.com,https,,GET,3.161.82.115,/,/favicon.ico,3.161.82.35,Amazon Web Services,19,False,True,error,0,,,,,True,
pre.autodandomainshopdev.wp.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,pre.autodandomainshopdev.wp.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,pre.autodandomainshopdev.wp.shared.sendcloud.com,cloudfront,443,https://pre.autodandomainshopdev.wp.shared.sendcloud.com,https,,GET,3.161.82.115,/,/favicon.ico,3.161.82.72,Amazon Web Services,19,False,True,error,0,,,,,True,
pre.dmz.autodandomainshop.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,pre.dmz.autodandomainshop.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,pre.dmz.autodandomainshop.shared.sendcloud.com,cloudfront,443,https://pre.dmz.autodandomainshop.shared.sendcloud.com,https,,GET,3.161.82.72,/,/favicon.ico,3.161.82.115,Amazon Web Services,19,False,True,error,0,,,,,True,
priv.autodandomainshopdata.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,priv.autodandomainshopdata.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,priv.autodandomainshopdata.shared.sendcloud.com,cloudfront,443,https://priv.autodandomainshopdata.shared.sendcloud.com,https,,GET,3.161.82.59,/,/favicon.ico,3.161.82.35,Amazon Web Services,19,False,True,error,0,,,,,True,
private-deals-autodandomainshopdata.shared.sendcloud.com,,404,,private-deals-autodandomainshopdata.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,private-deals-autodandomainshopdata.shared.sendcloud.com,cloudfront,443,https://private-deals-autodandomainshopdata.shared.sendcloud.com,https,envoy,GET,3.161.82.59,/,/favicon.ico,3.161.82.72,Envoy,1,False,True,other,0,,,,,,
pro-autodandomain-controllererfig-lab.eu-central-1-0.sendcloud.com,,404,,pro-autodandomain-controllererfig-lab.eu-central-1-0.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-27T00:00:00Z,2025-09-25T23:59:59Z,CN=*.sendcloud.com,*.sendcloud.com,*.integration.eu-central-1-0.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,db4d7e3df6172571e3cb59b0a066d86a,9a41ad139ce64ae607fa1c178a6b320cd8d0c7e76d839b491b47128bee9d3a41,True,ctls,pro-autodandomain-controllererfig-lab.eu-central-1-0.sendcloud.com,cloudfront,443,https://pro-autodandomain-controllererfig-lab.eu-central-1-0.sendcloud.com,https,envoy,GET,18.66.102.113,/,/favicon.ico,18.66.102.120,Envoy,1,False,True,other,0,,,,,,
prod-s1-autodandomainshopdatatest-mobile.shared.sendcloud.com,,404,,prod-s1-autodandomainshopdatatest-mobile.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,prod-s1-autodandomainshopdatatest-mobile.shared.sendcloud.com,cloudfront,443,https://prod-s1-autodandomainshopdatatest-mobile.shared.sendcloud.com,https,envoy,GET,3.161.82.59,/,/favicon.ico,3.161.82.72,Envoy,1,False,True,other,0,,,,,,
productionorigin-backend-autodandomainshopdata.shared.sendcloud.com,,404,,productionorigin-backend-autodandomainshopdata.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,productionorigin-backend-autodandomainshopdata.shared.sendcloud.com,cloudfront,443,https://productionorigin-backend-autodandomainshopdata.shared.sendcloud.com,https,envoy,GET,3.161.82.59,/,/favicon.ico,3.161.82.35,Envoy,1,False,True,other,0,,,,,,
prompts.maze.co,,404,88,prompts.maze.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-02-06T00:00:00Z,2026-03-08T23:59:59Z,CN=*.maze.co,*.maze.co,*.maze.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,82d9e7d2fefe7248947566b5e64c7b28,df4fdd32a3bff7d176979f0bda9a2a02d79e690ffd5a3088b15b313d95d5f715,True,ctls,prompts.maze.co,,443,https://prompts.maze.co,https,,GET,3.213.163.197,/,/favicon.ico,3.220.136.225,Node.js,1,False,,nonerror,0,application/json,,,,,
proxy-autodandomainshopdata.shared.sendcloud.com,,404,,proxy-autodandomainshopdata.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,proxy-autodandomainshopdata.shared.sendcloud.com,cloudfront,443,https://proxy-autodandomainshopdata.shared.sendcloud.com,https,envoy,GET,3.161.82.59,/,/favicon.ico,3.161.82.35,Envoy,1,False,True,other,0,,,,,,
proxy-panel.build-s1-autodandomainshopdata.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,proxy-panel.build-s1-autodandomainshopdata.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,proxy-panel.build-s1-autodandomainshopdata.shared.sendcloud.com,cloudfront,443,https://proxy-panel.build-s1-autodandomainshopdata.shared.sendcloud.com,https,,GET,3.161.82.59,/,/favicon.ico,3.161.82.72,Amazon Web Services,19,False,True,error,0,,,,,True,
qa-mgmt-autodandomainshopdatamta-sts.shared.sendcloud.com,,404,,qa-mgmt-autodandomainshopdatamta-sts.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,qa-mgmt-autodandomainshopdatamta-sts.shared.sendcloud.com,cloudfront,443,https://qa-mgmt-autodandomainshopdatamta-sts.shared.sendcloud.com,https,envoy,GET,3.161.82.72,/,/favicon.ico,3.161.82.35,Envoy,1,False,True,other,0,,,,,,
qactm-docautodandomainshop.assets.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,qactm-docautodandomainshop.assets.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,qactm-docautodandomainshop.assets.shared.sendcloud.com,cloudfront,443,https://qactm-docautodandomainshop.assets.shared.sendcloud.com,https,,GET,3.161.82.59,/,/favicon.ico,3.161.82.35,Amazon Web Services,19,False,True,error,0,,,,,True,
releaselog.sendcloud.com,Sendcloud Feedback,200,48290,releaselog.sendcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-02-12T05:57:39Z,2025-05-13T05:57:38Z,CN=releaselog.sendcloud.com,releaselog.sendcloud.com,releaselog.sendcloud.com,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,89d7b17f32ead627143eeff954a330a6,b57169b64385d4435d6468f02519c8dac4d0c806f127838e8d6dd3a345c8e05d,,ctls,releaselog.sendcloud.com,,443,https://releaselog.sendcloud.com,https,,GET,44.214.112.154,/,/images/0641e1280a8163a90642232c92651f78.png,2600:1f18:421f:6301:493d:b059:8519:ba82,Linkedin Ads,1,False,,nonerror,0,text/html,-1688039566,https://*.sentry.io,,,
renderer.gist.build,,403,16,renderer.gist.build,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-16T06:46:18Z,2025-04-16T06:46:17Z,CN=*.gist.build,*.gist.build,*.gist.build,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,59038caea3567a3590e8005a2ad4c566,56f25f5e185d64b5266643fa9e70c56c6abf749ae2c967650a09ba7e470b0031,True,ctls,renderer.gist.build,cloudflare,443,https://renderer.gist.build,https,cloudflare,GET,172.67.69.25,/,/favicon.ico,2606:4700:20::681a:b92,Cloudflare,1,False,True,error,0,text/plain,,,,,
rightsline-internal.autodandomainshopdata2m.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,rightsline-internal.autodandomainshopdata2m.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,rightsline-internal.autodandomainshopdata2m.shared.sendcloud.com,cloudfront,443,https://rightsline-internal.autodandomainshopdata2m.shared.sendcloud.com,https,,GET,3.161.82.72,/,/favicon.ico,3.161.82.35,Amazon Web Services,19,False,True,error,0,,,,,True,
rxbenefits.eu-central-1-0.sendcloud.com,,404,,rxbenefits.eu-central-1-0.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-27T00:00:00Z,2025-09-25T23:59:59Z,CN=*.sendcloud.com,*.sendcloud.com,*.integration.eu-central-1-0.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,db4d7e3df6172571e3cb59b0a066d86a,9a41ad139ce64ae607fa1c178a6b320cd8d0c7e76d839b491b47128bee9d3a41,True,ctls,rxbenefits.eu-central-1-0.sendcloud.com,cloudfront,443,https://rxbenefits.eu-central-1-0.sendcloud.com,https,envoy,GET,18.66.102.113,/,/favicon.ico,18.66.102.16,Envoy,1,False,True,other,0,,,,,,
s1-inter-stage.staging.autodandomainshopdata.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,s1-inter-stage.staging.autodandomainshopdata.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,s1-inter-stage.staging.autodandomainshopdata.shared.sendcloud.com,cloudfront,443,https://s1-inter-stage.staging.autodandomainshopdata.shared.sendcloud.com,https,,GET,3.161.82.59,/,/favicon.ico,3.161.82.115,Amazon Web Services,19,False,True,error,0,,,,,True,
script.hotjar.com,,403,243,script.hotjar.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-05-22T00:00:00Z,2025-06-20T23:59:59Z,CN=*.hotjar.com,*.hotjar.com,*.hj.contentsquare.net,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,7865dc01a354d5e88bb717b9ba6f6033,7694d0eb997d60f5db6d863b42c345e865722405c4c5b392b1b411ad68ae691a,True,ctls,script.hotjar.com,cloudfront,443,https://script.hotjar.com,https,,GET,13.33.187.92,/,/favicon.ico,13.33.187.74,HSTS,2,False,True,error,0,application/xml,,,,,
sec-autodandomainshopdata-australiasoutheastinternal.shared.sendcloud.com,,404,,sec-autodandomainshopdata-australiasoutheastinternal.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,sec-autodandomainshopdata-australiasoutheastinternal.shared.sendcloud.com,cloudfront,443,https://sec-autodandomainshopdata-australiasoutheastinternal.shared.sendcloud.com,https,envoy,GET,3.161.82.59,/,/favicon.ico,3.161.82.72,Envoy,1,False,True,other,0,,,,,,
sendcloud.com,Shipping Software for Ecommerce Businesses | Sendcloud,200,401507,www.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-01T21:38:24Z,2025-04-01T22:38:19Z,CN=www.sendcloud.com,www.sendcloud.com,www.sendcloud.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,60ea613c9765f653d66b27b9518df6ea,10bd19e886dcd62c27ee05874ba992ddb22743f19e5e54c54f60059b62374b2a,,ctls,www.sendcloud.com,,443,https://sendcloud.com,https,cloudflare,GET,141.193.213.20,/,/wp-content/uploads/2024/01/cropped-Sendcloud-Icon-512-32x32.png,2a01:7c8:fff8:cc:5054:ff:fe44:7ee3,wpBakery,6807,False,,other,0,text/html,-1793698270,,https://www.sendcloud.com/,,
sendcloud.zendesk.com,Just a moment...,403,8323,support.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-05T23:39:21Z,2025-04-05T23:39:20Z,CN=support.sendcloud.com,support.sendcloud.com,support.sendcloud.com,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,726cebe9c344f951a6ccdbdc1f78e8c9,eefa507ccc4e9fec846903e0ecf93c6049f049c7ee537b10a3318537b9374771,,ctls,support.sendcloud.com,,443,https://sendcloud.zendesk.com,https,cloudflare,GET,216.198.54.1,/,/favicon.ico,216.198.53.1,Cloudflare Bot Management,1,False,,nonerror,0,text/html,-1468768289,,https://support.sendcloud.com/hc/en-us,,
sgtm.sendcloud.com,,404,41,sgtm.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-11T10:51:23Z,2025-04-11T11:44:57Z,CN=sgtm.sendcloud.com,sgtm.sendcloud.com,sgtm.sendcloud.com,"CN=WR3, O=Google Trust Services, C=US",WR3,Google Trust Services,38ff9dd629fbc69d7221edf547093386,3ff2da7c92148c32d04f8845b0c312e019ec0f9b49df9f00255c841ee9639cf3,,ctls,sgtm.sendcloud.com,google,443,https://sgtm.sendcloud.com,https,Google Frontend,GET,34.160.46.190,/,/favicon.ico,34.160.46.190,HTTP/3,1,False,True,error,0,text/html,,,,,
shopify.eu-central-1-0.sendcloud.com,,404,22,shopify.eu-central-1-0.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T00:00:00Z,2026-03-08T23:59:59Z,CN=shopify.panel.sendcloud.sc,shopify.panel.sendcloud.sc,shopify.eu-central-1-0.sendcloud.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,86990bdc72842861ae25cca8a497b924,0fe9bb263a5b3be2a324482dc82ca44d4ac8bf3f7e62572c7b9bc70e057e5dd5,,ctls,shopify.eu-central-1-0.sendcloud.com,cloudfront,443,https://shopify.eu-central-1-0.sendcloud.com,https,envoy,GET,18.172.112.69,/,/favicon.ico,18.172.112.25,HSTS,1,False,True,error,0,application/json,,,,,
sidecar.sendcloud.com,,200,42,sidecar.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-04T00:00:00Z,2026-03-05T23:59:59Z,CN=sidecar.sendcloud.com,sidecar.sendcloud.com,sidecar.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,a68731964350cd15e4d6800b583c7c46,84b3e9a40834f93e509785909df83420d2bb704afbca2b2fd70425b3b9b4e708,,ctls,sidecar.sendcloud.com,cloudfront,443,https://sidecar.sendcloud.com,https,envoy,GET,108.138.26.110,/,/favicon.ico,108.138.26.111,HSTS,1,False,True,nonerror,0,text/html,,,,,
sit-s1-autodandomainshopdatatest-mobile.pre.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,sit-s1-autodandomainshopdatatest-mobile.pre.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,sit-s1-autodandomainshopdatatest-mobile.pre.shared.sendcloud.com,cloudfront,443,https://sit-s1-autodandomainshopdatatest-mobile.pre.shared.sendcloud.com,https,,GET,3.161.82.59,/,/favicon.ico,3.161.82.35,Amazon Web Services,19,False,True,error,0,,,,,True,
sitfinalhamlet.autodandomain-controllererfig-lab.eu-central-1-0.sendcloud.com,ERROR: The request could not be satisfied,502,937,sitfinalhamlet.autodandomain-controllererfig-lab.eu-central-1-0.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-27T00:00:00Z,2025-09-25T23:59:59Z,CN=*.sendcloud.com,*.sendcloud.com,*.integration.eu-central-1-0.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,db4d7e3df6172571e3cb59b0a066d86a,9a41ad139ce64ae607fa1c178a6b320cd8d0c7e76d839b491b47128bee9d3a41,True,ctls,sitfinalhamlet.autodandomain-controllererfig-lab.eu-central-1-0.sendcloud.com,cloudfront,443,https://sitfinalhamlet.autodandomain-controllererfig-lab.eu-central-1-0.sendcloud.com,https,,GET,18.66.102.113,/,/favicon.ico,18.66.102.16,Amazon Web Services,19,False,True,error,0,,,,,True,
