input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon_path,a_,tech_,lines,failed,cdn,knowledgebase_PageType,knowledgebase_pHash,content_type,favicon,csp_domains_,final_url,tls_mismatched,tls_subject_org_
autodandomainshopdata-origin-stripe-plugins-internal.beta.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,autodandomainshopdata-origin-stripe-plugins-internal.beta.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,autodandomainshopdata-origin-stripe-plugins-internal.beta.shared.sendcloud.com,cloudfront,443,https://autodandomainshopdata-origin-stripe-plugins-internal.beta.shared.sendcloud.com,https,,GET,3.161.82.72,/,/favicon.ico,3.161.82.59,Amazon Web Services,19,False,True,error,0,,,,,True,
autodandomainshopdata-privacy-internal.shared.sendcloud.com,,404,,autodandomainshopdata-privacy-internal.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,autodandomainshopdata-privacy-internal.shared.sendcloud.com,cloudfront,443,https://autodandomainshopdata-privacy-internal.shared.sendcloud.com,https,envoy,GET,3.161.82.35,/,/favicon.ico,3.161.82.72,Envoy,1,False,True,other,0,,,,,,
autodandomainshopdata-privacy-origin.shared.sendcloud.com,,404,,autodandomainshopdata-privacy-origin.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,autodandomainshopdata-privacy-origin.shared.sendcloud.com,cloudfront,443,https://autodandomainshopdata-privacy-origin.shared.sendcloud.com,https,envoy,GET,3.161.82.59,/,/favicon.ico,3.161.82.72,Envoy,1,False,True,other,0,,,,,,
autodandomainshopdatainter.uat.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,autodandomainshopdatainter.uat.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,autodandomainshopdatainter.uat.shared.sendcloud.com,cloudfront,443,https://autodandomainshopdatainter.uat.shared.sendcloud.com,https,,GET,3.161.82.59,/,/favicon.ico,3.161.82.35,Amazon Web Services,19,False,True,error,0,,,,,True,
avayacmb.eu-central-1-0.sendcloud.com,,404,,avayacmb.eu-central-1-0.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-27T00:00:00Z,2025-09-25T23:59:59Z,CN=*.sendcloud.com,*.sendcloud.com,*.integration.eu-central-1-0.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,db4d7e3df6172571e3cb59b0a066d86a,9a41ad139ce64ae607fa1c178a6b320cd8d0c7e76d839b491b47128bee9d3a41,True,ctls,avayacmb.eu-central-1-0.sendcloud.com,cloudfront,443,https://avayacmb.eu-central-1-0.sendcloud.com,https,envoy,GET,18.66.102.55,/,/favicon.ico,18.66.102.120,Envoy,1,False,True,other,0,,,,,,
back.autodandomainshopdata-privacy.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,back.autodandomainshopdata-privacy.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,back.autodandomainshopdata-privacy.shared.sendcloud.com,cloudfront,443,https://back.autodandomainshopdata-privacy.shared.sendcloud.com,https,,GET,3.161.82.72,/,/favicon.ico,3.161.82.35,Amazon Web Services,19,False,True,error,0,,,,,True,
bat.bing.com,MSN,200,41182,www.msn.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-01-07T23:10:41Z,2025-07-06T23:10:41Z,"CN=*.msn.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.msn.com,msn.com,"CN=Microsoft Azure RSA TLS Issuing CA 07, O=Microsoft Corporation, C=US",Microsoft Azure RSA TLS Issuing CA 07,Microsoft Corporation,bde1718fd9270b25e7f2d5ad4e324bac,a3376cab59021285eb157c96d307ac965f65c52581f77f48d55e0b3b2038b936,True,ctls,www.msn.com,,443,https://bat.bing.com,https,,GET,150.171.27.10,/,/favicon.ico,2620:1ec:33:1::10,HSTS,94,False,,other,0,text/html,1274734426,windows.msn.cn,https://www.msn.com/de-de,,Microsoft Corporation
bat.bing.com/bat.js,,200,51632,bat.bing.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-15T07:52:28Z,2025-06-13T07:52:28Z,"CN=www.bing.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",www.bing.com,www.bing.com,"CN=Microsoft Azure RSA TLS Issuing CA 08, O=Microsoft Corporation, C=US",Microsoft Azure RSA TLS Issuing CA 08,Microsoft Corporation,2d9d02b62a79f20d690d5cb181b22245,1dd4da1287b3b3dd94e7205003941c53658528f42ebc193a63428483aff3909b,True,ctls,bat.bing.com,,443,https://bat.bing.com/bat.js,https,,GET,150.171.27.10,/bat.js,/bat.js/favicon.ico,2620:1ec:33:1::10,HSTS,1,False,,other,0,application/javascript,,,,,Microsoft Corporation
bentley-eos-1.m2m.sendcloud.com,,404,,bentley-eos-1.m2m.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-09T00:00:00Z,2026-03-10T23:59:59Z,CN=m2m.sendcloud.com,m2m.sendcloud.com,*.m2m.sendcloud.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d3a7d5d2a4408ab5c8ca6619c5da5ffa,6849521f04f92c2bb2c7ad807ed9afd120f1679a1ebc5f6430f99c8c1d6b002c,True,ctls,bentley-eos-1.m2m.sendcloud.com,cloudfront,443,https://bentley-eos-1.m2m.sendcloud.com,https,envoy,GET,18.244.18.105,/,/favicon.ico,2600:9000:275d:ec00:14:6a63:dec0:93a1,Envoy,1,False,True,other,0,,,,,,
beta-community.sendcloud.com,Just a moment...,403,8218,beta-community.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-22T07:38:50Z,2025-03-22T07:38:49Z,CN=beta-community.sendcloud.com,beta-community.sendcloud.com,beta-community.sendcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,fc11ae2974f1418db65b447d258170ff,24d7ac518e4be066b4f4c0b64e5ade3957b0006dad5ba40f0fc75ec576d0db68,,ctls,beta-community.sendcloud.com,cloudflare,443,https://beta-community.sendcloud.com,https,cloudflare,GET,162.159.138.52,/,/favicon.ico,162.159.128.53,HSTS,1,False,True,nonerror,0,text/html,,,,,
beta-prod-trial.review.autodandomainshop.wp.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,beta-prod-trial.review.autodandomainshop.wp.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,beta-prod-trial.review.autodandomainshop.wp.shared.sendcloud.com,cloudfront,443,https://beta-prod-trial.review.autodandomainshop.wp.shared.sendcloud.com,https,,GET,3.161.82.35,/,/favicon.ico,3.161.82.59,Amazon Web Services,19,False,True,error,0,,,,,True,
beta-staginter.autodandomainshopdata.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,beta-staginter.autodandomainshopdata.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,beta-staginter.autodandomainshopdata.shared.sendcloud.com,cloudfront,443,https://beta-staginter.autodandomainshopdata.shared.sendcloud.com,https,,GET,3.161.82.35,/,/favicon.ico,3.161.82.72,Amazon Web Services,19,False,True,error,0,,,,,True,
bigcommerce.sendcloud.com,Login - Sendcloud,200,11757,account.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-09-23T00:00:00Z,2025-10-22T23:59:59Z,CN=account.sendcloud.com,account.sendcloud.com,account.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,1a871f901c6b953d59dc8d2bb2bf3948,447613c755ee314d9c685ab39e36c371f3568d82def526e71650f28d06958306,,ctls,account.sendcloud.com,cloudfront,443,https://bigcommerce.sendcloud.com,https,envoy,GET,18.66.102.113,/,/accounts-static/base/img/favicon/apple-touch-icon.1c771a8e5356.png,18.66.102.16,Python,288,False,True,nonerror,0,text/html,-1463876386,,https://account.sendcloud.com/login/?next=https%3A//panel.sendcloud.sc/,,
blog.shared.sendcloud.com,,404,,blog.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,blog.shared.sendcloud.com,cloudfront,443,https://blog.shared.sendcloud.com,https,envoy,GET,3.161.82.115,/,/favicon.ico,3.161.82.59,Envoy,1,False,True,other,0,,,,,,
brand.sendcloud.com,Sendcloud Brand Cloud,200,56783,brand.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,CN=brand.sendcloud.com,brand.sendcloud.com,brand.sendcloud.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b54fd9bee37a329c340e5c6b00fa69e9,92a88783b9cad5fccbc5ae062e087d91212ddb091b08f264e787973bf46f2b59,,ctls,brand.sendcloud.com,,443,https://brand.sendcloud.com,https,frontify,GET,3.123.110.52,/,/s3/frontify-enterprise-files-eu/eyJwYXRoIjoic2VuZGNsb3VkXC9maWxlXC9YN3k5Z3l6eUtVdkVZWTc2U2VXaC5wbmcifQ:sendcloud:Vd5TEOIHq80px2KjQlRArolPkPosklx5lUDO-HCL-sY,35.157.123.146,React,312,False,,nonerror,0,text/html,580566030,,,,
carrier-management.sendcloud.com,Log in | Django site admin,200,3744,carrier-management.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-06-11T00:00:00Z,2025-07-10T23:59:59Z,CN=carrier-management.sendcloud.com,carrier-management.sendcloud.com,carrier-management.sendcloud.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a4c317532839e923b1394cbe0f5ca4e4,91c8abe4d71e708c11b9e0eb7df0b798ca5d88721f21b29007180fcecd4d3b62,,ctls,carrier-management.sendcloud.com,cloudfront,443,https://carrier-management.sendcloud.com,https,envoy,GET,143.204.98.58,/,/favicon.ico,143.204.98.73,HSTS,131,False,True,nonerror,0,text/html,,,https://carrier-management.sendcloud.com/admin/login/?next=/admin/,,
carriersdk.shared.sendcloud.com,,404,,carriersdk.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,carriersdk.shared.sendcloud.com,cloudfront,443,https://carriersdk.shared.sendcloud.com,https,envoy,GET,3.161.82.72,/,/favicon.ico,3.161.82.115,Envoy,1,False,True,other,0,,,,,,
cawscrvm3s-mgmt.shared.sendcloud.com,,404,,cawscrvm3s-mgmt.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,cawscrvm3s-mgmt.shared.sendcloud.com,cloudfront,443,https://cawscrvm3s-mgmt.shared.sendcloud.com,https,envoy,GET,3.161.82.35,/,/favicon.ico,3.161.82.115,Envoy,1,False,True,other,0,,,,,,
cdiscount.sendcloud.com,Login - Sendcloud,200,11757,account.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-09-23T00:00:00Z,2025-10-22T23:59:59Z,CN=account.sendcloud.com,account.sendcloud.com,account.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,1a871f901c6b953d59dc8d2bb2bf3948,447613c755ee314d9c685ab39e36c371f3568d82def526e71650f28d06958306,,ctls,account.sendcloud.com,cloudfront,443,https://cdiscount.sendcloud.com,https,envoy,GET,18.66.102.120,/,/accounts-static/base/img/favicon/apple-touch-icon.1c771a8e5356.png,18.66.102.55,Python,288,False,True,nonerror,0,text/html,-1463876386,,https://account.sendcloud.com/login/?next=https%3A//panel.sendcloud.sc/,,
cdn.segment.com,,404,49,cdn.segment.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-10-15T00:00:00Z,2025-11-14T23:59:59Z,CN=*.segment.com,*.segment.com,*.segment.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a56b918f5f9a531a3544ba4a0f380952,c9dc9795a80e1ab45593e086a484fa3d19f4815a8bf7a7d5c01a103491a0ccd8,True,ctls,cdn.segment.com,cloudfront,443,https://cdn.segment.com,https,AmazonS3,GET,99.86.8.175,/,/favicon.ico,99.86.8.175,Amazon Web Services,2,False,True,error,0,text/plain,,,,,
cdn.sendcloud.com,,403,111,cdn.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-18T00:00:00Z,2026-01-17T23:59:59Z,CN=sendcloud.com,sendcloud.com,*.sendcloud.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bf37428984814825e99daa6068810043,6fe177ec79178a5cfdf6d5809de5b52a48b27288f34abd13910402847d4d93d4,True,ctls,cdn.sendcloud.com,cloudfront,443,https://cdn.sendcloud.com,https,AmazonS3,GET,99.86.4.72,/,/favicon.ico,99.86.4.34,Amazon Web Services,2,False,True,error,0,application/xml,,,,,
cdn.smooch.io,,403,111,cdn.smooch.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-07-06T00:00:00Z,2025-08-04T23:59:59Z,CN=media.smooch.io,media.smooch.io,smooch.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,111e58e784a5e1d2fe2c6b1435e1a927,4f9f9e550206856162d7438e09f4939ddd25ad1066306ce73d7fd1f808ef0554,,ctls,cdn.smooch.io,cloudfront,443,https://cdn.smooch.io,https,AmazonS3,GET,18.172.112.115,/,/favicon.ico,18.172.112.4,HSTS,2,False,True,error,0,application/xml,,,,,
cdn.speedcurve.com/js/lux.js,,200,501,cdn.speedcurve.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-11-23T23:57:56Z,2025-12-25T23:57:55Z,CN=*.speedcurve.com,*.speedcurve.com,*.speedcurve.com,"CN=GlobalSign Atlas R3 DV TLS CA 2024 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2024 Q4,GlobalSign nv-sa,90c22a15e3937bed0b0df876699408f9,b841cd518694c25666c120685a9729d4e282d4895097e447e57b38e550ca397d,True,ctls,cdn.speedcurve.com,fastly,443,https://cdn.speedcurve.com/js/lux.js,https,Apache,GET,151.101.2.217,/js/lux.js,/js/lux.js/favicon.ico,151.101.130.217,Varnish,16,False,True,error,0,application/javascript,,,,,
cfw1-b-gci.m2m.sendcloud.com,,404,,cfw1-b-gci.m2m.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-09T00:00:00Z,2026-03-10T23:59:59Z,CN=m2m.sendcloud.com,m2m.sendcloud.com,*.m2m.sendcloud.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d3a7d5d2a4408ab5c8ca6619c5da5ffa,6849521f04f92c2bb2c7ad807ed9afd120f1679a1ebc5f6430f99c8c1d6b002c,True,ctls,cfw1-b-gci.m2m.sendcloud.com,cloudfront,443,https://cfw1-b-gci.m2m.sendcloud.com,https,envoy,GET,18.244.18.105,/,/favicon.ico,2600:9000:275d:ce00:14:6a63:dec0:93a1,Envoy,1,False,True,other,0,,,,,,
ci-autodandomainshopdata-origin.shared.sendcloud.com,,404,,ci-autodandomainshopdata-origin.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,ci-autodandomainshopdata-origin.shared.sendcloud.com,cloudfront,443,https://ci-autodandomainshopdata-origin.shared.sendcloud.com,https,envoy,GET,3.161.82.72,/,/favicon.ico,3.161.82.35,Envoy,1,False,True,other,0,,,,,,
cifinalhamlet.autodandomain-controllererfig-lab.eu-central-1-0.sendcloud.com,ERROR: The request could not be satisfied,502,937,cifinalhamlet.autodandomain-controllererfig-lab.eu-central-1-0.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-27T00:00:00Z,2025-09-25T23:59:59Z,CN=*.sendcloud.com,*.sendcloud.com,*.integration.eu-central-1-0.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,db4d7e3df6172571e3cb59b0a066d86a,9a41ad139ce64ae607fa1c178a6b320cd8d0c7e76d839b491b47128bee9d3a41,True,ctls,cifinalhamlet.autodandomain-controllererfig-lab.eu-central-1-0.sendcloud.com,cloudfront,443,https://cifinalhamlet.autodandomain-controllererfig-lab.eu-central-1-0.sendcloud.com,https,,GET,18.66.102.120,/,/favicon.ico,18.66.102.55,Amazon Web Services,19,False,True,error,0,,,,,True,
cig1w354-jpmorgan.m2m.sendcloud.com,,404,,cig1w354-jpmorgan.m2m.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-09T00:00:00Z,2026-03-10T23:59:59Z,CN=m2m.sendcloud.com,m2m.sendcloud.com,*.m2m.sendcloud.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d3a7d5d2a4408ab5c8ca6619c5da5ffa,6849521f04f92c2bb2c7ad807ed9afd120f1679a1ebc5f6430f99c8c1d6b002c,True,ctls,cig1w354-jpmorgan.m2m.sendcloud.com,cloudfront,443,https://cig1w354-jpmorgan.m2m.sendcloud.com,https,envoy,GET,18.244.18.105,/,/favicon.ico,2600:9000:275d:5e00:14:6a63:dec0:93a1,Envoy,1,False,True,other,0,,,,,,
cims-qa.shared.sendcloud.com,,404,,cims-qa.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,cims-qa.shared.sendcloud.com,cloudfront,443,https://cims-qa.shared.sendcloud.com,https,envoy,GET,3.161.82.35,/,/favicon.ico,3.161.82.72,Envoy,1,False,True,other,0,,,,,,
code.gist.build,,403,244,code.gist.build,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-31T18:17:36Z,2025-03-31T19:17:30Z,CN=code.gist.build,code.gist.build,code.gist.build,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,80f175eac372df98e7bbdad50e0071ed,9cb23929ffbf55d1ed48cf93ce182a3dc43d0dc189eb8dfddbdecf3fcae2242d,,ctls,code.gist.build,cloudflare,443,https://code.gist.build,https,cloudflare,GET,172.67.69.25,/,/favicon.ico,2606:4700:20::ac43:4519,HSTS,1,False,True,nonerror,0,application/xml,-1110892828,,,,
code.m2m.sendcloud.com,,404,,code.m2m.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-09T00:00:00Z,2026-03-10T23:59:59Z,CN=m2m.sendcloud.com,m2m.sendcloud.com,*.m2m.sendcloud.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d3a7d5d2a4408ab5c8ca6619c5da5ffa,6849521f04f92c2bb2c7ad807ed9afd120f1679a1ebc5f6430f99c8c1d6b002c,True,ctls,code.m2m.sendcloud.com,cloudfront,443,https://code.m2m.sendcloud.com,https,envoy,GET,18.244.18.74,/,/favicon.ico,2600:9000:275d:f600:14:6a63:dec0:93a1,Envoy,1,False,True,other,0,,,,,,
compute.shared.sendcloud.com,,404,,compute.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,compute.shared.sendcloud.com,cloudfront,443,https://compute.shared.sendcloud.com,https,envoy,GET,3.161.82.72,/,/favicon.ico,3.161.82.59,Envoy,1,False,True,other,0,,,,,,
conf-faq.autodandomainshop.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,conf-faq.autodandomainshop.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,conf-faq.autodandomainshop.shared.sendcloud.com,cloudfront,443,https://conf-faq.autodandomainshop.shared.sendcloud.com,https,,GET,3.161.82.72,/,/favicon.ico,3.161.82.115,Amazon Web Services,19,False,True,error,0,,,,,True,
confs1-autodandomainshopdata.blogs.v2.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,confs1-autodandomainshopdata.blogs.v2.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,confs1-autodandomainshopdata.blogs.v2.shared.sendcloud.com,cloudfront,443,https://confs1-autodandomainshopdata.blogs.v2.shared.sendcloud.com,https,,GET,3.161.82.115,/,/favicon.ico,3.161.82.59,Amazon Web Services,19,False,True,error,0,,,,,True,
connect.facebook.net,Facebook – Anmelden oder Registrieren,200,271153,m.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-23T00:00:00Z,2025-02-21T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,702d2b0932fd5ebea31c76206978f179,f2c8f008ba1906ce652abb157d56d10ba23475770baf3d844bcdc48f37b15766,True,ctls,m.facebook.com,,443,https://connect.facebook.net,https,,GET,157.240.253.1,/,/favicon.ico,2a03:2880:f084:105:face:b00c:0:3,HTTP/3,30,False,,nonerror,0,text/html,-560962771,facebook.com,https://m.facebook.com/?wtsid=rdr_0J0iRUq0kBpRUEpH7,,"Meta Platforms, Inc."
cosmos.sendcloud.com,Sendcloud Cosmos · zeroheight,200,41849,cosmos.sendcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-01-01T16:20:03Z,2025-04-01T16:20:02Z,CN=cosmos.sendcloud.com,cosmos.sendcloud.com,cosmos.sendcloud.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,6217723feeaa1364d79c7fbcb663fa21,15f920e2222f861ad328a1ef7ab2722e2dafb5073dcdc770122282d4cea08be0,,ctls,cosmos.sendcloud.com,,443,https://cosmos.sendcloud.com,https,,GET,63.33.17.94,/,/uploads/cb930fec209134a33b98db04_favicon-32x32.png,54.195.237.234,Ruby on Rails,123,False,,other,0,text/html,545128569,*.googletagmanager.com,,,
